"cnn","street_name","pci_score","from_street","to_street","pci_change_date","treatment_or_survey","street_accepted_for_maintenance","functional_class","x","y","latitude","longitude","line","point",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"33309000","BRIDGEVIEW DR","100","THORNE WAY","Intersection","2000-06-14T00:00:00.000","Treatment","No",,"6012926.72566","2095113.48027","37.73351030575203","-122.39768360398064",,"POINT (-122.39768360398 37.733510319583)","87","87","2","9","1"
"23477000","43RD AVE","100","RIVERA ST","Intersection","2003-03-14T00:00:00.000","Treatment","No",,"5982956.84993","2100157.34847","37.74564494018727","-122.5016693730281",,"POINT (-122.501669373026 37.745644953992)","39","39","10","7","35"
"26078000","SEYMOUR ST","100","TURK ST","Intersection","2000-06-12T00:00:00.000","Treatment","No",,"6001649.59037","2112190.38406","37.779764933952556","-122.43789452743508",,"POINT (-122.437894527422 37.779764947739)","97","97","4","11","39"
"26803000","Broderick St: Geary Blvd Intersection","100","GEARY BLVD","Intersection","2021-09-07T12:47:44.000","Treatment","No",,"6000732.24928","2113447.21257","37.783163656219195","-122.44115820155716",,"POINT (-122.441158201533 37.783163669989)","103","103","8","6","39"
"33440000","Alemany Blvd","100","De Wolf St","Intersection","2013-11-21T09:08:40.000","Treatment","No",,"5996352.12597","2087141.64325","37.710684620487704","-122.45441074589108",,"POINT (-122.454410745874 37.710684634332)","66","66","9","1","28"
"32975000","Corbett Ave: 23rd St Intersection","100","CORBETT AVE","Intersection","2016-07-21T07:33:24.000","Treatment","No",,"5999790.53662","2102230.55638","37.75231184690706","-122.44361010457497",,"POINT (-122.443610104568 37.752311860727)","51","51","7","5","38"
"27895000","38th Ave: Geary Blvd Intersection","100","GEARY BLVD","Intersection","2020-11-02T10:53:52.000","Treatment","No",,"5984088.33684","2112447.07324","37.77945545403888","-122.49866461938208",,"POINT (-122.498664619369 37.779455467815)","8","8","8","4","29"
"23255000","30TH AVE","100","ESCOLTA WAY","Intersection","2008-03-13T13:34:59.000","Treatment","No",,"5986980.81644","2097151.718","37.737627809920525","-122.48753452910296",,"POINT (-122.487534529095 37.737627823742)","40","40","10","7","35"
"20181000","Evans Ave: Keith St Intersection","100","KEITH ST","Intersection","2018-08-06T09:45:03.000","Treatment","No",,"6017805.40632","2096928.17468","37.738763562783156","-122.38094255339189",,"POINT (-122.380942553375 37.738763576614)","76","76","2","9","1"
"22584000","Granada Ave: Holloway Ave Intersection","100","HOLLOWAY AVE","Intersection","2017-09-07T07:40:42.000","Treatment","No",,"5995641.08931","2091220.37757","37.721843061840715","-122.45716308724637",,"POINT (-122.457163087238 37.721843075673)","64","64","10","8","24"
"20838000","Delta St: Wilde Ave Intersection","100","WILDE AVE","Intersection","2019-08-02T14:17:18.000","Treatment","No",,"6010038.20263","2089457.87813","37.717819932985435","-122.40727154989601",,"POINT (-122.407271549897 37.717819946828)","75","75","9","9","40"
"21388000","Cordova St: Winding Way Intersection","100","WINDING WAY","Intersection","2017-02-03T12:08:42.000","Treatment","No",,"6002046.46095","2086616.04408","37.709566368539996","-122.43469231479219",,"POINT (-122.434692314771 37.709566382389)","58","58","9","1","7"
"26933000","California St: Parker Ave Intersection","100","PARKER AVE","Intersection","2019-01-18T09:19:17.000","Treatment","No",,"5996821.56963","2114650.41832","37.78624380752445","-122.45477445691992",,"POINT (-122.454774456908 37.786243821311)","10","10","8","6","31"
"27648000","24th Ave: California St Intersection","100","CALIFORNIA ST","Intersection","2020-01-31T10:32:13.000","Treatment","No",,"5988378.50346","2113985.73276","37.783930854818756","-122.4839361539687",,"POINT (-122.483936153956 37.783930868595)","8","8","8","4","29"
"21334000","Coleridge St: Powers Ave Intersection","100","POWERS AVE","Intersection","2018-03-14T16:42:20.000","Treatment","No",,"6007027.81793","2099685.85825","37.74573479003665","-122.41840195281439",,"POINT (-122.418401952804 37.74573480384)","83","83","9","2","2"
"23777000","Mariposa St: Vermont St Intersection","100","VERMONT ST","Intersection","2020-06-29T12:57:04.000","Treatment","No",,"6011214.35173","2106027.28715","37.76338174053515","-122.4043717262027",,"POINT (-122.404371726179 37.763381754333)","54","54","2","9","26"
"22435000","PORTOLA DR","100","TWIN PEAKS BLVD","Intersection","2008-10-21T15:28:49.000","Treatment","No",,"5997647.77566","2099912.9458","37.74582581763014","-122.45085298356328",,"POINT (-122.450852983563 37.74582583144)","49","49","9","5","10"
"22354000","FOERSTER ST","100","LOS PALMOS DR","Intersection","1999-08-26T00:00:00.000","Treatment","No",,"5998144.13254","2096290.4281","37.73590766019783","-122.4488757700433",,"POINT (-122.448875770048 37.73590767403)","72","72","9","8","41"
"27439000","LINCOLN WAY","100","28TH AVE","Intersection","2008-11-19T15:35:52.000","Treatment","No",,"5987375.29424","2107119.22403","37.76501889568059","-122.48690242038279",,"POINT (-122.486902420373 37.765018909468)","9","9","10","7","35"
"22324000","25th St: Grand View Ave Intersection","100","GRAND VIEW AVE","Intersection","2018-06-01T16:04:37.000","Treatment","No",,"6000058.90987","2101077.16992","37.74916022924122","-122.44259922431873",,"POINT (-122.442599224303 37.749160243045)","51","51","3","5","22"
"22789000","OCEAN AVE","100","SANTA ANA AVE","Intersection","2003-03-12T00:00:00.000","Treatment","No",,"5992390.16065","2094113.10845","37.729598547906186","-122.46861098394916",,"POINT (-122.468610983952 37.729598561738)","63","63","10","8","41"
"25884000","DUBOCE AVE","100","CHURCH ST","Intersection","2012-10-04T08:08:17.000","Treatment","No",,"6004105.23441","2108385.18106","37.76945611443311","-122.42912798566051",,"POINT (-122.429127985667 37.769456128225)","28","28","7","5","9"
"20285000","Blanken Ave","100","Wheeler Ave","Intersection","2014-08-27T09:51:03.000","Treatment","No",,"6012117.46111","2087228.41464","37.71181442357026","-122.39992795996828",,"POINT (-122.399927959956 37.711814437419)","89","89","2","9","1"
"25798000","16TH ST","100","PROSPER ST","Intersection","2007-02-28T15:09:35.000","Treatment","No",,"6003323.31723","2106532.20499","37.76432399866244","-122.43170028741002",,"POINT (-122.431700287385 37.764324012471)","38","38","3","5","5"
"22484000","De Long St: Orizaba Ave Intersection","100","ORIZABA AVE","Intersection","2019-01-31T08:43:54.000","Treatment","No",,"5993988.83495","2086816.90562","37.709657148810315","-122.46255520734915",,"POINT (-122.462555207332 37.709657162655)","66","66","10","1","28"
"8808000","Mason St","100","Bush St","Hooker Aly","2022-05-05T12:52:08.000","Treatment","Yes","Arterial","6009648.71284","2115815.68918","37.79017077909256","-122.41047800908774","LINESTRING (-122.410433245677 37.789951424159, -122.410522772752 37.790390161562)",,,,,,
"24045000","Mariposa St: Alabama St Intersection","100","MARIPOSA ST","Intersection","2013-01-30T09:13:10.000","Treatment","No",,"6008956.18313","2105903.67474","37.76291588002457","-122.41217328990732",,"POINT (-122.412173289912 37.762915893833)","53","53","3","2","20"
"23952000","25th St: Potrero Ave Intersection","100","POTRERO AVE","Intersection","2017-03-14T11:36:59.000","Treatment","No",,"6010593.9179","2101795.0222","37.75172619560485","-122.40621941346572",,"POINT (-122.406219413451 37.751726209403)","54","54","3","2","20"
"22364000","Teresita Blvd: Gaviota Way Intersection","100","TERESITA BLVD","Intersection","2016-06-27T09:28:58.000","Treatment","No",,"5998470.1341","2097719.68026","37.73985068263088","-122.44785152327731",,"POINT (-122.447851523261 37.739850696463)","72","72","9","8","41"
"22630000","SOUTHWOOD DR","100","MIRAMAR AVE","Intersection","2011-05-20T11:23:04.000","Treatment","No",,"5995367.65529","2092402.14992","37.725072218808485","-122.45819376105429",,"POINT (-122.458193761061 37.725072232646)","71","71","9","8","41"
"867000","18th St","95","Hampshire St","York St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","6009960.24225","2105493.71516","37.761846511375985","-122.4086716593595","LINESTRING (-122.408186563634 37.761875731956, -122.409156754704 37.761817316385)",,,,,,
"22703000","HOLLOWAY AVE","100","HEAD ST","Intersection","2011-04-11T12:02:27.000","Treatment","No",,"5993522.83104","2091205.37787","37.7216799950402","-122.46448421435345",,"POINT (-122.464484214352 37.721680008873)","67","67","10","8","41"
"21717000","Brazil Ave: Paris St Intersection","100","PARIS ST","Intersection","2021-03-17T10:52:38.000","Treatment","No",,"6002577.00344","2091837.13024","37.723932423891114","-122.43323148684195",,"POINT (-122.433231486839 37.723932437723)","90","90","9","1","7"
"22722000","Garfield St: Ralston St Intersection","100","RALSTON ST","Intersection","2018-03-15T15:07:47.000","Treatment","No",,"5992215.71598","2090496.7311","37.71965878781393","-122.46895097984805",,"POINT (-122.468950979824 37.719658801664)","64","64","10","1","24"
"22666000","Legion Ct: Urbano Dr Intersection","100","URBANO DR","Intersection","2018-07-03T09:03:34.000","Treatment","No",,"5993832.707","2092359.611","37.72486709774073","-122.46349678630784",,"POINT (-122.463496788035 37.724867112363)","67","67","10","8","41"
"26819000","CLAY ST","100","SCOTT ST","Intersection","2010-03-12T11:57:41.000","Treatment","No",,"6001368.71368","2115953.47315","37.7900814362703","-122.4391359826929",,"POINT (-122.439135982688 37.790081450051)","102","102","4","6","30"
"24229000","11TH ST","100","HARRISON ST","Intersection","2009-08-11T14:24:24.000","Treatment","No",,"6008924.95646","2108713.71213","37.7706298404885","-122.4124799347944",,"POINT (-122.412479934792 37.770629854286)","32","32","1","10","20"
"20172000","MIDDLE POINT RD","100","WILLS ST","Intersection","2004-05-20T14:52:16.000","Treatment","No",,"6018228.95368","2096012.41691","37.73627244175301","-122.37941451459763",,"POINT (-122.379414514573 37.736272455584)","76","76","2","9","1"
"25907000","OCTAVIA ST","100","ROSE ST","Intersection","2005-08-23T08:14:21.000","Treatment","No",,"6005613.244375","2109791.930221","37.77340395943062","-122.42401188846172",,"POINT (-122.424011888449 37.773403973206)","26","26","4","11","9"
"21142000","Alabama St","100","Cesar Chavez St","Intersection","2013-10-04T16:50:46.000","Treatment","No",,"6009317.94758","2100579.32476","37.74831670537916","-122.4105460678459",,"POINT (-122.410546067849 37.748316719182)","53","53","3","2","2"
"21736000","KENNY ALY","100","MISSION ST","Intersection","2001-06-05T00:00:00.000","Treatment","No",,"6000913.59221","2090187.84137","37.719309346539156","-122.4388634854434",,"POINT (-122.438863485446 37.719309360366)","80","80","9","1","28"
"24472000","Fulton St: Franklin St Intersection","100","FULTON ST","Intersection","2015-05-25T15:49:57.000","Treatment","No",,"6006320.12964","2111799.75711","37.7789568511806","-122.42170930691773",,"POINT (-122.42170930691 37.778956864956)","21","21","4","11","9"
"21969000","SURREY ST","100","VAN BUREN ST","Intersection","2003-05-20T00:00:00.000","Treatment","No",,"6001913.486","2096205.217","37.73588853038419","-122.43583754456482",,"POINT (-122.435837542907 37.735888544578)","96","96","9","5","10"
"22232000","MONTEREY BLVD","100","FOERSTER ST","Intersection","2007-03-06T13:45:05.000","Treatment","No",,"5998113.78691","2094701.44143","37.73154294550175","-122.4488662655835",,"POINT (-122.448866265568 37.731542959339)","95","95","9","8","41"
"21224000","Eugenia Ave","100","Wool St","Intersection","2014-10-24T14:35:23.000","Treatment","No",,"6007385.93266","2097759.90644","37.740466708920124","-122.4170272031827",,"POINT (-122.417027203178 37.740466722729)","83","83","9","2","2"
"24602000","MISSION ST","100","SHAW ALY","Intersection","2006-03-09T16:27:16.000","Treatment","No",,"6013081.82879","2115312.5567","37.7889811597228","-122.39856429321728",,"POINT (-122.398564293202 37.788981173486)","108","108","1","10","8"
"1915000","41st Ave","100","Moraga St","Noriega St","2022-09-08T09:19:08.000","Treatment","Yes","Residential","5983473.92913","2103235.44956","37.754126910889354","-122.50010892660812","LINESTRING (-122.500172989207 37.75505278906, -122.500044865554 37.753201060127)",,,,,,
"22767000","Aptos Ave: Darien Way Intersection","100","DARIEN WAY","Intersection","2020-07-14T14:24:17.000","Treatment","No",,"5993136.97842","2094991.1342","37.73205250250551","-122.46609295799885",,"POINT (-122.466092957992 37.732052516332)","63","63","10","8","41"
"26756000","NORTH POINT ST","100","BUCHANAN ST","Intersection","2007-01-24T08:45:15.000","Treatment","No",,"6003094.77027","2120999.08407","37.80403344154","-122.43352470488006",,"POINT (-122.433524704883 37.804033455303)","17","17","4","6","13"
"32920000","Market St: 18th St Intersection","100","MARKET ST","Intersection","2015-07-09T16:06:08.000","Treatment","No",,"5999551.86272","2104929.31518","37.75970836045723","-122.44462942886838",,"POINT (-122.444629428848 37.759708374261)","115","115","3","5","5"
"23733000","Arkansas St: 20th St Intersection","100","ARKANSAS ST","Intersection","2015-05-25T15:49:56.000","Treatment","No",,"6012967.87872","2104726.8776","37.759908936762635","-122.39821556353198",,"POINT (-122.398215563538 37.759908950571)","54","54","2","9","26"
"26531000","BUCHANAN ST","100","BUSH ST","Intersection","2011-09-23T14:14:17.000","Treatment","No",,"6003939.63297","2114938.60242","37.78744081146269","-122.43016838197407",,"POINT (-122.430168381974 37.787440825243)","101","101","4","11","30"
"33009000","Cresta Vista Dr: Emil Ln Intersection","100","EMIL LN","Intersection","2021-08-18T11:54:27.000","Treatment","No",,"5996211.05755","2096183.07234","37.735502149574565","-122.45555138078664",,"POINT (-122.45555138079 37.73550216339)","117","117","9","8","41"
"21637000","AVALON AVE","100","MOSCOW ST","Intersection","2008-04-25T16:45:04.000","Treatment","No",,"6004873.37332","2091953.64454","37.72438234965279","-122.42530158489761",,"POINT (-122.425301584888 37.724382363496)","90","90","9","1","7"
"25302000","Clay St: Polk St Intersection","100","POLK ST","Intersection","2018-10-17T17:37:15.000","Treatment","No",,"6006610.15","2116683.675","37.79238324004708","-122.42105287609692",,"POINT (-122.4210528744 37.792383253316)","105","105","4","3","32"
"22456000","Plymouth Ave","100","San Jose Ave \ Sickles Ave","Intersection","2014-07-25T19:00:46.000","Treatment","No",,"5995949.885","2087346.066","37.71122284108075","-122.45581574009562",,"POINT (-122.455815738716 37.711222853579)","81","81","10","1","24"
"22407000","Teresita Blvd: Sequoia Way Intersection","100","TERESITA BLVD","Intersection","2016-06-27T09:34:37.000","Treatment","No",,"5998148.48777","2097977.92131","37.740541360463375","-122.44898223403771",,"POINT (-122.448982234042 37.740541374278)","72","72","9","8","41"
"26650000","Webster St: Jackson St Intersection","100","WEBSTER ST","Intersection","2015-05-25T15:49:59.000","Treatment","No",,"6003184.75781","2116862.25993","37.79267990061783","-122.43291757559065",,"POINT (-122.432917575579 37.792679914387)","102","102","4","6","30"
"26302000","PARNASSUS AVE","100","STANYAN ST","Intersection","2012-10-02T13:42:46.000","Treatment","No",,"5997293.55024","2106724.86026","37.76450934764628","-122.45256935364458",,"POINT (-122.452569353638 37.764509361444)","110","110","7","11","14"
"27932000","Lawton St","100","46th Ave","Intersection","2012-03-02T14:35:42.000","Treatment","No",,"5981887.90598","2104203.99931","37.75669306168222","-122.50566548196288",,"POINT (-122.50566548195 37.756693075476)","39","39","10","7","35"
"23957000","24th St","100","York St","Intersection","2013-05-06T13:32:54.000","Treatment","No",,"6010032.97525","2102216.61055","37.752852390761745","-122.4081889673206",,"POINT (-122.408188967294 37.752852404565)","53","53","3","2","20"
"1979000","44th Ave","100","Kirkham St","Lawton St","2022-09-08T09:21:12.000","Treatment","Yes","Residential","5982496.35301","2104565.11977","37.757720387044266","-122.50358802734542","LINESTRING (-122.503652481028 37.758653333272, -122.503523575291 37.756787468209)",,,,,,
"27380000","24th Ave: Ortega St Intersection","100","ORTEGA ST","Intersection","2021-07-12T13:07:04.000","Treatment","No",,"5988778.86597","2102398.93565","37.752139990258186","-122.48170210780066",,"POINT (-122.481702107801 37.752140004062)","39","39","10","7","35"
"21347000","Dolores St: Valley St Intersection","100","VALLEY ST","Intersection","2021-07-29T10:22:18.000","Treatment","No",,"6005268.59387","2099321.80203","37.74463598485545","-122.4244592083208",,"POINT (-122.424459208296 37.744635998681)","84","84","9","5","22"
"26874000","Filbert St: Scott St Intersection","100","SCOTT ST","Intersection","2018-07-13T13:17:36.000","Treatment","No",,"6000998.05367","2118624.24273","37.79739357301026","-122.44061007692122",,"POINT (-122.440610076923 37.797393586763)","14","14","4","6","13"
"20502000","03RD ST","100","THOMAS AVE","Intersection","2005-09-26T18:19:13.000","Treatment","No",,"6014529.35179","2094114.04354","37.73085516876779","-122.39207295483408",,"POINT (-122.392072954821 37.730855182583)","87","87","2","9","1"
"24437000","Dr Carlton B Goodlett Pl","100","Grove St \ Polk St","Intersection","2014-04-29T16:08:13.000","Treatment","No",,"6007322.956","2111608.828","37.77848910441696","-122.41822658036658",,"POINT (-122.418226581248 37.778489116831)","21","21","4","10","36"
"26299000","PARNASSUS AVE","100","SHRADER ST","Intersection","2012-10-02T13:42:35.000","Treatment","No",,"5997686.83095","2106779.66397","37.764682350230466","-122.45121306209661",,"POINT (-122.451213062075 37.764682364034)","29","29","7","11","3"
"21863000","Milton St: San Jose Ave Intersection","100","SAN JOSE AVE","Intersection","2017-06-21T10:36:24.000","Treatment","No",,"6003714.63997","2095597.91424","37.734323165132615","-122.42956694507836",,"POINT (-122.429566945059 37.734323178964)","93","93","9","5","28"
"22773000","Darien Way: Santa Ana Ave Intersection","100","SANTA ANA AVE","Intersection","2019-06-17T08:48:12.000","Treatment","No",,"5992627.72691","2094916.64269","37.731818574118805","-122.4678481199882",,"POINT (-122.467848119983 37.731818587957)","63","63","10","8","41"
"26674000","BROADWAY","100","PIERCE ST","Intersection","2010-08-09T15:03:32.000","Treatment","No",,"6001664.96351","2117319.80052","37.793849869594624","-122.43820890540484",,"POINT (-122.438208905378 37.793849883375)","102","102","4","6","30"
"21846000","CHENERY ST","100","CHARLES ST","Intersection","2008-01-14T10:29:38.000","Treatment","No",,"6004754.29143","2097045.86534","37.73835772420669","-122.42607557574095",,"POINT (-122.426075575731 37.738357738022)","59","59","9","5","10"
"21351000","28th St: Guerrero St \ San Jose Ave Intersection","100","GUERRERO ST \ SAN JOSE AVE","Intersection","2017-06-20T14:45:45.000","Treatment","No",,"6005923.44556","2099651.71152","37.74557880005236","-122.42221829119369",,"POINT (-122.422218291194 37.745578813861)","84","84","9","5","22"
"22296000","Teresita Blvd: Marietta Dr \ Molimo Dr Intersection","100","MOLIMO DR \ TERESITA BLVD","Intersection","2016-06-27T09:31:58.000","Treatment","No",,"5998920.61893","2096783.74918","37.737306577435035","-122.44622663410053",,"POINT (-122.446226634103 37.73730659125)","72","72","9","8","41"
"25962000","LAGUNA ST","100","TURK ST","Intersection","2000-06-12T00:00:00.000","Treatment","No",,"6004749.02281","2112618.83389","37.78111711363381","-122.42720275573602",,"POINT (-122.427202755719 37.781117127409)","100","100","4","11","39"
"2435000","Arkansas St","92","16th St","17th St","2022-08-17T10:44:36.000","Treatment","Yes","Residential","6012851.81172","2106824.27298","37.765661454715676","-122.39876418182092","LINESTRING (-122.398824998372 37.766308995002, -122.398703366298 37.765013941932)",,,,,,
"26564000","Buchanan St: Washington St Intersection","100","WASHINGTON ST","Intersection","2020-04-15T16:25:51.000","Treatment","No",,"6003707.10736","2116606.93086","37.79200844537029","-122.43109199420819",,"POINT (-122.431091994181 37.792008459145)","102","102","4","6","30"
"26743000","Buchanan St: Moulton St Intersection","100","MOULTON ST","Intersection","2020-04-15T16:37:27.000","Treatment","No",,"6003308.57414","2119466.46906","37.79983740882527","-122.43267527695279",,"POINT (-122.432675276941 37.799837422589)","15","15","4","6","13"
"26763000","Chestnut St: Fillmore St Intersection","100","FILLMORE ST","Intersection","2019-05-13T12:51:05.000","Treatment","No",,"6002276.41968","2119843.53017","37.80081413033683","-122.43627391052729",,"POINT (-122.436273910505 37.8008141441)","17","17","4","6","13"
"22743000","LAKEWOOD AVE","100","OCEAN AVE","Intersection","2003-03-12T00:00:00.000","Treatment","No",,"5993531.30476","2092826.53066","37.72613177479105","-122.46457257855366",,"POINT (-122.464572578559 37.726131788618)","68","68","10","8","41"
"23863000","15th St: Vermont St Intersection","100","VERMONT ST","Intersection","2020-01-29T15:19:35.000","Treatment","No",,"6011133.6875","2107440.36028","37.767257212046786","-122.40475020633792",,"POINT (-122.404750206322 37.76725722585)","33","33","1","9","20"
"23709000","22nd St: De Haro St Intersection","100","DE HARO ST","Intersection","2019-03-12T15:26:51.000","Treatment","No",,"6012180.67801","2103750.71928","37.75718474179832","-122.40086954160765",,"POINT (-122.400869541609 37.75718475559)","54","54","2","9","26"
"32982000","Portola Dr: End Intersection","100","PORTOLA DR","Intersection","2019-12-02T15:02:02.000","Treatment","No",,"5998870.28956","2100227.77582","37.74676017254422","-122.4466483681145",,"POINT (-122.44664836811 37.746760186354)","48","48","9","5","38"
"54007000","Bayside Village Pl: Delancey St Intersection","100","DELANCEY ST","Intersection","2018-10-30T11:42:18.000","Treatment","No",,"6015378.050103","2113496.293711","37.78412177293003","-122.39049264451842",,"POINT (-122.390492644523 37.784121786693)","31","31","1","10","8"
"25940000","Gough St: Fulton St Intersection","100","GOUGH ST","Intersection","2016-03-22T11:47:07.000","Treatment","No",,"6005843.32887","2111733.25654","37.77874735841205","-122.42335402508571",,"POINT (-122.423354025073 37.778747372204)","21","21","4","11","9"
"26554000","Green St: Franklin St Intersection","100","GREEN ST","Intersection","2015-05-22T12:53:54.000","Treatment","No",,"6005381.28998","2118539.07012","37.79740833721602","-122.42543686601108",,"POINT (-122.425436865992 37.797408350974)","15","15","4","6","13"
"22368000","Bella Vista Way","100","Dorcas Way","Intersection","2013-01-18T12:56:09.000","Treatment","No",,"5997989.97113","2097061.66571","37.73801647627445","-122.4494643177073",,"POINT (-122.449464317706 37.738016490101)","72","72","9","8","41"
"22233000","FOERSTER ST","100","JOOST AVE","Intersection","2003-05-02T00:00:00.000","Treatment","No",,"5998119.03439","2094986.62844","37.73232630148417","-122.44886865886645",,"POINT (-122.448868658858 37.732326315316)","95","95","9","8","41"
"25603000","24th St","100","Guerrero St","Intersection","2014-04-14T08:28:49.000","Treatment","No",,"6005780.32413","2101982.89124","37.75197161167095","-122.42287883288017",,"POINT (-122.422878832854 37.751971625486)","52","52","3","5","20"
"499000","11th Ave","100","Cabrillo St","Fulton St","2022-06-30T13:27:51.000","Treatment","Yes","Residential","5992573.13535","2110349.8527","37.77419101838521","-122.46915968819661","LINESTRING (-122.469226881734 37.775125351596, -122.469092496323 37.773256712546)",,,,,,
"25766000","22nd St: Eureka St Intersection","100","EUREKA ST","Intersection","2018-01-30T16:23:49.000","Treatment","No",,"6001528.66756","2102916.96393","37.75429553496221","-122.43764853496508",,"POINT (-122.437648534938 37.754295548761)","115","115","3","5","22"
"20532000","TOPEKA AVE","100","NEWHALL ST \ VENUS ST","Intersection","2008-08-14T17:01:40.000","Treatment","No",,"6013480.8773","2094520.06711","37.73191175791897","-122.39572616527039",,"POINT (-122.395726165247 37.73191177174)","87","87","2","9","1"
"26766000","STEINER ST","100","PIXLEY ST","Intersection","2010-08-31T13:33:29.000","Treatment","No",,"6001926.12465","2118926.94115","37.798277508610965","-122.43742040355035",,"POINT (-122.437420403529 37.798277522369)","15","15","4","6","13"
"30049000","CALIFORNIA ST","100","DRUMM ST","Intersection","2011-06-07T07:16:58.000","Treatment","No",,"6013744.42691","2117004.51185","37.793663764773115","-122.39639041539547",,"POINT (-122.396390415399 37.793663778552)","108","108","6","3","8"
"25906000","Oak St: Gough St Intersection","100","OAK ST","Intersection","2016-04-04T08:29:55.000","Treatment","No",,"6006033.89175","2110372.09169","37.775020682872864","-122.42259804203287",,"POINT (-122.422598042019 37.775020696654)","21","21","4","11","9"
"24036000","20TH ST","100","TREAT AVE","Intersection","2002-09-06T00:00:00.000","Treatment","No",,"6008514.48747","2104472.63675","37.758961784179725","-122.41359974777285",,"POINT (-122.413599747779 37.758961797983)","53","53","3","2","20"
"20237000","Fairfax Ave: Newhall St Intersection","100","NEWHALL ST","Intersection","2021-11-16T14:57:45.000","Treatment","No",,"6016031.3463","2097886.68271","37.74129735249018","-122.38714331223937",,"POINT (-122.387143312235 37.741297366299)","86","86","2","9","1"
"26158000","18th St","100","Clover St","Intersection","2012-08-06T13:41:44.000","Treatment","No",,"6000443.68371","2105194.95727","37.76048859798813","-122.4415641337347",,"POINT (-122.441564133739 37.760488611797)","115","115","3","5","5"
"24106000","VALENCIA ST","100","23RD ST","Intersection","2008-06-04T17:02:06.000","Treatment","No",,"6006390.64226","2102600.95101","37.75370308004537","-122.42081213559595",,"POINT (-122.420812135588 37.753703093849)","53","53","3","5","20"
"26509000","BUCHANAN ST","100","EDDY ST","Intersection","2000-05-26T00:00:00.000","Treatment","No",,"6004223.48346","2112895.64198","37.78184742576312","-122.42904060147742",,"POINT (-122.429040601456 37.781847439549)","97","97","4","11","39"
"51073000","EL PLAZUELA WAY","100","START: 1-99 BLOCK","Intersection","1998-04-28T00:00:00.000","Treatment","No",,"5991670.95199","2093511.29674","37.72790455038176","-122.47105351387633",,"POINT (-122.471053513881 37.727904564209)","67","67","10","8","41"
"21645000","NAPLES ST","100","PERSIA AVE","Intersection","2016-03-16T08:09:21.000","Treatment","No",,"6003139.94752","2090704.92781","37.72085556686623","-122.43120470338819",,"POINT (-122.431204703391 37.720855580704)","90","90","9","1","7"
"25022000","WASHINGTON ST","100","SPOFFORD LN","Intersection","2006-01-04T10:26:06.000","Treatment","No",,"6010549.3","2117561.922","37.79501595985654","-122.40748519678863",,"POINT (-122.407485197286 37.795015974957)","104","104","6","3","6"
"24583000","03RD ST","100","FOLSOM ST","Intersection","2005-10-28T16:48:53.000","Treatment","No",,"6012937.68849","2113423.02699","37.783784919857034","-122.39893033114375",,"POINT (-122.398930331122 37.783784933626)","32","32","1","10","34"
"26476000","Stanyan St","100","Mcallister St","Intersection","2012-11-07T15:47:34.000","Treatment","No",,"5996743.00928","2110748.90906","37.77552678637397","-122.45476426956206",,"POINT (-122.454764269551 37.775526800166)","12","12","7","4","18"
"26673000","JACKSON ST","100","PIERCE ST","Intersection","2004-03-08T16:26:22.000","Treatment","No",,"6001756.35089","2116663.85881","37.792054021123796","-122.43784569409657",,"POINT (-122.437845694076 37.792054034888)","102","102","4","6","30"
"24296000","Clementina St: 09th St Intersection","100","CLEMENTINA ST","Intersection","2015-05-25T15:49:56.000","Treatment","No",,"6009041.04572","2110011.45091","37.77419964197543","-122.4121701111418",,"POINT (-122.412170111139 37.774199655761)","32","32","1","10","34"
"21483000","MISSION ST","100","POPE ST","Intersection","2001-07-09T00:00:00.000","Treatment","No",,"6000035.268","2088793.091","37.71542966713077","-122.44179946623736",,"POINT (-122.441799464492 37.715429679877)",,,"9","1","28"
"21441000","GENEVA AVE","100","MADRID ST","Intersection","2000-05-26T00:00:00.000","Treatment","No",,"6001186.66439","2088590.89975","37.71494003475173","-122.43780526344082",,"POINT (-122.437805263436 37.714940048601)","90","90","9","1","7"
"21903000","26th St: Fair Oaks St Intersection","100","FAIR OAKS ST","Intersection","2022-05-09T13:11:41.000","Treatment","No",,"6005525.14705","2100800.60233","37.748710917076835","-122.42367721988575",,"POINT (-122.423677219887 37.748710930875)","52","52","3","5","20"
"54143000","Exchange Pl","100","Pine St","Intersection","2014-08-19T12:23:07.000","Treatment","No",,"6012152.117017","2116427.232893","37.791989957575375","-122.4018593783402",,"POINT (-122.401859378341 37.791989971338)","108","108","6","3","8"
"25984000","DUBOCE AVE","100","NOE ST","Intersection","2012-10-04T08:46:29.000","Treatment","No",,"6002818.84726","2108310.5731","37.769178355505304","-122.43357220764027",,"POINT (-122.433572207637 37.769178369308)","28","28","7","5","3"
"24240000","HARRISON ST","100","NORFOLK ST","Intersection","2011-07-22T13:30:35.000","Treatment","No",,"6008844.733","2108627.523","37.770388682870475","-122.41275133545537",,"POINT (-122.412751337182 37.770388697139)","32","32","1","10","20"
"25269000","VALLEJO ST","100","RUSSIAN HILL PL","Intersection","2004-01-08T16:05:15.000","Treatment","No",,"6008378.54994","2118616.24021","37.797789114570996","-122.41507100074583",,"POINT (-122.415071000738 37.797789128323)","107","107","6","3","21"
