"respnum","ccgid","term","strata","atype","airline","dest","gatenum","intdate","q1","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q3a","q4a","q4b","q4c","q5","q5avg","saq","q6a","q6b","q6c","q6d","q6e","q6f","q6g","q6h","q6i","q6j","q6k","q6l","q6m","q6n","q7com1","q7com2","q7com3","q7a1","q7a2","q7a3","q8a","q8b","q8c","q8d","q8e","q8f","q8com1","q8com2","q8com3","q9","q9apos1","q9apos2","q9apos3","q9aneg1","q9aneg2","q9aneg3","q9antr1","q9antr2","q9antr3","q10","q11","q11a1","q11a2","q11a3","q12","q13a","q13b","q13_com","q13com1","q13com2","q13com3","q14","q14a","q14a1","q14a2","q14a3","q15","sfflag","country","q17","age","q18","q19","inc","mail","lang","destmark","destination","destgeo","weight","location_1"
"1057","1125","3","2","1","8","2","63","5","2","3","4","8",,,,"9","11",,,,,"9","1","2","2","2","2","1","4","6","5","4","5","5","6","6","2","6","5","6","2","4","51","31","34",,,,"5","6","5","5","6","4",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","62","5","49.5","2","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1058","1125","3","2","1","8","2","63","5","2","2","8",,,,,"8","11",,,,,"9","2","2","1","3","4.5","1","6","3","6","4","6","5","6","6","4","3","6","5","4","4","1","52","35","6","7","31","3","4","6","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"9","5","3",,"6",,,"2",,,,,"2","5","0","6","59.5","2","0",,"1","1","4","NEW YORK-JFK","2","1.592296",
"1059","1127","3","2","1","8","2","63","5","2","2","8",,,,,"4","11",,,,,"9","1","2","1","3","4.5","2","4","3","3","4","4","3","6","6","4","6","6","6","6","4","1","5","9",,,,"3","2","6","6","3","3",,,,"3",,,,,,,"8",,,"2",,,,,"5","5","3",,,,,"2",,,,,"1","1","62","3","29.5","2","1","25000","1","1","4","NEW YORK-JFK","2","1.592296",
"1060","1128","3","2","1","8","2","63","5","1","1","8",,,,,"3","11",,,,,"9","1","1","1","5","18.5","2","5","3","3","4","5","4","2","2","2","4","3","3","4","4","39",,,,,,"4","3","3","4","4","4",,,,"4","11",,,,,,,,,"1","3","13",,,"11","5","4",,,,,"2",,,,,"3","4","62","5","49.5","1","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1061","1129","3","2","1","8","2","63","5","2","6","8",,,,,"2","11",,,,,"9","1","2","1","2","2","2","4","3","4","4","5","4","4","4","4","4","4","4","4","0",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"3",,,,,"3","4","4",,,,,"2",,,,,"2","4","62","7","75","2","0",,"1","1","4","NEW YORK-JFK","2","1.592296",
"1062","1130","3","2","1","8","2","63","5","2","4","8",,,,,"4","11",,,,,"9","2","0","0","2","2","2","0","0","0","4","4","4","4","4","0","0","4","0","5","4",,,,,,,"4","4","4","0","0","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","5","49.5","2","2","75000","1","1","4","NEW YORK-JFK","2","1.592296",
"1063","1131","3","2","1","8","2","63","5","2","1","8",,,,,"2","11",,,,,"9","2","2","2","6","36","2","4","3","3","4","4","3","3","3","3","3","6","6","6","3","55",,,,,,"3","3","6","6","3","3",,,,"5","6",,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","1","62","4","39.5","1","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1064","1077","3","1","1","8","2","62","5","2","2","8",,,,,"4","11",,,,,"9","1","1","2","1","1","1","6","6","6","5","6","5","6","6","6","6","6","6","6","4","40",,,,,,"4","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75000","1","1","4","DALLAS-FT. W","3","1.592296",
"1065","1078","3","1","1","8","2","62","5","1","1","8",,,,,"3","11",,,,,"9","2","1","1","2","2","1","6","4","4","4","6","4","6","4","6","6","6","6","6","4","20",,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","0","3",,"7",,,"2",,,,,"3","3","62","5","49.5","1","3","125000","1","1","4","DALLAS-FT. W","3","1.592296",
"1066","1079","3","1","1","8","2","62","5","2","2","8",,,,,"2","11",,,,,"9","1","1","1","4","9.5","1","4","3","3","4","6","3","6","6","1","3","6","6","6","3","51","21","50",,,,"3","3","6","6","4","3",,,,"4",,,,,,,,,,"2",,,,,"7","5","1",,"11",,,"0",,,,,"1","13","62","6","59.5","2","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"1067","1080","3","1","1","8","2","62","5","2","2","8",,,,,"1","11",,,,,"4","1","2","2","4","9.5","1","5","3","3","3","3","3","6","6","3","6","6","6","3","3","20","6","51",,,,"3","6","6","6","3","3",,,,"5",,,,,,,,,,"2",,,,,"5","4","3",,"7",,,"1",,"1",,,"1","1","62","4","39.5","2","3","125000","1","1","4","DALLAS-FT. W","3","1.592296",
"2198","2116","2","2","2","10","3","6","10","2","3","8",,,,,"2","11",,,,,"9","1","0","0","1","1","2","0","0","0","5","5","5","5","5","5","0","0","0","0","4",,,,,,,"5","0","0","0","0","5",,,,"3",,,,,,,"5",,,"3",,,,,"5","0","0",,"10",,,"1",,"5",,,"1","1","62","6","59.5","1","0",,"1","3","4","HONG KONG","8","0.636476",
"1068","1081","3","1","1","8","2","62","5","2","1","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","1","5","6","6","4","4","4","6","6","6","6","5","6","6","4","31",,,,,,"4","6","4","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"2","4","62","4","39.5","1","3","125000","1","1","4","DALLAS-FT. W","3","1.592296",
"1069","1082","3","1","1","8","2","62","5","2","2","8",,,,,"7","11",,,,,"9","1","2","1","1","1","1","6","4","6","5","5","5","6","6","5","6","5","6","5","5","40",,,,,,"4","6","5","5","5","4",,,,"5",,,,,,,,,,"1","5","1",,,"5","5","5",,"2",,,"2",,,,,"2","4","62","5","49.5","2","2","75000","1","1","4","DALLAS-FT. W","3","1.592296",
"1070","1083","3","1","1","8","2","62","5","2","2","8",,,,,"5","11",,,,,"9","1","0","0","6","36","2","5","3","3","5","5","5","5","5","5","0","5","0","0","5",,,,,,,"0","0","5","0","5","5",,,,"5",,,,,,,,,,"2",,,,,"2","3","4",,,,,"2",,,,,"1","11","62","5","49.5","0","2","75000","1","1","4","DALLAS-FT. W","3","1.592296",
"1071","1084","3","1","1","8","2","62","5","2","1","8",,,,,"4","11",,,,,"9","2","2","1","3","4.5","2","2","3","3","3","3","1","6","6","6","6","6","6","6","3",,,,,,,"3","6","6","6","4","3",,,,"4",,,,,,,,,,"2",,,,,"5","3","5",,,,,"2",,,,,"2","4","62","5","49.5","1","4","175000","1","1","4","DALLAS-FT. W","3","1.592296",
"1072","1085","3","1","1","8","2","62","5","2","2","8",,,,,"1","11",,,,,"1","1","2","1","3","4.5","2","4","4","4","2","4","3","6","6","4","3","3","4","4","4","77","9","76",,,,"5","5","5","5","5","3",,,,"5",,,,,,,,,,"2",,,,,"1","4","0",,"7",,,"2",,,,,"1","10","62","4","39.5","1","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"1073","1086","3","1","1","8","2","62","5","2","2","8",,,,,"2","11",,,,,"9","1","1","1","2","2","2","4","4","3","4","6","5","6","4","4","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"2","4","62","7","75","0","2","75000","1","1","4","DALLAS-FT. W","3","1.592296",
"1074","1087","3","1","1","8","2","62","5","2","2","8",,,,,"2","11",,,,,"9","1","1","1","2","2","2","4","3","3","3","0","4","3","0","4","3","0","0","0","4",,,,,,,"4","4","0","0","4","4",,,,"5",,,,,,,,,,"0",,,,,"2","5","5",,,,,"2",,,,,"1","11","62","5","49.5","2","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"1075","1088","3","1","1","8","2","62","5","1","2","8",,,,,"3","11",,,,,"9","1","2","2","1","1","2","4","4","4","4","4","4","4","4","3","6","4","6","4","4",,,,,,,"4","6","4","4","6","4",,,,"5",,,,,,,,,,"2",,,,,"11","3","4",,,,,"2",,,,,"3","4","62","5","49.5","1","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"1076","1089","3","1","1","8","2","62","5","2","2","8",,,,,"2","11",,,,,"9","1","1","1","1","1","2","2","3","3","4","3","3","6","6","2","6","6","6","6","3","30",,,,,,"4","6","6","6","4","3",,,,"4","4",,,,,,,,,"2",,,,,"7","3","4",,,,,"2",,,,,"1","13","62","6","59.5","1","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"1077","1090","3","1","1","8","2","62","5","2","2","8",,,,,"4","11",,,,,"9","1","0","1","1","1","2","5","5","5","5","5","4","4","4","5","5","5","4","3","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","0",,,,,"2",,,,,"2","4","33","3","29.5","2","3","125000","1","1","4","DALLAS-FT. W","3","1.592296",
"1078","1091","3","1","1","8","2","62","5","1","3","12","8",,,,"3","11",,,,,"9","1","2","2","3","4.5","2","5","5","5","5","4","5","5","5","6","6","6","6","6","4",,,,,,,"3","0","0","0","0","3",,,,"0",,,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","62","7","75","2","1","25000","1","1","4","DALLAS-FT. W","3","1.592296",
"1079","1092","3","1","1","8","2","62","5","2","2","8",,,,,"1","11",,,,,"4","1","1","2","3","4.5","2","3","3","3","2","5","5","2","2","2","3","6","3","6","3",,,,,,,"4","3","6","6","4","2",,,,"4",,,,,,,,,,"2",,,,,"8","4","2",,,,,"2",,,,,"1","17","62","4","39.5","1","3","125000","1","1","4","DALLAS-FT. W","3","1.592296",
"1080","1093","3","1","1","8","2","62","5","2","1","8",,,,,"6","11",,,,,"9","2","1","1","1","1","2","3","4","3","3","3","3","3","3","3","3","3","3","6","3",,,,,,,"3","3","3","6","4","5",,,,"5",,,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","62","5","49.5","1","1","25000","1","1","4","DALLAS-FT. W","3","1.592296",
"1081","1094","3","1","1","8","2","62","5","2","2","8",,,,,"2","11",,,,,"9","1","0","1","1","1","2","4","3","4","4","4","3","5","5","0","0","0","0","0","0",,,,,,,"5","0","0","0","0","0",,,,"3",,,,,,,,,,"2",,,,,"1","5","0",,,,,"2",,,,,"1","10","62","7","75","2","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"1082","1095","3","1","1","8","2","62","5","2","2","8",,,,,"2","11",,,,,"9","3","1","0","1","1","2","0","0","0","4","4","3","4","4","4","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"3",,,,,,,,,,"2",,,,,"1","4","0",,,,,"2",,,,,"1","10","62","7","75","1","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"1083","1096","3","1","1","8","2","62","5","1","2","8",,,,,"3","11",,,,,"9","1","1","1","1","1","2","6","3","3","3","3","3","3","3","3","6","6","6","3","3",,,,,,,"3","6","6","3","3","3",,,,"4",,,,,,,,,,"2",,,,,"11","3","3",,,,,"2",,,,,"3","4","62","6","59.5","2","3","125000","1","1","4","DALLAS-FT. W","3","1.592296",
"1084","1097","3","1","1","8","2","62","5","2","3","8",,,,,"2","11",,,,,"9","2","2","2","3","4.5","2","5","0","3","4","4","4","0","0","4","3","0","0","0","4",,,,,,,"5","0","0","0","0","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","5","0","5","49.5","2","2","75000","1","1","4","DALLAS-FT. W","3","1.592296",
"1085","1098","3","1","1","8","2","62","5","2","3","8",,,,,"2","11",,,,,"9","1","1","1","1","1","2","4","4","4","4","4","4","4","4","4","4","0","4","0","4","37","95",,,,,"4","0","0","0","0","3",,,,"3",,,,,,,,,,"2",,,,,"2","4","4",,,,,"2",,,,,"1","11","62","5","49.5","2","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"1086","1045","2","3","1","30","1","3","6","2","2","8",,,,,"5","11",,,,,"9","2","2","2","2","2","1","4","4","4","4","5","4","4","4","4","5","4","6","6","4",,,,,,,"5","3","4","6","4","5",,,,"5","4",,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"1","1","62","4","39.5","1","1","25000","1","1","4","LOS ANGELES","1","0.636476",
"1087","1046","2","3","1","30","1","3","6","2","1","8",,,,,"4","11",,,,,"9","2","2","2","3","4.5","1","4","4","4","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","3",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","3","62","3","29.5","1","0",,"1","1","4","LOS ANGELES","1","0.636476",
"1088","1047","2","3","1","30","1","3","6","2","1","8",,,,,"9","11",,,,,"9","2","2","1","2","2","1","4","3","6","4","5","4","6","6","5","6","5","6","5","4",,,,,,,"4","6","5","5","4","4",,,,"5","5",,,,,,,,,"2",,,,,"7","5","4",,,,,"2",,,,,"2","3","62","5","49.5","1","0",,"1","1","4","LOS ANGELES","1","0.636476",
"1089","1048","2","3","1","30","1","3","6","2","2","8",,,,,"4","11",,,,,"9","2","1","2","3","4.5","1","4","6","5","4","5","5","6","6","5","6","6","6","6","5",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"1","5","1",,,"5","5","5",,,,,"2",,,,,"1","1","62","2","21","2","1","25000","1","1","4","LOS ANGELES","1","0.636476",
"1090","1099","2","3","1","30","1","3","6","2","3","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","1","4","2","2","5","5","5","6","6","2","6","5","6","1","3","2","5","96",,,,"5","6","4","3","4","4",,,,"4",,,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"1","10","62","2","21","2","4","175000","1","1","4","LOS ANGELES","1","0.636476",
"1091","1050","2","3","1","30","1","3","6","2","3","8",,,,,"8","11",,,,,"9","2","2","1","6","36","1","4","2","3","5","5","5","6","6","4","4","4","4","6","4","5","37",,,,,"5","4","3","6","4","4",,,,"4","2",,,,,,,,,"2",,,,,"9","5","5",,,,,"2",,,,,"1","15","62","3","29.5","2","1","25000","1","1","4","LOS ANGELES","1","0.636476",
"1092","1051","2","3","1","30","1","3","6","2","2","8",,,,,"1","11",,,,,"0","2","2","1","4","9.5","2","4","4","4","3","3","3","6","6","3","3","6","3","6","3","90",,,,,,"3","3","6","6","4","3",,,,"5",,,,,,,,,,"2",,,,,"5","3","2",,,,,"2",,,,,"1","1","62","4","39.5","1","4","175000","1","1","4","LOS ANGELES","1","0.636476",
"1093","1052","2","3","1","30","1","3","6","2","1","8",,,,,"2","11",,,,,"9","1","2","2","4","9.5","2","4","4","3","4","3","3","6","6","4","6","4","6","1","4",,,,,,,"4","6","5","6","6","4",,,,"5",,,,,,,,,,"1","4",,,,"7","4","4",,,,,"2",,,,,"2","4","62","3","29.5","1","4","175000","1","1","4","LOS ANGELES","1","0.636476",
"1094","1053","2","3","1","30","1","3","6","2","1","8",,,,,"1","11",,,,,"0","2","2","2","6","36","2","5","4","2","2","3","3","3","3","4","5","5","6","5","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","3","62","4","39.5","1","4","175000","1","1","4","LOS ANGELES","1","0.636476",
"1095","1054","2","3","1","30","1","3","6","2","2","8",,,,,"9","11",,,,,"9","1","2","2","3","4.5","2","0","3","3","3","3","4","4","4","5","5","5","5","5","4",,,,,,,"5","5","5","4","4","6",,,,"4",,,,,,,,,,"2",,,,,"4","5","5",,,,,"2",,,,,"2","3","62","3","29.5","2","1","25000","1","1","4","LOS ANGELES","1","0.636476",
"1096","1055","2","3","1","30","1","3","6","2","3","8",,,,,"2","11",,,,,"9","2","2","2","4","9.5","2","4","3","3","4","4","4","4","4","4","4","5","6","4","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","3","29.5","1","3","125000","1","1","4","LOS ANGELES","1","0.636476",
"1097","1056","2","3","1","30","1","3","6","2","3","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","2","4","3","4","5","5","5","6","6","4","6","4","6","6","4","10",,,,,,"5","6","5","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"1","5","0","2","21","2","1","25000","1","1","4","LOS ANGELES","1","0.636476",
"1098","1057","2","3","1","30","1","3","6","2","1","8",,,,,"2","11",,,,,"9","1","2","2","3","4.5","2","5","5","5","5","5","5","4","4","3","5","5","6","6","5",,,,,,,"5","4","5","5","5","5",,,,"5",,,,,,,,,,"1","4",,,,"6","5","5",,,,,"2",,,,,"1","12","62","3","29.5","2","3","125000","1","1","4","LOS ANGELES","1","0.636476",
"1099","1058","2","3","1","30","1","3","6","2","3","8",,,,,"2","11",,,,,"9","2","3","3","3","4.5","2","3","3","3","4","4","4","3","3","4","3","4","6","6","4",,,,,,,"3","3","3","6","3","3",,,,"4","1","2",,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","2","21","2","1","25000","1","1","4","LOS ANGELES","1","0.636476",
"1100","1059","2","3","1","30","1","3","6","2","1","8",,,,,"8","11",,,,,"9","1","2","1","4","9.5","2","3","5","5","5","5","5","5","5","4","4","4","6","6","5","40",,,,,,"5","3","4","6","5","5",,,,"5","1","2",,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"0","5","0","0",,"0","0",,"1","1","4","LOS ANGELES","1","0.636476",
"1101","1060","2","3","1","30","1","3","6","2","1","8",,,,,"2","11",,,,,"9","2","2","2","4","9.5","2","2","3","4","3","4","2","2","6","4","4","4","6","1","4",,,,,,,"0","0","0","0","0","0",,,,"0",,,,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"0","5","0","0",,"0","0",,"1","1","4","LOS ANGELES","1","0.636476",
"1102","1061","2","3","1","30","1","3","6","1","2","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","6","3","4","5","5","5","6","6","4","6","6","6","6","5",,,,,,,"4","6","6","6","3","6",,,,"4","2",,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","5","0","2","21","2","1","25000","1","1","4","LOS ANGELES","1","0.636476",
"1103","1062","2","3","1","30","1","3","6","2","1","8",,,,,"9","11",,,,,"9","2","2","1","3","4.5","2","3","3","3","3","3","3","0","0","3","3","2","0","3","0",,,,,,,"4","3","3","3","4","3",,,,"4",,,,,,,,,,"2",,,,,"12","3","4",,,,,"0",,,,,"2","3","62","6","59.5","1","0",,"1","1","4","LOS ANGELES","1","0.636476",
"1104","1063","2","3","1","30","1","3","6","2","2","8",,,,,"2","11",,,,,"9","2","1","1","5","18.5","2","4","4","4","4","4","4","4","4","4","3","4","3","6","4","78",,,,,,"5","6","4","6","4","3",,,,"4","6","8",,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","1","62","3","29.5","2","4","175000","1","1","4","LOS ANGELES","1","0.636476",
"1105","1064","2","3","1","30","1","3","6","2","2","8",,,,,"5","11",,,,,"9","2","2","1","4","9.5","2","3","2","4","5","5","5","6","6","6","6","5","6","6","4","39","5",,,,,"4","6","4","6","4","4",,,,"5","4","1",,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"1","10","62","3","29.5","1","2","75000","1","1","4","LOS ANGELES","1","0.636476",
"1106","1065","2","3","1","30","1","3","6","2","3","8",,,,,"5","11",,,,,"9","2","2","1","3","4.5","2","4","2","3","4","6","3","6","6","4","6","4","6","6","4",,,,,,,"4","6","4","6","4","4",,,,"5","6",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","3","29.5","1","2","75000","1","1","4","LOS ANGELES","1","0.636476",
"1107","1066","2","3","1","30","1","3","6","2","1","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","2","4","3","3","4","5","4","6","3","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","3","62","5","49.5","1","2","75000","1","1","4","LOS ANGELES","1","0.636476",
"1108","979","3","1","1","28","2","80","7","2","1","8",,,,,"4","11",,,,,"9","2","1","1","3","4.5","1","3","3","3","5","5","5","6","6","4","6","6","6","6","4","7",,,,,,"3","6","6","6","3","3",,,,"1",,,,"8",,,,,,"2",,,,,"1","5","4",,,,,"2",,,,,"2","4","62","5","49.5","1","3","125000","1","1","4","NEW YORK-JFK","2","1.592296",
"1109","980","3","1","1","28","2","80","7","2","3","8",,,,,"9","11",,,,,"9","2","2","1","3","4.5","1","3","2","3","2","3","5","6","6","1","1","4","6","4","3","90",,,,,,"4","6","4","3","2","4",,,,"5","5",,,,,,,,,"2",,,,,"1","2","1",,,,,"1",,"10",,,"2","4","62","5","49.5","1","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1110","981","3","1","1","28","2","80","7","2","1","8",,,,,"7","11",,,,,"9","2","2","2","5","18.5","1","4","4","6","5","5","3","6","6","6","6","6","6","6","4","40",,,,,,"5","6","6","6","5","3",,,,"5","5",,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","62","2","21","2","2","75000","1","1","4","NEW YORK-JFK","2","1.592296",
"1111","982","3","1","1","28","2","80","7","2","2","8",,,,,"4","11",,,,,"9","1","1","2","4","9.5","1","6","4","4","4","4","4","6","6","6","6","4","6","4","4",,,,,,,"5","6","5","5","5","5",,,,"5","1",,,,,,,,,"2",,,,,"5","5","5",,,,,"1",,"1",,,"2","4","10","3","29.5","1","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1112","983","3","1","1","28","2","80","7","2","2","8",,,,,"1","11",,,,,"1","2","2","1","3","4.5","1","4","3","3","4","4","4","6","6","2","2","6","3","3","4","28",,,,,,"4","3","6","3","4","3",,,,"5","5",,,,,,,,,"2",,,,,"1","5","5",,,,,"2",,,,,"1","10","62","4","39.5","2","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1113","984","3","1","1","28","2","80","7","2","1","8",,,,,"8","11",,,,,"9","2","1","1","1","1","2","3","3","3","4","4","4","3","3","4","6","6","6","6","4",,,,,,,"5","5","5","5","5","5",,,,"5","7",,,,,,,,,"2",,,,,"12","5","3",,,,,"2",,,,,"2","4","62","4","39.5","1","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1114","985","3","1","1","28","2","80","7","2","1","8",,,,,"4","11",,,,,"9","1","2","2","4","9.5","2","3","2","3","3","3","4","3","3","4","1","6","2","6","3","35",,,,,,"3","3","6","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"3","5","3",,,,,"2",,,,,"1","14","62","4","39.5","2","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1115","986","3","1","1","28","2","80","7","2","2","8",,,,,"1","11",,,,,"2","2","1","2","5","18.5","2","3","3","3","3","3","3","3","3","3","3","6","6","6","3",,,,,,,"3","3","3","3","3","3",,,,"3",,,,,,,,,,"2",,,,,"3","3","5",,,,,"2",,,,,"1","5","0","6","59.5","1","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1116","987","3","1","1","28","2","80","7","2","1","8",,,,,"4","11",,,,,"9","2","2","2","2","2","2","5","2","2","4","4","3","2","3","6","6","6","6","1","3","21","51",,,,,"4","6","0","4","1","3",,,,"5",,,,,,,,,,"2",,,,,"5","3","2",,,,,"2",,,,,"2","4","62","4","39.5","1","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1117","988","3","1","1","28","2","80","7","2","2","8",,,,,"4","11",,,,,"9","2","2","2","3","4.5","2","4","3","3","4","5","3","6","6","4","4","4","6","6","4",,,,,,,"4","4","4","6","4","4",,,,"5",,,,,,,,,,"1","3",,,,"5","5","5",,,,,"2",,,,,"1","1","62","5","49.5","2","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1118","989","3","1","1","28","2","80","7","2","1","8",,,,,"9","11",,,,,"9","2","1","2","1","1","2","6","4","4","3","4","4","4","4","4","6","4","6","4","4","90",,,,,,"4","6","4","4","4","4",,,,"5","5",,,,,,,,,"2",,,,,"5","4","2",,,,,"2",,,,,"2","4","27","4","39.5","1","3","125000","1","1","4","NEW YORK-JFK","2","1.592296",
"1119","990","3","1","1","28","2","80","7","2","2","8",,,,,"1","11",,,,,"4","2","2","1","3","4.5","2","4","4","3","4","4","4","6","6","5","3","6","3","3","4",,,,,,,"4","4","6","3","4","3",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","7","75","2","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1120","991","3","1","1","28","2","80","7","2","1","8",,,,,"6","11",,,,,"9","1","1","1","1","1","2","4","4","4","3","4","6","6","6","6","6","6","6","6","3",,,,,,,"4","6","6","6","4","3",,,,"3",,,,,,,"9",,,"2",,,,,"8","4","5",,"7",,,"1",,"1",,,"1","17","62","3","29.5","2","2","75000","1","1","4","NEW YORK-JFK","2","1.592296",
"2217","2135","2","2","2","35","3","96","11","2","3","8",,,,,"2","11",,,,,"9","1","0","0","2","2","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0",,,,,,,"5","0","0","0","0","5",,,,"5",,,,,,,,,,"0",,,,,"7","5","5",,,,,"2",,,,,"2","5","0","7","75","2","0",,"1","3","4","BEIJING","8","0.636476",
"1121","992","3","1","1","28","2","80","7","2","2","8",,,,,"1","11",,,,,"3","2","1","2","5","18.5","2","4","3","3","3","3","4","6","6","4","4","4","4","6","4",,,,,,,"4","4","4","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"1","1","62","3","29.5","1","4","175000","1","1","4","NEW YORK-JFK","2","1.592296",
"1122","1022","2","2","1","28","3","91","7","2","2","8",,,,,"5","11",,,,,"9","1","2","1","1","1","1","3","3","3","5","5","4","6","6","6","6","5","6","6","4","40",,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"2","4","5",,,,,"2",,,,,"4","11","62","6","59.5","2","0",,"1","1","2","VANCOUVER","4","0.636476",
