"respnum","ccgid","term","strata","atype","airline","dest","gatenum","intdate","q1","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q3a","q4a","q4b","q4c","q5","q5avg","saq","q6a","q6b","q6c","q6d","q6e","q6f","q6g","q6h","q6i","q6j","q6k","q6l","q6m","q6n","q7com1","q7com2","q7com3","q7a1","q7a2","q7a3","q8a","q8b","q8c","q8d","q8e","q8f","q8com1","q8com2","q8com3","q9","q9apos1","q9apos2","q9apos3","q9aneg1","q9aneg2","q9aneg3","q9antr1","q9antr2","q9antr3","q10","q11","q11a1","q11a2","q11a3","q12","q13a","q13b","q13_com","q13com1","q13com2","q13com3","q14","q14a","q14a1","q14a2","q14a3","q15","sfflag","country","q17","age","q18","q19","inc","mail","lang","destmark","destination","destgeo","weight","location_1"
"573","2555","3","3","1","28","2","89","3","2","1","8",,,,,"5","11",,,,,"9","2","2","2","4","9.5","2","5","4","3","3","4","4","4","4","3","2","4","3","4","4","35",,,,,,"4","4","4","3","4","4",,,,"5",,,,,,,,,,"2",,,,,"3","5","4",,,,,"2",,,,,"1","12","62","6","59.5","1","4","175000","1","1","3","SEATTLE","1","1.592296",
"574","2556","3","3","1","28","1","87","3","2","3","8",,,,,"2","11",,,,,"9","2","1","2","2","2","1","5","6","6","5","5","5","6","5","1","2","4","6","6","4","50",,,,,,"4","5","6","6","6","4",,,,"3",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","3","62","4","39.5","2","4","175000","1","1","1","SANTA BARBAR","1","1.592296",
"575","2557","3","3","1","28","1","87","3","1","6","8",,,,,"3","11",,,,,"9","2","2","1","1","1","1","6","5","5","5","5","5","5","5","5","6","5","6","6","5",,,,,,,"5","6","5","6","5","4",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","2","21","2","1","25000","1","1","1","SANTA BARBAR","1","1.592296",
"576","2558","3","3","1","28","1","87","3","1","4","8",,,,,"3","11",,,,,"9","2","2","2","2","2","1","4","4","3","5","4","5","3","3","4","3","6","3","6","4",,,,,,,"4","5","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","2","21","2","1","25000","1","1","1","SANTA BARBAR","1","1.592296",
"577","2559","3","3","1","28","1","87","3","2","3","8",,,,,"2","11",,,,,"9","2","2","2","4","9.5","1","3","3","6","2","4","3","6","4","4","6","6","6","6","2","38",,,"95",,,"3","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"6","4","2",,,,,"1",,"1",,,"2","3","62","7","75","2","1","25000","1","1","1","SANTA BARBAR","1","1.592296",
"578","2560","3","3","1","28","1","87","3","2","1","8",,,,,"1","11",,,,,"1","2","2","1","3","4.5","2","5","4","6","4","4","4","6","6","4","3","6","3","6","4",,,,,,,"4","4","6","6","5","4",,,,"4",,,,,,,,,,"2",,,,,"17","5","5",,,,,"2",,,,,"4","3","62","6","59.5","1","3","125000","1","1","1","SANTA BARBAR","1","1.592296",
"579","2561","3","3","1","28","1","87","3","2","3","8",,,,,"2","11",,,,,"9","2","1","1","2","2","2","5","4","4","3","3","2","2","3","4","3","6","6","6","4","20",,,,,,"4","3","6","6","4","4",,,,"4","1","2",,,,,,,,"0",,,,,"14","3","3",,,,,"2",,,,,"4","3","62","5","49.5","0","1","25000","1","1","1","SANTA BARBAR","1","1.592296",
"580","2562","3","3","1","28","1","87","3","1","3","6","8",,,,"3","11",,,,,"9","0","0","1","3","4.5","2","5","5","3","3","4","4","4","4","4","4","4","3","3","4","3","36",,,,,"5","5","5","5","5","5",,,,"4",,,,,,,,,,"2",,,,,"11","3","4",,,,,"2",,,,,"3","3","62","5","49.5","2","2","75000","1","1","1","SANTA BARBAR","1","1.592296",
"581","2563","3","3","1","28","1","87","3","1","1","8",,,,,"3","11",,,,,"9","2","2","1","3","4.5","2","4","4","4","5","4","4","4","4","6","6","6","6","6","4","30",,,,,,"3","6","6","6","3","2",,,,"5",,,,,,,,,,"2",,,,,"11","5","4",,,,,"2",,,,,"3","3","62","6","59.5","2","2","75000","1","1","1","SANTA BARBAR","1","1.592296",
"801","1","3","2","1","24","2","77","1","2","1","8",,,,,"1","11",,,,,"2","2","2","1","4","9.5","1","5","5","4","5","4","4","6","6","4","5","6","6","6","5","40",,,,,,"4","4","6","6","4","4",,,,"5",,,,,,,,,,"2",,,,,"9","5","4",,,,,"2",,,,,"1","15","62","5","49.5","1","2","75000","1","1","2","SAN ANTONIO,","3","1.592296",
"802","2","3","2","1","24","2","77","1","2","4","8",,,,,"5","11",,,,,"9","1","2","2","2","2","1","3","1","2","3","4","3","6","6","6","6","4","6","6","2","75","71","27",,,,"3","6","4","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"2","3","4",,"8",,,"2",,,,,"1","10","62","2","21","1","0",,"1","1","2","SAN ANTONIO,","3","1.592296",
"803","3","3","2","1","24","2","77","1","1","3","8",,,,,"3","11",,,,,"9","2","2","2","2","2","1","4","4","6","5","5","5","5","5","6","6","6","6","6","4",,,,,,,"4","6","6","6","5","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","5","0","4","39.5","2","0",,"1","1","2","SAN ANTONIO,","3","1.592296",
"804","4","3","2","1","24","2","77","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","1","3","4","6","4","6","4","6","6","6","6","6","6","6","4","75",,,,,,"3","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","5","49.5","1","2","75000","1","1","2","SAN ANTONIO,","3","1.592296",
"805","5","3","2","1","24","2","77","1","1","2","8",,,,,"3","11",,,,,"9","3","2","1","2","2","1","4","4","6","3","3","3","6","6","6","6","6","6","6","4",,,,,,,"3","6","6","6","4","3",,,,"4",,,,,,,,,,"1","2","6","12",,"11","4","6",,,,,"2",,,,,"3","4","62","4","39.5","2","3","125000","1","1","2","SAN ANTONIO,","3","1.592296",
"806","6","3","2","1","24","2","77","1","1","3","8",,,,,"3","11",,,,,"9","2","2","1","2","2","1","5","5","5","4","4","5","6","5","6","6","4","6","6","5","31","75",,,,,"5","6","5","6","5","5",,,,"5","7",,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","62","7","75","2","2","75000","1","1","2","SAN ANTONIO,","3","1.592296",
"807","7","3","2","1","24","2","77","1","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","1","6","6","6","5","5","6","6","6","6","6","6","6","6","4","33",,,,,,"5","6","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","7","75","1","2","75000","1","1","2","SAN ANTONIO,","3","1.592296",
"808","8","3","2","1","24","2","77","1","2","6","8",,,,,"9","11",,,,,"9","1","0","0","2","2","2","4","4","4","4","3","4","3","3","5","4","4","4","4","4",,,,,,,"4","6","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","62","4","39.5","2","2","75000","1","1","2","SAN ANTONIO,","3","1.592296",
"809","9","3","2","1","24","2","77","1","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","4","3","4","4","4","6","6","6","6","6","6","6","3",,,,,,,"0","6","6","6","6","4",,,,"3",,,,,,,,,,"1","4",,,,"11","5","4",,,,,"0",,,,,"3","5","0","0",,"0","0",,"1","1","2","SAN ANTONIO,","3","1.592296",
"810","10","3","2","1","24","2","77","1","1","3","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","6","4","6","4","6","4","6","6","6","6","6","6","6","4",,,,,,,"2","6","6","6","4","4",,,,"3",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","5","49.5","2","2","75000","1","1","2","SAN ANTONIO,","3","1.592296",
"811","11","3","2","1","24","2","77","1","1","4","8",,,,,"3","11",,,,,"9","1","2","2","1","1","2","5","3","4","5","4","5","5","5","4","5","5","4","5","5",,,,,,,"5","4","6","2","6","6",,,,"5",,,,,,,,,,"1","3",,,,"11","5","4",,,,,"2",,,,,"3","4","62","2","21","2","2","75000","1","1","2","SAN ANTONIO,","3","1.592296",
"812","12","3","2","1","24","2","77","1","2","2","8",,,,,"12","11",,,,,"9","1","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,"0","0","0","0","0","6",,,,"3",,,,,,,,,,"0",,,,,"5","3","6",,,,,"2",,,,,"2","4","36","7","75","1","1","25000","1","1","2","SAN ANTONIO,","3","1.592296",
"813","13","3","2","1","24","2","77","1","1","1","2","5","8",,,"3","11",,,,,"9","1","1","1","0","0","2","0","2","3","1","4","4","4","4","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"0",,,,,,,,,,"0",,,,,"11","0","0",,,,,"0",,,,,"3","4","36","6","59.5","0","2","75000","1","1","2","SAN ANTONIO,","3","1.592296",
"814","14","3","2","1","24","2","77","1","1","2","8",,,,,"3","11",,,,,"9","1","2","2","1","1","2","3","3","3","5","5","4","3","3","3","0","0","0","0","4",,,,,,,"3","6","0","6","3","4",,,,"0",,,,,,,,,,"0",,,,,"11","0","0",,,,,"0",,,,,"3","4","36","7","75","2","3","125000","1","1","2","SAN ANTONIO,","3","1.592296",
"815","15","3","2","1","24","2","77","1","2","2","8",,,,,"2","11",,,,,"9","1","2","2","4","9.5","2","5","4","3","2","3","3","3","3","3","1","2","6","6","4","95",,,,,,"5","6","6","6","5","5",,,,"5","7",,,,,,,,,"2",,,,,"5","5","2",,,,,"2",,,,,"2","3","62","5","49.5","2","4","175000","1","1","2","SAN ANTONIO,","3","1.592296",
"816","16","3","2","1","24","2","77","1","1","1","8",,,,,"3","11",,,,,"9","0","0","1","1","1","2","6","5","5","6","6","5","6","6","6","6","6","6","6","5",,,,,,,"3","6","6","6","5","5",,,,"5","2",,,,,,,,,"1","5","4","5",,"11","5","6",,,,,"2",,,,,"3","4","62","6","59.5","2","4","175000","1","1","2","SAN ANTONIO,","3","1.592296",
"817","491","3","2","1","28","2","73","7","2","1","8",,,,,"6","11",,,,,"9","2","2","1","3","4.5","1","4","5","6","4","4","4","4","4","4","2","6","2","4","4",,,,"35",,,"4","3","6","4","5","3",,,,"4",,,,,,,,,,"2",,,,,"5","4","3",,,,,"2",,,,,"1","1","62","3","29.5","1","2","75000","1","1","2","BOSTON","2","1.592296",
"818","492","3","2","1","28","2","73","7","2","2","8",,,,,"9","11",,,,,"9","2","2","2","1","1","1","5","6","6","5","5","5","6","6","5","6","5","6","5","5","34","27",,,,,"5","6","5","5","6","4",,,,"5",,,,,,,,,,"2",,,,,"1","5","3",,,,,"2",,,,,"2","4","62","6","59.5","2","3","125000","1","1","2","BOSTON","2","1.592296",
"819","493","3","2","1","28","2","73","7","2","6","8",,,,,"2","11",,,,,"9","2","2","2","4","9.5","1","4","4","6","5","5","5","6","6","5","4","6","5","6","4","34","90",,,,,"4","4","6","6","4","4",,,,"5",,,,,,,,,,"1","4","8",,,"6","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75000","1","1","2","BOSTON","2","1.592296",
"820","494","3","2","1","28","2","73","7","2","2","8",,,,,"7","11",,,,,"9","1","2","1","1","1","1","3","4","6","4","5","4","6","6","6","6","6","6","6","5","71",,,,,,"5","6","6","6","5","3",,,,"4",,,,,,,,,,"1","5",,,,"7","4","4",,,,,"2",,,,,"1","13","62","5","49.5","2","2","75000","1","1","2","BOSTON","2","1.592296",
"821","495","3","2","1","28","2","73","7","2","5","8",,,,,"4","11",,,,,"9","1","2","2","2","2","1","6","6","6","5","5","4","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","4",,,,,"2",,,,,"2","4","62","4","39.5","2","3","125000","1","1","2","BOSTON","2","1.592296",
"822","496","3","2","1","28","2","73","7","2","1","8",,,,,"9","11",,,,,"9","2","1","1","2","2","1","3","3","4","4","4","4","6","6","5","6","5","6","5","0",,,,,,,"3","6","4","4","5","6",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","62","5","49.5","1","3","125000","1","1","2","BOSTON","2","1.592296",
"823","497","3","2","1","28","2","73","7","2","2","8",,,,,"4","11",,,,,"9","1","0","1","3","4.5","2","5","4","4","3","0","3","6","6","4","6","6","3","6","4","9",,,"6","7",,"4","0","0","0","0","4",,,,"4","8",,,,,,,,,"3",,,,,"5","4","5",,,,,"1",,,,,"1","1","62","5","49.5","2","3","125000","1","1","2","BOSTON","2","1.592296",
"824","498","3","2","1","28","2","73","7","2","8","8",,,,,"2","11",,,,,"9","1","0","1","2","2","2","0","2","2","4","4","5","6","6","5","6","6","6","6","4",,,,,,,"4","6","6","6","4","6",,,,"5","1","2",,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","0","3","125000","1","1","2","BOSTON","2","1.592296",
"825","499","3","2","1","28","2","73","7","2","1","8",,,,,"2","11",,,,,"9","2","2","1","2","2","2","4","4","4","2","3","3","3","3","4","4","4","4","4","4","51",,,,,,"3","3","3","3","3","3",,,,"5","1","2",,,,,,,,"2",,,,,"6","5","5",,,,,"1",,"3",,,"1","12","62","5","49.5","1","2","75000","1","1","2","BOSTON","2","1.592296",
"826","500","3","2","1","28","2","73","7","2","2","3","8",,,,"6","11",,,,,"9","1","1","1","1","1","2","2","3","3","3","3","4","4","4","4","6","6","6","6","3","51","77","70",,,,"2","6","6","6","3","6",,,,"4","1","2",,,,,,,,"2",,,,,"5","4","3",,,,,"2",,,,,"2","4","60","2","21","2","3","125000","1","1","2","BOSTON","2","1.592296",
"827","501","3","2","1","28","2","73","7","2","6","8",,,,,"1","11",,,,,"3","1","1","2","2","2","2","6","6","4","4","4","4","6","6","6","3","6","5","6","4","51","37",,,,,"4","6","6","6","6","4",,,,"4","1",,,,,,,,,"2",,,,,"7","4","4",,,,,"1",,"1","3",,"1","13","62","2","21","2","1","25000","1","1","2","BOSTON","2","1.592296",
"828","502","3","2","1","28","2","73","7","2","2","8",,,,,"9","11",,,,,"9","1","1","1","2","2","2","4","4","4","3","5","5","6","6","4","6","5","6","3","4","34",,,,,,"3","6","4","4","4","6",,,,"3",,,,,,,"8",,,"2",,,,,"1","4","3",,"7",,,"2",,,,,"2","4","62","7","75","2","4","175000","1","1","2","BOSTON","2","1.592296",
"829","50","2","3","2","26","2","91","1","2","2","8",,,,,"9","11",,,,,"9","1","1","1","1","1","1","6","3","3","4","3","6","0","5","3","6","4","6","4","4","40",,,,,,"5","6","5","5","5","4","3",,,"5","1","2",,,,,,,,"2",,,,,"9","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"830","51","2","3","2","26","2","91","1","2","3","8",,,,,"2","11",,,,,"9","1","1","2","2","2","1","4","2","3","5","5","5","5","5","5","6","6","6","6","4","6",,,,,,"4","6","6","6","5","5",,,,"5","1","2",,,,,,,,"2",,,,,"13","2","5",,,,,"1",,"13","3",,"2","4","62","3","29.5","1","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"831","52","2","3","2","26","2","91","1","2","2","8",,,,,"5","11",,,,,"9","2","1","2","1","1","2","3","4","3","4","4","4","5","5","4","6","4","6","6","4",,,,,,,"3","6","3","6","3","3",,,,"4",,,,,,,,,,"1","2",,,,"5","3","3",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"832","53","2","3","2","26","2","91","1","2","2","8",,,,,"2","11",,,,,"9","2","2","2","1","1","2","6","6","6","3","4","4","6","6","3","3","6","6","6","3",,,,,,,"3","6","6","6","6","3",,,,"4",,,,,,,,,,"2",,,,,"12","3","3",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"833","54","2","3","2","26","2","91","1","2","2","8",,,,,"7","11",,,,,"9","1","0","0","3","4.5","2","5","5","5","5","5","5","5","5","5","4","5","5","4","5","40",,,,,,"5","5","5","5","5","5",,,,"0",,,,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"2","4","62","5","49.5","1","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"834","55","2","3","2","26","2","91","1","2","6","8",,,,,"1","11",,,,,"4","2","1","1","3","4.5","2","3","2","3","3","3","3","3","3","3","3","6","6","3","3","90",,,,,,"0","6","6","4","3","3",,,,"3",,,,,,,"20",,,"1","4","4","7",,"4","4","5",,,,,"2",,,,,"1","16","62","6","59.5","2","4","175000","1","1","3","MINNEAPOLIS","3","0.636476",
"835","56","2","3","2","26","2","91","1","2","3","8",,,,,"4","11",,,,,"9","2","1","2","1","1","2","6","6","3","4","6","6","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","4",,,,"4","5",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"836","57","2","3","2","26","2","91","1","2","2","8",,,,,"4","11",,,,,"9","2","1","1","1","1","2","4","3","3","3","3","0","6","6","6","6","6","6","6","3","74",,,,,,"4","6","6","6","3","4",,,,"4","5",,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","62","5","49.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"837","58","2","3","2","26","2","91","1","2","2","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","2","3","3","3","4","3","3","0","0","4","4","4","4","4","4",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"6","4","3",,,,,"2",,,,,"2","4","62","6","59.5","1","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"838","59","2","3","2","26","2","91","1","2","2","8",,,,,"5","11",,,,,"9","2","2","2","1","1","2","5","6","4","4","5","4","6","6","4","6","6","6","6","5",,,,,,,"5","6","6","6","5","4",,,,"5","2",,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"839","60","2","3","2","26","2","91","1","2","12","8",,,,,"8","11",,,,,"9","2","2","1","4","9.5","2","3","3","3","2","3","2","2","4","4","4","6","6","6","3","51",,,,,,"3","6","6","6","3","2",,,,"3",,,,,,,"17",,,"2",,,,,"9","3","4",,,,,"2",,,,,"0","5","0","0",,"0","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"840","61","2","3","2","26","2","91","1","2","2","8",,,,,"9","11",,,,,"9","2","2","1","1","1","2","3","2","3","4","4","3","3","3","4","6","4","6","2","3","34","8",,,,,"4","6","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"6","3","4",,,,,"1",,"3",,,"2","4","62","3","29.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"841","62","2","3","2","26","2","91","1","2","2","8",,,,,"9","11",,,,,"9","2","2","1","1","1","2","3","2","3","4","4","3","3","3","4","6","4","6","2","3","8","34",,,,,"4","6","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"6","3","4",,,,,"1",,,,,"2","4","62","3","29.5","1","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"842","63","2","3","2","26","2","91","1","2","1","8",,,,,"2","11",,,,,"9","2","2","2","2","2","2","5","3","5","3","4","4","5","5","3","5","5","3","4","4",,,,,,,"5","4","5","3","5","4",,,,"5",,,,,,,,,,"2",,,,,"12","0","0",,,,,"0",,,,,"0","5","0","0",,"0","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"843","64","2","3","2","26","2","91","1","1","3","8",,,,,"3","11",,,,,"9","2","2","2","2","2","2","5","6","5","3","3","3","4","4","4","6","6","6","6","4",,,,,,,"4","6","6","6","6","4",,,,"4",,,,,,,,,,"3",,,,,"11","2","3",,,,,"2",,,,,"3","4","62","4","39.5","1","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"844","65","2","3","2","26","2","91","1","2","3","8",,,,,"5","11",,,,,"9","2","2","2","2","2","2","4","4","4","5","5","4","4","4","4","4","4","4","4","4",,,,,,,"5","5","4","0","4","5",,,,"4",,,,,,,,,,"2",,,,,"12","4","5",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"845","66","2","3","2","26","2","91","1","2","2","8",,,,,"6","11",,,,,"9","2","1","1","1","1","2","4","3","4","5","5","4","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","62","2","21","1","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"846","67","2","3","2","26","2","91","1","2","3","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","6","6","5","5","5","4","6","6","5","6","6","6","6","5","90",,,,,,"5","6","6","6","4","5",,,,"5",,,,,,,,,,"2",,,,,"6","5","3",,,,,"2",,,,,"2","4","62","7","75","1","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"847","68","2","3","2","26","2","91","1","2","2","8",,,,,"9","11",,,,,"9","1","2","2","1","1","2","5","6","6","2","5","6","6","6","3","6","5","6","5","4","51",,,,,,"5","6","5","5","6","5",,,,"3",,,,,,,,,,"2",,,,,"14","4","5",,,,,"2",,,,,"2","4","62","5","49.5","1","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"848","69","2","3","2","26","2","91","1","2","2","8",,,,,"2","11",,,,,"9","1","1","1","1","1","1","6","4","2","3","4","3","3","4","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"5","5",,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","62","6","59.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"849","70","2","3","2","26","2","91","1","2","1","8",,,,,"4","11",,,,,"9","2","0","1","1","1","2","3","3","3","1","3","3","6","4","6","6","6","6","6","3","6","20","55",,,,"3","6","6","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"17","2","0",,,,,"2",,,,,"2","4","62","5","49.5","1","3","125000","1","1","3","MINNEAPOLIS","3","0.636476",
"850","71","2","3","2","26","2","91","1","2","2","8",,,,,"2","11",,,,,"9","1","1","2","2","2","2","4","5","2","4","4","3","3","3","3","3","1","1","1","3",,,,,,,"4","4","4","1","1","3",,,,"4",,,,,,,,,,"1","2",,,,"5","5","0",,,,,"2",,,,,"4","3","62","3","29.5","2","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"851","72","2","3","2","26","2","91","1","2","2","8",,,,,"5","11",,,,,"9","1","1","2","1","1","2","5","3","3","2","4","4","6","6","6","6","6","6","6","3","90","20",,,,,"5","6","6","6","5","5",,,,"4","4",,,,,,,,,"2",,,,,"5","1","1",,,,,"1",,"3",,,"2","4","62","3","29.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"852","73","2","3","2","26","2","91","1","1","3","8",,,,,"3","11",,,,,"9","1","1","1","2","2","2","4","3","3","4","4","4","4","4","6","6","6","6","6","4","78",,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","32","4","39.5","1","3","125000","1","1","3","MINNEAPOLIS","3","0.636476",
"853","74","2","3","2","26","2","91","1","2","2","8",,,,,"5","11",,,,,"9","1","2","2","1","1","2","6","6","6","2","3","4","6","6","4","6","4","6","6","4",,,,,,,"5","6","5","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"5","3","2",,,,,"1",,"4",,,"2","4","62","3","29.5","1","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"854","75","2","3","2","26","2","91","1","2","3","8",,,,,"6","11",,,,,"9","2","2","1","2","2","2","4","4","4","5","5","5","5","5","5","4","4","4","4","4","40",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"1","4",,,,"5","4","4",,,,,"2",,,,,"2","4","62","5","49.5","1","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"855","76","2","3","2","26","2","91","1","2","3","8",,,,,"2","11",,,,,"9","2","1","2","1","1","2","3","2","4","3","3","6","6","6","3","6","6","6","6","4","10",,,,,,"4","6","6","6","6","5",,,,"5","4",,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"2","4","62","3","29.5","1","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"856","77","2","3","2","26","2","91","1","2","2","8",,,,,"2","11",,,,,"9","2","2","2","1","1","2","3","6","6","3","4","3","3","3","6","6","6","6","6","3","51","20",,,,,"4","6","6","6","6","4",,,,"4","4","1",,,,,,,,"2",,,,,"7","4","4",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"857","78","2","3","2","26","2","91","1","2","2","8",,,,,"5","11",,,,,"9","1","1","1","1","1","2","4","3","3","5","5","5","5","5","5","5","5","5","5","4","10",,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","2","21","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"858","79","2","3","2","26","2","91","1","2","6","8",,,,,"2","11",,,,,"9","0","0","1","1","1","2","5","5","5","5","5","5","5","5","4","6","6","6","6","5",,,,,,,"5","6","6","6","5","5",,,,"4","1",,,,,,,,,"1","4","3","6",,"15","5","5",,,,,"2",,,,,"4","3","62","4","39.5","2","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"859","80","2","3","2","26","2","91","1","2","3","8",,,,,"2","11",,,,,"9","1","1","2","2","2","2","4","5","3","5","5","4","4","4","5","4","3","3","4","5",,,,,,,"3","3","4","4","5","4",,,,"0",,,,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"0","5","0","3","29.5","1","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"860","81","2","3","2","26","2","91","1","2","2","8",,,,,"9","11",,,,,"9","2","2","1","1","1","2","5","2","4","4","4","3","6","3","4","6","4","0","3","3",,,,,,,"4","6","3","3","3","3",,,,"4",,,,,,,,,,"2",,,,,"12","3","4",,,,,"2",,,,,"0","4","62","3","29.5","1","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
"861","82","2","3","2","26","2","91","1","2","3","8",,,,,"2","11",,,,,"9","2","3","3","2","2","2","3","3","2","3","3","3","4","4","4","3","6","6","6","3","1",,,,,,"4","3","6","3","3","4",,,,"4","3",,,,,,,,,"1","4","12",,,"5","2","4",,,,,"1",,"3",,,"2","4","62","2","21","2","1","25000","1","1","3","MINNEAPOLIS","3","0.636476",
"862","83","2","3","2","26","2","91","1","2","3","8",,,,,"2","11",,,,,"9","1","1","1","2","2","2","4","3","3","3","5","5","5","5","4","4","4","4","4","4","20",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"1","1","0",,,,,"1",,"3",,,"0","5","0","0",,"0","0",,"1","1","3","MINNEAPOLIS","3","0.636476",
"863","84","2","3","2","26","2","91","1","2","1","8",,,,,"7","11",,,,,"9","2","2","1","3","4.5","2","3","4","3","4","4","5","4","4","4","6","4","6","4","5","5","6",,,,,"4","6","3","3","4","4",,,,"4","3",,,,,,,,,"2",,,,,"5","5","5",,,,,"1",,"4",,,"2","4","62","3","29.5","2","2","75000","1","1","3","MINNEAPOLIS","3","0.636476",
