"address","city","scheduled_completion_date","qty","description","state","zip","location"
"2536 CHANSLOR AVE","RICHMOND","2018-04-06T00:00:00.000","3",,"CA","94804","POINT (-122.345121 37.931822)"
"3045 KEITH DR","RICHMOND","2015-11-19T00:00:00.000","1",,"CA","94804","POINT (-122.295211 37.972367)"
"412 SPRING ST","RICHMOND","2019-07-18T00:00:00.000","3",,"CA","94804","POINT (-122.341627 37.926592)"
"807 DUBOCE AVE","RICHMOND","2016-11-10T00:00:00.000","3",,"CA","94804","POINT (-122.361331 37.952678)"
"2869 MORAN AVE","RICHMOND","2017-03-30T00:00:00.000","3",,"CA","94804","POINT (-122.339418 37.952032)"
"1050 36TH ST","RICHMOND","2019-05-10T00:00:00.000","3",,"CA","94804","POINT (-122.332922 37.948061)"
"1730 BUTTE ST","RICHMOND","2018-05-04T00:00:00.000","3",,"CA","94804","POINT (-122.311994 37.910286)"
"1533 SOLITUDE LN","RICHMOND","2019-06-27T00:00:00.000","3",,"CA","94804","POINT (-122.269595 37.96409)"
"1000 24TH ST","RICHMOND","2021-08-05T00:00:00.000","3",,"CA","94804","POINT (-122.345325 37.947233)"
"2500 MCBRYDE AVE","RICHMOND","2018-10-25T00:00:00.000","3",,"CA","94804","POINT (-122.344366 37.947056)"
"1518 SCENIC AVE","RICHMOND","2020-09-17T00:00:00.000","3",,"CA","94804","POINT (-122.306192 37.938909)"
"502 PENNSYLVANIA AVE","RICHMOND","2021-04-29T00:00:00.000","1",,"CA","94804","POINT (-122.36419 37.942587)"
"6121 HUNTINGTON AVE","RICHMOND","2021-01-06T00:00:00.000","3",,"CA","94804","POINT (-122.307771 37.908088)"
"1855 NORTHSHORE DR","RICHMOND","2017-06-01T00:00:00.000","2",,"CA","94804","POINT (-122.35331 37.916578)"
"212 S 37TH ST","RICHMOND","2018-04-13T00:00:00.000","3",,"CA","94804","POINT (-122.334759 37.929122)"
"2877 TULARE AVE","RICHMOND","2015-02-03T00:00:00.000","3",,"CA","94804","POINT (-122.339213 37.951316)"
"2921 GRANT AVE","RICHMOND","2020-12-02T00:00:00.000","3",,"CA","94804","POINT (-122.339139 37.941492)"
"817 JOHNSON DR","RICHMOND","2018-06-04T00:00:00.000","0",,"CA","94804","POINT (-122.353246 37.984034)"
"5209 SCHOOL AVE","RICHMOND","2020-07-23T00:00:00.000","1",,"CA","94804","POINT (-122.32079 37.920324)"
"2912 FLORIDA AVE","RICHMOND","2016-06-09T00:00:00.000","2",,"CA","94804","POINT (-122.34162 37.929499)"
"5518 FRESNO AVE","RICHMOND","2021-09-10T00:00:00.000","3",,"CA","94804","POINT (-122.311359 37.904183)"
"1613 BISSELL AVE","RICHMOND","2021-04-07T00:00:00.000","3",,"CA","94804","POINT (-122.353866 37.934079)"
"25 OREGON ST","RICHMOND","2019-03-28T00:00:00.000","3",,"CA","94804","POINT (-122.38394 37.923958)"
"230 S 3RD ST","RICHMOND","2019-05-24T00:00:00.000","3",,"CA","94804","POINT (-122.366966 37.928847)"
"3429 MARICOPA AVE","RICHMOND","2015-01-02T00:00:00.000","2",,"CA","94804","POINT (-122.333704 37.950619)"
"640 STEGE AVE","RICHMOND","2019-03-28T00:00:00.000","3",,"CA","94804","POINT (-122.334252 37.923342)"
"3375 BRENTWOOD AVE","RICHMOND","2016-12-22T00:00:00.000","3",,"CA","94804","POINT (-122.282856 37.968582)"
"1501 DUNN AVE","RICHMOND","2017-07-13T00:00:00.000","3",,"CA","94804","POINT (-122.355363 37.948838)"
"3017 HUMPHREY AVE","RICHMOND","2019-11-01T00:00:00.000","2",,"CA","94804","POINT (-122.337628 37.948519)"
"772 VENTURA ST","RICHMOND","2019-05-23T00:00:00.000","3",,"CA","94804","POINT (-122.325644 37.943729)"
"530 S 49TH ST","RICHMOND","2016-11-17T00:00:00.000","3",,"CA","94804","POINT (-122.323577 37.924702)"
"443 DIMM ST","RICHMOND","2019-10-11T00:00:00.000","3",,"CA","94804","POINT (-122.322022 37.935303)"
"5221 SIERRA AVE","RICHMOND","2021-01-13T00:00:00.000","2",,"CA","94804","POINT (-122.323135 37.939729)"
"1224 CLUB DR","RICHMOND","2017-08-31T00:00:00.000","3",,"CA","94804","POINT (-122.313317 37.98307)"
"1026 VENTURA ST","RICHMOND","2017-10-19T00:00:00.000","3",,"CA","94804","POINT (-122.328 37.948644)"
"475 MCLAUGHLIN ST","RICHMOND","2015-01-15T00:00:00.000","2",,"CA","94804","POINT (-122.323939 37.935171)"
"1640 SANTA CLARA ST","RICHMOND","2016-12-02T00:00:00.000","2",,"CA","94804","POINT (-122.313715 37.911391)"
"504 BRIDGE VIEW CT","RICHMOND","2020-10-01T00:00:00.000","3",,"CA","94804","POINT (-122.373182 37.910794)"
"3179 KEITH DR","RICHMOND","2018-05-18T00:00:00.000","2",,"CA","94804","POINT (-122.290789 37.973576)"
"350 AVALON BAY CT","RICHMOND","2015-08-28T00:00:00.000","2",,"CA","94804","POINT (-122.375252 37.910332)"
"150 S 22ND ST","RICHMOND","2018-06-29T00:00:00.000","1",,"CA","94804","POINT (-122.348585 37.929811)"
"2209 ROOSEVELT AVE","RICHMOND","2018-05-31T00:00:00.000","3",,"CA","94804","POINT (-122.348198 37.939971)"
"4101 CLINTON AVE","RICHMOND","2017-10-27T00:00:00.000","0",,"CA","94804","POINT (-122.328949 37.940585)"
"623 ROCK ROSE WAY","RICHMOND","2017-04-28T00:00:00.000","3",,"CA","94804","POINT (-122.340915 37.990994)"
"5026 FALLON AVE","RICHMOND","2018-07-26T00:00:00.000","1",,"CA","94804","POINT (-122.321774 37.91789)"
"19 BREAKERS BLVD","RICHMOND","2019-03-15T00:00:00.000","3",,"CA","94804","POINT (-122.341777 37.909091)"
"634 HUMBOLDT ST","RICHMOND","2015-05-21T00:00:00.000","2",,"CA","94804","POINT (-122.322185 37.938796)"
"555 S 47TH ST","RICHMOND","2019-06-14T00:00:00.000","3",,"CA","94804","POINT (-122.325364 37.924335)"
"4675 SETTING SUN DR","RICHMOND","2019-11-14T00:00:00.000","2",,"CA","94804","POINT (-122.278981 37.976074)"
"5814 JEFFERSON AVE","RICHMOND","2017-07-07T00:00:00.000","2",,"CA","94804","POINT (-122.314126 37.91707)"
"1903 LINCOLN AVE","RICHMOND","2018-07-19T00:00:00.000","1",,"CA","94804","POINT (-122.351018 37.945983)"
"5819 BAYVIEW AVE","RICHMOND","2015-09-24T00:00:00.000","3",,"CA","94804","POINT (-122.314083 37.915618)"
"328 S 8TH ST","RICHMOND","2019-10-18T00:00:00.000","3",,"CA","94804","POINT (-122.362018 37.927477)"
"1309 PARK CENTRAL CT","RICHMOND","2017-03-10T00:00:00.000","3",,"CA","94804","POINT (-122.314194 37.984447)"
"3360 LONGVIEW CT","RICHMOND","2019-02-28T00:00:00.000","3",,"CA","94804","POINT (-122.334657 37.979084)"
"2848 MARICOPA AVE","RICHMOND","2015-09-24T00:00:00.000","3",,"CA","94804","POINT (-122.339828 37.950601)"
"128 WOODSTOCK CT","RICHMOND","2019-11-29T00:00:00.000","1",,"CA","94804","POINT (-122.24952 37.963274)"
"3066 BIRMINGHAM DR","RICHMOND","2016-12-16T00:00:00.000","2",,"CA","94804","POINT (-122.336287 37.973931)"
"2335 RHEEM AVE","RICHMOND","2020-10-01T00:00:00.000","3",,"CA","94804","POINT (-122.346571 37.949838)"
"4047 MOZART DR","RICHMOND","2017-01-05T00:00:00.000","3",,"CA","94804","POINT (-122.31615 37.967776)"
"5527 SIERRA AVE","RICHMOND","2020-03-26T00:00:00.000","3",,"CA","94804","POINT (-122.319972 37.940685)"
"615 25TH ST","RICHMOND","2017-06-15T00:00:00.000","3",,"CA","94804","POINT (-122.344357 37.940284)"
"17 S 45TH ST","RICHMOND","2014-11-25T00:00:00.000","2",,"CA","94804","POINT (-122.327285 37.930737)"
"3226 MORAN AVE","RICHMOND","2021-05-05T00:00:00.000","3",,"CA","94804","POINT (-122.336036 37.952037)"
"6229 BAYWOOD DR","RICHMOND","2018-02-09T00:00:00.000","1",,"CA","94804","POINT (-122.270455 37.950497)"
"1063 INVERNESS CT","RICHMOND","2021-02-10T00:00:00.000","3",,"CA","94804","POINT (-122.335286 37.989068)"
"3418 HUMPHREY AVE","RICHMOND","2020-12-24T00:00:00.000","2",,"CA","94804","POINT (-122.334045 37.948527)"
"5910 HUNTINGTON AVE","RICHMOND","2018-01-12T00:00:00.000","1",,"CA","94804","POINT (-122.309134 37.907502)"
"4013 MOZART DR","RICHMOND","2020-08-27T00:00:00.000","2",,"CA","94804","POINT (-122.317413 37.967093)"
"3201 MARICOPA AVE","RICHMOND","2019-11-14T00:00:00.000","1",,"CA","94804","POINT (-122.336464 37.950606)"
"810 MEADOW VIEW DR","RICHMOND","2015-07-03T00:00:00.000","3",,"CA","94804","POINT (-122.343877 37.99048)"
"416 WOOD GLEN DR","RICHMOND","2019-06-28T00:00:00.000","3",,"CA","94804","POINT (-122.347686 37.984523)"
"37 CUTTING CT","RICHMOND","2019-10-11T00:00:00.000","3",,"CA","94804","POINT (-122.332526 37.925059)"
"5141 RAIN CLOUD DR","RICHMOND","2015-11-12T00:00:00.000","3",,"CA","94804","POINT (-122.270941 37.964722)"
"1802 CORNFLOWER CT","RICHMOND","2020-10-28T00:00:00.000","1",,"CA","94804","POINT (-122.332892 37.992016)"
"233 TANGLEWOOD DR","RICHMOND","2018-12-19T00:00:00.000","3",,"CA","94804","POINT (-122.345874 37.983813)"
"3136 MORAN AVE","RICHMOND","2020-11-27T00:00:00.000","3",,"CA","94804","POINT (-122.336855 37.952034)"
"545 39TH ST","RICHMOND","2017-11-30T00:00:00.000","2",,"CA","94804","POINT (-122.331689 37.937031)"
"3552 MORNINGSIDE DR","RICHMOND","2019-07-19T00:00:00.000","3",,"CA","94804","POINT (-122.277747 37.971143)"
"663 30TH ST","RICHMOND","2015-07-09T00:00:00.000","3",,"CA","94804","POINT (-122.338931 37.940977)"
"5101 COACH DR","RICHMOND","2021-09-16T00:00:00.000","3",,"CA","94804","POINT (-122.259007 37.969827)"
"1857 NORTHSHORE DR","RICHMOND","2021-05-20T00:00:00.000","3",,"CA","94804","POINT (-122.35331 37.9166)"
"3021 GARVIN AVE","RICHMOND","2016-12-08T00:00:00.000","1",,"CA","94804","POINT (-122.337661 37.943639)"
"4070 MOZART DR","RICHMOND","2018-03-06T00:00:00.000","3",,"CA","94804","POINT (-122.315374 37.967684)"
"4762 SURREY LN","RICHMOND","2020-07-02T00:00:00.000","2",,"CA","94804","POINT (-122.255047 37.966726)"
"5526 GARVIN AVE","RICHMOND","2019-11-21T00:00:00.000","3",,"CA","94804","POINT (-122.322396 37.945799)"
"517 PHANOR DR","RICHMOND","2015-04-17T00:00:00.000","2",,"CA","94804","POINT (-122.355503 37.987572)"
"135 2ND ST","RICHMOND","2016-04-01T00:00:00.000","3",,"CA","94804","POINT (-122.367671 37.933152)"
"5487 DEER RUN DR","RICHMOND","2021-09-16T00:00:00.000","1",,"CA","94804","POINT (-122.252894 37.961782)"
"1327 MARIPOSA ST","RICHMOND","2020-12-16T00:00:00.000","3",,"CA","94804","POINT (-122.321609 37.914056)"
"1528 MONTEREY ST","RICHMOND","2018-08-16T00:00:00.000","3",,"CA","94804","POINT (-122.319703 37.909433)"
"689 AMADOR ST","RICHMOND","2018-06-21T00:00:00.000","3",,"CA","94804","POINT (-122.322278 37.941482)"
"878 37TH ST","RICHMOND","2021-02-25T00:00:00.000","3",,"CA","94804","POINT (-122.33192 37.945013)"
"212 MARTINA ST","RICHMOND","2020-07-30T00:00:00.000","2",,"CA","94804","POINT (-122.387671 37.927032)"
"4684 UPLAND DR","RICHMOND","2019-10-24T00:00:00.000","1",,"CA","94804","POINT (-122.298668 37.961987)"
"151 S 16TH ST","RICHMOND","2015-07-30T00:00:00.000","1",,"CA","94804","POINT (-122.354016 37.929803)"
"6121 HUNTINGTON AVE","RICHMOND","2014-12-26T00:00:00.000","3",,"CA","94804","POINT (-122.307771 37.908088)"
"5624 HASKIN CT","RICHMOND","2016-09-02T00:00:00.000","3",,"CA","94804","POINT (-122.345704 37.994412)"
"3138 BENJAMIN DR","RICHMOND","2014-12-18T00:00:00.000","3",,"CA","94804","POINT (-122.324514 37.973922)"
"641 17TH ST","RICHMOND","2017-08-10T00:00:00.000","0",,"CA","94804","POINT (-122.353458 37.941356)"
"2822 ANDRADE AVE","RICHMOND","2019-01-17T00:00:00.000","1",,"CA","94804","POINT (-122.340478 37.947784)"
"1111 BARRETT AVE","RICHMOND","2015-11-06T00:00:00.000","1",,"CA","94804","POINT (-122.358893 37.938484)"
"2278 BRISTLECONE DR","RICHMOND","2015-11-20T00:00:00.000","3",,"CA","94804","POINT (-122.278453 37.954931)"
"5012 ESCALON CIR","RICHMOND","2019-03-29T00:00:00.000","3",,"CA","94804","POINT (-122.287593 37.972058)"
"4605 MEADOWBROOK DR","RICHMOND","2021-09-01T00:00:00.000","2",,"CA","94804","POINT (-122.28915 37.973951)"
"5655 VISTA DR","RICHMOND","2015-09-04T00:00:00.000","3",,"CA","94804","POINT (-122.34493 37.994138)"
"4009 MINUET CIR CI","RICHMOND","2020-12-16T00:00:00.000","3",,"CA","94804","POINT (-122.316588 37.966838)"
"850 AMADOR ST","RICHMOND","2016-06-23T00:00:00.000","0",,"CA","94804","POINT (-122.324462 37.946204)"
"1621 POTRERO AVE","RICHMOND","2019-10-17T00:00:00.000","3",,"CA","94804","POINT (-122.353416 37.923973)"
"556 4TH ST","RICHMOND","2015-04-30T00:00:00.000","2",,"CA","94804","POINT (-122.365781 37.939572)"
"1531 NEVIN PLZ","RICHMOND","2019-04-25T00:00:00.000","3",,"CA","94804","POINT (-122.354872 37.93684)"
"6319 JERILYNN AVE","RICHMOND","2019-03-07T00:00:00.000","3",,"CA","94804","POINT (-122.317679 37.958346)"
"1928 OHIO AVE","RICHMOND","2021-05-13T00:00:00.000","3",,"CA","94804","POINT (-122.350581 37.930765)"
"438 32ND ST","RICHMOND","2017-02-16T00:00:00.000","3",,"CA","94804","POINT (-122.338244 37.936321)"
"2715 HUMPHREY AVE","RICHMOND","2015-10-09T00:00:00.000","2",,"CA","94804","POINT (-122.341807 37.948505)"
"801 MAINE AVE","RICHMOND","2018-07-19T00:00:00.000","3",,"CA","94804","POINT (-122.361829 37.928029)"
"25 NIGHTOWL CT","RICHMOND","2019-02-07T00:00:00.000","1",,"CA","94804","POINT (-122.280072 37.975184)"
"1041 TRAILSIDE DR","RICHMOND","2016-08-19T00:00:00.000","2",,"CA","94804","POINT (-122.271953 37.952117)"
"654 12TH ST","RICHMOND","2020-05-27T00:00:00.000","3",,"CA","94804","POINT (-122.358151 37.941847)"
"5719 HIGHLAND AVE","RICHMOND","2016-06-02T00:00:00.000","1",,"CA","94804","POINT (-122.315114 37.913269)"
"5711 SANTA CRUZ AVE","RICHMOND","2021-07-15T00:00:00.000","3",,"CA","94804","POINT (-122.311341 37.907367)"
"763 39TH ST","RICHMOND","2017-05-12T00:00:00.000","2",,"CA","94804","POINT (-122.330156 37.943215)"
"236 5TH ST","RICHMOND","2016-12-09T00:00:00.000","3",,"CA","94804","POINT (-122.364706 37.93476)"
"612 16TH ST","RICHMOND","2017-12-07T00:00:00.000","3",,"CA","94804","POINT (-122.354459 37.940494)"
"612 PHANOR DR","RICHMOND","2018-07-27T00:00:00.000","2",,"CA","94804","POINT (-122.354865 37.987669)"
"627 SONOMA ST","RICHMOND","2020-07-29T00:00:00.000","3",,"CA","94804","POINT (-122.318113 37.939802)"
"728 15TH ST","RICHMOND","2019-10-11T00:00:00.000","3",,"CA","94804","POINT (-122.35555 37.9426)"
"2605 BARNARD ST","RICHMOND","2020-11-27T00:00:00.000","3",,"CA","94804","POINT (-122.326183 37.968134)"
"5729 AMEND RD","RICHMOND","2018-12-29T00:00:00.000","3",,"CA","94804","POINT (-122.272991 37.964425)"
"5457 CONESTOGA WAY","RICHMOND","2020-07-16T00:00:00.000","3",,"CA","94804","POINT (-122.255665 37.96531)"
"1201 FAIRWAY DR","RICHMOND","2017-02-17T00:00:00.000","3",,"CA","94804","POINT (-122.315608 37.980462)"
"1906 NORTHSHORE DR","RICHMOND","2017-05-05T00:00:00.000","1",,"CA","94804","POINT (-122.353311 37.916401)"
"5375 SADDLEBACK CT","RICHMOND","2015-08-14T00:00:00.000","3",,"CA","94804","POINT (-122.246018 37.96083)"
"632 KERN ST","RICHMOND","2016-04-07T00:00:00.000","2",,"CA","94804","POINT (-122.320009 37.939202)"
"848 S 45TH ST","RICHMOND","2020-10-14T00:00:00.000","3",,"CA","94804","POINT (-122.327908 37.920391)"
"2527 SAN MATEO ST","RICHMOND","2020-12-10T00:00:00.000","3",,"CA","94804","POINT (-122.310964 37.904505)"
"1619 GAYNOR AVE","RICHMOND","2019-05-02T00:00:00.000","2",,"CA","94804","POINT (-122.354148 37.944545)"
"1510 COSTA AVE","RICHMOND","2019-07-06T00:00:00.000","3",,"CA","94804","POINT (-122.355154 37.950322)"
"97 BISSELL WAY","RICHMOND","2018-05-31T00:00:00.000","1",,"CA","94804","POINT (-122.35796 37.934289)"
"937 WILSON AVE","RICHMOND","2014-12-20T00:00:00.000","3",,"CA","94804","POINT (-122.331096 37.945968)"
"2535 DOWNER AVE","RICHMOND","2015-03-20T00:00:00.000","3",,"CA","94804","POINT (-122.343679 37.942978)"
"821 29TH ST","RICHMOND","2018-02-01T00:00:00.000","2",,"CA","94804","POINT (-122.338817 37.944137)"
"4820 MORWOOD DR","RICHMOND","2014-12-04T00:00:00.000","2",,"CA","94804","POINT (-122.283946 37.973578)"
"551 18TH ST","RICHMOND","2017-04-14T00:00:00.000","2",,"CA","94804","POINT (-122.35249 37.939359)"
"1203 COSMOS CT","RICHMOND","2017-05-04T00:00:00.000","2",,"CA","94804","POINT (-122.334956 37.991919)"
"1603 VIRGINIA AVE","RICHMOND","2016-06-24T00:00:00.000","3",,"CA","94804","POINT (-122.353791 37.926598)"
"706 COURTLAND AVE","RICHMOND","2017-07-13T00:00:00.000","3",,"CA","94804","POINT (-122.319818 37.943033)"
"345 S 15TH ST","RICHMOND","2020-12-09T00:00:00.000","2",,"CA","94804","POINT (-122.354918 37.927158)"
"698 COURTLAND AVE","RICHMOND","2019-05-10T00:00:00.000","3",,"CA","94804","POINT (-122.319792 37.942589)"
"2802 CENTER AVE","RICHMOND","2017-09-08T00:00:00.000","0",,"CA","94804","POINT (-122.34276 37.930222)"
"441 20TH ST","RICHMOND","2017-08-10T00:00:00.000","3",,"CA","94804","POINT (-122.350529 37.937716)"
"3716 MORNINGSIDE DR","RICHMOND","2019-10-25T00:00:00.000","3",,"CA","94804","POINT (-122.274311 37.973679)"
"3031 LOWELL AVE","RICHMOND","2018-04-06T00:00:00.000","0",,"CA","94804","POINT (-122.337272 37.94923)"
"2509 GARVIN AVE","RICHMOND","2019-05-17T00:00:00.000","3",,"CA","94804","POINT (-122.344203 37.943633)"
"2828 CLINTON AVE","RICHMOND","2015-05-05T00:00:00.000","3",,"CA","94804","POINT (-122.339802 37.942261)"
"530 37TH ST","RICHMOND","2019-11-07T00:00:00.000","3",,"CA","94804","POINT (-122.333478 37.937148)"
"371 S 38TH ST","RICHMOND","2021-02-11T00:00:00.000","3",,"CA","94804","POINT (-122.333396 37.926658)"
"5909 VAN FLEET AVE","RICHMOND","2016-08-12T00:00:00.000","2",,"CA","94804","POINT (-122.307138 37.904384)"
"2613 SAN MATEO ST","RICHMOND","2018-06-21T00:00:00.000","2",,"CA","94804","POINT (-122.310758 37.904199)"
"1754 GAYNOR AVE","RICHMOND","2018-01-12T00:00:00.000","2",,"CA","94804","POINT (-122.352503 37.944542)"
"644 31ST ST","RICHMOND","2019-11-08T00:00:00.000","3",,"CA","94804","POINT (-122.338206 37.940357)"
"3801 FLORIDA AVE","RICHMOND","2017-05-05T00:00:00.000","3",,"CA","94804","POINT (-122.333676 37.929459)"
"1421 HAYES ST","RICHMOND","2021-01-27T00:00:00.000","3",,"CA","94804","POINT (-122.346386 37.954365)"
"2511 CARLSON BLVD","RICHMOND","2020-10-21T00:00:00.000","2",,"CA","94804","POINT (-122.307635 37.906299)"
"325 TEWKSBURY AVE","RICHMOND","2016-11-17T00:00:00.000","2",,"CA","94804","POINT (-122.387582 37.928828)"
"5581 WOODVIEW DR","RICHMOND","2014-12-31T00:00:00.000","3",,"CA","94804","POINT (-122.25101 37.963479)"
"610 BISSELL AVE","RICHMOND","2019-05-17T00:00:00.000","3",,"CA","94804","POINT (-122.363412 37.934068)"
"4467 FRAN WAY","RICHMOND","2018-09-07T00:00:00.000","1",,"CA","94804","POINT (-122.293213 37.973024)"
"861 15TH ST","RICHMOND","2016-08-19T00:00:00.000","2",,"CA","94804","POINT (-122.355553 37.945034)"
"669 8TH ST","RICHMOND","2021-05-12T00:00:00.000","1",,"CA","94804","POINT (-122.36175 37.94163)"
"688 LASSEN ST","RICHMOND","2019-12-18T00:00:00.000","3",,"CA","94804","POINT (-122.32523 37.940538)"
"1311 PELICAN WAY","RICHMOND","2018-01-12T00:00:00.000","1",,"CA","94804","POINT (-122.380958 37.910961)"
"1427 MARIPOSA ST","RICHMOND","2015-04-23T00:00:00.000","2",,"CA","94804","POINT (-122.319204 37.912803)"
"5706 VAN FLEET AVE","RICHMOND","2015-11-13T00:00:00.000","3",,"CA","94804","POINT (-122.308909 37.90362)"
"521 37TH ST","RICHMOND","2015-12-11T00:00:00.000","3",,"CA","94804","POINT (-122.333525 37.936929)"
"424 S 15TH ST","RICHMOND","2015-01-06T00:00:00.000","1",,"CA","94804","POINT (-122.354912 37.926066)"
"5512 VISTA CT","RICHMOND","2016-02-25T00:00:00.000","3",,"CA","94804","POINT (-122.346816 37.993677)"
"5221 TEHAMA AVE","RICHMOND","2019-02-28T00:00:00.000","3",,"CA","94804","POINT (-122.31803 37.90921)"
"1412 CHANSLOR AVE","RICHMOND","2015-01-30T00:00:00.000","3",,"CA","94804","POINT (-122.35573 37.932469)"
"238 15TH ST","RICHMOND","2016-09-30T00:00:00.000","0",,"CA","94804","POINT (-122.355226 37.93477)"
"5712 SAN JOSE AVE","RICHMOND","2019-08-22T00:00:00.000","3",,"CA","94804","POINT (-122.308349 37.903084)"
"3772 NORTHRIDGE DR","RICHMOND","2017-07-13T00:00:00.000","3",,"CA","94804","POINT (-122.335739 37.984268)"
"234 S 18TH ST","RICHMOND","2017-11-24T00:00:00.000","1",,"CA","94804","POINT (-122.352162 37.928687)"
"762 38TH ST","RICHMOND","2018-12-20T00:00:00.000","3",,"CA","94804","POINT (-122.331019 37.943304)"
"327 GOLDEN GATE AVE","RICHMOND","2016-03-17T00:00:00.000","1",,"CA","94804","POINT (-122.388912 37.926818)"
"652 20TH ST","RICHMOND","2018-01-12T00:00:00.000","3",,"CA","94804","POINT (-122.350155 37.941838)"
"5361 HEAVENLY RIDGE","RICHMOND","2020-12-24T00:00:00.000","3",,"CA","94804","POINT (-122.272505 37.969253)"
"747 GOLDEN GATE AVE","RICHMOND","2018-06-01T00:00:00.000","3",,"CA","94804","POINT (-122.393567 37.93014)"
"5484 ALLISON LN","RICHMOND","2020-12-17T00:00:00.000","3",,"CA","94804","POINT (-122.284558 37.957515)"
"25 37TH ST","RICHMOND","2020-09-24T00:00:00.000","3",,"CA","94804","POINT (-122.334716 37.931863)"
"314 SANFORD AVE","RICHMOND","2018-04-12T00:00:00.000","2",,"CA","94804","POINT (-122.366655 37.951962)"
"5429 HACKNEY LN","RICHMOND","2019-10-10T00:00:00.000","3",,"CA","94804","POINT (-122.253732 37.966586)"
"4424 TAFT AVE","RICHMOND","2021-01-07T00:00:00.000","3",,"CA","94804","POINT (-122.327729 37.927084)"
"94 ROCKPORT CT","RICHMOND","2018-08-30T00:00:00.000","3",,"CA","94804","POINT (-122.338578 37.911336)"
"233 WILLARD AVE","RICHMOND","2020-10-22T00:00:00.000","3",,"CA","94804","POINT (-122.368073 37.951252)"
"430 WOOD GLEN DR","RICHMOND","2015-09-17T00:00:00.000","3",,"CA","94804","POINT (-122.346326 37.9847)"
"767 33RD ST","RICHMOND","2015-03-31T00:00:00.000","1",,"CA","94804","POINT (-122.335736 37.943092)"
"521 WASHINGTON AVE","RICHMOND","2015-10-30T00:00:00.000","1",,"CA","94804","POINT (-122.3887 37.923774)"
"374 S 50TH ST","RICHMOND","2018-11-24T00:00:00.000","1",,"CA","94804","POINT (-122.322655 37.926491)"
"4317 POTRERO AVE","RICHMOND","2020-05-21T00:00:00.000","1",,"CA","94804","POINT (-122.328466 37.92128)"
"414 S 41ST ST","RICHMOND","2017-12-07T00:00:00.000","2",,"CA","94804","POINT (-122.330662 37.926025)"
"2500 SAN MATEO ST","RICHMOND","2018-09-28T00:00:00.000","1",,"CA","94804","POINT (-122.3112 37.904847)"
"3018 SAN LUIS ST","RICHMOND","2020-01-22T00:00:00.000","1",,"CA","94804","POINT (-122.309945 37.901225)"
"2343 ESMOND AVE","RICHMOND","2018-02-22T00:00:00.000","2",,"CA","94804","POINT (-122.346439 37.945142)"
"4051 MINUET CIR","RICHMOND","2020-10-22T00:00:00.000","3",,"CA","94804","POINT (-122.315594 37.966812)"
"3358 PARK RIDGE DR","RICHMOND","2015-10-16T00:00:00.000","3",,"CA","94804","POINT (-122.343756 37.98338)"
"524 36TH ST","RICHMOND","2018-01-19T00:00:00.000","2",,"CA","94804","POINT (-122.334446 37.937195)"
"3136 GROOM DR","RICHMOND","2017-05-19T00:00:00.000","3",,"CA","94804","POINT (-122.324505 37.974696)"
"4803 MEADOWBROOK DR","RICHMOND","2019-10-31T00:00:00.000","2",,"CA","94804","POINT (-122.28565 37.972491)"
"3023 ANDRADE AVE","RICHMOND","2016-02-18T00:00:00.000","1",,"CA","94804","POINT (-122.337446 37.947789)"
"232 DRAKES BAY CT","RICHMOND","2018-01-19T00:00:00.000","3",,"CA","94804","POINT (-122.377467 37.910544)"
"1710 ROOSEVELT AVE","RICHMOND","2015-07-16T00:00:00.000","2",,"CA","94804","POINT (-122.353125 37.939967)"
"647 12TH ST","RICHMOND","2017-01-05T00:00:00.000","2",,"CA","94804","POINT (-122.35815 37.94164)"
"1215 CLUB CT","RICHMOND","2020-12-02T00:00:00.000","2",,"CA","94804","POINT (-122.313492 37.982197)"
"5002 CREELY AVE","RICHMOND","2015-06-11T00:00:00.000","3",,"CA","94804","POINT (-122.322025 37.919525)"
"743 BOYD AVE","RICHMOND","2021-04-21T00:00:00.000","3",,"CA","94804","POINT (-122.331952 37.942651)"
"1044 PARKSIDE DR","RICHMOND","2014-11-28T00:00:00.000","4",,"CA","94804","POINT (-122.31165 37.979322)"
"25 IDAHO ST","RICHMOND","2015-10-15T00:00:00.000","3",,"CA","94804","POINT (-122.383356 37.923505)"
"3111 BIRMINGHAM DR","SAN PABLO","2019-08-29T00:00:00.000","3",,"CA","94804","POINT (-122.3367 37.97462)"
"3260 SOUTHRIDGE DR","RICHMOND","2017-01-13T00:00:00.000","3",,"CA","94804","POINT (-122.334539 37.978126)"
"615 25TH ST","RICHMOND","2021-07-14T00:00:00.000","2",,"CA","94804","POINT (-122.344357 37.940284)"
"17 MONTANA ST","RICHMOND","2018-12-06T00:00:00.000","3",,"CA","94804","POINT (-122.382542 37.923319)"
"3220 ANDRADE AVE","RICHMOND","2017-09-15T00:00:00.000","3",,"CA","94804","POINT (-122.336238 37.947797)"
"780 MCLAUGHLIN ST","RICHMOND","2017-08-25T00:00:00.000","3",,"CA","94804","POINT (-122.327738 37.94344)"
"250 S 8TH ST","RICHMOND","2019-05-03T00:00:00.000","3",,"CA","94804","POINT (-122.362015 37.928429)"
"2828 MARICOPA AVE","RICHMOND","2020-11-04T00:00:00.000","1",,"CA","94804","POINT (-122.340317 37.950599)"
