"address","city","scheduled_completion_date","qty","description","state","zip","location"
"2950 OXFORD AVE","RICHMOND","2020-09-11T00:00:00.000","2",,"CA","94804","POINT (-122.334754 37.971011)"
"2920 CLINTON AVE","RICHMOND","2017-11-10T00:00:00.000","3",,"CA","94804","POINT (-122.339132 37.942264)"
"766 POINT PINOLE CT","RICHMOND","2019-02-01T00:00:00.000","3",,"CA","94804","POINT (-122.339868 37.993481)"
"2873 ESMOND AVE","RICHMOND","2020-12-23T00:00:00.000","3",,"CA","94804","POINT (-122.339254 37.945164)"
"620 KEY BLVD","RICHMOND","2017-02-02T00:00:00.000","3",,"CA","94804","POINT (-122.324239 37.938352)"
"2009 COALINGA AVE","RICHMOND","2017-06-16T00:00:00.000","2",,"CA","94804","POINT (-122.349869 37.947408)"
"715 40TH ST","RICHMOND","2015-01-09T00:00:00.000","1",,"CA","94804","POINT (-122.329762 37.941355)"
"1426 HAYES ST","RICHMOND","2020-06-04T00:00:00.000","3",,"CA","94804","POINT (-122.346386 37.954348)"
"881 HUMBOLDT ST","RICHMOND","2018-03-01T00:00:00.000","3",,"CA","94804","POINT (-122.32586 37.946482)"
"153 S 20TH ST","RICHMOND","2016-07-28T00:00:00.000","3",,"CA","94804","POINT (-122.350372 37.929785)"
"3612 MAY RD","RICHMOND","2021-09-22T00:00:00.000","3",,"CA","94804","POINT (-122.282344 37.974127)"
"1185 29TH ST","RICHMOND","2017-01-02T00:00:00.000","0",,"CA","94804","POINT (-122.338813 37.950982)"
"5554 COUNTRY VIEW DR","RICHMOND","2019-01-04T00:00:00.000","3",,"CA","94804","POINT (-122.248672 37.963274)"
"1833 COALINGA AVE","RICHMOND","2017-06-16T00:00:00.000","0",,"CA","94804","POINT (-122.351252 37.947411)"
"2513 MAINE AVE","RICHMOND","2020-03-05T00:00:00.000","2",,"CA","94804","POINT (-122.345173 37.927987)"
"424 32ND ST","RICHMOND","2021-02-11T00:00:00.000","3",,"CA","94804","POINT (-122.338289 37.93612)"
"3717 HIDDEN SPRINGS","RICHMOND","2018-08-16T00:00:00.000","2",,"CA","94804","POINT (-122.272435 37.972824)"
"333 TUNNEL AVE","RICHMOND","2017-03-09T00:00:00.000","3",,"CA","94804","POINT (-122.385631 37.923579)"
"4313 CUTTING BLVD","RICHMOND","2017-08-31T00:00:00.000","0",,"CA","94804","POINT (-122.328877 37.925647)"
"456 WOOD GLEN DR","RICHMOND","2021-04-08T00:00:00.000","3",,"CA","94804","POINT (-122.343797 37.983676)"
"3914 NEVIN AVE","RICHMOND","2015-12-26T00:00:00.000","3",,"CA","94804","POINT (-122.331823 37.934669)"
"1619 LIVINGSTON LN","RICHMOND","2020-07-22T00:00:00.000","1",,"CA","94804","POINT (-122.3537 37.935147)"
"2812 SHANE DR","RICHMOND","2021-06-03T00:00:00.000","2",,"CA","94804","POINT (-122.333941 37.969939)"
"324 WASHINGTON AVE","RICHMOND","2016-08-26T00:00:00.000","3",,"CA","94804","POINT (-122.387235 37.925245)"
"708 GRIFFIN DR","RICHMOND","2017-05-18T00:00:00.000","2",,"CA","94804","POINT (-122.354338 37.984779)"
"2712 GROOM DR","RICHMOND","2015-04-02T00:00:00.000","3",,"CA","94804","POINT (-122.336108 37.974619)"
"3024 FLORIDA AVE","RICHMOND","2017-04-20T00:00:00.000","3",,"CA","94804","POINT (-122.340611 37.929497)"
"1900 MENDOCINO ST","RICHMOND","2020-01-09T00:00:00.000","3",,"CA","94804","POINT (-122.309896 37.910106)"
"123 13TH ST","RICHMOND","2015-06-25T00:00:00.000","2",,"CA","94804","POINT (-122.357111 37.932919)"
"5511 SOLANO AVE","RICHMOND","2020-01-15T00:00:00.000","3",,"CA","94804","POINT (-122.321914 37.943979)"
"5044 SANTA RITA RD","RICHMOND","2017-10-13T00:00:00.000","3",,"CA","94804","POINT (-122.293204 37.965103)"
"39 SOUTHWIND CIR","RICHMOND","2020-01-16T00:00:00.000","3",,"CA","94804","POINT (-122.343594 37.908795)"
"3720 NEVIN AVE","RICHMOND","2018-04-05T00:00:00.000","1",,"CA","94804","POINT (-122.33344 37.934892)"
"5800 BURLINGAME AVE","RICHMOND","2021-08-12T00:00:00.000","1",,"CA","94804","POINT (-122.312873 37.910635)"
"3243 ANNAPOLIS AVE","RICHMOND","2019-08-23T00:00:00.000","2",,"CA","94804","POINT (-122.326926 37.967779)"
"5447 TANDEM LN","RICHMOND","2014-12-18T00:00:00.000","0",,"CA","94804","POINT (-122.254574 37.965355)"
"881 HUMBOLDT ST","RICHMOND","2016-12-29T00:00:00.000","1",,"CA","94804","POINT (-122.32586 37.946482)"
"600 16TH ST","RICHMOND","2018-07-23T00:00:00.000","0",,"CA","94804","POINT (-122.354467 37.940099)"
"3158 KEITH DR","RICHMOND","2018-11-29T00:00:00.000","3",,"CA","94804","POINT (-122.291656 37.973729)"
"2231 FLORIDA AVE","RICHMOND","2016-01-15T00:00:00.000","2",,"CA","94804","POINT (-122.34796 37.929423)"
"5369 SADDLEBACK CT","RICHMOND","2015-06-04T00:00:00.000","3",,"CA","94804","POINT (-122.245942 37.960678)"
"163 4TH ST","RICHMOND","2019-10-31T00:00:00.000","3",,"CA","94804","POINT (-122.365659 37.933603)"
"2925 CENTER AVE","RICHMOND","2016-12-01T00:00:00.000","2",,"CA","94804","POINT (-122.341384 37.930233)"
"2870 GONZAGA AVE","RICHMOND","2014-12-02T00:00:00.000","3",,"CA","94804","POINT (-122.330902 37.968583)"
"1561 MERCED ST","RICHMOND","2019-11-15T00:00:00.000","3",,"CA","94804","POINT (-122.315397 37.911643)"
"829 VENTURA ST","RICHMOND","2017-07-25T00:00:00.000","0",,"CA","94804","POINT (-122.326388 37.945278)"
"720 ALAMO AVE","RICHMOND","2019-11-01T00:00:00.000","3",,"CA","94804","POINT (-122.36185 37.95336)"
"803 38TH ST","RICHMOND","2017-06-09T00:00:00.000","2",,"CA","94804","POINT (-122.330976 37.943962)"
"2935 MOYERS RD","RICHMOND","2021-08-17T00:00:00.000","3",,"CA","94804","POINT (-122.324825 37.973339)"
"4322 CENTER AVE","RICHMOND","2019-08-23T00:00:00.000","2",,"CA","94804","POINT (-122.328398 37.929946)"
"144 S 19TH ST","RICHMOND","2016-02-11T00:00:00.000","2",,"CA","94804","POINT (-122.351293 37.929882)"
"4418 MEADOWBROOK DR","RICHMOND","2019-10-17T00:00:00.000","3",,"CA","94804","POINT (-122.28833 37.977386)"
"520 KEY BLVD","RICHMOND","2020-05-27T00:00:00.000","1",,"CA","94804","POINT (-122.323444 37.936177)"
"728 34TH ST","RICHMOND","2015-08-28T00:00:00.000","3",,"CA","94804","POINT (-122.335052 37.94232)"
"779 34TH ST","RICHMOND","2015-04-30T00:00:00.000","3",,"CA","94804","POINT (-122.334838 37.943158)"
"2606 MEADOW CREST CT","RICHMOND","2018-12-14T00:00:00.000","3",,"CA","94804","POINT (-122.33603 37.979811)"
"3329 ANDRADE AVE","RICHMOND","2018-12-28T00:00:00.000","1",,"CA","94804","POINT (-122.334736 37.947796)"
"114 MAINE AVE","RICHMOND","2019-06-06T00:00:00.000","3",,"CA","94804","POINT (-122.368566 37.928039)"
"2039 HELLINGS AVE","RICHMOND","2015-04-24T00:00:00.000","3",,"CA","94804","POINT (-122.349184 37.948123)"
"5361 GLENWOOD WAY","RICHMOND","2015-11-12T00:00:00.000","2",,"CA","94804","POINT (-122.246822 37.962333)"
"112 COTTAGE AVE","RICHMOND","2015-11-13T00:00:00.000","1",,"CA","94804","POINT (-122.385945 37.927531)"
"1919 SAN MATEO ST","RICHMOND","2018-01-12T00:00:00.000","2",,"CA","94804","POINT (-122.313597 37.908358)"
"2813 GONZAGA AVE","RICHMOND","2016-10-27T00:00:00.000","1",,"CA","94804","POINT (-122.333123 37.967481)"
"1546 SANTA CLARA ST","RICHMOND","2016-03-11T00:00:00.000","2",,"CA","94804","POINT (-122.315323 37.912413)"
"875 MEADOW VIEW DR","RICHMOND","2016-08-26T00:00:00.000","1",,"CA","94804","POINT (-122.343929 37.993256)"
"4528 JULIE CT","RICHMOND","2021-05-19T00:00:00.000","3",,"CA","94804","POINT (-122.290791 37.971911)"
"1711 SHASTA ST","RICHMOND","2016-10-13T00:00:00.000","3",,"CA","94804","POINT (-122.311439 37.910925)"
"937 WILSON AVE","RICHMOND","2020-03-19T00:00:00.000","3",,"CA","94804","POINT (-122.331096 37.945968)"
"920 AMADOR ST","RICHMOND","2018-09-27T00:00:00.000","2",,"CA","94804","POINT (-122.325037 37.947398)"
"445 B ST","RICHMOND","2021-07-21T00:00:00.000","3",,"CA","94804","POINT (-122.370462 37.937693)"
"153 3RD ST","RICHMOND","2020-11-12T00:00:00.000","3",,"CA","94804","POINT (-122.366665 37.933464)"
"1200 FAIRWAY DR","RICHMOND","2016-04-29T00:00:00.000","3",,"CA","94804","POINT (-122.315588 37.980522)"
"1076 VIEW DR","RICHMOND","2018-09-13T00:00:00.000","1",,"CA","94804","POINT (-122.310588 37.979263)"
"658 39TH ST","RICHMOND","2020-07-23T00:00:00.000","3",,"CA","94804","POINT (-122.331034 37.939852)"
"3305 MCBRYDE AVE","RICHMOND","2015-01-30T00:00:00.000","2",,"CA","94804","POINT (-122.335248 37.947053)"
"952 LASSEN ST","RICHMOND","2016-08-18T00:00:00.000","1",,"CA","94804","POINT (-122.328314 37.946967)"
"319 WILLARD AVE","RICHMOND","2017-04-13T00:00:00.000","3",,"CA","94804","POINT (-122.366393 37.951254)"
"4526 WALL AVE","RICHMOND","2016-10-14T00:00:00.000","2",,"CA","94804","POINT (-122.326509 37.927869)"
"3416 FLEETWOOD DR","RICHMOND","2021-01-28T00:00:00.000","3",,"CA","94804","POINT (-122.289093 37.976158)"
"213 SEAVIEW DR","RICHMOND","2018-10-11T00:00:00.000","1",,"CA","94804","POINT (-122.375636 37.911795)"
"5141 RAIN CLOUD DR","RICHMOND","2020-12-17T00:00:00.000","3",,"CA","94804","POINT (-122.270941 37.964722)"
"203 MARINE ST","RICHMOND","2019-02-28T00:00:00.000","2",,"CA","94804","POINT (-122.39218 37.929875)"
"3718 ROOSEVELT AVE","RICHMOND","2015-11-19T00:00:00.000","2",,"CA","94804","POINT (-122.332779 37.937975)"
"5326 CREELY AVE","RICHMOND","2019-02-01T00:00:00.000","3",,"CA","94804","POINT (-122.319127 37.918686)"
"637 39TH ST","RICHMOND","2021-09-16T00:00:00.000","3",,"CA","94804","POINT (-122.331206 37.93914)"
"5648 VISTA DR","RICHMOND","2014-11-25T00:00:00.000","3",,"CA","94804","POINT (-122.344948 37.994115)"
"427 WASHINGTON AVE","RICHMOND","2015-11-19T00:00:00.000","3",,"CA","94804","POINT (-122.388046 37.92436)"
"4820 MEADOWBROOK DR","RICHMOND","2018-06-28T00:00:00.000","1",,"CA","94804","POINT (-122.285179 37.971809)"
"3539 FLORIDA AVE","RICHMOND","2016-03-03T00:00:00.000","3",,"CA","94804","POINT (-122.335627 37.929451)"
"500 BRIDGE VIEW CT","RICHMOND","2015-10-15T00:00:00.000","2",,"CA","94804","POINT (-122.373361 37.910952)"
"1337 S 59TH ST","RICHMOND","2016-12-01T00:00:00.000","3",,"CA","94804","POINT (-122.313544 37.914132)"
"4329 WALL AVE","RICHMOND","2019-10-25T00:00:00.000","3",,"CA","94804","POINT (-122.328262 37.927856)"
"352 S 39TH ST","RICHMOND","2017-03-10T00:00:00.000","1",,"CA","94804","POINT (-122.33251 37.926979)"
"4038 MOZART DR","RICHMOND","2021-06-09T00:00:00.000","3",,"CA","94804","POINT (-122.316568 37.967777)"
"2526 DUKE AVE","RICHMOND","2015-10-22T00:00:00.000","1",,"CA","94804","POINT (-122.331543 37.967556)"
"29 SOUTHWIND CIR","RICHMOND","2015-06-19T00:00:00.000","1",,"CA","94804","POINT (-122.343249 37.908896)"
"37 CUTTING CT","RICHMOND","2018-01-06T00:00:00.000","3",,"CA","94804","POINT (-122.332526 37.925059)"
"140 S 16TH ST","RICHMOND","2020-03-12T00:00:00.000","2",,"CA","94804","POINT (-122.354017 37.929982)"
"4228 BELL AVE","RICHMOND","2016-12-08T00:00:00.000","3",,"CA","94804","POINT (-122.32926 37.922028)"
"2927 MULLENS DR","RICHMOND","2015-10-08T00:00:00.000","3",,"CA","94804","POINT (-122.33209 37.974624)"
"538 CIVIC CENTER ST","RICHMOND","2017-01-05T00:00:00.000","3",,"CA","94804","POINT (-122.34382 37.938785)"
"2824 ESMOND AVE","RICHMOND","2018-02-23T00:00:00.000","1",,"CA","94804","POINT (-122.34031 37.94516)"
"2335 BROOKS AVE","RICHMOND","2019-11-15T00:00:00.000","3",,"CA","94804","POINT (-122.346669 37.940825)"
"11 SANDPOINT DR","RICHMOND","2020-12-26T00:00:00.000","3",,"CA","94804","POINT (-122.348669 37.90865)"
"1737 GARVIN AVE","RICHMOND","2018-11-30T00:00:00.000","3",,"CA","94804","POINT (-122.35294 37.943831)"
"4013 LEKE WAY","RICHMOND","2018-01-26T00:00:00.000","3",,"CA","94804","POINT (-122.355786 37.984704)"
"977 YUBA ST","RICHMOND","2021-09-30T00:00:00.000","2",,"CA","94804","POINT (-122.323557 37.948948)"
"641 13TH ST","RICHMOND","2017-07-07T00:00:00.000","3",,"CA","94804","POINT (-122.357386 37.941518)"
"1543 SOLITUDE LN","RICHMOND","2019-04-26T00:00:00.000","3",,"CA","94804","POINT (-122.269103 37.963795)"
"1020 SUMMER LN","RICHMOND","2021-06-10T00:00:00.000","1",,"CA","94804","POINT (-122.333277 37.980397)"
"4528 JULIE CT","RICHMOND","2017-12-01T00:00:00.000","2",,"CA","94804","POINT (-122.290791 37.971911)"
"5437 HEAVENLY RIDGE","RICHMOND","2017-04-14T00:00:00.000","3",,"CA","94804","POINT (-122.269752 37.968506)"
"609 29TH ST","RICHMOND","2015-07-23T00:00:00.000","1",,"CA","94804","POINT (-122.340148 37.939429)"
"3027 PARKER RD","RICHMOND","2017-05-25T00:00:00.000","0",,"CA","94804","POINT (-122.322594 37.969437)"
"2978 GILMA DR","RICHMOND","2016-01-21T00:00:00.000","3",,"CA","94804","POINT (-122.329648 37.975375)"
"1347 MARIPOSA ST","RICHMOND","2020-02-06T00:00:00.000","3",,"CA","94804","POINT (-122.320867 37.913663)"
"4747 CYPRESS AVE","RICHMOND","2020-10-14T00:00:00.000","3",,"CA","94804","POINT (-122.324925 37.919865)"
"424 42ND ST","RICHMOND","2018-03-19T00:00:00.000","1",,"CA","94804","POINT (-122.329536 37.934881)"
"5400 CARL AVE","RICHMOND","2020-12-02T00:00:00.000","3",,"CA","94804","POINT (-122.320647 37.912084)"
"640 37TH ST","RICHMOND","2020-05-27T00:00:00.000","3",,"CA","94804","POINT (-122.332918 37.939573)"
"721 S 52ND ST","RICHMOND","2017-12-15T00:00:00.000","3",,"CA","94804","POINT (-122.321195 37.922269)"
"611 27TH ST","RICHMOND","2019-04-25T00:00:00.000","3",,"CA","94804","POINT (-122.341852 37.939688)"
"2110 NORTHSHORE DR","RICHMOND","2021-04-15T00:00:00.000","3",,"CA","94804","POINT (-122.353318 37.91553)"
"628 4TH ST","RICHMOND","2015-10-09T00:00:00.000","3",,"CA","94804","POINT (-122.365786 37.940918)"
"771 YUBA ST","RICHMOND","2017-01-19T00:00:00.000","1",,"CA","94804","POINT (-122.321601 37.944881)"
"2628 ESMOND AVE","RICHMOND","2020-08-20T00:00:00.000","2",,"CA","94804","POINT (-122.342453 37.945154)"
"5760 SKYVIEW PL","RICHMOND","2016-09-16T00:00:00.000","1",,"CA","94804","POINT (-122.270993 37.959207)"
"203 JETTY DR","RICHMOND","2019-05-23T00:00:00.000","2",,"CA","94804","POINT (-122.348397 37.91767)"
"6028 ORCHARD AVE","RICHMOND","2020-09-16T00:00:00.000","3",,"CA","94804","POINT (-122.312106 37.913881)"
"44 GROVE ST","RICHMOND","2017-01-27T00:00:00.000","2",,"CA","94804","POINT (-122.344255 37.932147)"
"5775 AMEND RD","RICHMOND","2018-05-04T00:00:00.000","2",,"CA","94804","POINT (-122.271341 37.961184)"
"5474 BROOKWOOD LN","RICHMOND","2018-02-15T00:00:00.000","3",,"CA","94804","POINT (-122.249056 37.961831)"
"2357 DOWNER AVE","RICHMOND","2018-09-10T00:00:00.000","0",,"CA","94804","POINT (-122.346008 37.942972)"
