"incident_number","date","time","age","sex","race","last_30_days","patrolzone","patrolzonexy"
"20094607","07/28/2020","22:33","30","F","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20061404","05/19/2020","17:03","19","F","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20061360","05/19/2020","16:04","28","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20061493","05/19/2020","20:09","47","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20061525","05/19/2020","21:24","36","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20061414","05/19/2020","17:12","26","M","B","No",,
"20061112","05/19/2020","00:06","23","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20061418","05/19/2020","17:19","33","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20061493","05/19/2020","20:18","49","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20061365","05/19/2020","16:11","48","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20076118","06/19/2020","21:25","43","M","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20124208","09/26/2020","00:13","17","M","I","No","106","POINT (-73.812625819355 42.665422425667)"
"20077015","06/21/2020","19:47","43","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20027572","02/26/2020","00:48","33","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20027573","02/26/2020","00:53","23","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"21008672","01/21/2021","18:53","38","M","B","No","110","POINT (-73.848687575844 42.696827302738)"
"21008672","01/21/2021","18:53","60","M","B","No","110","POINT (-73.848687575844 42.696827302738)"
"21008359","01/21/2021","06:14","46","M","B","No","106","POINT (-73.812625819355 42.665422425667)"
"20027737","02/26/2020","12:45","21","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20027737","02/26/2020","12:45","28","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20042762","03/30/2020","14:17","18","F","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20042603","03/30/2020","01:05","32","M","B","No","206","POINT (-73.753308488287 42.659852974374)"
"20043738","04/02/2020","12:03","38","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20043935","04/02/2020","23:37","37","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"21008708","01/21/2021","20:57","31","M","H","No","109","POINT (-73.785056205674 42.655440005232)"
"20061357","05/19/2020","15:19","38","M","W","No","202","POINT (-73.757813044036 42.644585953194)"
"20061414","05/19/2020","17:20","17","M","B","No",,
"21021313","02/20/2021","17:21",,"M","B","Yes","204","POINT (-73.764880997752 42.650626996415)"
"20061343","05/19/2020","14:51","31","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20077015","06/21/2020","19:47","36","F","W","No","206","POINT (-73.753308488287 42.659852974374)"
"21008544","01/21/2021","13:50","53","F","B","No","207","POINT (-73.761586992056 42.663792095488)"
"21008709","01/21/2021","21:02","32","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"21008322","01/21/2021","01:50","31","M",,"No","106","POINT (-73.812625819355 42.665422425667)"
"21005680","01/14/2021","18:16","27","M","H","No","109","POINT (-73.785056205674 42.655440005232)"
"21004802","01/12/2021","18:08","60","F","W","No","207","POINT (-73.761586992056 42.663792095488)"
"21006317","01/16/2021","02:06","35","M","A","No","106","POINT (-73.812625819355 42.665422425667)"
"21018668","02/14/2021","09:27","59","F","W","Yes","206","POINT (-73.753308488287 42.659852974374)"
"21004131","01/11/2021","08:19","70","M","W","No","209","POINT (-73.740415174498 42.666432008146)"
"20028489","02/27/2020","21:05","26","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20028057","02/27/2020","00:49","31","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"21005253","01/13/2021","19:58","52","M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"21006087","01/15/2021","15:53","59","F","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20124741","09/27/2020","04:35","23","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20028602","02/28/2020","05:14","26","M","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20029102","02/28/2020","22:52","34","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20029102","02/28/2020","22:52","35","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"21006891","01/17/2021","17:19","54","M","W","No","105","POINT (-73.817050656525 42.64607074564)"
"21010008","01/25/2021","03:09","43","M","B","Yes","207","POINT (-73.761586992056 42.663792095488)"
"20028659","02/28/2020","08:18","50","F","W","No","102","POINT (-73.775051594881 42.652317943495)"
,"01/16/2021","13:00","19","F","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20028571","02/28/2020","01:11","50","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"21005162","01/13/2021","16:28","42","F","W","No","101","POINT (-73.779431578042 42.666832835593)"
"21005988","01/15/2021","11:34","23","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"21005988","01/15/2021","11:34","17","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"21017055","02/10/2021","11:11","59","F","W","Yes","206","POINT (-73.753308488287 42.659852974374)"
"21005253","01/13/2021","19:58","22","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"21004455","01/11/2021","23:09","18","M","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20029501","02/29/2020","19:06",,"M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20029814","03/01/2020","13:17","26","M","B","No","209","POINT (-73.740415174498 42.666432008146)"
"20030062","03/02/2020","06:11","53","F","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20124741","09/27/2020","04:35","26","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"21005162","01/13/2021","16:28","27","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"21019006","02/15/2021","08:43","37","F","H","Yes","204","POINT (-73.764880997752 42.650626996415)"
"20032147","03/05/2020","20:08","23","M","W","No","105","POINT (-73.817050656525 42.64607074564)"
"20032204","03/05/2020","22:12","19","M","M","No","101","POINT (-73.779431578042 42.666832835593)"
"20032147","03/05/2020","20:08","24","F","H","No","105","POINT (-73.817050656525 42.64607074564)"
"20125060","09/27/2020","21:37","31","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20069562","06/05/2020","05:45","30","F","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20054225","05/01/2020","18:31","33","M","W","No","202","POINT (-73.757813044036 42.644585953194)"
"20125012","09/27/2020","19:26","17","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20032432","03/06/2020","11:32","23","M","B","No","110","POINT (-73.848687575844 42.696827302738)"
"21004925","01/13/2021","03:41","28","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"21017055","02/10/2021","11:11","59","F","W","Yes","206","POINT (-73.753308488287 42.659852974374)"
"20032597","03/06/2020","17:23","28","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20032355","03/06/2020","09:02","22","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"21006330","01/16/2021","05:20","32","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20053629","04/30/2020","03:09","40","M","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20068952","06/03/2020","21:39",,"M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20068588","06/03/2020","00:46","48","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20073746","06/15/2020","00:37","38","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20053684","04/30/2020","10:19","31","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20157889","12/07/2020","18:46","28","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"21008991","01/22/2021","13:41","51","F","W","No","110","POINT (-73.848687575844 42.696827302738)"
"21008978","01/22/2021","13:04","20","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20077599","06/22/2020","22:49","44","M","B","No","209","POINT (-73.740415174498 42.666432008146)"
"20061881","05/20/2020","18:39","31","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20061697","05/20/2020","10:24","42","M","W","No","203","POINT (-73.781746725049 42.636101731163)"
"20061888","05/20/2020","18:47","59","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20061951","05/20/2020","21:22","21","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20094678","07/29/2020","04:46","51","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20157889","12/07/2020","18:46","25","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20061916","05/20/2020","20:16","36","M","H","No","108","POINT (-73.769417826333 42.666456988125)"
"21022184","02/22/2021","19:50","53","F","B","Yes","201","POINT (-73.763909085255 42.628714605775)"
"20061888","05/20/2020","18:51","21","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"21021953","02/22/2021","10:27","59","F","W","Yes","206","POINT (-73.753308488287 42.659852974374)"
"21009249","01/23/2021","01:14","20","M",,"No",,
"20032772","03/07/2020","00:50",,"M","B","No","109","POINT (-73.785056205674 42.655440005232)"
"21009518","01/23/2021","18:35","23","M","B","No","205","POINT (-73.751921403635 42.650620372849)"
"20157889","12/07/2020","18:46","25","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"21009271","01/23/2021","02:45","23","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"21009271","01/23/2021","02:45","23","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20032791","03/07/2020","01:51","33","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20061916","05/20/2020","20:22","42","F","H","No","108","POINT (-73.769417826333 42.666456988125)"
"20061942","05/20/2020","21:13","27","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20061926","05/20/2020","20:41","48","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20061951","05/20/2020","21:22","24","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20070309","06/06/2020","20:55","21","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20094662","07/29/2020","02:25","30","M","B","No","205","POINT (-73.751921403635 42.650620372849)"
"20094623","07/29/2020","00:24","36","M","O","No","205","POINT (-73.751921403635 42.650620372849)"
"20032798","03/07/2020","02:14","20","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20094673","07/29/2020","03:47","58","M","B","No","205","POINT (-73.751921403635 42.650620372849)"
"20070264","06/06/2020","18:30","31","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20094487","07/29/2020","09:55","19","F","H","No","101","POINT (-73.779431578042 42.666832835593)"
"20094661","07/29/2020","02:16","33","M","H","No","108","POINT (-73.769417826333 42.666456988125)"
"20074574","06/16/2020","21:41","32","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20094673","07/29/2020","03:47","38","M","W","No","205","POINT (-73.751921403635 42.650620372849)"
"21007290","01/18/2021","18:24","32","F","W","No","109","POINT (-73.785056205674 42.655440005232)"
"21007073","01/18/2021","08:13","59","F","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20125866","09/29/2020","15:17","53","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"21019658","02/16/2021","18:25","60","F","W","Yes","206","POINT (-73.753308488287 42.659852974374)"
"21007435","01/19/2021","03:33","43","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"21007518","01/19/2021","10:00","22","F","W","No","203","POINT (-73.781746725049 42.636101731163)"
"21007419","01/19/2021","01:28","32","M","B","No","204","POINT (-73.764880997752 42.650626996415)"
"21007456","01/19/2021","06:40","22","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"21007435","01/19/2021","03:33","50","F","W","No","108","POINT (-73.769417826333 42.666456988125)"
"21007435","01/19/2021","03:33","27","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20043972","04/03/2020","06:01","33","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20062139","05/21/2020","09:23","65","M","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20033045","03/07/2020","16:11","27","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20062461","05/21/2020","21:08","28","M","I","No","102","POINT (-73.775051594881 42.652317943495)"
"20062321","05/21/2020","15:44","20","F","W","No","204","POINT (-73.764880997752 42.650626996415)"
"20044468","04/04/2020","18:35","20","M","W","No","203","POINT (-73.781746725049 42.636101731163)"
"20095450","07/30/2020","19:09","27","M","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20095069","07/30/2020","00:13","43","M","W","No","205","POINT (-73.751921403635 42.650620372849)"
"21009964","01/24/2021","22:57","39","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20062901","05/22/2020","20:19","17","M","B","No",,
"20062799","05/22/2020","16:37","64","M","B","No","208","POINT (-73.757143579235 42.675655301837)"
"20095246","07/30/2020","11:24","67","M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20062909","05/22/2020","20:27","17","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20062854","05/22/2020","18:42","32","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20062799","05/22/2020","16:37","64","M","B","No","208","POINT (-73.757143579235 42.675655301837)"
"20070977","06/08/2020","13:15","18","F","W","No","101","POINT (-73.779431578042 42.666832835593)"
"21022424","02/23/2021","11:22","47","F","W","Yes","209","POINT (-73.740415174498 42.666432008146)"
"21009760","01/24/2021","11:03","59","F","W","No","206","POINT (-73.753308488287 42.659852974374)"
"21009901","01/24/2021","18:53","25","M","W","No","209","POINT (-73.740415174498 42.666432008146)"
"20095104","07/30/2020","02:12","34","M","B","No","205","POINT (-73.751921403635 42.650620372849)"
"20072137","06/11/2020","00:21","92","F","B","No",,
"20072169","06/11/2020","02:22","25","F","B","No","209","POINT (-73.740415174498 42.666432008146)"
"20158188","12/08/2020","11:42","31","M","W","No","207","POINT (-73.761586992056 42.663792095488)"
"20158011","12/08/2020","02:53","31","M","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20158873","12/09/2020","22:27","32","M","B","No",,
"20158901","12/10/2020","00:44","57","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20032779","03/07/2020","01:05","33","M","W","No","106","POINT (-73.812625819355 42.665422425667)"
"20054540","05/02/2020","16:16","19","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20095851","07/31/2020","16:58","21","F","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20159510","12/11/2020","11:23","26","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20106575","08/22/2020","18:46","22","M","W","No","206","POINT (-73.753308488287 42.659852974374)"
"20054617","05/02/2020","18:19","30","F","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20062889","05/22/2020","19:46","26","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20062774","05/22/2020","15:56","23","M",,"No","207","POINT (-73.761586992056 42.663792095488)"
"20062829","05/22/2020","17:52","20","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20046122","04/09/2020","09:16","38","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20045858","04/08/2020","15:24","33","M","H","No","103","POINT (-73.776430210341 42.676455086247)"
"20044584","04/04/2020","23:50","31","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20041497","03/26/2020","18:47","24","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20062820","05/22/2020","17:49","30","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20062839","05/22/2020","18:20","20","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20045316","04/07/2020","00:32","25","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20062909","05/22/2020","20:27","40","F","W","No","202","POINT (-73.757813044036 42.644585953194)"
"20159694","12/11/2020","17:33","42","F","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20159966","12/12/2020","09:36","29","M","B","No","203","POINT (-73.781746725049 42.636101731163)"
"20045192","04/06/2020","17:20","23","M","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20045316","04/07/2020","00:32","27","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20045614","04/07/2020","18:42","76","M","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20045614","04/07/2020","18:42","27","M","H","No","104","POINT (-73.794458968403 42.658301503618)"
"20046095","04/09/2020","08:18",,"M",,"No","101","POINT (-73.779431578042 42.666832835593)"
"20062832","05/22/2020","18:00","20","M","H","No","207","POINT (-73.761586992056 42.663792095488)"
"20044836","04/05/2020","19:50","58","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20071582","06/09/2020","18:26","15","F","W","No","208","POINT (-73.757143579235 42.675655301837)"
"20159870","12/12/2020","01:10","19","F","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20054555","05/02/2020","16:36","27","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20077703","06/23/2020","07:53","67","M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20077812","06/23/2020","12:17","19","F","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20078105","06/23/2020","23:06",,"M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20106629","08/22/2020","20:31","19","M","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20126776","10/01/2020","12:04","58","F","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20126617","10/01/2020","05:13","28","M","W","No","104","POINT (-73.794458968403 42.658301503618)"
"20126611","10/01/2020","03:41","56","M","O","No","101","POINT (-73.779431578042 42.666832835593)"
"20127215","10/02/2020","08:43","53","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20127215","10/02/2020","08:43","55","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20127264","10/02/2020","09:48","41","M","I","No",,
"20127572","10/02/2020","22:56","56","M","H","No","101","POINT (-73.779431578042 42.666832835593)"
"20062889","05/22/2020","19:46","23","M","H","No","201","POINT (-73.763909085255 42.628714605775)"
"20062837","05/22/2020","18:12","27","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20062969","05/22/2020","22:56","22","F","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20077780","06/23/2020","10:50","26","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20045614","04/07/2020","18:42","33","M","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20041497","03/26/2020","18:47","23","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20045858","04/08/2020","15:24","34","M","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20062778","05/22/2020","16:25","25","F","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20062755","05/22/2020","14:52","28","M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20062918","05/22/2020","21:02","23","M","B","No","203","POINT (-73.781746725049 42.636101731163)"
"21010351","01/25/2021","20:05","32","M","B","Yes","202","POINT (-73.757813044036 42.644585953194)"
"20161054","12/14/2020","20:35","44","M","B","No",,
"20160845","12/14/2020","10:51","23","M","B","No","110","POINT (-73.848687575844 42.696827302738)"
"20164002","12/21/2020","06:55","65","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20164002","12/21/2020","06:55","41","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20095720","07/31/2020","12:13","29","F","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20164825","12/22/2020","17:48","31","F","W","No","101","POINT (-73.779431578042 42.666832835593)"
"20046753","04/10/2020","22:51","28","F","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20054452","05/02/2020","11:25","54","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20047674","04/13/2020","16:34","26","M","W","No","108","POINT (-73.769417826333 42.666456988125)"
"20077849","06/23/2020","13:29","57","M","B","No","104","POINT (-73.794458968403 42.658301503618)"
"20047274","04/12/2020","14:19","54","F","W","No","105","POINT (-73.817050656525 42.64607074564)"
"20095708","07/31/2020","11:17","21","F","B","No","109","POINT (-73.785056205674 42.655440005232)"
"20063028","05/23/2020","00:09","53","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20063350","05/23/2020","17:01","27","M","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20047674","04/13/2020","16:34","28","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20063302","05/23/2020","15:27","37","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20063272","05/23/2020","14:13","36","M","B","No","207","POINT (-73.761586992056 42.663792095488)"
"20046943","04/11/2020","14:12","42","M","B","No","102","POINT (-73.775051594881 42.652317943495)"
"20063378","05/23/2020","18:11","20","F","B","No","103","POINT (-73.776430210341 42.676455086247)"
"20063302","05/23/2020","15:27","37","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20063150","05/23/2020","08:32","26","F","W","No","109","POINT (-73.785056205674 42.655440005232)"
"20095894","07/31/2020","17:57","31","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20063342","05/23/2020","16:46","35","F","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20063302","05/23/2020","15:27","19","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20063260","05/23/2020","13:28","53","F","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20063308","05/23/2020","15:56","23","M","B","No","108","POINT (-73.769417826333 42.666456988125)"
"20063302","05/23/2020","15:27","19","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20063977","05/25/2020","01:20","57","M","B","No","101","POINT (-73.779431578042 42.666832835593)"
"20064648","05/26/2020","14:24","64","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20064656","05/26/2020","14:47","17","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20064672","05/26/2020","15:40","28","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20164917","12/22/2020","22:00","46","F","B","No","107","POINT (-73.797970248884 42.678839726372)"
"20165560","12/24/2020","10:16","45","M","W","No","102","POINT (-73.775051594881 42.652317943495)"
"20165779","12/24/2020","19:20","35","M","B","No","208","POINT (-73.757143579235 42.675655301837)"
"20166145","12/25/2020","18:55","30","F","W","No","105","POINT (-73.817050656525 42.64607074564)"
"20064695","05/26/2020","16:27","23","M","O","No","103","POINT (-73.776430210341 42.676455086247)"
"20064656","05/26/2020","14:58","17","M","B","No","202","POINT (-73.757813044036 42.644585953194)"
"20064769","05/26/2020","18:34","36","M","H","No","207","POINT (-73.761586992056 42.663792095488)"
"20064598","05/26/2020","12:43","54","M","W","No","107","POINT (-73.797970248884 42.678839726372)"
"20095894","07/31/2020","17:57","31","F","B","No","201","POINT (-73.763909085255 42.628714605775)"
"20107043","08/23/2020","17:13","24","M","W","No","103","POINT (-73.776430210341 42.676455086247)"
