"citation","incident","date","time","age","sex","code","code_description","day","violation_category","priority","patrolzone","patrolzone_xy","last_30_days"
"APD*CB02DK2ZQ1","21117322","2021-09-05T00:00:00.000","03:07am","34","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","SUNDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*0103DK52RP","21117655","2021-09-05T00:00:00.000","11:06pm","22","M","037500300I","FAILURE TO DIM LIGHTS","SUNDAY","All Other","5",,,"false"
"APD*0302DK4RHX","21117620","2021-09-05T00:00:00.000","08:48pm","36","M","118000D0I0","SPEED VIOL  POSTED LIMIT","SUNDAY","SPEEDING","2",,,"false"
"APD*0301DSVWD9","21156526","2021-11-17T00:00:00.000","09:51am","25","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2",,,"false"
"APD*0302FC3H5F","22051754","2022-04-18T00:00:00.000","11:14am","24","F","050900200I","DRIVE MV W/O PROPER LICENSE","MONDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*HQ32F1X64X","21157141","2021-11-18T00:00:00.000","02:21pm","50","M","060001A0I0","OPER LEAVES SCENE OF PROPERTY DAMAGE ACC","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*CS105DLJQW","21124666","2021-09-18T00:00:00.000","11:43pm","33","M","040200100I","REGIS PLATE DISPLAY VIOLATION","SATURDAY","All Other","5","110","POINT (-73.848687575844 42.696827302738)","false"
"APD*0307DSW4ZR","21156591","2021-11-17T00:00:00.000","11:31am","61","M","050900800I","FAIL TO NOTIFY CHANGE OF HOME","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*HQ32F1X6DM","21157141","2021-11-18T00:00:00.000","02:21pm","50","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0307DSW7L4","21156610","2021-11-17T00:00:00.000","12:20pm","69","F","117200A0I0","FAIL TO STOP-STOP SIGN","WEDNESDAY","STOPSIGN","3","102","POINT (-73.775051594881 42.652317943495)","false"
"APD*0307DSW52B","21156591","2021-11-17T00:00:00.000","11:31am","61","M","040100300I","FAIL TO NOTIFY CHNG OF ADDRESS","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*ABS1F1XBS4","21157258","2021-11-18T00:00:00.000","02:21am","39","F","116200000I","UNSAFE MOVEMENT OF STOPPED MV","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0301FC34XM","22051696","2022-04-18T00:00:00.000","08:44am","37","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5",,,"false"
"APD*0302FC4518","22051912","2022-04-18T00:00:00.000","04:11pm","38","F","1225D010I0","FAIL TO SHOW CONVICTION RECORD","MONDAY","All Other","5",,,"false"
"APD*0102FC4BH9","22051945","2022-04-18T00:00:00.000","05:11pm","31","F","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","MONDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0302FC44QK","22051912","2022-04-18T00:00:00.000","04:11pm","38","F","1229C0300I","DRIVER/PASS W/O FRNT SEAT BELT","MONDAY","All Other","5",,,"false"
"APD*0307DSW4FR","21156591","2021-11-17T00:00:00.000","11:31am","61","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*SS10F73795",,"2022-03-11T00:00:00.000","05:25pm","36","M","051101AUM3","AGGRAVATED UNLICENSED OPERATION OF A MOTOR VEHICLE-3RD","FRIDAY","All Other","5",,,"false"
"APD*0302FC459N","22051912","2022-04-18T00:00:00.000","04:11pm","38","F","1229C1B0I0","NO SEAT BELT-BACK SEAT PASS 4-15 YRS","MONDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0302FC4529","22051912","2022-04-18T00:00:00.000","04:11pm","38","F","1229C1B0I0","NO SEAT BELT-BACK SEAT PASS 4-15 YRS","MONDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0302FC3GXT","22051754","2022-04-18T00:00:00.000","11:14am","24","F","030600B00I","OPER MV W/O INSPECT CERTIFICAT","MONDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0206FKGLJ9","22083909","2022-06-17T00:00:00.000","08:32pm","29","F","03750T20I0","EQUI VIO-SIDEWING/SIDE WINDOW/NON/TRANSAPRENT","FRIDAY","All Other","5",,,"false"
"APD*0301FF0HBV",,"2022-05-06T00:00:00.000","06:47am","30","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","FRIDAY","All Other","5",,,"false"
"APD*CS105DRF20","21149432","2021-11-03T00:00:00.000","04:25pm","26","F","120100A0I0","STOP/STAND/PARK VIOL HIGHWAY","WEDNESDAY","All Other","5",,,"false"
"APD*0304F723NX","22033362","2022-03-11T00:00:00.000","12:50pm","45","F","030600B00I","OPER MV W/O INSPECT CERTIFICAT","FRIDAY","All Other","5","103","POINT (-73.776430210341 42.676455086247)","false"
"APD*0307DSW9GR","21156615","2021-11-17T00:00:00.000","12:33pm","55","F","0510007U0M","SUSPENSION/REVOCATION OF LIC & REG","WEDNESDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*0304F3Z84R","22019238","2022-02-10T00:00:00.000","12:26pm","53","F","117200A0I0","FAIL TO STOP-STOP SIGN","THURSDAY","STOPSIGN","3",,,"false"
"APD*HQ32F1X3MX","21157141","2021-11-18T00:00:00.000","02:21pm","50","M","116200000I","UNSAFE MOVEMENT OF STOPPED MV","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*CS105FDZQK","22060449","2022-05-06T00:00:00.000","12:46am","23","F","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","FRIDAY","All Other","5","101","POINT (-73.779431578042 42.666832835593)","false"
"APD*0203DXT5SX",,"2021-12-24T00:00:00.000","08:07am","23","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","FRIDAY","SPEEDING","2",,,"false"
"APD*ABS1F1XCC4","21157258","2021-11-18T00:00:00.000","02:21am","39","F","050900800I","FAIL TO NOTIFY CHANGE OF HOME","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0301FBBW67","22048114","2022-04-11T00:00:00.000","09:48am","20","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5",,,"false"
"APD*0306FBBNBC","22048047","2022-04-11T00:00:00.000","08:05am","40","M","1225D010I0","FAIL TO SHOW CONVICTION RECORD","MONDAY","All Other","5",,,"false"
"APD*HQ32F1X6ZF","21157141","2021-11-18T00:00:00.000","02:21pm","50","M","050900800I","FAIL TO NOTIFY CHANGE OF HOME","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0302FC45HN","22051912","2022-04-18T00:00:00.000","04:11pm","38","F","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","MONDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0202DXV8Q1","21174130","2021-12-24T00:00:00.000","03:34pm","30","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","FRIDAY","All Other","5","205","POINT (-73.751921403635 42.650620372849)","false"
"APD*0308FKH80S","22083589","2022-06-17T00:00:00.000","09:30am","45","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5",,,"false"
"APD*0302FC45DC","22051912","2022-04-18T00:00:00.000","04:11pm","38","F","1229C1B0I0","NO SEAT BELT-BACK SEAT PASS 4-15 YRS","MONDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*0308FKH6JF",,"2022-06-17T00:00:00.000","09:08am","37","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5",,,"false"
"APD*SS10F736SG",,"2022-03-11T00:00:00.000","05:25pm","36","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","FRIDAY","REDLIGHT","1",,,"false"
"APD*0307FGJ2DV","22068198","2022-05-20T00:00:00.000","12:32pm","41","F","030600B00I","OPER MV W/O INSPECT CERTIFICAT","FRIDAY","All Other","5","102","POINT (-73.775051594881 42.652317943495)","false"
"APD*0304F7218S","22033351","2022-03-11T00:00:00.000","12:19pm","50","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","FRIDAY","REDLIGHT","1","208","POINT (-73.757143579235 42.675655301837)","false"
"APD*0999DXVV14",,"2021-12-24T00:00:00.000","09:30pm","32","M","037502A00I","FAILURE TO TURN HEAD LAMPS ON","FRIDAY","All Other","5",,,"false"
"APD*0302F57VQV","22025219","2022-02-22T00:00:00.000","02:07pm","26","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0302F57RC4","22025196","2022-02-22T00:00:00.000","01:18pm","62","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","TUESDAY","All Other","5","108","POINT (-73.769417826333 42.666456988125)","false"
"APD*CB02DK301C","21117322","2021-09-05T00:00:00.000","03:07am","34","M","051101AUM3","AGGRAVATED UNLICENSED OPERATION OF A MOTOR VEHICLE-3RD","SUNDAY","All Other","5","204","POINT (-73.764880997752 42.650626996415)","false"
"APD*HQ32F1X69H","21157141","2021-11-18T00:00:00.000","02:21pm","50","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0306FBBMC7","22048033","2022-04-11T00:00:00.000","07:50am","24","F","1225D010I0","FAIL TO SHOW CONVICTION RECORD","MONDAY","All Other","5",,,"false"
"APD*0302F57FQ3","22025115","2022-02-22T00:00:00.000","10:56am","22","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0301F57TV0","22025217","2022-02-22T00:00:00.000","01:57pm","46","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5",,,"false"
"APD*0103DK4RH4","21117616","2021-09-05T00:00:00.000","08:52pm","20","M","037502A00I","FAILURE TO TURN HEAD LAMPS ON","SUNDAY","All Other","5",,,"false"
"APD*0103DXV6KD","21174126","2021-12-24T00:00:00.000","04:00pm","37","F","240402A0I0","ATV VIOL:FAIL TO STOP","FRIDAY","All Other","5","103","POINT (-73.776430210341 42.676455086247)","false"
"APD*0307DSW6L4","21156601","2021-11-17T00:00:00.000","12:05pm","30","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2",,,"false"
"APD*0306FBBDVS","22048004","2022-04-11T00:00:00.000","06:10am","57","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","MONDAY","All Other","5",,,"false"
"APD*HQ32F1X75V","21157141","2021-11-18T00:00:00.000","02:21pm","50","M","040100300I","FAIL TO NOTIFY CHNG OF ADDRESS","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*ABS1F1XCDL","21157258","2021-11-18T00:00:00.000","02:21am","39","F","040100300I","FAIL TO NOTIFY CHNG OF ADDRESS","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*ABS1F1XC7X","21157258","2021-11-18T00:00:00.000","02:21am","39","F","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*HQ32F1X611","21157141","2021-11-18T00:00:00.000","02:21pm","50","M","121100A0I0","UNSAFE BACKING OF VEHICLE","THURSDAY","All Other","5","207","POINT (-73.761586992056 42.663792095488)","false"
"APD*0301DLWBV3","21126460","2021-09-22T00:00:00.000","07:13am","50","M","120100A0I0","STOP/STAND/PARK VIOL HIGHWAY","WEDNESDAY","All Other","5",,,"false"
"APD*0307F0MQMZ","22004331","2022-01-10T00:00:00.000","10:09am","33","F","118000D0I0","SPEED VIOL  POSTED LIMIT","MONDAY","SPEEDING","2",,,"false"
"APD*0306F62R59","22028882","2022-03-02T00:00:00.000","08:47am","40","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5",,,"false"
"APD*0306FBBGF2","22048010","2022-04-11T00:00:00.000","06:34am","26","M","118000D0I0","SPEED VIOL  POSTED LIMIT","MONDAY","SPEEDING","2","107","POINT (-73.797970248884 42.678839726372)","false"
"APD*0102FBD27C","22048386","2022-04-11T00:00:00.000","06:33pm","23","F","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","MONDAY","All Other","5",,,"false"
"APD*0306FBC2CR","22048136","2022-04-11T00:00:00.000","11:05am","24","F","112900A0I0","FOLLOWING TOO CLOSE","MONDAY","All Other","5",,,"false"
"APD*TS03DWVGD4","21169764","2021-12-15T00:00:00.000","09:36am","18","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5",,,"false"
"APD*0306FBC07Z","22048139","2022-04-11T00:00:00.000","10:31am","30","M","03750T10I0","EQUIP VIOL-FRONT WINDSHIELD NON/TRANSPARENT","MONDAY","All Other","5",,,"false"
"APD*0302FBC82Z","22048189","2022-04-11T00:00:00.000","12:23pm","26","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","MONDAY","All Other","5","208","POINT (-73.757143579235 42.675655301837)","false"
"APD*CSP15FBDD8","22048483","2022-04-11T00:00:00.000","07:15pm","26","M","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","MONDAY","All Other","5","101","POINT (-73.779431578042 42.666832835593)","false"
