"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","patrolzone","patrolzonexy"
"APD*220001144","22032144","2022-06-29T00:00:00.000","10:27","55","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000080","22006672","2022-01-15T00:00:00.000","03:56","36","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220001081","22085349","2022-06-21T00:00:00.000","00:33","29","M","W","N","PL","PL 265.02   07    DF3","CRIM POSS WEAP 3RD-ASSLT RIFLE","C","Complaint","false","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220000380","22029772","2022-03-03T00:00:00.000","17:39","26","M","B","N","PL","PL 120.00   02    AM3","ASLT  RECKLSLY CAUSE PHYS INJRY","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220001001","22059435","2022-06-06T00:00:00.000","12:45","50","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000774","22043233","2022-05-03T00:00:00.000","20:07","21","F","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001008","22077810","2022-06-06T00:00:00.000","22:33","18","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220001269","22097024","2022-07-15T00:00:00.000","11:00","18","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002138","21117363","2021-11-12T00:00:00.000","13:00","30","M","B","N","PL","PL 240.30   1A    AM2","AGG HARASSMENT-2:PHONE/TELEGRAPH/WRITE/PERSON TO ANNOY/ALARM","C","Arrest Warrant","false","Albany","NY",,
"APD*220000412","22031962","2022-03-08T00:00:00.000","13:39","25","M","W","N","PL","PL 121.11         AM0","CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000361","22006467","2022-03-01T00:00:00.000","10:00","31","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001506","21017022","2022-08-15T00:00:00.000","16:11","60","M","B","N","PL","PL 155.30   04    EF4","GRAND LARCENY 4  CREDIT CARD","C","Arrest Warrant","true","Albany","NY","104","POINT (-73.794458968403 42.658301503618)"
"APD*220000403","22031097","2022-03-06T00:00:00.000","20:39","33","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000772","22058871","2022-05-03T00:00:00.000","04:05","20","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY",,
"APD*220000999","22077420","2022-06-06T00:00:00.000","10:05","33","M","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000662","21135427","2022-04-15T00:00:00.000","01:36","27","F","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Arrest Warrant","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000771","21148846","2022-05-03T00:00:00.000","04:25","20","M","B","N","PL","PL 245.15         AM0","UNLAWFUL DISSEMINATION OR PUB OF AN INTIMATE IMAGE","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000995","22077246","2022-06-06T00:00:00.000","00:04","18","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220001544","22119612","2022-08-22T00:00:00.000","01:02","37","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","true","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220000081","22006834","2022-01-15T00:00:00.000","14:11","26","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","203","POINT (-73.781746725049 42.636101731163)"
"APD*220001459","22112696","2022-08-09T00:00:00.000","17:34","38","F","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","true","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220001235","22096409","2022-07-10T00:00:00.000","21:17","34","M","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000135","22011885","2022-01-25T00:00:00.000","22:25","38","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220001007","22051984","2022-06-06T00:00:00.000","22:33","19","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Complaint","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000133","22011400","2022-01-25T00:00:00.000","02:04","30","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000210","22016132","2022-02-04T00:00:00.000","02:10","24","F","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001463","22112825","2022-08-09T00:00:00.000","21:41","53","M","W","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","true","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220000461","22036293","2022-03-17T00:00:00.000","21:26","43","F","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220000462","22036304","2022-03-17T00:00:00.000","23:20","18","F","W","H","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000585","22046446","2022-04-07T00:00:00.000","20:01","29","M","W","N","PL","PL 220.09   04    CF4","CRIM POSS STIMULANT","C","Crime in Progress","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220000599","22047572","2022-04-10T00:00:00.000","01:12","28","F","B","N","PL","PL 220.16   06    BF3","CRIM POSS HALLUC W/INT/SELL","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000575","21157800","2022-04-06T00:00:00.000","09:42","30","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000262","22020326","2022-02-12T00:00:00.000","08:26","29","M","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","110","POINT (-73.848687575844 42.696827302738)"
"APD*220000260","22020277","2022-02-12T00:00:00.000","05:02","33","M","W","N","PL","PL 130.35   01    BF1","RAPE INTRCRSE FORCIBLE COMPLSN","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000264","22020412","2022-02-12T00:00:00.000","12:35","43","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Complaint","false","Albany","NY","104","POINT (-73.794458968403 42.658301503618)"
"APD*220000460","22036111","2022-03-17T00:00:00.000","14:22","34","M","B","U","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV",,"Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000263","22020355","2022-02-12T00:00:00.000","11:30","29","M","I","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000258","22013027","2022-02-12T00:00:00.000","02:47","37","M","W","N","PL","PL 121.11         AM0","CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION","C","Arrest Warrant","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220001494","22115234","2022-08-14T00:00:00.000","02:30","22","M","B","N","PL","PL 140.30   02    BF1","BURG/ILL NIGHT ENTRY CAUS INJ","C","Crime in Progress","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220001549","22120216","2022-08-22T00:00:00.000","22:34","23","M","W","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING",,"Crime in Progress","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220001496","22115582","2022-08-14T00:00:00.000","21:20","43","F","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000421","22032610","2022-03-09T00:00:00.000","23:10","20","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220001236","22096432","2022-07-10T00:00:00.000","22:35","34","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*210001773","21103216","2021-09-26T00:00:00.000","01:55","24","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000259","22020228","2022-02-12T00:00:00.000","03:27","56","M","W","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE",,"Complaint","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220001335","22103386","2022-07-23T00:00:00.000","13:01","52","F","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","A","Crime in Progress","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220000665","22034838","2022-04-15T00:00:00.000","19:03","54","M","H","H","PL","PL 160.15   04    BF1","ROB 1ST/DISPLAY FIREARM","C","Complaint","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*210001852","21133625","2021-10-04T00:00:00.000","21:45","46","F","B","U","PL","PL 240.20   01    0V0","DIS/CON  FIGHT/VIOLENT BEHAVIOR","C","Crime in Progress","false","Albany","NY","203","POINT (-73.781746725049 42.636101731163)"
"APD*220001052","22082041","2022-06-14T00:00:00.000","16:12","25","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220001464","22112832","2022-08-09T00:00:00.000","22:16","18","M","B","N","PL","PL 205.30         AM0","RESISTING ARREST","C","Crime in Progress","true","Albany","NY","209","POINT (-73.740415174498 42.666432008146)"
"APD*220001336","22103453","2022-07-23T00:00:00.000","16:03","30","F","W","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Complaint","false","Albany","NY","203","POINT (-73.781746725049 42.636101731163)"
"APD*220001002","22077490","2022-06-06T00:00:00.000","12:25","51","M","B","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Crime in Progress","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220001005","22077798","2022-06-06T00:00:00.000","21:47","28","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000663","22050368","2022-04-15T00:00:00.000","08:09","34","F","B","N","PL","PL 205.55         AM3","HINDERING PROSECUTION-3RD","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000212","22009836","2022-02-04T00:00:00.000","17:15","52","M","B","N","PL","PL 130.25   02    EF3","RAPE  INTRCRSE  FEM LESS THAN 17,M GREATER THAN 21","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000826","22062207","2022-05-11T00:00:00.000","19:20","34","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000994","22077246","2022-06-06T00:00:00.000","00:04","25","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220001050","22081858","2022-06-14T00:00:00.000","11:43","34","F","W","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Complaint","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220000144","22009754","2022-01-26T00:00:00.000","14:15","20","M","W","H","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001004","22051984","2022-06-06T00:00:00.000","17:08","18","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Complaint","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220001141","21163142","2022-06-29T00:00:00.000","08:18","48","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000214","21111271","2022-02-04T00:00:00.000","17:15","52","M","B","N","PL","PL 155.35   01    DF3","GRAND LARCENY 3RD DEGREE: PROPERTY VALUE EXCEEDS $3000","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000664","22050732","2022-04-15T00:00:00.000","19:42","25","M","H","H","PL","PL 165.45   01    EF4","CPSP-4 PROPERTY VALUE GREATER THAN $1000","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000998","22077371","2022-06-06T00:00:00.000","08:52","52","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*210001782","21125018","2021-09-26T00:00:00.000","18:10","25","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210001521","21115684","2021-09-02T00:00:00.000","10:44","48","M","O","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000457","22035892","2022-03-17T00:00:00.000","04:17","25","F","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220001147","22089889","2022-06-29T00:00:00.000","10:41","28","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210001844","21133169","2021-10-04T00:00:00.000","01:08","23","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Order of Protection","false","Albany","NY","203","POINT (-73.781746725049 42.636101731163)"
"APD*220000666","22050776","2022-04-15T00:00:00.000","21:36","54","M","H","H","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000993","22077234","2022-06-06T00:00:00.000","00:04","18","M","B","N","PL","PL 160.10   01    CF2","ROBBERY 2ND/AIDED BY ANOTHER","C","Complaint","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*210001519","21114926","2021-09-02T00:00:00.000","12:00","45","M","W","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220001172","22091461","2022-07-02T00:00:00.000","01:00","30","F","H","H","PL","PL 220.09   01    CF4","CRIM POSS NARCO DRUG","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000391","22030406","2022-03-05T00:00:00.000","09:15","39","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002333","21162996","2021-12-14T00:00:00.000","11:00","30","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210002054","21145938","2021-10-28T00:00:00.000","01:49","41","M","W","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Complaint","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*220001006","22077810","2022-06-06T00:00:00.000","22:33","19","M","B","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000364","22028558","2022-03-01T00:00:00.000","14:30","21","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000369","22010772","2022-03-02T00:00:00.000","12:18","52","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Arrest Warrant","false","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
"APD*210001607","21119669","2021-09-09T00:00:00.000","18:31","48","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000803","22062113","2022-05-09T00:00:00.000","14:15","44","F","B","N","PL","PL 270.05   02    BM0","UNLAW POSSESS NOXIOUS MATTER","C","Crime in Progress","false","Albany","NY","209","POINT (-73.740415174498 42.666432008146)"
"APD*220000814","22062842","2022-05-10T00:00:00.000","17:50","38","F","W","N","PL","PL 140.10         BM3","CRIMINAL TRESPASS 3RD","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220001094","22086323","2022-06-22T00:00:00.000","19:41","35","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Other","false","Albany","NY","209","POINT (-73.740415174498 42.666432008146)"
"APD*220001086","22085932","2022-06-22T00:00:00.000","05:58","52","M","W","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND",,"Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000213","21171754","2022-02-04T00:00:00.000","16:45","52","M","B","N","PL","PL 165.50         DF3","CRIM POSS STLN PROP GREATER THAN $3000","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000215","22016459","2022-02-04T00:00:00.000","21:06","40","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Complaint","false","Albany","NY","203","POINT (-73.781746725049 42.636101731163)"
"APD*220000386","20080612","2022-03-04T00:00:00.000","06:00","25","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Arrest Warrant","false","Albany","NY",,
"APD*220001471","22112734","2022-08-10T00:00:00.000","18:31","36","M","B","N","PL","PL 145.10         DF2","CRIMINAL MISCHIEF - 2ND","C","Complaint","true","Albany","NY",,
"APD*220000880","22069494","2022-05-22T00:00:00.000","22:15","25","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220000949","22073643","2022-05-30T00:00:00.000","16:40","22","F","W","N","PL","PL 160.10   01    CF2","ROBBERY 2ND/AIDED BY ANOTHER","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220001466","6433284","2022-08-10T00:00:00.000","09:15","19","M","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","true","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000331","22025405","2022-02-22T00:00:00.000","22:51","19","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220001145","22089846","2022-06-29T00:00:00.000","10:27","55","M","B","N","PL","PL 220.16   12    BF3","CRIM POSS CONTR SUB/NARCO","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000823","22063283","2022-05-11T00:00:00.000","14:46","33","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*210001597","19090044","2021-09-09T00:00:00.000","11:22","24","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Arrest Warrant","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220001146","22086121","2022-06-29T00:00:00.000","10:41","28","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000324","21110282","2022-02-22T00:00:00.000","11:48","24","F","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000670","22051031","2022-04-16T00:00:00.000","15:05","19","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY",,
"APD*220001150","22090094","2022-06-29T00:00:00.000","17:09","25","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST",,"Crime in Progress","false","Albany","NY","204","POINT (-73.764880997752 42.650626996415)"
"APD*220001142","21155138","2022-06-29T00:00:00.000","08:18","48","M","B","N","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000323","20092514","2022-02-22T00:00:00.000","11:48","24","F","B","N","PL","PL 240.30   01A   AM2","AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000325","20111509","2022-02-22T00:00:00.000","11:48","24","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*210001610","21119665","2021-09-09T00:00:00.000","18:26","35","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001380","22106856","2022-07-29T00:00:00.000","20:34","34","M","B","N","PL","PL 240.20   05    0V0","DIS/CON  OBSTRUCTING TRAFFIC","C","Crime in Progress","true","Albany","NY","106","POINT (-73.812625819355 42.665422425667)"
"APD*210001989","21142241","2021-10-20T00:00:00.000","21:33","43","M","W","N","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV","C","Order of Protection","false","Albany","NY","209","POINT (-73.740415174498 42.666432008146)"
"APD*220001087","22085966","2022-06-22T00:00:00.000","08:39","20","M","B","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220001088","22083017","2022-06-22T00:00:00.000","12:40","21","F","B","N","PL","PL 155.40   01    CF2","GR LARC 2-PROPTY VALUE GREATER THAN $50000","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000805","22062334","2022-05-09T00:00:00.000","20:15","33","F","B","N","PL","PL 165.15   03    AM0","INTENT/FRAUD OBT TRANS W/O PAY","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000529","22041583","2022-03-28T00:00:00.000","20:53","41","F","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","102","POINT (-73.775051594881 42.652317943495)"
"APD*220001148","22089852","2022-06-29T00:00:00.000","10:41","28","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000778","22059855","2022-05-04T00:00:00.000","21:09","31","M","B","N","PL","PL 160.10   02    CF2","ROB-2/PHY INJ OR DISP FRARM","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001152","19057635","2022-06-29T00:00:00.000","21:31","35","F","W","H","PL","PL 140.20         DF3","BURGLARY 3RD","C","Arrest Warrant","false","Albany","NY","103","POINT (-73.776430210341 42.676455086247)"
"APD*220000321","22017591","2022-02-22T00:00:00.000","09:00","31","F","H","U","PL","PL 120.00   02    AM3","ASLT  RECKLSLY CAUSE PHYS INJRY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000777","22059794","2022-05-04T00:00:00.000","21:09","31","M","B","N","PL","PL 160.10   02    CF2","ROB-2/PHY INJ OR DISP FRARM","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000465","21056264","2022-03-18T00:00:00.000","09:44","38","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000468","22022085","2022-03-18T00:00:00.000","16:00","45","M","W","N","PL","PL 145.00   03    AM4","CRIM MIS RCKLS PROP DAM GREATER THAN $250","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000467","22018076","2022-03-18T00:00:00.000","17:05","43","M","B","N","PL","PL 160.10   02    CF2","ROB-2/PHY INJ OR DISP FRARM","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
