"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","patrolzone","patrolzonexy"
"APD*220000616","22048621","2022-04-12T00:00:00.000","03:00","38","F","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000112","22009827","2022-01-21T00:00:00.000","15:59","32","F","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000114","21141943","2022-01-21T00:00:00.000","19:23","32","F","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001537","22119009","2022-08-20T00:00:00.000","19:58","46","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","true","Albany","NY","106","POINT (-73.812625819355 42.665422425667)"
"APD*220000925","22071456","2022-05-26T00:00:00.000","11:02","18","F","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000110","21072145","2022-01-21T00:00:00.000","14:18","30","M","W","N","PL","PL 240.30   02    AM2","AGG/HAR PHONE W/O LEGIT COMMUNICATIONS","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000856","22066757","2022-05-17T00:00:00.000","17:42","51","M","B","N","PL","PL 245.00   A     BM0","PUBLIC LEWDNESS-EXPOSE ONE'S PRIVATE PARTS IN A PUBLIC PLACE","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220001033","22079647","2022-06-10T00:00:00.000","02:38","38","F","W","N","PL","PL 190.25   01    AM2","CRIM IMPERS  ANOTHR PERS W/INT","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220001035","19165844","2022-06-10T00:00:00.000","14:40","20","M","W","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000550","22043727","2022-04-01T00:00:00.000","23:49","35","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001439","22101388","2022-08-07T00:00:00.000","13:37","47","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220001434","22100977","2022-08-07T00:00:00.000","13:37","47","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220001212","22087418","2022-07-08T00:00:00.000","09:00","42","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000626","22048851","2022-04-12T00:00:00.000","13:56","42","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000628","22049027","2022-04-12T00:00:00.000","20:17","63","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220001488","22114629","2022-08-12T00:00:00.000","22:30","36","F","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","true","Albany","NY",,
"APD*220000620","21093822","2022-04-12T00:00:00.000","06:00","63","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Crime in Progress","false","Albany","NY",,
"APD*210002360","21171673","2021-12-19T00:00:00.000","03:45","32","M","B","N","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*220000186","20128325","2022-01-31T00:00:00.000","20:00","30","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001437","22111492","2022-08-07T00:00:00.000","13:32","47","M","H","H","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Complaint","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000629","22049033","2022-04-12T00:00:00.000","21:18","32","M","B","N","PL","PL 155.30   05    EF4","GR LAR 4 PROPERTY FROM PERSON","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000304","22023455","2022-02-18T00:00:00.000","16:20","32","F","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*210002206","21096004","2021-11-21T00:00:00.000","20:15","39","F","W","N","PL","PL 155.30   01    EF4","GR LAR 4-VALUE PROPERTY GREATER THAN $1000","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000181","22014297","2022-01-31T00:00:00.000","10:10","32","M","B","N","PL","PL 121.12         DF2","STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ","C","Complaint","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220000624","22039215","2022-04-12T00:00:00.000","08:28","42","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Crime in Progress","false","Albany","NY",,
"APD*220001441","22111700","2022-08-07T00:00:00.000","21:42","25","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","104","POINT (-73.794458968403 42.658301503618)"
"APD*220001485","22114310","2022-08-12T00:00:00.000","12:39","53","M","W","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","true","Albany","NY","107","POINT (-73.797970248884 42.678839726372)"
"APD*220000696","22053069","2022-04-21T00:00:00.000","09:30","27","M","B","N","PL","PL 215.40         EF0","TAMPER WITH PHYSICAL EVIDENCE","C","Crime in Progress","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001319","22102324","2022-07-21T00:00:00.000","16:45","43","M","W","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000989","22075928","2022-06-03T00:00:00.000","12:46","36","M","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","104","POINT (-73.794458968403 42.658301503618)"
"APD*220000974","22075771","2022-06-03T00:00:00.000","09:41","19","M","B","N","PL","PL 165.40         AM5","CRIM POSSESSION STOLN PROP 5TH","C","Crime in Progress","false","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000185","20168414","2022-01-31T00:00:00.000","15:30","40","M","B","N","PL","PL 240.30   01B   AM2","AGG/HAR 2 CAUSES COMM. TO BE INITIATED","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000184","20165783","2022-01-31T00:00:00.000","15:05","40","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000509","22010700","2022-03-24T00:00:00.000","19:00","38","F","W","N","PL","PL 155.30   08    EF4","GRAND LARCENY  AUTO OVER $100","C","Complaint","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220001435","22102271","2022-08-07T00:00:00.000","13:37","47","M","H","H","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Complaint","true","Albany","NY","101","POINT (-73.779431578042 42.666832835593)"
"APD*220000511","22025865","2022-03-24T00:00:00.000","22:07","41","M","B","N","PL","PL 125.25   01    AF2","MURDER  INTENTION","A","Complaint","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000183","22014337","2022-01-31T00:00:00.000","11:20","40","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","201","POINT (-73.763909085255 42.628714605775)"
"APD*210002373","21169570","2021-12-22T00:00:00.000","06:32","20","M","B","N","PL","PL 160.15   03    BF1","ROB  FORCBLE THEFT W/USE-INSTRM","C","Complaint","false","Albany","NY","109","POINT (-73.785056205674 42.655440005232)"
"APD*220000512","22039759","2022-03-24T00:00:00.000","22:07","41","M","B","N","PL","PL 265.02   03    DF3","CRIM POSS WEAP DEFACE/CONCEAL","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*210002377","21160564","2021-12-22T00:00:00.000","10:35","35","F","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","false","Albany","NY","202","POINT (-73.757813044036 42.644585953194)"
"APD*220000180","22014181","2022-01-31T00:00:00.000","02:59","34","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000242","22018074","2022-02-08T00:00:00.000","10:03","45","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","207","POINT (-73.761586992056 42.663792095488)"
"APD*220000057","22005118","2022-01-11T00:00:00.000","20:00","60","F","B","N","PL","PL 220.09   01    CF4","CRIM POSS NARCO DRUG","C","Crime in Progress","false","Albany","NY","108","POINT (-73.769417826333 42.666456988125)"
"APD*220001536","22118980","2022-08-20T00:00:00.000","19:39","55","M","B","N","PL","PL 120.00         AM3","ASSAULT 3RD - SECTION","C","Crime in Progress","true","Albany","NY","206","POINT (-73.753308488287 42.659852974374)"
