"arrestid","incident","arrestdate","arresttime","age","sex","race","ethnicity","law","crimelongid","codedescription","attempt","arresttype","last_30_days","city","state","neighborhood","neighborhoodxy"
"APD*220001242","22096936","2022-07-11T00:00:00.000","21:55","25","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000560","21125130","2022-04-04T00:00:00.000","10:15","27","M","B","N","PL","PL 125.25   01    AF2","MURDER  INTENTION","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000563","22044961","2022-04-04T00:00:00.000","21:42","54","M","B","U","PL","PL 265.03   03    CF2","CPW-2ND: LOADED FIREARM","C","Crime in Progress","false","Albany","NY",,
"APD*210001706","21125001","2021-09-19T00:00:00.000","18:00","21","F","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001240","22096603","2022-07-11T00:00:00.000","11:28","30","M","B","N","PL","PL 220.09   01    CF4","CRIM POSS NARCO DRUG","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000207","22015891","2022-02-03T00:00:00.000","15:39","40","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220000463","22021451","2022-03-18T00:00:00.000","08:30","34","F","H","H","PL","PL 240.26   01    0V2","HARRASSMENT 2ND- PHY CONTACT","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000206","21155811","2022-02-03T00:00:00.000","11:19","29","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001465","22112958","2022-08-10T00:00:00.000","05:26","20","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001241","22096863","2022-07-11T00:00:00.000","19:36","25","M","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Complaint","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000467","22018076","2022-03-18T00:00:00.000","17:05","43","M","B","N","PL","PL 160.10   02    CF2","ROB-2/PHY INJ OR DISP FRARM","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001473","22113423","2022-08-10T00:00:00.000","22:12","53","M","B","N","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","true","Albany","NY",,
"APD*210001917","21138132","2021-10-13T00:00:00.000","10:25","22","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001088","22083017","2022-06-22T00:00:00.000","12:40","21","F","B","N","PL","PL 155.40   01    CF2","GR LARC 2-PROPTY VALUE GREATER THAN $50000","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001275","22099436","2022-07-16T00:00:00.000","16:10","29","M","W","U","PL","PL 215.52   01    DF0","AGGRAV CRIM CONTEMPT:VIOL ORDER PROTECTION-CAUSE PHYS INJURY","C","Order of Protection","false","Albany","NY","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*220001087","22085966","2022-06-22T00:00:00.000","08:39","20","M","B","N","PL","PL 121.11   A     AM0","OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000594","22047386","2022-04-09T00:00:00.000","19:19","27","M","B","H","PL","PL 145.00   01    AM4","CRIM MIS INTENT DAMAGE PROPRTY","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000154","22011659","2022-01-27T00:00:00.000","09:25","28","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001055","22082013","2022-06-14T00:00:00.000","15:20","32","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*210002074","21123266","2021-11-01T00:00:00.000","11:46","27","M","B","N","PL","PL 155.35   01    DF3","GRAND LARCENY 3RD DEGREE: PROPERTY VALUE EXCEEDS $3000","C","Crime in Progress","false","Albany","NY",,
"APD*220000778","22059855","2022-05-04T00:00:00.000","21:09","31","M","B","N","PL","PL 160.10   02    CF2","ROB-2/PHY INJ OR DISP FRARM","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001503","22115773","2022-08-15T00:00:00.000","09:57","24","M","B","H","PL","PL 215.56         EF2","BAIL JUMPING 2ND DEGREE","C","Complaint","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000533","22042061","2022-03-29T00:00:00.000","21:27","67","F","B","N","PL","PL 140.15         AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220001050","22081858","2022-06-14T00:00:00.000","11:43","34","F","W","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Complaint","false","Albany","NY",,
"APD*220001505","22116014","2022-08-15T00:00:00.000","16:11","60","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000837","22064807","2022-05-14T00:00:00.000","03:31","43","M","B","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220000532","22042070","2022-03-29T00:00:00.000","20:42","40","M","B","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001161","22090867","2022-06-30T00:00:00.000","20:40","35","F","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001338","22103697","2022-07-24T00:00:00.000","02:16","26","M","B","N","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220000888","22028754","2022-05-23T00:00:00.000","17:00","30","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001558","22120671","2022-08-23T00:00:00.000","20:29","35","F","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY",,"Crime in Progress","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000580","22046025","2022-04-07T00:00:00.000","00:35","63","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Order of Protection","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000208","22016080","2022-02-03T00:00:00.000","22:48","39","M","W","N","PL","PL 220.03         AM7","CRIM POSS CONTRL SUBST","C","Crime in Progress","false","Albany","NY","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*220000586","22035895","2022-04-07T00:00:00.000","23:44","25","M","B","N","PL","PL 121.12         DF2","STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ","C","Arrest Warrant","false","Albany","NY",,
"APD*210001804","21130485","2021-09-29T00:00:00.000","09:52","18","M","B","N","PL","PL 220.06   05    DF5","CRIM POSS CONTL SUB COCAINE","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000127","21171974","2022-01-24T00:00:00.000","21:11","33","M","B","N","PL","PL 125.25   02    AF2","MURDER/DEPRAVED INDIFFERENCE","A","Complaint","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*220000836","21117272","2022-05-14T00:00:00.000","03:03","38","M","O","N","PL","PL 155.30   01    EF4","GR LAR 4-VALUE PROPERTY GREATER THAN $1000","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001610","22123401","2022-08-28T00:00:00.000","19:36","34","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","true","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220001092","22086250","2022-06-22T00:00:00.000","17:52","41","M","B","N","PL","PL 140.15   01    AM2","CRIMINAL TRESPASS 2ND","C","Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000776","22059799","2022-05-04T00:00:00.000","20:30","36","M","O","H","PL","PL 140.05         0V0","TRESPASS","C","Crime in Progress","false","Albany","NY",,
"APD*220000596","22047509","2022-04-09T00:00:00.000","23:25","28","F","B","N","PL","PL 265.03   01B   CF2","CRIMINAL POSSESSION OF A WEAPON-2ND DEGREE: LOADED FIREARM","C","Crime in Progress","false","Albany","NY","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"APD*220001557","22120671","2022-08-23T00:00:00.000","20:29","31","F","W","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY",,"Crime in Progress","true","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220000900","22070599","2022-05-24T00:00:00.000","22:02","33","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*210001802","21130332","2021-09-29T00:00:00.000","02:12","42","M","B","N","PL","PL 215.51   C     EF1","CRIM CONTEMPT 1/PRIOR CONV","C","Crime in Progress","false","Albany","NY",,
"APD*220000600","22044446","2022-04-10T00:00:00.000","05:52","40","M","B","N","PL","PL 215.51   BIV   EF1","CRIM CONTEMPT-1ST-TELEPHONES","C","Arrest Warrant","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000597","22047585","2022-04-10T00:00:00.000","02:04","40","M","B","N","PL","PL 220.16   11    BF3","CRIM POSS HALLUCINOGENIC SUBST","C","Crime in Progress","false","Albany","NY","Ten Broeck Triangle Preservation League","POINT (-73.7511999486 42.656937257)"
"APD*220000887","22069593","2022-05-23T00:00:00.000","06:00","22","M","B","N","PL","PL 220.16   12    BF3","CRIM POSS CONTR SUB/NARCO","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000269","22020995","2022-02-13T00:00:00.000","16:35","44","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Complaint","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001551","22074057","2022-08-23T00:00:00.000","09:10","26","M","B","N","PL","PL 125.25   01    AF2","MURDER  INTENTION","C","Indictment Warrant","true","Albany","NY","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*220001607","22123320","2022-08-28T00:00:00.000","16:50","48","M","W","N","PL","PL 140.05         0V0","TRESPASS","C","Crime in Progress","true","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*210001870","21134663","2021-10-06T00:00:00.000","20:59","24","F","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*220001153","22090337","2022-06-30T00:00:00.000","01:44","27","M","B","N","PL","PL 121.11         AM0","CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION","C","Complaint","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*210001915","19028341","2021-10-13T00:00:00.000","02:00","46","F","W","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY",,
"APD*210001624","21066801","2021-09-10T00:00:00.000","23:32","53","F","B","N","PL","PL 140.05         0V0","TRESPASS","C","Arrest Warrant","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220001383","22107146","2022-07-30T00:00:00.000","13:14","28","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY",,"Crime in Progress","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001165","22090880","2022-06-30T00:00:00.000","21:47","42","M","W","N","PL","PL 150.01         AM5","ARSON 5TH INTENT DAMAGE PROPERTY","C","Complaint","false","Albany","NY",,
"APD*220000584","22046213","2022-04-07T00:00:00.000","11:32","22","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220001554","22120403","2022-08-23T00:00:00.000","12:34","33","M","W","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250",,"Complaint","true","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000602","22047615","2022-04-10T00:00:00.000","05:52","40","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000593","22047209","2022-04-09T00:00:00.000","11:13","27","F","W","N","PL","PL 155.35         DF3","GRAND LARCENY 3 VALUE GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000599","22047572","2022-04-10T00:00:00.000","01:12","28","F","B","N","PL","PL 220.16   06    BF3","CRIM POSS HALLUC W/INT/SELL","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001155","22090632","2022-06-30T00:00:00.000","13:21","55","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY",,
"APD*220001010","22077593","2022-06-07T00:00:00.000","09:00","20","F","W","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220001479","22113995","2022-08-11T00:00:00.000","21:01","34","F","W","N","PL","PL 120.20         AM2","RECKLESS ENDANGERMENT 2ND","C","Crime in Progress","true","Albany","NY","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*220000271","22020447","2022-02-13T00:00:00.000","20:30","34","M","B","N","PL","PL 160.10   02    CF2","ROB-2/PHY INJ OR DISP FRARM","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001009","22078047","2022-06-07T00:00:00.000","09:00","34","F","B","N","PL","PL 205.30         AM0","RESISTING ARREST","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001861","21134191","2021-10-06T00:00:00.000","04:01","58","M","B","N","PL","PL 140.05         0V0","TRESPASS","C","Crime in Progress","false","Albany","NY","West End","POINT (-73.7781040852 42.6749695802)"
"APD*220000582","22046190","2022-04-07T00:00:00.000","10:19","22","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000589","22046941","2022-04-08T00:00:00.000","18:31","23","F","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220001552","22120405","2022-08-23T00:00:00.000","10:41","31","M","B","N","PL","PL 215.51   BV    EF1","CRIM CONTEMPT-1ST-PHY CONTACT","C","Order of Protection","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000777","22059794","2022-05-04T00:00:00.000","21:09","31","M","B","N","PL","PL 160.10   02    CF2","ROB-2/PHY INJ OR DISP FRARM","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210002185","21156939","2021-11-18T00:00:00.000","05:44","32","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY",,
"APD*220001162","22090867","2022-06-30T00:00:00.000","20:33","37","M","B","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001157","22090711","2022-06-30T00:00:00.000","15:23","24","F","B","N","PL","PL 240.20   01    0V0","DIS/CON  FIGHT/VIOLENT BEHAVIOR","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220001160","22090819","2022-06-30T00:00:00.000","18:47","27","M","B","N","PL","PL 195.05         AM2","OBSTRUCT GOVERNMENTL ADMIN 2ND","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000838","22064805","2022-05-14T00:00:00.000","03:32","29","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220000839","22064805","2022-05-14T00:00:00.000","03:32","31","F","B","N","PL","PL 265.02   08    DF3","CRIM POSS WEAP 3RD-AMMO CLIP","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220001341","22103714","2022-07-24T00:00:00.000","03:15","36","M","B","N","PL","PL 220.16   10    BF3","CRIM POSS HALLUCINOGEN","C","Crime in Progress","false","Albany","NY","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*220000715","22055358","2022-04-25T00:00:00.000","22:03","25","M","B","N","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220000564","22045004","2022-04-05T00:00:00.000","00:45","63","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001343","22104144","2022-07-24T00:00:00.000","23:01","55","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY",,"Complaint","false","Albany","NY","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*220001057","21159998","2022-06-15T00:00:00.000","09:54","58","M","U","N","PL","PL 155.25         AM0","PETIT LARCENY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001382","22106987","2022-07-30T00:00:00.000","03:12","23","M","B","N","PL","PL 160.10   02A   CF2","ROB 2 CAUSES PHYSICAL INJURY","C","Complaint","true","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000399","22030955","2022-03-06T00:00:00.000","12:34","37","M","W","N","PL","PL 160.05         DF3","ROBBERY-3RD","C","Crime in Progress","false","Albany","NY","Washington Square","POINT (-73.7718254949 42.6617090681)"
"APD*220001203","22094157","2022-07-06T00:00:00.000","21:17","57","F","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Crime in Progress","false","Albany","NY","Second Avenue","POINT (-73.7709999112 42.6382298663)"
"APD*210001626","21120338","2021-09-10T00:00:00.000","23:32","53","F","B","N","PL","PL 205.30         AM0","RESISTING ARREST","C","Crime in Progress","false","Albany","NY","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*220001413","22109584","2022-08-04T00:00:00.000","00:25","27","M","B","N","PL","PL 121.12         DF2","STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ","C","Crime in Progress","true","Albany","NY",,
"APD*220000906","22070676","2022-05-25T00:00:00.000","03:29","39","F","W","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*220001176","22089062","2022-07-02T00:00:00.000","12:15","31","M","H","H","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Arrest Warrant","false","Albany","NY","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*220001419","22110025","2022-08-04T00:00:00.000","17:14","34","M","B","N","PL","PL 190.23         BM0","FALSE PERSONATION","C","Crime in Progress","true","Albany","NY",,
"APD*220001556","22120527","2022-08-23T00:00:00.000","14:00","23","M","W","N","PL","PL 120.05   03    DF2","ASLT W/INT CAUS PH INJ TO OFF","C","Complaint","true","Albany","NY",,
"APD*220001340","20109937","2022-07-24T00:00:00.000","03:28","36","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000468","22022085","2022-03-18T00:00:00.000","16:00","45","M","W","N","PL","PL 145.00   03    AM4","CRIM MIS RCKLS PROP DAM GREATER THAN $250","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000924","22071113","2022-05-25T00:00:00.000","19:00","24","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Complaint","false","Albany","NY","No. Albany / Shaker Park","POINT (-73.7452874985 42.6728269867)"
"APD*220001098","22086617","2022-06-23T00:00:00.000","11:05","36","M","O","H","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Order of Protection","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000465","21056264","2022-03-18T00:00:00.000","09:44","38","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000561","22044746","2022-04-04T00:00:00.000","14:42","26","M","W","N","PL","PL 120.05   03    DF2","ASLT W/INT CAUS PH INJ TO OFF","C","Crime in Progress","false","Albany","NY",,
"APD*220000590","22047016","2022-04-08T00:00:00.000","21:05","39","M","B","N","PL","PL 140.10   0A    BM3","CRIM TRESAPSS 3RD - ENCLSD PROP","C","Crime in Progress","false","Albany","NY","Mansion","POINT (-73.7586477974 42.645152019)"
"APD*220000562","22044827","2022-04-04T00:00:00.000","16:07","30","M","B","N","PL","PL 215.50   03    AM2","DISOBEY MANDATE EXC  JL 753A-2","C","Crime in Progress","false","Albany","NY","Whitehall","POINT (-73.7989165096 42.6461078219)"
"APD*220000579","22045820","2022-04-06T00:00:00.000","16:25","22","M","B","N","PL","PL 120.05   02    DF2","ASLT W/INT CAUSE PH INJ W/WEAP","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001101","19158040","2022-06-23T00:00:00.000","17:01","26","M","W","N","PL","PL 120.45   01    BM4","STALKING 4TH - CAUSE FEAR","C","Arrest Warrant","false","Albany","NY",,
"APD*220001106","22086859","2022-06-23T00:00:00.000","18:15","26","M","B","N","PL","PL 220.39   01    BF3","CRIM SALE NARCO DRUG","C","Indictment Warrant","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000391","22030406","2022-03-05T00:00:00.000","09:15","39","M","B","N","PL","PL 120.00   01    AM3","ASLT W/INT CAUSES PHYS INJURY","C","Crime in Progress","false","Albany","NY",,
"APD*220001097","22036571","2022-06-23T00:00:00.000","11:00","38","M","O","H","PL","PL 170.10   01    DF2","FORGERY  DEED WILL CODICIL ETC","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001104","22086859","2022-06-23T00:00:00.000","18:15","23","U","U","U","PL","PL 220.16   01    BF3","CRIM POSS NARCO DRUG INT/SELL","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000717","22055389","2022-04-26T00:00:00.000","00:54","23","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000676","22051987","2022-04-18T00:00:00.000","19:16","18","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY",,
"APD*220001060","22079164","2022-06-16T00:00:00.000","10:09","56","M","H","H","PL","PL 130.52         AM0","FORCIBLE TOUCHING","C","Crime in Progress","false","Albany","NY","Campus Area","POINT (-73.8190201566 42.6848032061)"
"APD*220001306","22101351","2022-07-20T00:00:00.000","06:00","29","F","B","N","PL","PL 145.05   02    EF3","CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001102","20053764","2022-06-23T00:00:00.000","17:01","26","M","W","N","PL","PL 140.05         0V0","TRESPASS","C","Arrest Warrant","false","Albany","NY",,
"APD*220001105","22086859","2022-06-23T00:00:00.000","18:15","26","M","H","H","PL","PL 220.09   01    CF4","CRIM POSS NARCO DRUG","C","Crime in Progress","false","Albany","NY","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*220000779","22059371","2022-05-05T00:00:00.000","09:30","40","M","B","N","PL","PL 265.02   01    DF3","CRIM POSS WEAP","C","Crime in Progress","false","Albany","NY",,
"APD*220000842","22065453","2022-05-15T00:00:00.000","10:48","24","M","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY",,
"APD*220000922","22071157","2022-05-25T00:00:00.000","20:27","59","M","B","N","PL","PL 120.14   01    AM2","MENACING-2ND - WEAPON","C","Complaint","false","Albany","NY","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*220000917","22031334","2022-05-25T00:00:00.000","11:20","62","M","B","N","PL","PL 155.35         DF3","GRAND LARCENY 3 VALUE GREATER THAN $3000","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220001059","22070156","2022-06-16T00:00:00.000","09:00","35","M","B","N","PL","PL 140.20         DF3","BURGLARY 3RD","C","Crime in Progress","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000780","20155850","2022-05-05T00:00:00.000","09:55","56","M","W","N","PL","PL 130.45   02    DF2","CRIMINAL SEXUAL ACT 2ND DEGREE","C","Complaint","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*210001613","21100271","2021-09-10T00:00:00.000","08:40","33","M","B","N","PL","PL 140.25   02    CF2","BURG:W/CRI INT - DWELLING","C","Arrest Warrant","false","Albany","NY","South End","POINT (-73.7592617522 42.6392747943)"
"APD*220000843","22065453","2022-05-15T00:00:00.000","10:48","19","F","B","N","PL","PL 165.05   01    AM3","UNAUTH USE VEH W/O OWNR CONST","C","Crime in Progress","false","Albany","NY",,
