"operation_number","country_name","date","transaction_type","amount","fund_code","fund_code_description","year","month","loan_number"
"BA-L1002","Barbados","2014-04-30T00:00:00.000","LOAN REPAYMENT","223208.59","ORC","Ordinary Capital","2014","4","1953/OC-BA"
"BA-L1002","Barbados","2014-10-31T00:00:00.000","LOAN REPAYMENT","223208.59","ORC","Ordinary Capital","2014","10","1953/OC-BA"
"BA-L1002","Barbados","2015-04-30T00:00:00.000","INTEREST REPAYMENT","58017.48","ORC","Ordinary Capital","2015","4","1953/OC-BA"
"BA-L1002","Barbados","2013-06-30T00:00:00.000","DISBURSEMENT","1132490.36","ORC","Ordinary Capital","2013","6","1953/OC-BA"
"BA-L1002","Barbados","2010-04-30T00:00:00.000","INTEREST REPAYMENT","36663.37","ORC","Ordinary Capital","2010","4","1953/OC-BA"
"BA-L1002","Barbados","2009-10-31T00:00:00.000","INTEREST REPAYMENT","37580.52","ORC","Ordinary Capital","2009","10","1953/OC-BA"
"BA-L1002","Barbados","2013-12-31T00:00:00.000","DISBURSEMENT","1765891.11","ORC","Ordinary Capital","2013","12","1953/OC-BA"
"BA-L1003","Barbados","2011-04-30T00:00:00.000","INTEREST REPAYMENT","27100.99","ORC","Ordinary Capital","2011","4","1684/OC-BA"
"BA-L1003","Barbados","2012-10-31T00:00:00.000","LOAN REPAYMENT","114920.96","ORC","Ordinary Capital","2012","10","1684/OC-BA"
"BA-L1003","Barbados","2013-04-30T00:00:00.000","INTEREST REPAYMENT","36287.1","ORC","Ordinary Capital","2013","4","1684/OC-BA"
"BA-L1003","Barbados","2009-12-31T00:00:00.000","DISBURSEMENT","130372.43","ORC","Ordinary Capital","2009","12","1684/OC-BA"
"BA-L1003","Barbados","2009-03-31T00:00:00.000","DISBURSEMENT","155142","ORC","Ordinary Capital","2009","3","1684/OC-BA"
"BA-L1003","Barbados","2010-02-28T00:00:00.000","DISBURSEMENT","217867.75","ORC","Ordinary Capital","2010","2","1684/OC-BA"
"BA-L1003","Barbados","2010-10-31T00:00:00.000","INTEREST REPAYMENT","31916.79","ORC","Ordinary Capital","2010","10","1684/OC-BA"
"BA-L1003","Barbados","2015-04-30T00:00:00.000","LOAN REPAYMENT","142769.56","ORC","Ordinary Capital","2015","4","1684/OC-BA"
"BA-L1003","Barbados","2010-04-30T00:00:00.000","DISBURSEMENT","84029.92","ORC","Ordinary Capital","2010","4","1684/OC-BA"
"BA-L1003","Barbados","2011-01-31T00:00:00.000","DISBURSEMENT","38447.25","ORC","Ordinary Capital","2011","1","1684/OC-BA"
"BA-L1003","Barbados","2014-10-31T00:00:00.000","LOAN REPAYMENT","142769.56","ORC","Ordinary Capital","2014","10","1684/OC-BA"
"BA-L1003","Barbados","2011-04-30T00:00:00.000","DISBURSEMENT","27100.99","ORC","Ordinary Capital","2011","4","1684/OC-BA"
"BA-L1003","Barbados","2006-12-31T00:00:00.000","DISBURSEMENT","220000","ORC","Ordinary Capital","2006","12","1684/OC-BA"
"BA-L1003","Barbados","2012-10-31T00:00:00.000","INTEREST REPAYMENT","38158.16","ORC","Ordinary Capital","2012","10","1684/OC-BA"
"BA-L1003","Barbados","2011-07-31T00:00:00.000","DISBURSEMENT","311776.6","ORC","Ordinary Capital","2011","7","1684/OC-BA"
"BA-L1003","Barbados","2014-04-30T00:00:00.000","INTEREST REPAYMENT","34243.02","ORC","Ordinary Capital","2014","4","1684/OC-BA"
"BA-L1003","Barbados","2011-03-31T00:00:00.000","DISBURSEMENT","287572.04","ORC","Ordinary Capital","2011","3","1684/OC-BA"
"BA-L1003","Barbados","2014-04-30T00:00:00.000","LOAN REPAYMENT","142769.56","ORC","Ordinary Capital","2014","4","1684/OC-BA"
"BA-L1003","Barbados","2010-04-30T00:00:00.000","INTEREST REPAYMENT","26359.05","ORC","Ordinary Capital","2010","4","1684/OC-BA"
"BA-L1003","Barbados","2011-10-31T00:00:00.000","LOAN REPAYMENT","113596.65","ORC","Ordinary Capital","2011","10","1684/OC-BA"
"BA-L1003","Barbados","2007-04-30T00:00:00.000","DISBURSEMENT","3738.49","ORC","Ordinary Capital","2007","4","1684/OC-BA"
"BA-L1003","Barbados","2012-02-29T00:00:00.000","INTEREST REPAYMENT","17.53","ORC","Ordinary Capital","2012","2","1684/OC-BA"
"BA-L1003","Barbados","2007-04-30T00:00:00.000","INTEREST REPAYMENT","3738.49","ORC","Ordinary Capital","2007","4","1684/OC-BA"
"BA-L1003","Barbados","2007-10-31T00:00:00.000","INTEREST REPAYMENT","6298.39","ORC","Ordinary Capital","2007","10","1684/OC-BA"
"BA-L1003","Barbados","2010-06-30T00:00:00.000","DISBURSEMENT","188790.71","ORC","Ordinary Capital","2010","6","1684/OC-BA"
"BA-L1003","Barbados","2013-10-31T00:00:00.000","INTEREST REPAYMENT","36371.28","ORC","Ordinary Capital","2013","10","1684/OC-BA"
"BA-L1003","Barbados","2015-10-31T00:00:00.000","LOAN REPAYMENT","142769.56","ORC","Ordinary Capital","2015","10","1684/OC-BA"
"BA-L1003","Barbados","2009-10-31T00:00:00.000","DISBURSEMENT","20724.27","ORC","Ordinary Capital","2009","10","1684/OC-BA"
"BA-L1003","Barbados","2009-10-31T00:00:00.000","INTEREST REPAYMENT","20724.27","ORC","Ordinary Capital","2009","10","1684/OC-BA"
"BA-L1003","Barbados","2011-11-30T00:00:00.000","COMMITMENT","-12975.93","ORC","Ordinary Capital","2011","11","1684/OC-BA"
"BA-L1003","Barbados","2015-04-30T00:00:00.000","INTEREST REPAYMENT","31591.26","ORC","Ordinary Capital","2015","4","1684/OC-BA"
"BA-L1003","Barbados","2007-10-31T00:00:00.000","DISBURSEMENT","6298.39","ORC","Ordinary Capital","2007","10","1684/OC-BA"
"BA-L1003","Barbados","2009-04-30T00:00:00.000","DISBURSEMENT","110804.58","ORC","Ordinary Capital","2009","4","1684/OC-BA"
"BA-L1003","Barbados","2010-07-31T00:00:00.000","DISBURSEMENT","153789","ORC","Ordinary Capital","2010","7","1684/OC-BA"
"BA-L1003","Barbados","2010-08-31T00:00:00.000","DISBURSEMENT","57670.88","ORC","Ordinary Capital","2010","8","1684/OC-BA"
"BA-L1003","Barbados","2008-09-30T00:00:00.000","DISBURSEMENT","222327.23","ORC","Ordinary Capital","2008","9","1684/OC-BA"
"BA-L1003","Barbados","2008-04-30T00:00:00.000","INTEREST REPAYMENT","6478.95","ORC","Ordinary Capital","2008","4","1684/OC-BA"
"BA-L1003","Barbados","2010-10-31T00:00:00.000","LOAN REPAYMENT","69568.05","ORC","Ordinary Capital","2010","10","1684/OC-BA"
"BA-L1003","Barbados","2011-10-31T00:00:00.000","DISBURSEMENT","71609.52","ORC","Ordinary Capital","2011","10","1684/OC-BA"
"BA-L1003","Barbados","2013-10-31T00:00:00.000","LOAN REPAYMENT","142769.56","ORC","Ordinary Capital","2013","10","1684/OC-BA"
"BA-L1003","Barbados","2012-04-30T00:00:00.000","INTEREST REPAYMENT","73589.31","ORC","Ordinary Capital","2012","4","1684/OC-BA"
"BA-L1003","Barbados","2013-04-30T00:00:00.000","LOAN REPAYMENT","142769.56","ORC","Ordinary Capital","2013","4","1684/OC-BA"
"BA-L1003","Barbados","2008-04-30T00:00:00.000","DISBURSEMENT","6478.95","ORC","Ordinary Capital","2008","4","1684/OC-BA"
"BA-L1003","Barbados","2008-10-31T00:00:00.000","DISBURSEMENT","6272.71","ORC","Ordinary Capital","2008","10","1684/OC-BA"
"BA-L1003","Barbados","2009-07-31T00:00:00.000","DISBURSEMENT","325448.71","ORC","Ordinary Capital","2009","7","1684/OC-BA"
"BA-L1003","Barbados","2010-05-31T00:00:00.000","DISBURSEMENT","374092.3","ORC","Ordinary Capital","2010","5","1684/OC-BA"
"BA-L1003","Barbados","2014-10-31T00:00:00.000","INTEREST REPAYMENT","32972.81","ORC","Ordinary Capital","2014","10","1684/OC-BA"
"BA-L1003","Barbados","2008-10-31T00:00:00.000","INTEREST REPAYMENT","6272.71","ORC","Ordinary Capital","2008","10","1684/OC-BA"
"BA-L1003","Barbados","2011-04-30T00:00:00.000","LOAN REPAYMENT","92714.99","ORC","Ordinary Capital","2011","4","1684/OC-BA"
"BA-L1003","Barbados","2011-09-30T00:00:00.000","DISBURSEMENT","745232.1","ORC","Ordinary Capital","2011","9","1684/OC-BA"
"BA-L1003","Barbados","2015-10-31T00:00:00.000","INTEREST REPAYMENT","31093.21","ORC","Ordinary Capital","2015","10","1684/OC-BA"
"BA-L1003","Barbados","2009-04-30T00:00:00.000","INTEREST REPAYMENT","12289.48","ORC","Ordinary Capital","2009","4","1684/OC-BA"
"BA-L1003","Barbados","2010-10-31T00:00:00.000","DISBURSEMENT","311082.5","ORC","Ordinary Capital","2010","10","1684/OC-BA"
"BA-L1003","Barbados","2010-12-31T00:00:00.000","DISBURSEMENT","310354.75","ORC","Ordinary Capital","2010","12","1684/OC-BA"
"BA-L1003","Barbados","2005-11-30T00:00:00.000","COMMITMENT","4400000","ORC","Ordinary Capital","2005","11","1684/OC-BA"
"BA-L1003","Barbados","2012-04-30T00:00:00.000","LOAN REPAYMENT","141445.25","ORC","Ordinary Capital","2012","4","1684/OC-BA"
"BA-L1004","Barbados","2015-09-30T00:00:00.000","LOAN REPAYMENT","59284.8","ORC","Ordinary Capital","2015","9","2099/OC-BA"
"BA-L1004","Barbados","2009-10-31T00:00:00.000","DISBURSEMENT","500000","ORC","Ordinary Capital","2009","10","2099/OC-BA"
"BA-L1004","Barbados","2015-04-30T00:00:00.000","DISBURSEMENT","42189.03","ORC","Ordinary Capital","2015","4","2099/OC-BA"
"BA-L1004","Barbados","2014-09-30T00:00:00.000","INTEREST REPAYMENT","8715.52","ORC","Ordinary Capital","2014","9","2099/OC-BA"
"BA-L1004","Barbados","2013-03-31T00:00:00.000","INTEREST REPAYMENT","5398.07","ORC","Ordinary Capital","2013","3","2099/OC-BA"
"BA-L1004","Barbados","2012-09-30T00:00:00.000","INTEREST REPAYMENT","3103.65","ORC","Ordinary Capital","2012","9","2099/OC-BA"
"BA-L1004","Barbados","2012-08-31T00:00:00.000","DISBURSEMENT","114157.54","ORC","Ordinary Capital","2012","8","2099/OC-BA"
"BA-L1004","Barbados","2015-08-31T00:00:00.000","DISBURSEMENT","208699.2","ORC","Ordinary Capital","2015","8","2099/OC-BA"
"BA-L1004","Barbados","2014-03-31T00:00:00.000","INTEREST REPAYMENT","7810.77","ORC","Ordinary Capital","2014","3","2099/OC-BA"
"BA-L1004","Barbados","2008-12-31T00:00:00.000","COMMITMENT","5000000","ORC","Ordinary Capital","2008","12","2099/OC-BA"
"BA-L1004","Barbados","2010-12-31T00:00:00.000","DISBURSEMENT","68110.35","ORC","Ordinary Capital","2010","12","2099/OC-BA"
"BA-L1004","Barbados","2013-10-31T00:00:00.000","INTEREST REPAYMENT","6974.41","ORC","Ordinary Capital","2013","10","2099/OC-BA"
"BA-L1004","Barbados","2015-12-31T00:00:00.000","DISBURSEMENT","260347.48","ORC","Ordinary Capital","2015","12","2099/OC-BA"
"BA-L1004","Barbados","2015-03-31T00:00:00.000","LOAN REPAYMENT","50324.5","ORC","Ordinary Capital","2015","3","2099/OC-BA"
"BA-L1004","Barbados","2014-09-30T00:00:00.000","LOAN REPAYMENT","50324.5","ORC","Ordinary Capital","2014","9","2099/OC-BA"
"BA-L1004","Barbados","2011-03-31T00:00:00.000","INTEREST REPAYMENT","3207.03","ORC","Ordinary Capital","2011","3","2099/OC-BA"
"BA-L1004","Barbados","2015-03-31T00:00:00.000","INTEREST REPAYMENT","8211.09","ORC","Ordinary Capital","2015","3","2099/OC-BA"
"BA-L1004","Barbados","2013-12-31T00:00:00.000","DISBURSEMENT","327467.25","ORC","Ordinary Capital","2013","12","2099/OC-BA"
"BA-L1004","Barbados","2010-09-30T00:00:00.000","INTEREST REPAYMENT","6478.36","ORC","Ordinary Capital","2010","9","2099/OC-BA"
"BA-L1004","Barbados","2015-09-30T00:00:00.000","INTEREST REPAYMENT","9031.46","ORC","Ordinary Capital","2015","9","2099/OC-BA"
"BA-L1020","Barbados","2015-07-31T00:00:00.000","DISBURSEMENT","191749.32","ORC","Ordinary Capital","2015","7","2485/OC-BA"
"BA-L1020","Barbados","2013-02-28T00:00:00.000","INTEREST REPAYMENT","10239.92","ORC","Ordinary Capital","2013","2","2485/OC-BA"
"BA-L1020","Barbados","2014-04-30T00:00:00.000","DISBURSEMENT","1123037.55","ORC","Ordinary Capital","2014","4","2485/OC-BA"
"BA-L1020","Barbados","2015-10-31T00:00:00.000","DISBURSEMENT","2596107.34","ORC","Ordinary Capital","2015","10","2485/OC-BA"
"BA-L1020","Barbados","2013-02-28T00:00:00.000","DISBURSEMENT","106846.54","ORC","Ordinary Capital","2013","2","2485/OC-BA"
"BA-L1020","Barbados","2014-08-31T00:00:00.000","INTEREST REPAYMENT","13888.69","ORC","Ordinary Capital","2014","8","2485/OC-BA"
"BA-L1021","Barbados","2015-11-30T00:00:00.000","INTEREST REPAYMENT","421630.14","ORC","Ordinary Capital","2015","11","2609/OC-BA"
"BA-L1021","Barbados","2012-11-30T00:00:00.000","INTEREST REPAYMENT","374136.61","ORC","Ordinary Capital","2012","11","2609/OC-BA"
"BA-L1021","Barbados","2011-12-31T00:00:00.000","DISBURSEMENT","70000000","ORC","Ordinary Capital","2011","12","2609/OC-BA"
"BA-L1021","Barbados","2011-11-30T00:00:00.000","COMMITMENT","70000000","ORC","Ordinary Capital","2011","11","2609/OC-BA"
"BA-L1021","Barbados","2013-05-31T00:00:00.000","INTEREST REPAYMENT","386396.44","ORC","Ordinary Capital","2013","5","2609/OC-BA"
"BA-L1021","Barbados","2014-11-30T00:00:00.000","INTEREST REPAYMENT","400495.89","ORC","Ordinary Capital","2014","11","2609/OC-BA"
"BA-L1021","Barbados","2012-05-31T00:00:00.000","INTEREST REPAYMENT","379163.47","ORC","Ordinary Capital","2012","5","2609/OC-BA"
"BA-L1021","Barbados","2014-05-31T00:00:00.000","INTEREST REPAYMENT","398252.05","ORC","Ordinary Capital","2014","5","2609/OC-BA"
"BA-L1021","Barbados","2013-11-30T00:00:00.000","INTEREST REPAYMENT","411139.73","ORC","Ordinary Capital","2013","11","2609/OC-BA"
"BA-L1021","Barbados","2015-05-31T00:00:00.000","INTEREST REPAYMENT","396545.21","ORC","Ordinary Capital","2015","5","2609/OC-BA"
"BA-L1022","Barbados","2010-09-30T00:00:00.000","COMMITMENT","45000000","ORC","Ordinary Capital","2010","9","2410/OC-BA"
"BA-L1022","Barbados","2012-10-31T00:00:00.000","INTEREST REPAYMENT","244930.33","ORC","Ordinary Capital","2012","10","2410/OC-BA"
"BA-L1022","Barbados","2013-10-31T00:00:00.000","INTEREST REPAYMENT","263749.31","ORC","Ordinary Capital","2013","10","2410/OC-BA"
"BA-L1022","Barbados","2015-04-30T00:00:00.000","INTEREST REPAYMENT","254971.23","ORC","Ordinary Capital","2015","4","2410/OC-BA"
"BA-L1022","Barbados","2015-10-31T00:00:00.000","INTEREST REPAYMENT","267805.48","ORC","Ordinary Capital","2015","10","2410/OC-BA"
"BA-L1022","Barbados","2011-04-30T00:00:00.000","INTEREST REPAYMENT","200206.85","ORC","Ordinary Capital","2011","4","2410/OC-BA"
"BA-L1022","Barbados","2011-10-31T00:00:00.000","INTEREST REPAYMENT","243998.63","ORC","Ordinary Capital","2011","10","2410/OC-BA"
"BA-L1022","Barbados","2013-04-30T00:00:00.000","INTEREST REPAYMENT","245167.34","ORC","Ordinary Capital","2013","4","2410/OC-BA"
"BA-L1022","Barbados","2014-04-30T00:00:00.000","INTEREST REPAYMENT","257905.48","ORC","Ordinary Capital","2014","4","2410/OC-BA"
"BA-L1022","Barbados","2010-11-30T00:00:00.000","DISBURSEMENT","45000000","ORC","Ordinary Capital","2010","11","2410/OC-BA"
"BA-L1022","Barbados","2012-04-30T00:00:00.000","INTEREST REPAYMENT","278773.97","ORC","Ordinary Capital","2012","4","2410/OC-BA"
"BA-L1022","Barbados","2014-10-31T00:00:00.000","INTEREST REPAYMENT","257856.16","ORC","Ordinary Capital","2014","10","2410/OC-BA"
"BA-L1025","Barbados","2015-10-31T00:00:00.000","DISBURSEMENT","25466.81","ORC","Ordinary Capital","2015","10","2748/OC-BA"
"BA-L1025","Barbados","2012-06-30T00:00:00.000","COMMITMENT","17000000","ORC","Ordinary Capital","2012","6","2748/OC-BA"
"BA-L1025","Barbados","2015-12-31T00:00:00.000","DISBURSEMENT","318854.67","ORC","Ordinary Capital","2015","12","2748/OC-BA"
"BA-L1032","Barbados","2015-09-30T00:00:00.000","COMMITMENT","5000000","ORC","Ordinary Capital","2015","9","3542/OC-BA"
"BA-L1034","Barbados","2014-12-31T00:00:00.000","COMMITMENT","17500000","ORC","Ordinary Capital","2014","12","3389/OC-BA"
"BA-L1034","Barbados","2015-12-31T00:00:00.000","DISBURSEMENT","1250000","ORC","Ordinary Capital","2015","12","3389/OC-BA"
"BH-L1003","Bahamas","2012-09-30T00:00:00.000","DISBURSEMENT","917573.48","ORC","Ordinary Capital","2012","9","1695/OC-BH"
"BH-L1003","Bahamas","2008-08-31T00:00:00.000","DISBURSEMENT","967660.01","ORC","Ordinary Capital","2008","8","1695/OC-BH"
"BH-L1003","Bahamas","2012-01-31T00:00:00.000","LOAN REPAYMENT","181096.13","ORC","Ordinary Capital","2012","1","1695/OC-BH"
"BH-L1003","Bahamas","2015-07-31T00:00:00.000","LOAN REPAYMENT","442909.61","ORC","Ordinary Capital","2015","7","1695/OC-BH"
"BH-L1003","Bahamas","2010-01-31T00:00:00.000","DISBURSEMENT","98417.06","ORC","Ordinary Capital","2010","1","1695/OC-BH"
"BH-L1003","Bahamas","2014-02-28T00:00:00.000","DISBURSEMENT","457338.12","ORC","Ordinary Capital","2014","2","1695/OC-BH"
"BH-L1003","Bahamas","2014-07-31T00:00:00.000","LOAN REPAYMENT","444120.08","ORC","Ordinary Capital","2014","7","1695/OC-BH"
"BH-L1003","Bahamas","2007-06-30T00:00:00.000","DISBURSEMENT","399999.5","ORC","Ordinary Capital","2007","6","1695/OC-BH"
"BH-L1003","Bahamas","2009-07-31T00:00:00.000","INTEREST REPAYMENT","71649.54","ORC","Ordinary Capital","2009","7","1695/OC-BH"
"BH-L1003","Bahamas","2014-07-31T00:00:00.000","DISBURSEMENT","-29051.46","ORC","Ordinary Capital","2014","7","1695/OC-BH"
"BH-L1003","Bahamas","2013-01-31T00:00:00.000","LOAN REPAYMENT","249188.62","ORC","Ordinary Capital","2013","1","1695/OC-BH"
"BH-L1003","Bahamas","2013-09-30T00:00:00.000","DISBURSEMENT","137810.47","ORC","Ordinary Capital","2013","9","1695/OC-BH"
"BH-L1003","Bahamas","2008-07-31T00:00:00.000","DISBURSEMENT","45647.76","ORC","Ordinary Capital","2008","7","1695/OC-BH"
"BH-L1003","Bahamas","2009-08-31T00:00:00.000","DISBURSEMENT","149876.97","ORC","Ordinary Capital","2009","8","1695/OC-BH"
"BH-L1003","Bahamas","2009-07-31T00:00:00.000","DISBURSEMENT","71649.54","ORC","Ordinary Capital","2009","7","1695/OC-BH"
"BH-L1003","Bahamas","2013-12-31T00:00:00.000","DISBURSEMENT","1296422.36","ORC","Ordinary Capital","2013","12","1695/OC-BH"
"BH-L1003","Bahamas","2011-08-31T00:00:00.000","DISBURSEMENT","524267.46","ORC","Ordinary Capital","2011","8","1695/OC-BH"
"BH-L1029","Bahamas","2014-10-31T00:00:00.000","INTEREST REPAYMENT","316630.35","ORC","Ordinary Capital","2014","10","2773/OC-BH"
"BH-L1029","Bahamas","2014-12-31T00:00:00.000","DISBURSEMENT","4180164.78","ORC","Ordinary Capital","2014","12","2773/OC-BH"
"BH-L1029","Bahamas","2013-05-31T00:00:00.000","DISBURSEMENT","1628136.43","ORC","Ordinary Capital","2013","5","2773/OC-BH"
"BH-L1029","Bahamas","2013-11-30T00:00:00.000","DISBURSEMENT","509652.91","ORC","Ordinary Capital","2013","11","2773/OC-BH"
"BH-L1029","Bahamas","2015-04-30T00:00:00.000","LOAN REPAYMENT","1293262.71","ORC","Ordinary Capital","2015","4","2773/OC-BH"
"BH-L1029","Bahamas","2013-06-30T00:00:00.000","DISBURSEMENT","1004735.02","ORC","Ordinary Capital","2013","6","2773/OC-BH"
"BH-L1029","Bahamas","2015-04-30T00:00:00.000","INTEREST REPAYMENT","328979.51","ORC","Ordinary Capital","2015","4","2773/OC-BH"
"BH-L1029","Bahamas","2012-09-30T00:00:00.000","COMMITMENT","65000000","ORC","Ordinary Capital","2012","9","2773/OC-BH"
"BH-L1029","Bahamas","2012-11-30T00:00:00.000","DISBURSEMENT","25532384.32","ORC","Ordinary Capital","2012","11","2773/OC-BH"
"BH-L1030","Bahamas","2012-07-31T00:00:00.000","COMMITMENT","7500000","ORC","Ordinary Capital","2012","7","2758/OC-BH"
"BH-L1030","Bahamas","2015-02-28T00:00:00.000","INTEREST REPAYMENT","8643.73","ORC","Ordinary Capital","2015","2","2758/OC-BH"
"BH-L1030","Bahamas","2012-12-31T00:00:00.000","DISBURSEMENT","500000","ORC","Ordinary Capital","2012","12","2758/OC-BH"
"BH-L1030","Bahamas","2015-11-30T00:00:00.000","DISBURSEMENT","164380.84","ORC","Ordinary Capital","2015","11","2758/OC-BH"
"BH-L1030","Bahamas","2015-08-31T00:00:00.000","INTEREST REPAYMENT","5751.72","ORC","Ordinary Capital","2015","8","2758/OC-BH"
"BH-L1030","Bahamas","2013-08-31T00:00:00.000","INTEREST REPAYMENT","3836.19","ORC","Ordinary Capital","2013","8","2758/OC-BH"
"BH-L1030","Bahamas","2014-02-28T00:00:00.000","INTEREST REPAYMENT","6301.24","ORC","Ordinary Capital","2014","2","2758/OC-BH"
"BH-L1030","Bahamas","2015-12-31T00:00:00.000","DISBURSEMENT","135620.44","ORC","Ordinary Capital","2015","12","2758/OC-BH"
"BH-L1030","Bahamas","2015-03-31T00:00:00.000","DISBURSEMENT","-678835.74","ORC","Ordinary Capital","2015","3","2758/OC-BH"
"BH-L1030","Bahamas","2014-08-31T00:00:00.000","INTEREST REPAYMENT","8999.52","ORC","Ordinary Capital","2014","8","2758/OC-BH"
"BH-L1030","Bahamas","2015-07-31T00:00:00.000","DISBURSEMENT","261818.22","ORC","Ordinary Capital","2015","7","2758/OC-BH"
"BH-L1030","Bahamas","2013-11-30T00:00:00.000","DISBURSEMENT","849684","ORC","Ordinary Capital","2013","11","2758/OC-BH"
"BH-L1030","Bahamas","2013-08-31T00:00:00.000","DISBURSEMENT","198154.09","ORC","Ordinary Capital","2013","8","2758/OC-BH"
"BL-L1001","Belize","2008-12-31T00:00:00.000","INTEREST REPAYMENT","259862.37","ORC","Ordinary Capital","2008","12","1817/OC-BL"
"BL-L1001","Belize","2006-12-31T00:00:00.000","COMMITMENT","25000000","ORC","Ordinary Capital","2006","12","1817/OC-BL"
"BL-L1001","Belize","2015-12-31T00:00:00.000","LOAN REPAYMENT","833333.33","ORC","Ordinary Capital","2015","12","1817/OC-BL"
"BL-L1001","Belize","2010-12-31T00:00:00.000","INTEREST REPAYMENT","190609.6","ORC","Ordinary Capital","2010","12","1817/OC-BL"
"BL-L1001","Belize","2011-12-31T00:00:00.000","INTEREST REPAYMENT","132534.25","ORC","Ordinary Capital","2011","12","1817/OC-BL"
"BL-L1001","Belize","2012-06-30T00:00:00.000","INTEREST REPAYMENT","155301.55","ORC","Ordinary Capital","2012","6","1817/OC-BL"
"BL-L1001","Belize","2014-12-31T00:00:00.000","LOAN REPAYMENT","833333.33","ORC","Ordinary Capital","2014","12","1817/OC-BL"
"BL-L1001","Belize","2014-06-30T00:00:00.000","LOAN REPAYMENT","833333.33","ORC","Ordinary Capital","2014","6","1817/OC-BL"
"BL-L1001","Belize","2009-12-31T00:00:00.000","INTEREST REPAYMENT","179589.04","ORC","Ordinary Capital","2009","12","1817/OC-BL"
"BL-L1001","Belize","2011-06-30T00:00:00.000","INTEREST REPAYMENT","132054.8","ORC","Ordinary Capital","2011","6","1817/OC-BL"
"BL-L1001","Belize","2015-12-31T00:00:00.000","INTEREST REPAYMENT","115334.71","ORC","Ordinary Capital","2015","12","1817/OC-BL"
"BL-L1001","Belize","2013-06-30T00:00:00.000","INTEREST REPAYMENT","131129.75","ORC","Ordinary Capital","2013","6","1817/OC-BL"
"BL-L1001","Belize","2014-12-31T00:00:00.000","INTEREST REPAYMENT","117528.55","ORC","Ordinary Capital","2014","12","1817/OC-BL"
"BL-L1001","Belize","2013-12-31T00:00:00.000","LOAN REPAYMENT","833333.33","ORC","Ordinary Capital","2013","12","1817/OC-BL"
"BL-L1001","Belize","2006-12-31T00:00:00.000","DISBURSEMENT","10000000","ORC","Ordinary Capital","2006","12","1817/OC-BL"
"BL-L1001","Belize","2015-06-30T00:00:00.000","LOAN REPAYMENT","833333.33","ORC","Ordinary Capital","2015","6","1817/OC-BL"
"BL-L1001","Belize","2008-04-30T00:00:00.000","INTEREST REPAYMENT","369.87","ORC","Ordinary Capital","2008","4","1817/OC-BL"
"BL-L1001","Belize","2014-06-30T00:00:00.000","INTEREST REPAYMENT","124180.82","ORC","Ordinary Capital","2014","6","1817/OC-BL"
"BL-L1001","Belize","2007-06-30T00:00:00.000","INTEREST REPAYMENT","275369.87","ORC","Ordinary Capital","2007","6","1817/OC-BL"
"BL-L1001","Belize","2012-06-30T00:00:00.000","LOAN REPAYMENT","833333.33","ORC","Ordinary Capital","2012","6","1817/OC-BL"
"BL-L1001","Belize","2013-06-30T00:00:00.000","LOAN REPAYMENT","833333.33","ORC","Ordinary Capital","2013","6","1817/OC-BL"
"BL-L1001","Belize","2015-06-30T00:00:00.000","INTEREST REPAYMENT","115539.72","ORC","Ordinary Capital","2015","6","1817/OC-BL"
"BL-L1001","Belize","2007-12-31T00:00:00.000","INTEREST REPAYMENT","266810.96","ORC","Ordinary Capital","2007","12","1817/OC-BL"
"BL-L1001","Belize","2012-12-31T00:00:00.000","LOAN REPAYMENT","833333.33","ORC","Ordinary Capital","2012","12","1817/OC-BL"
"BL-L1001","Belize","2009-06-30T00:00:00.000","INTEREST REPAYMENT","308247.84","ORC","Ordinary Capital","2009","6","1817/OC-BL"
"BL-L1001","Belize","2012-12-31T00:00:00.000","INTEREST REPAYMENT","131808.74","ORC","Ordinary Capital","2012","12","1817/OC-BL"
"BL-L1001","Belize","2013-12-31T00:00:00.000","INTEREST REPAYMENT","131065.05","ORC","Ordinary Capital","2013","12","1817/OC-BL"
"BL-L1001","Belize","2007-12-31T00:00:00.000","DISBURSEMENT","15000000","ORC","Ordinary Capital","2007","12","1817/OC-BL"
"BL-L1001","Belize","2008-06-30T00:00:00.000","INTEREST REPAYMENT","551708.83","ORC","Ordinary Capital","2008","6","1817/OC-BL"
"BL-L1001","Belize","2010-06-30T00:00:00.000","INTEREST REPAYMENT","149630.13","ORC","Ordinary Capital","2010","6","1817/OC-BL"
"BL-L1003","Belize","2010-06-30T00:00:00.000","DISBURSEMENT","82270","ORC","Ordinary Capital","2010","6","2060/OC-BL"
"BL-L1003","Belize","2011-11-30T00:00:00.000","DISBURSEMENT","715086.22","ORC","Ordinary Capital","2011","11","2060/OC-BL"
"BL-L1003","Belize","2013-06-30T00:00:00.000","DISBURSEMENT","1027735.05","ORC","Ordinary Capital","2013","6","2060/OC-BL"
"BL-L1003","Belize","2012-02-29T00:00:00.000","DISBURSEMENT","666100","ORC","Ordinary Capital","2012","2","2060/OC-BL"
"BL-L1003","Belize","2012-05-31T00:00:00.000","DISBURSEMENT","882691.57","ORC","Ordinary Capital","2012","5","2060/OC-BL"
"BL-L1003","Belize","2014-04-30T00:00:00.000","LOAN REPAYMENT","318577.61","ORC","Ordinary Capital","2014","4","2060/OC-BL"
"BL-L1003","Belize","2013-10-31T00:00:00.000","DISBURSEMENT","762751.49","ORC","Ordinary Capital","2013","10","2060/OC-BL"
