"countryname","ifs","year","system","yrsoffc","finittrm","yrcurnt","multpl","military","defmin","percent1","percentl","prtyin","execme","execrlc","execnat","execrurl","execreg","execrel","execage","allhouse","nonchief","totalseats","gov1me","gov1seat","gov1vote","gov1rlc","gov1nat","gov1rurl","gov1reg","gov1rel","gov1age","gov2me","gov2seat","gov2vote","gov2rlc","gov2nat","gov2rurl","gov2reg","gov2rel","gov2age","gov3me","gov3seat","gov3vote","gov3rlc","gov3nat","gov3rurl","gov3reg","gov3rel","gov3age","govoth","govothst","govothvt","opp1me","opp1seat","opp1vote","opp1rlc","opp1nat","opp1rurl","opp1reg","opp1rel","opp1age","opp2me","opp2seat","opp2vote","opp3me","opp3seat","opp3vote","oppoth","oppothst","oppothvt","ulprty","numul","ulvote","oppmajh","oppmajs","dateleg","dateexec","legelec","exelec","liec","eiec","mdmh","mdms","ssh","pluralty","pr","housesys","thresh","dhondt","cl","select","fraud","auton","muni","author","stconst","gwno","location_1"
"Belize","BLZ","2013","2","5","1","0","1","0","0","-999","-999","5","UDP","1","0","0","0","0","39","1","-999","31","UDP","17","49.33","1","0","0","0","0","39","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PUP","14","49.05","1","0","0","0","0","63","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6","7","1.07","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","0","80","
, 0 "
"Angola","AGO","1982","1","3","0","-999","-999","0","1","-999","-999","7","MPLA","3","1","0","0","0","26","1","-999","223","MPLA","223",,"3","1","0","0","0","26","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","3","3","888","-999","-999","-999","-999","-999","-999","-999","-999",,"0","0","0",,"-999","540","
, 1 "
"Belize","BLZ","2011","2","3","1","2","1","0","0","-999","-999","3","UDP","1","0","0","0","0","37","1","-999","31","UDP","25","57","1","0","0","0","0","37","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PUP","6","41","1","0","0","0","0","61","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","6","7","1.07","-999","-999","1","0","1","-999","-999","-999",,"0","0","0","0","0","80","
, 0 "
"Congo","COG","1996","0","4","1","1","1","0","1","35.89","61.3","4","UPADS","3","0","0","0","0",,,"-999","125","UPADS","47",,"3","0","0","0","0",,"RDD","6",,"2","0","0","0","0",,"UFD","3",,"2","0","0","0","0",,"4","9",,"MCDDI","28",,"1","0","0","0","0",,"PCT","15",,"RDPS","10",,"5","7",,"0","0","0","0","0","-999","-999","0","0","7","6.5",,"7","0.32",,,"-999","-999",,,,"0","0",,"0","1","484","
, 1 "
"Bahrain","BHR","1997","0","26","0","-999","-999","0","1","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","40","Appointees","40","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","-999","692","
, 0 "
"Burkina Faso","BFA","1998","0","7","1","0","1","1","0","90.4","-999","7","FP","1","0","0","0","0","11","1","-999","111","CDP","101","68.61","0","0","0","0","0","2","ADF","2","7.4","3","-999","-999","-999","-999","8","RDA","2","6.44","-999","0","0","0","0","-999","0","0","0","PDP","6","10.11","-999","-999","-999","-999","-999","5","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","11","0","1","6","3","2.5","-999","-999","0","1","0","0","0","1","1","1","0",,,"-999","439",
"Austria","AUT","2015","2","7","1","2","1","0","0","-999","-999","9","SPO","3","0","0","0","0","126","0","-999","183","SPO","52","26.82","3","0","0","0","0","126","OVP","47","23.99","1","0","0","0","0","70","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FPO","40","20.51","0","1","0","0","0","59","DG","24","12.42","Team Stronach","11","5.73","5","9","10.53","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.25","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Belgium","BEL","1979","2","1","1","3","1","0","0","-999","-999","8","CSP","1","0","0","1","1","34","0","-999","226","CSP","82","36.31","1","0","0","0","1","34","Socialist","58","25.37","3","0","0","0","0","94","FDF","11","4.17","3","0","0","1","0",,"1","14","7","Freedom & Prog","22","10.34","2","0","0","0","0",,"Liberal","14","5.6","Volksunie","14","7","5","11","10.83","0","0","0","0","0","-999","-999","0","0","7","7","7.5","13","0.39","0","1","0",,"1","1",,"0","0",,,"0","211","
, 1 "
"Bahamas","BHS","1985","2","17","1","2","1","0","0","-999","-999","17","PLP","2","0","0","0","0","32","1","-999","43","PLP","32","55.18","2","0","0","0","0","32","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FNM","11","42.35","1","0","0","0","0","13","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.25","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Angola","AGO","1999","0","20","1","2","1","0","1","49.57","-999","24","MPLA","3","1","0","0","0","43","1","-999","220","MPLA","129","53.74","3","1","0","0","0","43","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UNITA","70","34.1","0","0","0","0","0","33","NA","0","0","NA","0","0","0","0","0","10","21","12.15","0","-999","-999","-999","0","0","3","3","78.900000000000006","-999","-999","-999","-999","-999","0","1","1",,"1","0","0",,"-999","540","
, 1 "
"Australia","AUS","1976","2","1","1","2","1","0","0","-999","-999","1","LPA","1","0","0","0","0","32","0","-999","127","LPA","68","41.8","1","0","0","0","0","32","NPA","23","11.3","1","0","1","0","0","60","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ALP","36","42.8","3","0","0","0","0","85","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","0.9","11","0.33","1","1","1","0","0","0",,"0","0","1","1","1","900","
, 2 "
"Solomon Is.","SLB","1994","2","1","1","3","1","0","-999","-999","-999","1","GNUR","0","0","0","0","0","1","0","-999","47","GNUR","21",,"0","0","0","0","0","1","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PAP","7",,"3","0","0","0","0","15","NAPSI","4",,"SILP","4",,"4","11",,"0","0","0","0","-999","-999","-999","0","0","7","7","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","940","
, 2 "
"Singapore","SGP","1984","2","18","1","0","1","0","0","-999","-999","18","PAP","0","0","0","0","0","30","1","-999","75","PAP","74","77.66","0","0","0","0","0","30","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","WP","1","6.05","2","0","0","0","0","27","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","12","-999","1","0","6","6","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","830",
"Burundi","BDI","1991","0","4","-999","-999","-999","1","1","-999","-999","17","UPRONA","0","1","0","0","0","33","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","2",,"-999","516","
, 1 "
"Benin","BEN","1999","0","3","1","2","1","0","1","33.9","52.5","-999","independent","0","0","0","0","0","-999","-999","-999","83","PRD","11","12.17","0","0","0","0","0","9","FARD- Alafia","10",,"0","0","0","0","0","6","PSD","9",,"0","0","0","0","0","9","4","14",,"RB","27",,"0","0","0","0","0","7","Alliance Etoile","4",,"MERCI","2",,"6","6",,"0","0","0","0","-999","3","-999","1","0","7","7","3.46","-999","-999","0","1","0","0","0","1",,"1","0","2","1","-999","434","
, 2 "
"Bahamas","BHS","2014","2","2","1","3","1","0","0","-999","-999","2","PLP","2","0","0","0","0","61","1","-999","38","PLP","29","48.62","2","0","0","0","0","61","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FNM","9","42.09","1","0","0","0","0","42","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","1","-999","0.28999999999999998","1","0","1","-999","-999","-999",,"0","0",,,"0","31","
, 0 "
"Austria","AUT","2007","2","1","1","3","1","0","0","-999","-999","1","SPO","3","0","0","0","0","118","0","-999","183","SPO","68","35.299999999999997","3","0","0","0","0","118","OVP","66","33.5","1","0","0","0","0","62","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","FPO","21","11.21","0","1","0","0","0","51","GAL","20","10.49","BZO","8","4.2","0","0","0","0","0","0","0","0","-999","-999","0","0","7","7","20.3","888","0.25","0","1","0","4","1","1",,"0","0",,"1","1","305","
, 2 "
"Cote d'Ivoire","CIV","2008","0","8","1","0","1","0","0","59.36","-999","8","FPI","3","0","0","0","0","24","0","-999","223","FPI","96",,"3","0","0","0","0","20","PDCI-RDA","94",,"0","0","0","0","0","61","RDR","5",,"0","0","0","0","0","14","3","6",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","22","22",,"0","-999","-999","-999","0","0","7","7","1.46","-999","-999","1","0","1","-999","-999","0",,"0","0","1","0","-999","437","
, 1 "
"Bahrain","BHR","1978","0","7","0","-999","-999","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","0","0","1","2","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","0","-999","692","
, 0 "
"Albania","ALB","2013","2","8","1","0","1","0","0","-999","-999","8","PDS","1","0","0","0","0","23","0","PDS","140","PDS","68","46.92","1","0","0","0","0","23","ASI","4","5.56","3","0","0","0","0","5","LSI","4","4.8499999999999996","3","0","0","0","0","7","2","2","3.06","PSS","65","40.85","3","0","0","0","0","22","PBDNj","1","1.19","NA","0","0","0","0","0","0","0","0","0","-999","6","-999","1","0","7","7","11.1","-999","-999","1","1","1","2","0","1",,"0","0","2",,"-999","339","
, 1 "
"Congo (DRC)","ZAR","2013","0","13","1","3","1","1","9","45.95","48.95","-999","independent","0","0","0","0","0","-999","-999","-999","340","PPRD","62",,"0","0","0","0","0","11","PPPD","29",,"0","0","0","0","0",,"MSR","27",,"0","0","0","0","0",,"3","42",,"UDPS","41",,"0","0","0","0","0","33","MLC","22",,"UNC","17",,,"242",,"16","16",,"0","0","-999","-999","0","0","7","7",,,"0.5","1","1","0","0","0","0",,"0","0","0","-999",,"490",
"Bangladesh","BGD","1986","0","4","0","0","-999","1","1","-999","-999","-999","independent","1","0","0","0","0","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","0","-999","5","10","1","1","1","2","1","-999","-999","-999","-999","-999","-999","-999","-999",,"0","0","1","0","-999","771","
, 0 "
"Estonia","EST","2004","1","3","1","2","1","0","0","-999","-999","3","ERL","0","0","0","0","0","4","0","-999","101","RP","28","24.6","1","0","0","0","0","3","RE","19","17.7","1","0","0","0","0","11","ERL","13","13","0","0","0","0","0","4","0","0","0","EK","28","25.4","2","1","0","0","0","13","IL","7","7.3","SDE","6","7","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7","9.1999999999999993","-999","-999","0","1","0","5","1","0",,"0","0",,"0","-999","366",
"Congo","COG","2013","0","16","1","3","1","1","1","78.61","-999","15","PCT","3","0","0","0","0","44","0","-999","136","PCT","89",,"3","0","0","0","0","44","MCDDI","7",,"1","0","0","0","0","24","UFD","1",,"2","0","0","0","0",,"0","0",,"UPADS","7",,"0","0","0","0","0","22","RDPS","5",,"MAR","4",,"5","6",,"12","12",,"0","0","-999","-999","0","0","7","6","1","888","0.33","1","0","1","-999",,,,"0","0",,"0","1","484","
, 1 "
"Pakistan","PAK","2009","1","1","1","4","1","0","0","-999","-999","1","PPP","3","0","0","0","3","42","0","-999","336","PPP","87",,"3","0","0","0","3","42","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","PML-N","67",,"1","0","0","0","3","16","PML-Q","42",,"MQM","19",,"6","22",,"99","99",,"0","0","-999","-999","0","0","7","7","1","888","0.23","1","0","1","0","-999","-999",,"0","1","1",,"1","770","
, 1 "
"Turk Cyprus","0","2006","0","1","1","4","1","0","0","55.8","-999","1","CTP","3","0","0","0","0","36","0","-999","50","CTP","24","44.5","3","0","0","0","0","36","DP","6","13.5","1","1","0","0","0","14","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UBP","19","31.7","1","1","0","0","0","31","BDH","1","5.8","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","7","7",,"-999","-999",,,"-999","2",,,,"0","0","0","0","0",,"
, 0 "
"Burkina Faso","BFA","1980","0","6","1","3","1","1","0",,,"-999","independent","3","0","0","0","0","-999","0","-999","62","UDV","28",,"0","0","0","0","0",,"NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","UNDD","13",,,"0","0","0","0",,"UPV","9",,"PRA","6",,"6","6",,"0","0","0","0","0","-999","-999","0","0","7","6.5",,"-999","-999",,,"-999","-999",,,,"0","0",,,"-999","439",
"Bolivia","BOL","1994","0","1","1","3","0","0","0","33.799999999999997","-999","1","MNR","2","0","0","0","0","16","0","-999","130","MNR","52","33.799999999999997","2","0","0","0","0","16","UCS","20","13.1","1","0","0","0","0","6","MBL","7","5.0999999999999996","3","0","0","0","0","9","0","0","0","AP","35","20","3","0","0","0","0",,"Condepa","13","13.6","NA","0","0","3","3","1.78","0","0","0","0","0","-999","-999","0","0","7","7",,"3","0.17","1","1","0",,"0","1",,"0","0","2",,"1","145","
, 0 "
"Bosnia-Herz","BIH","2010","2","4","1","0","1","0","0","-999","-999","-999","NA","0","0","0","0","0","0","-999","-999","42","SBiH","8","15.54","0","0","0","0","0","14","SNSD","7","19.079999999999998","0","0","0","0","0","14","SDP","5","10.15","0","0","0","0","0","11","0","0","0","SDA","9","16.89","0","1","0","1","0","20","SDS","3","7.69","HDZ-HNZ","3","4.91","6","7","13.39","0","0","0","0","0","10","10","1","1","7","7","42","-999","-999","0","1","0","0","0","0",,"0","0","2","1","1","346","
, 1 "
"UAE","ARE","1984","0","13","1","2","1","0","0","-999","-999","-999","independent","0","0","0","0","0","-999","1","-999","40","Appointees","40","0","0","0","0","0","0","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","-999","-999","-999","-999","0","0","2","2","888","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","0","0","1","-999","696","
, 0 "
"Zimbabwe","ZWE","2014","0","27","1","4","1","0","0","61.88","-999","33","ZANU-PF","0","1","0","0","0","51","1","-999","210","ZANU-PF","160",,"0","1","0","0","0","51","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","MDC-Tsvangirai","49",,"3","0","0","0","0","15","NA","0","0","NA","0","0","0","0","0","1","1",,"0","0","-999","-999","0","0","6","7","1","1","0.35","1","0","1","-999","-999","-999",,"1","0",,,"0","552","
, 0 "
"Belarus","BLR","2011","0","17","1","0","1","0","1","83","-999","-999","independent","0","0","0","0","0","-999","0","-999","110","KPB","6",,"3","0","0","0","0","91","APB","1",,"0","0","0","0","0","19","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","103","103",,,,"-999","-999","0","0","7","6","1","888","0.37","1","0","1","-999","0","1",,"1","0","0","0","1","370","
, 0 "
"Belgium","BEL","2012","2","1","1","2","1","0","0","-999","-999","1","PS","3","0","0","1","0","127","0","-999","150","PS","26","13.7","3","0","0","1","0","127","MR","18","9.2799999999999994","0","0","0","0","0","10","CD&V","17","10.85","1","0","0","1","0","67","3","35","23.4","N-VA","27","17.399999999999999","2","1","0","1","0","11","VB","12","7.76","ECOLO","8","4.8","3","7","7.98","0","0","0","0","0","-999","-999","0","0","7","7","13.63","13.67","0.21","0","1","0",,"1","1",,"0","0",,"1","1","211","
, 2 "
"Albania","ALB","1985","1","40","0","-999","-999","0","0","-999","-999","41","APL","3","0","0","0","0","44","1","-999","250","APL","250","100","3","0","0","0","0","44","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","0","0","0","0","0","0","0","-999","-999","-999","0","0","3","3",,"-999","-999","-999","-999","-999","-999","-999","1",,"0","0","1",,"-999","339","
, 1 "
"Bosnia-Herz","BIH","1982","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","346","
, -999 "
"Bosnia-Herz","BIH","1988","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","NA","-999","-999","-999","-999","-999","-999","-999","-999","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","-999","0","0","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","NA","0","0","-999","0","0","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","346","
, -999 "
"Zimbabwe","ZWE","1999","0","12","1","3","1","0","0","92.7","-999","19","ZANU-PF","0","1","0","0","0","36","0","-999","120","ZANU-PF","118","77","0","1","0","0","0","36","NA","0","0","-999","-999","-999","-999","-999","-999","NA","0","0","-999","-999","-999","-999","-999","-999","0","0","0","ZANU-N","2","6","1","1","0","0","0","12","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","-999","-999","0","0","6","6","1","-999","-999","1","0","1","-999","-999","-999",,"0","0",,,"-999","552","
, 0 "
