"operation_number","document_title","iati_document_code","iati_document_code_name","language","document_link","document_type"
"AR-L1003","Report for Publication_PMR-#AR-L1003-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267073","Project Monitoring Report ( Public version)"
"AR-L1003","Programa de Desarrollo Productivo y Competitividad de la Provincia Mendoza","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=497819","Environmental Impact Assessments"
"AR-L1003","Desarrollo Productivo y Competitividad de la Provincia Mendoza","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=497821","Environmental Impact Assessments"
"AR-L1003","Desarrollo Productivo y Competitividad de la Provincia de Mendoza","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=497826","Environmental Impact Assessments"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2011-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624837","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2011-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624837","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2011-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624837","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2011-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36624837","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2011-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625405","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2011-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625405","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2011-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625405","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2011-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36625405","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2011-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923687","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2011-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923687","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2011-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923687","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2011-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36923687","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2010-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312985","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2010-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312985","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2010-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312985","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2010-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312985","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2010-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312409","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2010-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312409","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2010-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312409","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2010-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36312409","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2011-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926295","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2011-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926295","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2011-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926295","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2011-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=36926295","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2012-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353091","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2012-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353091","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2012-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353091","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2012-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353091","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2012-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353750","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2012-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353750","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2012-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353750","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2012-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37353750","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2012-2º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874193","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2012-2º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874193","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2012-2º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874193","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2012-2º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874193","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2012-2º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874918","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2012-2º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874918","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2012-2º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874918","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2012-2º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=37874918","Project Monitoring Report ( Public version)"
"AR-L1004","AR-L1004 First period Jan-Jun 2014-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175874","Project Monitoring Report ( Public version)"
"AR-L1004","AR-L1004 First period Jan-Jun 2014-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175874","Project Monitoring Report ( Public version)"
"AR-L1004","AR-L1004 First period Jan-Jun 2014-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175874","Project Monitoring Report ( Public version)"
"AR-L1004","AR-L1004 First period Jan-Jun 2014-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40175874","Project Monitoring Report ( Public version)"
"AR-L1004","AR-L1004 Second period Jan-Dec 2013-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40169255","Project Monitoring Report ( Public version)"
"AR-L1004","AR-L1004 Second period Jan-Dec 2013-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40169255","Project Monitoring Report ( Public version)"
"AR-L1004","AR-L1004 Second period Jan-Dec 2013-Public Report","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40169255","Project Monitoring Report ( Public version)"
"AR-L1004","AR-L1004 Second period Jan-Dec 2013-Public Report","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40169255","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2013-1º-Period","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267074","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2013-1º-Period","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267074","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2013-1º-Period","A07","Review of project performance and evaluation","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267074","Project Monitoring Report ( Public version)"
"AR-L1004","Report for Publication_PMR-#AR-L1004-2013-1º-Period","A08","Results, outcomes and outputs","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38267074","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2013-1º-Periodo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266410","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2013-1º-Periodo","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266410","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2013-1º-Periodo","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266410","Project Monitoring Report ( Public version)"
"AR-L1004","Informe para Publicación_PMR-#AR-L1004-2013-1º-Periodo","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=38266410","Project Monitoring Report ( Public version)"
"AR-L1004","Competitividad del Sector Turismo","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=595841","Environmental Impact Assessments"
"AR-L1004","Programa de Mejora de Competividad del Sector Turismo.","A01","Pre- and post-project impact appraisal","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39410792","Project Completion Report"
"AR-L1004","Programa de Mejora de Competividad del Sector Turismo.","A02","Objectives / Purpose of activity","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39410792","Project Completion Report"
"AR-L1004","Programa de Mejora de Competividad del Sector Turismo.","A03","Intended ultimate beneficiaries","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39410792","Project Completion Report"
"AR-L1004","Programa de Mejora de Competividad del Sector Turismo.","A05","Budget","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39410792","Project Completion Report"
"AR-L1004","Programa de Mejora de Competividad del Sector Turismo.","A06","Summary information about contract","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39410792","Project Completion Report"
"AR-L1004","Programa de Mejora de Competividad del Sector Turismo.","A07","Review of project performance and evaluation","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39410792","Project Completion Report"
"AR-L1004","Programa de Mejora de Competividad del Sector Turismo.","A08","Results, outcomes and outputs","Spanish","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=39410792","Project Completion Report"
"AR-L1007","AR-L1007 Second period Jan-Dec 2015-Public Report","A01","Pre- and post-project impact appraisal","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360650","Project Monitoring Report ( Public version)"
"AR-L1007","AR-L1007 Second period Jan-Dec 2015-Public Report","A05","Budget","English","http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=40360650","Project Monitoring Report ( Public version)"
