"a_o","pa_s","iso","instituci_n","acronimo","n_mero_de_instituciones","ciudad","tipo_de_instituci_n_en_el","tipo_de_instituci_n_bid","tipo_de_regulaci_n","propiedad","fuente","tasa_de_cambio","patrimonio","activos","obligaciones_con_instituciones","instrumentos_de_deuda_emitidos","dep_sitos_totales","otras_fuentes_de_financiaci","utilidad_neta","gastos_operativos","costos_derivados_de_fuentes","saldo_de_cartera_bruta","provisiones","saldo_de_cartera_comercial","saldo_de_cartera_a_mediana","saldo_de_cartera_a_peque","saldo_de_cartera_de_microcr","saldo_de_cartera_de_consumo","saldo_de_cartera_de_vivienda","saldo_otro_tipo_de_cartera","saldo_de_cartera_agropecuaria","saldo_de_cartera_a_mujeres","saldo_de_cartera_a_personas","n_mero_total_de_pr_stamos","n_mero_de_pr_stamos_de_cartera","n_mero_de_pr_stamos_de_cartera_1","n_mero_de_pr_stamos_de_cartera_2","n_mero_de_pr_stamos_de_cartera_3","n_mero_de_pr_stamos_de_cartera_4","n_mero_de_pr_stamos_de_cartera_5","n_mero_de_pr_stamos_otra","n_mero_de_pr_stamos_cartera","n_mero_de_pr_stamos_cartera_1","n_mero_de_pr_stamos_cartera_2","n_mero_total_de_prestatarios","n_mero_total_de_prestatarios_1","n_mero_de_prestatarios_cartera","n_mero_de_prestatarios_cartera_1","n_mero_de_prestatarios_cartera_2","n_mero_de_prestatarios_cartera_3","n_mero_de_prestatarios_cartera_4","n_mero_de_prestatarios_otra","n_mero_de_prestatarios_cartera_5","n_mero_de_prestatarios_cartera_6","n_mero_de_prestatarios_cartera_7","total_ingresos_por_intereses","ingresos_por_intereses_cartera","ingresos_por_intereses_cartera_1","ingresos_por_intereses_cartera_2","ingresos_por_intereses_cartera_3","ingresos_por_intereses_cartera_4","ingresos_por_intereses_cartera_5","ingresos_por_intereses_otra","ingresos_por_intereses_cartera_6","ingresos_por_intereses_cartera_7","ingresos_por_intereses_cartera_8","tasa_de_inter_s","tasa_de_inter_s_cartera","tasa_de_inter_s_cartera_a","tasa_de_inter_s_cartera_a_1","tasa_de_inter_s_cartera_de","tasa_de_inter_s_cartera_de_1","tasa_de_inter_s_cartera_de_2","tasa_de_inter_s_otra_cartera","tasa_de_inter_s_cartera_1","tasa_de_inter_s_cartera_2","tasa_de_inter_s_cartera_a_2","cartera_en_riesgo","cartera_en_riesgo_comercial","cartera_en_riesgo_a_mediana","cartera_en_riesgo_a_peque","cartera_en_riesgo_de_microcr","cartera_en_riesgo_de_consumo","cartera_en_riesgo_de_vivienda","cartera_en_riesgo_otra_cartera","cartera_en_riesgo_agropecuaria","cartera_en_riesgo_mujeres","cartera_en_riesgo_a_personas","dep_sitos_del_p_blico","dep_sitos_en_cuentas_simples","dep_sitos_en_cuentas_de_ahorro","dep_sitos_en_cuentas","dep_sitos_en_cuentas_a_plazo","otros_dep_sitos","dep_sitos_en_cuentas_con","n_mero_total_de_cuentas","n_mero_de_cuentas_simples","n_mero_de_cuentas_de_ahorro","n_mero_de_cuentas_corrientes","n_mero_de_cuentas_a_plazo","n_mero_de_otras_cuentas","n_mero_de_cuentas_con_saldo","n_mero_total_de_depositantes","n_mero_de_depositantes_cuentas","n_mero_de_depositantes_cuentas_1","n_mero_de_depositantes_cuentas_2","n_mero_de_depositantes_cuentas_3","n_mero_de_depositantes_otras","n_mero_de_depositantes_cuentas_4","n_mero_total_de_puntos_de","n_mero_de_oficinas","n_mero_de_cajeros_autom_ticos","n_mero_de_agentes","n_mero_de_otros_puntos_de","n_mero_de_tarjetas_d_bito","monto_de_las_transacciones","n_mero_de_tarjetas_de_cr","monto_de_las_transacciones_1"
"2005","Argentina","ARG","Banca Nazionale del Lavoro S.A.","BNL","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","32806748","269371168","1127301","5858896","187745392","37875768","2806749","17154908","8059816","171533744","21411044","116395704",,,,"27569018","27569018",,,,,"379965",,,,,,,,,,"3859",,,,,,,,,,,,"23274540",,,,,,,,,,,"12",,,,,,,,,,,"38011876",,,,,,,,,,,"195053680",,"52070552","50843560","84409512","4907976",,"547097",,"410740","98980","36085","1292",,,,,,,,,"321","91","212",,"18","675893",,"218023",
"2005","Argentina","ARG","Banco B.I. Creditanstalt S.A.","B.I.","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","2262270","36602760","168712","4394172","398773","24110430","-5283743","874233","3282209","15582823","2200920","13393405",,,,"1376534","812883",,,,,"11680",,,,,,,,,,"632",,,,,,,,,,,,"4263804",,,,,,,,,,,"13",,,,,,,,,,,"3476528",,,,,,,,,,,"406442",,"138037","253067",,"7669",,"268",,"148","120","0","0",,,,,,,,,"2","1","0",,"1","0",,"0",
"2005","Argentina","ARG","Banco Banex S.A","BANEX","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","11648773","51280676",,,"29976994","9624233","1656442","7714724","1296012","14179447","475460","6391871",,,,"3999233","3788344",,,,,"178627",,,,,,,,,,"15472",,,,,,,,,,,,"7101227",,,,,,,,,,,"12",,,,,,,,,,,"655090",,,,,,,,,,,"22998466",,"9662577","2868098","9286810","1050614",,"163246",,"152555","2777","7781","133",,,,,,,,,"113","23","41",,"49","144274",,"62546",
"2005","Argentina","ARG","Banco Cetelem Argentina S.A.","CETELEM","1","Buenos Aires","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","2461657","5490798",,,,"2523006","130368","904908","38344","5383436","130368","0",,,,"2691718","2691718",,,,,"73654",,,,,,,,,,"0",,,,,,,,,,,,"966258",,,,,,,,,,,"15",,,,,,,,,,,"132433",,,,,,,,,,,,,,,,,,"0",,"0","0","0","0",,,,,,,,,"2","1","1",,"0","0",,"73654",
"2005","Argentina","ARG","Banco Cofidis S.A.","COFIDIS","1","Buenos Aires","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","996933","1058282",,,,"61350","-176380","176380","0","812883","130368","651841",,,,"80521","80521",,,,,"2238",,,,,,,,,,"3",,,,,,,,,,,,"69018",,,,,,,,,,,"7",,,,,,,,,,,"129817",,,,,,,,,,,,,,,,,,"0",,"0","0","0","0",,,,,,,,,"1","1","0",,"0","0",,"0",
"2005","Argentina","ARG","Banco Columbia S.A.","BANCO COLUMBIA","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","3964724","32131902",,,"20628834","7530675","360429","3611963","575153","19716258","1303681","709356",,,,"9505368","9501534",,,,,"198923",,,,,,,,,,"848",,,,,,,,,,,,"4486197",,,,,,,,,,,"45",,,,,,,,,,,"3069821",,,,,,,,,,,"21342024",,"1641104","1088957","17898774","352761",,"33088",,"27527","338","5081","142",,,,,,,,,"93","40","20",,"33","16422",,"221815",
"2005","Argentina","ARG","Banco Comafi Sociedad Anónima","COMAFI","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","15805215","137453984",,"828221","80061352","39815952","973926","5682516","1480061","70253064","1388037","51238496",,,,"10575153","8439417",,,,,"25459",,,,,,,,,,"368",,,,,,,,,,,,"6403375",,,,,,,,,,,"10",,,,,,,,,,,"2873350",,,,,,,,,,,"81671776",,"12967791","12760736","51027608","4225460",,"108244",,"85386","9677","12878","303",,,,,,,,,"159","55","92",,"12","124905",,"0",
"2005","Argentina","ARG","Banco Credicoop Cooperativo Limitado","CREDICOOP","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","44271472","383113504","391104","27093558","275291424","34969324","3980061","14256135","4156442","204539872","8266871","149685584",,,,"38911044","15943252",,,,,"516012",,,,,,,,,,"32687",,,,,,,,,,,,"15268405",,,,,,,,,,,"13",,,,,,,,,,,"5358945",,,,,,,,,,,"283159520",,"43098160","111579752","117277608","7990798",,"583535",,"163453","380818","36383","2881",,,,,,,,,"516","228","282",,"6","670744",,"164327",
"2005","Argentina","ARG","Banco Finansur S.A.","FINANSUR","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","1993865","16564417","7669","7669","12200920","2331288","214724","544479","253067","11717791","276074","7392638",,,,"2714724","1610430",,,,,"28914",,,,,,,,,,"8674",,,,,,,,,,,,"1157976",,,,,,,,,,,"15",,,,,,,,,,,"561282",,,,,,,,,,,"12484663",,"1871166","2331288","7622700","490798",,"7948",,"6384","630","819","115",,,,,,,,,"9","3","4",,"2","6543",,"395",
"2005","Argentina","ARG","Banco Hipotecario S.A.","HIPOTECARIO","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","170023008","615973952","23251534","210713184","40590492","155115024","19424846","9961656","33159510","203381904","13243865","56296012",,,,"73542944","73542944",,,,,"203277",,,,,,,,,,"304",,,,,,,,,,,,"56395704",,,,,,,,,,,"229",,,,,,,,,,,"20907660",,,,,,,,,,,"38427916",,"9670245","1265337","26694786","582822",,"69989",,"63499","1043","5302","145",,,,,,,,,"60","25","31",,"4","90475",,"341419",
"2005","Argentina","ARG","Banco Itau Argentina S.A.","ITAU","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","27430982","142891104","38344",,"90989264","21978528","904908","9601227","2185583","103719328","1802147","92638040",,,,"5540644","5540644",,,,,"75141",,,,,,,,,,"1150",,,,,,,,,,,,"8742331",,,,,,,,,,,"7",,,,,,,,,,,"1939551",,,,,,,,,,,"96188648",,"26518404","31733128","32737730","4984663",,"626170",,"482216","131863","11919","172",,,,,,,,,"319","79","211",,"29","849160",,"70517",
"2005","Argentina","ARG","Banco Julio Sociedad Anónima","BANCO JULIO","1","Córdoba","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","2124233","4585890",,,"1955522","506135","69018","184049","30675","2576687","145706","2116565",,,,"433282","26840",,,,,"3468",,,,,,,,,,"3358",,,,,,,,,,,,"230061",,,,,,,,,,,"20",,,,,,,,,,,"151767",,,,,,,,,,,"2062884",,"306748","605828","1042945","92025",,"899",,"550","244","59","46",,,,,,,,,"3","2","0",,"1","0",,"234",
"2005","Argentina","ARG","Banco Macro S.A.","MACRO","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","114233128","530314432","11771472","920245","320230048","72446320","20145706","22975460","14240798","207085904","15828221","147703232",,,,"32078220","27304448",,,,,"334260",,,,,,,,,,"9786",,,,,,,,,,,,"38343560",,,,,,,,,,,"12",,,,,,,,,,,"14578848",,,,,,,,,,,"270260736",,"52967792","38842024","165145712","9754601",,"540032",,"458440","39755","39356","2481",,,,,,,,,"460","152","283",,"25","499811",,"216418",
"2005","Argentina","ARG","Banco Mariva S.A.","BANCO MARIVA","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","7315951","40613496","490798",,"16763804","16042945","552147","1296012","690184","14424846","283742","13159509",,,,"950920","314417",,,,,"5389",,,,,,,,,,"4716",,,,,,,,,,,,"2323620",,,,,,,,,,,"10",,,,,,,,,,,"983775",,,,,,,,,,,"16978528",,"851227","7523006","8381902","138037",,"1467",,"1036","278","114","39",,,,,,,,,"2","2","0",,"0","828",,"0",
"2005","Argentina","ARG","Banco Mercurio S.A.","BMER","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","1296012","1303681",,,,"7669","-53681","138037","0","53681","38344","23006",,,,"15337","15337",,,,,"16",,,,,,,,,,"7",,,,,,,,,,,,"84356",,,,,,,,,,,"11",,,,,,,,,,,"53681",,,,,,,,,,,,,,,,,,"0",,"0","0","0","0",,,,,,,,,"1","1","0",,"0","0",,"0",
"2005","Argentina","ARG","Banco Meridian S.A.","BANCO MERIDIAN","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","3128834","9003068",,,"2875767","2921779","-115031","667178","322086","2384969","30675","2204755",,,,"149540","30675",,,,,"164",,,,,,,,,,"62",,,,,,,,,,,,"743865",,,,,,,,,,,"12",,,,,,,,,,,"35775",,,,,,,,,,,"3067485",,"690184","46012","2147239","153374",,"457",,"20","69","353","15",,,,,,,,,"3","1","1",,"1","0",,"0",
"2005","Argentina","ARG","Banco Municipal de Rosario","BANCO MUNICIPAL","1","Santa Fe","Bancos Públicos","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","981595","13481595",,,"10046012","2423313","-176380","1503068","168712","6618098","1012270","3627301",,,,"1863497","1127301",,,,,"18048",,,,,,,,,,"291",,,,,,,,,,,,"1203988",,,,,,,,,,,"19",,,,,,,,,,,"1762400",,,,,,,,,,,"8903374",,"3842025","2001534","2898773","130368",,"19768",,"16688","1326","1642","112",,,,,,,,,"49","5","26",,"18","73458",,"13679",
"2005","Argentina","ARG","Banco Patagonia S.A.","PATAGONIA","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","63450920","323458592","1027607","18903374","193895712","42714724","17990798","21664110","5007669","163473936","10046012","117170248",,,,"24946320","21357362",,,,,"391569",,,,,,,,,,"12536",,,,,,,,,,,,"35368100",,,,,,,,,,,"13",,,,,,,,,,,"12767314",,,,,,,,,,,"182208592",,"57783744","42392640","72776072","8765337",,"538477",,"475575","37823","23977","1102",,,,,,,,,"339","121","198",,"20","784367",,"318610",
"2005","Argentina","ARG","Banco Piano S.A.","BP","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","4961657","20697852",,,"12124233","3604295","406442","1702454","222393","9984662","621166","7204755",,,,"1453221","1326687",,,,,"30896",,,,,,,,,,"135",,,,,,,,,,,,"1687117",,,,,,,,,,,"18",,,,,,,,,,,"798773",,,,,,,,,,,"12714724",,"3842025","697853","7576687","529141",,"125265",,"122271","967","2016","11",,,,,,,,,"30","3","0",,"27","0",,"0",
"2005","Argentina","ARG","Banco Privado de Inversiones S.A.","BANCO PRIVADO","1","Capital Federal","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","2990798","17745398",,,"9355828","5337424","-69018","2645706","452454","10345092","322086","406442",,,,"4969325","4969325",,,,,"70768",,,,,,,,,,"133",,,,,,,,,,,,"1963190",,,,,,,,,,,"22",,,,,,,,,,,"563808",,,,,,,,,,,"10107362",,"613497","345092","8351227","651841",,"2349",,"0","0","2321","28",,,,,,,,,"44","2","1",,"41","15142",,"406462",
"2005","Argentina","ARG","Banco Provincia de Tierra del Fuego","BTF","1","Tierra del Fuego","Bancos Públicos","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","3389571","31273006",,,"22837424","4739264","1625767","2001534","253067","13274540","858896","6180982",,,,"3546779","3546779",,,,,"9152",,,,,,,,,,"555",,,,,,,,,,,,"2131902",,,,,,,,,,,"14",,,,,,,,,,,"1442943",,,,,,,,,,,"9547546",,"5145706","2515338","1004601","881902",,"42920",,"40928","1305","578","109",,,,,,,,,"41","5","28",,"8","53614",,"27873",
"2005","Argentina","ARG","Banco Provincia del Neuquén Sociedad Anónima","BPN","1","Neuquén","Bancos Públicos","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Pública","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","7699387","74808280",,,"56441716","9693252","728528","6004601","1265337","29501534","705522","14647239",,,,"7427148","7427148",,,,,"80867",,,,,,,,,,"4513",,,,,,,,,,,,"6556749",,,,,,,,,,,"17",,,,,,,,,,,"1427874",,,,,,,,,,,"21871166",,"9110429","7492332","4271473","996933",,"107372",,"99923","3823","2705","921",,,,,,,,,"104","26","68",,"10","208892",,"34170",
"2005","Argentina","ARG","Banco Regional de Cuyo S.A.","CUYO","1","Mendoza","Bancos Privados","Bancos","Instituciones reguladas y supervisadas por la autoridad financiera","Privada","BCRA, Sistema financiero, Consulta por tipo de Entidades","13.03999996","2960123","32952454",,,"24969326","4256135","92025","1211657","276074","18726994","682515","13155675",,,,"4187117","1384203",,,,,"26865",,,,,,,,,,"2111",,,,,,,,,,,,"1134969",,,,,,,,,,,"11",,,,,,,,,,,"2020643",,,,,,,,,,,"23619632",,"8121166","6280675","7921779","1081288",,"52467",,"45145","3582","3527","213",,,,,,,,,"106","20","63",,"23","47354",,"16466",
