"figura_tabla","cap_tulo","t_tulo","indicador","sub_indicador","pa_s","a_o","mes","per_odo","rubro","valor","valor_u_d","fuente","notas"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Brasil","Uruguay",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/24","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Brasil","Venezuela",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/25","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Paraguay","Argentina",,,"Hasta el 31/12/2025",,"60",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/26","d/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Paraguay","Brasil",,,"Hasta el 31/12/2025",,"60",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/27","d/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Paraguay","Paraguay",,,,,,,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/28",
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Paraguay","Uruguay",,,"Hasta el 31/12/2025",,"60",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/29","d/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Paraguay","Venezuela",,,"Hasta el 31/12/2025",,"60",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/30","d/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Argentina",,,"Hasta el 31/12/2021",,"50",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/31","b/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Argentina",,,"Hasta el 31/12/2023",,"45",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/32","c/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Argentina",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/33","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Brasil",,,"Hasta el 31/12/2021",,"50",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/34","b/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Brasil",,,"Hasta el 31/12/2023",,"45",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/35","c/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Brasil",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/36","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Paraguay",,,"Hasta el 31/12/2021",,"50",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/37","b/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Paraguay",,,"Hasta el 31/12/2023",,"45",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/38","c/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Paraguay",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/39","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Uruguay",,,,,,,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/40",
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Venezuela",,,"Hasta el 31/12/2021",,"50",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/41","b/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Venezuela",,,"Hasta el 31/12/2023",,"45",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/42","c/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Uruguay","Venezuela",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/43","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Venezuela","Argentina",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/44","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Venezuela","Brasil",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/45","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Venezuela","Paraguay",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/46","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Venezuela","Uruguay",,,"Hasta el 31/12/2023",,"40",,"Fuente: BID-INTAL en base a CMC/Dec. N° 31/15 y 32/47","a/"
"Cuadro 8","Capítulo III","Régimen de Origen para el comercio intra MERCOSUR (Contenido máximo de insumos importados y vigencia del requisito)","Contenido máximo de insumos importados","Venezuela","Venezuela",,,,,,,,
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)","Exportaciones (mill. de U$S)",,"Argentina","2010",,,,,"5.7990000000000004","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Argentina","2011",,,,,"6.2380000000000004","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Argentina","2012",,,,,"5.0679999999999996","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Argentina","2013",,,,,"5.5110000000000001","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Argentina","2014",,,,,"4.4420000000000002","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Bolivia","2010",,,,,"208","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Bolivia","2011",,,,,"333","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Bolivia","2012",,,,,"311","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Bolivia","2013",,,,,"320","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Bolivia","2014",,,,,"434","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Brasil","2010",,,,,"30.786000000000001","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Brasil","2011",,,,,"44.314999999999998","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Brasil","2012",,,,,"41.226999999999997","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Brasil","2013",,,,,"46.026000000000003","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Brasil","2014",,,,,"40.616","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Paraguay","2010",,,,,"34","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Paraguay","2011",,,,,"30","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Paraguay","2012",,,,,"42","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Paraguay","2013",,,,,"57","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Paraguay","2014",,,,,"48","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Uruguay","2010",,,,,"373","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Uruguay","2011",,,,,"664","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Uruguay","2012",,,,,"802","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Uruguay","2013",,,,,"1.329","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Uruguay","2014",,,,,"1.218","Fuente: BID-INTAL en base a datos de DATAINTAL.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Venezuela","2010",,,,,"6.6989999999999998","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Venezuela","2011",,,,,"11.731","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Venezuela","2012",,,,,"14.539","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Venezuela","2013",,,,,"13.12","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 3","Capítulo I","Resultado de Cuenta Corriente de países del MERCOSUR  (En %)","Variación del PIB (%)",,"Argentina","2012",,,,"-0.2",,"BID-INTAL en base a fuentes nacionales",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (mill. de U$S)",,"Venezuela","2014",,,,,"11.32","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Argentina","2010",,,,,,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Argentina","2011",,,,"8",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Argentina","2012",,,,"-19",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Argentina","2013",,,,"9",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Argentina","2014",,,,"-19",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Bolivia","2010",,,,,,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Bolivia","2011",,,,"60",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Bolivia","2012",,,,"-6",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Bolivia","2013",,,,"3",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Bolivia","2014",,,,"36",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Brasil","2010",,,,,,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Brasil","2011",,,,"44",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Brasil","2012",,,,"-7",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Brasil","2013",,,,"12",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Brasil","2014",,,,"-12",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Paraguay","2010",,,,,,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Paraguay","2011",,,,"-11",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Paraguay","2012",,,,"38",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Paraguay","2013",,,,"36",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Paraguay","2014",,,,"-16",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Uruguay","2010",,,,,,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Uruguay","2011",,,,"78",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Uruguay","2012",,,,"21",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Uruguay","2013",,,,"66",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Uruguay","2014",,,,"-8",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Venezuela","2010",,,,,,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Venezuela","2011",,,,"75",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Venezuela","2012",,,,"24",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Venezuela","2013",,,,"-10",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Exportaciones (Var i.a, %)",,"Venezuela","2014",,,,"-14",,"Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Argentina","2010",,,,,"7.6479999999999997","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Argentina","2011",,,,,"10.571999999999999","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Argentina","2012",,,,,"7.694","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Argentina","2013",,,,,"8.8409999999999993","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Argentina","2014",,,,,"8.7059999999999995","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Bolivia","2010",,,,,"528","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Bolivia","2011",,,,,"940","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 2","Capítulo I","Variación del PIB de países del MERCOSUR (%)","Variación del PIB (%)",,"Argentina",,,"2010-2011",,"8.9",,"BID-INTAL en base a fuentes nacionales",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Bolivia","2012",,,,,"1.0880000000000001","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
"Cuadro 11 al 17","Capítulo VI","Comercio de los países del MERCOSUR con China (En mill. de US$ y variación interanual en %)
","Importaciones (mill. de U$S)",,"Bolivia","2013",,,,,"1.254","Fuente: BID-INTAL en base a datos de UNCOMTRADE.",
