"iddate","year","idgeo","isoalpha3","source","indicator","area","quintile","sex","education_level","age","ethnicity","value","se","cv","sample"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","men","Total","15_64","Total","0.028151588","0.046730582","1.6599624","125286.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","men","Total","15_64","Total","4415400.0","8072.2051","0.18281934","125289.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","men","Total","15_64","Total","1086400.0","6700.731","0.61678302","125289.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","men","Total","15_64","Total","440400.0","4524.6094","1.0273863","125289.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","men","Total","15_64","Total","176350.0","2927.3438","1.6599624","125289.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","men","Total","15_64","Total","0.17679548","0.10778043","0.60963339","125286.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","men","Total","15_64","Total","1107500.0","6751.6895","0.60963339","125289.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","men","Total","15_64","Total","0.0065609884","0.022808971","3.4764535000000003","125286.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","men","Total","15_64","Total","41100.0","1428.8224","3.4764535000000003","125289.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","men","Total","15_64","Total","0.20888208","0.11484753","0.54981995","125286.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","men","Total","15_64","Total","1308500.0","7194.394","0.54981995","125289.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","men","Total","15_64","Total","0.014295292","0.033536706","2.3459964","125286.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","men","Total","15_64","Total","89550.0","2100.8398","2.3459964","125289.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","men","Total","15_64","Total","0.10693134","0.087306261","0.81647027","125286.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","men","Total","15_64","Total","669850.0","5469.126","0.81647027","125289.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","men","Total","15_64","Total","0.13506697","0.096564226","0.71493596","125286.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","men","Total","15_64","Total","846100.0","6049.0728","0.71493596","125289.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","men","Total","15_64","Total","0.081357851","0.077236645","0.94934464","125286.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","men","Total","15_64","Total","509650.0","4838.335","0.94934464","125289.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","men","Total","15_64","Total","0.016354581","0.035833519","2.1910386","125286.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","men","Total","15_64","Total","102450.0","2244.719","2.1910386","125289.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","men","Total","15_64","Total","0.042135592000000006","0.05675799400000001","1.3470321","125286.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","men","Total","15_64","Total","263950.0","3555.491","1.3470321","125289.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","men","Total","15_64","Total","0.076639943","0.078102924","1.019089","116010.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","men","Total","25_64","Total","0.90869476","0.088178039","0.097038127","106708.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","men","Total","25_64","Total","0.011569827","0.034143195","2.9510548","98100.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","men","Total","25_64","Total","0.91933128","0.083366618","0.090681806","106708.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","men","Total","25_64","Total","0.6757076999999999","0.1503289","0.22247621","96965.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","men","Total","25_64","Total","0.20331047","0.12924661","0.63571054","96965.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","men","Total","25_64","Total","0.085711336","0.089899145","1.0488594","96965.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","men","Total","25_64","Total","0.014871346","0.03887016","2.6137624","96965.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","men","Total","25_64","Total","3276000.0","7288.3208","0.22247621","96968.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","men","Total","25_64","Total","985700.0","6266.1987","0.63571054","96968.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","men","Total","25_64","Total","415550.0","4358.5352","1.0488594","96968.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","men","Total","25_64","Total","72100.0","1884.5226","2.6137624","96968.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","men","Total","25_64","Total","0.17180426","0.12113739","0.70508957","96965.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","men","Total","25_64","Total","832950.0","5873.0435","0.70508957","96968.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","men","Total","25_64","Total","0.0068787706","0.026543079","3.858695","96965.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","men","Total","25_64","Total","33350.0","1286.8748","3.858695","96968.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","men","Total","25_64","Total","0.20575466","0.12982158","0.63095331","96965.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","men","Total","25_64","Total","997550.0","6294.0752","0.63095331","96968.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","men","Total","25_64","Total","0.016614243","0.041048471","2.4706795","96965.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","men","Total","25_64","Total","80550.0","1990.1324","2.4706795","96968.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","men","Total","25_64","Total","0.10668798","0.099141181","0.92926288","96965.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","men","Total","25_64","Total","517250.0","4806.6123","0.92926288","96968.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","men","Total","25_64","Total","0.13498685","0.10973668","0.81294352","96965.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","men","Total","25_64","Total","654450.0","5320.3086","0.81294352","96968.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","men","Total","25_64","Total","0.092291031","0.092949659","1.0071365","96965.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","men","Total","25_64","Total","447450.0","4506.4316","1.0071365","96968.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","men","Total","25_64","Total","0.017872428","0.042547151","2.3806026","96965.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","men","Total","25_64","Total","86650.0","2062.7922","2.3806026","96968.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","men","Total","25_64","Total","0.038209662000000005","0.06156325","1.6111958","96965.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","men","Total","25_64","Total","185250.0","2984.7402","1.6111958","96968.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","men","Total","25_64","Total","0.076871266","0.08851779300000001","1.1515069","90567.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","men","Total","65+","Total","0.28643845","0.37674728","1.3152819","14401.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","men","Total","65+","Total","0.012921752","0.17472388","13.521687","4179.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","men","Total","65+","Total","0.29018818","0.37820756","1.3033184","14401.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","men","Total","65+","Total","0.38303032","0.75698829","1.9763143","4125.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","men","Total","65+","Total","0.4118787800000001","0.76640582","1.8607558","4125.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","men","Total","65+","Total","0.13672728","0.53498578","3.9127951","4125.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","men","Total","65+","Total","0.032","0.27406484","8.5645266","4125.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","men","Total","65+","Total","79000.0","1561.2883","1.9763143","4125.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","men","Total","65+","Total","84950.0","1580.7120000000002","1.8607558","4125.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","men","Total","65+","Total","28200.0","1103.4082","3.9127951","4125.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","men","Total","65+","Total","6600.0","565.25873","8.5645266","4125.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","men","Total","65+","Total","0.40145454","0.7633214","1.9013894","4125.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","men","Total","65+","Total","82800.0","1574.3503","1.9013894","4125.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","men","Total","65+","Total","0.0031515151","0.08728004199999999","27.69463","4125.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","men","Total","65+","Total","650.0","180.01509","27.69463","4125.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","men","Total","65+","Total","0.093090906","0.45245582","4.8603654","4125.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","men","Total","65+","Total","19200.0","933.19012","4.8603654","4125.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","men","Total","65+","Total","0.0024242425","0.07657758099999999","31.588251","4125.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","men","Total","65+","Total","500.0","157.94125","31.588251","4125.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","men","Total","65+","Total","0.06763636599999999","0.39104205","5.7815356","4125.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","men","Total","65+","Total","13950.0","806.52423","5.7815356","4125.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","men","Total","65+","Total","0.17745455","0.59492773","3.3525639","4125.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","men","Total","65+","Total","36600.0","1227.0383","3.3525639","4125.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","men","Total","65+","Total","0.025454545","0.24525869","9.6351624","4125.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","men","Total","65+","Total","5250.0","505.84604","9.6351624","4125.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","men","Total","65+","Total","0.0043636364","0.10263969","23.521595","4125.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","men","Total","65+","Total","900.0","211.69435","23.521595","4125.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","men","Total","65+","Total","0.028848486000000007","0.26064277","9.0348854","4125.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","men","Total","65+","Total","5950.0","537.57568","9.0348854","4125.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","men","Total","65+","Total","0.033642385000000004","0.29350221","8.7241802","3775.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","women","Total","Total","Total","0.23937962","0.098799944","0.41273335","186528.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","women","Total","Total","Total","0.022825754000000004","0.069867261","3.0608962","45694.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","women","Total","Total","Total","0.24497126","0.099579163","0.40649322","186528.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","women","Total","Total","Total","0.78343147","0.19493392","0.24882063","44651.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","women","Total","Total","Total","0.12407337","0.15601359","1.2574301","44651.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","women","Total","Total","Total","0.020066741000000003","0.066362984","3.3071136","44651.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","women","Total","Total","Total","0.03366106","0.08535282300000001","2.5356548","44651.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","women","Total","Total","Total","1749050.0","4351.9976","0.24882063","44653.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","women","Total","Total","Total","277000.0","3483.0813","1.2574301","44653.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","women","Total","Total","Total","44800.0","1481.5869","3.3071136","44653.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","women","Total","Total","Total","75150.0","1905.5446","2.5356548","44653.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","women","Total","Total","Total","0.037871492","0.090336241","2.3853362","44651.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","women","Total","Total","Total","84550.0","2016.8018","2.3853362","44653.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","women","Total","Total","Total","0.0007166692599999999","0.012664644","17.671532","44651.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","women","Total","Total","Total","1600.0","282.74451","17.671532","44653.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","women","Total","Total","Total","0.18411682","0.18342139","0.99622291","44651.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","women","Total","Total","Total","411050.0","4094.9744","0.99622291","44653.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","women","Total","Total","Total","0.0025755301000000004","0.023986263","9.3131361","44651.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","women","Total","Total","Total","5750.0","535.50531","9.3131361","44653.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","women","Total","Total","Total","0.005419811599999999","0.034745716","6.4108715","44651.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","women","Total","Total","Total","12100.0","775.71545","6.4108715","44653.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","women","Total","Total","Total","0.13106089999999998","0.15970573","1.2185613000000002","44651.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","women","Total","Total","Total","292600.0","3565.5103","1.2185613000000002","44653.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","women","Total","Total","Total","0.014624532","0.05681083","3.8846254","44651.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","women","Total","Total","Total","32650.0","1268.3302","3.8846254","44653.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","women","Total","Total","Total","0.013012027","0.05363122","4.1216655","44651.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","women","Total","Total","Total","29050.0","1197.3438","4.1216655","44653.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","women","Total","Total","Total","0.011130769","0.049650233","4.460629","44651.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","women","Total","Total","Total","24850.0","1108.4663","4.460629","44653.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","women","Total","Total","Total","0.04416213","0.10106853","2.2885792","41325.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","women","Total","15_24","Total","0.36190838","0.24208656","0.6689166999999999","39405.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","women","Total","15_24","Total","0.04468113400000001","0.16910249","3.7846508","14928.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","women","Total","15_24","Total","0.3788351800000001","0.24437593","0.64507192","39405.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","women","Total","15_24","Total","0.8708365600000001","0.28085256","0.32250893","14261.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","women","Total","15_24","Total","0.049786129000000005","0.1821399","3.6584468","14261.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","women","Total","15_24","Total","0.0040670359","0.053295963","13.104374","14261.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","women","Total","15_24","Total","0.032185681","0.14779767","4.592032","14261.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","women","Total","15_24","Total","620950.0","2002.6191","0.32250893","14261.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","women","Total","15_24","Total","35500.0","1298.7485","3.6584468","14261.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","women","Total","15_24","Total","2900.0","380.02686","13.104374","14261.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","women","Total","15_24","Total","22950.0","1053.8713","4.592032","14261.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","women","Total","15_24","Total","0.033588107000000006","0.15087391","4.4918847","14261.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","women","Total","15_24","Total","23950.0","1075.8064","4.4918847","14261.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","women","Total","15_24","Total","0.00049084917","0.018548451","37.788494","14261.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","women","Total","15_24","Total","350.0","132.25974","37.788494","14261.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","women","Total","15_24","Total","0.19626955","0.33259973","1.694607","14261.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","women","Total","15_24","Total","139950.0","2371.6025","1.694607","14261.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","women","Total","15_24","Total","0.002243882","0.039623465","17.658443","14261.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","women","Total","15_24","Total","1600.0","282.5351","17.658443","14261.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","women","Total","15_24","Total","0.0065914029","0.067763083","10.280524","14261.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","women","Total","15_24","Total","4700.0","483.18463","10.280524","14261.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","women","Total","15_24","Total","0.14255662","0.29277679","2.0537579","14261.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","women","Total","15_24","Total","101650.0","2087.645","2.0537579","14261.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","women","Total","15_24","Total","0.011429773999999998","0.089014925","7.7879863","14261.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","women","Total","15_24","Total","8150.0","634.72089","7.7879863","14261.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","women","Total","15_24","Total","0.014374868999999997","0.099677712","6.934164999999999","14261.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","women","Total","15_24","Total","10250.0","710.75195","6.934164999999999","14261.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","women","Total","15_24","Total","0.010588318","0.08571212","8.0949707","14261.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","women","Total","15_24","Total","7550.0","611.17029","8.0949707","14261.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","women","Total","15_24","Total","0.025969052000000003","0.13920641","5.3604736","13054.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","women","Total","15_29","Total","0.36123528","0.20231229","0.56005687","56376.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","women","Total","15_29","Total","0.036797049","0.12947692","3.5186768","21143.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","women","Total","15_29","Total","0.37503548","0.20390157","0.54368609","56376.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","women","Total","15_29","Total","0.8610852099999999","0.24236271","0.28146192","20365.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","women","Total","15_29","Total","0.061969065999999996","0.16895245","2.7263999","20365.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","women","Total","15_29","Total","0.006923643399999999","0.058106821","8.392520900000001","20365.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","women","Total","15_29","Total","0.029855144","0.11926042","3.9946356","20365.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","women","Total","15_29","Total","876800.0","2467.8582","0.28146192","20365.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","women","Total","15_29","Total","63100.0","1720.3584","2.7263999","20365.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","women","Total","15_29","Total","7050.0","591.67273","8.392520900000001","20365.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","women","Total","15_29","Total","30400.0","1214.3693","3.9946356","20365.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","women","Total","15_29","Total","0.030493493","0.120489","3.9513021","20365.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","women","Total","15_29","Total","31050.0","1226.8793","3.9513021","20365.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","women","Total","15_29","Total","0.00058924627","0.017005479","28.859716","20365.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","women","Total","15_29","Total","600.0","173.15829","28.859716","20365.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","women","Total","15_29","Total","0.19582617","0.2780858","1.4200643999999998","20365.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","women","Total","15_29","Total","199400.0","2831.6084","1.4200643999999998","20365.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","women","Total","15_29","Total","0.0026025042000000003","0.035702474","13.718507999999998","20365.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","women","Total","15_29","Total","2650.0","363.54044","13.718507999999998","20365.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","women","Total","15_29","Total","0.0069727474","0.058311068","8.362711000000001","20365.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","women","Total","15_29","Total","7100.0","593.7524400000002","8.362711000000001","20365.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","women","Total","15_29","Total","0.13616499","0.24033476","1.7650261000000005","20365.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","women","Total","15_29","Total","138650.0","2447.2087","1.7650261000000005","20365.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","women","Total","15_29","Total","0.012668794","0.07837319400000001","6.1863179000000015","20365.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","women","Total","15_29","Total","12900.0","798.03503","6.1863179000000015","20365.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","women","Total","15_29","Total","0.016155168","0.088346124","5.4685984","20365.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","women","Total","15_29","Total","16450.0","899.5844099999998","5.4685984","20365.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","women","Total","15_29","Total","0.010999264","0.073088415","6.6448464000000005","20365.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","women","Total","15_29","Total","11200.0","744.22284","6.6448464000000005","20365.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","women","Total","15_29","Total","0.034479077000000004","0.13330051","3.8661275","18736.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","women","Total","15_64","Total","0.28750868","0.11755348","0.40886933","148239.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","women","Total","15_64","Total","0.022163079","0.07051471599999999","3.1816297","43586.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","women","Total","15_64","Total","0.29402519","0.11833333","0.40245986","148239.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","women","Total","15_64","Total","0.78981697","0.19736058","0.2498814","42620.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","women","Total","15_64","Total","0.1228062","0.15898505","1.2946011999999998","42620.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","women","Total","15_64","Total","0.019615204","0.067172743","3.4245242999999994","42620.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","women","Total","15_64","Total","0.031135616","0.084131494","2.7020981","42620.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","women","Total","15_64","Total","1683100.0","4205.7539","0.2498814","42622.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","women","Total","15_64","Total","261700.0","3387.9714","1.2946011999999998","42622.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","women","Total","15_64","Total","41800.0","1431.4512","3.4245242999999994","42622.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","women","Total","15_64","Total","66350.0","1792.8422","2.7020981","42622.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","women","Total","15_64","Total","0.033716564","0.08743237699999999","2.5931580000000003","42620.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","women","Total","15_64","Total","71850.0","1863.184","2.5931580000000003","42622.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","women","Total","15_64","Total","0.0007508212299999999","0.013267941","17.67124","42620.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","women","Total","15_64","Total","1600.0","282.73984","17.67124","42622.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","women","Total","15_64","Total","0.18723604","0.18896237","1.00922","42620.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","women","Total","15_64","Total","399000.0","4026.7881","1.00922","42622.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","women","Total","15_64","Total","0.0026748005000000004","0.025018569","9.3534336","42620.0"
