"iddate","year","idgeo","isoalpha3","source","indicator","area","quintile","sex","education_level","age","ethnicity","value","se","cv","sample"
"year","1970","country","ARG","IPUMS","Ninis_2_PHC","Total","Total","Total","Total","15_29","Total","0.25902399","0.12950173","0.49996036","114445.0"
"year","1970","country","ARG","IPUMS","leavers_PHC","Total","Total","Total","Total","18_24","Total","0.62551201","0.20559815","0.32868776","55417.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","Total","Total","04_05","Total","0.17654683999999998","0.41395116","2.3447099","8485.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","Total","Total","04_05","Total","0.82345314","0.41395116","0.50270152","8485.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","Total","Total","06_11","Total","0.88805626","0.13579555","0.15291323","53911.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","Total","Total","06_11","Total","0.11194376","0.13579555","1.2130693","53911.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","Total","Total","12_14","Total","0.7579003900000001","0.2659252","0.35087091","25948.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","Total","Total","12_14","Total","0.24209959","0.2659252","1.0984125","25948.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","Total","Total","15_17","Total","0.43074229999999997","0.31232482","0.72508508","25138.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","Total","Total","15_17","Total","0.5692577","0.31232482","0.54865277","25138.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","Total","Total","18_23","Total","0.17109451","0.17177168","1.0039579","48067.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","Total","Total","18_23","Total","0.8289054899999999","0.17177168","0.20722710000000005","48067.0"
"year","1970","country","ARG","IPUMS","asa_terminacion_c_PHC","Total","Total","Total","primary","Total","Total","69.90679899999999","0.288845","0.41318583","466860.0"
"year","1970","country","ARG","IPUMS","asa_terminacion_c_PHC","Total","Total","Total","secondary","Total","Total","19.89109","0.26138899","1.3141009","466860.0"
"year","1970","country","ARG","IPUMS","tasa_sobre_edad_PHC","Total","Total","Total","primary","Total","Total","27.493788","0.188105","0.68417269","56340.0"
"year","1970","country","ARG","IPUMS","tasa_bruta_asis_PHC","Total","Total","men","primary","Total","Total","104.14821","0.3900058","0.3744719","231857.0"
"year","1970","country","ARG","IPUMS","tasa_neta_asis_PHC","Total","Total","men","primary","Total","Total","0.82129387","0.23181164","0.28225175","231857.0"
"year","1970","country","ARG","IPUMS","tasa_bruta_asis_PHC","Total","Total","men","secondary","Total","Total","47.556141","0.37083599","0.77978563","231857.0"
"year","1970","country","ARG","IPUMS","tasa_neta_asis_PHC","Total","Total","men","secondary","Total","Total","0.36564613","0.30019939","0.82101077","231857.0"
"year","1970","country","ARG","IPUMS","tasa_bruta_asis_PHC","Total","Total","men","tertiary","Total","Total","26.614773","0.34204650000000003","1.2851754","231857.0"
"year","1970","country","ARG","IPUMS","tasa_neta_asis_PHC","Total","Total","men","tertiary","Total","Total","0.10222755","0.19493575","1.9068807","231857.0"
"year","1970","country","ARG","IPUMS","Ninis_2_PHC","Total","Total","men","Total","15_24","Total","0.06119617500000001","0.11930773","1.9495946","40362.0"
"year","1970","country","ARG","IPUMS","Ninis_2_PHC","Total","Total","men","Total","15_29","Total","0.04798152","0.089406021","1.8633428","57147.0"
"year","1970","country","ARG","IPUMS","leavers_PHC","Total","Total","men","Total","18_24","Total","0.6417523199999999","0.28791824","0.44864386","27735.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","men","Total","04_05","Total","0.17051551999999998","0.57446027","3.368962","4287.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","men","Total","04_05","Total","0.82948448","0.57446027","0.69255096","4287.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","men","Total","06_11","Total","0.88262001","0.19476333","0.22066498","27313.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","men","Total","06_11","Total","0.11738","0.19476333","1.6592547999999998","27313.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","men","Total","12_14","Total","0.78270157","0.36018455","0.46018121","13111.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","men","Total","12_14","Total","0.21729845","0.36018455","1.6575569","13111.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","men","Total","15_17","Total","0.43565376","0.44127634","1.0129061","12627.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","men","Total","15_17","Total","0.56434624","0.44127634","0.78192484","12627.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","men","Total","18_23","Total","0.18188971","0.24822323","1.364691","24152.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","men","Total","18_23","Total","0.8181102800000001","0.24822323","0.30341047","24152.0"
"year","1970","country","ARG","IPUMS","asa_terminacion_c_PHC","Total","Total","men","primary","Total","Total","69.06549100000001","0.41082174","0.59482926","231857.0"
"year","1970","country","ARG","IPUMS","asa_terminacion_c_PHC","Total","Total","men","secondary","Total","Total","18.228176","0.35892829","1.9690851000000005","231857.0"
"year","1970","country","ARG","IPUMS","tasa_sobre_edad_PHC","Total","Total","men","primary","Total","Total","29.723661","0.26862037","0.90372568","28950.0"
"year","1970","country","ARG","IPUMS","tasa_bruta_asis_PHC","Total","Total","women","primary","Total","Total","100.96624","0.36854461","0.36501768","234970.0"
"year","1970","country","ARG","IPUMS","tasa_neta_asis_PHC","Total","Total","women","primary","Total","Total","0.82592674","0.23249479","0.28149563","234970.0"
"year","1970","country","ARG","IPUMS","tasa_bruta_asis_PHC","Total","Total","women","secondary","Total","Total","48.06645200000001","0.37330109","0.77663541","234970.0"
"year","1970","country","ARG","IPUMS","tasa_neta_asis_PHC","Total","Total","women","secondary","Total","Total","0.37297768","0.30378294","0.8144803","234970.0"
"year","1970","country","ARG","IPUMS","tasa_bruta_asis_PHC","Total","Total","women","tertiary","Total","Total","23.043133","0.31845281","1.3819858","234970.0"
"year","1970","country","ARG","IPUMS","tasa_neta_asis_PHC","Total","Total","women","tertiary","Total","Total","0.08923565900000001","0.18439408","2.0663719","234970.0"
"year","1970","country","ARG","IPUMS","Ninis_2_PHC","Total","Total","women","Total","15_24","Total","0.40969612","0.24533741","0.59882778","40181.0"
"year","1970","country","ARG","IPUMS","Ninis_2_PHC","Total","Total","women","Total","15_29","Total","0.46960861","0.20851909","0.44402736","57286.0"
"year","1970","country","ARG","IPUMS","leavers_PHC","Total","Total","women","Total","18_24","Total","0.6095048900000001","0.29329163","0.48119652","27670.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","women","Total","04_05","Total","0.18212158","0.59595138","3.2722723","4195.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","women","Total","04_05","Total","0.81787842","0.59595138","0.72865522","4195.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","women","Total","06_11","Total","0.89363861","0.18904127","0.21154107","26598.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","women","Total","06_11","Total","0.10636138","0.18904127","1.7773488000000002","26598.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","women","Total","12_14","Total","0.7327565799999999","0.39067897","0.53316337","12831.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","women","Total","12_14","Total","0.2672434","0.39067897","1.4618845","12831.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","women","Total","15_17","Total","0.42578529","0.442083","1.0382768","12511.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","women","Total","15_17","Total","0.57421471","0.442083","0.7698915","12511.0"
"year","1970","country","ARG","IPUMS","tasa_asis_edad_PHC","Total","Total","women","Total","18_23","Total","0.15977074","0.23699021","1.4833142","23903.0"
"year","1970","country","ARG","IPUMS","tasa_no_asis_edad_PHC","Total","Total","women","Total","18_23","Total","0.84022926","0.23699021","0.28205422","23903.0"
"year","1970","country","ARG","IPUMS","asa_terminacion_c_PHC","Total","Total","women","primary","Total","Total","70.75502","0.40595657","0.57374954","234970.0"
"year","1970","country","ARG","IPUMS","asa_terminacion_c_PHC","Total","Total","women","secondary","Total","Total","21.550255","0.37947997","1.7609071","234970.0"
"year","1970","country","ARG","IPUMS","tasa_sobre_edad_PHC","Total","Total","women","primary","Total","Total","25.136911","0.26212096","1.0427731","27390.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","Total","Total","Total","Total","0.47819695","0.082264952","0.17203152","368710.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","Total","Total","Total","Total","0.020254388","0.033206891","1.6394912","179961.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","Total","Total","Total","Total","0.4880827700000001","0.082319885","0.16865967","368710.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","Total","Total","Total","Total","0.71699112","0.10727841","0.14962307","176316.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","Total","Total","Total","Total","0.16470995000000002","0.088335231","0.53630781","176316.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","Total","Total","Total","Total","0.058281722","0.0557933","0.95730358","176316.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","Total","Total","Total","Total","0.031732798","0.04174526","1.3155241000000002","176316.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","Total","Total","Total","Total","6320850.0","9457.4492","0.14962307","176321.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","Total","Total","Total","Total","1452050.0","7787.4569999999985","0.53630781","176321.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","Total","Total","Total","Total","513800.0","4918.626","0.95730358","176321.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","Total","Total","Total","Total","279750.0","3680.1785","1.3155241000000002","176321.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","Total","Total","Total","Total","0.14866489000000002","0.084724665","0.56990361","176316.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","Total","Total","Total","Total","1310600.0","7469.1567","0.56990361","176321.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","Total","Total","Total","Total","0.004939994200000001","0.016697183","3.3800006","176316.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","Total","Total","Total","Total","43550.0","1471.9904","3.3800006","176321.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","Total","Total","Total","Total","0.19944872","0.095162444","0.47712737","176316.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","Total","Total","Total","Total","1758300.0","8389.3301","0.47712737","176321.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","Total","Total","Total","Total","0.01088954","0.024716247","2.2697239","176316.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","Total","Total","Total","Total","96000.0","2178.9348","2.2697239","176321.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","Total","Total","Total","Total","0.07940289","0.064388506","0.81090879","176316.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","Total","Total","Total","Total","700000.0","5676.3618","0.81090879","176321.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","Total","Total","Total","Total","0.13565984","0.08154989","0.60113508","176316.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","Total","Total","Total","Total","1195950.0","7189.2749","0.60113508","176321.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","Total","Total","Total","Total","0.06222918","0.057530846","0.92449951","176316.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","Total","Total","Total","Total","548600.0","5071.8042","0.92449951","176321.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","Total","Total","Total","Total","0.015035504","0.028981753","1.9275545","176316.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","Total","Total","Total","Total","132550.0","2554.9734","1.9275545","176321.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","Total","Total","Total","Total","0.034058168","0.043195799000000014","1.2682948","176316.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","Total","Total","Total","Total","300250.0","3808.0552","1.2682948","176321.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","Total","Total","Total","Total","0.066583633","0.061752085","0.92743641","162983.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","Total","Total","15_24","Total","0.53784","0.17728986","0.32963309","79083.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","Total","Total","15_24","Total","0.042350559","0.095559284","2.2563879","44415.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","Total","Total","15_24","Total","0.56162514","0.17644416","0.31416711","79083.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","Total","Total","15_24","Total","0.8266328399999999","0.18355946","0.22205682","42534.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","Total","Total","15_24","Total","0.064019375","0.11869328","1.8540213","42534.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","Total","Total","15_24","Total","0.013048385","0.055025414","4.217028599999999","42534.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","Total","Total","15_24","Total","0.059834485","0.11500452","1.9220442","42534.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","Total","Total","15_24","Total","1758000.0","3903.759","0.22205682","42534.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","Total","Total","15_24","Total","136150.0","2524.25","1.8540213","42534.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","Total","Total","15_24","Total","27750.0","1170.2255","4.217028599999999","42534.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","Total","Total","15_24","Total","127250.0","2445.8013","1.9220442","42534.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","Total","Total","15_24","Total","0.1401467","0.16832189","1.2010407","42534.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","Total","Total","15_24","Total","298050.0","3579.7019","1.2010407","42534.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","Total","Total","15_24","Total","0.0037616965","0.029683184","7.8909035","42534.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","Total","Total","15_24","Total","8000.0","631.27228","7.8909035","42534.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","Total","Total","15_24","Total","0.21176001","0.1981017","0.93550098","42534.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","Total","Total","15_24","Total","450350.0","4213.0288","0.93550098","42534.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","Total","Total","15_24","Total","0.0049607372","0.034066711","6.867267599999999","42534.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","Total","Total","15_24","Total","10550.0","724.49677","6.867267599999999","42534.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","Total","Total","15_24","Total","0.073729253","0.12671438","1.7186445","42534.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","Total","Total","15_24","Total","156800.0","2694.8345","1.7186445","42534.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","Total","Total","15_24","Total","0.13774862","0.16710813","1.2131382","42534.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","Total","Total","15_24","Total","292950.0","3553.8887","1.2131382","42534.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","Total","Total","15_24","Total","0.033055909","0.086688645","2.6224856","42534.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","Total","Total","15_24","Total","70300.0","1843.6074","2.6224856","42534.0"
"year","1970","country","ARG","IPUMS","tasa_financiero_PHC","Total","Total","Total","Total","15_24","Total","0.012249024","0.053334899000000005","4.3542161","42534.0"
"year","1970","country","ARG","IPUMS","nivel_financiero_PHC","Total","Total","Total","Total","15_24","Total","26050.0","1134.2733","4.3542161","42534.0"
"year","1970","country","ARG","IPUMS","tasa_servicios_PHC","Total","Total","Total","Total","15_24","Total","0.040508771","0.095594302","2.3598423","42534.0"
"year","1970","country","ARG","IPUMS","nivel_servicios_PHC","Total","Total","Total","Total","15_24","Total","86150.0","2033.0042","2.3598423","42534.0"
"year","1970","country","ARG","IPUMS","empleo_publico_PHC","Total","Total","Total","Total","15_24","Total","0.058958154000000006","0.12012357","2.0374377","38451.0"
"year","1970","country","ARG","IPUMS","tasa_ocupacion_PHC","Total","Total","Total","Total","15_29","Total","0.57228676","0.14737675","0.25752255","112697.0"
"year","1970","country","ARG","IPUMS","tasa_desocupacion_PHC","Total","Total","Total","Total","15_29","Total","0.033449727999999984","0.069608293","2.0809822","66727.0"
"year","1970","country","ARG","IPUMS","tasa_participacion_PHC","Total","Total","Total","Total","15_29","Total","0.5920920600000001","0.14639339","0.24724767","112697.0"
"year","1970","country","ARG","IPUMS","tasa_asalariados_PHC","Total","Total","Total","Total","15_29","Total","0.81330338","0.15343869","0.18866108","64495.0"
"year","1970","country","ARG","IPUMS","tasa_independientes_PHC","Total","Total","Total","Total","15_29","Total","0.08382044799999999","0.10912032","1.3018341","64495.0"
"year","1970","country","ARG","IPUMS","tasa_patrones_PHC","Total","Total","Total","Total","15_29","Total","0.021536552999999996","0.057161123","2.6541443","64495.0"
"year","1970","country","ARG","IPUMS","tasa_sinremuneracion_PHC","Total","Total","Total","Total","15_29","Total","0.048794479000000016","0.084832616","1.7385700000000002","64495.0"
"year","1970","country","ARG","IPUMS","nivel_asalariados_PHC","Total","Total","Total","Total","15_29","Total","2622700.0","4948.0142","0.18866108","64495.0"
"year","1970","country","ARG","IPUMS","nivel_independientes_PHC","Total","Total","Total","Total","15_29","Total","270300.0","3518.8577","1.3018341","64495.0"
"year","1970","country","ARG","IPUMS","nivel_patrones_PHC","Total","Total","Total","Total","15_29","Total","69450.0","1843.3033","2.6541443","64495.0"
"year","1970","country","ARG","IPUMS","nivel_sinremuneracion_PHC","Total","Total","Total","Total","15_29","Total","157350.0","2735.6399","1.7385700000000002","64495.0"
"year","1970","country","ARG","IPUMS","tasa_agro_PHC","Total","Total","Total","Total","15_29","Total","0.13201023","0.13329118","1.0097035","64495.0"
"year","1970","country","ARG","IPUMS","nivel_agro_PHC","Total","Total","Total","Total","15_29","Total","425700.0","4298.3076","1.0097035","64495.0"
"year","1970","country","ARG","IPUMS","tasa_minas_PHC","Total","Total","Total","Total","15_29","Total","0.0043879372","0.026026491","5.9313726","64495.0"
"year","1970","country","ARG","IPUMS","nivel_minas_PHC","Total","Total","Total","Total","15_29","Total","14150.0","839.28925","5.9313726","64495.0"
"year","1970","country","ARG","IPUMS","tasa_industria_PHC","Total","Total","Total","Total","15_29","Total","0.21510195","0.16179651","0.75218523","64495.0"
"year","1970","country","ARG","IPUMS","nivel_industria_PHC","Total","Total","Total","Total","15_29","Total","693650.0","5217.5327","0.75218523","64495.0"
"year","1970","country","ARG","IPUMS","tasa_sspublicos_PHC","Total","Total","Total","Total","15_29","Total","0.0067757189","0.032302912","4.7674518","64495.0"
"year","1970","country","ARG","IPUMS","nivel_sspublicos_PHC","Total","Total","Total","Total","15_29","Total","21850.0","1041.6882","4.7674518","64495.0"
"year","1970","country","ARG","IPUMS","tasa_construccion_PHC","Total","Total","Total","Total","15_29","Total","0.078331652","0.1058026","1.3507003999999998","64495.0"
"year","1970","country","ARG","IPUMS","nivel_construccion_PHC","Total","Total","Total","Total","15_29","Total","252600.0","3411.8691","1.3507003999999998","64495.0"
"year","1970","country","ARG","IPUMS","tasa_comercio_PHC","Total","Total","Total","Total","15_29","Total","0.13244437","0.13347679","1.0077950999999998","64495.0"
"year","1970","country","ARG","IPUMS","nivel_comercio_PHC","Total","Total","Total","Total","15_29","Total","427100.0","4304.293","1.0077950999999998","64495.0"
"year","1970","country","ARG","IPUMS","tasa_transporte_PHC","Total","Total","Total","Total","15_29","Total","0.042406387000000004","0.07934994299999999","1.871179","64495.0"
"year","1970","country","ARG","IPUMS","nivel_transporte_PHC","Total","Total","Total","Total","15_29","Total","136750.0","2558.8372","1.871179","64495.0"
