"name_of_scholarship","url","county","deadline_date"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Van Buren","2224-05-28T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Washtenaw","2224-05-29T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Wayne","2224-05-30T00:00:00.000"
"Lloyd F. Hutt Scholarship","https://www.lmcu.org/about/community-relations/hutt-scholarship/","Wexford","2224-05-31T00:00:00.000"
"Lake Superior State University Scholarships","https://www.lssu.edu/financial-aid/types-of-aid/scholarships/scholarships-2/#toggle-id-1","Chippewa","2224-06-01T00:00:00.000"
"Lawrence Technological University Scholarships","https://www.ltu.edu/financial_aid/scholarships.asp","Oakland","2224-06-02T00:00:00.000"
"Madonna University Scholarships","https://www.madonna.edu/tuition-and-financial-aid/additional-scholarships-awards/","Wayne","2224-06-03T00:00:00.000"
"Manistee County Community Foundation","https://www.manisteefoundation.org/receive/scholarships/scholarships-available","Manistee","2224-06-04T00:00:00.000"
"Mattawan High School Scholarships","https://www.mattawanschools.org/hs/scholarships/","Van Buren","2224-06-05T00:00:00.000"
"Mott Community College  Scholarships","https://www.mcc.edu/financial_aid/fa_scholarship.shtml","Genesee","2224-06-06T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Arenac","2224-06-07T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Bay","2224-06-08T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Clinton","2224-06-09T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Genesee","2224-06-10T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Gladwin","2224-06-11T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Gratiot","2224-06-12T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Huron","2224-06-13T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Ingham","2224-06-14T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Ionia","2224-06-15T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Iosco","2224-06-16T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Isabella","2224-06-17T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Kent","2224-06-18T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Lapeer","2224-06-19T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Livingston","2224-06-20T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Macomb","2224-06-21T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Midland","2224-06-22T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Montcalm","2224-06-23T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Ogemaw","2224-06-24T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Saginaw","2224-06-25T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Sanilac","2224-06-26T00:00:00.000"
"Michigan Sugar Company Scholarships","https://www.michigansugar.com/community/scholarships/","Shiawassee","2224-06-27T00:00:00.000"
"Midland Area Community Foundation Scholarships","https://www.midlandfoundation.org/scholarships/","Gladwin","2224-06-28T00:00:00.000"
"Midland Area Community Foundation Scholarships","https://www.midlandfoundation.org/scholarships/","Midland","2224-06-29T00:00:00.000"
"Mid Michigan College Scholarships","https://www.midmich.edu/student-resources/financial-aid/applying-fin-aid/scholarships","Clare","2224-06-30T00:00:00.000"
"Mid Michigan College Scholarships","https://www.midmich.edu/student-resources/financial-aid/applying-fin-aid/scholarships","Gladwin","2224-07-01T00:00:00.000"
"Mid Michigan College Scholarships","https://www.midmich.edu/student-resources/financial-aid/applying-fin-aid/scholarships","Midland","2224-07-02T00:00:00.000"
"Mid Michigan College Scholarships","https://www.midmich.edu/student-resources/financial-aid/applying-fin-aid/scholarships","Gratiot","2224-07-03T00:00:00.000"
"Mid Michigan College Scholarships","https://www.midmich.edu/student-resources/financial-aid/applying-fin-aid/scholarships","Isabella","2224-07-04T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Alcona","2224-07-05T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Alger","2224-07-06T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Allegan","2224-07-07T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Alpena","2224-07-08T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Antrim","2224-07-09T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Arenac","2224-07-10T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Baraga","2224-07-11T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Barry","2224-07-12T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Bay","2224-07-13T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Benzie","2224-07-14T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Berrien","2224-07-15T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Branch","2224-07-16T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Calhoun","2224-07-17T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Cass","2224-07-18T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Charlevoix","2224-07-19T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Cheboygan","2224-07-20T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Chippewa","2224-07-21T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Clare","2224-07-22T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Clinton","2224-07-23T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Crawford","2224-07-24T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Delta","2224-07-25T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Dickinson","2224-07-26T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Eaton","2224-07-27T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Emmet","2224-07-28T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Genesee","2224-07-29T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Gladwin","2224-07-30T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Gogebic","2224-07-31T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Ogemaw","2225-01-24T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Grand Traverse","2224-08-01T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Gratiot","2224-08-02T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Hillsdale","2224-08-03T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Houghton","2224-08-04T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Huron","2224-08-05T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Ingham","2224-08-06T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Ionia","2224-08-07T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Iosco","2224-08-08T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Iron","2224-08-09T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Isabella","2224-08-10T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Jackson","2224-08-11T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Kalamazoo","2224-08-12T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Kalkaska","2224-08-13T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Kent","2224-08-14T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Keweenaw","2224-08-15T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Lake","2224-08-16T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Lapeer","2224-08-17T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Leelanau","2224-08-18T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Lenawee","2224-08-19T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Livingston","2224-08-20T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Luce","2224-08-21T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Mackinac","2224-08-22T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Macomb","2224-08-23T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Manistee","2224-08-24T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Marquette","2224-08-25T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Mason","2224-08-26T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Mecosta","2224-08-27T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Menominee","2224-08-28T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Midland","2224-08-29T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Missaukee","2224-08-30T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Monroe","2224-08-31T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Montcalm","2224-09-01T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Montmorency","2224-09-02T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Muskegon","2224-09-03T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Newaygo","2224-09-04T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Oakland","2224-09-05T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Oceana","2224-09-06T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Ogemaw","2224-09-07T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Ontonagon","2224-09-08T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Osceola","2224-09-09T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Oscoda","2224-09-10T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Otsego","2224-09-11T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Ottawa","2224-09-12T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Presque Isle","2224-09-13T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Roscommon","2224-09-14T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Saginaw","2224-09-15T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Saint Clair","2224-09-16T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Saint Joseph","2224-09-17T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Sanilac","2224-09-18T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Schoolcraft","2224-09-19T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Shiawassee","2224-09-20T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Tuscola","2224-09-21T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Van Buren","2224-09-22T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Washtenaw","2224-09-23T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Wayne","2224-09-24T00:00:00.000"
"Michigan Jump$tart Scholarship","https://www.mijumpstartcoalition.org/news/scholarship-opportunity/","Wexford","2224-09-25T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/apply-for-a-scholarship","Isabella","2224-09-26T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/scholarships-by-school","Isabella","2224-09-27T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/scholarships-by-school","Gratiot","2224-09-28T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/scholarships-by-school","Saginaw","2224-09-29T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/scholarships-by-school","Osecola","2224-09-30T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/scholarships-by-school","Mecosta","2224-10-01T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/scholarships-by-school","Clare","2224-10-02T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/scholarships-by-school","Midland","2224-10-03T00:00:00.000"
"Mt. Pleasant Area Community Foundation","https://www.mpacf.org/scholarships-by-school","Montcalm","2224-10-04T00:00:00.000"
"Michigan Tech Scholarships","https://www.mtu.edu/admissions/tuition/scholarships/","Houghton","2224-10-05T00:00:00.000"
"Michigan Tech Scholarships","https://www.mtu.edu/admissions/tuition/scholarships/","Baraga","2224-10-06T00:00:00.000"
"Michigan Tech Scholarships","https://www.mtu.edu/admissions/tuition/scholarships/","Keweenaw","2224-10-07T00:00:00.000"
"Michigan Tech Scholarships","https://www.mtu.edu/admissions/tuition/scholarships/","Ontonagon","2224-10-08T00:00:00.000"
"Michigan Tech Scholarships","https://www.mtu.edu/admissions/tuition/scholarships/","Houghton","2224-10-09T00:00:00.000"
"Muskegon Community College Scholarships","https://www.muskegoncc.edu/scholarships/","Muskegon","2224-10-10T00:00:00.000"
"Roscommon County Community Foundation Scholarships","https://www.myrccf.org/scholarships/","Roscommon","2224-10-11T00:00:00.000"
"Roscommon County Community Foundation Summer Enrichment Scholarships","https://www.myrccf.org/summer-enrichment-scholarships/","Roscommon","2224-10-12T00:00:00.000"
"North Central Michigan College  Scholarships","https://www.ncmich.edu/paying-for-college/scholarships/","Emmet","2224-10-13T00:00:00.000"
"NFL Alumni Detroit Student Athlete Scholarships","https://www.nflalumnidetscholarships.org/scholarships/scholarship_application_1.aspx","Wayne","2224-10-14T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Alger","2224-10-15T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Allegan","2224-10-16T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Baraga","2224-10-17T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Delta","2224-10-18T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Dickinson","2224-10-19T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Gogebic","2224-10-20T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Houghton","2224-10-21T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Iron","2224-10-22T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Kent","2224-10-23T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Keweenaw","2224-10-24T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Marquette","2224-10-25T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Menominee","2224-10-26T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Chippewa","2224-10-27T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Schoolcraft","2224-10-28T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Mackinac","2224-10-29T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Ostego","2224-10-30T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Luce","2224-10-31T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Crawford","2224-11-01T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Muskegon","2224-11-02T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Ontonagon","2224-11-03T00:00:00.000"
"Northern Michigan University Scholarships","https://www.nmu.edu/financialaid/donorfundedschol","Ottawa","2224-11-04T00:00:00.000"
"The Northport Promise Scholarship","https://www.northportpromise.com/qualifications-application-and-log","Leelanau","2224-11-05T00:00:00.000"
"Northwood University Scholarships","https://www.northwood.edu/financial-aid/ncs.aspx","Midland","2224-11-06T00:00:00.000"
"Oakland University Scholarships","https://www.oakland.edu/financialservices/","Oakland","2224-11-07T00:00:00.000"
"Olivet College Scholarships","https://www.olivetcollege.edu/undergraduate/tuition-financial-aid/grants/","Eaton","2224-11-08T00:00:00.000"
"Olivet College Kalamazoo Promise Scholarship","https://www.olivetcollege.edu/undergraduate/tuition-financial-aid/grants/","Kalamazoo","2224-11-09T00:00:00.000"
"Olivet College Lansing Promise Scholarship","https://www.olivetcollege.edu/undergraduate/tuition-financial-aid/grants/","Ingham","2224-11-10T00:00:00.000"
"Ostego Public Schools Foundation","https://www.opsfoundation.org/scholarships","Otsego","2224-11-11T00:00:00.000"
"Public Schools of Petoskey Scholarships","https://www.petoskeyschools.org/petoskey-education-foundation/scholarships/","Emmet","2224-11-12T00:00:00.000"
"Petoskey-Harbor Springs Area Foundation","https://www.phsacf.org/grants-scholarships/scholarships/","Emmet","2224-11-13T00:00:00.000"
"Petoskey-Harbor Springs Area Foundation","https://www.phsacf.org/grants-scholarships/scholarships/","Charlevoix","2224-11-14T00:00:00.000"
"Petoskey-Harbor Springs Area Foundation","https://www.phsacf.org/grants-scholarships/scholarships/","Cheboygan","2224-11-15T00:00:00.000"
"Plainwell High School Scholarships","https://www.plainwellschools.org/o/phs/page/community-scholarships","Allegan","2224-11-16T00:00:00.000"
"Portage Hospital Auxiliary Scholarship","https://www.portagehealth.org/for-healthcare-professionals/become-a-volunteer/scholarship-program","Houghton","2224-11-17T00:00:00.000"
"Portage Hospital Auxiliary Scholarship","https://www.portagehealth.org/for-healthcare-professionals/become-a-volunteer/scholarship-program","Baraga","2224-11-18T00:00:00.000"
"Portage Hospital Auxiliary Scholarship","https://www.portagehealth.org/for-healthcare-professionals/become-a-volunteer/scholarship-program","Keweenaw","2224-11-19T00:00:00.000"
"Portage Hospital Auxiliary Scholarship","https://www.portagehealth.org/for-healthcare-professionals/become-a-volunteer/scholarship-program","Ontonagon","2224-11-20T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Alcona","2224-11-21T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Alger","2224-11-22T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Allegan","2224-11-23T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Alpena","2224-11-24T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Antrim","2224-11-25T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Arenac","2224-11-26T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Baraga","2224-11-27T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Barry","2224-11-28T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Bay","2224-11-29T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Benzie","2224-11-30T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Berrien","2224-12-01T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Branch","2224-12-02T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Calhoun","2224-12-03T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Cass","2224-12-04T00:00:00.000"
"Rosa Parks Scholarship","https://www.rosaparksscholarship.org/application","Charlevoix","2224-12-05T00:00:00.000"
