"category","title","year"
"Open File Report","USBM: Open File Report 1978: The Copper Resources of Northern Michigan - Wilband OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USBMOFR1978_302972_7.pdf)",
"Professional Paper","USP: USGS Professional Paper 144: The Copper Deposits of Michigan Part 1 - 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP144A_303062_7.pdf)",
"Bulletin","USB: USGS Bulletin 1044: Geology of the Kiernan Quadrangle Iron County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSBU1044_302973_7.pdf)",
"Bulletin","USB: USGS Bulletin 1077: Geology of the Lake Mary Quadrangle Iron County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSBU1077_302974_7.pdf)",
"Bulletin","USB: USGS Bulletin 1274-F: The Reany Creek Formation Marquette County Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSBU1274_302975_7.pdf)",
"Bulletin","USB: USGS Bulletin 1314-B: Absorption of Gold by Plants OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSBU1314_302976_7.pdf)",
"Bulletin","USB: USGS Bulletin 1354-F: The Base of the Upper Keweenawan, Michigan and Wisconsin OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSBU1354_302977_7.pdf)",
"Information","USI: USGS INF-64-4: Collecting Rocks OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSCR_302981_7.pdf)",
"Information","USI: USGS INF-67-2(R6): Suggestions for Prospecting OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSINF672R6_302983_7.pdf)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. LIII - Chapters 1-8 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGLIIIA_302984_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. LIII - Chapters 9-13 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGLIIIB_302985_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. LIII - Chapters 14-26 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGLIIIC_321539_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. LIII - Chapters 14-26 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGLIIID_302987_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 1-5.1 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVIA_302989_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 1-5.1 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVIB_302990_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 1-5.1 Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVIC_302991_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 1-5.1 Part 4 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVID_302992_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 5.2-7 Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVIE_302993_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 5.2-7 Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVIF_302994_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 5.2-7 Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVIG_302997_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 5.2-7 Part 4 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVIH_303000_7.pdf)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XLVI - Chapters 5.2-7 Part 5 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXLVII_303002_7.pdf)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XXXVI - Part I.-The Western Part of the District Part 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXXXVIA_303005_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XXXVI - Part I.-The Western Part of the District Part 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXXXVIB_303006_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XXXVI - Part I.-The Western Part of the District Part 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXXXVIC_303008_7.PDF)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XXXVI - Part I.-The Western Part of the District Part 4 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXXXVID_303012_7.pdf)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XXXVI - Part I.-The Western Part of the District Part 5 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXXXVIE_303016_7.pdf)",
"Monographs of the USGS","USM: Monographs of the USGS Vol. XXXVI - Part II.-The Eastern Part of the District... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSMGXXXVIF_303020_7.PDF)",
"Map","USM: USGS Open File Map 80-297 Description and Preliminary Map of Airborne Electromagnetic Survey . . . OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFM80297_303022_7.pdf)",
"Open File Report","USO: USGS Open File Report 75-152: Keweenawan geology of the North Ironwood, Ironwood, and Little Girl Point... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR75152_303026_7.pdf)",
"Open File Report","USO: USGS Open File Report 79-1564: Simple Bouguer Gravity Anomaly Map and Geologic Interpretation... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR791564_303033_7.pdf)",
"Open File Report","USO: USGS Open File Report 80-1081: Preliminary investigations of radioelement distribution... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR801081_303035_7.pdf)",
"Open File Report","USO: USGS Open File Report 80-390: Copper-Bearing Quartzite Near Watersmeet, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR80390_303037_7.pdf)",
"Open File Report","USO: USGS Open File Report 80-591: Ground Water of Coal Deposits, Bay County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR80591_303038_7.pdf)",
"Open File Report","USO: USGS Open File Report 80-773: Hydraulic Characteristics of an Underdrained Irrigation Circle... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR80773_303042_7.pdf)",
"Open File Report","USO: USGS Open File Report 80-902: Review of Lake Michigan Seismic Reflection Data. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR80902_303044_7.pdf)",
"Open File Report","USO: USGS Open File Report: Geology and Hydrology for Environmental Planning in Washtenaw County, Michigan. 1980 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR80G_303050_7.PDF)",
"Open File Report","USO: USGS Open File Report 82-223: Mineral Resource Assessment of the Iron River... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR82223_303052_7.pdf)",
"Open File Report","USO: USGS Open File Report 82-301: Preliminary surficial geologic map of the Iron River... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR82301_303055_7.pdf)",
"Open File Report","USO: USGS Open File Report 95-75K: An Initial Resource Assessment of the Upper Devonian Antrim Shale... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSOFR9575K_303059_7.pdf)",
"Pamphlet","USO: USGS Pamphlet: Prospecting for Gold in the United States OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPAGold_303060_7.pdf)",
"Professional Paper","USP: USGS Professional Paper 1110-J: The Mississippian and Pennsylvanian (Carboniferous) Systems... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP1110J_303061_7.pdf)",
"Professional Paper","USP: USGS Professional Paper 144: The Copper Deposits of Michigan Part 1 - 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP144B_303065_7.pdf)",
"Professional Paper","USP: USGS Professional Paper 144: The Copper Deposits of Michigan Part 1 - 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP144C_303066_7.pdf)",
"Professional Paper","USP: USGS Professional Paper 144: The Copper Deposits of Michigan Part 1 - 4 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP144D_303067_7.pdf)",
"Professional Paper","USP: USGS Professional Paper 144: The Copper Deposits of Michigan Part 1 - 5 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP144E_303070_7.PDF)",
"Professional Paper","USP: USGS Professional Paper 144: The Copper Deposits of Michigan Part 2 - 1 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP144F_303072_7.PDF)",
"Professional Paper","USP: USGS Professional Paper 144: The Copper Deposits of Michigan Part 2 - 2 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP144G_303158_7.PDF)",
"Professional Paper","USP: USGS Professional Paper 144: The Copper Deposits of Michigan Part 2 - 3 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP144H_303160_7.PDF)",
"Professional Paper","USP: USGS Professional Paper 154-A: Moraines and Shore Lines of the Lake Superior Basin. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP154A_303163_7.pdf)",
"Professional Paper","USP: USGS Professional Paper 184: Precambrian Rocks of the Lake Superior Region OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP184_303164_7.pdf)",
"Professional Paper","USP: USGS Professional Paper 186-H: Inferences About the Origin of Oil as Indicated by the Composition... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSPP186H_303165_7.pdf)",
"Circular","USC: USGS Circular 842: The Potential for Diamond-Bearing Kimberlite in Northern Michigan and Wisconsin OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSCR842._302982_7.pdf)",
"Water Resource Investigations Report","USP: USGS Water-Resources Investigations Report 90-4028: Geohydrology and Water Quality of Kalamazoo... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSWIR904028_303166_7.pdf)",
"Water Resource Investigations Report","USP: USGS Water-Resources Investigations Report 90-4122: Hydrology and Land Use in Grand Traverse... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-USGSWIR904122_303167_7.pdf)",
"Information","V62AB Calcite crystals (https://www.michigan.gov/documents/deq/GIMDL-V62AB_307821_7.pdf)",
"General Geology","GG: VO: Volume VI. Plates XI-XV. Calcite Crystals. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/deq-ogs-gimdl-V6xldrawings_311908_7.PDF)",
"Information","VO: Volume I: Part I. Iron-Bearing Rocks (Economic). Chapters 1-4 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIA_303169_7.pdf)",
"Information","VO: Volume I: Part I. Iron-Bearing Rocks (Economic). Chapters 5-10 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIB_303171_7.pdf)",
"Information","VO: Volume I: Part II. Copper District. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIC_303172_7.pdf)",
"Information","VO: Volume I: Part III. Palaeozoic Rocks. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLID_303173_7.pdf)",
"Information","VO: Volume II: Appendices to Part I, Vol. I-Iron-Bearing Rocks (Economic). Appendix A. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIIA_303176_7.pdf)",
"Information","VO: Volume II: Appendices to Part I, Vol. I-Iron-Bearing Rocks (Economic). Appendices B-K. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIIB_303177_7.pdf)",
"Map","VO: Volume III: Lower Peninsula 1873-1876 Accompanied by a Geological Map. Part I. Geology OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIIIA_303182_7.pdf)",
"Map","VO: Volume III: Lower Peninsula 1873-1876 Accompanied by a Geological Map. Part II. Palaeontology-Corals OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIIIB_303185_7.pdf)",
"Map","VO: Volume IV: Upper Peninsula 1878-1880 Accompanied by a Geological Map. Part I. Marquette Iron Region. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIVA_303191_7.pdf)",
"Map","VO: Volume IV: Upper Peninsula 1878-1880 Accompanied by a Geological Map. Part II. Menominee Iron Region. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIVB_303192_7.pdf)",
"Information","VO: Volume IX: Part I. The Delta of the St. Clair River. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIXA_303193_7.pdf)",
"Gypsum of Michigan","VO: Volume IX: Part II. The Gypsum of Michigan and the Plaster Industry. Part 1. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIXB_303194_7.PDF)",
"Gypsum of Michigan","VO: Volume IX: Part II. The Gypsum of Michigan and the Plaster Industry. Part 2. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIXC_303196_7.PDF)",
"Gypsum of Michigan","VO: Volume IX: Part II. The Gypsum of Michigan and the Plaster Industry. Part 3. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLIXD_303197_7.PDF)",
"Upper Peninsula","VO: Volume V: Part I. Geological Report on the Upper Peninsula of Michigan. Iron and Copper Regions. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVA_303201_7.pdf)",
"Lower Peninsula","VO: Volume V: Part II. Geological Report on the Lower Peninsula of Michigan with Reference to Deep Borings. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVB_303202_7.pdf)",
"Upper Peninsula","VO: Volume VI: Upper Peninsula 1893-1897. Part I. Geological Report on Isle Royale, Michigan. Chapters 1-5. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVIA_303204_7.pdf)",
"Upper Peninsula","VO: Volume VI: Upper Peninsula 1893-1897. Part I. Geological Report on Isle Royale, Michigan. Chapters 6-10. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVIB_303205_7.pdf)",
"Upper Peninsula","VO: Volume VI: Upper Peninsula 1893-1897. Part II. Keweenaw Point with Particular Reference to... Chapters 1-6. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVIC_303206_7.pdf)",
"Upper Peninsula","VO: Volume VI: Upper Peninsula 1893-1897. Part II-Appendix. The Crystallization of the Calcite... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVID_303207_7.pdf)",
"Lower Peninsula","VO: Volume VIII: Lower Peninsula 1900-1903. Part I. Clays and Shales of Michigan, Their Properties and Uses. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVIIIA_303208_7.pdf)",
"Lower Peninsula","VO: Volume VIII: Lower Peninsula 1900-1903. Part II. Coal of Michigan, Its Mode of Occurrence and Quality. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVIIIB_303209_7.pdf)",
"Lower Peninsula","VO: Volume VIII: Lower Peninsula 1900-1903. Part III. Marl Bog Lime... Portland Cement. Chapters 1-6. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVIIIC_303210_7.pdf)",
"Lower Peninsula","VO: Volume VIII: Lower Peninsula 1900-1903. Part III. Marl Bog Lime... Portland Cement. Chapters 7-10. Part 1. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVIIID_303213_7.PDF)",
"Lower Peninsula","VO: Volume VIII: Lower Peninsula 1900-1903. Part III. Marl Bog Lime... Portland Cement. Chapters 7-10. Part 2. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-VOLVIIIE_303214_7.PDF)",
"Water Investigation","WI: Water Investigation 1: Reconnaissance of the Ground-water Resources of Alger County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI01_216278_7.PDF)",
"Water Investigation","WI: Water Investigation 2: Ground-Water in Menominee County OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI02I_216279_7.PDF)",
"Water Investigation","WI: Water Investigation 3: Water Resources of Van Buren County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI03_216280_7.PDF)",
"Water Investigation","WI: Water Investigation 3: Water Resources of Van Buren County, Michigan Illustrations OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-WI03B_216286_7.PDF)",
"Water Investigation","WI: Water Investigation 3: Water Resources of Van Buren County, Michigan Appendix OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-WI03C_216287_7.PDF)",
"Water Investigation","WI: Water Investigation 4: Ground-Water Resources of the Battle Creek Area, Michigan. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI04_303216_7.PDF)",
"Water Investigation","WI: Water Investigation 4: Ground-Water Resources of the Battle Creek Area, Michigan Figures OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GIMDL-WI04B_303217_7.PDF)",
"Water Investigation","WI: Water Investigation 5: Ground-water Resources of Dickinson County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI05_216291_7.PDF)",
"Water Investigation","WI: Water Investigation 6: Water Resources of Branch County, Michigan. OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI06_303218_7.pdf)",
"Water Investigation","WI: Water Investigation 7: Ground Water in Iron County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI07_307822_7.pdf)",
"Water Investigation","WI: Water Investigation 8: Ground Water in Gogebic County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI08_307823_7.pdf)",
"Water Investigation","WI: Water Investigation 9: Ground Water in Ontonagon County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI09_307824_7.pdf)",
"Water Investigation","WI: Water Investigation 10: Ground Water and Geology of Keweenaw Peninsula, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI10_307825_7.pdf)",
"Water Investigation","WI: Water Investigation 11: Ground Water and Geology of Baraga County, Michigan OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WI11_216293_7.PDF)",
"Water Information Series Report","WIS: Water Information Series Report 2: Flowing Wells in Michigan 1974 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WIS02_216294_7.PDF)",
"Water Information Series Report","WIS: Water Information Series Report 4: Hydrology and Recreation on the Cold-Water Rivers... OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WIS04_303219_7.pdf)",
"Water Supply Report","WSR: Water Supply Report 1: Summary of Ground-water Conditions in Michigan 1956 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WSR01_216296_7.PDF)",
"Water Supply Report","WSR: Water Supply Report 2: Summary of Ground-water Conditions in Michigan 1957 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WSR02_216298_7.PDF)",
"Water Supply Report","WSR: Water Supply Report 3: Summary of Ground-water Conditions in Michigan 1958 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WSR03_216300_7.PDF)",
"Water Supply Report","WSR: Water Supply Report 4: Summary of Ground-water Conditions in Michigan 1959 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WSR04_216303_7.PDF)",
"Water Supply Report","WSR: Water Supply Report 5: Summary of Ground-water Conditions in Michigan 1960 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WSR05_216305_7.PDF)",
"Water Supply Report","WSR: Water Supply Report 6: Summary of Ground-water Conditions in Michigan 1961 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WSR06_216307_7.PDF)",
"Water Supply Report","WSR: Water Supply Report 7: Summary of Ground-water Conditions in Michigan 1962 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/GIMDL-WSR07_216310_7.PDF)",
"Glacial History","OF: The Glacial History and Development of Michigan - Bergquist OGS-GIMDL Text (https://www.michigan.gov/documents/deq/Glacial_History_Bergquist_306034_7.pdf)",
"Glacial History","OF: The Glacial History and Development of Michigan - Bergquist OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Glacial_History_Bergquist_opt_306035_7.pdf)",
"General Geology","GG: Great Lakes Mapping Coalition book OGS-GIMDL Text (https://www.michigan.gov/documents/deq/ogs-gmc-bookdown_310229_7.pdf)",
"Information","DEQ, OOGM, Gold Information (https://www.michigan.gov/documents/deq/deq-ogs-Gold_Selected_References_429246_7.pdf)",
"Geological Seminar","GSM: Geological Seminar: Great Lakes Region Geological Conference 2000 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GS00_opt_301753_7.pdf)",
"Geological Seminar","GSM: Geological Seminar: A Symposium: Michigan: Its Geology and Geologic Resources Program and Abstracts 1989 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GS89_301756_7.pdf)",
"Geological Seminar","GSM: Geological Seminar: Michigan: Its Geology & Geologic Resources A Second Symposium 1991 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GS91_opt_301762_7.pdf)",
"Geological Seminar","GSM: Geological Seminar: Michigan: Its Geology & Geologic Resources Program and Abstracts 1993 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GS93_opt_301766_7.pdf)",
"Geological Seminar","GSM: Geological Seminar: Michigan: Its Geology & Geologic Resources Fourth Symposium 1996 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GS96_opt_301770_7.pdf)",
"Geological Seminar","GSM: Geological Seminar: Michigan: Its Geology & Geologic Resources Fifth Symposium 1998 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GS98_opt_301777_7.pdf)",
"Bulletin","USB: USGS Bulletin 1226: Geology of the Kelso Junction Quadrangle, Iron County, Michigan - Wier, 1967 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GSB_1226opt_304332_7.pdf)",
"Bulletin","USB: USGS Bulletin 1407: Geology of the Precambrian W (Lower Precambrian) Rocks in Western Gogebic County... OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GSB_1407opt_304337_7.pdf)",
"Bulletin","USB: USGS Bulletin 1460: The Marquette Range Supergroup in the Gogebic Iron District, Michigan and Wisconsin OGS-GIMDL Image (https://www.michigan.gov/documents/deq/GSB_1460opt_304340_7.pdf)",
"Information","DEQ, OOGM, Gypsum Information (https://www.michigan.gov/documents/deq/deq-ogs-Gypsum_Selected_References_429247_7.pdf)",
"General Geology","GG: General Geology: Honey, I Shrunk the Glacier OGS-GIMDL PPT (https://www.michigan.gov/documents/deq/HISTG_307641_7.ppt)",
"General Geology","GG: General Geology: Honey, I Shrunk the Glacier OGS-GIMDL Text (https://www.michigan.gov/documents/deq/HISTG-notes_307643_7.pdf)",
"Information","DEQ, OOGM, Iron Information (https://www.michigan.gov/documents/deq/deq-ogs-Iron_Selected_References_429249_7.pdf)",
"General Geology","GG: General Geology: Michigan Iron Mines - Reed, 1957 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/IronMines_301779_7.pdf)",
"Ecological Survey","ANR: An Ecological Survey of Isle Royale, Lake Superior Map OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Isle_Royale_1908_Map_304364_7.pdf)",
"Ecological Survey","ANR: An Ecological Survey of Isle Royale, Lake Superior Part 1C OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Isle_Royale_1908_Part1Copt_304353_7.pdf)",
"Ecological Survey","ANR: An Ecological Survey of Isle Royale, Lake Superior Part 1D OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Isle_Royale_1908_Part1Dopt_304354_7.pdf)",
"Ecological Survey","ANR: An Ecological Survey of Isle Royale, Lake Superior Part 1A OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Isle_Royale_1908_Part1Aopt_304351_7.pdf)",
"Ecological Survey","ANR: An Ecological Survey of Isle Royale, Lake Superior Part 2A OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Isle_Royale_1908_Part2Aopt_304356_7.pdf)",
"Ecological Survey","ANR: An Ecological Survey of Isle Royale, Lake Superior Part 2B OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Isle_Royale_1908_Part2Bopt_304358_7.pdf)",
"Ecological Survey","ANR: An Ecological Survey of Isle Royale, Lake Superior Part 3 Index OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Isle_Royale_1908_Part3opt_304362_7.pdf)",
"Ecological Survey","ANR: An Ecological Survey of Isle Royale, Lake Superior Part 1B OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Isle_Royale_1908_Part1Bopt_304352_7.pdf)",
"Map","CM: Map: Jackson County Coal Mine Sites OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Jackson_County_coal_301796_7.pdf)",
"Information","DEQ, OOGM, Kimberlite Information (https://www.michigan.gov/documents/deq/deq-ogs-Kimberlite_Selected_References_429250_7.pdf)",
"Open File Report","OF: Field Notes of Frank Leverett Notebook 169 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/Leverett_NB169_305002_7.pdf)",
"Open File Report","OF: Field Notes of Frank Leverett Notebook 169 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Leverett_NB169_indexed_305004_7.pdf)",
"Open File Report","OF: Open File Report 23: Field Notes of Frank Leverett Notebook 170 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/Leverett_NB170_306016_7.pdf)",
"Open File Report","OF: Open File Report 23: Field Notes of Frank Leverett Notebook 170 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Leverett_NB170_indexed_306017_7.pdf)",
"Open File Report","OF: Open File Report 24: Field Notes of Frank Leverett Notebook 171 OGS-GIMDL Text (https://www.michigan.gov/documents/deq/Leverett_NB171_306056_7.pdf)",
"Open File Report","OF: Open File Report 24: Field Notes of Frank Leverett Notebook 171 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/Leverett_NB171_indexed_306058_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Michigan Academy of Science, Arts and Letters Tenth Annual Excursion to Afton-Onaway District 1940 OGS-GIMDL Image (https://www.michigan.gov/documents/deq/MASAL_FT1940_opt_306075_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Seventh Annual Field Excursion of the Michigan Academy of Science, Arts and Letters... May 29-30, 1937. OGS-GIMDL Image (https://www.michigan.gov/documents/deq/MASAL_FT1937_opt_313204_7.pdf)",
"Michigan Academy of Science Arts and Letters","MASAL: Eighth Annual Field Excursion of the Michigan Academy of Science, Arts and Letters... May 28-29, 1938. OGS-GIMDL Image (https://www.michigan.gov/documents/deq/MASAL_FT1938_opt_313205_7.pdf)",
