"ticket_last_updated_date_time","ticket_id","issue_type","issue_description","secondary_issue_type","street_address","city","state","zip_code","ticket_status","ticket_created_date_time","ticket_closed_date_time","case_closure_reason","neighborhood_district","neighborhood_district_secondary","locatable","latitude","longitude","count","location"
"2015-06-01T16:32:01.000","101000000947","Assessment clarification","Assessment clarification","Assessment & Tax","1346 LAKEWOOD CROSS  Sherwood Park AB","Sherwood Park","AB","T8H 1L2","Closed","2015-06-01T11:36:00.000","2015-06-01T16:32:01.000","Case Resolved","Ward 4",,"true","53.5654","-113.267","1","POINT (-113.267 53.5654)"
"2015-06-08T10:17:37.000","101000000948","Assessment clarification","Assessment clarification","Assessment & Tax","545 RAINBOW CR  Sherwood Park AB","Sherwood Park","AB","T8A 5M7","Closed","2015-06-01T12:35:00.000","2015-06-08T10:17:37.000","Case Resolved","Ward 8",,"true","53.5176","-113.268","1","POINT (-113.268 53.5176)"
"2015-06-10T12:02:55.000","101000000983","Assessment clarification","Assessment clarification","Assessment & Tax","319 CAMPBELL DR  Sherwood Park AB","Sherwood Park","AB","T8H 0R8","Closed","2015-06-02T09:13:00.000","2015-06-10T12:02:55.000","Case Resolved","Ward 2",,"true","53.5547","-113.282","1","POINT (-113.282 53.5547)"
"2015-06-04T11:47:16.000","101000000984","Assessment clarification","Assessment clarification","Assessment & Tax","220 ESTATE DR  Sherwood Park AB","Sherwood Park","AB","T8B 1L6","Closed","2015-06-02T09:24:00.000","2015-06-04T11:47:16.000","Case Resolved","Ward 3",,"true","53.5093","-113.292","1","POINT (-113.292 53.5093)"
"2015-06-02T15:56:49.000","101000000985","Assessment clarification","Assessment clarification","Assessment & Tax","134 21431 TWP RD 522 TWP RD  Strathcona County AB","Strathcona County","AB","T8E 1H3","Closed","2015-06-02T10:17:00.000","2015-06-02T15:56:49.000","Case Resolved","Ward 7",,"true","53.4757","-113.06","1","POINT (-113.06 53.4757)"
"2015-06-02T13:44:55.000","101000000995","Crowding or standing on a bus","Crowding or standing on a bus","Transit",,,,,"Closed","2015-06-02T13:21:00.000","2015-06-02T13:44:55.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-05T09:48:41.000","101000000998","Crowding or standing on a bus","Crowding or standing on a bus","Transit",,,,,"Closed","2015-06-02T13:58:00.000","2015-06-05T09:48:41.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-02T16:00:03.000","101000000999","Assessment clarification","Assessment clarification","Assessment & Tax","336 52328 RNG RD 233 RNG RD  Strathcona County AB","Strathcona County","AB","T8B 0A2","Closed","2015-06-02T14:44:00.000","2015-06-02T16:00:03.000","Case Resolved","Ward 6",,"true","53.5044","-113.321","1","POINT (-113.321 53.5044)"
"2015-06-08T10:16:20.000","101000001008","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-02T16:02:00.000","2015-06-08T10:16:20.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-09T16:02:57.000","101000001019","Bus route or schedule concern","Bus route or schedule concern","Transit",,,,,"Closed","2015-06-03T08:36:00.000","2015-06-09T16:02:57.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-09T16:22:24.000","101000001031","Bus route or schedule suggestion","Bus route or schedule suggestion","Transit",,,,,"Closed","2015-06-03T09:45:00.000","2015-06-09T16:22:24.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-03T10:12:55.000","101000001032","Transit driver or staff behaviour compliment","Transit driver or staff behaviour compliment","Transit",,,,,"Closed","2015-06-03T09:58:00.000","2015-06-03T10:12:55.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-03T10:07:59.000","101000001033","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-03T10:05:00.000","2015-06-03T10:07:59.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-03T13:21:03.000","101000001034","Assessment clarification","Assessment clarification","Assessment & Tax","23129 WYE RD  Sherwood Park AB","Sherwood Park","AB","T8B 1J1","Closed","2015-06-03T10:07:00.000","2015-06-03T13:21:03.000","Case Resolved","Ward 6",,"true","53.5115","-113.279","1","POINT (-113.279 53.5115)"
"2015-07-20T09:32:10.000","101000001038","Assessment clarification","Assessment clarification","Assessment & Tax","146 HIGHLAND TERR  Sherwood Park AB","Sherwood Park","AB","T8A 6E4","Closed","2015-06-03T10:29:00.000","2015-07-20T09:32:10.000","Case Resolved","Ward 8",,"true","53.5338","-113.26","1","POINT (-113.26 53.5338)"
"2015-06-15T09:18:28.000","101000001041","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-03T11:11:00.000","2015-06-15T09:18:28.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-09T14:46:50.000","101000001051","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-03T12:56:00.000","2015-06-09T14:46:50.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-03T13:05:07.000","101000001053","Bus route or schedule concern","Bus route or schedule concern","Transit",,,,,"Closed","2015-06-03T13:02:00.000","2015-06-03T13:05:07.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-09T08:39:23.000","101000001066","Early/late bus concern","Early/late bus concern","Transit",,,,,"Closed","2015-06-03T15:28:00.000","2015-06-09T08:39:23.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-08T06:46:13.000","101000001090","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-04T08:59:00.000","2015-06-08T06:46:13.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-17T09:43:26.000","101000001091","Assessment clarification","Assessment clarification","Assessment & Tax","40 STARLING DR  Sherwood Park AB","Sherwood Park","AB","T8A 0A7","Closed","2015-06-04T09:09:00.000","2015-06-17T09:43:26.000","Case Cancelled","Ward 3",,"true","53.5265","-113.284","1","POINT (-113.284 53.5265)"
"2015-06-19T08:46:37.000","101000001098","Assessment clarification","Assessment clarification","Assessment & Tax","21259 TWP RD 524 TWP RD  Strathcona County AB","Strathcona County","AB","T8G 2E9","Closed","2015-06-04T10:21:00.000","2015-06-19T08:46:37.000","Case Resolved","Ward 7",,"true","53.5119","-113.019","1","POINT (-113.019 53.5119)"
"2015-06-09T16:07:57.000","101000001100","Bus route or schedule suggestion","Bus route or schedule suggestion","Transit",,,,,"Closed","2015-06-04T10:48:00.000","2015-06-09T16:07:57.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-13T10:39:51.000","101000001103","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-04T11:38:00.000","2015-07-13T10:39:51.000","Case is Invalid","No Location",,"false",,,"1",
"2015-06-08T09:43:24.000","101000001111","Assessment clarification","Assessment clarification","Assessment & Tax","54338 RNG RD 214 RNG RD  Strathcona County AB","Strathcona County","AB","T8A 4G8","Closed","2015-06-04T13:27:00.000","2015-06-08T09:43:24.000","Case Resolved","Ward 5",,"true","53.6787","-113.05","1","POINT (-113.05 53.6787)"
"2015-06-04T13:57:50.000","101000001112","Assessment clarification","Assessment clarification","Assessment & Tax","1 52145 RNG RD 225 RNG RD  Strathcona County AB","Strathcona County","AB","T8C 1C4","Closed","2015-06-04T13:32:00.000","2015-06-04T13:57:50.000","Case Resolved","Ward 6",,"true","53.4767","-113.218","1","POINT (-113.218 53.4767)"
"2015-06-08T11:36:55.000","101000001147","Assessment clarification","Assessment clarification","Assessment & Tax","200 CASCADE CR  Sherwood Park AB","Sherwood Park","AB","T8A 4G8","Closed","2015-06-05T09:57:00.000","2015-06-08T11:36:55.000","Case Resolved","Ward 2",,"true","53.5481","-113.276","1","POINT (-113.276 53.5481)"
"2015-06-05T14:41:52.000","101000001158","Assessment clarification","Assessment clarification","Assessment & Tax","219 CHARLOTTE WY 118 Sherwood Park AB","Sherwood Park","AB","T8H 0T3","Closed","2015-06-05T10:51:00.000","2015-06-05T14:41:52.000","Case Resolved","Ward 2",,"true","53.5424","-113.281","1","POINT (-113.281 53.5424)"
"2015-06-12T15:09:44.000","101000001160","Early/late bus concern","Early/late bus concern","Transit",,,,,"Closed","2015-06-05T11:10:00.000","2015-06-12T15:09:44.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-05T14:06:04.000","101000001161","Assessment clarification","Assessment clarification","Assessment & Tax","33 NEWCASTLE RD  Sherwood Park AB","Sherwood Park","AB","T8A 6K8","Closed","2015-06-05T11:28:00.000","2015-06-05T14:06:04.000","Case Resolved","Ward 3",,"true","53.514","-113.28","1","POINT (-113.28 53.514)"
"2015-06-08T14:22:38.000","101000001163","Assessment clarification","Assessment clarification","Assessment & Tax","200 CASCADE CR 27 Sherwood Park AB","Sherwood Park","AB","T8H 0L9","Closed","2015-06-05T13:39:00.000","2015-06-08T14:22:38.000","Case Resolved","Ward 2",,"true","53.5479","-113.277","1","POINT (-113.277 53.5479)"
"2015-06-09T16:06:22.000","101000001174","Bus route or schedule suggestion","Bus route or schedule suggestion","Transit",,,,,"Closed","2015-06-05T13:54:00.000","2015-06-09T16:06:22.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-09T16:38:38.000","101000001176","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-05T14:28:00.000","2015-06-09T16:38:38.000","Case is unsubstantiated","No Location",,"false",,,"1",
"2015-06-08T09:11:03.000","101000001205","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T09:07:00.000","2015-06-08T09:11:03.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-08T09:45:06.000","101000001209","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T09:43:00.000","2015-06-08T09:45:06.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-08T11:28:41.000","101000001218","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T11:26:00.000","2015-06-08T11:28:41.000","Case Resolved","No Location",,"false",,,"1",
"2015-07-20T09:38:20.000","101000001225","Assessment clarification","Assessment clarification","Assessment & Tax","203 WOODBRIDGE WY  Sherwood Park AB","Sherwood Park","AB","T8A 3Y3","Closed","2015-06-08T11:52:00.000","2015-07-20T09:38:20.000","Case Resolved","Ward 1",,"true","53.5292","-113.323","1","POINT (-113.323 53.5292)"
"2015-06-08T12:00:41.000","101000001226","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T11:55:00.000","2015-06-08T12:00:41.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-25T09:20:44.000","101000001227","Assessment clarification","Assessment clarification","Assessment & Tax","280 51268 RNG RD 204 RNG RD  Strathcona County AB","Strathcona County","AB","T8G 1E9","Closed","2015-06-08T11:56:00.000","2015-06-25T09:20:44.000","Case Resolved","Ward 7",,"true","53.403","-112.923","1","POINT (-112.923 53.403)"
"2015-06-08T12:11:21.000","101000001228","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T12:06:00.000","2015-06-08T12:11:21.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-08T12:11:18.000","101000001229","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T12:06:00.000","2015-06-08T12:11:18.000","Closed as Duplicate","No Location",,"false",,,"1",
"2015-06-08T12:40:42.000","101000001230","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T12:37:00.000","2015-06-08T12:40:42.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-08T13:12:16.000","101000001231","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T13:11:00.000","2015-06-08T13:12:16.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-15T10:29:53.000","101000001242","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T14:25:00.000","2015-06-15T10:29:53.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-09T13:39:39.000","101000001260","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-08T16:29:00.000","2015-06-09T13:39:39.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-11T16:47:46.000","101000001303","Bus route or schedule suggestion","Bus route or schedule suggestion","Transit",,,,,"Closed","2015-06-09T15:41:00.000","2015-06-11T16:47:46.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-12T18:39:13.000","101000001304","Transit other suggestion","Transit other suggestion","Transit",,,,,"Closed","2015-06-09T15:46:00.000","2015-06-12T18:39:13.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-10T12:12:12.000","101000001314","Assessment clarification","Assessment clarification","Assessment & Tax","52148 RNG RD 215 RNG RD  Strathcona County AB","Strathcona County","AB","T8E 1B3","Closed","2015-06-10T09:00:00.000","2015-06-10T12:12:12.000","Case Resolved","Ward 7",,"true","53.4767","-113.076","1","POINT (-113.076 53.4767)"
"2015-06-11T11:57:21.000","101000001315","Assessment clarification","Assessment clarification","Assessment & Tax","918 ASH ST  Sherwood Park AB","Sherwood Park","AB","T8A 2G1","Closed","2015-06-10T10:13:00.000","2015-06-11T11:57:21.000","Case Resolved","Ward 3",,"true","53.5132","-113.315","1","POINT (-113.315 53.5132)"
"2015-06-10T14:19:15.000","101000001334","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-10T14:15:00.000","2015-06-10T14:19:15.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-11T10:21:41.000","101000001369","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-11T10:01:00.000","2015-06-11T10:21:41.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-17T10:57:25.000","101000001370","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-11T10:00:00.000","2015-06-17T10:57:25.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-11T10:33:14.000","101000001373","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-11T10:31:00.000","2015-06-11T10:33:14.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-11T10:38:43.000","101000001377","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-11T10:37:00.000","2015-06-11T10:38:43.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-17T09:42:34.000","101000001396","Assessment clarification","Assessment clarification","Assessment & Tax","52375 RNG RD 224 RNG RD  Strathcona County AB","Strathcona County","AB","T8C 1B8","Closed","2015-06-11T13:52:00.000","2015-06-17T09:42:34.000","Case Cancelled","Ward 7",,"true","53.511","-113.196","1","POINT (-113.196 53.511)"
"2015-06-12T15:08:49.000","101000001414","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-06-11T18:36:00.000","2015-06-12T15:08:49.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-22T11:42:48.000","101000001449","Assessment clarification","Assessment clarification","Assessment & Tax","423 52477 HWY 21 HWY  Strathcona County AB","Strathcona County","AB","T8A 6K2","Closed","2015-06-12T13:31:00.000","2015-06-22T11:42:48.000","Case Resolved","Ward 6",,"true","53.5273","-113.238","1","POINT (-113.238 53.5273)"
"2015-07-06T12:49:50.000","101000001450","Assessment clarification","Assessment clarification","Assessment & Tax","877 JUNIPER AV  Sherwood Park AB","Sherwood Park","AB","T8A 2C8","Closed","2015-06-12T13:35:00.000","2015-07-06T12:49:50.000","Case Resolved","Ward 3",,"true","53.5157","-113.305","1","POINT (-113.305 53.5157)"
"2015-07-13T11:01:23.000","101000001460","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-06-13T13:34:00.000","2015-07-13T11:01:23.000","Case is Invalid","No Location",,"false",,,"1",
"2015-06-26T15:56:33.000","101000001467","Assessment clarification","Assessment clarification","Assessment & Tax","145 51561 RNG RD 224 RNG RD  Strathcona County AB","Strathcona County","AB","T8C 1H5","Closed","2015-06-15T08:38:00.000","2015-06-26T15:56:33.000","Case Resolved","Ward 7",,"true","53.4473","-113.191","1","POINT (-113.191 53.4473)"
"2015-06-22T09:50:40.000","101000001473","Assessment clarification","Assessment clarification","Assessment & Tax","129 RIDGELAND CR  Sherwood Park AB","Sherwood Park","AB","T8A 6N6","Closed","2015-06-15T09:27:00.000","2015-06-22T09:50:40.000","Case Resolved","Ward 8",,"true","53.5189","-113.25","1","POINT (-113.25 53.5189)"
"2015-06-17T09:21:42.000","101000001479","Assessment clarification","Assessment clarification","Assessment & Tax","200 CASCADE CR 39 Sherwood Park AB","Sherwood Park","AB","T8H 0L9","Closed","2015-06-15T10:44:00.000","2015-06-17T09:21:42.000","Case Resolved","Ward 2",,"true","53.5482","-113.277","1","POINT (-113.277 53.5482)"
"2015-06-16T11:30:44.000","101000001534","Assessment clarification","Assessment clarification","Assessment & Tax","423 52477 HWY 21 HWY  Strathcona County AB","Strathcona County","AB","T8A 6K2","Closed","2015-06-16T11:23:00.000","2015-06-16T11:30:44.000","Case Resolved","Ward 6",,"true","53.5273","-113.238","1","POINT (-113.238 53.5273)"
"2015-06-25T15:37:50.000","101000001536","Tax refund","Tax refund","Assessment & Tax","301 PALISADES WY 22 Sherwood Park AB","Sherwood Park","AB","T8H 0T4","Closed","2015-06-16T12:18:00.000","2015-06-25T15:37:50.000","Case Resolved","Ward 1",,"true","53.5546","-113.297","1","POINT (-113.297 53.5546)"
"2015-06-16T13:45:49.000","101000001545","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-16T13:42:00.000","2015-06-16T13:45:49.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-22T11:37:55.000","101000001546","Assessment clarification","Assessment clarification","Assessment & Tax","49 52477 HWY 21 HWY  Strathcona County AB","Strathcona County","AB","T8A 6K2","Closed","2015-06-16T13:58:00.000","2015-06-22T11:37:55.000","Case Resolved","Ward 6",,"true","53.529","-113.243","1","POINT (-113.243 53.529)"
"2015-06-23T16:32:19.000","101000001556","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-16T14:59:00.000","2015-06-23T16:32:19.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-22T16:26:22.000","101000001559","Assessment clarification","Assessment clarification","Assessment & Tax","23119 WYE RD  Sherwood Park AB","Sherwood Park","AB","T8A 4G8","Closed","2015-06-16T16:09:00.000","2015-06-22T16:26:22.000","Case Resolved","Ward 6",,"true","53.5116","-113.277","1","POINT (-113.277 53.5116)"
"2015-06-17T09:44:57.000","101000001603","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-17T09:38:00.000","2015-06-17T09:44:57.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-17T13:33:04.000","101000001629","Assessment clarification","Assessment clarification","Assessment & Tax",,,,,"Closed","2015-06-17T13:29:00.000","2015-06-17T13:33:04.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-18T15:09:45.000","101000001630","Assessment clarification","Assessment clarification","Assessment & Tax","140 AXBRIDGE GATE  Sherwood Park AB","Sherwood Park","AB","T8H 0V8","Closed","2015-06-17T13:47:00.000","2015-06-18T15:09:45.000","Case Resolved","Ward 4",,"true","53.5584","-113.292","1","POINT (-113.292 53.5584)"
"2015-06-22T09:03:37.000","101000001640","Assessment clarification","Assessment clarification","Assessment & Tax","700 SAFFRON PT  Sherwood Park AB","Sherwood Park","AB","T8H 0V1","Closed","2015-06-17T15:53:00.000","2015-06-22T09:03:37.000","Case Resolved","Ward 4",,"true","53.5597","-113.25","1","POINT (-113.25 53.5597)"
"2015-06-23T17:16:55.000","101000001669","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-18T08:58:00.000","2015-06-23T17:16:55.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-18T16:24:10.000","101000001678","Assessment clarification","Assessment clarification","Assessment & Tax","93 GLAMORGAN DR  Sherwood Park AB","Sherwood Park","AB","T8A 2Y7","Closed","2015-06-18T10:12:00.000","2015-06-18T16:24:10.000","Case Resolved","Ward 2",,"true","53.5372","-113.278","1","POINT (-113.278 53.5372)"
"2015-12-01T13:35:03.000","101000018469","Traffic Safety","Signals","Transportation and Agriculture Services",,,,,"Closed","2015-12-01T09:10:00.000","2015-12-01T13:35:03.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-18T12:28:45.000","101000001692","Assessment clarification","Assessment clarification","Assessment & Tax","20 DALTON CL  Sherwood Park AB","Sherwood Park","AB","T8H 1T5","Closed","2015-06-18T11:31:00.000","2015-06-18T12:28:45.000","Case Resolved","Ward 4",,"true","53.5522","-113.265","1","POINT (-113.265 53.5522)"
"2015-06-26T16:30:58.000","101000001695","Bus route or schedule concern","Bus route or schedule concern","Transit",,,,,"Closed","2015-06-18T15:22:00.000","2015-06-26T16:30:58.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-26T17:34:06.000","101000001715","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-06-18T18:07:00.000","2015-06-26T17:34:06.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-30T12:17:11.000","101000001739","Assessment clarification","Assessment clarification","Assessment & Tax","18 CHESTERMERE DR  Sherwood Park AB","Sherwood Park","AB","T8H 2R9","Closed","2015-06-19T11:26:00.000","2015-06-30T12:17:11.000","Case Resolved","Ward 2",,"true","53.5441","-113.273","1","POINT (-113.273 53.5441)"
"2015-06-29T14:13:39.000","101000001741","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-19T11:46:00.000","2015-06-29T14:13:39.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-19T12:21:25.000","101000001744","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-06-19T12:19:00.000","2015-06-19T12:21:25.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-19T12:24:22.000","101000001745","Transit other complaint","Transit other complaint","Transit",,,,,"Closed","2015-06-19T12:22:00.000","2015-06-19T12:24:22.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-24T17:58:33.000","101000001746","Missed bus stop","Missed bus stop","Transit",,,,,"Closed","2015-06-19T12:27:00.000","2015-06-24T17:58:33.000","Case is Invalid","No Location",,"false",,,"1",
"2015-06-25T18:26:11.000","101000001747","Bus route or schedule concern","Bus route or schedule concern","Transit",,,,,"Closed","2015-06-19T13:41:00.000","2015-06-25T18:26:11.000","Case is Invalid","No Location",,"false",,,"1",
"2015-07-16T15:32:23.000","101000001748","Assessment clarification","Assessment clarification","Assessment & Tax","3201 84 AV  Sherwood Park AB","Sherwood Park","AB","T6P 1K1","Closed","2015-06-19T13:47:00.000","2015-07-16T15:32:23.000","Case Resolved","Ward 1",,"true","53.5189","-113.392","1","POINT (-113.392 53.5189)"
"2015-06-23T09:31:02.000","101000001771","Bus route or schedule concern","Bus route or schedule concern","Transit",,,,,"Closed","2015-06-19T17:18:00.000","2015-06-23T09:31:02.000","Case Cancelled","No Location",,"false",,,"1",
"2015-06-23T14:45:12.000","101000001772","Bus route or schedule concern","Bus route or schedule concern","Transit",,,,,"Closed","2015-06-19T18:22:00.000","2015-06-23T14:45:12.000","Closed as Duplicate","No Location",,"false",,,"1",
"2015-07-15T16:10:41.000","101000001777","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-20T12:14:00.000","2015-07-15T16:10:41.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-26T17:35:08.000","101000001802","Missed bus stop","Missed bus stop","Transit",,,,,"Closed","2015-06-22T09:14:00.000","2015-06-26T17:35:08.000","Case Resolved","No Location",,"false",,,"1",
"2015-06-23T09:30:48.000","101000001803","Transit driver or staff behaviour concern","Transit driver or staff behaviour concern","Transit",,,,,"Closed","2015-06-22T09:34:00.000","2015-06-23T09:30:48.000","Case Cancelled","No Location",,"false",,,"1",
"2015-06-23T09:31:13.000","101000001811","Missed bus stop","Missed bus stop","Transit",,,,,"Closed","2015-06-22T10:43:18.000","2015-06-23T09:31:13.000","Case Cancelled","No Location",,"false",,,"1",
