Case Reference,Open Date,Closed Date,Status,Subject,Reason,Type,Object Type,Address Number,Address Line 1,Address Line 2,City,State,Zipcode,Property ID,Location,Latitude,Longitude,Council District,Police District,Census Tract,Census Block Group,Census Block,X Coordinate,Y Coordinate,Council Districts,Neighborhoods ,Tracts,Police Districts,Zip Codes,Block Groups,Blocks,Local Historic Districts
1001630546,05/12/2022 10:04:00 AM,05/17/2022 06:09:00 AM,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,334,BRYANT,,Buffalo,NEW YORK,14222,100.53-2-25.1,"(42.908689656541085, -78.8795247432433)",42.908689656541085,-78.8795247432433,NIAGARA,District B,67.01,4,4000,-8780828.971,5298084.8312,3,5,58,1,12,73,582,
495595-1001682098,08/11/2022 07:30:00 PM,08/12/2022 09:30:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,487,ELMWOOD,,Buffalo,NEW YORK,14222,100.46-1-59,"(42.91033755390649, -78.87678113628733)",42.91033755390649,-78.87678113628733,NIAGARA,District B,67.02,2,2000,-78.87714,42.91033,3,5,52,1,12,135,125,
1001599484,03/31/2022 11:20:00 AM,04/19/2022 09:46:00 AM,Closed,Dept of Public Works,Streets,PW Vacant Lot (Req_Serv),Property,301,BRYANT,,Buffalo,NEW YORK,14222,100.45-4-11.121,"(42.90936383077846, -78.87807414573508)",42.90936383077846,-78.87807414573508,NIAGARA,District B,67.01,2,2003,-8780671.824,5298175.6096,3,5,58,1,12,109,2993,
1001670683,07/08/2022 08:44:00 AM,07/08/2022 09:43:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,577,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-5-55,"(42.91293371748729, -78.8767373408327)",42.91293371748729,-78.8767373408327,NIAGARA,District B,66.02,2,2001,-8780518.678,5298729.8851,3,5,61,1,12,261,1629,
1001596722,03/21/2022 01:14:00 PM,03/25/2022 10:31:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,575,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-5-54,"(42.912714836057724, -78.87654197293838)",42.912714836057724,-78.87654197293838,NIAGARA,District B,66.02,2,2001,-8780496.93,5298696.6162,3,5,61,1,12,261,1629,
1001634668,05/24/2022 11:26:00 AM,05/26/2022 02:38:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,INTERSECTION,Elmwood Ave,Lexington Ave,Buffalo,NEW YORK,14222,2446,"(42.91318112482343, -78.87706705976947)",42.91318112482343,-78.87706705976947,NIAGARA,District B,66.01,2,2006,1069605.8,1061571.4,3,5,40,1,12,268,2474,
1001636426,05/27/2022 02:20:00 PM,06/01/2022 10:03:00 PM,Closed,Dept of Public Works,Forestry,Tree Trimming Request (Req_Serv),Property,373,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-33,"(42.90719211706163, -78.87659323547862)",42.90719211706163,-78.87659323547862,NIAGARA,District B,67.02,2,2003,-8780502.637,5297857.2313,3,5,52,1,12,135,1042,
1001694666,08/20/2022 09:44:00 AM,,Open,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,423,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-44,"(42.90861767876451, -78.87677501485605)",42.90861767876451,-78.87677501485605,NIAGARA,District B,67.02,2,2003,,,3,5,52,1,12,135,1042,
1001599797,04/01/2022 11:34:00 AM,04/07/2022 03:14:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,575,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-5-54,"(42.912714836057724, -78.87654197293838)",42.912714836057724,-78.87654197293838,NIAGARA,District B,66.02,2,2001,-8780496.93,5298696.6162,3,5,61,1,12,261,1629,
1001599910,04/01/2022 03:37:00 PM,04/07/2022 03:00:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,615,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-2-37,"(42.91381825658107, -78.87668917684027)",42.91381825658107,-78.87668917684027,NIAGARA,District B,66.02,1,1002,-8780513.316,5298864.3315,3,5,61,1,12,140,1435,
1001599507,03/31/2022 11:48:00 AM,04/07/2022 02:45:00 PM,Closed,Dept of Public Works,Sanitation,Recycling Tote Deliver (Req_Serv),Property,415,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-42,"(42.90827203494319, -78.87666362927739)",42.90827203494319,-78.87666362927739,NIAGARA,District B,67.02,2,2003,-8780511.668,5298032.1314,3,5,52,1,12,135,1042,
1001669434,07/05/2022 04:08:00 PM,07/08/2022 12:02:00 PM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,385,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-35,"(42.907491785619065, -78.87659107954087)",42.907491785619065,-78.87659107954087,NIAGARA,District B,67.02,2,2003,-8780502.397,5297902.7753,3,5,52,1,12,135,1042,
1001599506,03/31/2022 11:48:00 AM,04/12/2022 11:58:00 AM,Closed,Dept of Public Works,Sanitation,Totes Deliver (Req_Serv),Property,415,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-42,"(42.90827203494319, -78.87666362927739)",42.90827203494319,-78.87666362927739,NIAGARA,District B,67.02,2,2003,-8780511.668,5298032.1314,3,5,52,1,12,135,1042,
1001628973,05/07/2022 01:31:00 PM,05/09/2022 03:09:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,INTERSECTION,Bryant St,Elmwood Ave,Buffalo,NEW YORK,14222,2457,"(42.90891512449249, -78.8771075543517)",42.90891512449249,-78.8771075543517,NIAGARA,District B,67.01,2,2004,1069589,1060016.2,3,5,58,1,12,109,2116,
483134-1001590518,02/25/2022 11:01:00 AM,03/07/2022 08:05:00 AM,Closed,DPIS,Housing,Open311 Housing,Property,319,BRYANT,,Buffalo,NEW YORK,14222,100.45-2-26,"(42.909128329749805, -78.87891153917013)",42.90912833,-78.87891154,NIAGARA,District B,67.01,2,2001,-78.8789,42.9091,3,5,58,1,12,109,1109,
487668-1001625919,04/25/2022 11:00:00 PM,04/26/2022 01:08:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,604,ELMWOOD,,Buffalo,NEW YORK,14222,100.37-3-11,"(42.91350749656824, -78.87760176734602)",42.91350749656824,-78.87760176734602,NIAGARA,District B,66.01,2,2006,-78.87715,42.91318,3,5,40,1,12,268,2474,
348090-1000990938,06/05/2019 09:15:00 AM,06/24/2019 08:25:00 AM,Closed,DPIS,Housing,Open311 Housing,Property,597,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-2-35,"(42.913465466363306, -78.87674093714087)",42.91346547,-78.87674094,NIAGARA,District B,66.02,1,1002,-78.87674,42.91351,3,5,61,1,12,140,1435,
149007-1000597786,09/08/2016 12:48:00 PM,11/03/2016 02:12:00 PM,Closed,DPIS,Housing,Open311 Housing,Property,597,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-2-35,"(42.913465466363306, -78.87674093714087)",42.91346547,-78.87674094,NIAGARA,District B,66.02,1,1002,-78.87706,42.91332,3,5,61,1,12,140,1435,
393545-1001130607,03/15/2020 04:17:00 PM,03/27/2020 11:27:00 AM,Closed,DPIS,Housing,Open311 Housing,Property,478,ELMWOOD,,Buffalo,NEW YORK,14222,100.45-3-16,"(42.91011765165915, -78.8773812747968)",42.91011765,-78.87738127,NIAGARA,District B,67.01,2,2000,-78.87723,42.90993,3,5,58,1,12,109,2361,
282621-1000855343,05/21/2018 07:31:00 PM,05/24/2018 09:39:00 AM,Closed,DPIS,Housing,Open311 Housing,Property,604,ELMWOOD,,Buffalo,NEW YORK,14222,100.37-3-11,"(42.91350749656824, -78.87760176734602)",42.9135075,-78.87760177,NIAGARA,District B,66.01,2,2006,-78.87695,42.91352,3,5,40,1,12,268,2474,
320264-1000922645,11/27/2018 10:31:00 AM,12/03/2018 11:38:00 AM,Closed,DPIS,Housing,Open311 Housing,Property,597,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-2-35,"(42.913465466363306, -78.87674093714087)",42.91346547,-78.87674094,NIAGARA,District B,66.02,1,1002,-78.87683,42.91358,3,5,61,1,12,140,1435,
440920-1001352777,02/19/2021 03:01:00 PM,03/02/2021 12:48:00 PM,Closed,DPIS,Housing,Open311 Housing,Property,367,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-32,"(42.90700074233059, -78.87659354885395)",42.90700074,-78.87659355,NIAGARA,District B,67.02,2,2003,-78.87683,42.90706,3,5,52,1,12,135,1042,
1001674741,07/20/2022 12:42:00 PM,07/20/2022 10:03:00 PM,Closed,Dept of Public Works,Forestry,Tree Trimming Request (Req_Serv),Property,160,BRYANT,,Buffalo,NEW YORK,14222,100.54-2-16,"(42.908535711509906, -78.87288940793779)",42.908535711509906,-78.87288940793779,NIAGARA,District B,67.02,2,2004,-8780090.328,5298061.4339,3,5,52,1,12,135,2801,
493831-1001673580,07/17/2022 12:00:00 PM,07/19/2022 03:01:00 PM,Closed,DPIS,Housing,Open311 Housing,Property,400,ELMWOOD,,Buffalo,NEW YORK,14222,100.53-3-29,"(42.908015068220976, -78.87760407391706)",42.908015068220976,-78.87760407391706,NIAGARA,District B,67.01,2,2004,-78.8774,42.90814,3,5,58,1,12,109,2116,
1001693110,08/16/2022 09:31:00 AM,08/16/2022 10:04:00 AM,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,423,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-44,"(42.90861767876451, -78.87677501485605)",42.90861767876451,-78.87677501485605,NIAGARA,District B,67.02,2,2003,-8780522.872,5298073.8917,3,5,52,1,12,135,1042,
1001679459,08/03/2022 04:30:00 PM,08/05/2022 12:04:00 PM,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,334,BRYANT,,Buffalo,NEW YORK,14222,100.53-2-25.1,"(42.908689656541085, -78.8795247432433)",42.908689656541085,-78.8795247432433,NIAGARA,District B,67.01,4,4000,-8780828.971,5298084.8312,3,5,58,1,12,73,582,
1001635422,05/25/2022 03:03:00 PM,05/26/2022 12:24:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,604,ELMWOOD,,Buffalo,NEW YORK,14222,100.37-3-11,"(42.91350749656824, -78.87760176734602)",42.91350749656824,-78.87760176734602,NIAGARA,District B,66.01,2,2006,-8780614.905,5298817.0969,3,5,40,1,12,268,2474,
1001643767,06/16/2022 03:27:00 PM,07/09/2022 07:00:00 AM,Closed,Dept of Public Works,Rodent_Pest Control,Rodents (Req_Serv),Property,646,ELMWOOD,,Buffalo,NEW YORK,14222,100.29-4-9,"(42.91465498233835, -78.87740448928679)",42.91465498233835,-78.87740448928679,NIAGARA,District B,66.01,2,2000,-8780592.944,5298991.5124,3,5,40,1,12,268,2665,
1001678020,07/29/2022 02:03:00 PM,08/18/2022 02:26:00 PM,Closed,Dept of Public Works,Sanitation,Recycling Tote Replace (Req_Serv),Property,377,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-34,"(42.90733719525211, -78.87659263166898)",42.90733719525211,-78.87659263166898,NIAGARA,District B,67.02,2,2003,-8780502.57,5297879.2804,3,5,52,1,12,135,1042,
1001672319,07/13/2022 09:07:00 AM,07/27/2022 10:13:00 AM,Closed,Dept of Public Works,Sanitation,Totes Deliver (Req_Serv),Property,415,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-42,"(42.90827203494319, -78.87666362927739)",42.90827203494319,-78.87666362927739,NIAGARA,District B,67.02,2,2003,-8780511.668,5298032.1314,3,5,52,1,12,135,1042,
1001635701,05/26/2022 10:26:00 AM,06/01/2022 10:03:00 PM,Closed,Dept of Public Works,Forestry,Tree Trimming Request (Req_Serv),Property,373,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-33,"(42.90719211706163, -78.87659323547862)",42.90719211706163,-78.87659323547862,NIAGARA,District B,67.02,2,2003,-8780502.637,5297857.2313,3,5,52,1,12,135,1042,
1001676342,07/25/2022 03:15:00 PM,08/18/2022 02:26:00 PM,Closed,Dept of Public Works,Sanitation,Recycling Tote Replace (Req_Serv),Property,382,ELMWOOD,,Buffalo,NEW YORK,14222,100.53-3-33,"(42.90742615790237, -78.87763451061201)",42.90742615790237,-78.87763451061201,NIAGARA,District B,67.01,2,2004,-8780618.551,5297892.801,3,5,58,1,12,109,2116,
493832-1001673581,07/17/2022 12:01:00 PM,07/19/2022 02:59:00 PM,Closed,DPIS,Housing,Open311 Housing,Property,414,ELMWOOD,,Buffalo,NEW YORK,14222,100.53-3-27,"(42.90843643928912, -78.8775434366867)",42.90843643928912,-78.8775434366867,NIAGARA,District B,67.01,2,2004,-78.87745,42.90829,3,5,58,1,12,109,2116,
1001576749,02/11/2022 11:22:00 AM,03/28/2022 08:58:00 AM,Closed,Office of the Mayor,Citizen Services - Quick Response Teams,QRT Snow Removal (Req_Serv),Property,301,BRYANT,,Buffalo,NEW YORK,14222,100.45-4-11.121,"(42.90936383077846, -78.87807414573508)",42.90936383077846,-78.87807414573508,NIAGARA,District B,67.01,2,2003,-8780671.824,5298175.6096,3,5,58,1,12,109,2993,
1001629506,05/09/2022 04:24:00 PM,05/24/2022 02:33:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Curbs (Req_Serv),Property,328,BRYANT,,Buffalo,NEW YORK,14222,100.53-2-29,"(42.908645282186804, -78.87908367294476)",42.908645282186804,-78.87908367294476,NIAGARA,District B,67.01,4,4000,-8780779.871,5298078.087,3,5,58,1,12,73,582,
1001671783,07/11/2022 05:11:00 PM,07/14/2022 09:41:00 AM,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,597,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-2-35,"(42.913465466363306, -78.87674093714087)",42.913465466363306,-78.87674093714087,NIAGARA,District B,66.02,1,1002,-8780519.078,5298810.7086,3,5,61,1,12,140,1435,
1001632498,05/18/2022 09:54:00 AM,06/16/2022 10:00:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,597,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-2-35,"(42.913465466363306, -78.87674093714087)",42.913465466363306,-78.87674093714087,NIAGARA,District B,66.02,1,1002,-8780519.078,5298810.7086,3,5,61,1,12,140,1435,
1001626338,04/27/2022 10:04:00 AM,05/11/2022 08:13:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Cave In (Req_Serv),Property,INTERSECTION,Elmwood Ave,Lexington Ave,Buffalo,NEW YORK,14222,2446,"(42.91318112482343, -78.87706705976947)",42.91318112482343,-78.87706705976947,NIAGARA,District B,66.01,2,2006,1069605.8,1061571.4,3,5,40,1,12,268,2474,
1001670629,07/07/2022 04:14:00 PM,07/13/2022 11:32:00 AM,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,567,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-5-52,"(42.91249991107078, -78.87674308975019)",42.91249991107078,-78.87674308975019,NIAGARA,District B,66.02,2,2001,-8780519.318,5298663.9489,3,5,61,1,12,261,1629,
1001678019,07/29/2022 02:03:00 PM,08/06/2022 08:32:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,377,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-34,"(42.90733719525211, -78.87659263166898)",42.90733719525211,-78.87659263166898,NIAGARA,District B,67.02,2,2003,-8780502.57,5297879.2804,3,5,52,1,12,135,1042,
1001627342,05/02/2022 10:10:00 AM,07/07/2022 02:59:00 PM,Closed,Dept of Public Works,Engineering - Traffic,Pavement Marking Lines (Req_Serv),Property,INTERSECTION,Bryant St,Elmwood Ave,Buffalo,NEW YORK,14222,2457,"(42.90891512449249, -78.8771075543517)",42.90891512449249,-78.8771075543517,NIAGARA,District B,67.01,2,2004,1069589,1060016.2,3,5,58,1,12,109,2116,
1001627338,05/02/2022 10:09:00 AM,07/07/2022 02:59:00 PM,Closed,Dept of Public Works,Engineering - Traffic,Pavement Marking Lines (Req_Serv),Property,INTERSECTION,Elmwood Ave,Anderson Pl,Buffalo,NEW YORK,14222,2447,"(42.912227124750714, -78.87706705857235)",42.912227124750714,-78.87706705857235,NIAGARA,District B,66.02,2,2002,1069603.8,1061223,3,5,61,1,12,261,698,
1001674179,07/19/2022 10:49:00 AM,07/21/2022 08:08:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,298,BRYANT,,Buffalo,NEW YORK,14222,100.53-3-25.1,"(42.90870006634642, -78.87801125734043)",42.90870006634642,-78.87801125734043,NIAGARA,District B,67.01,2,2004,-8780660.49,5298086.4134,3,5,58,1,12,109,2116,
1001657819,06/29/2022 12:45:00 PM,06/30/2022 06:29:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,367,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-32,"(42.90700074233059, -78.87659354885395)",42.90700074233059,-78.87659354885395,NIAGARA,District B,67.02,2,2003,-8780502.672,5297828.146,3,5,52,1,12,135,1042,
1001595155,03/15/2022 02:02:00 PM,03/16/2022 02:41:00 PM,Closed,DPIS,Housing,Graffiti Private Property (Req_Serv),Property,312,ELMWOOD,,Buffalo,NEW YORK,14222,100.61-4-8,"(42.905541728370096, -78.8776485640292)",42.905541728370096,-78.8776485640292,NIAGARA,District B,67.01,2,2004,-8780620.116,5297606.407,3,5,58,1,12,109,2116,
1001635257,05/25/2022 12:11:00 PM,06/16/2022 10:04:00 AM,Closed,DPIS,Housing,Graffiti Private Property (Req_Serv),Property,555,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-4-60,"(42.91202676491397, -78.87674546573943)",42.91202676491397,-78.87674546573943,NIAGARA,District B,66.02,2,2002,-8780519.582,5298592.0338,3,5,61,1,12,261,698,
1001676341,07/25/2022 03:14:00 PM,07/29/2022 09:44:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,382,ELMWOOD,,Buffalo,NEW YORK,14222,100.53-3-33,"(42.90742615790237, -78.87763451061201)",42.90742615790237,-78.87763451061201,NIAGARA,District B,67.01,2,2004,-8780618.551,5297892.801,3,5,58,1,12,109,2116,
488554-1001629007,05/08/2022 01:00:00 PM,05/12/2022 08:34:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,364,BRYANT,,Buffalo,NEW YORK,14222,100.53-1-25,"(42.90868924946276, -78.88051235934236)",42.90868924946276,-78.88051235934236,NIAGARA,District B,67.01,4,4001,-78.88048,42.90864,3,5,58,1,12,73,258,
496195-1001694655,08/19/2022 07:00:00 PM,08/24/2022 08:58:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,510,ELMWOOD,,Buffalo,NEW YORK,14222,100.45-3-9,"(42.91099128268094, -78.87740094450562)",42.91099128268094,-78.87740094450562,NIAGARA,District B,67.01,2,2000,-78.87717,42.91091,3,5,58,1,12,109,2361,
1001657429,06/28/2022 02:43:00 PM,06/30/2022 06:10:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,400,ELMWOOD,,Buffalo,NEW YORK,14222,100.53-3-29,"(42.908015068220976, -78.87760407391706)",42.908015068220976,-78.87760407391706,NIAGARA,District B,67.01,2,2004,-8780615.163,5297982.3049,3,5,58,1,12,109,2116,
1001695150,08/22/2022 04:02:00 PM,,Open,Dept of Public Works,Engineering - Street Repairs,PW Missing Manhole Cover (Req_Serv),Property,INTERSECTION,Elmwood Ave,Anderson Pl,Buffalo,NEW YORK,14222,2447,"(42.912227124750714, -78.87706705857235)",42.912227124750714,-78.87706705857235,NIAGARA,District B,66.02,2,2002,1069603.8,1061223,3,5,61,1,12,261,698,
1001640431,06/08/2022 10:37:00 AM,06/08/2022 11:12:00 AM,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,597,ELMWOOD,,Buffalo,NEW YORK,14222,100.38-2-35,"(42.913465466363306, -78.87674093714087)",42.913465466363306,-78.87674093714087,NIAGARA,District B,66.02,1,1002,-8780519.078,5298810.7086,3,5,61,1,12,140,1435,
1001641905,06/13/2022 09:44:00 AM,06/23/2022 02:52:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,367,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-32,"(42.90700074233059, -78.87659354885395)",42.90700074233059,-78.87659354885395,NIAGARA,District B,67.02,2,2003,-8780502.672,5297828.146,3,5,52,1,12,135,1042,
1001598846,03/29/2022 04:18:00 PM,03/30/2022 09:17:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,INTERSECTION,Elmwood Ave,Anderson Pl,Buffalo,NEW YORK,14222,2447,"(42.912227124750714, -78.87706705857235)",42.912227124750714,-78.87706705857235,NIAGARA,District B,66.02,2,2002,1069603.8,1061223,3,5,61,1,12,261,698,
1001694652,08/19/2022 04:38:00 PM,,Open,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,423,ELMWOOD,,Buffalo,NEW YORK,14222,100.54-1-44,"(42.90861767876451, -78.87677501485605)",42.90861767876451,-78.87677501485605,NIAGARA,District B,67.02,2,2003,-8780522.872,5298073.8917,3,5,52,1,12,135,1042,
1001611939,04/11/2022 10:59:00 AM,04/13/2022 11:28:00 AM,Closed,Dept of Public Works,Sanitation,Totes Deliver (Req_Serv),Property,312,BRYANT,,Buffalo,NEW YORK,14222,100.53-3-21,"(42.90874141594928, -78.87855594401408)",42.90874141594928,-78.87855594401408,NIAGARA,District B,67.01,2,2004,-8780721.125,5298092.6978,3,5,58,1,12,109,2116,
1001599486,03/31/2022 11:22:00 AM,03/31/2022 02:04:00 PM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,301,BRYANT,,Buffalo,NEW YORK,14222,100.45-4-11.121,"(42.90936383077846, -78.87807414573508)",42.90936383077846,-78.87807414573508,NIAGARA,District B,67.01,2,2003,-8780671.824,5298175.6096,3,5,58,1,12,109,2993,
