"codmunicipio","nombremunicipio","coddaneestablecimiento","nombreestablecimiento","danesede","zonasede","consdane","nombresede","docentedirectivo","direccion","telefono","email"
"PUTUMAYO","86573","286573000979","IE RUR NUEVA APAYA","286573004478","IE RUR NUEVA APAYA","28657300097902","ESC RUR MIX ALTO CASACUNTE","RURAL","GIRALDO PORTILLA MATILDE  ",,"NO"
"PUTUMAYO","86571","286571000050","CER SAUDITA","286571004250","CER SAUDITA","28657100005003","ESC RUR MIX COSTA RICA","RURAL","#N/A",,"NO"
"PUTUMAYO","86571","286001000161","CENT EDUC RUR EL CEDRO","286001002768","CENT EDUC RUR EL CEDRO","28600100016111","ESC RUR MIX CAMPO ALEGRE","RURAL","MOSQUERA MOSQUERA EMERSON  ",,"NO"
"PUTUMAYO","86573","286573000081","INST ETNOEDUCATIVA RUR INDIGENA KICHWA LLAKTAMANDA","286573000260","INST ETNOEDUCATIVA RUR INDIGENA KICHWA LLAKTAMANDA","28657300008104","ESC RUR MIX NDIG PUNTALES","RURAL","LOPEZ BARRERA FABIAN DAVID ",,"NO"
"PUTUMAYO","86320","286320000468","CENT EDUC RUR LUCITANIA","286320001251","CENT EDUC RUR LUCITANIA","28632000046812","ESC RUR MIX EL REMOLINO","RURAL","LOPEZ CHATES LUIS ALBERTO ",,"NO"
"PUTUMAYO","86757","286865003138","IE RUR SAN CARLOS","286865003065","IE RUR SAN CARLOS","28686500313806","ESC RUR MIX LA ESPERANZA","RURAL","HOYOS MENDEZ DERLY  ",,"NO"
"PUTUMAYO","86568","286568003072","IE RUR PUERTO VEGA","286568001924","IE RUR PUERTO VEGA","28656800307215","ESC RUR MIX INMACULADA","RURAL","BURGOS PRIETO FLAVIO ALBERTO ",,"NO"
"PUTUMAYO","86320","286320000361","IE RUR TESALIA","286320000247","IE RUR TESALIA","28632000036111","ESC RUR MIX SIMON BOLIVAR","RURAL","MATURANA MOSQUERA FABIOLA  ",,"NO"
"PUTUMAYO","86757","286757000114","IE RUR AGUA CLARA","286757000114","IE RUR AGUA CLARA","28675700011401","IER AGUA CLARA - SEDE PRINCIPAL","RURAL","ACHICANOY MARTINEZ JOSE LUIS ",,"NO"
"PUTUMAYO","86571","286001001494","IE RUR GALLINAZO","286571000084","IE RUR GALLINAZO","28600100149407","ESC RUR MIX EL ZAFIRO","RURAL","ADARVE CABEZAS CLARA INES ",,"NO"
"PUTUMAYO","86885","286885000224","IE RUR RIO BLANCO","286885000224","IE RUR RIO BLANCO","28688500022401","IER RIO BLANCO - SEDE PRINCIPAL","RURAL","ZAMBRANO GOMEZ JORGE MAURO ",,"NO"
"PUTUMAYO","86760","186760000104","IE CIUDAD SANTIAGO","386760000022","IE CIUDAD SANTIAGO","18676000010403","ESC URB MIX SAGRADO CORAZON DE JESUS","URBANA","ARCINIEGAS GUERRERO DIGNA MERY ",,"NO"
"PUTUMAYO","86865","286865001780","IE RUR EL CAIRO","286865003405","IE RUR EL CAIRO","28686500178002","ESC RUR MIX EL JARDIN","RURAL","ORDOÑEZ BOLAÑOS DEIBER  ",,"NO"
"PUTUMAYO","86571","286571000599","CENT EDUC RUR LAS PERLAS","286001003501","CENT EDUC RUR LAS PERLAS","28657100059903","ESC RUR MIX PERNAMBUCO","RURAL","RODRIGUEZ MATABANCHOY OMAR ARNULFO ",,"NO"
"PUTUMAYO","86757","286865001879","IE RUR EL SABALO","286865003154","IE RUR EL SABALO","28686500187906","ESC RUR MIX LA CANDELARIA","RURAL","RAMOS  JOSE ANTONIO ",,"NO"
"PUTUMAYO","86573","286573000073","CENTRO ETNOEDUCATIVO RURAL INDIGENA D+ONA SAFIA","286573000073","CENTRO ETNOEDUCATIVO RURAL INDIGENA D+ONA SAFIA","28657300007301","ESC RUR MIX INDIG REFUGIO","RURAL","LARRARTE GUZMAN OSCAR JAVIER ",,"SI"
"PUTUMAYO","86571","286001002903","IE RUR QUINAPEJO","486571000458","IE RUR QUINAPEJO","28600100290307","ESC RUR MIX EL ENCANTO","RURAL","CORTES QUIÑONES HENRY LIBARDO ",,"NO"
"PUTUMAYO","86001","486001000331","CENT EDUC RUR CONDAGUA","286001002547","CENT EDUC RUR CONDAGUA","48600100033103","ESC RUR MIX FRONTERISA EL PAISAJE","RURAL","LOPEZ MORA SEGUNDO LUCIO ",,"NO"
"PUTUMAYO","86885","286885000437","CENTRO ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI","286885050761","CENTRO ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI","28688500043708","TAITAKUNA","RURAL","DELGADO CRUZ CLEMENTE BENITO ",,"NO"
"PUTUMAYO","86320","286320000140","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","286320001529","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","28632000014005","ESC RUR MIX CAÑABRAVITA","RURAL","AYZAMO OCHOA LIDA ISABEL ",,"NO"
"PUTUMAYO","86885","286885000437","CENTRO ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI","286885001751","CENTRO ETNOEDUCATIVO RURAL BILINGUE INGA ATUN ÑAMBI","28688500043705","ESC RUR MIX LA FLORIDA","RURAL","DELGADO CRUZ CLEMENTE BENITO ",,"NO"
"PUTUMAYO","86571","286001000161","CENT EDUC RUR EL CEDRO","286001001761","CENT EDUC RUR EL CEDRO","28600100016118","ESC RUR MIX CAMPO ROJAS","RURAL","MOSQUERA MOSQUERA EMERSON  ",,"NO"
"PUTUMAYO","86568","286568002874","CENT EDUC RUR DANUBIO","286568000944","CENT EDUC RUR DANUBIO","28656800287403","ESC RUR MIX LAS SARDINAS","RURAL","QUENAN GOMEZ ALVARO ABEL ",,"NO"
"PUTUMAYO","86757","286865003138","IE RUR SAN CARLOS","486757000041","IE RUR SAN CARLOS","28686500313804","ESC RUR MIX LAS PALMAS","RURAL","HOYOS MENDEZ DERLY  ",,"NO"
"PUTUMAYO","86571","286001001494","IE RUR GALLINAZO","286001001494","IE RUR GALLINAZO","28600100149401","IE RUR GALLINAZO - SEDE PRINCIPAL","RURAL","ADARVE CABEZAS CLARA INES ",,"SI"
"PUTUMAYO","86001","286001001800","CENT EDUC RUR CALIYACO","286001002318","CENT EDUC RUR CALIYACO","28600100180003","ESC RUR MIX LAS PALMERAS","RURAL","ESCOBAR RAMIREZ SEGUNDO RAUL ",,"NO"
"PUTUMAYO","86571","286001000480","IE RUR JOSE MARIA","286001003071","IE RUR JOSE MARIA","28600100048014","ESC RUR MIX BAJO CAÑO AVENA","RURAL","TISOY CASTRO ARELIS REGINA ",,"NO"
"PUTUMAYO","86571","286001003209","IE RUR PUERTO ROSARIO","286001001842","IE RUR PUERTO ROSARIO","28600100320907","SAN LUIS","RURAL","CUARAN ORDOÑEZ JORGE WILSON ",,"NO"
"PUTUMAYO","86320","286320000441","IE RUR NUEVA SILVANIA","286320002258","IE RUR NUEVA SILVANIA","28632000044105","ESC RUR MIX BUENAVENTURA","RURAL","RIVADENEIRA DIAZ LIBARDO MARINO ",,"NO"
"PUTUMAYO","86571","286001001494","IE RUR GALLINAZO","286001003471","IE RUR GALLINAZO","28600100149406","ESC RUR MIX JAZMIN","RURAL","ADARVE CABEZAS CLARA INES ",,"NO"
"PUTUMAYO","86568","286568001100","IE RUR LA LIBERTAD","286568004788","IE RUR LA LIBERTAD","28656800110003","ESC RUR MIX LA MANUELA","RURAL","SANCHEZ PASINGA BENARDINO  ",,"NO"
"PUTUMAYO","86568","286568000472","IE RUR NUEVA GRANADA","286568000472","IE RUR NUEVA GRANADA","28656800047201","IER NUEVA GRANADA - SEDE PRINCIPAL","RURAL","SANCHEZ TARAPUEZ FABIO SIGIFREDO ",,"SI"
"PUTUMAYO","86568","286568003323","CENT EDUC RUR SANTA ISABEL","286568061099","CENT EDUC RUR SANTA ISABEL","28656800332307","ESC RUR MIX EL BALDIO","RURAL","#N/A",,"NO"
"PUTUMAYO","86865","286865001739","IE RUR MARAVELEZ","286865004207","IE RUR MARAVELEZ","28686500173906","ESC RUR MIX MIRAFLORES DE LA SELVA","RURAL","CUARAN RUANO ALBA MERY ",,"NO"
"PUTUMAYO","86755","186755000015","IE ALMIRANTE PADILLA","186755000031","IE ALMIRANTE PADILLA","18675500001503","ESC URB MIX SAN FRANCISCO","URBANA","BENAVIDES MEZA DIEGO OSCAR ",,"NO"
"PUTUMAYO","86865","286865001739","IE RUR MARAVELEZ","286865001739","IE RUR MARAVELEZ","28686500173901","IER MARAVELEZ - SEDE PRINCIPAL","RURAL","CUARAN RUANO ALBA MERY ",,"NO"
"PUTUMAYO","86568","286568061137","CEPBIN MANUEL QUINTIN LAME CHANTRE","286568001126","CEPBIN MANUEL QUINTIN LAME CHANTRE","28656806113712","ESC RUR MIX ALTO DANUBIO","RURAL","ULCUE TROCHEZ FABIO  ",,"NO"
"PUTUMAYO","86573","286573000057","IE RUR SAN PEDRO","286573001509","IE RUR SAN PEDRO","28657300005702","ESC RUR MIX LOS LOBOS","RURAL","#N/A",,"NO"
"PUTUMAYO","86865","286865004193","IE RUR JOSE ASUNCION SILVA","286865004274","IE RUR JOSE ASUNCION SILVA","28686500419306","ESC RUR MIX ALTO GUISIA","RURAL","BURBANO QUETAMA SEGUNDO CESAR ",,"NO"
"PUTUMAYO","86568","286568000219","IE RUR LA PAILA","286568002891","IE RUR LA PAILA","28656800021902","ESC RUR MIX LA ESTACION","RURAL","ESCOBAR CANCHALA JUAN PABLO ",,"NO"
"PUTUMAYO","86568","186568000567","IE ALVERNIA","186568000044","IE ALVERNIA","18656800056704","PREESCOLAR SANTO DOMINGO SAVIO","URBANA","MERA HERNANDEZ LUZ MARIA ",,"NO"
"PUTUMAYO","86571","286001000480","IE RUR JOSE MARIA","286001002091","IE RUR JOSE MARIA","28600100048008","ESC RUR MIX EL TABLON","RURAL","TISOY CASTRO ARELIS REGINA ",,"NO"
"PUTUMAYO","86755","286755000044","CENT EDUC RUR SAN ANTONIO DEL POROTOYACO","286755000087","CENT EDUC RUR SAN ANTONIO DEL POROTOYACO","28675500004404","ESC RUR MIX MINCHOY","RURAL","BENAVIDES RAMOS JOSE ANTONIO ",,"NO"
"PUTUMAYO","86569","286568005466","CENT EDUC RUR LA ISLA","286568005466","CENT EDUC RUR LA ISLA","28656800546601","ESC RUR MIX VILLA DEL RIO","RURAL","RENGIFO URBANO YILMER  ",,"NO"
"PUTUMAYO","86571","286571000050","CER SAUDITA","286571000122","CER SAUDITA","28657100005008","ESC RUR MIX SACHAMATE ","RURAL","#N/A",,"NO"
"PUTUMAYO","86568","286568002700","IE RUR BAJO LORENZO","286568003790","IE RUR BAJO LORENZO","28656800270009","ESC RUR MIX GABRIELA MISTRAL","RURAL","GOMEZ ACOSTA GABRIEL  ",,"NO"
"PUTUMAYO","86568","186568005577","IE SAN FRANCISCO DE ASIS","186568004431","IE SAN FRANCISCO DE ASIS","18656800557702","PREESC JOSE ACEVEDO Y GOMEZ","URBANA","MESIAS CARLOSAMA LUIS CARLOS ",,"NO"
"PUTUMAYO","86760","186760000104","IE CIUDAD SANTIAGO","386760000014","IE CIUDAD SANTIAGO","18676000010402","ESC URB MIX SAN JOSE","URBANA","ARCINIEGAS GUERRERO DIGNA MERY ",,"NO"
"PUTUMAYO","86885","286885000089","IE RUR SANTA JULIANA","286885000089","IE RUR SANTA JULIANA","28688500008901","IER SANTA JULIANA - SEDE PRINCIPAL","RURAL","REVELO ROSERO ALVARO ENRIQUE ",,"SI"
"PUTUMAYO","86571","286001002695","IE RUR LA CEIBA","286001002709","IE RUR LA CEIBA","28600100269512","ESC RUR MIX LA PRADERA","RURAL","MARTINEZ REYES JESUS ORLANDO ",,"NO"
"PUTUMAYO","86571","286001000480","IE RUR JOSE MARIA","286571000076","IE RUR JOSE MARIA","28600100048011","ESC RUR MIX BUENOS AIRES DEL YURILLA","RURAL","TISOY CASTRO ARELIS REGINA ",,"NO"
"PUTUMAYO","86568","286568003323","CENT EDUC RUR SANTA ISABEL","286568003323","CENT EDUC RUR SANTA ISABEL","28656800332301","CER SANTA ISABEL - SEDE PRINCIPAL","RURAL","#N/A",,"NO"
"PUTUMAYO","86571","286001000161","CENT EDUC RUR EL CEDRO","286571000106","CENT EDUC RUR EL CEDRO","28600100016114","ESC RUR MIX VILLA HERMOSA","RURAL","MOSQUERA MOSQUERA EMERSON  ",,"NO"
"PUTUMAYO","86573","286573003978","IE RUR LUIS VIDALES DEL PIÑUÑA NEGRO","286573001428","IE RUR LUIS VIDALES DEL PIÑUÑA NEGRO","28657300397802","ESC RUR MIX ALTO AGUA BLANCA","RURAL","APRAEZ DELGADO MARIA ROSALBA ",,"NO"
"PUTUMAYO","86320","286320000140","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","286320002461","CENTRO ETNOEDUCATIVO RURAL UMADA WUARRARA","28632000014009","ESC ETNOEDUCATIVA RUR MIX DE PURRA DE","RURAL","AYZAMO OCHOA LIDA ISABEL ",,"NO"
"PUTUMAYO","86569","286568002602","IE JOSE ANTONIO GALAN","286568002602","IE JOSE ANTONIO GALAN","28656800260201","COL JOSE ANTONIO GALAN","URBANA","CARVAJAL MAYA ANA LILIA ",,"SI"
"PUTUMAYO","86885","286885002057","IER AGROPECUARIA GUILLERMO VALENCIA","286885000119","IER AGROPECUARIA GUILLERMO VALENCIA","28688500205705","ESC RUR MIX LA CAFELINA","RURAL","BENAVIDES RINCON EDUARDO  ",,"NO"
"PUTUMAYO","86320","286320000883","IE RUR NUEVA BENGALA","486320000068","IE RUR NUEVA BENGALA","28632000088308","ESC RUR MIX LOS ANDES","RURAL","ARTEAGA BENITEZ FRANCISCO FELI ",,"NO"
"PUTUMAYO","86571","286001000480","IE RUR JOSE MARIA","286001000480","IE RUR JOSE MARIA","28600100048001","CENT POST PRIMARIA JOSE MARIA","RURAL","TISOY CASTRO ARELIS REGINA ",,"SI"
"PUTUMAYO","86320","286320001502","INS ETNOEDUCATIVA RUR PUERTO RICO","286320000077","INS ETNOEDUCATIVA RUR PUERTO RICO","28632000150207","ESC RUR MIX LA RIVERA","RURAL","PAI  MARIA TERESA ",,"SI"
"PUTUMAYO","86571","286001002997","CEPBIN KWE'SX IPX KWETH DXI'J","286001002997","CEPBIN KWE'SX IPX KWETH DXI'J","28600100299701","ESFOBIN EL DESCANSO","RURAL","#N/A",,"NO"
"PUTUMAYO","86568","286568002700","IE RUR BAJO LORENZO","286568004745","IE RUR BAJO LORENZO","28656800270002","ESC RUR MIX LA ESPAÑOLA","RURAL","GOMEZ ACOSTA GABRIEL  ",,"NO"
"PUTUMAYO","86885","286885000224","IE RUR RIO BLANCO","286885000259","IE RUR RIO BLANCO","28688500022402","ESC RUR MIX JUANAMBU","RURAL","ZAMBRANO GOMEZ JORGE MAURO ",,"NO"
"PUTUMAYO","86320","186320000528","IE JORGE ELIECER GAITAN","186320000528","IE JORGE ELIECER GAITAN","18632000052801","INST JORGE ELIECER GAITAN","URBANA","CORTES QUIJANO DORIS CONSTANZA ",,"NO"
"PUTUMAYO","86571","486001000713","IE RUR MAYOYOQUE","286571000521","IE RUR MAYOYOQUE","48600100071306","ESC RUR MIX COLMENARES","RURAL","QUIÑONES CORTES JOSE ALEXI ",,"NO"
"PUTUMAYO","86568","286568003072","IE RUR PUERTO VEGA","286568003714","IE RUR PUERTO VEGA","28656800307208","ESC RUR MIX MARCO FIDEL SUAREZ","RURAL","BURGOS PRIETO FLAVIO ALBERTO ",,"NO"
"PUTUMAYO","86757","286757000084","IE RUR JORDAN ORTIZ","286757000084","IE RUR JORDAN ORTIZ","28675700008401","IER JORDAN ORTIZ - SEDE PRINCIPAL","RURAL","CASTILLO GUEVARA RENY EUFEMIA ",,"NO"
"PUTUMAYO","86320","286320000441","IE RUR NUEVA SILVANIA","286320001901","IE RUR NUEVA SILVANIA","28632000044104","ESC RUR MIX JERUSALEN","RURAL","RIVADENEIRA DIAZ LIBARDO MARINO ",,"NO"
"PUTUMAYO","86568","286568002874","CENT EDUC RUR DANUBIO","286568061242","CENT EDUC RUR DANUBIO","28656800287410","ESC RUR MIX EL POBLADO","RURAL","QUENAN GOMEZ ALVARO ABEL ",,"NO"
"PUTUMAYO","86571","286001000048","INSTITUCION ETNOEDUCATIVA RURAL  BILINGÜE INGA ATUN IACHAI","286001002652","INSTITUCION ETNOEDUCATIVA RURAL  BILINGÜE INGA ATUN IACHAI","28600100004802","ESC RUR MIX EL MANGO","RURAL","#N/A",,"NO"
"PUTUMAYO","86757","286865003677","IE TEC COMERCIAL LA DORADA","286865000767","IE TEC COMERCIAL LA DORADA","28686500367702","COL DE EDUC BAS PRIMARIA LA DORADA","URBANA","LUNA LINARES LIGIA ESPERANZA ",,"NO"
"PUTUMAYO","86568","286568003072","IE RUR PUERTO VEGA","286568004303","IE RUR PUERTO VEGA","28656800307210","ESC RUR MIX NVO AMARON","RURAL","BURGOS PRIETO FLAVIO ALBERTO ",,"NO"
"PUTUMAYO","86865","286865004193","IE RUR JOSE ASUNCION SILVA","286865001313","IE RUR JOSE ASUNCION SILVA","28686500419305","ESC RUR MIX LA ESMERALDA","RURAL","BURBANO QUETAMA SEGUNDO CESAR ",,"NO"
"PUTUMAYO","86001","186001000175","IE PIO XII","186001000230","IE PIO XII","18600100017502","ESC URB MIX CIUDAD JARDIN","URBANA","MEZA SEVILLANO JAMES NOLBERTO ",,"NO"
"PUTUMAYO","86573","286573000804","INST ETNOEDUCATIVA RUR INDIGENA KICHWA SANTA CECILIA","286573003986","INST ETNOEDUCATIVA RUR INDIGENA KICHWA SANTA CECILIA","28657300080405","ESC RUR MIX INDIGENA LA PERECERA","RURAL","MUÑOZ MACANILLA MARIA LIBIA ",,"NO"
"PUTUMAYO","86885","286885000224","IE RUR RIO BLANCO","286885002006","IE RUR RIO BLANCO","28688500022414","ESC RUR MIX LAS MINAS","RURAL","ZAMBRANO GOMEZ JORGE MAURO ",,"NO"
"PUTUMAYO","86569","286568005466","CENT EDUC RUR LA ISLA","286569000409","CENT EDUC RUR LA ISLA","28656800546604","ESC RUR MIX LAS VEGAS","RURAL","RENGIFO URBANO YILMER  ",,"NO"
"PUTUMAYO","86573","286573001126","CENT EDUC RUR SANTA MARIA","286573003871","CENT EDUC RUR SANTA MARIA","28657300112602","ESC RUR MIX NUEVO FUTURO","RURAL","MOSQUERA MURILLO BERNABEL  ",,"NO"
"PUTUMAYO","86571","286001001494","IE RUR GALLINAZO","286001002873","IE RUR GALLINAZO","28600100149404","ESC RUR MIX ARENOSA","RURAL","ADARVE CABEZAS CLARA INES ",,"NO"
"PUTUMAYO","86568","286568000197","CENT EDUC RUR ALTO LORENZO","286568004427","CENT EDUC RUR ALTO LORENZO","28656800019706","ESC RUR MIX PORVENIR","RURAL","ACOSTA SINSAJOA AMANDA ANGELICA ",,"NO"
"PUTUMAYO","86001","286001003543","IE RUR ABORIGENES DE COLOMBIA","286001003977","IE RUR ABORIGENES DE COLOMBIA","28600100354305","SAN LUIS LAS VEGAS","RURAL","MUTUMBAJOY LUCERO NANCY ELIZABETH ",,"NO"
"PUTUMAYO","86571","286571004811","CEPBIN KWE'SX SEK LUUCXWE'SX","286571004977","CEPBIN KWE'SX SEK LUUCXWE'SX","28657100481105","ESFOBIN Kwe'sx Üus Yaatxnxi","RURAL","#N/A",,"NO"
"PUTUMAYO","86757","286865002964","IE RUR EL AFILADOR","286757000326","IE RUR EL AFILADOR","28686500296405","ESC RUR MIX NUEVA GENERACION","RURAL","MUÑOZ  SILVIO MIGUEL ",,"NO"
"PUTUMAYO","86571","286001002636","IE RUR RAFAEL REYES","286001002636","IE RUR RAFAEL REYES","28600100263601","IER RAFAEL REYES - SEDE PRINCIPAL","RURAL","BURBANO HERNANDEZ WILLS JAIRO ",,"NO"
"PUTUMAYO","86320","286320000395","IE RUR ANTONIO NARIÑO","286320001456","IE RUR ANTONIO NARIÑO","28632000039503","ESC RUR MIX EL RUBI","RURAL","IMBACUAN NOGUERA LUIS ANTONIO ",,"NO"
"PUTUMAYO","86571","286001000161","CENT EDUC RUR EL CEDRO","286001000439","CENT EDUC RUR EL CEDRO","28600100016107","ESC RUR MIX BOCANA DEL FRAGUA","RURAL","MOSQUERA MOSQUERA EMERSON  ",,"NO"
"PUTUMAYO","86568","286568000219","IE RUR LA PAILA","286568005229","IE RUR LA PAILA","28656800021903","ESC RUR MIX VILLA DEL SOL","RURAL","ESCOBAR CANCHALA JUAN PABLO ",,"NO"
"PUTUMAYO","86573","286573003901","IE RUR SAN LUIS GONZAGA","286573003901","IE RUR SAN LUIS GONZAGA","28657300390101","ESC RUR MIX SAN LUIS GONZAGA","RURAL","CORTES VILLACORTA JUAN JOSE ",,"SI"
"PUTUMAYO","86001","286001000277","IE RUR SIMON BOLIVAR","286001000277","IE RUR SIMON BOLIVAR","28600100027701","COL SIMON BOLIVAR","RURAL","VIVAS CALVACHE JOSE BERNARDO ",,"NO"
"PUTUMAYO","86571","486001000713","IE RUR MAYOYOQUE","486001000713","IE RUR MAYOYOQUE","48600100071301","IER MAYOYOQUE - SEDE PRINCIPAL","RURAL","QUIÑONES CORTES JOSE ALEXI ",,"SI"
"PUTUMAYO","86568","286568000405","CENT EDUC RUR VILLA VICTORIA","286568004559","CENT EDUC RUR VILLA VICTORIA","28656800040505","ESC RUR MIX LA GOLONDRINA","RURAL","REVELO TIMANA BENICIO ARTURO ",,"NO"
"PUTUMAYO","86569","286568005466","CENT EDUC RUR LA ISLA","286568005521","CENT EDUC RUR LA ISLA","28656800546608","ESC RUR MIX VILLA UNION","RURAL","RENGIFO URBANO YILMER  ",,"NO"
"PUTUMAYO","86320","286320001502","INS ETNOEDUCATIVA RUR PUERTO RICO","286320002151","INS ETNOEDUCATIVA RUR PUERTO RICO","28632000150202","ESC RUR MIX SELVA VERDE","RURAL","PAI  MARIA TERESA ",,"NO"
"PUTUMAYO","86001","286001003543","IE RUR ABORIGENES DE COLOMBIA","486001000349","IE RUR ABORIGENES DE COLOMBIA","28600100354302","ESC RUR MIX YUNGUILLO","RURAL","MUTUMBAJOY LUCERO NANCY ELIZABETH ",,"NO"
"PUTUMAYO","86568","286568000472","IE RUR NUEVA GRANADA","286568003242","IE RUR NUEVA GRANADA","28656800047202","ESC RUR MIX LA PIÑA","RURAL","SANCHEZ TARAPUEZ FABIO SIGIFREDO ",,"NO"
"PUTUMAYO","86320","286320000883","IE RUR NUEVA BENGALA","286320001464","IE RUR NUEVA BENGALA","28632000088306","ESC RUR MIX EL PALMAR","RURAL","ARTEAGA BENITEZ FRANCISCO FELI ",,"NO"
"PUTUMAYO","86571","286001001494","IE RUR GALLINAZO","286001001290","IE RUR GALLINAZO","28600100149411","ESC RUR MIX BOMBONAL","RURAL","ADARVE CABEZAS CLARA INES ",,"NO"
"PUTUMAYO","86568","286568000472","IE RUR NUEVA GRANADA","286568000260","IE RUR NUEVA GRANADA","28656800047211","ESC RUR MIX CHUFIYA","RURAL","SANCHEZ TARAPUEZ FABIO SIGIFREDO ",,"NO"
"PUTUMAYO","86568","286568005610","IE RUR CAUCACIA","286568005814","IE RUR CAUCACIA","28656800561004","ESC RUR MIX CAMILO TORRES","RURAL","SOLARTE DE GARCIA LUZ  STELLA ",,"NO"
"PUTUMAYO","86573","286573003927","IE RUR ANDINO","286573003927","IE RUR ANDINO","28657300392701","CENT EDUC ANDINO","RURAL","#N/A",,"SI"
"PUTUMAYO","86571","286001003209","IE RUR PUERTO ROSARIO","286001002750","IE RUR PUERTO ROSARIO","28600100320902","ESC RUR MIX LA ESTRELLA","RURAL","CUARAN ORDOÑEZ JORGE WILSON ",,"NO"
"PUTUMAYO","86320","286320000301","CENT EDUC RUR SINAI","286320001201","CENT EDUC RUR SINAI","28632000030104","ESC RUR MIX EL DIVISO","RURAL","TACAN ARTEAGA LUZDARI DEFATIMA ",,"NO"
"PUTUMAYO","86320","286320001502","INS ETNOEDUCATIVA RUR PUERTO RICO","286320800006","INS ETNOEDUCATIVA RUR PUERTO RICO","28632000150220","PIHTAM UK","RURAL","PAI  MARIA TERESA ",,"NO"
"PUTUMAYO","86571","286001002695","IE RUR LA CEIBA","286001002962","IE RUR LA CEIBA","28600100269510","ESC RUR MIXTA PEÑAROL","RURAL","MARTINEZ REYES JESUS ORLANDO ",,"NO"
"PUTUMAYO","86320","286320000301","CENT EDUC RUR SINAI","286320001383","CENT EDUC RUR SINAI","28632000030106","ESC RUR MIX BELLA VISTA","RURAL","TACAN ARTEAGA LUZDARI DEFATIMA ",,"NO"
