"regi_n","metropolitana","distrito","estaci_n","barrio","zona","nro_integrantes","estado"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IX DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA SUTAMARCHAN","CENTRO","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IX DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA SACHICA","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IX DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA RAQUIRA","CENTRO","URBANA","20","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IX DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA TINJACA","CENTRO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA SANTA MARIA","PROGRESO","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA GARAGOA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VII DE POLICIA MONIQUIRA","ESTACION DE POLICIA GACHANTIVA","CENTRO","URBANA","20","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VII DE POLICIA MONIQUIRA","ESTACION DE POLICIA TOGUI","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VII DE POLICIA MONIQUIRA","ESTACION DE POLICIA CHITARAQUE","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VII DE POLICIA MONIQUIRA","ESTACION DE POLICIA MONIQUIRA","RICAUTE","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VII DE POLICIA MONIQUIRA","ESTACION DE POLICIA MONIQUIRA","NARANJAL","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VII DE POLICIA MONIQUIRA","ESTACION DE POLICIA SAN JOSE DE PARE","CENTRO","URBANA","22","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","FATIMA","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","LAS AMERICAS","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","SIMON BOLIBAR","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","SAN FERNANDO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","LA ESMERALDA","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","ALCAZARES","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","CERRO PINO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","COLOMBIA","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","SALESIANO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","RESIDENCIAL SIRATA","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","SAN PEDRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","CARGUA","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","EL BOSQUE","URBANA","17","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA DUITAMA","VEREDA SAN LORENZO","RURAL","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO XI DE POLICIA EL COCUY","ESTACION DE POLICIA GUACAMAYAS","CENTRO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO XI DE POLICIA EL COCUY","ESTACION DE POLICIA SAN MATEO","CENTRO","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO XI DE POLICIA EL COCUY","ESTACION DE POLICIA PANQUEBA","CENTRO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO XI DE POLICIA EL COCUY","ESTACION DE POLICIA GUICAN","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO XI DE POLICIA EL COCUY","ESTACION DE POLICIA COCUY","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO XI DE POLICIA EL COCUY","ESTACION DE POLICIA EL ESPINO","DIVINO NIÑO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA ALMEIDA","CENTRO","URBANA","4","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA CHIVOR","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA SUTATENZA","CENTRO","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA GUATEQUE","VEREDA","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA IZA","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA CORRALES","VEREDA CENTRO","RURAL","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","CENTRO","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","EL SOL","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","VILLABLANCA","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","SANTA INES","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","20 DE JULIO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","LA FLORIDA","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","ALISOS","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","CALLE SUCRE","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","SUGAMUXI","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","VILLA DEL SOL","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","MAGDALENA","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","SANTA CATALINA","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","ROSARIO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","MONTANA","URBANA","25","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","LIBERIA","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","CHAPINERO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","LIBERTADOR","URBANA","25","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","RINCON DEL CACIQUE","URBANA","21","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","CENTRO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","SANTA HELENA","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","SAN RAFAEL","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","OLAYA HERRERA","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","VERSALLEES","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","LA SIERRA","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO II DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA OTANCHE","DANUBIO","URBANA","17","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO II DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA PAUNA","SAN JOSE","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO II DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA CHIQUINQUIRA","CANTARANA","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA TUTAZA","CENTRO","URBANA","21","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA SANTA ROSA DE VITERBO","VILLA REPUBLICANA","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA CERINZA","VEREDA","URBANA","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA BELEN","VEREDA BOSQUE","RURAL","19","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO V DE POLICIA SOATA","ESTACION DE POLICIA SUSACON","LA FUENTE","URBANA","22","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA NOBSA","NAZARETH","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","ASODEA","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","CHICAMOCHA","URBANA","44","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","VEREDA MORCA","RURAL","11","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA BETEITIVA","CENTRO","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA FIRAVITOBA","SAN PEDRO","RURAL","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA TOTA","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA FLORESTA","CENTRO","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA LABRANZAGRANDE","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA PAIPA","VILLA VIANEY","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA PAIPA","CENTRO","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA PAIPA","FATIMA","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA PAIPA","SAN MIGUEL","URBANA","8","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VII DE POLICIA MONIQUIRA","ESTACION DE POLICIA ARCABUCO","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO X DE POLICIA RAMIRIQUI","ESTACION DE POLICIA RAMIRIQUI","PURACE","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA BELEN","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA PAZ DEL RIO","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO II DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA SAN PABLO DE BORBUR","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA PESCA","TIBAMOA","URBANA","6","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","CHAPINERO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO X DE POLICIA RAMIRIQUI","ESTACION DE POLICIA JENESANO","CENTRO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA SOGAMOSO","BARRIO SIETE DE AGOSTO","URBANA","5","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO II DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA CHIQUINQUIRA","SUCRE","URBANA","23","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA SAN LUIS DE GACENO","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO II DE POLICIA CHIQUINQUIRA","ESTACION DE POLICIA LA VICTORIA","CENTRO","URBANA","27","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA SOMONDOCO","CENTRO","RURAL","16","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA LA CAPILLA","CENTRO","RURAL","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO III DE POLICIA GARAGOA","ESTACION DE POLICIA CHINAVITA","CENTRO","URBANA","13","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA CUITIVA","CENTRO","URBANA","12","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA BUSBANZA","CENTRO","URBANA","7","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA TASCO","CENTRO","URBANA","16","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VI DE POLICIA SOGAMOSO","ESTACION DE POLICIA TOPAGA","CENTRO","URBANA","17","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO VII DE POLICIA MONIQUIRA","ESTACION DE POLICIA ARCABUCO","CENTRO","URBANA","10","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO IV DE POLICIA DUITAMA","ESTACION DE POLICIA BELEN","CENTRO","URBANA","14","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO XI DE POLICIA EL COCUY","ESTACION DE POLICIA CHISCAS","CENTRO","URBANA","9","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO V DE POLICIA SOATA","ESTACION DE POLICIA CHITA","CENTRO","URBANA","32","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO DOS DE POLICIA SOGAMOSO","ESTACION DE POLICIA TIBASOSA","CENTRO","URBANA","21","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA SANTA ROSA DE VITERBO","CENTENARIO","URBANA","57","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO UNO DE POLICIA DUITAMA","ESTACION DE POLICIA PAZ DEL RIO","VENECIA","URBANA","15","ACTIVO"
"REGION DE POLICIA No. UNO","DEPARTAMENTO DE POLICIA BOYACA","DISTRITO CUATRO DE POLICIA VILLA DE LEYVA","ESTACION DE POLICIA SANTA SOFIA","CENTRO","URBANA","15","ACTIVO"
