"a_o","pais","departamento","codigo_dane","municipio","divisi_n","rama","variable","valor"
"2007","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2008","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2009","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2010","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2011","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2007","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2008","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2009","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2010","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2011","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2007","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1120"
"2008","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1153"
"2009","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1196"
"2010","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1250"
"2011","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1287"
"2007","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","3105"
"2008","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","3319"
"2009","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","3507"
"2010","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","3743"
"2011","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","4095"
"2007","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","13992"
"2008","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","15136"
"2009","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","16265"
"2010","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","15877"
"2011","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","15261"
"2007","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","3982"
"2008","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","3894"
"2009","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","3850"
"2010","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","3466"
"2011","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","4210"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","11380"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","18546"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","2130"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","154"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","0"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","2782"
"2012","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","0"
"2012","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABc","0"
"2012","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","8949"
"2012","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","1192"
"2012","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","10979"
"2012","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","9128"
"2012","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","3061"
"2012","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","5493"
"2012","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","3584"
"2012","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","7325"
"2012","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","12020"
"2012","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7320"
"2012","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2012","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","2019"
"2012","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","5274"
"2012","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","14774"
"2012","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","5750"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","6025"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","13298"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","1636"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","181"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","0"
"2012","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","2109"
"2012","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","0"
"2012","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2012","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2012","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","6398"
"2012","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","956"
"2012","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","7386"
"2012","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","7694"
"2012","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1886"
"2012","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","3340"
"2012","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","3538"
"2012","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","5666"
"2012","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","8789"
"2012","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","5274"
"2012","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2012","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2012","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1320"
"2012","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","4219"
"2012","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","10126"
"2012","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","4660"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","12147"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","11692"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","2801"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","211"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","0"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","3057"
"2013","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","0"
"2013","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABc","0"
"2013","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","4737"
"2013","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","1086"
"2013","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","11668"
"2013","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","9690"
"2013","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","3288"
"2013","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","6040"
"2013","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","3896"
"2013","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","3559"
"2013","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","13006"
"2013","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7372"
"2013","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2013","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","2244"
"2013","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","5460"
"2013","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","18205"
"2013","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","7432"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","6959"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","16351"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","2385"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","232"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","0"
"2013","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","2091"
"2013","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","0"
"2013","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2013","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2013","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","3291"
"2013","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","858"
"2013","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0"
"2013","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","7725"
"2013","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","7869"
"2013","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1985"
"2013","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","3494"
"2013","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","3783"
"2013","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2697"
"2013","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","9320"
"2013","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","5161"
"2013","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2013","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2013","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1390"
"2013","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","4591"
"2013","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","11883"
"2013","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","6227"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","13607"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","21416"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","3517"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","265"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","0"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","3289"
"2014","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","2487"
"2014","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABc","0"
"2014","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","5056"
"2014","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","924"
"2014","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","11823"
"2014","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","10140"
"2014","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","3578"
"2014","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","7000"
"2014","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","4127"
"2014","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","3878"
"2014","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","13398"
"2014","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7470"
"2014","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2014","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","2523"
"2014","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","5584"
"2014","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","18434"
"2014","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","7730"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","7122"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","18302"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","2976"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","275"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","0"
"2014","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","2155"
"2014","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","1706"
"2014","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2014","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2014","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","3437"
"2014","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","718"
"2014","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0"
"2014","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","7737"
"2014","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","8004"
"2014","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","2077"
"2014","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","3872"
"2014","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","4011"
"2014","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2932"
"2014","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","9676"
"2014","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","5082"
"2014","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","50"
"2014","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2014","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1498"
"2016","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","8611"
"2014","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","4626"
"2014","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","11665"
"2014","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","6273"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","18801"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","29366"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","3601"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","809"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","35"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","4146"
"2015","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","3393"
"2015","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABc","343"
"2015","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","5150"
"2015","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","973"
"2015","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","8284"
"2015","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","11624"
"2015","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","3785"
"2015","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","8101"
"2015","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","4012"
"2015","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","4274"
"2015","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","14212"
"2015","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","7220"
"2015","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2015","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","2718"
"2015","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","5998"
"2015","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","27696"
"2015","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","10726"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","9865"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","22723"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","2823"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","1096"
"2015","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","2526"
"2015","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","1960"
"2015","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","116"
"2015","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0.0"
"2015","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","3283"
"2015","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","732"
"2015","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0.0"
"2015","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","5739"
"2015","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","8476"
"2015","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","2192"
"2015","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","4413"
"2015","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","3914"
"2016","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","2275"
"2015","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","3257"
"2015","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","9891"
"2015","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","4769"
"2015","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0.0"
"2015","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0.0"
"2015","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1540"
"2015","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","4902"
"2015","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","16700"
"2015","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","7352"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","11023"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","31000"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","4670"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","1339"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","50"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","4340"
"2016","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","3958"
"2016","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABc","0"
"2016","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","5355"
"2016","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","1591"
"2016","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","8316"
"2016","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","12793"
"2016","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","4157"
"2016","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","9402"
"2016","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","4118"
"2016","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","4815"
"2016","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","15707"
"2016","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","10608"
"2016","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2016","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","2944"
"2016","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","6494"
"2016","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","29279"
"2016","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","12781"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","7256"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","20899"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","2770"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","1762"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","70"
"2016","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","2526"
"2016","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","2073"
"2016","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2016","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","0"
"2016","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","3059"
"2016","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","1119"
"2016","Colombia","Caldas","17013","Aguadas","Construcción","Edificaciones","VABk","0"
"2016","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","5549"
"2016","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","4724"
"2016","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","3906"
"2016","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","3593"
"2016","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","10108"
"2016","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","6566"
"2016","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2016","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2016","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","1572"
"2016","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","5046"
