"a_o","pais","departamento","codigo_dane","municipio","divisi_n","rama","variable","valor"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","8898"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","10430"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","4792"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","38"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","1139"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","1274"
"2002","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","74"
"2002","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABc","309"
"2002","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","1480"
"2002","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","494"
"2002","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","2905"
"2002","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","6003"
"2002","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","1324"
"2002","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","1339"
"2002","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","1918"
"2002","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","1469"
"2002","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","3966"
"2002","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","6033"
"2002","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2002","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABc","0"
"2002","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","758"
"2002","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","1862"
"2002","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","25851"
"2002","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","1274"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","11553"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","16490"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","5465"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","62"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","1197"
"2002","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1498"
"2002","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","88"
"2002","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2002","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","368"
"2002","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","2017"
"2002","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","619"
"2002","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","3298"
"2002","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","6639"
"2002","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1457"
"2002","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","1585"
"2002","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","2149"
"2002","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","1696"
"2002","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","4698"
"2002","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","6894"
"2002","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2002","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2002","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","900"
"2002","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","2103"
"2002","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","30730"
"2002","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","1726"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","3369"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","14219"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","4222"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","45"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","135"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","1565"
"2003","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","81"
"2003","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABc","542"
"2003","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","1527"
"2003","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","683"
"2003","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","4786"
"2003","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","5756"
"2003","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","1386"
"2003","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","1454"
"2003","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","2051"
"2003","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","1805"
"2003","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","5024"
"2003","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","5990"
"2003","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2003","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABc","0"
"2003","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","787"
"2003","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","1903"
"2003","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","13628"
"2003","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","1841"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","3453"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","20806"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","5011"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","73"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","128"
"2003","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1603"
"2003","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","89"
"2003","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2003","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","600"
"2003","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","1741"
"2003","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","787"
"2003","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","5272"
"2003","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","6133"
"2003","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1480"
"2003","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","1670"
"2003","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","2177"
"2003","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2012"
"2003","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","5667"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","5430"
"2003","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","6616"
"2003","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2003","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2003","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","916"
"2003","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","2145"
"2003","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","15171"
"2003","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","2258"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","3970"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","15106"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","4886"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","55"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","81"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","1531"
"2004","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","127"
"2004","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABc","362"
"2004","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","1650"
"2004","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","739"
"2004","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","4052"
"2004","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","6183"
"2004","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","1489"
"2004","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","1682"
"2004","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","2323"
"2004","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2171"
"2004","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","6668"
"2004","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","6071"
"2004","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2004","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABc","0"
"2004","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","886"
"2004","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","2771"
"2004","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","17366"
"2004","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","1747"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","4442"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","19016"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","72"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","71"
"2004","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABk","1644"
"2004","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABk","130"
"2004","Colombia","Caldas","17013","Aguadas","Minería","Minerales metálicos","VABk","0"
"2004","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABk","380"
"2004","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABk","1737"
"2004","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABk","774"
"2004","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABk","4057"
"2004","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABk","6280"
"2004","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABk","1538"
"2004","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABk","1810"
"2004","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABk","2375"
"2004","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABk","2257"
"2004","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABk","6987"
"2004","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABk","6427"
"2004","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABk","0"
"2004","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABk","0"
"2004","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABk","966"
"2004","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABk","2929"
"2004","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABk","18155"
"2004","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s k","1903"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABc","8424"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABc","19764"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABc","5427"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABc","63"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABc","65"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Silvicultura y extracción de maderas","VABc","1762"
"2005","Colombia","Caldas","17013","Aguadas","Pesca","Pescado y otros productos","VABc","178"
"2005","Colombia","Caldas","17013","Aguadas","Industria","Industria manufacturera","VABc","438"
"2005","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Energía eléctrica & gas","VABc","1786"
"2005","Colombia","Caldas","17013","Aguadas","Energía eléctrica, gas, agua y alcantarillado","Agua, alcantarillado y saneamiento","VABc","761"
"2005","Colombia","Caldas","17013","Aguadas","Construcción","Obras civiles","VABc","2292"
"2005","Colombia","Caldas","17013","Aguadas","Comercio","Comercio","VABc","6340"
"2005","Colombia","Caldas","17013","Aguadas","Comercio","Reparación","VABc","1551"
"2005","Colombia","Caldas","17013","Aguadas","Hoteles&restaurantes","Hoteles&restaurantes","VABc","1885"
"2005","Colombia","Caldas","17013","Aguadas","Comunicaciones","Comunicaciones","VABc","2477"
"2005","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Intermediación financiera&seguros","VABc","2155"
"2005","Colombia","Caldas","17013","Aguadas","Intermediación financiera, seguros y servicios empresas","Servicios a las empresas","VABc","9045"
"2005","Colombia","Caldas","17013","Aguadas","Alquiler de vivienda y servicios inmobiliarios","Alquiler de vivienda y servicios inmobiliarios","VABc","6206"
"2005","Colombia","Caldas","17013","Aguadas","Servicios domésticos","Servicios domésticos","VABc","0"
"2005","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Educación privada","VABc","0"
"2005","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Salud privada","VABc","1025"
"2005","Colombia","Caldas","17013","Aguadas","Servicios sociales, comunales y personales","Servicios personales y comunales","VABc","2760"
"2005","Colombia","Caldas","17013","Aguadas","Gobierno","Gobierno","VABc","15429"
"2005","Colombia","Caldas","17013","Aguadas","Impuestos netos de subsidios","Impuestos netos de subsidios","Valor Tx-s c","2191"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Agrícola sin café","VABk","8424"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Café","VABk","19764"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Vacuno","VABk","5427"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Porcino","VABk","63"
"2005","Colombia","Caldas","17013","Aguadas","Agropecuario","Avícola","VABk","65"
