"deporte","tipo","fecha_desde","fecha_hasta","pais","lugar"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-09-01T00:00:00.000","COLOMBIA","BOGOTA"
"CANOTAJE",,,"2017-09-01T00:00:00.000","CIENAGA","MAGDALENA"
"BRIDGE",,,"2017-09-01T00:00:00.000","HAVANA, CUBA","HAVANA, CUBA"
"BALONCESTO",,,"2017-09-01T00:00:00.000","COLOMBIA","GUAJIRA"
"TIRO RIFLES","DEPORTIVO","DEPORTIVO","2017-08-31T00:00:00.000","COLOMBIA","CALI"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-08-31T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS",,,"2017-08-30T00:00:00.000","COLOMBIA","MANIZALEZ"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-08-29T00:00:00.000","COREO","PASTO"
"AJEDREZ",,,"2017-08-29T00:00:00.000","COLOMBIA","MEDELLIN"
"JUDO","DEPORTIVO","DEPORTIVO","2017-08-28T00:00:00.000","HUNGRIA","BUDAPEST"
"DEPORTES AÉREOS",,,"2017-08-26T00:00:00.000","FRANCIA","ANNECY - FRANCIA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-08-26T00:00:00.000","COLOMBIA","KSTOVO"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-08-26T00:00:00.000","COLOMBIA","BOGOTA"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-08-25T00:00:00.000","HAMBURG, ALEMANIA","HAMBURG, ALEMANIA"
"TIRO SPORTING CLAYS","DEPORTIVO","DEPORTIVO","2017-08-25T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-25T00:00:00.000","COLOMBIA","BOGOTÁ"
"JIU-JITSU",,,"2017-08-24T00:00:00.000","COLOMBIA","BOGOTÁ"
"SOFTBOL",,,"2017-08-24T00:00:00.000","COLOMBIA","BOGOTA"
"JUDO","DEPORTIVO","DEPORTIVO","2017-08-24T00:00:00.000","COLOMBIA","VALLEDUPAR"
"TENIS",,,"2017-08-23T00:00:00.000","COLOMBIA","BOGOTA"
"BOWLING",,,"2017-08-23T00:00:00.000","BRASIL","RIO DE JANEIRO"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-22T00:00:00.000","COLOMBIA","BOGOTÁ"
"CANOTAJE",,,"2017-08-21T00:00:00.000","RACICE","REP.CHECA"
"AJEDREZ",,,"2017-08-21T00:00:00.000","BRASIL","BRASILIA"
"GOLF","CONCENTRACIÓN","CONCENTRACIÓN","2017-08-21T00:00:00.000","CHILE","SANTIAGO DE CHILE"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-08-21T00:00:00.000","COLOMBIA","CALI"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-08-20T00:00:00.000","COLOMBIA","UBATE"
"LUCHA","COMPETENCIA","COMPETENCIA","2017-08-20T00:00:00.000","PARIS","FRANCIA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-08-19T00:00:00.000","COLOMBIA","MEDELLIN"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-08-19T00:00:00.000","COLOMBIA","MEDELLÍN"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-08-19T00:00:00.000","COLOMBIA","BOGOTA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-08-19T00:00:00.000","RUSIA","CALI"
"MOTONAUTICA","DEPORTIVO","DEPORTIVO","2017-08-19T00:00:00.000","COLOMBIA","MONTERIA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-08-19T00:00:00.000","COLOMBIA","BARRANCABERMEJA"
"TIRO FOSA OLIMPICA, DOBLE TRAP Y SKEET","DEPORTIVO","DEPORTIVO","2017-08-18T00:00:00.000","COLOMBIA","NILO"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-08-17T00:00:00.000","MEDELLÍN","COLOMBIA"
"TENIS",,,"2017-08-16T00:00:00.000","COLOMBIA","POPAYAN"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-08-16T00:00:00.000","SANTIAGO","CHILE"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-08-16T00:00:00.000","COLOMBIA","FACATATIVA"
"BRIDGE",,,"2017-08-16T00:00:00.000","BOGOTA","BOGOTA"
"BRIDGE",,,"2017-08-16T00:00:00.000","BOGOTA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-15T00:00:00.000","COLOMBIA","CARTAGENA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-08-13T00:00:00.000","COLOMBIA","TOCANCIPA"
"BOWLING",,,"2017-08-13T00:00:00.000","ALEMANIA","MUNICH"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-08-13T00:00:00.000","COLOMBIA","CHIA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-08-12T00:00:00.000","COLOMBIA","TOCANCIPA"
"DEPORTES AÉREOS",,,"2017-08-12T00:00:00.000","AUSTRIA","ZELL AM SE - AUSTRIA"
"BRIDGE",,,"2017-08-12T00:00:00.000","CALI","CALI"
"BRIDGE",,,"2017-08-12T00:00:00.000","FRANCIA","FRANCIA"
"SQUASH",,,"2017-08-12T00:00:00.000","COLOMBIA",
"TENIS DE MESA",,,"2017-08-11T00:00:00.000","MAYORES","AGOSTO"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-08-11T00:00:00.000","SANTIAGO","CHILE"
"KARATE","DEPORTIVO","DEPORTIVO","2017-08-11T00:00:00.000","ARGENTINA","BUENOS AIRES"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-11T00:00:00.000","COLOMBIA","MEDELLÍN"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-08-10T00:00:00.000","COLOMBIA","CUNDINAMARCA"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-08-10T00:00:00.000","COLOMBIA","CALI"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-08-09T00:00:00.000","VALLE","ANSERMA - VALLE"
"JUDO","DEPORTIVO","DEPORTIVO","2017-08-09T00:00:00.000","CHILE","SANTIAGO"
"TENIS",,,"2017-08-09T00:00:00.000","COLOMBIA","CALI"
"WUSHU",,,"2017-08-08T00:00:00.000","COSTA RICA","CALI VALLE"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-08T00:00:00.000","COLOMBIA","MEDELLÍN"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-08-08T00:00:00.000","ALEMANIA","BERLÍN"
"KARATE","DEPORTIVO","DEPORTIVO","2017-08-07T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-07T00:00:00.000","TERVUREN","BÉLGICA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-08-06T00:00:00.000","ROLDANILLO","ROLDANILLO"
"DEPORTES AÉREOS",,,"2017-08-06T00:00:00.000","VALLE","PIEDECHINCHE - VALLE"
"GOLF","CONCENTRACIÓN","CONCENTRACIÓN","2017-08-06T00:00:00.000","CANADA","POR DEFINIR"
"BAILE DEPORTIVO","DEPORTIVO","DEPORTIVO","2017-08-06T00:00:00.000","COLOMBIA","CIRCASIA"
"SQUASH",,,"2017-08-06T00:00:00.000",,
"DEPORTES AÉREOS",,,"2017-08-05T00:00:00.000","SUIZA","DISENTIS - SUIZA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-08-05T00:00:00.000","VALLE","CARTAGO - VALLE"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-08-05T00:00:00.000","CALI","COLOMBIA"
"TIRO FOSA UNIVERSAL, TRAP AUTOMATICO, SPORTING CLAYS","DEPORTIVO","DEPORTIVO","2017-08-05T00:00:00.000","COLOMBIA","PAIPA"
"MOTONAUTICA","CONCENTRACIÓN","CONCENTRACIÓN","2017-08-05T00:00:00.000","COLOMBIA","PUERTO GAITAN"
"KARTS","DEPORTIVO","DEPORTIVO","2017-08-05T00:00:00.000","BOGOTA","AGOSTO 5 Y 6"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-04T00:00:00.000","COLOMBIA","CALI"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-08-04T00:00:00.000","GRAND BRETAÑA","LONDRES"
"TIRO PISTOLAS","DEPORTIVO","DEPORTIVO","2017-08-04T00:00:00.000","COLOMBIA","CALI"
"TENIS DE MESA","ACADÉMICO","ACADÉMICO","2017-08-04T00:00:00.000","MAYORES","AGOSTO"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-04T00:00:00.000","COLOMBIA","BARRANCABERMEJA"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-08-03T00:00:00.000","COLOMBIA","RIONEGRO ANT"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-08-03T00:00:00.000","POLONIA","POLONIA"
"BOXEO","NACIONAL","NACIONAL","2017-08-02T00:00:00.000","COLOMBIA","CARTAGENA"
"BOWLING",,,"2017-08-02T00:00:00.000","COLOMBIA","MEDELLIN"
"BALONCESTO",,,"2017-08-01T00:00:00.000","COLOMBIA","CHOCO"
"LUCHA","COMPETENCIA","COMPETENCIA","2017-08-01T00:00:00.000","TEMPERE","FILANDIA"
"BALONCESTO",,,"2017-08-01T00:00:00.000","COLOMBIA","POR DEFINIR"
"SQUASH",,,"2017-08-01T00:00:00.000","INGLATERRA","LIGA DE SQUASH DE ANTIOQUIA- RODEO"
"LUCHA","DEPORTIVO","DEPORTIVO","2017-08-01T00:00:00.000","SIN DEFINIR","COLOMBIA"
"BALONCESTO",,,"2017-08-01T00:00:00.000","COLOMBIA","SANTANDER"
"GIMNASIA","ADMINISTRATIVO","ADMINISTRATIVO","2017-08-01T00:00:00.000","POR DEFINIR","POR DEFINIR"
"LUCHA","COMPETENCIA","COMPETENCIA","2017-08-01T00:00:00.000","SIN DEFINIR","COLOMBIA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-08-01T00:00:00.000","COLOMBIA","BOGOTÁ"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-08-01T00:00:00.000","LIMA","PERÚ"
"BOWLING",,,"2017-07-31T00:00:00.000","EEUU","PLANO"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-07-30T00:00:00.000","COLOMBIA","TOCANCIPA"
"TENIS",,,"2017-07-29T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS",,,"2017-07-29T00:00:00.000","COLOMBIA","CALI"
"TENIS DE MESA","DEPORTIVO","DEPORTIVO","2017-07-29T00:00:00.000","MAYORES","AGOSTO"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-07-28T00:00:00.000","COLOMBIA","PARIS"
"CANOTAJE",,,"2017-07-27T00:00:00.000","PITETI","ROMANIA"
"SOFTBOL",,,"2017-07-26T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-07-26T00:00:00.000","COLOMBIA","BOGOTÁ"
"CANOTAJE",,,"2017-07-25T00:00:00.000","MONTEMOR","PORTUGAL"
"GOLF","DEPORTIVO","DEPORTIVO","2017-07-24T00:00:00.000","CANADA","POR DEFINIR"
"KARATE","DEPORTIVO","DEPORTIVO","2017-07-24T00:00:00.000","POLONIA","WROCLAW"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-07-23T00:00:00.000","COLOMBIA","TOCANCIPA"
"TENIS",,,"2017-07-22T00:00:00.000","COLOMBIA","BOGOTA"
"TENIS",,,"2017-07-22T00:00:00.000","COLOMBIA","BARRANQUILLA"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-07-22T00:00:00.000","COLOMBIA","BOGOTA"
"BOXEO","NACIONAL","NACIONAL","2017-07-21T00:00:00.000","COLOMBIA","TUNJA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-07-21T00:00:00.000","PERU","TRUJILLO"
"BOWLING",,,"2017-07-20T00:00:00.000","POLONIA","BRESLAVIA"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-07-20T00:00:00.000","POLONIA","WROCLAW"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-07-20T00:00:00.000","POLONIA","WROCLAW"
"TIRO RIFLES","DEPORTIVO","DEPORTIVO","2017-07-20T00:00:00.000","COLOMBIA","CALI"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-07-20T00:00:00.000","COLOMBIA","BOGOTA"
"LUCHA","COMPETENCIA","COMPETENCIA","2017-07-20T00:00:00.000","BUCAREST","RUMANIA"
"BRIDGE",,,"2017-07-20T00:00:00.000","TORONTO, CANADA","TORONTO, CANADA"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-07-20T00:00:00.000","GUAYAQUIL, ECUADOR","GUAYAQUIL, ECUADOR"
"TIRO FOSA OLIMPICA, DOBLE TRAP Y SKEET","DEPORTIVO","DEPORTIVO","2017-07-20T00:00:00.000","COLOMBIA","NILO"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-07-19T00:00:00.000","CASANARE","AGUAZUL - CASANARE"
"AJEDREZ",,,"2017-07-19T00:00:00.000","COLOMBIA","IBAGUE"
"GOLF","DEPORTIVO","DEPORTIVO","2017-07-19T00:00:00.000","COLOMBIA","BOGOTÁ"
"GOLF","DEPORTIVO","DEPORTIVO","2017-07-18T00:00:00.000","ESTADOS UNIDOS","PALM BEACH, FLORIDA"
"ECUESTRE","ACADÉMICO","ACADÉMICO","2017-07-18T00:00:00.000","COLOMBIA","BOGOTA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-07-16T00:00:00.000","ROLDANILLO","ROLDANILLO"
"JUDO","DEPORTIVO","DEPORTIVO","2017-07-15T00:00:00.000","HUNGRIA","BUDAPEST"
"BOWLING",,,"2017-07-15T00:00:00.000","COLOMBIA","BARRANQUILLA"
"SQUASH",,,"2017-07-15T00:00:00.000","COLOMBIA","ASUNCIÓN"
"BALONCESTO",,,"2017-07-15T00:00:00.000","PERU","LIMA"
"WUSHU",,,"2017-07-15T00:00:00.000","COLOMBIA","MONTEVIDEO"
"TENIS",,,"2017-07-15T00:00:00.000","COLOMBIA","BARRANQUILLA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-07-14T00:00:00.000","COLOMBIA","TOCANCIPA"
"ARQUERIA","CONCENTRACIÓN","CONCENTRACIÓN","2017-07-14T00:00:00.000","COLOMBIA","CARTAGENA"
"LUCHA","MARATON","MARATON","2017-07-13T00:00:00.000","BUENOS AIRES","ARGENTINA"
"SQUASH",,,"2017-07-13T00:00:00.000","COLOMBIA","ASUNCIÓN"
"GOLF","DEPORTIVO","DEPORTIVO","2017-07-12T00:00:00.000","COLOMBIA","MEDELLÍN"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-07-12T00:00:00.000","KENIA","NAIROBI"
"SOFTBOL",,,"2017-07-12T00:00:00.000","COLOMBIA","COSTA NORTE, ZONA URABA. MEDELLIN, CALI"
"TENIS",,,"2017-07-11T00:00:00.000","COLOMBIA","CARTAGENA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-07-10T00:00:00.000","ESTADOS UNIDOS","SAN DIEGO"
"JIU-JITSU","CONCENTRACIÓN","CONCENTRACIÓN","2017-07-10T00:00:00.000","COLOMBIA","CALI"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-07-09T00:00:00.000","COLOMBIA","BOGOTA"
"SAMBO","DEPORTIVO","DEPORTIVO","2017-07-09T00:00:00.000","FRANCIA","CALI"
"GOLF","ACADÉMICO","ACADÉMICO","2017-07-09T00:00:00.000","ESCOCIA","POR DEFINIR"
"LUCHA","COMPETENCIA","COMPETENCIA","2017-07-08T00:00:00.000","MADRID","ESPAÑA"
"LUCHA","COMPETENCIA","COMPETENCIA","2017-07-08T00:00:00.000","MOSCU, TOKIO","RUSIA, ASIA"
"BAILE DEPORTIVO","DEPORTIVO","DEPORTIVO","2017-07-08T00:00:00.000","COLOMBIA","CALI"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-07-08T00:00:00.000","COLOMBIA","TOCANCIPA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-07-07T00:00:00.000","COLOMBIA","BOGOTÁ"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-07-07T00:00:00.000","COLOMBIA","SUBACHOQUE"
"LUCHA","MARATON","MARATON","2017-07-07T00:00:00.000","BUENOS AIRES","ARGENTINA"
"WUSHU",,,"2017-07-06T00:00:00.000","URUGUAY","IBAGUÉ TOLIMA"
"SOFTBOL",,,"2017-07-06T00:00:00.000","COLOMBIA","COSTA NORTE, MEDELLIN,CALI"
"WUSHU",,,"2017-07-06T00:00:00.000","URUGUAY","MONTEVIDEO"
"SAMBO",,,"2017-07-06T00:00:00.000","COLOMBIA","CALI"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-07-05T00:00:00.000","BERLIN","ALEMANIA"
"TENIS",,,"2017-07-05T00:00:00.000","COLOMBIA","PEREIRA"
"BRIDGE",,,"2017-07-03T00:00:00.000","PEREIRA","PEREIRA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-07-02T00:00:00.000","GUADALAJARA","ESPAÑA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","COLOMBIA","CALI"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","CÚCUTA","COLOMBIA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","GUAYAQUIL","ECUADOR"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","POR DEFINIR","POR DEFINIR"
"TIRO TODAS","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","SALVADOR - GUATEMALA","SAN ANTONIO - TEXAS"
"LUCHA","COMPETENCIA","COMPETENCIA","2017-07-01T00:00:00.000","SIN DEFINIR","COLOMBIA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","COLOMBIA","BUCARAMANGA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","BOGOTÁ","COLOMBIA"
"ESQUI NAUTICO","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","UCRANIA","UCRANIA"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-07-01T00:00:00.000","AUSTRIA","SALZBURGO"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-07-01T00:00:00.000","ALMEIDA","REPRESA CHIVOR ALMEIDA"
"DEPORTES AÉREOS",,,"2017-07-01T00:00:00.000","ITALIA","PEDAVENA - ITALIA"
"CANOTAJE",,,"2017-07-01T00:00:00.000","MONTEVELHO,","PORTUGAL"
"BALONCESTO",,,"2017-07-01T00:00:00.000","COLOMBIA","ARMENIA"
"BALONCESTO",,,"2017-07-01T00:00:00.000","COLOMBIA","VALLE"
"BALONCESTO",,,"2017-07-01T00:00:00.000","COLOMBIA","POR DEFINIR"
"BALONCESTO",,,"2017-07-01T00:00:00.000","COLOMBIA","POR DEFINIR"
"CANOTAJE",,,"2017-06-30T00:00:00.000","NEIVA","HUILA"
"AJEDREZ",,,"2017-06-30T00:00:00.000","COSTA RICA","SAN JOSE"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-06-30T00:00:00.000","VALLE DEL CAUCA","CALI - VALLE DEL CAUCA"
"GOLF","CONCENTRACIÓN","CONCENTRACIÓN","2017-06-29T00:00:00.000","BRASIL","POR DEFINIR"
"BRIDGE",,,"2017-06-29T00:00:00.000","BOGOTA","BOGOTA"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-06-28T00:00:00.000","GUATEMALA","CIUDAD DE GUATEMALA"
"BALONCESTO",,,"2017-06-27T00:00:00.000","BOLIVIA","SUCRE"
"ARQUERIA","ACADÉMICO","ACADÉMICO","2017-06-27T00:00:00.000","GUATEMALA","CIUDAD DE GUATEMALA"
"GOLF","CONCENTRACIÓN","CONCENTRACIÓN","2017-06-27T00:00:00.000","ESTADOS UNIDOS","BUFFALO"
"TENIS",,,"2017-06-27T00:00:00.000","COLOMBIA","ARMENIA"
"TIRO RIFLES Y PISTOLAS","DEPORTIVO","DEPORTIVO","2017-06-25T00:00:00.000","USA","EL SALVADOR"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-06-24T00:00:00.000","COLOMBIA","IBAGUE"
"MOTONAUTICA","ACADÉMICO","ACADÉMICO","2017-06-24T00:00:00.000","COLOMBIA","AYAPEL"
"BOWLING",,,"2017-06-24T00:00:00.000","GUATEMALA","CIUDAD DE GUATEMALA"
"TENIS DE MESA","DEPORTIVO","DEPORTIVO","2017-06-24T00:00:00.000","INFANTIL","JULIO"
"TIRO DOBLE TRAP Y FOSA UNIVERSAL","DEPORTIVO","DEPORTIVO","2017-06-23T00:00:00.000","COLOMBIA","PEREIRA"
"TENIS DE MESA",,,"2017-06-23T00:00:00.000","U-15, U-21","JUNIO"
"TIRO RIFLES Y PISTOLAS","DEPORTIVO","DEPORTIVO","2017-06-23T00:00:00.000","COLOMBIA","CALI"
"GOLF","DEPORTIVO","DEPORTIVO","2017-06-23T00:00:00.000","COLOMBIA","PEREIRA"
"GIMNASIA","DEPORTIVO","DEPORTIVO","2017-06-23T00:00:00.000","GUATEMALA","GUATEMALA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-06-23T00:00:00.000","ECUADOR","CUENCA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-06-22T00:00:00.000","COLOMBIA","POR DEFINIR"
"TENIS DE MESA","ACADÉMICO","ACADÉMICO","2017-06-22T00:00:00.000","MAYORES","JULIO"
"ECUESTRE","CONCENTRACIÓN","CONCENTRACIÓN","2017-06-21T00:00:00.000","COLOMBIA","CUNDINAMARCA"
"TENIS",,,"2017-06-21T00:00:00.000","COLOMBIA","MANIZALEZ"
"SOFTBOL",,,"2017-06-21T00:00:00.000","COLOMBIA","BOGOTA"
"KARATE","DEPORTIVO","DEPORTIVO","2017-06-20T00:00:00.000","BOLIVIA","SANTA CRUZ DE LA SIERRA"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-06-20T00:00:00.000","USA","SALT LAKE"
"JIU-JITSU",,,"2017-06-19T00:00:00.000","ESPAÑA","MADRID"
"SQUASH",,,"2017-06-18T00:00:00.000","PARAGUAY","LIGA DE SQUASH DE META"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-06-18T00:00:00.000","VALENCIA, VENEZUELA","VALENCIA, VENEZUELA"
"DEPORTES AÉREOS",,,"2017-06-17T00:00:00.000","ITALIA","MOLVENO - ITALIA"
"ARQUERIA","ACADÉMICO","ACADÉMICO","2017-06-17T00:00:00.000","USA","SALT LAKE"
"MOTONAUTICA","CONCENTRACIÓN","CONCENTRACIÓN","2017-06-17T00:00:00.000","COLOMBIA","TUMACO"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-06-16T00:00:00.000","COLOMBIA","BOGOTA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-06-16T00:00:00.000","VALLE","LAGO CALIMA - VALLE"
"LUCHA","MARATON","MARATON","2017-06-15T00:00:00.000","LIMA","PERU"
"JUDO","DEPORTIVO","DEPORTIVO","2017-06-15T00:00:00.000","COLOMBIA","BUCARAMANGA"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-06-15T00:00:00.000","COLOMBIA","CALI/CUCUTA/PEREIRA/MEDELLIN/BOGOTA/BARRANQUILLA/RIOACHA"
"DEPORTES AÉREOS","DEPORTIVO","DEPORTIVO","2017-06-14T00:00:00.000","RISARALDA","APIA - RISARALDA"
"TENIS",,,"2017-06-14T00:00:00.000","COLOMBIA","POPAYAN"
"BOWLING",,,"2017-06-14T00:00:00.000","COLOMBIA","MEDELLIN"
"SOFTBOL",,,"2017-06-14T00:00:00.000","COLOMBIA","PROVIDENCIA ISLAS"
"KARATE","DEPORTIVO","DEPORTIVO","2017-06-11T00:00:00.000","COLOMBIA","MADRID"
"JIU-JITSU","DEPORTIVO","DEPORTIVO","2017-06-10T00:00:00.000","COLOMBIA","BOGOTÁ"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-06-10T00:00:00.000","COLOMBIA","TOCANCIPA"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-06-10T00:00:00.000","COLOMBIA","CARTAGENA DE INDIAS"
"WUSHU",,,"2017-06-09T00:00:00.000","COLOMBIA","VILLAVICENCIO"
"TENIS DE MESA","CONCENTRACIÓN","CONCENTRACIÓN","2017-06-09T00:00:00.000","JUVENIL","JUNIO"
"WUSHU",,,"2017-06-09T00:00:00.000","COLOMBIA","IBAGUE TOLIMA"
"LUCHA","MARATON","MARATON","2017-06-09T00:00:00.000","LIMA","PERU"
"JUDO","DEPORTIVO","DEPORTIVO","2017-06-09T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-06-09T00:00:00.000","COLOMBIA","COTA"
"AJEDREZ",,,"2017-06-09T00:00:00.000","COLOMBIA","MEDELLIN"
"TIRO ESCOPETAS","DEPORTIVO","DEPORTIVO","2017-06-08T00:00:00.000","USA","ACAPULCO"
"KARTS","DEPORTIVO","DEPORTIVO","2017-06-08T00:00:00.000","TOCANCIPA - COLOMBIA","JUNIO 8 A 11"
"TIRO PISTOLAS","DEPORTIVO","DEPORTIVO","2017-06-08T00:00:00.000","COLOMBIA","NILO"
"ECUESTRE","DEPORTIVO","DEPORTIVO","2017-06-08T00:00:00.000","COLOMBIA","BOGOTA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-06-08T00:00:00.000","MEXICO","POR DEFINIR"
"BALONCESTO",,,"2017-06-07T00:00:00.000","POR  DEFINIR","POR DEFINIR"
"BOXEO","NACIONAL","NACIONAL","2017-06-07T00:00:00.000","COLOMBIA","SINCELEJO"
"TENIS DE MESA","ACADÉMICO","ACADÉMICO","2017-06-07T00:00:00.000","MAYORES","JUNIO"
"KARTS","DEPORTIVO","DEPORTIVO","2017-06-07T00:00:00.000","CAJICA - COLOMBIA","27 JUNIO A 2 DE JULIO"
"CANOTAJE",,,"2017-06-07T00:00:00.000","PAIPA,","BOYACA"
"TENIS",,,"2017-06-07T00:00:00.000","COLOMBIA","IBAGUE"
"ARQUERIA","DEPORTIVO","DEPORTIVO","2017-06-06T00:00:00.000","TURQUIA","ANTALYA"
"TIRO SPORTING CLAYS","DEPORTIVO","DEPORTIVO","2017-06-05T00:00:00.000","USA","NILO"
"GOLF","DEPORTIVO","DEPORTIVO","2017-06-05T00:00:00.000","JAPÓN","NAGOYA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-06-05T00:00:00.000","COLOMBIA","COTA"
"AUTOMOVILISMO","DEPORTIVO","DEPORTIVO","2017-06-04T00:00:00.000","COLOMBIA","TOCANCIPA"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-06-03T00:00:00.000","COLOMBIA","SANTANDER"
"ATLETISMO","DEPORTIVO","DEPORTIVO","2017-06-03T00:00:00.000","COLOMBIA","MEDELLIN"
"RUGBY","DEPORTIVO","DEPORTIVO","2017-06-03T00:00:00.000","COLOMBIA","PUNTA DEL ESTE"
"SQUASH",,,"2017-06-03T00:00:00.000","COLOMBIA","LIGA DE SQUASH DE ANTIOQUIA-COUNTRY EJECUTIVOS"
"BOXEO","DEPORTIVO","DEPORTIVO","2017-06-02T00:00:00.000","LA HABANA, CUBA","LA HABANA, CUBA"
"GOLF","DEPORTIVO","DEPORTIVO","2017-06-02T00:00:00.000","COLOMBIA","IBAGUÉ"
