"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","captura","imputacion","condena","atipicidad_inexistencia","acusacion","homicidio_doloso_consumado","total_procesos"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Tolima","NATAGAIMA","DIRECCIÓN SECCIONAL DE TOLIMA","IMPARTICION DE JUSTICIA","FUGA DE PRESOS ART. 448 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","SI","SI","NO","NO","SI","27.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","SI","NO","NO","212.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","FACATATIVÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","50.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","43.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Valle del Cauca","BUENAVENTURA","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","HURTO","HURTO. ART. 239 C.P. AGRAVADO CUANDO LO HURTADO SON MEDIOS MOTORIZADOS O LO QUE ESTOS TRANSPORTEN  ART. 241 C.P. N.6","NO","NO","NO","NO","NO","NO","30.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2015","2015","2015","Ley 906","Colombia","Antioquia","GÓMEZ PLATA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","NO","107.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2016","2016","2016","Ley 906","Colombia","Boyaca","PAIPA","DIRECCIÓN SECCIONAL DE BOYACÁ","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","51.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Nariño","CUMBAL","DIRECCIÓN SECCIONAL DE NARIÑO","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","16.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Bolívar","MARÍA LA BAJA","DIRECCIÓN SECCIONAL DE BOLÍVAR","HURTO","HURTO ART. 239 C.P. DE AUTOMOTOR MENOR CUANTIA","NO","NO","NO","SI","NO","NO","2.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2019","2019","2019","Ley 906","Colombia","Santander","PUENTE NACIONAL","DIRECCIÓN SECCIONAL DE SANTANDER","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","47.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2017","2017","2017","Ley 1098","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO ART. 239 C.P. MAYOR CUANTIA","NO","SI","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Nariño","LA TOLA","DIRECCIÓN SECCIONAL DE NARIÑO","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","La Guajira","URIBIA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","PATRIMONIO ECONOMICO","DEFRAUDACION DE FLUIDOS. ART. 256 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Meta","CUMARAL","DIRECCIÓN SECCIONAL DE META","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","116.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2013","Ley 1098","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","REGIMEN CONSTITUCIONAL Y LEGAL","REBELION ART. 467 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","SECUESTRO SIMPLE","SECUESTRO SIMPLE ART. 168 C.P.","NO","NO","NO","NO","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Putumayo","PUERTO GUZMÁN","DIRECCIÓN SECCIONAL DE PUTUMAYO","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","SI","NO","NO","8.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2017","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","DERECHOS DE AUTOR","VIOLACION A LOS DERECHOS PATRIMONIALES DE AUTOR Y DERECHOS CONEXOS ART. 271 C.P. Modificado art. 2 ley 1032 de 2006","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","Santander","PIEDECUESTA","DIRECCIÓN SECCIONAL DE SANTANDER","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","SI","SI","SI","NO","NO","NO","20.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","EXTORSION","EXTORSION ART. 244 C.P. MODIF.","NO","NO","NO","NO","NO","NO","10.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2017","2017","2017","Ley 906","Colombia","Cundinamarca","MOSQUERA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","SI","SI","NO","NO","NO","1.0"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","Quindío","LA TEBAIDA","DIRECCIÓN SECCIONAL DE QUINDÍO","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR ART. 340 C.P.","NO","SI","SI","NO","SI","NO","1.0"
"SI","NO","NO","INACTIVO","INVESTIGACIÓN","2010","2010","2010","Ley 906","Colombia","Cauca","SANTANDER DE QUILICHAO","DIRECCIÓN SECCIONAL DE CAUCA","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","SI","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Valle del Cauca","YOTOCO","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","2.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Bolívar","SIMITÍ","DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","NO","NO","NO","SI","NO","NO","3.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2014","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ESTAFA","ESTAFA. ART. 246 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","6.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Antioquia","SAN JERÓNIMO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","10.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","Bolívar","MOMPÓS","DIRECCIÓN SECCIONAL DE BOLÍVAR","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","7.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Cundinamarca","ALBÁN","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","NO","12.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Córdoba","PLANETA RICA","DIRECCIÓN SECCIONAL DE CÓRDOBA","FALSEDAD EN DOCUMENTO","USO DE DOCUMENTO FALSO. ART. 291 C.P.","NO","NO","NO","SI","NO","NO","39.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","SI","NO","NO","36.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2017","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","NO","NO","NO","NO","NO","NO","5.0"
"SI","NO","NO","ACTIVO","JUICIO","2022","2022","2022","Ley 906","Colombia","Antioquia","SALGAR","DIRECCIÓN SECCIONAL DE ANTIOQUIA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","SI","NO","NO","NO","NO","1.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Cauca","LA VEGA","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","10.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2013","Ley 906","Colombia","Boyaca","SOGAMOSO","DIRECCIÓN SECCIONAL DE BOYACÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","116.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","SI","NO","NO","32.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2013","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","SI","NO","NO","38.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Sucre","EL ROBLE","DIRECCIÓN SECCIONAL DE SUCRE","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Sucre","COROZAL","DIRECCIÓN SECCIONAL DE SUCRE","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","SI","NO","NO","83.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","SI","NO","NO","87.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2013","Ley 906","Colombia","Antioquia","CALDAS","DIRECCIÓN SECCIONAL DE MEDELLÍN","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","2.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","DELITOS SEXUALES","ACTO SEXUAL VIOLENTO. ART. 206 C.P.","NO","NO","NO","NO","NO","NO","24.0"
"SI","NO","NO","ACTIVO","JUICIO","2016","2016","2016","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","DELITOS SEXUALES","DEMANDA DE EXPLOTACIÓN SEXUAL COMERCIAL CON MENOR DE 18 AÑOS Art 217A","SI","SI","NO","NO","SI","NO","1.0"
"NO","SI","NO","ACTIVO","JUICIO","2016","2022","2011","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN ESPECIALIZADA CONTRA LAS VIOLACIONES A LOS DERECHOS HUMANOS","SALUD PUBLICA","CORRUPCION DE ALIMENTOS, PRODUCTOS MEDICOS O MATERIAL PROFILACTICO ART. 372 C.P.","NO","SI","NO","NO","SI","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2011","Ley 906","Colombia","Córdoba","LORICA","DIRECCIÓN SECCIONAL DE CÓRDOBA","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2013","Ley 906","Colombia","Amazonas","LETICIA","DIRECCIÓN SECCIONAL DE AMAZONAS","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","SI","NO","NO","10.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2012","2012","2012","Ley 906","Colombia","Tolima","LÍBANO","DIRECCIÓN SECCIONAL DE TOLIMA","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","NO","157.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Cauca","SANTANDER DE QUILICHAO","DIRECCIÓN SECCIONAL DE CAUCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","115.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2016","2016","2016","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE USO PRIVATIVO DE LAS FUERZAS ARMADAS ART. 366 C.P.","SI","SI","SI","NO","SI","NO","6.0"
"SI","NO","SI","INACTIVO","INVESTIGACIÓN","2021","2021","2021","Ley 906","Colombia","Huila","PITALITO","DIRECCIÓN SECCIONAL DE NARIÑO","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","SI","SI","NO","NO","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DELITOS SEXUALES","ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR ART.207C.P. AGRAVADO ART. 211 N.4. SE REALIZARE SOBRE PERSONA MENOR DE 14 AÑOS","NO","NO","NO","SI","NO","NO","7.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO","HURTO CALIFICADO ART. 240 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2","NO","NO","NO","NO","NO","NO","18.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO CUANDO LO HURTADO ES OBJETO EXPUESTO A LA CONFIANZA PUBLICA ART. 241 C.P. N.7","NO","NO","NO","NO","NO","NO","4.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","NO","19.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","AMENAZAS","AMENAZAS CONTRA DEFENSORES DE DERECHOS HUMANOS Y SERVIDORES PUBLICOS ART. 188E","NO","NO","NO","NO","NO","NO","34.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2018","2018","2018","Ley 1098","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","SI","SI","NO","NO","NO","NO","25.0"
"NO","NO","NO","INACTIVO","QUERELLABLE","2022","2022","2022","Ley 906","Colombia","Meta","ACACÍAS","DIRECCIÓN SECCIONAL DE META","INJURIA Y CALUMNIA","DE LA INJURIA Y LA CALUMNIA","NO","NO","NO","SI","NO","NO","2.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2013","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","NO","91.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Antioquia","SABANETA","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS INFORMATICOS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","NO","27.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Santander","SAN VICENTE DE CHUCURÍ","DIRECCIÓN SECCIONAL DE SANTANDER","DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","NO","NO","NO","NO","NO","NO","2.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Santander","FLORIDABLANCA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","NO","382.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","DELITOS SEXUALES","ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.","NO","NO","NO","SI","NO","NO","27.0"
"NO","SI","NO","ACTIVO","EJECUCIÓN DE PENAS","2017","2018","2017","Ley 906","Colombia","Norte de Santander","OCANA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","CONCIERTO PARA DELINQUIR","CONCIERTO PARA DELINQUIR ART. 340 C.P.","SI","SI","SI","NO","NO","NO","1.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Meta","ACACÍAS","DIRECCIÓN SECCIONAL DE META","HURTO","HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","NO","NO","NO","NO","NO","NO","17.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Cundinamarca","FUSAGASUGÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","NO","132.0"
"SI","NO","NO","ACTIVO","JUICIO","2022","2022","2022","Ley 1098","Colombia","Sucre","SAMPUÉS","DIRECCIÓN SECCIONAL DE SUCRE","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","SI","SI","NO","NO","NO","NO","1.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","Meta","CABUYARO","DIRECCIÓN SECCIONAL DE META","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","SI","NO","NO","1.0"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Caldas","PALESTINA","DIRECCIÓN SECCIONAL DE CALDAS","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","NO","6.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Casanare","PAZ DE ARIPORO","DIRECCIÓN SECCIONAL DE CASANARE","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","NO","66.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Cesar","EL PASO","DIRECCIÓN SECCIONAL DE CESAR","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","SI","14.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","SI","NO","NO","3.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Córdoba","PUERTO LIBERTADOR","DIRECCIÓN SECCIONAL DE CÓRDOBA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","NO","3.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2012","2012","2012","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","HURTO","HURTO CALIFICADO ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","SI","SI","SI","NO","NO","NO","1.0"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Boyaca","PUERTO BOYACÁ","DIRECCIÓN SECCIONAL DE CALDAS","ESTUPEFACIENTES","CONSERVACION O FINANCIACION DE PLANTACIONES ART. 375 C.P.","NO","NO","NO","NO","NO","NO","17.0"
"NO","SI","NO","ACTIVO","JUICIO","2018","2018","2018","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","ORDEN ECONOMICO SOCIAL","FAVORECIMIENTO DE CONTRABANDO DE HIDROCARBUROS Y SUS DERIVADOS ART. 320-1 C.P.","NO","SI","NO","NO","SI","NO","2.0"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2013","Ley 906","Colombia","Santander","LEBRÍJA","DIRECCIÓN SECCIONAL DE SANTANDER","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","SI","NO","NO","2.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Santander","BARICHARA","DIRECCIÓN SECCIONAL DE SANTANDER","DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","NO","NO","NO","NO","NO","NO","2.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","ESTUPEFACIENTES","TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..","NO","NO","NO","NO","NO","NO","17.0"
"SI","NO","NO","ACTIVO","JUICIO","2018","2018","2018","Ley 906","Colombia","Caldas","ANSERMA","DIRECCIÓN SECCIONAL DE CALDAS","DELITOS SEXUALES","ACTO SEXUAL CON MENOR DE CATORCE AÑOS ART. 209 C.P. AGRAVADO ART. 211 N.4. SE REALIZARE SOBRE PERSONA MENOR DE 14 AÑOS","SI","SI","NO","NO","SI","NO","1.0"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO ART. 239 C.P. AUTOMOTOR MAYOR CUANTIA","NO","NO","NO","NO","NO","NO","11.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2016","2016","2016","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","INJURIA Y CALUMNIA","INJURIA. ART. 220 C.P.","NO","NO","NO","NO","NO","NO","204.0"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","NO","NO","NO","NO","NO","NO","209.0"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","INJURIA Y CALUMNIA","INJURIA POR VIAS DE HECHO ART. 226 C.P.","NO","NO","NO","NO","NO","NO","340.0"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2015","Ley 906","Colombia","Huila","BARAYA","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO. ART. 239 C.P.","SI","SI","SI","NO","NO","NO","1.0"
