"n_senado","n_camara","titulo","autor","f_presentado","comision","estado"
"169/19",,"POR EL CUAL SE GARANTIZAN LOS DERECHOS DE LOS CUIDADORES FAMILIARES DE PERSONAS DEPENDIENTES, SE MODIFICA PARCIALMENTE LA LEY 100 DE 1993 Y SE DICTAN OTRAS DISPOSICIONES","H.S. EDGAR ENRIQUE PALACIO MIZRAHI, JOHN MILTON RODRIGUEZ GONZALEZ, EDUARDO EMILIO PACHECO CUELLO, H.R. CARLOS EDUARDO ACOSTA LOZANO","2019-09-03","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
"170/19",,"POR MEDIO DE LA CUAL SE CREA EL SISTEMA INTEGRAL DE PROTECCIÓN Y EL FONDO DE REPARACIÓN A VÍCTIMAS SOBREVIVIENTES DE ATAQUES CON AGENTES QUÍMICOS, ÁCIDOS Y/O SUSTANCIAS SIMILARES, CORROSIVAS O INFLAMABLES","H.S. EDGAR ENRIQUE PALACIO MIZRAHI, JOHN MILTON RODRIGUEZ GONZALEZ, EDUARDO EMILIO PACHECO CUELLO, H.R. CARLOS EDUARDO ACOSTA LOZANO","2019-09-03","PRIMERA","ARCHIVADO POR RETIRO DEL AUTOR"
"171/19","152/18","POR MEDIO DEL CUAL LA NACIÓN Y EL CONGRESO DE LA REPÚBLICA SE VINCULAN A LA CELEBRACIÓN DE LOS 95 AÑOS DEL NATALICIO DEL DOCTOR VÍCTOR RENÁN BARCO LÓPEZ Y RINDE PUBLICO HOMENAJE AL MUNICIPIO DE LA DORADA, CALDAS, EN SU PRIMER CENTENARIO Y SE DICTAN OTRAS DISPOSICIONES","H.R. ERWIN ARIAS BETANCURT","2018-09-12","CUARTA","ARCHIVADO"
"172/19","037/18","POR MEDIO DE LA CUAL SE OTORGA SEGURIDAD JURIDICA Y FINANCIERA AL SEGURO AGROPECUARIO Y SE DICTAN DISPOSICIONES A FAVOR DEL AGRO","H.R.CIRO ANTONIO RODRIGUEZ PINZON, JUAN CARLOS RIVERA PEÑA, DIELA LILIANA BENAVIDES SOLARTE, FELIX ALEJANDRO CHICA CORREA, WADITH ALBERTO MANZUR IMBETT, BUENAVENTURA LEON LEON, JOSE GUSTAVO PADILLA OROZCO, ADRIANA MAGALI MATIZ VARGAS","2018-07-20","QUINTA","ARCHIVADO"
"173/19",,"POR LA CUAL SE REFORMA LA LEY 37 DE 1990, SE ADOPTA EL CÓDIGO DE ÉTICA PROFESIONAL DEL ECONOMISTA Y SE DICTAN OTRAS DISPOSICIONES","H.S. BERNER LEON ZAMBRANO ERASO, EDUARDO ENRIQUE PULGAR DAZA, EFRAIN JOSE CEPEDA SARABIA, JUAN FELIPE LEMOS URIBE.","2019-09-03","SEXTA","ARCHIVADO"
"174/19",,"POR MEDIO DEL CUAL SE PROHÍBEN LAS CARRERAS ILEGALES O CLANDESTINAS EN TODO EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES","H.S. EDUARDO ENRIQUE PULGAR DAZA","2019-09-03","PRIMERA","ARCHIVADO"
"175/19",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 5 DE 1992, SE CREA LA COMIISÓN LEGAL PARA LA DEFENSA DE LOS NIÑOS, NIÑAS Y ADOLESCENTES Y SE DICTAN OTRAS DISPOSICIONES","H.S. EDUARDO ENRIQUE PULGAR DAZA.","2019-09-03","PRIMERA","ARCHIVADO"
"176/19",,"POR MEDIO DEL CUAL SE MODIFICAN LOS ARTÍCULOS 365 Y 366 DE LA LEY 599 DE 2000 CÓDIGO PENAL COLOMBIANO, SE REGLAMENTA EL PORTE DE ARMAS BLANCAS  Y SE DICTAN OTRAS DISPOSICIONES","H.S. EDUARDO ENRIQUE PULGAR DAZA","2019-09-03","PRIMERA","ARCHIVADO"
"177/19",,"POR EL CUAL SE ESTABLECE EL DÍA NACIONAL DE LA CORONACIÓN DE NUESTRA SEÑORA DEL ROSARIO DE CHIQUINQUIRÁ, SE DECLARA MONUMENTO NACIONAL Y PATRIMONIO HISTÓRICO LA NACIÓN LA BASÍLICA DE NUESTRA SEÑORA DEL ROSARIO DE CHIQUINQUIRÁ Y SE DICTAN OTRAS DISPOSICIONES","H.S. EDUARDO ENRIQUE PULGAR DAZA","2019-09-03","SEGUNDA","ARCHIVADO"
"178/19",,"POR MEDIO DE LA CUAL SE ESTABLECE Y SE CREA LA CÁTEDRA DE PROTECCIÓN A LA JUVENTUD EN TODAS LAS INSTITUCIONES EDUCATIVAS DEL PAÍS","H.S. EDUARDO ENRIQUE PULGAR DAZA","2019-09-03","SEXTA","ARCHIVADO"
"179/19",,"POR MEDIO DE LA CUAL SE AMPLÍA EL PLAZO DE COMPARECENCIA VOLUNTARIA DE TERCEROS Y AGENTES DEL ESTADO DIFERENTES A LOS MIEMBROS DE LA FUERZA PÚBLICA, ANTE LA JURISDICCIÓN ESPECIAL DE PAZ","H.S. ROY LEONARDO BARRERAS MONTEALEGRE","2019-09-05","PRIMERA","ARCHIVADO"
"180/19",,"POR MEDIO DE LA CUAL SE ADICIONA LA LEY 975 DE 2005 Y SE DICTAN OTRAS DISPOSICIONES","H.S. ROY LEONARDO BARRERAS MONTEALEGRE","2019-09-05","PRIMERA","ARCHIVADO"
"181/19","133/18","POR MEDIO DE LA CUAL SE ESTABLECE AMNISTIA A LOS DEUDORES DE MULTAS DE TRÁNSITO, SE POSIBILITA LA SUSCRIPCION DE ACUERDOS DE PAGO POR DEUDAS DE LOS DERECHOS DE TRANSITO A LAS AUTORIDADES DE TRANSITO Y SE DICTAN OTRAS DISPOSICIONES","H.S. IVAN DARIO AGUDELO ZAPATA, H.R.DIEGO PATIÑO AMARILES","2018-09-05","SEXTA","LEY"
"182/19",,"POR EL CUAL SE ESTABLECE EL RECONOCIMIENTO DE LOS DERECHOS DE LOS TRABAJADORES DE LA VIGILANCIA Y SEGURIDAD PRIVADA Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANTONIO ERESMID SANGUINO PAEZ","2019-09-10","SEGUNDA","ARCHIVADO"
"183/19",,"POR MEDIO DE LA CUAL SE DECRETAN MEDIDAS PARA LA SUPERACIÓN DE BARRERAS DE ACCESO A ANTICONCEPTIVOS EN EL SISTEMA DE SALUD COLOMBIANO","H.S. VICTORIA SANDINO SIMANCA HERRERA, CRISELDA LOBO SILVA,  PABLO CATATUMBO TORRES VICTORIA, JULIAN DAVID GALLO CUBILLOS, ISRAEL ALBERTO ZUÑIGA IRIARTE, WILSON NEBER ARIAS CASTILLO, H.R. JAIRO REINALDO CALA SUAREZ, OMAR DE JESUS RESTREPO CORREA, LUIS ALBERTO ALBAN URBANO, CARLOS ALBERTO CARREÑO MARIN, DAVID RICARDO RACERO MAYORCA, MARIA JOSE PIZARRO RODRIGUEZ","2019-09-10","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
"184/19","494/20","POR LA CUAL LA NACIÓN SE VINCULA A LA CELEBRACIÓN DEL BICENTENARIO DEL NACIMIENTO DEL ESTADO NACIONAL COLOMBIANO CON LA CONSTITUCIÓN DE CÚCUTA DE 1821 Y SE DICTAN OTRAS DISPOSICIONES","H.S. EDGAR JESUS DIAZ CONTRERAS, ANTONIO ERESMID SANGUINO PAEZ, JOSE LUIS PEREZ OYUELA, ANDRES CRISTO BUSTOS, JESUS ALBERTO CASTILLA SALAZAR, JUAN CARLOS GARCIA GOMEZ","2019-09-10","SEGUNDA","ARCHIVADO"
"185/19","181/18","POR MEDIO DE LA CUAL SE ADOPTAN NORMAS DE PAGO EN PLAZOS JUSTOS EN EL ÁMBITO MERCANTIL Y SE DICTAN OTRAS DISPOSICIONES EN MATERIA DE PAGO Y FACTURACIÓN","H.R. MAURICIO ANDRES TORO ORJUELA, KATHERINE MIRANDA PEÑA, CATALINA ORTIZ LALINDE, FABIO FERNANDO ARROYAVE RIVAS, JENNIFER KRISTIN ARIAS FALLA , GABRIEL SANTOS GARCIA, MONICA MARIA RAIGOZA MORALES, HERNAN BANGUERO ANDRADE, JHON ARLEY MURILLO BENITEZ, JUAN CARLOS LOZADA VARGAS, IRMA LUZ HERRERA RODRIGUEZ, CARLOS ADOLFO ARDILA ESPINOSA, WADITH ALBERTO MANZUR IMBETT, EDWIN GILBERTO BALLESTEROS ARCHILA , OSCAR LEONARDO VILLAMIZAR MENESES, EDWARD DAVID RODRIGUEZ RODRIGUEZ, ATILANO ALONSO GIRALDO ARBOLEDA, ALEJANDRO CARLOS CHACON CAMARGO, ENRIQUE CABRALES BAQUERO, FABIAN DIAZ PLATA, CESAR AUGUSTO PACHON ACHURY, DAVID RICARDO RACERO MAYORCA, LEON FREDY MUÑOZ LOPERA, ANGELA PATRICIA SANCHEZ LEAL, ERWIN ARIAS BETANCUR, CARLOS ALBERTO CUENCA CHAUX , CARLOS EDUARDO ACOSTA LOZANO","2018-09-28","TERCERA","LEY"
"186/19",,"POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY 5ª DE 1992, SE CREA LA COMISIÓN LEGAL DE LUCHA ANTIDROGAS Y LA COOPERACION INTERNACIONAL, DEL CONGRESO DE LA REPÚBLICA DE COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","H.S. JOHN MILTON RODRIGUEZ GONZALEZ, EDUARDO EMILIO PACHECO CUELLO, H.R. JUAN MANUEL DAZA IGUARAN, JUAN DAVID VELEZ TRUJILLO, CHISTIAN JOSE MORENO VILLAMIZAR","2019-09-10","PRIMERA","ARCHIVADO"
"187/19",,"POR LA CUAL SE ESTABLECE EL PRINCIPIO DE PARTICIPACIÓN Y PUBLICIDAD PREVIA Y EFECTIVA EN EL CONTRATO DE CONCESIÓN MINERA","H.S. DIDIER LOBO CHINCHILLA, H.R. FRANKLIN LOZANO DE LA OSSA","2019-09-10","QUINTA","ARCHIVADO"
"188/19","502/20","POR MEDIO DEL CUAL SE MODIFICAN LOS ARTÍCULOS 239 Y 240 DEL CST CON EL FIN DE DARLE PROTECCIÓN A LA MUJER EMBARAZADA NO TRABAJADORA","H.S. DIDIER LOBO CHINCHILLA, FABIAN GERARDO CASTILLO SUAREZ","2019-09-10","SEPTIMA","PENDIENTE ENVIAR A SANCIÓN"
"189/19",,"POR EL CUAL SE BUSCA LA FORMALIZACIÓN PORTUARIA Y LA COMPETITIVIDAD EN LA ACTIVIDAD PORTUARIA DEL PAIS.","H.S. ANTONIO ERESMID SANGUINO PAEZ","2019-09-11","SEPTIMA","ARCHIVADO"
"190/19",,"POR MEDIO DE LA CUAL SE REGULA EL TRABAJO DIGITAL ECONÓMICAMENTE DEPENDIENTE REALIZADO A TRAVÉS DE EMPRESAS DE INTERMEDIACIÓN DIGITAL QUE HACEN USO DE PLATAFORMAS DIGITALES EN COLOMBIA","H.S. RODRIGO LARA RESTREPO","2019-09-12","SEPTIMA","ARCHIVADO"
"191/19",,"POR MEDIO DE LA CUAL SE IMPULSAN ACCIONES DE PROTECCIÓN, CONSERVACIÓN, INVESTIGACIÓN, Y DIVULGACIÓN DEL PATRIMONIO ARQUEOLÓGICO DE LA MOJANA Y SE ESTIMULA UN USO MÁS EFICIENTE DE LOS RECURSOS HÍDRICOS DE LA REGIÓN","H.S. MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA","2019-09-16","SEXTA","ARCHIVADO POR RETIRO DEL AUTOR"
"192/19","326/19","POR MEDIO DEL CUAL LA NACIÓN SE ASOCIA A LA CELEBRACIÓN DEL QUINTO CENTENARIO DE FUNDACIÓN DE LA CIUDAD DE SANTA MARTA, DEPARTAMENTO DEL MAGDALENA Y SE DICTAN OTRAS DISPOSICIONES","H.R. JOSE LUIS PINEDO CAMPO","2019-03-13","SEGUNDA","LEY"
"193/19",,"POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 2° DE LA LEY 1118 DE 2006 Y SE ADICIONA UN ARTÍCULO NUEVO.","H.S. JAIME ENRIQUE DURAN BARRERA, LUIS FERNANDO VELASCO CHAVES, MARITZA MARTINEZ ARISTIZABAL, JOSE DAVID NAME CARDOZO","2019-09-16","CUARTA","ARCHIVADO"
"194/19",,"POR MEDIO DEL CUAL SE ESTABLECE UN MARCO DE REGULACIÓN Y CONTROL DEL CANNABIS DE USO ADULTO, CON EL FIN DE PROTEGER A LA POBLACIÓN COLOMBIANA DE LOS RIESGOS DE SALUD PÚBLICA Y DE SEGURIDAD ASOCIADOS AL VINCULO CON EL COMERCIO ILEGAL DE SUSTANCIAS PSCIOACTIVAS Y SE DICTAN OTRAS DISPOSICIONES.","H.S. GUSTAVO BOLIVAR MORENO, LUIS IVAN MARULANDA GOMEZ, JULLIAN GALLO CUBILLOS, TEMISTOCLES ORTEGA NARVAEZ, JESUS ALBERTO CASTILA SALAZAR, ARMANDO ALBERTO BENEDETTI VILLANEDA, AIDA AVELLA ESQUIVEL, GRISELDA LOBO SILVA","2019-09-17","PRIMERA","ARCHIVADO"
"195/19","501/20","POR MEDIO DEL CUAL INSTITUTOS Y CENTROS DE INVESTIGACIÓN RECONOCIDOS POR COLCIENCIAS, ESTARÁN AUTORIZADOS A OBTENER REGISTRO CALIFICADO DE PROGRAMAS ACADÉMICOS DE MAESTRIA Y DOCTORADO Y SE DICTAN OTRAS DISPOSICIONES","H.S. CARLOS ANDRES TRUJILLO GONZALEZ","2019-09-17","SEXTA","PENDIENTE ENVIAR A SANCIÓN"
"196/19",,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 50 DE 1990","H.S. CARLOS ANDRES TRUJILLO GONZALEZ","2019-09-17","SEPTIMA","ARCHIVADO"
"197/19","378/19","POR LA CUAL SE MODIFICA Y ADICIONA LA LEY 5ª DE 1992, SE CREA LA COMISIÓN LEGAL PARA LA PROTECCIÓN INTEGRAL DE LA INFANCIA Y LA ADOLECENCIA DEL CONGRESO DE LA REPÚBLICA DE COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES","H.S. EMMA CLAUDIA CASTELLANOS, H.R.JOSÉ DANIEL LÓPEZ JIMÉNEZ, CARLOS EDUARDO ACOSTA LOZANO, ANGELA PATRICIA SÁNCHEZ LEAL, ELOY CHICHÍ QUINTERO ROMERO, JAIRO HUMBERTO CRISTO CORREA, JOSE JAIME USCATEGUI PASTRANA, JENNIFER KRISTIN ARIAS FALLA, JULIÁN PEINADO RAMÍREZ, RODRIGO ARTURO ROJAS LARA, CESAR AUGUSTO LORDUY MALDONADO, JEZMI LIZETH BARRAZA ARRAUT, IRMA LUZ HERRERA RODRÍGUEZ, GLORIA BETTY ZORRO AFRICANO Y OTRAS FIRMAS ILEGIBLES","2019-04-11","PRIMERA","ARCHIVADO"
"198/19","374/19","POR EL CUAL SE DECLARA PATRIMONIO CULTURAL E INMATERIAL DE LA NACIÓN LA HERMANDAD NAZARENA DEL MUNICIPIO DE SANTIAGO DE TOLÚ, DEPARTAMENTO DE SUCRE, Y SE DICTAN OTRAS DISPOSICIONES","H.R. HECTOR JAVIER VERGARA SIERRA","2019-04-10","SEGUNDA","ARCHIVADO"
"199/19","017/18","POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO CULTURAL E INMATERIAL DE LA NACIÓN EL CARNAVAL DEL DISTRITO ESPECIAL, TURÍSTICO Y CULTURAL DE RIOHACHA, A SU ÍCONO LOS EMBARRADORES Y LA MÚSICA DEL PILÓN RIOHACHERO Y SE DICTAN OTRAS DISPOSICIONES","H.R. ALFREDO RAFAEL DELUQUE ZULETA","2018-07-20","SEGUNDA","ARCHIVADO"
"200/19","371/19","POR MEDIO DE LA CUAL SE RECONOCE COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN EL FESTIVAL PROVINCIANO DE ACORDEONES, CANCIÓN INÉDITA Y PIQUERIA, DEL MUNICIPIO DE PIVIJAY MAGDALENA Y SE DICTAN OTRAS DISPOSICIONES”","H.R. FRANKLIN DEL CRISTO LOZANO DE LA OSSA","2019-04-09","SEGUNDA","ARCHIVADO"
"201/19","121/18","POR MEDIO DE LA CUAL SE MODIFICA EL PARAGRAFO 2° NUMERALES 2 Y 3 DEL ARTÍCULO 387 ESTATUTO TRIBUTARIO","H.S. IVAN DARIO AGUDELO ZAPATA, H.R. JULIAN PEINADO RAMIREZ, CARLOS ADOLFO ARDILA ESPINOSA, JUAN CARLOS LOZADA VARGAS, RODRIGO ARTURO ROJAS LARA, CARLOS JULIO BONILLA SOTO, ALEXANDER HARLEY BERMUDEZ LASSO, ALEJANDRO ALBERTO VEGA PEREZ, HERNAN GUSTAVO ESTUPIÑAN CALVACHE, KELYN JOHANA GONZALEZ DUARTE, JOSE LUIS CORREA LOPEZ, HENRY FERNANDO CORREAL HERRERA, JUAN DIEGO ECHAVARRIA SANCHEZ, HARRY GIOVANNY GONZÁLEZ GARCA, JEZMI LIZETH BARRAZA ARRAUT, VICTOR MANUEL ORTIZ JOYA, ALVARO HENRY MONEDERO RIVERA, ALEJANDRO CARLOS CHACON CAMARGO, JUAN CARLOS REINALES AGUDELO, NILTON CORDOBA MANYOMA, OSCAR HERNAN SANCHEZ LEON OTRAS FIRMAS ILEGIBLES","2018-08-29","TERCERA","ARCHIVADO"
"202/19",,"POR LA CUAL SE ADICIONA AL RÉGIMEN DE PENSIÓN DE VEJEZ POR EXPOSICIÓN AL ALTO RIESGO, A LOS CUERPOS DE AGENTES DE TRANSITO Y TRANSPORTE Y SE DICTAN OTRAS DISPOSICIONES.","H.S. LUIS FERNANDO VELASCO CHAVES, PABLO CATATUMBO TORRES VICTORIA, GRISELDA LOBO SILVA, VICTORIA SANDINO SIMANCA, RODRIGO LARA RESTREPO, JULIAN GALLO CUBILLOS, ROOSVELT RODRIGUEZ RENGIFO, H.R. JULIAN PEINADO RAMIREZ, JUAN FERNANDO ESPINAL RAMIREZ, JUAN MANUEL DAZA IGUARAN, JAIRO GIOVANY CRISTANCHO TARACHE, NORMA HURTADO SANCHEZ, JOSE JAIME USCATEGUI PASTRANA, NICOLAS ALBEIRO ECHEVERRY ALVARAN, FELIZ ALEJANDRO CHICA CORREA, JOSE GUSTAVO PADILLA OROZCO, JUAN CARLOS RIVERA PEÑA, LEON FREDY MUÑOZ LOPERA, GABRIEL JAIME VALLEJO CHUJFI, RICARDO ALFONSO FERRO LOZANO, ESTEBAN QUINTERO CARDONA, JOSE VICENTE CARREÑO CASTRO, JUAN DAVID VELEZ TRUJILLO, JOSE ELVER HERNANDEZ CASAS, EMETERIO JOSE MONTES DE CASTRO, HARRY GIOVANNY GONZÁLEZ GARCIA, MARIA CRISTINA SOTO DE GOMEZ, HENRY FERNANDO CORREAL HERRERA, BUENAVENTURA LEON LEON, NIDIA MARCELA OSORIO SALGADO, JHON JAIRO ROLDAN AVENDAÑO, AQUILEO MEDINA ARTEAGA, JORGE ALBERTO GOMEZ GALLEGO, MARIA JOSE PIZARRO RODRÍGUEZ, WILMER LEAL PÉREZ y otras firmas.","2019-09-23","SEPTIMA","ARCHIVADO"
"203/19",,"POR MEDIO DEL CUAL SE GARANTIZA EL SERVICIO DE EDUCACIÓN INTEGRAL ESTATAL A TRAVÉS DEL ACOMPAÑAMIENTO PSICOPEDAGÓGICO Y SE DICTAN OTRAS DISPOSICIONES","ANA MARIA CASTAÑEDA GOMEZ, JHON MILTON RODRIGUEZ GONZALEZ, RICHARD AGUILAR VILLA, RODRIGO LARA RESTREPO, FABIAN GERARDO CASTILLO SUAREZ, ANTONIO ZABARAIN GUEVARA, H.R. JOSE DANIEL LOPEZ JIMENEZ.","2019-09-23","SEXTA","ARCHIVADO POR RETIRO DEL AUTOR"
"204/19",,"POR MEDIO DE LA CUAL SE MODIFICAN LOS ARTÍCULOS 26 Y 124 DE LA LEY 769 DE 2002 Y SE DICTAN OTRAS DISPOSICIONES","H.S. ROY LEONARDO BARRERAS MONTEALEGRE","2019-09-24","SEXTA","ARCHIVADO"
"205/19",,"POR MEDIO DE LA CUAL SE CREA UNA NUEVA PENA PRINCIPAL PRIVATIVA DE LA LIBERTAD EN LA LEY 599 DE 2000, SE APLICA AL TIPO PENAL DE INSTIGACIÓN A DELINQUIR Y SE DICTAN OTRAS DISPOSICIONES","H.S. ROY LEONARDO BARRERAS MONTEALEGRE","2019-09-24","PRIMERA","ARCHIVADO"
"206/19","196/18","POR MEDIO DEL CUAL CREAN MECANISMOS PARA REPATRIACIÓN DE CUERPOS DE CONNACIONALES QUE SE ENCUENTREN EN EL EXTERIOR","H.S. ALVARO URIBE VELEZ, PAOLA ANDREA HOLGUIN MORENO, MILLA PATRICIA ROMERO SOTO H.R.JUAN DAVID VELEZ TRUJILLO, JUAN FERNANDO ESPINAL RAMIREZ","2018-10-09","TERCERA","ARCHIVADO"
"207/19","316/19","POR MEDIO DE LA CUAL LA NACIÓN RINDEN HONORES A EL MUNICIPIO DE EL CAIRO, DEPARTAMENTO DEL VALLE DEL CAUCA, CON MOTIVO DE LA CELEBRACIÓN DE LOS 100 AÑOS DE SU FUNDACIÓN","H.R. JOSE GUSTAVO PADILLA OROZCO","2019-02-20","SEGUNDA","ARCHIVADO"
"208/19","154/18 Acum 207/18","POR MEDIO DE LA CUAL SE GARANTIZAN LOS DERECHOS FUNDAMENTALES A LA VIDA, INTEGRIDAD FÍSICA, LA SALUD Y LA RECREACIÓN DE TODOS LOS HABITANTES ESPECIAL LOS NIÑOS Y NIÑAS EN EL TERRITORIO NACIONAL MEDIANTE LA REGLAMENTACIÓN Y REGULACIÓN DEL USO, LA FABRICACIÓN, LA MANIPULACIÓN, EL TRANSPORTE, EL ALMACENAMIENTO, LA COMERCIALIZACIÓN, LA COMPRA, LA VENTA Y EL EXPENDIO DE PÓLVORA Y PRODUCTOS PIROTÉCNICOS EN EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES”","H.S.ROY LEONARDO BARRERAS MONTEALEGRE, JORGE ENRIQUE ROBLEDO CASTILLO, ANTONIO ERESMID SANGUINO PAEZ, RODRIGO LARA RESTREPO, HORACIO JOSE SERPA MONCADA, JULIAN GALLO CUBILLOS, LUVI KATHERINE MIRANDA PEÑA, INTI RAUL ASPRILLA REYES, JOHN JAIRO CARDENAS MORAN, CESAR AUGUSTO ORTIZ ZORRO, MAURICIO ANDRES TORO ORJUELA, CARLOS ALBERTO CARREÑO MARIN OTRAS FIRMAS ILEGIBLES","2018-09-12","PRIMERA","ARCHIVADO"
"209/19",,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 116, EL NUMERAL 2 DEL ARTÍCULO 140, SE DEROGA EL ARTÍCULO 117 DEL CÓDIGO CIVIL Y SE DICTAN OTRAS DISPOSICIONES","H.S. HONORIO MIGUEL HENRIQUEZ PINEDO","2019-09-24","PRIMERA","ARCHIVADO"
"247/19",,"POR MEDIO DE LA CUAL SE ADICIONA EL ARTICULO 331 DE LA LEY 599 DE 2000, A SU VEZ MODIFICADO POR EL ARTICULO 33 DE LA LEY 1453 DE 2011.","H.S. PAOLA ANDREA HOLGUIN MORENO, H.R. JUAN FERNANDO ESPINAL RAMIREZ.","2019-11-06","PRIMERA","ARCHIVADO"
"210/19","596/21","POR MEDIO DEL CUAL SE APRUEBA LA «CONVENCIÓN PARA HOMOLOGAR EL TRATAMIENTO IMPOSITIVO PREVISTO EN LOS CONVENIOS PARA EVITAR LA DOBLE IMPOSICIÓN SUSCRITOS ENTRE LOS ESTADOS PARTE DEL ACUERDO MARCO DE LA ALIANZA DEL PACÍFICO», SUSCRITA EN WASHINGTON, ESTADOS UNIDOS DE AMÉRICA, EL 14 DE OCTUBRE DE 2017.","Ministro de Relaciones Exteriores, DR. CARLOS HOLMES TRUJILLO GARCIA,  Ministro de Hacienda y Crédito Público DR. ALBERTO CARRASQUILLA BARRERA","2019-10-01","SEGUNDA","LEY"
"211/19","363/20","POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO ENTRE EL GOBIERNO DE LA REPÚBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPÚBLICA FRANCESA PARA EVITAR LA DOBLE TRIBUTACIÓN Y PREVENIR LA EVASIÓN Y LA ELUSIÓN FISCAL CON RESPECTO A LOS IMPUESTOS SOBRE LA RENTA Y SOBRE EL PATRIMONIO» Y SU «PROTOCOLO», SUSCRITOS EN BOGOTÁ, REPÚBLICA DE COLOMBIA, EL 25 DE JUNIO DE 2015.","Ministro de Relaciones Exteriores, DR. CARLOS HOLMES TRUJILLO GARCIA, Ministro de Hacienda y Crédito Público DR. ALBERTO CARRASQUILLA BARRERA","2019-10-01","SEGUNDA","LEY"
"212/19","489/20","POR MEDIO DE LA CUAL SE REDUCE LA JORNADA ORDINARIA DE TRABAJO, SE REGLAMENTA EL TRABAJO A TIEMPO PARCIAL Y SE DICTAN OTRAS DISPOSICIONES","H.S.  ALVARO URIBE VELEZ, CARLOS FELIPE MEJIA MEJIA, JHON HAROLD SUAREZ VARGAS, CIRO ALEJANDRO RAMIREZ CORTES, FERNANDO NICOLAS ARAUJO RUMIE, ALEJANDRO GOMEZ ESCOBAR, RUBY HELENA CHAGUI SPATH, MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA, AMANDA ROCIO GONZALEZ RODRIGUEZ, CARLOS MANUEL MEISSEL VERGARA, HONORIO MIGUEL HENRIQUEZ PINEDO, NICOLAS PEREZ VASQUEZ, PALOMA SUSANA VALENCIA LASERNA.","2019-10-01","SEPTIMA","LEY"
"213/19",,"POR MEDIO DE LA CUAL SE MODIFICA PARCIALMENTE EL ARTÍCULO 131 DE LA LEY 769 DE 2002 CÓDIGO NACIONAL DE TRÁNSITO TERRESTRE Y SE DICTAN OTRAS DISPOSICIONES","H.S. ANTONIO LUIS ZABARAIN GUEVARA","2019-10-01","SEXTA","ARCHIVADO POR RETIRO DEL AUTOR"
"214/19","029/18","POR MEDIO DE LA CUAL SE CREA EL PLAN NACIONAL VOLUNTARIO DE DESARME BLANCO","H.R. BUENAVENTURA LEON LEON","2018-07-20","PRIMERA","ARCHIVADO"
"215/19","100/18","POR MEDIO DE LA CUAL SE DICTAN NORMAS PAR LA REGULACIÓN DEL EJERCICIO DE LAS LIBERTADES ECONOMICAS Y SE ESTABLECEN OTRAS DISPOSICIONES.","H.R. EDWAR DAVID RODRIGUEZ RODRIGUEZ, ALFREDO APE CUELLO, HARRY GIOVANY GONZALEZ GARCIA, SAMUEL ALEJANDRO HOYOS MEJIA, ADRIANA MAGALY MATIZ VARGAS","2018-08-21","PRIMERA","ARCHIVADO"
"216/19",,"POR MEDIO DE LA CUAL SE TOMAN MEDIDAS PARA GARANTIZAR LA PROTESTA PACÍFICA Y SE CREAN TIPOS PENALES","H.R. VICTOR MANUEL ORTIZ JOYA","2019-10-08","PRIMERA","ARCHIVADO"
"217/19",,"POR MEDIO DEL CUAL SE CREA LA CÁTEDRA DE MEDIO AMBIENTE Y CAMBIO CLIMÁTICO","H.S. GUSTAVO BOLIVAR MORENO, GRISELDA LOBO SILVA, WILSON NEBER ARIAS CASTILLO, AIDA AVELLA ESQUIVEL, IVAN CEPEDA CASTRO, FELICIANO VALENCIA MEDINA, JULIAN GALLO CUBILLOS, ISRAEL ALBERTO ZUÑIGA IRIARTE","2019-10-08","SEXTA","ARCHIVADO"
"235/19",,"POR MEDIO DEL CUAL SE REFORMA EL CÓDIGO DE PROCEDIMIENTO PENAL -LEY 906 DE 2004 - Y SE DICTAN OTRAS DISPOSICIONES","H.S. ROY LEONARDO BARRERAS MONTEALEGRE","2019-10-30","PRIMERA","ARCHIVADO"
"218/19",,"POR MEDIO DE LA CUAL SE RECONOCE E IDENTIFICA EL BASTÓN BLANCO PARA LA MOVILIDAD DE PERSONAS CON DISCAPACIDAD VISUAL.","H.S. MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA","2019-10-15","SEPTIMA","ARCHIVADO POR RETIRO DEL AUTOR"
