"idpuntoatencion","descripcion","direcci_n","telefono","fax","parqueadero","latitud","longitud","horario","nombreciudad","departamento"
"113","Ocamonte","Carrera 04 # 04 - 07","01 8000 971903 - 115",,"0","6.340454","-73.121901","-","Ocamonte","Santander"
"114","Onzaga","Calle 02 # 02 - 40","01 8000 971903 - 115",,"0","6.346564","-72.816936","-","Onzaga","Santander"
"117","Socorro","Carrera 16 # 18 - 00 Barrio Los Castaños","01 8000 971903 - 115",,"0","6.473758","-73.261172","Lun, mar, jue y vie 7:00-11:30a.m. y 1:00-4:30p.m  /  mie 8:00-11:30a.m. y 1:00-5:30p.m.","Socorro","Santander"
"118","Contratación","Calle 05 # 02 - 24 Parque Principal","01 8000 971903 - 115",,"0","6.290942","-73.471849","Cuarta semana: mar y jue 7:00 a 11:30 a.m. y 1:00 a 4:30 p.m. mie 8:00 a 11:30 a.m  y 1:00 a 4:30 pm","Contratación","Santander"
"120","Oiba","Carrera 06 # 09 - 52 / 54 Parque Principal","01 8000 971903 - 115",,"0","6.266456","-73.300445","Lun 7:00 a.m. a 11:30 a.m. y 1:00 p.m. - 4:30 p.m. / Mie 8:00a.m. a 11:30a.m. y 1:00p.m. - 4:30p.m.","Oiba","Santander"
"121","Suaita","Carrera 09 # 05 - 05","01 8000 971903 - 115",,"0","6.101468","-73.442942","sem 1, 2 y 4: mie 8:00 a 11:30 am y 1:00 a 4:30 pm / jue 7:00 a 11:30 am y 1:00 a 4:30 pm","Suaita","Santander"
"123","Gámbita","Calle 4A # 09 - 16 Parque principal","01 8000 971903 - 115",,"0","5.9455","-73.345157","sem 1 y 4: viernes 8:30 a 11:30 am y 1:00 a 3:30 pm","Gámbita","Santander"
"124","Guadalupe","Calle 05 # 05 - 41","01 8000 971903 - 115",,"0","6.246988","-73.418016","mar  9:30 a.m. a 11:30 y 1:00 a 3:30 p.m.","Guadalupe","Santander"
"128","Barbosa","Calle 10 # 9 - 21","01 8000 971903 - 115",,"0","5.931606","-73.617028","Lun, mar, jue y vie 7:00-11:30a.m. y 1:00-4:30p.m / mie 8:00-11:30a.m. y 1:00-5:30p.m.","Barbosa","Santander"
"129","Bolívar","Calle 10 # 04 - 30","01 8000 971903 - 115",,"0","5.989997","-73.770751","-","Bolívar","Santander"
"130","La Belleza","Carrera 06 # 02 - 67","01 8000 971903 - 115",,"0","5.859527","-73.965415","Tercera semana: mar y jue 7:00 a 11:30 am y 1:00 a 4:30 pm mie 8:00 a 11:30 am  y 1:00 a 4:30 pm","La Belleza","Santander"
"131","Puente Nacional","Carrera 06 # 05 - 82","01 8000 971903 - 115",,"0","5.876091","-73.680208","lun y jue 7:00 a 11:30 a.m. y 1:00 a 4:30 p.m. mie 8:00 a 11:30 a.m.  y 1:00 a 4:30 p.m.","Puente Nacional","Santander"
"132","Vélez","Carrera 05 # 09 - 27","01 8000 971903 - 115",,"0","6.014154","-73.674963","martes y viernes:  8:00 a 11:30 a.m. y 1:00 a 4:00 p.m.","Vélez","Santander"
"138","La Paz","Carrera 04 # 04 - 65","01 8000 971903 - 115",,"0","6.190369","-73.575979","-","La Paz","Santander"
"142","Parnaso","Calle 67 # 20-261","01 8000 971903 - 115",,"0","7.072444","-73.85468","Lun, mar, jue y vie 7:00-11:30a.m. y 1:00-4:30p.m  /  mie 8:00-11:30a.m. y 1:00-5:30p.m.","Parnaso","Santander"
"149","Concepción","Administración Municipal","01 8000 971903 - 115",,"0","6.769822","-72.694494","-","Concepción","Santander"
"150","Macaravita","Administración Municipal","01 8000 971903 - 115",,"0","6.50614","-72.59259","-","Macaravita","Santander"
"152","Cerrito","Administración Municipal","01 8000 971903 - 115",,"0","6.839006","-72.696951","-","Cerrito","Santander"
"153","San Miguel","Administración Municipal","01 8000 971903 - 115",,"0","6.576745","-72.645982","-","San Miguel","Santander"
"154","San Joaquín","Administración Municipal","01 8000 971903 - 115",,"0","6.427803","-72.868082","-","San Joaquín","Santander"
"158","El Guacamayo","Administración Municipal","01 8000 971903 - 115",,"0","6.2455974","-73.4967455","-","El Guacamayo","Santander"
"166","Puerto Wilches","Calle 05 # 02 - 56 Barrio Centro","01 8000 971903 - 115",,"0","7.348666","-73.897757","S 1: L Ma J V 7 a 11:30 y 2 a 4:30 / Mi 8 a 11:30 y 2 a 4:30 S 2 y 4: L Ma V y Mi. S 3: L Ma y Mi","Puerto Wilches","Santander"
