"hecho","ruptura","conexo","estado_noticia","etapa","anio_denuncia","anio_entrada","anio_hecho","ley","pais","departamento","municipio","seccional","grupo_delito","delito","imputacion","condena","atipicidad_inexistencia","acusacion","captura","sexo_victima","grupo_edad_victima","pais_nacimiento","homicidio_doloso_consumado","total_victimas"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Antioquia","ENVIGADO","DIRECCIÓN SECCIONAL DE MEDELLÍN","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","MASCULINO","INFANCIA 6 - 11",,"NO","3"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIR. APOYO INV. Y ANALISIS SEG. CIUDADANA","AMENAZAS","AMENAZAS CONTRA DEFENSORES DE DERECHOS HUMANOS Y SERVIDORES PUBLICOS ART. 188E","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","20"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","67"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Huila","PITALITO","DIRECCIÓN SECCIONAL DE HUILA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","20"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2021","Ley 1098","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","NO","NO","NO","NO","NO","FEMENINO","PRE-ADOLESCENTE 12 - 13","Colombia","NO","14"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Cundinamarca","GIRARDOT","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Caldas","LA DORADA","DIRECCIÓN SECCIONAL DE CALDAS","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","La Guajira","MAICAO","DIRECCIÓN SECCIONAL DE LA GUAJIRA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","6"
"SI","NO","NO","ACTIVO","JUICIO","2022","2022","2022","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","SI","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","155"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","514"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","CONTRA LA FAMILIA","EJERCICIO ARBITRARIO DE LA CUSTODIA DE HIJO MENOR DE EDAD ART. 230A C.P. AD. LEY 890/2004 ART.7","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","24"
"SI","NO","NO","INACTIVO","QUERELLABLE","2010","2010","2010","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","LESIONES PERSONALES","LESIONES PERSONALES CON DEFORMIDAD FISICA TRANSITORIA ART 113 CP INCISO 1","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","31"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2015","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ESTAFA","ESTAFA. ART. 246 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","13"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","36"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","17"
"SI","NO","NO","ACTIVO","JUICIO","2020","2020","2020","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","FABRICACION, TRAFICO Y PORTE DE ARMAS","FABRICACION, TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.","SI","NO","NO","SI","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","9"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","DELITOS INFORMATICOS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","57"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2021","Ley 906","Colombia","Antioquia","ARGELIA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","PRIMERA INFANCIA 0 - 5","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","FE PUBLICA","FALSEDAD MARCARIA. ART. 285 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","8"
"NO","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","7"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2010","2010","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","FEMENINO","PRE-ADOLESCENTE 12 - 13","Colombia","NO","178"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","80"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","DELITOS INFORMATICOS","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","7"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","La Guajira","RIOHACHA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","86"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2016","2016","2016","Ley 906","Colombia","Cundinamarca","CHÍA","DIRECCIÓN SECCIONAL DE BOGOTÁ","CORRUPCION JUDICIAL","FRAUDE PROCESAL ART. 453 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2013","2013","2013","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","SI","NO","NO","NO","SI","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","3"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Cundinamarca","CAJICÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTO MAYOR DE 60","Colombia","NO","2"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","DELITOS INFORMATICOS","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","NO","NO","SI","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2014","2014","2014","Ley 906","Colombia","Cauca","PURACÉ","DIRECCIÓN SECCIONAL DE CAUCA","LESIONES PERSONALES","LESIONES PERSONALES CON INCAPACIDAD MENOR 60 DIAS","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","2"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTO MAYOR DE 60","Colombia","NO","37"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Antioquia","BURITICÁ","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADOLESCENTE 14 - 17",,"NO","266"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2011","2011","2011","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO CALIFICADO ART. 240 C.P.  AGRAVADO POR LUGAR DESPOBLADO ART. 241 C.P. N.9","SI","SI","NO","SI","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Huila","PITALITO","DIRECCIÓN SECCIONAL DE HUILA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","NO","NO","NO","MASCULINO","INFANCIA 6 - 11","Colombia","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2022","2022","2022","Ley 906","Colombia","Magdalena","FUNDACIÓN","DIRECCIÓN SECCIONAL DE MAGDALENA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Venezuela","NO","1"
"NO","SI","NO","INACTIVO","EJECUCIÓN DE PENAS","2016","2017","2016","Ley 906","Colombia","Antioquia","CAREPA","DIRECCIÓN SECCIONAL DE BOYACÁ","EXTORSION","EXTORSION ART. 244 C.P. MODIF.","SI","SI","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2011","2011","2011","Ley 906","Colombia","Caquetá","MORELIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","SI","SI","NO","SI","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2011","2011","2011","Ley 906","Colombia","Santander","RIONEGRO","DIRECCIÓN SECCIONAL DE SANTANDER","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","SI","NO","NO","MASCULINO","SIN DATO","Colombia","NO","4"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 1098","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","SI","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2010","Ley 906","Colombia","Caquetá","FLORENCIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","SI","NO","NO","FEMENINO","PRIMERA INFANCIA 0 - 5","Colombia","NO","1"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. MEDIO MOTORIZADO INCISO 2","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","177"
"SI","NO","NO","ACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","66"
"SI","NO","NO","INACTIVO","QUERELLABLE","2011","2011","2011","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","NO","NO","NO","FEMENINO","SIN DATO","Colombia","NO","138"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Córdoba","LA APARTADA","DIRECCIÓN SECCIONAL DE CÓRDOBA","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","SI","1"
"SI","NO","NO","INACTIVO","JUICIO","2011","2011","2011","Ley 906","Colombia","Magdalena","EL BANCO","DIRECCIÓN SECCIONAL DE MAGDALENA","DELITOS SEXUALES","ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.","SI","NO","NO","SI","SI","FEMENINO","PRE-ADOLESCENTE 12 - 13","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Cundinamarca","SASAIMA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","2"
"SI","NO","NO","INACTIVO","QUERELLABLE","2021","2021","2021","Ley 906","Colombia","Cundinamarca","FUSAGASUGÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","PATRIMONIO ECONOMICO","DAÑO EN BIEN AJENO. ART. 265 C.P.","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28",,"NO","2"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2017","2017","2016","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","EXTORSION","EXTORSION ART. 244 C.P. MODIF.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Córdoba","SAHAGÚN","DIRECCIÓN SECCIONAL DE CÓRDOBA","INJURIA Y CALUMNIA","CALUMNIA. ART. 221 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2021","2021","2014","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","SI","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","4"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO CALIFICADO. ART. 240 C.P.","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","55"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2015","2015","2015","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","HOMICIDIO DOLOSO","HOMICIDIO ART. 103 C.P.","SI","SI","NO","SI","SI","MASCULINO","SIN DATO","Colombia","SI","5"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2018","2018","2018","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","HURTO","HURTO ART. 239 C.P. MENOR CUANTIA","SI","SI","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","2"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Arauca","FORTUL","DIRECCIÓN SECCIONAL DE ARAUCA","RECLUTAMIENTO ILICITO","RECLUTAMIENTO ILICITO ART. 162 C.P.","NO","NO","NO","NO","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Antioquia","CIUDAD BOLÍVAR","DIRECCIÓN SECCIONAL DE ANTIOQUIA","CONTRA LA FAMILIA","INASISTENCIA ALIMENTARIA ART. 233 C.P.","NO","NO","SI","NO","NO",,"SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2019","2019","2019","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO CALIFICADO MENOR CUANTIA ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10","SI","SI","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","95"
"SI","NO","NO","INACTIVO","QUERELLABLE","2017","2017","2017","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","LESIONES PERSONALES","LESIONES ART. 111 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","14"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2017","2017","2017","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO","HURTO. ART. 239 C.P.","NO","SI","NO","SI","NO","MASCULINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","197"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2020","2020","2020","Ley 906","Colombia","Cundinamarca","CHÍA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","SI","SI","NO","NO","SI","FEMENINO","SIN DATO","Colombia","NO","1"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Cundinamarca","EL COLEGIO","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTO MAYOR DE 60","Colombia","NO","1"
"NO","NO","NO","INACTIVO","QUERELLABLE","2020","2020","2020","Ley 906","Colombia","Arauca","ARAUCA","DIRECCIÓN SECCIONAL DE ARAUCA","LESIONES PERSONALES CULPOSAS","LESIONES CULPOSAS ART. 120 C.P. INCISO 1","NO","NO","SI","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2018","2018","2018","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","HOMICIDIO CULPOSO","HOMICIDIO CULPOSO ART. 109 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","12"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2015","2015","2015","Ley 906","Colombia","Meta","SAN MARTÍN","DIRECCIÓN SECCIONAL DE META","CONSTRENIMIENTO","CONSTREÑIMIENTO ILEGAL ART. 182 C.P.","NO","NO","SI","NO","NO","FEMENINO","SIN DATO","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Valle del Cauca","PALMIRA","DIRECCIÓN SECCIONAL DE CALI","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Colombia","NO","22"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2013","2013","2013","Ley 906","Colombia","Antioquia","VALDIVIA","DIRECCIÓN SECCIONAL DE ANTIOQUIA","HOMICIDIO CULPOSO","HOMICIDIO CULPOSO ART. 109 C.P.","NO","NO","NO","NO","NO",,"SIN DATO","Colombia","NO","2"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2020","2020","2020","Ley 906","Colombia","Valle del Cauca","DAGUA","DIRECCIÓN SECCIONAL DE CALI","VIOLENCIA INTRAFAMILIAR","VIOLENCIA INTRAFAMILIAR ART. 229 C.P.AGRAVADO POR TRATARSE DE MENOR, MUJER, ANCIANO O DISCAPACITADO","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","3"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO","HURTO AGRAVADO ART. 239 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","335"
"NO","NO","NO","INACTIVO","INDAGACIÓN","2012","2012","2012","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","SI","NO","NO","FEMENINO","ADOLESCENTE 14 - 17","Colombia","NO","17"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Sucre","COROZAL","DIRECCIÓN SECCIONAL DE SUCRE","AMENAZAS","AMENAZAS ART. 347 C.P.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","16"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2014","2014","2014","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","FE PUBLICA","FALSEDAD PERSONAL. ART. 296 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","24"
"SI","NO","NO","INACTIVO","EJECUCIÓN DE PENAS","2010","2010","2010","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO","HURTO CALIFICADO. ART. 240 C.P.","SI","SI","NO","SI","SI","MASCULINO","SIN DATO","Colombia","NO","27"
"SI","NO","NO","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Cundinamarca","FUSAGASUGÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","EXTORSION","EXTORSION ART. 244 C.P. MODIF.","NO","NO","NO","NO","NO","MASCULINO","ADULTEZ 29 - 59","Colombia","NO","1"
"SI","NO","SI","INACTIVO","INDAGACIÓN","2017","2017","2017","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","FEMENINO","JUVENTUD 18 - 28","Colombia","NO","34"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2019","2019","2019","Ley 906","Colombia","Nariño","IPIALES","DIRECCIÓN SECCIONAL DE NARIÑO","HURTO","HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA","NO","NO","NO","NO","NO","MASCULINO","JUVENTUD 18 - 28","Ecuador","NO","4"
"SI","NO","NO","ACTIVO","INDAGACIÓN","2021","2021","2021","Ley 906","Colombia","Cundinamarca","FUNZA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO","HURTO. ART. 239 C.P.","NO","NO","NO","NO","NO","FEMENINO","ADULTEZ 29 - 59","Colombia","NO","49"
