"caracterizacion","parentesco","fuerza","grado_alfabetico","rango","sexo","estado_civil","edad","ciudad","dpto","pais"
"AFILIADO TITULAR","TITULAR","ARMADA","JT","SUBOFICIAL","MASCULINO","CASADO","58","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","57","PALMIRA","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SJ","SUBOFICIAL","MASCULINO","CASADO","58","BARRANQUILLA","ATLANTICO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","57","AGUSTIN CODAZZI","CESAR","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","56","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","FEMENINO","CASADO","59","MONTENEGRO","QUINDIO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TJ","SUBOFICIAL","MASCULINO","CASADO","57","VILLAVICENCIO","META","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","57","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TJ","SUBOFICIAL","MASCULINO","CASADO","57","MADRID","CUNDINAMARCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","TC","OFICIAL","MASCULINO","CASADO","53","FUSAGASUGA","CUNDINAMARCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","TC","OFICIAL","MASCULINO","CASADO","55","SANTA MARTA","MAGDALENA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","TC","OFICIAL","MASCULINO","CASADO","55","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","TC","OFICIAL","MASCULINO","VIUDO","53","CALI","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","MY","OFICIAL","MASCULINO","CASADO","53","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","55","VALLEDUPAR","CESAR","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SLP","SOLDADO","MASCULINO","CASADO","56","LIBANO","TOLIMA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SLP","SOLDADO","MASCULINO","SOLTERO","61","FLORENCIA","CAQUETA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","MY","OFICIAL","MASCULINO","CASADO","55","CUCUTA","NORTE DE SANTANDER","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","54","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SJ","SUBOFICIAL","MASCULINO","CASADO","54","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TJ","SUBOFICIAL","MASCULINO","CASADO","57","MELGAR","TOLIMA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TJ","SUBOFICIAL","MASCULINO","CASADO","57","RIONEGRO","ANTIOQUIA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TJ","SUBOFICIAL","MASCULINO","CASADO","57","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","55","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","57","SOCORRO","SANTANDER","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","TC","OFICIAL","MASCULINO","CASADO","55","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","56","ARAUCA","ARAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","59","POPAYAN","CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","JT","SUBOFICIAL","MASCULINO","CASADO","59","BARRANQUILLA","ATLANTICO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","54","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","56","CALI","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","55","CALI","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","CO","OFICIAL","MASCULINO","CASADO","60","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TC","OFICIAL","MASCULINO","CASADO","56","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","54","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","TC","OFICIAL","MASCULINO","CASADO","57","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","59","PUERTO SALGAR","CUNDINAMARCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","58","BELLO","ANTIOQUIA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","GR","OFICIAL","MASCULINO","CASADO","71","CAJICA","CUNDINAMARCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SJ","SUBOFICIAL","MASCULINO","CASADO","54","SANTO TOMAS","ATLANTICO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","55","CALI","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","56","ZIPAQUIRA","CUNDINAMARCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SS","SUBOFICIAL","MASCULINO","CASADO","70","CALI","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","56","CHIQUINQUIRA","BOYACA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","54","FUSAGASUGA","CUNDINAMARCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TJ","SUBOFICIAL","MASCULINO","CASADO","57","FACATATIVA","CUNDINAMARCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","JT","SUBOFICIAL","MASCULINO","CASADO","56","CALI","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","CO","OFICIAL","MASCULINO","CASADO","63","SAN GIL","SANTANDER","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TJ","SUBOFICIAL","MASCULINO","CASADO","57","GUAYABAL DE SIQUIMA","CUNDINAMARCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","56","IBAGUE","TOLIMA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","60","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SJ","SUBOFICIAL","MASCULINO","CASADO","58","BARANOA","ATLANTICO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SM","SUBOFICIAL","MASCULINO","CASADO","70","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","BG","OFICIAL","MASCULINO","CASADO","93","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","54","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","65","PALMIRA","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SV","SUBOFICIAL","MASCULINO","CASADO","58","IBAGUE","TOLIMA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SV","SUBOFICIAL","MASCULINO","CASADO","70","ARMENIA","QUINDIO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","63","NEIVA","HUILA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","64","TUNJA","BOYACA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","84","TURBACO","BOLIVAR","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","S1","SUBOFICIAL","MASCULINO","CASADO","56","IBAGUE","TOLIMA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","58","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","MY","OFICIAL","MASCULINO","CASADO","54","NEIVA","HUILA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SP","SUBOFICIAL","MASCULINO","CASADO","86","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","73","MONTERIA","CORDOBA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","86","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","VIUDO","90","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","SP","SUBOFICIAL","MASCULINO","CASADO","84","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","MY","OFICIAL","MASCULINO","CASADO","85","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","UNIÓN LIBRE","84","VILLAVICENCIO","META","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","70","CANDELARIA","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","65","SOGAMOSO","BOYACA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","MY","OFICIAL","MASCULINO","SOLTERO","69","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SJ","SUBOFICIAL","MASCULINO","CASADO","64","CARTAGENA","BOLIVAR","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","81","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SJ","SUBOFICIAL","MASCULINO","CASADO","65","CARTAGENA","BOLIVAR","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SJ","SUBOFICIAL","MASCULINO","CASADO","64","BUCARAMANGA","SANTANDER","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SJ","SUBOFICIAL","MASCULINO","CASADO","58","BARRANQUILLA","ATLANTICO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","JT","SUBOFICIAL","MASCULINO","CASADO","62","CARTAGENA","BOLIVAR","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","JT","SUBOFICIAL","MASCULINO","CASADO","77","CARTAGENA","BOLIVAR","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SP","SUBOFICIAL","MASCULINO","CASADO","64","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","ARMADA","SP","SUBOFICIAL","MASCULINO","CASADO","77","CARTAGENA","BOLIVAR","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SM","SUBOFICIAL","MASCULINO","CASADO","84","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","66","PEREIRA","RISARALDA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SV","SUBOFICIAL","MASCULINO","CASADO","77","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","67","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SS","SUBOFICIAL","MASCULINO","CASADO","89","HONDA","TOLIMA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","87","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SM","SUBOFICIAL","MASCULINO","CASADO","80","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","80","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","86","POPAYAN","CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SS","SUBOFICIAL","MASCULINO","CASADO","82","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","64","SOGAMOSO","BOYACA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","TC","OFICIAL","MASCULINO","CASADO","82","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","62","BARRANQUILLA","ATLANTICO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","TS","SUBOFICIAL","MASCULINO","CASADO","58","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","FUERZA AÉREA","SM","SUBOFICIAL","MASCULINO","CASADO","87","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","84","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","CO","OFICIAL","MASCULINO","CASADO","82","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","86","GRANADA (BOCA DE MONTE)","META","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","80","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","CO","OFICIAL","MASCULINO","CASADO","68","LOS ANGELES","CALIFORNIA","ESTADOS UNIDOS"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SM","SUBOFICIAL","MASCULINO","CASADO","67","BELLO","ANTIOQUIA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","61","CALI","VALLE DEL CAUCA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","65","MARIQUITA","TOLIMA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","UNIÓN LIBRE","78","BELLO","ANTIOQUIA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","79","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SM","SUBOFICIAL","MASCULINO","CASADO","79","OCAÑA","NORTE DE SANTANDER","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SS","SUBOFICIAL","MASCULINO","CASADO","82","FLORIDABLANCA","SANTANDER","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","MY","OFICIAL","MASCULINO","CASADO","85","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","83","IBAGUE","TOLIMA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SM","SUBOFICIAL","MASCULINO","CASADO","80","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","UNIÓN LIBRE","79","BELLO","ANTIOQUIA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","80","ARMENIA","QUINDIO","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SP","SUBOFICIAL","MASCULINO","CASADO","62","TUNJA","BOYACA","COLOMBIA"
"AFILIADO TITULAR","TITULAR","EJÉRCITO","SM","SUBOFICIAL","MASCULINO","CASADO","65","BOGOTÁ","BOGOTÁ D.C","COLOMBIA"
