"bancarizado","codigodepartamentoatencion","codigomunicipioatencion","discapacidad","estadobeneficiario","etnia","fechainscripcionbeneficiario","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangobeneficioconsolidadoasignado","rangoultimobeneficioasignado","fechaultimobeneficioasignado","rangoedad","titular","cantidaddebeneficiarios"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70418","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","LOS PALMITOS","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","1"
"SI","70","70823","NO","NO ACTIVO","ND","2012-11-01","Mujer","ND","SUCRE","TOLU VIEJO","ND","MONETARIO","ND","CC","SISBEN","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","NO","1"
"SI","70","70742","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN LUIS DE SINCE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","70","70742","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN LUIS DE SINCE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","70","70742","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN LUIS DE SINCE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","70","70742","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN LUIS DE SINCE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","70","70742","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN LUIS DE SINCE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","70","70742","NO","ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN LUIS DE SINCE","ND","MONETARIO","ND","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"ND","70","70523","ND","ACTIVO","ND","2018-02-01","Hombre","ND","SUCRE","PALMITO","Colombia","ND","ND","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","30-49","NO","1"
"ND","70","70001","NO","NO ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","2014-01-01","18-29","SI","2"
"NO","70","70670","SI","ACTIVO","ND","2013-01-01","Mujer","PRIMARIA","SUCRE","SAMPUES","ND","ND","EDUCACIÓN PRIMARIA","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70823","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","TOLU VIEJO","ND","ND","EDUCACIÓN SECUNDARIA","CC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"NO","70","70001","NO","ACTIVO","ND","2012-10-01","Mujer","ND","SUCRE","SINCELEJO","ND","MONETARIO","ND","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000","2018-01-01","30-49","SI","2"
"ND","70","70508","NO","NO ACTIVO","ND","2015-02-01","Hombre","ND","SUCRE","OVEJAS","ND","ND","ND","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","1"
"ND","70","70708","ND","NO ACTIVO","INDIGENA","2013-01-01","Mujer","ND","SUCRE","SAN MARCOS","Colombia","ND","ND","TI","UNIDOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"NO","70","70001","NO","NO ACTIVO","ND","2013-10-01","Hombre","ND","SUCRE","SINCELEJO","ND","ND","ND","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","18-29","NO","2"
"SI","70","70708","NO","NO ACTIVO","ND","2013-01-01","Mujer","ND","SUCRE","SAN MARCOS","ND","MONETARIO","ND","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000","2017-01-01",">65","SI","1"
"ND","70","70215","ND","ACTIVO","INDIGENA","2012-10-01","Mujer","ND","SUCRE","COROZAL","Colombia","ND","EDUCACIÓN SECUNDARIA","TI","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"NO","70","70215","NO","ACTIVO","ND","2012-11-01","Hombre","PRIMARIA","SUCRE","COROZAL","ND","ND","EDUCACIÓN PRIMARIA","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"ND","70","70400","NO","ACTIVO","ND","2015-09-01","Hombre","ND","SUCRE","LA UNION","Colombia","ND","NUTRICIÓN MENOR","RC","SISBEN","0 - 1.500.000","0 - 1.300.000","1900-01-01","06-17","NO","1"
"SI","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
"SI","70","70713","NO","ACTIVO","AFROCOLOMBIANO – NEGRO","2013-01-01","Mujer","ND","SUCRE","SAN ONOFRE","ND","MONETARIO","ND","CC","SISBEN","3.000.001 - 4.500.000","0 - 1.300.000","2018-01-01","18-29","SI","1"
