"clasificacion","codigo_dane","cons_sede","dane_sede","direccion","estado","nombre_establecimiento","nucleo","objectid","sector","sede_educativa","servicio","telefono","vigencia","x_magnamed","y_magnamed","point"
"Privado","305001026611","30500102661101","305001026611","CL 11 SUR 29 E 197","Activo","CENTRO EDUCATIVO JARDÍN INFANTIL KINDER DC","932","824","No Oficial","COL VERMONT MEDELLIN","NO OFICIAL","5209370","2020","835044.04","1176438.29","POINT (-75.56790956224616 6.189624408747086)"
"Privado","305001026530","30500102653001","305001026530","CR 79 53 75","Activo","JARDIN INGLES CAMPESTRE","923","823","No Oficial","JARDIN INGLES CAMPESTRE","NO OFICIAL","0","2020","832096.04","1185024.37","POINT (-75.59454419538098 6.267245792452132)"
"Privado","305001026491","30500102649101","305001026491","CL 9 54 85","Inactivo","CENT EDUC VIVENCIAS SIGNIFICATIVAS","933","822","No Oficial","CENT EDUC VIVENCIAS SIGNIFICATIVAS","NO OFICIAL","0","2020","833285.29","1179179.58","POINT (-75.58379782671038 6.214406631614331)"
"Privado","305001026441","30500102644101","305001026441","CL 40 A 31 13","Activo","CENT EDUC AMIGUITOS PENSADORES","926","821","No Oficial","CENT EDUC AMIGUITOS PENSADORES","NO OFICIAL","2160984","2020","836258.47","1181500.65","POINT (-75.55693852024683 6.235390476968883)"
"Privado","305001026416","30500102641601","305001026416","CL 21 A 76 44","Activo","CENT EDUC MI CASITA ENCANTADA","935","820","No Oficial","CENT EDUC MI CASITA ENCANTADA","NO OFICIAL","0","2020","831770.9","1180423.88","POINT (-75.59747915347954 6.225655022157754)"
"Privado","305001026408","30500102640801","305001026408","CL 43 28 22","Activo","CENT EDUC LA ALEGRIA DE EMPEZAR","926","819","No Oficial","CENT EDUC LA ALEGRIA DE EMPEZAR","NO OFICIAL","2698848","2020","836611.46","1181586.23","POINT (-75.5537495508533 6.236164102816807)"
"Privado","305001026386","30500102638601","305001026386","CL 35 84 34","Activo","CENT EDUC MUNDO DE ALEGRIAS","930","818","No Oficial","CENT EDUC MUNDO DE ALEGRIAS","NO OFICIAL","0","2020","830700.2","1182496.63","POINT (-75.60715330480485 6.244392972580047)"
"Privado","305001026378","30500102637801","305001026378","CR 31 46 57","Activo","CENTRO EDUCATIVO MUNDO NUEVO","926","817","No Oficial","CENTRO EDUCATIVO MUNDO NUEVO","NO OFICIAL","2392570","2020","836506.34","1181931.47","POINT (-75.55469915839953 6.239285254259813)"
"Privado","305001026297","30500102629701","305001026297","CL 8 B 65 191","Activo","COLEGIO E","933","816","No Oficial","COLEGIO E","NO OFICIAL","4448026/4447476","2020","832874.75","1179303.56","POINT (-75.587506593919 6.215527323266926)"
"Privado","305001026254","30500102625401","305001026254","CR 96 47 A 33","Activo","PREESCOLAR AMIGOS DE LA CIENCIA","930","815","No Oficial","PREESCOLAR AMIGOS DE LA CIENCIA","NO OFICIAL","2520833","2020","830088.35","1183871.44","POINT (-75.61268205183949 6.25682143100475)"
"Privado","305001024812","30500102481201","305001024812","CL 86 A 50 42","Activo","CENT EDUC ACROPOLIS","918","814","No Oficial","CENT EDUC ACROPOLIS","NO OFICIAL","4421545","2020","836082.08","1186356.08","POINT (-75.55853151787888 6.279285873320208)"
"Privado","305001022330","30500102233001","305001022330","CR 83 A 50 A 92","Activo","CENTRO EDUCATIVO ALTOS DE CALASANZ","930","813","No Oficial","CENTRO EDUCATIVO ALTOS DE CALASANZ","NO OFICIAL","0","2020","831373.36","1184925.99","POINT (-75.60107330497773 6.266355983594668)"
"Privado","305001018731","30500101873101","305001018731","CR 52 89 05","Activo","COL PBRO HERNANDO BARRIENTOS CADAVID","918","812","No Oficial","COL PBRO HERNANDO BARRIENTOS CADAVID","NO OFICIAL","2635386","2020","835507.2","1186574.91","POINT (-75.56372548026037 6.28126423660724)"
"Privado","305001017051","30500101705101","305001017051","CR 35 48 A 63","Inactivo","COL NUESTRA SENORA DEL SAGRADO CORAZON","925","811","No Oficial","COL NUESTRA SENORA DEL SAGRADO CORAZON","NO OFICIAL","2174246","2020","836287.16","1182299.98","POINT (-75.55667921900066 6.242616792790713)"
"Privado","305001016933","30500101693301","305001016933","CL 103 76 59","Activo","CENT EDUC LOS GANSITOS","921","810","No Oficial","CENT EDUC LOS GANSITOS","NO OFICIAL","2372173","2020","834191.92","1188825.04","POINT (-75.57560932745363 6.301606364290373)"
"Privado","305001014671","30500101467101","305001014671","CL 36 91 13","Inactivo","JARD INF PEQUE?INES","930","809","No Oficial","JARD INF PEQUEÑINES","NO OFICIAL","2527353","2020","830073.2","1182942.6","POINT (-75.61281815971216 6.248424267383615)"
"Privado","305001004048","30500100404801","305001004048","CLL 108A NO 42B 21","Activo","JARD INF BIC - CARLA CRISTINA","914","808","No Oficial","JARD INF BIC - CARLA CRISTINA","NO OFICIAL","5216710","2020","837338.35","1188373.35","POINT (-75.54718066329147 6.297522685795929)"
"Privado","305001001022","30500100102201","305001001022","CL 59 A 42 22","Inactivo","CENT INF LUNA NUEVA","928","807","No Oficial","CENT INF LUNA NUEVA","NO OFICIAL","2543570","2020","836062.64","1183442.46","POINT (-75.55870746565544 6.252945377900978)"
"Privado","305001025045","30500102504501","305001025045","CL 114 6 132","Activo","C.E. PASITOS TRAVIESOS","937","806","No Oficial","C.E. PASITOS TRAVIESOS","NO OFICIAL","2860333","2020","835079.536","1189679.513","POINT (-75.56758952909021 6.309331304777376)"
"Privado","305001014957","30500101495701","305001014957","CR 73 30 A 44","Activo","PREESC COLORINES LTDA.","934","805","No Oficial","PREESC COLORINES LTDA.","NO OFICIAL","2350819","2020","832198.36","1181205.4","POINT (-75.59361788501322 6.23272055555116)"
"Privado","305001016852","30500101685201","305001016852","CR 107 35 D 19","Activo","JARD INF LA CASITA NAZARET","931","804","No Oficial","JARD INF LA CASITA NAZARET","NO OFICIAL","2527343","2020","829341.74","1183115.39","POINT (-75.61942658017604 6.249985728785357)"
"Privado","305001025282","30500102528201","305001025282","CL 48 B 81 50","Activo","PREESC MUSICAL AMADEUS","930","803","No Oficial","PREESC MUSICAL AMADEUS","NO OFICIAL","2343225","2020","831626.12","1184265.73","POINT (-75.59878932212821 6.260387073766776)"
"Privado","305001025134","30500102513401","305001025134","CR 90 A 43 42","Activo","CENT PRECOZ LA ALEGRIA DEL SABER","930","802","No Oficial","CENT PRECOZ LA ALEGRIA DEL SABER","NO OFICIAL","2531923","2020","830581.82","1183380.42","POINT (-75.60822343914718 6.252382763817213)"
"Privado","305001022119","30500102211901","305001022119","CL 43 B 81 95","Inactivo","CENT EDUC PRODEBILES AUDITIVOS","930","801","No Oficial","CENT EDUC PRODEBILES AUDITIVOS","NO OFICIAL","2508450","2020","831138.74","1183110.73","POINT (-75.60319181901764 6.249945028362472)"
"Privado","305001017247","30500101724701","305001017247","CR 79 44 A 28","Inactivo","GUARD PREESC CARICIAS","930","800","No Oficial","GUARD PREESC CARICIAS","NO OFICIAL","2507507","2020","831777.96","1183231.76","POINT (-75.5974169387553 6.251039584174436)"
"Privado","305001016682","30500101668201","305001016682","CL 34 82 A 142","Inactivo","GUARD Y PREESC LA GRILLA","930","799","No Oficial","GUARD Y PREESC LA GRILLA","NO OFICIAL","4137876","2020","830782.13","1182201.19","POINT (-75.6064129165808 6.241722114555246)"
"Privado","305001016631","30500101663101","305001016631","CL 42 C 90 A 50","Activo","JARD INF EL ARTE Y EL CONOCER","930","798","No Oficial","JARD INF EL ARTE Y EL CONOCER","NO OFICIAL","2531923","2020","830456.1","1183343.77","POINT (-75.60935921698882 6.252051336053467)"
"Privado","305001010943","30500101094301","305001010943","CL 50 81 B 18","Inactivo","JARD INF SAGRADO CORAZON DE JESUS","930","797","No Oficial","JARD INF SAGRADO CORAZON DE JESUS","NO OFICIAL","2341778","2020","831572.15","1184690.86","POINT (-75.59927716804266 6.2642304177103)"
"Privado","305001008311","30500100831101","305001008311","CL 48 77 C 40","Inactivo","JAR INF CAPERUCITA ROJA","929","796","No Oficial","JAR INF CAPERUCITA ROJA","NO OFICIAL","4460643","2020","831943.7","1184062.49","POINT (-75.59592002259492 6.258549864937552)"
"Privado","305001011826","30500101182601","305001011826","CR 40 50 A 23","Activo","JARD SALAS CUNAS MEDELLIN GOTA DE LECHE","928","795","No Oficial","JARD SALAS CUNAS MEDELLIN GOTA DE LECHE","NO OFICIAL","2394127","2020","835900.64","1182749.69","POINT (-75.56017109747934 6.246682425823339)"
"Privado","305001026173","30500102617301","305001026173","CR 43 56 23","Activo","COLEGIO ANGELES DE LA PAZ","927","794","No Oficial","COLEGIO ANGELES DE LA PAZ","NO OFICIAL","2926060","2020","835854.33","1183296.33","POINT (-75.56058943608896 6.251624312536245)"
"Privado","305001025258","30500102525801","305001025258","CR 46 40 B 50","Activo","COL MSR ALFONSO URIBE JARAMILLO","925","793","No Oficial","COL MSR ALFONSO URIBE JARAMILLO","NO OFICIAL","5699090 EXT 342 guillermo","2020","834811.14","1182024.52","POINT (-75.5700139152738 6.240126543537709)"
"Privado","305001025673","30500102567301","305001025673","CL 56 36 72","Activo","I.E. COLOMBIANITOS","924","792","No Oficial","I.E. COLOMBIANITOS","NO OFICIAL","217 39 39","2020","836447.06","1182903.15","POINT (-75.55523454399054 6.248069709317208)"
"Privado","305001025100","30500102510001","305001025100","CL 64 A 94 A 28","Activo","CENT INF HUELLITAS","923","791","No Oficial","JARDÍN INFANTIL HUELLITAS DE ÁNGELES","NO OFICIAL","4261803","2020","831016.89","1186517.12","POINT (-75.60429496658404 6.280740317772527)"
"Privado","305001018243","30500101824301","305001018243","CR 85 66 35","Activo","PREESC LUCECITAS DEL CORTIJO","923","790","No Oficial","PREESC LUCECITAS DEL CORTIJO","NO OFICIAL","2340025","2020","832076.35","1186022.36","POINT (-75.59472260083301 6.276268082212521)"
"Privado","305001024821","30500102482101","305001024821","CR 88 92 C 165","Activo","HOG INF BRISAS DE ROBLEDO","922","789","No Oficial","HOG INF BRISAS DE ROBLEDO","NO OFICIAL","4781022","2020","832998.09","1187794.27","POINT (-75.58639550441357 6.29228738850966)"
"Privado","305001024791","30500102479101","305001024791","CR 74 83 04","Activo","CENT EDUC LA ABEJITA","922","788","No Oficial","CENT EDUC LA ABEJITA","NO OFICIAL","4373610","2020","833717.23","1186801.92","POINT (-75.57989774853603 6.283316301770329)"
"Privado","305001021406","30500102140601","305001021406","CL 105 A 70 4","Activo","PREESC NUEVO AMANECER","921","787","No Oficial","PREESC NUEVO AMANECER","NO OFICIAL","5843765","2020","834847.96","1188803.29","POINT (-75.5696818358818 6.301409821175501)"
"Privado","305001020183","30500102018301","305001020183","CL 101 D 82 E 50","Activo","CENT EDUC RAFAEL POMBO","921","786","No Oficial","CENT EDUC RAFAEL POMBO","NO OFICIAL","2670863","2020","833625.75","1188927.77","POINT (-75.58072484686706 6.302534963180117)"
"Privado","405001010018","40500101001801","405001010018","CL 92 C 66 A 14","Activo","CENT EDUC SEMILLAS DEL SABER","920","785","No Oficial","CENT EDUC SEMILLAS DEL SABER","NO OFICIAL","2370272","2020","834495.97","1187017.31","POINT (-75.57286190845858 6.285263682062638)"
"Privado","305001019762","30500101976201","305001019762","CR 71 99 109","Activo","CENT EDUC DIDAXIS","920","784","No Oficial","CENT EDUC DIDAXIS","NO OFICIAL","4776655","2020","834524.26","1188267.34","POINT (-75.57260647577338 6.296564545996986)"
"Privado","305001024707","30500102470701","305001024707","CL 111 63 A 33","Activo","CENT EDUC LOS AMINGOS DE SANTI","919","783","No Oficial","CENT EDUC LOS AMINGOS DE SANTI","NO OFICIAL","4610866","2020","836087.96","1189036.82","POINT (-75.55847809595254 6.303521025270753)"
"Privado","305001017981","30500101798101","305001017981","CL 104 64 D 46","Inactivo","GIMN INF DIVERSIONES","919","782","No Oficial","GIMN INF DIVERSIONES","NO OFICIAL","2673267","2020","835281.31","1188848.69","POINT (-75.56576640958043 6.301820279612065)"
"Privado","305001025428","30500102542801","305001025428","CL 90 53 14","Inactivo","CENT EDUC SAN JOSE","918","781","No Oficial","CENT EDUC SAN JOSE","NO OFICIAL","2639526","2020","835427.2","1186714.91","POINT (-75.5644482716266 6.282529903661874)"
"Privado","305001021759","30500102175901","305001021759","CL 91 50 54","Activo","CENT EDUC RONDAS INFANTILES","918","780","No Oficial","CENT EDUC RONDAS INFANTILES","NO OFICIAL","2361323","2020","836084.39","1186756.91","POINT (-75.55851060323292 6.282909565113551)"
"Privado","305001025231","30500102523101","305001025231","CL 101 B 37 60","Activo","COL COLOMBO BRITANICO GEORGE EDWARDS","914","779","No Oficial","COL COLOMBO BRITANICO GEORGE EDWARDS","NO OFICIAL","5285397","2020","837402.92","1187665.43","POINT (-75.5465974851783 6.291122735575231)"
"Oficial - Sede Principal","205001026641","20500102664101","205001026641","CL 38A SUR 66A 137","Activo","INST EDUC PRADITO","937","778","Oficial","INST EDUC PRADITO","OFICIAL","2865071","2020","826211.77","1176123.32","POINT (-75.64769398957735 6.18677044165762)"
"Oficial - Sede Principal","205001026632","20500102663201","205001026632","CR 60D # 48 SUR 25","Activo","INST EDUC CORVIDE","937","777","Oficial","INST EDUC CORVIDE","OFICIAL","2865579","2020","826936.5","1175152.28","POINT (-75.64114603719577 6.177992769502808)"
"Oficial - Sede Principal","205001026624","20500102662401","205001026624","CR 62 Nro 42 D Sur 26","Activo","INST EDUC COMPARTIR","937","776","Oficial","INST EDUC COMPARTIR","OFICIAL","2865300-4444262","2020","826772.093","1175578.373","POINT (-75.64263171077575 6.181844634203378)"
"Oficial - Sede Principal","105001026603","10500102660301","105001026603","CR 112 N° 13 111","Activo","INST EDUC ALTAVISTA","934","775","Oficial","INST EDUC ALTAVISTA","OFICIAL","2568552","2020","827449.336","1179748.743","POINT (-75.6365191231652 6.219547609838886)"
"Oficial - Sede Principal","105001026697","10500102669701","105001026697","CR 101   47C 85","Activo","INST EDUC FUNDADORES","931","774","Oficial","INST EDUC FUNDADORES","OFICIAL","4932203","2020","829659.81","1184141.42","POINT (-75.61655392964455 6.259261812547692)"
"Oficial - Sede Principal","105001026689","10500102668901","105001026689","CR 92DD 57F 41","Activo","INST EDUC BLANQUIZAL","931","773","Oficial","INST EDUC BLANQUIZAL","OFICIAL","4383896","2020","830891.28","1185902.95","POINT (-75.60542941053583 6.275187845655203)"
"Oficial - Sede Principal","105001026662","10500102666201","105001026662","CL 45 10A 30","Activo","INST EDUC LA PASTORA","925","772","Oficial","INST EDUC LA PASTORA","OFICIAL","2219330","2020","837844.68","1180885.67","POINT (-75.54260874756706 6.229830357599869)"
"Oficial - Sede Principal","105001026719","10500102671901","105001026719","CL 81 # 94AA - 15","Activo","INST EDUC RODRIGO ARENAS BETANCUR","922","771","Oficial","INST EDUC RODRIGO ARENAS BETANCUR","OFICIAL","4422199","2020","832202.98","1187866.34","POINT (-75.5935794349627 6.292938593614707)"
"Oficial - Sede Principal","105001026701","10500102670101","105001026701","CR 83A 106D 5","Activo","INST EDUC PROGRESAR","921","770","Oficial","INST EDUC PROGRESAR","OFICIAL","2391160 ext102 113","2020","833680.24","1189618.65","POINT (-75.58023269848647 6.308780858423003)"
"Oficial - Sede Principal","105001026654","10500102665401","105001026654","CL 125 51D 12","Activo","INST EDUC EL PLAYON","915","769","Oficial","INST EDUC EL PLAYON","OFICIAL","4620705/4630427","2020","836454.28","1189476.25","POINT (-75.55516821463803 6.307493628936386)"
"Oficial - Sede Principal","105001026671","10500102667101","105001026671","CR 45A 96 17","Activo","INST EDUC BARRIO SAN NICOLAS","914","768","Oficial","INST EDUC BARRIO SAN NICOLAS","OFICIAL","4444262 ext 504","2020","836719.18","1187295.89","POINT (-75.5527752049761 6.287782097791857)"
"Oficial - Sede Escuela","105001020273","10500102027302","105001800007","CL 49 55 39","Inactivo","INST EDUC CIUDAD DON BOSCO","928","767","Oficial","SEDE PATIO DON BOSCO","CONFESIONES RELIGIOSAS","2642122","2020","834457.59","1183175.86","POINT (-75.5732081204502 6.250535158871201)"
"Privado","405001026500","40500102650001","405001026500","CR 91 44 65","Activo","COL EDIFICANDO VIDAS","930","766","No Oficial","COL EDIFICANDO VIDAS","NO OFICIAL","0","2020","830538.89","1183522.39","POINT (-75.60861139291335 6.253666207510709)"
"Privado","305001026726","30500102672601","305001026726","CL 57 42 48","Activo","INST EDUC PREVIA","927","765","No Oficial","INSTITUCION EDUCATIVA PREVIA","NO OFICIAL","4481678","2020","835920.11","1183321.49","POINT (-75.55999515143955 6.251851765615649)"
"Privado","305001026599","30500102659901","305001026599","CR 36A 43 17","Activo","CENT DE EDUCACION PREESCOLAR MI MUNDO MAGICO","926","764","No Oficial","PREESCOLAR MI MUNDO MAGICO","NO OFICIAL","2176802/4175709","2020","835948.17","1182061.43","POINT (-75.55974175741622 6.240460227149912)"
"Privado","305001026564","30500102656401","305001026564","CR 10 16 A SUR 56","Activo","JARDIN INF MAÑANITAS","932","763","No Oficial","JARDIN INFANTIL MAÑANITAS","NO OFICIAL","3172711","2020","836856.65","1175651.64","POINT (-75.55153582365787 6.182512561856296)"
"Privado","305001026483","30500102648301","305001026483","CR 98 A 47 E 45","Activo","CENT EDUC PEQUEÑOS EXPLORADORES","931","762","No Oficial","CENT EDUC PEQUEÑOS EXPLORADORES","NO OFICIAL","0","2020","830021.21","1184059.31","POINT (-75.61328878342648 6.25851980903087)"
"Privado","305001026475","30500102647501","305001026475","CR 84 B 9 19","Activo","PRE-ESCOLAR MI BUHARDILLA","935","761","No Oficial","CE INFANTIL ARLEQUIN","NO OFICIAL","2773926","2020","830676.14","1179850.26","POINT (-75.60736874494879 6.220468523537916)"
"Privado","305001026467","30500102646701","305001026467","CL 61 A 55 A 66","Activo","CENT EDUC PEQUEÑOS TRIUNFADORES","927","760","No Oficial","CENT EDUC PEQUEÑOS TRIUNFADORES","NO OFICIAL","0","2020","834784.07","1184331.58","POINT (-75.57025868377686 6.260983450436119)"
"Privado","305001026459","30500102645901","305001026459","CL 1 77 A 92","Activo","CENT EDUC LUNITAS","934","759","No Oficial","CENT EDUC LUNITAS","NO OFICIAL","0","2020","831369.98","1178783.67","POINT (-75.60110003062884 6.210826514858701)"
"Privado","305001026432","30500102643201","305001026432","CR 88 34 11","Activo","CENT EDUC MI PEQUEÑA JUNGLA","930","758","No Oficial","CENT EDUC MI PEQUEÑA JUNGLA","NO OFICIAL","5856318","2020","830015.21","1182318.43","POINT (-75.61334154231639 6.242781428670968)"
