"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","parentesco","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"2","3","1","13","13442","H-HOMBRE","NO","ACTIVO","UL","ND","2016-12-01","2017-01-01","Hombre","ND","BOLIVAR","MARIA LA BAJA","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","27","27006","ND","NO","NO ACTIVO","CA","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","ND","CHOCO","ACANDI","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"15","3","1","05","05411","ND","ND","ACTIVO","Sin Información","ND","2018-02-01","2018-01-01","Hombre","ND","ANTIOQUIA","LIBORINA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05055","H-HOMBRE","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Hombre","SECUNDARIA","ANTIOQUIA","ARGELIA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","13","13657","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","BOLIVAR","SAN JUAN NEPOMUCENO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","0 - 1.300.000"
"1","5","1","13","13600","H-HOMBRE","NO","NO ACTIVO","UL","ND","2016-04-01","2016-01-01","Hombre","ND","BOLIVAR","RIO VIEJO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","44","44279","M-MUJER","NO","NO ACTIVO","VI","ND","2017-01-01","2017-01-01","Mujer","PRIMARIA","LA GUAJIRA","FONSECA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","27","27245","ND","ND","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","CHOCO","EL CARMEN DE ATRATO","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","2","1","47","47288","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Hombre","ND","MAGDALENA","FUNDACION","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"16","5","1","70","70508","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","SUCRE","OVEJAS","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","20","20238","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Hombre","ND","CESAR","EL COPEY","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"4","3","1","05","05847","H-HOMBRE","NO","NO ACTIVO","CA","ND","2016-12-01","2017-01-01","Hombre","TRANSICION","ANTIOQUIA","URRAO","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","50","50251","H-HOMBRE","NO","NO ACTIVO","SO","ND","2016-12-01","2017-01-01","Hombre","PRIMARIA","META","EL CASTILLO","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","44","44035","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2017-02-01","2017-01-01","Mujer","ND","LA GUAJIRA","ALBANIA","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","4","1","05","05313","M-MUJER","NO","ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","ANTIOQUIA","GRANADA","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","54","54670","H-HOMBRE","NO","NO ACTIVO","UL","ND","2017-01-01","2017-01-01","Hombre","ND","NORTE DE SANTANDER","SAN CALIXTO","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","86","86568","ND","ND","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","PUTUMAYO","PUERTO ASIS","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"2","3","1","50","50590","H-HOMBRE","NO","NO ACTIVO","UL","ND","2016-12-01","2017-01-01","Hombre","PRIMARIA","META","PUERTO RICO","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","13","13244","M-MUJER","NO","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","BOLIVAR","EL CARMEN DE BOLIVAR","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","27","27245","ND","NO","NO ACTIVO","Sin Información","INDIGENA","2016-04-01","2016-01-01","Hombre","ND","CHOCO","EL CARMEN DE ATRATO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","44","44650","ND","ND","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2016-04-01","2014-01-01","Hombre","ND","LA GUAJIRA","SAN JUAN DEL CESAR","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","05","05055","ND","NO","NO ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","ANTIOQUIA","ARGELIA","Colombia","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","13","13657","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","BOLIVAR","SAN JUAN NEPOMUCENO","ND","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","TI","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","13","13433","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Hombre","ND","BOLIVAR","MAHATES","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"3","3","1","13","13212","H-HOMBRE","NO","NO ACTIVO","UL","ND","2017-02-01","2017-01-01","Hombre","PRIMARIA","BOLIVAR","CORDOBA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05649","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-04-01","2018-01-01","Hombre","PRIMARIA","ANTIOQUIA","SAN CARLOS","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","20","20228","ND","ND","ACTIVO","ND","ND","2018-03-01","2018-01-01","Mujer","ND","CESAR","CURUMANI","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","2","1","23","23466","ND","ND","ACTIVO","ND","INDIGENA","2018-03-01","2018-01-01","Mujer","ND","CORDOBA","MONTELIBANO","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","20","20550","ND","ND","ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","CESAR","PELAYA","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","17","17662","M-MUJER","NO","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","CALDAS","SAMANA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","17","17662","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Hombre","ND","CALDAS","SAMANA","Colombia","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","47","47980","H-HOMBRE","NO","NO ACTIVO","UL","ND","2016-04-01","2016-01-01","Hombre","SIN ESPECIFICAR","MAGDALENA","ZONA BANANERA","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"2","4","1","27","27006","ND","NO","NO ACTIVO","CA","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","SIN ESPECIFICAR","CHOCO","ACANDI","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","2","1","05","05051","H-HOMBRE","NO","NO ACTIVO","SO","ND","2016-12-01","2017-01-01","Hombre","TECNICO","ANTIOQUIA","ARBOLETES","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","20","20001","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2014-01-01","Hombre","ND","CESAR","VALLEDUPAR","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"3","3","1","13","13244","H-HOMBRE","NO","NO ACTIVO","UL","ND","2016-12-01","2017-01-01","Hombre","ND","BOLIVAR","EL CARMEN DE BOLIVAR","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","1","1","13","13442","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2015-01-01","Hombre","ND","BOLIVAR","MARIA LA BAJA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","3","1","05","05234","H-HOMBRE","NO","NO ACTIVO","CA","ND","2016-12-01","2017-01-01","Hombre","TECNICO","ANTIOQUIA","DABEIBA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","66","66572","ND","ND","ACTIVO","ND","INDIGENA","2016-04-01","2016-01-01","Hombre","ND","RISARALDA","PUEBLO RICO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000"
"6","4","1","73","73067","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Mujer","ND","TOLIMA","ATACO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","17","17524","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2017-01-01","Mujer","ND","CALDAS","PALESTINA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","20","20238","H-HOMBRE","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2016-01-01","Hombre","SIN ESPECIFICAR","CESAR","EL COPEY","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","50","50711","H-HOMBRE","NO","NO ACTIVO","SO","ND","2016-12-01","2017-01-01","Hombre","SECUNDARIA","META","VISTAHERMOSA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"10","4","1","13","13244","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","ND","BOLIVAR","EL CARMEN DE BOLIVAR","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","25","25394","M-MUJER","NO","NO ACTIVO","UL","ND","2018-03-01","2018-01-01","Mujer","PRIMARIA","CUNDINAMARCA","LA PALMA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","44","44279","H-HOMBRE","ND","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Hombre","SIN ESPECIFICAR","LA GUAJIRA","FONSECA","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","13","13744","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Hombre","ND","BOLIVAR","SIMITI","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","5","1","73","73483","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","TOLIMA","NATAGAIMA","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","19","19256","ND","ND","ACTIVO","ND","ND","2018-04-01","2018-01-01","Mujer","ND","CAUCA","EL TAMBO","Colombia","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","54","54670","ND","ND","NO ACTIVO","ND","ND","2016-12-01","2017-01-01","Mujer","ND","NORTE DE SANTANDER","SAN CALIXTO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","23","23855","M-MUJER","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Mujer","SIN ESPECIFICAR","CORDOBA","VALENCIA","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","05","05172","M-MUJER","NO","NO ACTIVO","CA","ND","2016-12-01","2017-01-01","Mujer","SECUNDARIA","ANTIOQUIA","CHIGORODO","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","52","52001","ND","NO","NO ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Hombre","PRIMARIA","NARIÑO","PASTO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","2","1","18","18001","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","CAQUETA","FLORENCIA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","27","27006","H-HOMBRE","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","SIN ESPECIFICAR","CHOCO","ACANDI","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","5","1","27","27001","ND","ND","ACTIVO","ND","ND","2016-04-01","2016-01-01","Mujer","ND","CHOCO","QUIBDO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","No Definido","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","54","54670","ND","NO","NO ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","PRIMARIA","NORTE DE SANTANDER","SAN CALIXTO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","27","27800","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","ND","CHOCO","UNGUIA","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","3","1","54","54670","H-HOMBRE","NO","ACTIVO","UL","ND","2016-12-01","2017-01-01","Hombre","SECUNDARIA","NORTE DE SANTANDER","SAN CALIXTO","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","54","54206","ND","ND","NO ACTIVO","ND","ND","2016-12-01","2017-01-01","Mujer","ND","NORTE DE SANTANDER","CONVENCION","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","50","50270","ND","ND","ACTIVO","ND","ND","2016-12-01","2017-01-01","Mujer","ND","META","EL DORADO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"4","5","1","52","52490","ND","NO","NO ACTIVO","ND","ND","2016-04-01","2015-01-01","Hombre","ND","NARIÑO","OLAYA HERRERA","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"2","4","1","25","25394","M-MUJER","NO","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","CUNDINAMARCA","LA PALMA","COLOMBIA","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","23","23682","H-HOMBRE","NO","NO ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Hombre","SIN ESPECIFICAR","CORDOBA","SAN JOSE DE URE","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","27","27001","ND","NO","ACTIVO","Sin Información","ND","2017-04-01","2017-01-01","Hombre","ND","CHOCO","QUIBDO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","13","13657","ND","ND","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Hombre","ND","BOLIVAR","SAN JUAN NEPOMUCENO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","86","86757","ND","ND","NO ACTIVO","ND","ND","2018-04-01","2018-01-01","Hombre","ND","PUTUMAYO","SAN MIGUEL","Colombia","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","2","1","05","05837","ND","NO","NO ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Mujer","ND","ANTIOQUIA","TURBO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","70","70823","M-MUJER","NO","ACTIVO","ND","ND","2016-12-01","2017-01-01","Mujer","PRIMARIA","SUCRE","TOLU VIEJO","COLOMBIA","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"42","3","1","20","20400","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Mujer","ND","CESAR","LA JAGUA DE IBIRICO","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","13","13212","ND","ND","NO ACTIVO","ND","ND","2016-12-01","2017-01-01","Hombre","ND","BOLIVAR","CORDOBA","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","20","20228","H-HOMBRE","NO","NO ACTIVO","CA","ND","2018-05-01","2018-01-01","Hombre","PRIMARIA","CESAR","CURUMANI","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","13","13212","ND","ND","ACTIVO","ND","ND","2016-12-01","2017-01-01","Hombre","ND","BOLIVAR","CORDOBA","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","3","1","70","70235","ND","NO","ACTIVO","Sin Información","ND","2016-12-01","2017-01-01","Hombre","SECUNDARIA","SUCRE","GALERAS","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","4","1","25","25394","ND","ND","ACTIVO","UL","ND","2016-04-01","2014-01-01","Hombre","SIN ESPECIFICAR","CUNDINAMARCA","LA PALMA","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","50","50711","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2016-01-01","Hombre","ND","META","VISTAHERMOSA","Colombia","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","17","17662","M-MUJER","NO","NO ACTIVO","CA","ND","2016-04-01","2016-01-01","Mujer","SIN ESPECIFICAR","CALDAS","SAMANA","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05313","ND","ND","ACTIVO","ND","ND","2016-04-01","2014-01-01","Mujer","ND","ANTIOQUIA","GRANADA","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","5","1","50","50370","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2015-01-01","Hombre","ND","META","URIBE","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","05","05055","ND","NO","NO ACTIVO","CA","ND","2016-04-01","2015-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","ARGELIA","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","5","1","70","70001","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2015-01-01","Hombre","ND","SUCRE","SINCELEJO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","2","1","25","25878","M-MUJER","NO","ACTIVO","UL","ND","2018-04-01","2018-01-01","Mujer","PRIMARIA","CUNDINAMARCA","VIOTA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","17","17662","ND","ND","NO ACTIVO","ND","ND","2016-04-01","2014-01-01","Hombre","ND","CALDAS","SAMANA","Colombia","ND","18-29","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","3","1","73","73001","ND","NO","ACTIVO","Sin Información","ND","2018-04-01","2018-01-01","Hombre","ND","TOLIMA","IBAGUE","ND","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"1","5","1","47","47980","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-04-01","2016-01-01","Mujer","ND","MAGDALENA","ZONA BANANERA","ND","ND",">65","RURAL","MONETARIO Y EN ESPECIE","CC","AMBAS CONDICIONES","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","4","1","13","13657","ND","ND","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Hombre","ND","BOLIVAR","SAN JUAN NEPOMUCENO","Colombia","ND","30-49","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","4","1","73","73067","ND","NO","ACTIVO","Sin Información","ND","2016-04-01","2014-01-01","Mujer","ND","TOLIMA","ATACO","ND","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","4.500.001 - 6.000.000","2.600.001 - 3.900.000"
"1","2","1","25","25878","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-02-01","2018-01-01","Hombre","PRIMARIA","CUNDINAMARCA","VIOTA","COLOMBIA","ND","50-65","RURAL","MONETARIO Y EN ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
