"c_digo_de_barras","signatura_topogr_fica","sede_donde_se_encuentra","colecci_n","tipo_de_documento","t_tulo_del_documento","url"
"000000000278","650Reg","Central","Regiones","Libro","Estudio de polen fósil en sedimentos de la cuenca media del río Santa Rita, Suroeste Antioqueño :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_650Reg_2000.pdf"
"000000000368","587Reg","Central","Regiones","Libro","Prospección arqueológica en los ecosistemas estratégicos del Valle de Aburrá : vereda Manzanillo - Itagüí :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_587REG_1999.pdf"
"000000008985","588Reg","Central","Regiones","Libro","Organización territorial en comunidades afrocolombianas, según la ley 388 de 1997 /","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_1639_1999_TOMO_1.pdf"
"000000008985","588Reg","Central","Regiones","Libro","Organización territorial en comunidades afrocolombianas, según la ley 388 de 1997 /","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_1639_1999_TOMO_2.pdf"
"000000008985","588Reg","Central","Regiones","Libro","Organización territorial en comunidades afrocolombianas, según la ley 388 de 1997 /","http://www.corantioquia.gov.co/ciadoc/CULTURA/AFROCOLOMBIANOS/GC_CN_1639_1999_TOMO_3.pdf"
"000000000366","590Reg","Central","Regiones","Libro","Poblamiento y dinámicas culturales prehispánicas en la región tropical del Valle Medio del Río Magdalena :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GA_CN_1306_1998.pdf"
"000000000365","591Reg","Central","Regiones","Libro","Análisis y diseño de un modelo de gestión ambiental local para los municipios de Santa Rosa de Osos y Puerto Berrío /","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_1893_1999.pdf"
"000000000363","592Reg","Central","Regiones","Libro","Concurso caminos veredales :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_592REG_1999.pdf"
"000000000473","466Reg","Central","Regiones","Libro","Cerro Amarillo : aspectos socioculturales y arqueológicos :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_466REG_1999.pdf"
"000000005279","1619Le","Central","Especializ","Libro","Actividades realizadas en el subproyecto Mejoramiento y Conservación de Recursos Genéticos Forestales :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1586_1999_1.pdf"
"000000005413","1747Le","Central","Especializ","Libro","Guía de procedimientos ambientales para proyectos de ampliación, pavimentación y rectificación de vías /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_SUELO_1747LE_1999.pdf"
"000000000327","612Reg","Central","Regiones","Libro","Degradación territorial del entorno urbano de la quebrada la Madera /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_612REG_1999.pdf"
"000000000326","613Reg","Central","Regiones","Libro","Identidad visual en el Cerro El Volador /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_613REG_1999.pdf"
"000000000323","616Reg","Central","Regiones","Libro","Fronteras y enlaces territoriales del Guamo en San Javier La Loma /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_616REG_1999.pdf"
"000000000321","618Reg","Central","Regiones","Libro","Expansión y exclusión territorial en el barrio El Poblado entre las transversales Superior e Inferior /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_618REG_1999.pdf"
"000000000320","619Reg","Central","Regiones","Libro","Fronteras territoriales de los barrios Aures, Villa Sofía y Villa Claret /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_619REG_1999.pdf"
"000000000319","620Reg","Central","Regiones","Libro","Fronteras urbanas y contrastes territoriales en el entorno del Colegio Guillermo Valencia en Belén /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_620REG_1999.pdf"
"000000000318","621Reg","Central","Regiones","Libro","Similitud, contigüidad y contraste territorial en el barrio Prado Centro de Medellín /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_621REG_1999.pdf"
"000000000317","622Reg","Central","Regiones","Libro","Encuentros y enlaces territoriales en la Estación Madera del Metro de Medellín /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_622REG_1999.pdf"
"000000000315","624Reg","Central","Regiones","Libro","Entornos ambientales escolares :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_624REG_1998.pdf"
"000000000314","625Reg","Central","Regiones","Libro","Competencias y desequilibrios territoriales en el entorno urbano de la ribera noroccidental del Río Medellín /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_625REG_1999.pdf"
"000000000313","626Reg","Central","Regiones","Libro","Fronteras territoriales en la cuenca de la quebrada La Loca en el municipio de Bello /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_626REG_1999.pdf"
"000000000312","627Reg","Central","Regiones","Libro","Construcción de la imagen ambiental de la Plaza de Flórez de la Ciudad de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_627REG_1999.pdf"
"000000000311","628Reg","Central","Regiones","Libro","Resignificaciones territoriales de la Unidad Deportiva del Barrio 12 de Octubre /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_GESTI%C3%93NCULTURA_628REG_1999.pdf"
"000000024502","812FLL","Central","Folletos","Folleto","Reserva natural ríos Barroso y San Juan :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_812FLL_1998.pdf"
"000000000305","632Reg","Central","Regiones","Libro","Ciénagas de la Región Panzenú :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_2018_1999.pdf"
"000000000289","638Reg","Central","Regiones","Libro","Informes técnicos de las visitas realizadas por CORANTIOQUIA a los municipios de la jurisdicción :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_638REG_2000_TOMO_1.pdf"
"000000000289","638Reg","Central","Regiones","Libro","Informes técnicos de las visitas realizadas por CORANTIOQUIA a los municipios de la jurisdicción :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_638REG_2000_TOMO_2.pdf"
"000000000289","638Reg","Central","Regiones","Libro","Informes técnicos de las visitas realizadas por CORANTIOQUIA a los municipios de la jurisdicción :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_638REG_2000_TOMO_3.pdf"
"000000000289","638Reg","Central","Regiones","Libro","Informes técnicos de las visitas realizadas por CORANTIOQUIA a los municipios de la jurisdicción :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_638REG_2000_TOMO_4.pdf"
"000000000289","638Reg","Central","Regiones","Libro","Informes técnicos de las visitas realizadas por CORANTIOQUIA a los municipios de la jurisdicción :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_638REG_2000_TOMO_5.pdf"
"000000000289","638Reg","Central","Regiones","Libro","Informes técnicos de las visitas realizadas por CORANTIOQUIA a los municipios de la jurisdicción :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_638REG_2000_TOMO_6.pdf"
"000000000289","638Reg","Central","Regiones","Libro","Informes técnicos de las visitas realizadas por CORANTIOQUIA a los municipios de la jurisdicción :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_GESTI%C3%93NAMBIENTAL_638REG_2000_TOMO_7.pdf"
"000000000283","641Reg","Central","Regiones","Libro","Inventario hídrico de la región de los Hevéxicos (Occidente) de la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN1320_1999_1.pdf"
"000000000283","641Reg","Central","Regiones","Libro","Inventario hídrico de la región de los Hevéxicos (Occidente) de la jurisdicción de CORANTIOQUIA :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN1320_1999_2.pdf"
"000000005459","1787Le","Central","Especializ","Libro","Diseño y formulación de indicadores del Programa Participación Social y Educación para la Gestión Ambiental :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_2024_1999.pdf"
"000000000267","648Reg","Central","Regiones","Libro","Cuenta del bosque cuenca Piedras Blancas (Antioquia) /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_FLORA_648REG_1999.pdf"
"000000000275","649Reg","Central","Regiones","Libro","El color de los panes de sal desplazados en tierras ""vacas"" :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_2028_1999.pdf"
"000000000275","649Reg","Central","Regiones","Libro","El color de los panes de sal desplazados en tierras ""vacas"" :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_2028_1999_ANEXO_1.pdf"
"000000000275","649Reg","Central","Regiones","Libro","El color de los panes de sal desplazados en tierras ""vacas"" :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_2028_1999_ANEXO_2.pdf"
"000000000273","651Reg","Central","Regiones","Libro","Creación de colecciones de referencia arqueológica para el departamento de Antioquia y áreas circunvecinas inmediatas :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_927_1997.pdf"
"000000000241","654Reg","Central","Regiones","Libro","Proyecto manejo integral de residuos sólidos en el Cañón del Porce :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_1934_1999.pdf"
"000000000240","655Reg","Central","Regiones","Libro","Las mujeres y la leña :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1144_1998.pdf"
"000000010568","1915FLL","Central","Folletos","Folleto","Las plantas, un mundo para explorar :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1653_1999_1.pdf"
"000000024403","MIR149","Central","Institucional-Reserva","Folleto","Convive con ellos en libertad /","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_1653_1999_2.pdf"
"000000024401","844FLL","Central","Folletos","Folleto","La implementación de los planes de ordenamiento territorial : estudios del territorio Medellín 2000 :","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_1964_1999.pdf"
"000000000255","664Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_2.pdf"
"000000000254","665Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_3.pdf"
"000000000253","666Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_4.pdf"
"000000000252","667Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_5.pdf"
"000000000251","668Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_6.pdf"
"000000000234","669Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_7.pdf"
"000000000233","670Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_8.pdf"
"000000000232","671Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_9.pdf"
"000000000227","673Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de La Estrella /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_10_TOMO_1.pdf"
"000000000227","673Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de La Estrella /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_10_TOMO_2.pdf"
"000000000227","673Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de La Estrella /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_10_TOMO_3.pdf"
"000000000249","674Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Sabaneta /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_11_TOMO_1.pdf"
"000000000249","674Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Sabaneta /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_11_TOMO_2.pdf"
"000000008931","677Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Bello /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_12_TOMO_2.pdf"
"000000008932","678Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del valle de aburrá municipio de Copacabana :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_13_TOMO_1.pdf"
"000000008928","681Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_14_TOMO_2.pdf"
"000000008928","681Reg","Central","Regiones","Libro","Inventario del patrimonio urbanístico y arquitectónico del Valle de Aburrá, municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_1252_1998_14_TOMO_4.pdf"
"000000024380","860FLL","Central","Folletos","Folleto","Selección y manejo de árboles semilleros en la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1586_1999_2.pdf"
"000000000193","684Reg","Central","Regiones","Libro","Estudios y diseños planta de tratamiento de aguas residuales municipio de Valdivia :","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_CN_1634_1999.pdf"
"000000000190","685Reg","Central","Regiones","Libro","Poblamiento, marcas territoriales y estructuras en la cuenca media de la quebrada Santa Elena :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_2016_1999.pdf"
"000000000216","688Reg","Central","Regiones","Libro","Manual inicial de administración e intervención de las áreas de regulación hídrica en la jurisdicción de CORANTIOQUIA /","http://www.corantioquia.gov.co/ciadoc/AGUA/AIRNR_AGUA_688REG_2000.pdf"
"000000000215","689Reg","Central","Regiones","Libro","Excavación arqueológica en el edificio Carré :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CULTURA_689REG_2000.pdf"
"000000010689","690Reg","Central","Regiones","Libro","Fortalecimiento de la planificación ambiental en el Valle de Aburrá mediante la formulación de planes, programas, proyectos y términos de referencia, tendientes al conocimiento del estado de los recursos naturales en el Valle de Aburrá y la identificación de estrategias para su adecuado manejo :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_1726_1999.pdf"
"000000000187","693Reg","Central","Regiones","Libro","Historia del relieve y los suelos en el altiplano de Santa Rosa de Osos - Antioquia - región el Vergel /","http://www.corantioquia.gov.co/ciadoc/SUELO/AIRNR_CN_1745_1999.pdf"
"000000000186","694Reg","Central","Regiones","Libro","Educación y sensibilización ambiental y cultural en el Magdalena Medio Antioqueño /","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CULTURA_694REG_2000.pdf"
"000000024364","870FLL","Central","Folletos","Folleto","Vamos a reciclar :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_1775_1999.pdf"
"000000000183","697Reg","Central","Regiones","Libro","Transformaciones territoriales en los ecosistemas estratégicos del Valle de Aburrá :","http://www.corantioquia.gov.co/ciadoc/AREAS%20PROTEGIDAS/AIRNR_CN_2037_1999.pdf"
"000000000182","698Reg","Central","Regiones","Libro","Los organales como sitios de actividad humana antigua en Antioquia :","http://www.corantioquia.gov.co/ciadoc/FLORA/AIRNR_CN_1986_1999.pdf"
"000000000181","699Reg","Central","Regiones","Libro","Transformaciones territoriales en los ecosistemas estratégicos del Valle de Aburrá. La Cuchilla El Romeral :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_2045_1999.pdf"
"000000001037","821Reg","Central","Regiones","Libro","Poblamiento y desarrollo alfarero temprano en el corregimiento de Santa Rita, Andes, Antioquia : procesos de ocupación cultural y medio ambiente en el sitio ""La Querida"" :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_2039_1999.pdf"
"000000001038","822Reg","Central","Regiones","Libro","Poblamiento y territorialidad en el municipio de Sabanalarga, Antioquia :","http://www.corantioquia.gov.co/ciadoc/CULTURA/GC_CN_2027_1999.pdf"
"000000001039","823Reg","Central","Regiones","Libro","Manejo ambiental de haciendas ganaderas en el Bajo Cauca :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_1915_1999.pdf"
"000000001042","827Reg","Central","Regiones","Libro","Ubicación de algunas poblaciones de Crax alberti en el Bajo Cauca y Nordeste Antioqueño :","http://www.corantioquia.gov.co/ciadoc/FAUNA/AIRNR_CN_2055_1999.pdf"
"000000001050","832Reg","Central","Regiones","Libro","Estudio para la recuperación ambiental de la zona de Moravia en el municipio de Medellín :","http://www.corantioquia.gov.co/ciadoc/GESTI%C3%93N%20AMBIENTAL/GA_CN_1774_1999_TOMO_1.pdf"
