"a_o","identificador_de_la_orden","rama_de_la_entidad","sector_de_la_entidad","entidad","solicitante","fecha","proveedor","estado","solicitud","items","total","agregacion","ciudad","entidad_obigada"
"2020","53535","Ejecutiva","Función Pública","DISTRITO DE BARRANQUILLA","Orlando Mario Hernandez Ariza","2020-08-13T00:00:00.000","Controles Empresariales SAS","Cerrada","94213","Ver Conjunto detalle","183616362","IAD Softare I  Microsoft","Barranquilla","No obligada"
"2020","53555","Organismos autónomo o independientes",,"INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA","Richard Alberto Serna Maya","2020-08-14T00:00:00.000","UT SOFTLINEBEX 20202","Emitida","94337","Ver Conjunto detalle","162058824","IAD Softare I  Microsoft","MEDELLIN","No obligada"
"2020","53572","Organismos autónomo o independientes","Ambiente y Desarrollo Sostenible","Parques Nacionales Naturales  Dirección Territorial Orinoquía FONAM","Edgar Olaya Ospina","2020-08-14T00:00:00.000","ALFA PEOPLE ANDINO SAS","Emitida","94366","Ver Conjunto detalle","4654170","IAD Softare I  Microsoft","La Calera (Cundinamarca)","Obligada"
"2020","53582","Ejecutiva","Ambiente y Desarrollo Sostenible","JARDIN BOTANICO DE BOGOTA JOSE CELESTINO MUTIS","Martha Liliana Perdomo Ramirez","2020-08-14T00:00:00.000","UT Soft IG 3","Emitida","94378","Ver Conjunto detalle","440447869","IAD Softare I  Microsoft","Bogota","No obligada"
"2020","53587","Ejecutiva","Defensa Nacional","HOSPITAL MILITAR CENTRAL","Miguel Angel Obando Castillo","2020-08-14T00:00:00.000","Unión Temporal DELL EMC","Emitida","94390","Ver Conjunto detalle","151760472","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","53726","Ejecutiva","Transporte","UAE  REHABILITACION Y MANTENIMIENTO VIAL","Leonel Pinzón Reyes","2020-08-19T00:00:00.000","Unión Temporal DELL EMC","Emitida","94669","Ver Conjunto detalle","226856155","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","53827","Ejecutiva",,"SECRETARÍA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA","Hugo Acero Velasquez","2020-08-20T00:00:00.000","Unión Temporal DELL EMC","Emitida","94879","Ver Conjunto detalle","1141472452","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","53909","Organismos autónomo o independientes","Justicia y del Derecho","PERSONERIA DE BOGOTA DC","Joner Augusto Morad romero","2020-08-21T00:00:00.000","UT Soft IG 3","Emitida","95013","Ver Conjunto detalle","756381995","IAD Softare I  Microsoft","BOGOTA D.C.","No obligada"
"2020","53929","Ejecutiva","Defensa Nacional","SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA","Yuddy Samirna Velandia Delgado","2020-08-21T00:00:00.000","UT Soft IG 3","Emitida","95085","Ver Conjunto detalle","179429350","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","53960","Ejecutiva","Hacienda y Crédito Público","SECRETARIA DE HACIENDA  SOACHA","Ana Lucia Lopez Pinzon","2020-08-24T00:00:00.000","Unión Temporal DELL EMC","Emitida","95160","Ver Conjunto detalle","153594136","IAD Softare I  Microsoft","Soacha -  Cundinamarca","No obligada"
"2020","53980","Organismos autónomo o independientes","Hacienda y Crédito Público","FONDO DE PRESTACIONES ECONOMICAS CESANTIAS Y PENSIONES FONCEP","Angelica Malaver Gallego","2020-08-24T00:00:00.000","Unión Temporal DELL EMC","Emitida","95224","Ver Conjunto detalle","161920110","IAD Softare I  Microsoft","Bogotá DC","No obligada"
"2020","54027","Ejecutiva","Hacienda y Crédito Público","COLJUEGOS","Laura Melina Cabra Leguizamón","2020-08-25T00:00:00.000","Controles Empresariales SAS","Emitida","94518","Ver Conjunto detalle","35415839","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","54041","Ejecutiva","Defensa Nacional","SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA","Yuddy Samirna Velandia Delgado","2020-08-25T00:00:00.000","Union Temporal Nimbit","Emitida","95349","Ver Conjunto detalle","86075236","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","54045","Ejecutiva","Información Estadí­stica","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE","Marisol Muñoz Vargas","2020-08-25T00:00:00.000","UT SOFTLINEBEX 20202","Emitida","95296","Ver Conjunto detalle","1758324","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","54095","Ejecutiva","Ambiente y Desarrollo Sostenible","JARDIN BOTANICO DE BOGOTA JOSE CELESTINO MUTIS","Martha Liliana Perdomo Ramirez","2020-08-26T00:00:00.000","Unión Temporal DELL EMC","Emitida","95477","Ver Conjunto detalle","26806151","IAD Softare I  Microsoft","Bogota","No obligada"
"2020","54201","Ejecutiva","Cultura","ARCHIVO GENERAL DE LA NACION","Andrea Paola Sandra Beatriz  Prieto Mosquera","2020-08-28T00:00:00.000","UT Soft IG 3","Emitida","95742","Ver Conjunto detalle","251832327","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2020","54232","Ejecutiva","No Aplica","Cundinamarca  Gobernación de Cundinamarca  Secretaria de Educación","Myriam Antonieta Caldas Zarate","2020-08-28T00:00:00.000","Unión Temporal DELL EMC","Emitida","95719","Ver Conjunto detalle","349455568","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","54254","Organismos autónomo o independientes","Vivienda, Ciudad y Territorio","BOGOTA  EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE BOGOTÁ ESP","Noel Valencia Lopez","2020-08-28T00:00:00.000","Unión Temporal DELL EMC","Emitida","95904","Ver Conjunto detalle","178797973","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2020","54393","Organismos autónomo o independientes","Educación Nacional","INSTITUTO COLOMBIANO DE CREDITO EDUCATIVO Y ESTUDIOS TECNICOS EN EL EXTERIOR MARIANO OSPINA PEREZ ICETEX","Oscar Yovany Baquero Moreno","2020-08-31T00:00:00.000","Controles Empresariales SAS","Emitida","96069","Ver Conjunto detalle","1085873832","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","54445","Ejecutiva","Transporte","SUPERINTENDENCIA DE TRANSPORTE","Jennifer Del Rosario Bendek Rico","2020-09-01T00:00:00.000","UT Soft IG 3","Emitida","96093","Ver Conjunto detalle","454442689","IAD Softare I  Microsoft","BOGOTA DC","Obligada"
"2022","95851","Organismos autónomo o independientes","No Aplica","ANTIOQUIA  CONCEJO DE MEDELLIN","Nancy Estella Velasquez Parra","2022-09-12T00:00:00.000","UT Nimbit Union Temporal Nimbit","Emitida","166342","Ver Conjunto detalle","62380880","IAD Softare I  Microsoft","Medellín","No obligada"
"2020","54783","Ejecutiva","Trabajo","SUPERINTENDENCIA DE SUBSIDIO FAMILIAR","Elide Albaracin Morales","2020-09-07T00:00:00.000","Unión Temporal DELL EMC","Cerrada","96900","Ver Conjunto detalle","239868181","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2020","54924","Ejecutiva","Defensa Nacional","MINISTERIO DE DEFENSA NACIONAL  ESCUELA SUPERIOR DE GUERRA  DEPARTAMENTO GESTION ADMINISTRATIVA","Andres Vargas Restrepo","2020-09-09T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","97237","Ver Conjunto detalle","76717467","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","55113","Ejecutiva",,"MUNICIPIO DE MEDELLIN","Maria oliva Monsalve Rendon","2020-09-15T00:00:00.000","Controles Empresariales SAS","Emitida","96675","Ver Conjunto detalle","1438940016","IAD Softare I  Microsoft","Medellin","No obligada"
"2020","55166","Ejecutiva","Defensa Nacional","CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC TELEMATICA","Jeison Garcia Castaño","2020-09-15T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","97707","Ver Conjunto detalle","86671969","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","55171","Ejecutiva","Agricultura y Desarrollo Rural","MINAGRICULTURA","Daniel Mauricio Rozo Garzon","2020-09-15T00:00:00.000","UT Soft IG 3","Emitida","97677","Ver Conjunto detalle","43872547","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","55207","Ejecutiva","Defensa Nacional","DIRECCION GENERAL DE SANIDAD MILITARDISPENSARIO MEDICO SUR OCCIDENTE HEROES DE SUMAPAZ","Larry Luis Rosas Cortes","2020-09-16T00:00:00.000","Unión Temporal DELL EMC","Emitida","97757","Ver Conjunto detalle","242600711","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","55234","Ejecutiva","Defensa Nacional","FONDO ROTATORIO DE LA POLICIA","Jean Carlos Romero Romero","2020-09-16T00:00:00.000","Union Temporal Nimbit","Emitida","97778","Ver Conjunto detalle","38927682","IAD Softare I  Microsoft","BOGOTA D.C","Obligada"
"2020","55255","Ejecutiva","Defensa Nacional","HOSPITAL MILITAR CENTRAL","Miguel Angel Obando Castillo","2020-09-17T00:00:00.000","Unión Temporal DELL EMC","Emitida","97860","Ver Conjunto detalle","348030157","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","55322","Ejecutiva","Planeación","DEPARTAMENTO NACIONAL DE PLANEACION","Roberto Rommel Diazgranados Diaz","2020-09-17T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","97958","Ver Conjunto detalle","1812403711","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","55334","Ejecutiva","Defensa Nacional","FONDO ROTATORIO DE LA POLICIA","Rosalba Zamora Castro","2020-09-18T00:00:00.000","Unión Temporal DELL EMC","Emitida","98033","Ver Conjunto detalle","398363728","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","55354","Ejecutiva","Defensa Nacional","INDUSTRIA MILITAR  INDUMIL","Jose ilson Orjuela Avilan","2020-09-18T00:00:00.000","Unión Temporal DELL EMC","Emitida","97540","Ver Conjunto detalle","131254936","IAD Softare I  Microsoft","Bogota","No obligada"
"2020","55402","Ejecutiva","Planeación","SECRETARIA DISTRITAL DE PLANEACION","Marcela Rocio Marquez Arenas","2020-09-18T00:00:00.000","Unión Temporal DELL EMC","Cerrada","98098","Ver Conjunto detalle","74431466","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","55465","Ejecutiva","Deporte","ANTIOQUIAINSTITUTO DE DEPORTES Y RECREACIÓN INDERMEDELLIN","Diana Paola Toro Zuleta","2020-09-21T00:00:00.000","Union Temporal Nimbit","Cerrada","97855","Ver Conjunto detalle","417351566","IAD Softare I  Microsoft","Medellín","No obligada"
"2020","55475","Organismos autónomo o independientes","Vivienda, Ciudad y Territorio","EMPRESA DE RENOVACIÓN Y DESARROLLO URBANO DE BOGOTA SA","Katerynne Morales Roa","2020-09-22T00:00:00.000","Union Temporal Nimbit","Cerrada","98333","Ver Conjunto detalle","2000084","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2020","55485","Ejecutiva","Cultura","ARCHIVO GENERAL DE LA NACION","Andrea Paola Sandra Beatriz  Prieto Mosquera","2020-09-22T00:00:00.000","UT SOFTLINEBEX 2020","Cancelada","98321","Ver Conjunto detalle","50908319","IAD Softare I  Microsoft","BOGOTÁ","Obligada"
"2020","55509","Ejecutiva","Minas y Energía","MINISTERIO DE MINAS Y ENERGIA  GESTION GENERAL","Sonia Rosmira Rodriguez Garcia","2020-09-22T00:00:00.000","UT Soft IG 3","Emitida","98349","Ver Conjunto detalle","43038113","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
"2020","55522","Ejecutiva","Vivienda, Ciudad y Territorio","COMISION REG AGUA POTABLE SANEAMIENTO BASICO","Sandra Milena Fortich Torres","2020-09-22T00:00:00.000","Unión Temporal DELL EMC","Cerrada","98397","Ver Conjunto detalle","258702892","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","55526","Ejecutiva","Agricultura y Desarrollo Rural","UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS","Hector Hernando Acosta Jiménez","2020-09-22T00:00:00.000","UT Soft IG 3","Cerrada","98269","Ver Conjunto detalle","49729192","IAD Softare I  Microsoft","BOGOTA D.C","Obligada"
"2020","55550","Organismos autónomo o independientes",,"CONTRALORIA DE BOGOTA DC","Sandra Patricia Sotelo Tellez","2020-09-23T00:00:00.000","Controles Empresariales SAS","Emitida","98468","Ver Conjunto detalle","327597315","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","55604","Judicial","Justicia y del Derecho","RAMA JUDICIAL  CONSEJO SUPERIOR DE LA JUDICATURA","Carlos Fernando Galindo Castro","2020-09-23T00:00:00.000","Unión Temporal DELL EMC","Cerrada","98273","Ver Conjunto detalle","129587978","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2020","55650","Ejecutiva","Cultura","MINISTERIO DE CULTURA","Imelda Cecilia Rodriguez Peña","2020-09-24T00:00:00.000","UT Soft IG 3","Emitida","98655","Ver Conjunto detalle","382618002","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","55821","Ejecutiva","Transporte","ASOCIACION AEROPUERTO DEL CAFE","Amparo Sanchez Londoño","2020-09-28T00:00:00.000","Union Temporal Nimbit","Emitida","98788","Ver Conjunto detalle","7699200","IAD Softare I  Microsoft","MANIZALES","No obligada"
"2020","55858","Organismos autónomo o independientes",,"UAE  CUERPO OFICIAL DE BOMBEROS DE BOGOTA","Diego Andrés Moreno Bedoya","2020-09-28T00:00:00.000","Unión Temporal DELL EMC","Emitida","98968","Ver Conjunto detalle","27795997","IAD Softare I  Microsoft","Bogotá","No obligada"
"2020","55929","Ejecutiva","Defensa Nacional","DGSM","John Osaldo Sanchez Anzola","2020-09-29T00:00:00.000","Unión Temporal DELL EMC","Cerrada","99126","Ver Conjunto detalle","439841661","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","55931","Ejecutiva","Vivienda, Ciudad y Territorio","MINISTERIO DE VIVIENDA CIUDAD Y TERRITORIO","Catalina Franco Gómez","2020-09-29T00:00:00.000","UT Soft IG 3","Cerrada","99167","Ver Conjunto detalle","572796671","IAD Softare I  Microsoft","BOGOTÁ D.C.","Obligada"
"2020","55951","Ejecutiva","Deporte","Ministerio Del Deporte","Jaime Arturo Guerra Rodriguez","2020-09-30T00:00:00.000","Controles Empresariales SAS","Emitida","99207","Ver Conjunto detalle","15939337","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","55999","Ejecutiva","Minas y Energía","AGENCIA NACIONAL DE MINERÍA  ANM","Bibiana Marcela Gutierrez Castro","2020-09-30T00:00:00.000","Soluciones Orión Sucursal Colombia","Emitida","99254","Ver Conjunto detalle","1560467261","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","56000","Organismos autónomo o independientes","Comercio Industria y Turismo","INSTITUTO DE TURISMO DEL META","Did Marid Jimenez Gutierrez","2020-09-30T00:00:00.000","Unión Temporal DELL EMC","Emitida","98719","Ver Conjunto detalle","19563477","IAD Softare I  Microsoft","VILLAVICENCIO","No obligada"
"2020","56074","Ejecutiva","Comercio Industria y Turismo","INSTITUTO PARA LA ECONOMÍA SOCIAL","Jaime Yovanny Martin Martin","2020-10-02T00:00:00.000","Union Temporal Nimbit","Emitida","99394","Ver Conjunto detalle","75413000","IAD Softare I  Microsoft","BOGOTA","No obligada"
"2020","56189","Ejecutiva",,"FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES","Arleth Patricia Saurith Contreras","2020-10-06T00:00:00.000","UT Soft IG 3","Emitida","99333","Ver Conjunto detalle","992345154","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","56200","Ejecutiva","Defensa Nacional","FONDO ROTATORIO DE LA POLICIA","Jean Carlos Romero Romero","2020-10-06T00:00:00.000","Controles Empresariales SAS","Emitida","99663","Ver Conjunto detalle","10311076","IAD Softare I  Microsoft","BOGOTA D.C","Obligada"
"2020","56234","Ejecutiva","Defensa Nacional","POLICIA METROPOLITANA SANTIAGO DE CALI","Camilo Andres Serrano Jurado","2020-10-07T00:00:00.000","Unión Temporal DELL EMC","Emitida","99734","Ver Conjunto detalle","85763340","IAD Softare I  Microsoft","CALI","Obligada"
"2020","56236","Organismos autónomo o independientes","Educación Nacional","UNIVERSIDAD MILITAR NUEVA GRANADA","Cristhian Alberto Jimenez Jimenez","2020-10-07T00:00:00.000","Unión Temporal DELL EMC","Emitida","99120","Ver Conjunto detalle","309442042","IAD Softare I  Microsoft","BOGOTÁ","No obligada"
"2020","56309","Ejecutiva","Educación Nacional","MUNICIPIO DE ENVIGADO","Jemay Chacon Tabares","2020-10-08T00:00:00.000","COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA","Emitida","99993","Ver Conjunto detalle","566058428","IAD Softare I  Microsoft","Envigado","No obligada"
"2020","56318","Ejecutiva",,"FONDO DE DESARROLLO LOCAL DE SANTA FE","Dairo Alirio Giraldo Castaño","2020-10-08T00:00:00.000","Unión Temporal DELL EMC","Emitida","99659","Ver Conjunto detalle","41603421","IAD Softare I  Microsoft","Bogota D.C.","No obligada"
"2020","56350","Ejecutiva","Defensa Nacional","INSTITUTO DE CASAS FISCALES DEL EJERCITO","Patricia Fuquene Ahumada","2020-10-09T00:00:00.000","Controles Empresariales SAS","Emitida","100091","Ver Conjunto detalle","23381088","IAD Softare I  Microsoft","Bogotá","Obligada"
"2020","56392","Ejecutiva","Presidencia de la República","UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES","Andrea Lizeth Moreno Cuervo","2020-10-13T00:00:00.000","Controles Empresariales SAS","Cancelada","100174","Ver Conjunto detalle","18436975","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","56401","Ejecutiva","Interior","UAE  DIRECCION NACIONAL DE BOMBEROS","Carolina Escarraga Trejos","2020-10-13T00:00:00.000","Controles Empresariales SAS","Emitida","99407","Ver Conjunto detalle","27194207","IAD Softare I  Microsoft","bogota","Obligada"
"2020","56448","Ejecutiva","Salud y Protección Social","SUPERINTENDENCIA NACIONAL DE SALUD","Jeiner Duvan Velasquez Restrepo","2020-10-13T00:00:00.000","UT SOFTLINEBEX 2020","Cerrada","100300","Ver Conjunto detalle","990821245","IAD Softare I  Microsoft","Bogota","Obligada"
"2020","56475","Ejecutiva",,"RADIO TELEVISIÓN NACIONAL DE COLOMBIA RTVC","Laura Marcela Perdomo Fonseca","2020-10-14T00:00:00.000","Union Temporal Nimbit","Cerrada","100090","Ver Conjunto detalle","23183520","IAD Softare I  Microsoft","Bogotá D.C.","No obligada"
"2020","56496","Ejecutiva",,"MUNICIPIO DE MEDELLIN","Maria oliva Monsalve Rendon","2020-10-14T00:00:00.000","UT SOFTLINEBEX 2020","Emitida","96687","Ver Conjunto detalle","583120129","IAD Softare I  Microsoft","Medellin","No obligada"
"2020","56587","Ejecutiva","Relaciones Exteriores","UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA","Alejandra Maria Arcos Medina","2020-10-16T00:00:00.000","Controles Empresariales SAS","Emitida","100441","Ver Conjunto detalle","322546319","IAD Softare I  Microsoft","BOGOTA","Obligada"
"2020","56592","Ejecutiva","Minas y Energía","COMISION DE REGULACION DE ENERGIA Y GAS","Mauricio Velosa Cortes","2020-10-16T00:00:00.000","Controles Empresariales SAS","Emitida","100793","Ver Conjunto detalle","123335559","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","56593","Ejecutiva","Minas y Energía","COMISION DE REGULACION DE ENERGIA Y GAS","Mauricio Velosa Cortes","2020-10-16T00:00:00.000","UT Soft IG 3","Emitida","100803","Ver Conjunto detalle","20182661","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","56597","Ejecutiva","Minas y Energía","COMISION DE REGULACION DE ENERGIA Y GAS","Mauricio Velosa Cortes","2020-10-16T00:00:00.000","UT Soft IG 3","Emitida","100805","Ver Conjunto detalle","39292407","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","56599","Ejecutiva","Tecnologías de la Información y las comunicaciones","COMISION DE REGULACION DE COMUNICACIONES","Astrid Del Carmen Angel Bulla","2020-10-16T00:00:00.000","Unión Temporal DELL EMC","Emitida","100809","Ver Conjunto detalle","132376975","IAD Softare I  Microsoft","Bogotá D.C.","Obligada"
"2020","56601","Ejecutiva","Función Pública","ALCALDIA MUNICIPAL DE MADRID","Jorge Andres Tovar Forero","2020-10-16T00:00:00.000","Unión Temporal DELL EMC","Emitida","100821","Ver Conjunto detalle","215916456","IAD Softare I  Microsoft","MADRID","No obligada"
"2020","56715","Ejecutiva","Ciencia y Tecnología","INSTITUTO NACIONAL DE SALUD","Dora Nelsy Beltran Rincon","2020-10-19T00:00:00.000","Controles Empresariales SAS","Cerrada","101028","Ver Conjunto detalle","194461229","IAD Softare I  Microsoft","BOGOA","Obligada"
"2020","56777","Ejecutiva","Defensa Nacional","CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC TELEMATICA","Jeison Garcia Castaño","2020-10-20T00:00:00.000","Controles Empresariales SAS","Emitida","101233","Ver Conjunto detalle","31303563","IAD Softare I  Microsoft","Bogotá D.C","Obligada"
