"id_caso","id_caso_relacionado","a_o","mes","d_a","c_digo_dane_de_municipio","municipio","departamento","regi_n","modalidad","iniciativa","tipo_de_unidad_atacada","grupo_armado_1","descripci_n_grupo_armado","grupo_armado_2","descripci_n_grupo_armado_1","grupo_armado_3","descripci_n_grupo_armado_2","lesionados_civiles","grupo_al_que_pertenecen_los","capturados","lesionados_combatientes","militares","polic_as","otras_fuerzas_armadas","agentes_del_estado_sin","total_agentes_del_estado","guerrilleros","paramilitares","grupos_posdesmovilizaci_n","combatientes_sin_informaci","otros_grupos_armados","total_combatientes_de_grupos","total_combatientes","personas_sin_informaci_n","total_civiles","ventaja_militar","total_de_v_ctimas_del_caso","latitud_longitud"
"10016",,"1996","2","28","5284","FRONTINO","ANTIOQUIA","OCCIDENTE ANTIOQUEÑO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","DISIDENCIA EPL",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-76.1307651388 6.7760659116)"
"10017",,"1996","3","1","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GRUPO ARMADO NO IDENTIFICADO","NO APLICA",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SIN INFORMACIÓN","0","POINT (-74.1073590032 4.6501730303)"
"10018",,"1996","3","1","27372","JURADO","CHOCO","LITORAL PACIFICO","COMBATIENTE MUERTO EN CIRCUNSTANCIA NO DETERMINADA","SIN INFORMACIÓN","SIN INFORMACIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","GRUPO PARAMILITAR","NO IDENTIFICADO",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","SIN INFORMACIÓN","1","POINT (-77.7627509172 7.1036190826)"
"10019",,"1996","3","2","85010","AGUAZUL","CASANARE","PIEDEMONTE LLANERO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-72.5463002643 5.1726907655)"
"1002",,"1966","2","3","68406","LEBRIJA","SANTANDER","PROVINCIA DE SOTO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-73.2195514422 7.1133560811)"
"10020",,"1996","3","2","73408","LERIDA","TOLIMA","NORTE DEL TOLIMA","HOSTIGAMIENTO","SIN INFORMACIÓN","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SIN INFORMACIÓN","0","POINT (-74.910634355 4.8620253462)"
"10021",,"1996","3","3","20550","PELAYA","CESAR","SUR DE CESAR","HOSTIGAMIENTO","SIN INFORMACIÓN","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SIN INFORMACIÓN","0","POINT (-73.666354865 8.6886509639)"
"10022",,"1996","3","3","81736","SARAVENA","ARAUCA","SARARE","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"1",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-71.8723334257 6.9538595698)"
"10023",,"1996","3","4","5837","TURBO","ANTIOQUIA","URABA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","1","0","0","0","1","3","0","0","0","0","3","4","0","0","FUERZAS ARMADAS ESTATALES","4","POINT (-76.7291584376 8.089116411)"
"10024",,"1996","3","5","5250","EL BAGRE","ANTIOQUIA","BAJO CAUCA ANTIOQUEÑO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-74.7524956212 7.7115469731)"
"10025",,"1996","3","7","20001","VALLEDUPAR","CESAR","SIERRA NEVADA DE SANTA MARTA","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"1",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-73.259389309 10.4604812152)"
"10026",,"1996","3","7","25518","PAIME","CUNDINAMARCA","NOROCCIDENTE DE CUNDINAMARCA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-74.1522128773 5.3704874099)"
"10027",,"1996","3","7","11001","BOGOTA, D.C.","BOGOTA, D. C.","AREA METROPOLITANA DE BOGOTA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","FARC",,,"4",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-74.1073590032 4.6501730303)"
"10028",,"1996","3","8","25372","JUNIN","CUNDINAMARCA","ALTIPLANO CUNDIBOYACENSE","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-73.656894239 4.6405137647)"
"10029",,"1996","3","8","5480","MUTATA","ANTIOQUIA","URABA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","2","0","0","0","0","2","2","0","0","FUERZAS ARMADAS ESTATALES","2","POINT (-76.4358754017 7.2428750572)"
"1003",,"1966","2","8","19212","CORINTO","CAUCA","NORTE DEL CAUCA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GRUPO ARMADO NO IDENTIFICADO","NO APLICA",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-76.2613141858 3.1738154571)"
"10030",,"1996","3","8","5045","APARTADO","ANTIOQUIA","URABA","COMBATE Y/O CONTACTO ARMADO","SIN INFORMACIÓN","SIN INFORMACIÓN","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","GRUPO ARMADO NO IDENTIFICADO","NO APLICA",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","SIN INFORMACIÓN","2","POINT (-76.6259606537 7.8834174058)"
"10031",,"1996","3","9","85010","AGUAZUL","CASANARE","PIEDEMONTE LLANERO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-72.5463002643 5.1726907655)"
"10032",,"1996","3","11","8001","BARRANQUILLA","ATLANTICO","NORTE DE ATLANTICO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GRUPO ARMADO NO IDENTIFICADO","NO APLICA",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-74.7952590482 10.9759268186)"
"10033","CR021348","1996","3","11","15377","LABRANZAGRANDE","BOYACA","ORIENTE DE BOYACA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"1",,"0","0","3","0","0","0","3","0","0","0","0","0","0","3","0","0","GRUPOS ARMADOS ORGANIZADOS","3","POINT (-72.5777701202 5.562687048)"
"10034",,"1996","3","12","95001","SAN JOSE DEL GUAVIARE","GUAVIARE","ARIARI GUAYABERO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","EJÉRCITO NACIONAL - POLICÍA NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-72.6389862155 2.5664283992)"
"10035",,"1996","3","12","19130","CAJIBIO","CAUCA","NORTE DEL CAUCA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"1",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-76.570884274 2.6233382537)"
"10036","CR021007","1996","3","12","70230","CHALAN","SUCRE","MONTES DE MARIA","ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","11","0","0","11","0","0","0","0","0","0","11","0","0","GRUPOS ARMADOS ORGANIZADOS","11","POINT (-75.3126963135 9.5453516237)"
"10037",,"1996","3","13","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","DAS","GRUPO ARMADO NO IDENTIFICADO","NO APLICA",,,"0",,"0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-75.8755779091 8.7451325909)"
"10038","CR007115","1996","3","13","5604","REMEDIOS","ANTIOQUIA","NORDESTE ANTIOQUEÑO","ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-74.695944258 7.0260940527)"
"10039",,"1996","3","14","66088","BELEN DE UMBRIA","RISARALDA","EJE CAFETERO","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ERG",,,"1",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-75.8682185239 5.2006453765)"
"1004",,"1966","2","11","73555","PLANADAS","TOLIMA","SUR DEL TOLIMA","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-75.6439614722 3.1976614695)"
"10040",,"1996","3","15","50006","ACACIAS","META","PIEDEMONTE LLANERO","COMBATE Y/O CONTACTO ARMADO","SIN INFORMACIÓN","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","SIN INFORMACIÓN","1","POINT (-73.765936654 3.9901206633)"
"10041",,"1996","3","15","25535","PASCA","CUNDINAMARCA","SUMAPAZ","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"2",,"0","0","2","0","0","0","2","0","0","0","0","0","0","2","0","0","GRUPOS ARMADOS ORGANIZADOS","2","POINT (-74.3054599341 4.3098544118)"
"10042","CR012103","1996","3","15","20710","SAN ALBERTO","CESAR","MAGDALENA MEDIO","COMBATE Y/O CONTACTO ARMADO","SIN INFORMACIÓN","SIN INFORMACIÓN","AGENTE DEL ESTADO","POLICÍA NACIONAL","GRUPO PARAMILITAR","AUTODEFENSAS UNIDAS DE COLOMBIA AUC",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","SIN INFORMACIÓN","0","POINT (-73.394225336 7.76082642)"
"10043",,"1996","3","16","20443","MANAURE BALCON DEL CESAR","CESAR","SERRANIA DEL PERIJA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","ELN",,,"5",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-73.0283204603 10.3908986424)"
"10044",,"1996","3","16","5604","REMEDIOS","ANTIOQUIA","NORDESTE ANTIOQUEÑO","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD FIJA","AGENTE DEL ESTADO","POLICÍA NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-74.695944258 7.0260940527)"
"10045",,"1996","3","17","18094","BELEN DE LOS ANDAQUIES","CAQUETA","FLORENCIA Y AREA DE INFLUENCIA","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","FUERZAS ARMADAS ESTATALES","1","POINT (-75.8724739494 1.4157864456)"
"10046",,"1996","3","17","95001","SAN JOSE DEL GUAVIARE","GUAVIARE","ARIARI GUAYABERO","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-72.6389862155 2.5664283992)"
"10047",,"1996","3","17","5234","DABEIBA","ANTIOQUIA","OCCIDENTE ANTIOQUEÑO","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","FUERZAS ARMADAS ESTATALES","0","POINT (-76.2629766474 7.0003219398)"
"10048",,"1996","3","17","95015","CALAMAR","GUAVIARE","ARIARI GUAYABERO","COMBATE Y/O CONTACTO ARMADO","GRUPOS ARMADOS ORGANIZADOS","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","FARC",,,"0",,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","GRUPOS ARMADOS ORGANIZADOS","1","POINT (-72.655171997 1.9601086332)"
"10049",,"1996","3","18","85125","HATO COROZAL","CASANARE","LLANOS ORIENTALES","COMBATE Y/O CONTACTO ARMADO","FUERZAS ARMADAS ESTATALES","SIN INFORMACIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GUERRILLA","ELN",,,"0",,"0","0","0","0","0","0","0","5","0","0","0","0","5","5","0","0","FUERZAS ARMADAS ESTATALES","5","POINT (-71.7649225437 6.1561724433)"
"1005",,"1966","2","12","73168","CHAPARRAL","TOLIMA","SUR DEL TOLIMA","HOSTIGAMIENTO","GRUPOS ARMADOS ORGANIZADOS","UNIDAD EN MOVIMIENTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","GRUPO ARMADO NO IDENTIFICADO","NO APLICA",,,"0",,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GRUPOS ARMADOS ORGANIZADOS","0","POINT (-75.4807430536 3.7230683757)"
