"id","anio","departame_nombre","institucion","municipio_nombre","contacto","telefono","movil","direccion","email","num_cat","num_sens","fecha_de_cargue","id_indicador","inversion","fecha_vigencia","meta_nacional","municipio_cod"
,"2018","LA GUAJIRA","I.E. NUESTRA SE�ORA DEL CARMEN","HATONUEVO",,"3015371355",,"DAMARIS CERCHAR",,"1","100","2018-12-31",,"391797,0714","2018-12-31","900000","44378"
,"2017","NARI�O","IE MUNICIPAL AURELIO ARTURO MARTINEZ","PASTO",,"7226030","3165384301",,,"4","400","2017-12-31",,"1990007,5790","2017-12-31","900000","52001"
,"2018","MAGDALENA","RODRIGO VIVES DE ANDREIS","ZONA BANANERA",,"3178285402",,"Barrio Las Palmas",,"1","118","2018-12-31",,"462320,5442","2018-12-31","900000","47980"
,"2018","MAGDALENA","RODRIGO VIVES DE ANDREIS","ZONA BANANERA",,"3178285402",,"Barrio Las Palmas",,"1","118","2018-12-31",,"462320,5442","2018-12-31","900000","47980"
,"2018","MAGDALENA","RODRIGO VIVES DE ANDREIS","ZONA BANANERA",,"3178285402",,"Barrio Las Palmas",,"1","118","2018-12-31",,"462320,5442","2018-12-31","900000","47980"
,"2018","MAGDALENA","RODRIGO VIVES DE ANDREIS","ZONA BANANERA",,"3178285402",,"Barrio Las Palmas",,"1","118","2018-12-31",,"462320,5442","2018-12-31","900000","47980"
,"2016","ANTIOQUIA","I E SAN JOSE","ITAGUI",,"3174408011","3174408011",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","05360"
,"2014","ATLANTICO","NUEVO COLEGIO T�CNICO DEL SANTUARIO","BARRANQUILLA",,,"3017379894","NUEVO COLEGIO T�CNICO DEL SANTUARIO",,"3","450","2014-12-31",,"595390,3555","2014-12-31","900000","08001"
,"2015","MAGDALENA","Iglesia Cristiana Amor y Luz a las Naciones","SANTA MARTA",,,"3178636531",,,"1","80","2015-12-31",,"269554,1635","2015-12-31","900000","47001"
,"2016","CORDOBA","WINSOR ROYAL SCHOOL","MONTERIA",,"7905288","3006788440",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","23001"
,"2014","BOGOTA","PACIFIC RUBIALES","BOGOTA, D.C.",,,"3143286001","PACIFIC RUBIALES",,"1","160","2014-12-31",,"211694,3486","2014-12-31","900000","11001"
,"2014","CORDOBA","ALIANZA PARA EL PROGRESO","CIENAGA DE ORO",,,"3148655832","ALIANZA PARA EL PROGRESO",,"1","150","2014-12-31",,"198463,4518","2014-12-31","900000","23189"
,"2019","ANTIOQUIA","IE ATANASIO GIRARDOT","BELLO",,,,,,,"118","2019-12-31",,"411509,6600","2019-12-31",,"05088"
,"2017","SANTANDER","COLEGIO SANTA MAR�A GORETTI","BUCARAMANGA",,"6521515",,,,"1","77","2017-12-31",,"383076,4589","2017-12-31","900000","68001"
,"2017","LA GUAJIRA","FUNDACI�N SEMILLAS COLOMBIA","MAICAO",,"7267074","3014529581",,,"3","300","2017-12-31",,"1492505,6843","2017-12-31","900000","44430"
,"2016","SUCRE","I.E SAN JOSE","SAN BENITO ABAD",,"3012627373","3012627373",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","70678"
,"2019","RISARALDA","COLEGIO SUR ORIENTAL","PEREIRA",,,,,,,"102","2019-12-31",,"355711,7400","2019-12-31",,"66001"
,"2014","CORDOBA","EL NOCTURNO","SAHAGUN",,,"3006104282","EL NOCTURNO",,"3","450","2014-12-31",,"595390,3555","2014-12-31","900000","23660"
,"2018","HUILA","Colegio Padre Arturo","NEIVA",,"3024298172",,"km 2 v�a El Cagu�n",,"1","110","2018-12-31",,"430976,7785","2018-12-31","900000","41001"
,"2018","HUILA","Colegio Padre Arturo","NEIVA",,"3024298172",,"km 2 v�a El Cagu�n",,"1","110","2018-12-31",,"430976,7785","2018-12-31","900000","41001"
,"2014","NORTE DE SANTANDER","COLEGIO ROOSVELT","CUCUTA",,,"3144156723","COLEGIO ROOSVELT",,"2","380","2014-12-31",,"502774,0780","2014-12-31","900000","54001"
,"2018","META","ANTHONY A. PHIPPS","VILLAVICENCIO",,,,"Barrio San Benito",,"1","130","2018-12-31",,"509336,1928","2018-12-31","900000","50001"
,"2018","META","ANTHONY A. PHIPPS","VILLAVICENCIO",,,,"Barrio San Benito",,"1","130","2018-12-31",,"509336,1928","2018-12-31","900000","50001"
,"2018","META","ANTHONY A. PHIPPS","VILLAVICENCIO",,,,"Barrio San Benito",,"1","130","2018-12-31",,"509336,1928","2018-12-31","900000","50001"
,"2018","META","ANTHONY A. PHIPPS","VILLAVICENCIO",,,,"Barrio San Benito",,"1","130","2018-12-31",,"509336,1928","2018-12-31","900000","50001"
,"2018","HUILA","HUMBERTO MU�OZ ORDO�EZ","PITALITO",,,,"CALLE 5 # 13 - 10",,"1","105","2018-12-31",,"411386,9250","2018-12-31","900000","41551"
,"2017","ANTIOQUIA","I.E ALBERTO D�AZ MU�OZ","BELLO",,"3127883105","3146614299",,,"8","1200","2017-12-31",,"5970022,7372","2017-12-31","900000","05088"
,"2015","NORTE DE SANTANDER","Colegio San Jos� de C�cuta","CUCUTA",,,"3202878537",,,"4","500","2015-12-31",,"1684713,5221","2015-12-31","900000","54001"
,"2015","CAUCA","I.E. Julumito","POPAYAN",,,"3137446190",,,"1","136","2015-12-31",,"458242,0780","2015-12-31","900000","19001"
,"2017","CUNDINAMARCA","COLEGIO DIVINO NI�O","UBALA",,"8537024","3134997333",,,"4","400","2017-12-31",,"1990007,5790","2017-12-31","900000","25839"
,"2016","BOYACA","UNIVERSIDAD PEDAG�GICA Y TECNOL�GICA DE COLOMBIA (UPTC)","TUNJA",,"7405626","3115746322",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","15001"
,"2018","VALLE DEL CAUCA","ALFREDO POSADA CORREA","PRADERA",,,,"carrera 13 con calle 11 esquina",,"1","91","2018-12-31",,"356535,3350","2018-12-31","900000","76563"
,"2018","VALLE DEL CAUCA","ALFREDO POSADA CORREA","PRADERA",,,,"carrera 13 con calle 11 esquina",,"1","91","2018-12-31",,"356535,3350","2018-12-31","900000","76563"
,"2014","BOLIVAR","IE NACIONAL PINILLOS","MOMPOS",,,,"IE NACIONAL PINILLOS",,"4","545","2014-12-31",,"721083,8750","2014-12-31","900000","13468"
,"2017","CUNDINAMARCA","INSTUTUCION EDUCATIVA DEPARTANENTAL SAN JUAN BOSCO","TABIO",,"5933040","4371478",,,"2","230","2017-12-31",,"1144254,3579","2017-12-31","900000","25785"
,"2018","NORTE DE SANTANDER","COL. SANTOS APOSTOLES","CUCUTA",,"3227379130",,"Av, 6 N� 6 - 54",,"1","30","2018-12-31",,"117539,1214","2018-12-31","900000","54001"
,"2018","NORTE DE SANTANDER","COL. SANTOS APOSTOLES","CUCUTA",,"3227379130",,"Av, 6 N� 6 - 54",,"1","30","2018-12-31",,"117539,1214","2018-12-31","900000","54001"
,"2018","CUNDINAMARCA","I.E. LAS VILLAS-SEDE LIBERTADORES","SOACHA",,"3002888210",,"carrera 1 H # 14 B - 38",,"1","50","2018-12-31",,"195898,5357","2018-12-31","900000","25754"
,"2018","CORDOBA","ESCUELA NORMAL SUPERIOR LACIDES IRLARTE","SAHAGUN",,"3008000998",,"cra 19 n 16 30 BRR san Roque",,"1","74","2018-12-31",,"289929,8328","2018-12-31","900000","23660"
,"2018","CORDOBA","ESCUELA NORMAL SUPERIOR LACIDES IRLARTE","SAHAGUN",,"3008000998",,"cra 19 n 16 30 BRR san Roque",,"1","74","2018-12-31",,"289929,8328","2018-12-31","900000","23660"
,"2016","NORTE DE SANTANDER","COLEGIO CAYETANO FRANCO PINZON","TEORAMA",,"3142755578","3142755578",,,"1","46","2016-12-31",,"389823,1671","2016-12-31","900000","54800"
,"2015","HUILA","Colegio Reynaldo Matiz","NEIVA",,,"3177562687",,,"2","160","2015-12-31",,"539108,3270","2015-12-31","900000","41001"
,"2018","NORTE DE SANTANDER","MARCO FIDEL SUAREZ","EL ZULIA",,"3003028805",,"CALLE 8 # 1 - 21",,"1","113","2018-12-31",,"442730,6907","2018-12-31","900000","54261"
,"2019","MAGDALENA","POLICIA NACIONAL","SANTA MARTA",,,,,,,"94","2019-12-31",,"327812,7800","2019-12-31",,"47001"
,"2014","ANTIOQUIA","IE MAR�A MAZARELLO","MEDELLIN",,,"3007622152","IE MAR�A MAZARELLO",,"2","727","2014-12-31",,"961886,1966","2014-12-31","900000","05001"
,"2014","BOLIVAR","IE DE JUANA SANCHEZ","HATILLO DE LOBA",,,"3202378415","IE DE JUANA SANCHEZ",,"4","580","2014-12-31",,"767392,0138","2014-12-31","900000","13300"
,"2017","AMAZONAS","CENTRO ZONAL LETICIA","LETICIA",,"5928060","3124336054",,,"1","57","2017-12-31",,"283576,0800","2017-12-31","900000","91001"
,"2016","CORDOBA","IE CAMILO TORRES","MONTERIA",,"7864671","3157064086",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","23001"
,"2016","CORDOBA","IE CAMILO TORRES","MONTERIA",,"7864671","3157064086",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","23001"
,"2018","CESAR","SOR MATILDE SASTOQUE","SAN MARTIN",,,,"calle 17 # 8 - 50 B. Las Orquideas",,"1","106","2018-12-31",,"415304,8957","2018-12-31","900000","20770"
,"2015","BOGOTA","Colegio Agustiniano Tagaste","BOGOTA, D.C.",,,"3143670137",,,"2","240","2015-12-31",,"808662,4906","2015-12-31","900000","11001"
,"2018","CALDAS","Liceo Mixto Malabar","MANIZALES",,"8784088",,"Calle 67F #40-90",,"1","78","2018-12-31",,"305601,7157","2018-12-31","900000","17001"
,"2018","CALDAS","Liceo Mixto Malabar","MANIZALES",,"8784088",,"Calle 67F #40-90",,"1","78","2018-12-31",,"305601,7157","2018-12-31","900000","17001"
,"2016","VALLE DEL CAUCA","COLEGIO LA MILAGROSA","PALMIRA",,"2758170","3103596970",,,"1","88","2016-12-31",,"745748,6676","2016-12-31","900000","76520"
,"2018","BOGOTA","COLEGIO ISLA DEL SOL IED","BOGOTA, D.C.",,"3177069593",,"calle 67 B sur 63 -15",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO ISLA DEL SOL IED","BOGOTA, D.C.",,"3177069593",,"calle 67 B sur 63 -15",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO ISLA DEL SOL IED","BOGOTA, D.C.",,"3177069593",,"calle 67 B sur 63 -15",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO ISLA DEL SOL IED","BOGOTA, D.C.",,"3177069593",,"calle 67 B sur 63 -15",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO ISLA DEL SOL IED","BOGOTA, D.C.",,"3177069593",,"calle 67 B sur 63 -15",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO ISLA DEL SOL IED","BOGOTA, D.C.",,"3177069593",,"calle 67 B sur 63 -15",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO ISLA DEL SOL IED","BOGOTA, D.C.",,"3177069593",,"calle 67 B sur 63 -15",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO ISLA DEL SOL IED","BOGOTA, D.C.",,"3177069593",,"calle 67 B sur 63 -15",,"1","90","2018-12-31",,"352617,3642","2018-12-31","900000","11001"
,"2015","NORTE DE SANTANDER","I.T.Maria Inmaculada","VILLA DEL ROSARIO",,,"3156265952",,,"2","500","2015-12-31",,"1684713,5221","2015-12-31","900000","54874"
,"2019","TOLIMA","I.E TOTARCO","COYAIMA",,,,,,,"162","2019-12-31",,"564953,9400","2019-12-31",,"73217"
,"2014","NARI�O","IE SAN ANTONIO DE PADUA","PUPIALES",,,"3136384251","IE SAN ANTONIO DE PADUA",,"4","600","2014-12-31",,"793853,8074","2014-12-31","900000","52585"
,"2018","SANTANDER","COLEGIO INEM CUSTODIO GARCIA ROVIRA","BUCARAMANGA",,"3114403446",,"carrera 19 A #  104 - 56",,"1","119","2018-12-31",,"466238,5150","2018-12-31","900000","68001"
,"2018","SANTANDER","COLEGIO INEM CUSTODIO GARCIA ROVIRA","BUCARAMANGA",,"3114403446",,"carrera 19 A #  104 - 56",,"1","119","2018-12-31",,"466238,5150","2018-12-31","900000","68001"
,"2018","RISARALDA","tecnico superior","PEREIRA",,"3213756-0",,"CRA 27 NO 10-20 SECTOR LA JULITA",,"1","98","2018-12-31",,"383961,1300","2018-12-31","900000","66001"
,"2018","RISARALDA","tecnico superior","PEREIRA",,"3213756-0",,"CRA 27 NO 10-20 SECTOR LA JULITA",,"1","98","2018-12-31",,"383961,1300","2018-12-31","900000","66001"
,"2016","ANTIOQUIA","AUDITORIO SENA SECCIONAL TURBO","TURBO",,"8280072",,,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","05837"
,"2016","ANTIOQUIA","AUDITORIO SENA SECCIONAL TURBO","TURBO",,"8280072",,,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","05837"
,"2016","ANTIOQUIA","AUDITORIO SENA SECCIONAL TURBO","TURBO",,"8280072",,,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","05837"
,"2016","AMAZONAS","SAGRADO CORAZON","LETICIA",,"3504530415","3504530415",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","91001"
,"2016","AMAZONAS","SAGRADO CORAZON","LETICIA",,"3504530415","3504530415",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","91001"
,"2016","AMAZONAS","SAGRADO CORAZON","LETICIA",,"3504530415","3504530415",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","91001"
,"2016","AMAZONAS","SAGRADO CORAZON","LETICIA",,"3504530415","3504530415",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","91001"
,"2018","AMAZONAS","CDI METARE","LETICIA",,,,"Macedonia",,"1","80","2018-12-31",,"313437,6571","2018-12-31","900000","91001"
,"2019","CALDAS","IE NORMAL SUPERIOR SAN JOS�","PACORA",,,,,,,"110","2019-12-31",,"383610,7000","2019-12-31",,"17513"
,"2019","NARI�O","COLEGIO SAN FELIPE NERI","PASTO",,,,,,,"224","2019-12-31",,"781170,8800","2019-12-31",,"52001"
,"2015","NORTE DE SANTANDER","ANSPE","CUCUTA",,,"3108541024",,,"1","93","2015-12-31",,"313356,7151","2015-12-31","900000","54001"
,"2019","BOYACA","E.NORMAL SANTIAGO DE TUNJA","TUNJA",,,,,,,"162","2019-12-31",,"564953,9400","2019-12-31",,"15001"
,"2016","SANTANDER","COLEGIO VIRREY SOLIS","BUCARAMANGA",,"3209172591","3209172591",,,"1","108","2016-12-31",,"915237,0011","2016-12-31","900000","68001"
,"2017","BOYACA","COLEGIO  LEON DE GREIFF","TUNJA",,"3012361945","3012361945",,,"2","200","2017-12-31",,"995003,7895","2017-12-31","900000","15001"
,"2018","CORDOBA","I.E EL CARITO","LORICA",,"3004255547",,"CARLOS ALTAMIRANDA",,"1","30","2018-12-31",,"117539,1214","2018-12-31","900000","23417"
,"2018","CESAR","ANGELA MAR�A TORRES SUAREZ","BECERRIL",,"3165786230",,"CARRER 1 # 10 - 44 BARRIO SOURDIS",,"1","112","2018-12-31",,"438812,7200","2018-12-31","900000","20045"
,"2017","VALLE DEL CAUCA","COLEGIO SAN FRANCISCO DE ASIS","CALI",,"8858838","3155021434",,,"12","1580","2017-12-31",,"7860529,9373","2017-12-31","900000","76001"
,"2018","CUNDINAMARCA","Colegio San Francisco de Sales","COTA",,"�310 625 93",,"V�a Siberia-Cota km 2,8��",,"1","125","2018-12-31",,"489746,3392","2018-12-31","900000","25214"
,"2018","CUNDINAMARCA","Colegio San Francisco de Sales","COTA",,"�310 625 93",,"V�a Siberia-Cota km 2,8��",,"1","125","2018-12-31",,"489746,3392","2018-12-31","900000","25214"
,"2017","NARI�O","ONG LA RED","SAMANIEGO",,,,,,"4","400","2017-12-31",,"1990007,5790","2017-12-31","900000","52678"
,"2016","BOGOTA","COLEGIO ALFONZO LOPEZ MICHELSEN","BOGOTA, D.C.",,"3564978","3204173884",,,"1","170","2016-12-31",,"1440650,8352","2016-12-31","900000","11001"
,"2014","BOLIVAR","IED DEL PE��N","EL PE�ON",,,"3102813573","IED DEL PE��N",,"3","450","2014-12-31",,"595390,3555","2014-12-31","900000","13268"
,"2015","VALLE DEL CAUCA","Centro Nautico Pesquero","BUENAVENTURA",,,"3182278330",,,"3","360","2015-12-31",,"1212993,7359","2015-12-31","900000","76109"
,"2015","NORTE DE SANTANDER","Colegio Nuestra Se�ora del Rosario","CUCUTA",,,"3147811706",,,"3","370","2015-12-31",,"1246688,0063","2015-12-31","900000","54001"
,"2018","RISARALDA","INEM FELIPE PEREZ","PEREIRA",,"3176446390",,"Barrio jard�n I etapa",,"1","108","2018-12-31",,"423140,8371","2018-12-31","900000","66001"
,"2018","RISARALDA","INEM FELIPE PEREZ","PEREIRA",,"3176446390",,"Barrio jard�n I etapa",,"1","108","2018-12-31",,"423140,8371","2018-12-31","900000","66001"
,"2015","ATLANTICO","Colegio Colon","BARRANQUILLA",,,"3164713577",,,"4","460","2015-12-31",,"1549936,4403","2015-12-31","900000","08001"
,"2015","ATLANTICO","Heidy Manjarres Mosquera","BARRANQUILLA",,,"3003437200",,,"4","460","2015-12-31",,"1549936,4403","2015-12-31","900000","08001"
,"2014","VALLE DEL CAUCA","COLEGIO CENTEC","CALI",,,"3122884842","COLEGIO CENTEC",,"3","450","2014-12-31",,"595390,3555","2014-12-31","900000","76001"
,"2016","HUILA","COLEGIO PIAGET","NEIVA",,"8708519","3102965843",,,"1","80","2016-12-31",,"677953,3342","2016-12-31","900000","41001"
,"2016","QUINDIO","SANTA TERESITA DE PIJAO","SALENTO",,"7593483","3108719684",,,"1","97","2016-12-31",,"822018,4177","2016-12-31","900000","63690"
,"2015","ATLANTICO","ied francisco de paula santanderdevoluciones","GALAPA",,,"3126653825",,,"5","1000","2015-12-31",,"3369427,0442","2015-12-31","900000","08296"
,"2019","SUCRE","IE SIMON ARAUJO","SINCELEJO",,,,,,,"153","2019-12-31",,"533567,6100","2019-12-31",,"70001"
,"2019","HUILA","LICEO MODERNO PLATE�O","LA PLATA",,,,,,,"66","2019-12-31",,"230166,4200","2019-12-31",,"41396"
,"2016","CAUCA","INSTITUTO TECNICO INDUSTRIAL","POPAYAN",,"8239586","3148622754",,,"1","110","2016-12-31",,"932185,8345","2016-12-31","900000","19001"
,"2018","META","IE BRISAS DE IRIQU�","GRANADA",,"3132482599",,"CALLE 18 BARRIO PARAISO",,"1","118","2018-12-31",,"462320,5442","2018-12-31","900000","50313"
,"2018","CASANARE","LUIS CARLOS GALAN","YOPAL",,"3118907928",,"La Chaparrera",,"1","105","2018-12-31",,"411386,9250","2018-12-31","900000","85001"
,"2018","CASANARE","LUIS CARLOS GALAN","YOPAL",,"3118907928",,"La Chaparrera",,"1","105","2018-12-31",,"411386,9250","2018-12-31","900000","85001"
,"2018","TOLIMA","COLEGIO TOLIMENSE","IBAGUE",,"3173806312",,"Carrera 7 Cll 12 esquina Bel�n",,"1","96","2018-12-31",,"376125,1885","2018-12-31","900000","73001"
,"2018","TOLIMA","COLEGIO TOLIMENSE","IBAGUE",,"3173806312",,"Carrera 7 Cll 12 esquina Bel�n",,"1","96","2018-12-31",,"376125,1885","2018-12-31","900000","73001"
,"2015","NORTE DE SANTANDER","Colegio Gonsalo Rivera Laguado","CUCUTA",,,"3158281664",,,"2","400","2015-12-31",,"1347770,8176","2015-12-31","900000","54001"
,"2018","QUINDIO","CIUDADELA DE OCCIDENTE","ARMENIA",,,,"CALLE 22 CARRERA 45",,"1","124","2018-12-31",,"485828,3685","2018-12-31","900000","63001"
,"2018","QUINDIO","CIUDADELA DE OCCIDENTE","ARMENIA",,,,"CALLE 22 CARRERA 45",,"1","124","2018-12-31",,"485828,3685","2018-12-31","900000","63001"
,"2015","LA GUAJIRA","IE Agropecuaria de Fonseca","FONSECA",,,"3145432457",,,"1","136","2015-12-31",,"458242,0780","2015-12-31","900000","44279"
,"2014","CORDOBA","IE DAVID SANCHEZ JULIAO","LORICA",,,"3102813573","IE DAVID SANCHEZ JULIAO",,"1","150","2014-12-31",,"198463,4518","2014-12-31","900000","23417"
,"2017","ANTIOQUIA","I.E PASCUAL BRAVO","MEDELLIN",,,,,,"15","2040","2017-12-31",,"10149038,6533","2017-12-31","900000","05001"
,"2019","MAGDALENA","COLEGIO DIOCESANO SAN JOS�","SANTA MARTA",,,,,,,"280","2019-12-31",,"976463,6000","2019-12-31",,"47001"
,"2016","BOLIVAR","CARTAGENA INTERNATIONAL SCHOOL","CARTAGENA",,"3105992050","3105992050",,,"1","100","2016-12-31",,"847441,6677","2016-12-31","900000","13001"
,"2019","CUNDINAMARCA","COLEGIO HERMANAS MISIONERAS DE LA CONSOLATA","AGUA DE DIOS",,,,,,,"182","2019-12-31",,"634701,3400","2019-12-31",,"25001"
,"2018","BOYACA","LOS LIBERTADORES","SOGAMOSO",,"3223546966",,"CALLE 13 # 25 - 5",,"1","105","2018-12-31",,"411386,9250","2018-12-31","900000","15759"
,"2014","RISARALDA","CIUDAD BOQUIA","PEREIRA",,,,"CIUDAD BOQUIA",,"4","658","2014-12-31",,"870593,0087","2014-12-31","900000","66001"
,"2017","NACIONAL","IGLESIA CENTRO DE FE ESPERANZA","NACIONAL",,"3138608852","3138608852",,,"1","60","2017-12-31",,"298501,1368","2017-12-31","900000","0"
,"2019","MAGDALENA","COLEGIO DIOCESANO SAN JOS�","SANTA MARTA",,,,,,,"289","2019-12-31",,"1007849,9300","2019-12-31",,"47001"
,"2015","BOGOTA","Colegio Luis Carlos Gal�n Sarmiento","BOGOTA, D.C.",,,"3104809820",,,"4","480","2015-12-31",,"1617324,9812","2015-12-31","900000","11001"
,"2019","ANTIOQUIA","COL LA PRESENTACI�N","RIONEGRO",,,,,,,"76","2019-12-31",,"265040,1200","2019-12-31",,"05615"
,"2016","TOLIMA","MARCO FIDEL SUAREZ","ESPINAL",,"3128735085","3128735085",,,"1","130","2016-12-31",,"1101674,1680","2016-12-31","900000","73268"
,"2019","CALDAS","UNIVERSIDAD NACIONAL","MANIZALES",,,,,,,"96","2019-12-31",,"334787,5200","2019-12-31",,"17001"
,"2014","BOGOTA","COLEGIO DISTRITAL ANIBAL FERNANDEZ DE SOTO","BOGOTA, D.C.",,,"3175051832","COLEGIO DISTRITAL ANIBAL FERNANDEZ DE SOTO",,"1","160","2014-12-31",,"211694,3486","2014-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO SAN JOSE DE CALASAZ","BOGOTA, D.C.",,,,"CALLE 12 a n� 18 b -35",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","11001"
,"2018","BOGOTA","COLEGIO SAN JOSE DE CALASAZ","BOGOTA, D.C.",,,,"CALLE 12 a n� 18 b -35",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","11001"
,"2016","HUILA","SAN ANTONIO DEL PESCADO","GARZON",,"8333315","3118097014",,,"1","120","2016-12-31",,"1016930,0013","2016-12-31","900000","41298"
,"2018","ARAUCA","COLEGIO ORIENTAL FEMENINO","TAME",,"3103416988",,"carrera 14 N� 14 - 18",,"1","20","2018-12-31",,"78359,4142","2018-12-31","900000","81794"
,"2018","ARAUCA","COLEGIO ORIENTAL FEMENINO","TAME",,"3103416988",,"carrera 14 N� 14 - 18",,"1","20","2018-12-31",,"78359,4142","2018-12-31","900000","81794"
,"2019","BOYACA","IET PLINIO MENDOZA NEIRA","TOCA",,,,,,,"145","2019-12-31",,"505668,6500","2019-12-31",,"15814"
,"2018","QUINDIO","CASD","ARMENIA",,"3203693369",,"carrera 24 A calle 6",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","63001"
,"2018","QUINDIO","CASD","ARMENIA",,"3203693369",,"carrera 24 A calle 6",,"1","115","2018-12-31",,"450566,6321","2018-12-31","900000","63001"
