"codigofamilia","tipodocumento","rangoedad","pais","codigodepartamentoatencion","nombredepartamentoatencion","codigomunicipioatencion","nombremunicipioatencion","puntajesisben","beneficiariosisben","condicionsexual","discapacidad","estadocivil","estrato","etnia","genero","parentesco","tipopoblacion","estadobeneficiario","logro1","logro2","logro3","logro4","logro5","logro6","logro7","logro8","logro9","logro10","logro11","logro12","logro13","logro14","logro15","logro16","logro17","logro18","logro19","logro20","logro21","logro22","logro23","logro24","logro25","logro26","pe34","pe35","pe36","pe37","pe38","pe39","pe40","pe41","pe42","pe43","pe44","pe45","pe46","pe48","pe50","pe51","he11","he12","he13","he14","he15","he16","he17","he18","he20","he21","he22","he23"
"HID89100916","CC","30-49","ND","15","BOYACA","15238","DUITAMA","1","ND","ND","NO","Sin Información","0","ND","Hombre","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","Si","No","No","No","Si","Si","6","3","No","No","Si","No"
"HID15668374","CC","18-29","ND","13","BOLIVAR","13433","MAHATES","1","ND","ND","NO","ND","1","AFROCOLOMBIANO – NEGRO","Hombre","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","TÉCNICO O TECNÓLOGO°","No","No","Si","No","No","No","No","No","No","Si","No","No","No","5","2","No","No","No","No"
"HID23995753","RC","06-17","ND","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1",,"ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS U100","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 1°","Si","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","5","2","No","No","No","No"
"HID77444951","CC",">65","ND","41","HUILA","41551","PITALITO","1","ND","ND","NO","Sin Información","0","ND","Hombre","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 3°","Si","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","4","3","No","Si","Si","No"
"HID29490979","TI","18-29","ND","63","QUINDIO","63594","QUIMBAYA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 7°","No","Si","Si","No","No","No","No","Si","No","No","No","Si","Si","5","3","No","No","No","No"
"HID53358667","CC","18-29","ND","05","ANTIOQUIA","05038","ANGOSTURA","1",,"ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","Si","Si","Si","Si","No","No","No","NINGUNO","No","No","No","No","No","No","No","No","Si","Si","No","Si","Si","5","1","No","Si","Si","No"
"HID58879967","CC","30-49","ND","47","MAGDALENA","47245","EL BANCO","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","Si","MEDIA 11°","Si","Si","Si","No","No","No","No","No","Si","No","No","No","No","6","2","No","No","No","No"
"HID30853417","CC","30-49","ND","08","ATLANTICO","08560","PONEDERA","1","ND","ND","NO","Sin Información","1","ND","Hombre","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","Si","No","No","No","No","No","No","Si","Si","Si","Si","Si","Si","7","3","Si","No","No","Si"
"HID26232340","CC",">65","ND","25","CUNDINAMARCA","25754","SOACHA","1","ND","ND","NO","Sin Información","1","ND","Hombre","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","No","No","NINGUNO","Si","Si","No","No","No","No","No","No","Si","Si","No","Si","Si","4","2","No","No","Si","No"
"HID76344597","CC","50-65","ND","13","BOLIVAR","13600","RIO VIEJO","1","ND","ND","NO","Sin Información","0","ND","Mujer","Jefe","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","No","Si","Si","No","Si","Si","5","2","No","No","No","No"
"HID23483489","CC",">65","ND","23","CORDOBA","23855","VALENCIA","1","ND","H-HOMBRE","NO","Sin Información","1","ND","Hombre","Jefe del hogar","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","No","No","NINGUNO","No","No","No","No","No","No","No","No","Si","Si","No","No","No","4","1","No","No","Si","No"
"HID31149766","TI","18-29","ND","68","SANTANDER","68572","PUENTE NACIONAL","4",,"ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 6°","No","No","No","No","No","No","No","No","Si","Si","Si","Si","Si","8","2","No","No","Si","No"
"HID85035075","CC","50-65","ND","19","CAUCA","19256","EL TAMBO","1","ND","ND","NO","Sin Información","1","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","ALCANZADO","No","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","3","2","No","No","No","No"
"HID50204168","CC","30-49","ND","52","NARIÑO","52699","SANTACRUZ","1","ND","ND","NO","Sin Información","0","ND","Mujer","Jefe","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 1°","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","4","2","No","No","Si","No"
"HID74681050","CC","30-49","ND","73","TOLIMA","73624","ROVIRA","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 2°","No","No","No","No","No","No","No","No","No","Si","Si","Si","Si","7","3","No","No","No","No"
"HID26374121","TI","18-29","ND","19","CAUCA","19050","ARGELIA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Hijos / Hijastros","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","No","No","No","No","No","No","No","No","Si","Si","No","Si","Si","7","1","Si","Si","Si","Si"
"HID69243891","CC","18-29","ND","23","CORDOBA","23162","CERETE","1",,"No responde","SI","Sin Información","1","INDIGENA","Mujer","Hijos / Hijastros","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","Si","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","No","Si","No","No","No","No","Si","No","Si","No","Si","Si","6","2","No","No","Si","No"
"HID31617089","TI","18-29","ND","66","RISARALDA","66383","LA CELIA","1","ND","ND","NO","Sin Información","0","ND","Hombre","Hijos / Hijastros","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","Si","Si","No","BÁSICA SECUNDARIA 6°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","4","2","No","No","No","No"
"HID69553763","TI","06-17","ND","73","TOLIMA","73861","VENADILLO","1","ND","ND","NO","Sin Información","0","ND","Hombre","ND","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 2°","No","No","No","No","No","No","No","Si","No","No","No","No","No","7","3","No","No","No","No"
"HID29065555","TI","06-17","ND","54","NORTE DE SANTANDER","54099","BOCHALEMA","4","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 1°","No","No","No","No","No","No","No","No","Si","No","No","Si","Si","2","1","No","No","Si","No"
"HID56900908","CC","50-65","ND","76","VALLE","76834","TULUA","1",,"M-MUJER","NO","Sin Información","1","ND","Mujer","JEFE","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","POR ALCANZAR","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","3","2","No","No","No","No"
"HID11315683","TI","18-29","ND","68","SANTANDER","68276","FLORIDABLANCA","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","Si","Si","Si","MEDIA 10°","No","No","Si","No","No","No","No","Si","No","Si","Si","Si","Si","5","3","No","No","Si","No"
"HID11533331","CC","30-49","ND","19","CAUCA","19392","LA SIERRA","1","ND","ND","NO","Sin Información","0","ND","Mujer","JEFE","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","TÉCNICO O TECNÓLOGO°","Si","No","No","No","No","No","No","No","No","No","No","Si","Si","2","2","No","No","Si","No"
"HID57731556","CC","30-49","ND","76","VALLE","76497","OBANDO","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","ALCANZADO","NO APLICA","Si","No","No","No","No","Si","Si","No","MEDIA 11°","Si","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","6","2","No","No","No","No"
"HID84325272","TI","18-29","ND","86","PUTUMAYO","86320","ORITO","1","ND","ND","NO","Sin Información","0","ND","Mujer","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 3°","No","No","No","No","No","No","No","Si","No","Si","No","No","No","4","3","No","No","No","No"
"HID17326197","TI","18-29","ND","41","HUILA","41530","PALESTINA","1","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","No","No","Si","No","Si","Si","7","3","Si","Si","Si","Si"
"HID40436740","CC","50-65","ND","70","SUCRE","70233","EL ROBLE","1","ND","ND","NO","Sin Información","0","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","No","No","NINGUNO","No","No","No","No","No","No","No","No","Si","Si","No","Si","Si","5","1","No","No","No","No"
"HID41847484","TI","06-17","ND","23","CORDOBA","23807","TIERRALTA","1","ND","ND","NO","Sin Información","0","ND","Mujer","Nietos","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 4°","No","No","No","No","No","No","No","No","Si","No","No","No","No","5","2","No","No","Si","No"
"HID58272273","CC","30-49","ND","19","CAUCA","19001","POPAYAN","1","ND","ND","NO","Sin Información","0","ND","Mujer","Cónyuge o Compañera (o)","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 3°","No","Si","No","No","No","No","No","No","Si","Si","Si","No","No","5","1","No","No","Si","No"
"HID37115072","TI","06-17","ND","66","RISARALDA","66594","QUINCHIA","1",,"ND","NO","Sin Información","0","ND","Mujer","ND","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","POR ALCANZAR","Si","No","No","No","No","No","Si","Si","BÁSICA PRIMARIA 1°","No","No","No","No","No","No","No","Si","No","Si","No","Si","Si","5","2","No","No","No","No"
"HID17590860","CC","30-49","ND","54","NORTE DE SANTANDER","54313","GRAMALOTE","1","ND","ND","NO","Sin Información","1","ND","Mujer","CÓNYUGE O COMPAÑERA(O)","UNIDOS RURAL","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","No","No","BÁSICA PRIMARIA 2°","No","No","No","No","No","No","No","Si","No","No","No","Si","Si","5","2","No","No","No","No"
"HID27651541","CC","30-49","ND","52","NARIÑO","52480","NARIÑO","4","ND","ND","NO","Sin Información","0","ND","Mujer","Cónyuge o Compañero(a)","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","POR ALCANZAR","POR ALCANZAR","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","POR ALCANZAR","NO APLICA","Si","No","No","No","No","Si","Si","No","BÁSICA PRIMARIA 5°","No","No","No","No","No","No","No","Si","No","Si","Si","Si","Si","6","2","No","No","Si","No"
"HID46681655","TI","18-29","ND","05","ANTIOQUIA","05030","AMAGA","4","ND","ND","NO","Sin Información","0","ND","Hombre","HIJOS/ HIJASTROS","UNIDOS URBANO","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","Si","No","No","No","No","No","Si","Si","BÁSICA SECUNDARIA 8°","No","No","Si","No","No","No","No","Si","No","No","No","Si","Si","5","2","No","No","No","No"
"HID26374064","TI","18-29","ND","52","NARIÑO","52699","SANTACRUZ","4",,"ND","NO","Sin Información","0","INDIGENA","Mujer","Hijos / Hijastros","UNIDOS","ACTIVO","ALCANZADO","ALCANZADO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ALCANZADO","ALCANZADO","ALCANZADO","POR ALCANZAR","NO APLICA","NO APLICA","NO APLICA","NO APLICA","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","NO APLICA","ALCANZADO","POR ALCANZAR","ALCANZADO","NO APLICA","NO APLICA","ALCANZADO","Si","No","No","No","No","Si","Si","Si","BÁSICA PRIMARIA 5°","No","No","Si","No","No","No","No","No","No","Si","Si","Si","No","4","2","No","No","Si","No"
