"radicado","coddepto","departamento","codmun","municipio","sede_beneficiada","dane","total_terminales","nombre_elemento","a_o","estado","rural_urbana"
"11180","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Rodrigo Lloreda Caicedo-Jorge Isaacs","276130000920","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4917","76","VALLE DEL CAUCA","76606","RESTREPO","Ie Jose Felix Restrepo-Concentracion Escolar Urbana","176606000163","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"35573","19","CAUCA","19318","GUAPI","I.E. Fray Luis Amigo-Marco Fidel Suarez","219318001652","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"19711","76","VALLE DEL CAUCA","76400","LA UNION","Ie Argemiro Escobar Cardona-Argemiro Escobar Cardona","176400000272","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"52649","05","ANTIOQUIA","05837","TURBO","I.E. Rio Grande-I.E. Rio Grande - Sede Principal","205837000280","13","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10151","68","SANTANDER","68615","RIONEGRO","Institucion Educativa Cuesta Rica-Centro Educativo Cuesta Rica","268615000895","20","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18464","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Arroyo De Piedra-Institucion Educativa Arroyo De Piedra","113001000143","11","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14450","27","CHOCO","27361","ISTMINA","Ie Miguel Angel Guerrero-Sede Simon Bolivar De Basuru","227361001961","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"28807","68","SANTANDER","68615","RIONEGRO","Institucion Educativa Cuesta Rica-Escuela Rural Miramar","268615000275","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8625","76","VALLE DEL CAUCA","76736","SEVILLA","Ie General Santander-San Juan Bosco","176736000041","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"123","76","VALLE DEL CAUCA","76616","RIOFRIO","Ie Hernando Llorente Arroyo-Hernando Llorente Arroyo","276616000581","8","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10944","73","TOLIMA","73168","CHAPARRAL","Institucion Educativa Tecnica Alvaro Molina-I.E.T. Alvaro Molina - Sede Principal","273168002111","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"27046","76","VALLE DEL CAUCA","76248","EL CERRITO","Ie Santa Elena-Centro Docente No 11 Policarpa Salavarrieta","276248000347","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5615","76","VALLE DEL CAUCA","76563","PRADERA","Ie Francisco Antonio Zea-Santisima Trinidad","176563000377","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"50915","05","ANTIOQUIA","05148","EL CARMEN DE VIBORAL","I. E. Campestre Nuevo Horizonte-C. E. R. Morros","205148000361","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"37681","27","CHOCO","27361","ISTMINA","Ie De Primavera-Sede Boca De Chaqui","227361001219","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48965","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Rodrigo Lloreda Caicedo-Juan De La Cruz Herrera","276130000911","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7970","76","VALLE DEL CAUCA","76823","TORO","Ie  Tecnica Agropecuaria Toro-Nuestra Se�ora De Fatima","276823000061","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4808","76","VALLE DEL CAUCA","76243","EL AGUILA","Ie El Aguila-Simon Bolivar","176243000107","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"62487","18","CAQUETA","18001","FLORENCIA","Institucion Educativa La Esperanza-Institucion Educativa La Esperanza - Sede Principal","118001004191","20","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8091","44","LA GUAJIRA","44035","ALBANIA","Colegio  Agropecuario Rafael Leon Amaya-Colegio  Agropecuario Rafael Leon Amaya","168217000341","25","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"5013","73","TOLIMA","73861","VENADILLO","Institucion Educativa Otoniel Guzman-I.E. Otoniel Guzman - Sede Principal","273861000253","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"14739","76","VALLE DEL CAUCA","76020","ALCALA","Ie Arturo Gomez Jaramillo-Santo Tomas De Aquino","176020000181","7","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14729","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Salim Bechara-Institucion Educativa Salim Bechara","113001000429","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"2789","08","ATLANTICO","08001","BARRANQUILLA","Inst. Educ. Dist. Inmaculada Concepcion (Ant. C.E.B. # 005)-Inst. Edu. Dist. Inmaculada Concepcion (Ant. C.E.B. # 005)","108001002347","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48433","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie Santa Ana De Los Caballeros-Pio Xii","176041000431","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5611","76","VALLE DEL CAUCA","76563","PRADERA","Ie Alfredo Posada Correa-Bello Horizonte","176563000776","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"44778","86","PUTUMAYO","86569","PUERTO CAICEDO","Cent Educ Rur Maracaibo-Esc Rur Mix El Bagre","286568004656","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5110","76","VALLE DEL CAUCA","76318","GUACARI","Ie General Santander-San Roque","276318000064","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49273","76","VALLE DEL CAUCA","76364","JAMUNDI","Ie Jose Maria Cordoba-Jose Maria Cordoba","276364000940","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7940","76","VALLE DEL CAUCA","76233","DAGUA","Ie  Del Dagua-La Gran Colombia","176233000699","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"6923","19","CAUCA","19318","GUAPI","I.E. Fray Luis Amigo-Fray Luis Amigo (Sede Principal)","219318001938","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14548","23","CORDOBA","23807","TIERRALTA","Centro Educativo Rural Santa Fe Ralito-Cent Educ Rur Santa Fe Ralito","223807000631","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"39040","23","CORDOBA","23807","TIERRALTA","Ins Edu El Paraiso-Esc Nva La Alcancia","223807001085","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"6114","76","VALLE DEL CAUCA","76616","RIOFRIO","Ie Camilo Torres-I.E. Camilo Torres","276616000255","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4907","76","VALLE DEL CAUCA","76606","RESTREPO","I.E. Teodoro Munera Hincapie-Antonio Ricaurte","276606000231","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18710","76","VALLE DEL CAUCA","76895","ZARZAL","Ie Efrain Varela Vaca-Pablo Emilio Camacho","376895000426","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22036","76","VALLE DEL CAUCA","76248","EL CERRITO","Institucion Educativa Jorge  Isaacs-Ie Jorge Isaacs Sede Centro Docente Jose Celestino Mutis","762488880148","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"912","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Jose Maria Cordoba-Antonio Jose De Sucre","276275000511","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17909","13","BOLIVAR","13244","EL CARMEN DE BOLIVAR","Institucion Educativa Tecnica Industrial Juan Federico Hollman-Institucion Educativa Tecnica Industrial Juan Federico Hollman","113244003272","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"47406","73","TOLIMA","73168","CHAPARRAL","Institucion Educativa Nuestra Se�ora Del Rosario-Antonio Nari�o","173168000377","7","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"22048","76","VALLE DEL CAUCA","76563","PRADERA","Ie Francisco Antonio Zea-Francisco Antonio Zea","176563000016","19","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"52705","05","ANTIOQUIA","05837","TURBO","C.E. Santiago De Uraba (Unit)-C.E. Santiago De Uraba (Unit)","205837000735","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"36585","20","CESAR","20045","BECERRIL","Centro Educativo San Genaro-Esc. Nueva Santa Rita","220045006689","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27188","47","MAGDALENA","47288","FUNDACION","I.E.D. Sierra Nevada De Santa Marta-Erm Vega Grande","247288001079","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17416","76","VALLE DEL CAUCA","76130","CANDELARIA","I.E. Inmaculada Concepcion-Manuela Beltran","276130000164","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"16897","13","BOLIVAR","13670","SAN PABLO","I.E.T.C. De San Pablo-Santo Domingo","213670000056","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"1356","68","SANTANDER","68547","PIEDECUESTA","Escuela Normal Superior De Piedecuesta-Escuela Normal Superior De Piedecuesta","168547000020","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"37294","27","CHOCO","27006","ACANDI","Ie Sagrado Corazon Jesus-Ie Sagrado Corazon Jesus - Sede Principal","227006000112","14","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"37679","27","CHOCO","27361","ISTMINA","Ie De Primavera-Sede Doido","427361001323","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8309","13","BOLIVAR","13001","CARTAGENA","I.E. Tierra Baja-I.E. Tierra Baja - Sede Principal","213001000245","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"45879","68","SANTANDER","68235","EL CARMEN DE CHUCURI","Institucion Educativa  El Centenario-Escuela Rural Filo De Oro","268235000507","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4095","44","LA GUAJIRA","44035","ALBANIA","Colegio Nuestra Se�ora De La Candelaria-Colegio Nuestra Se�ora De La Candelaria - Sede Principal","168190000271","10","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"11900","76","VALLE DEL CAUCA","76020","ALCALA","Ie San Jose-Maria Auxiliadora","176020000172","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8034","19","CAUCA","19418","LOPEZ","I.E. Dos Quebradas-Dos Quebradas (Sede Principal)","219418000386","9","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"35716","19","CAUCA","19418","LOPEZ","I.E. Dos Quebradas-Las Pavas","219418000556","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4841","76","VALLE DEL CAUCA","76318","GUACARI","Ie Pedro Vicente Abadia-Pedro Vicente Abadia","176318000701","8","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"31043","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Tecnico Domingo Faustino Sarmiento  (Ied)-Cent Educ Dist Sevilla","111001012882","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"27055","76","VALLE DEL CAUCA","76736","SEVILLA","Ie Jorge Eliecer Gaitan-General Santander Satelite La Cuchilla","276736000721","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"9211","73","TOLIMA","73319","GUAMO","Institucion Educativa Tecnica Comercial Caldas-I.E.T. Comercial Caldas - Sede Principal","173319000072","5","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"19356","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Palmar-Gimnasio Del Dagua","276233001304","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"15438","23","CORDOBA","23466","MONTELIBANO","Cent Edu. San Joso De Puerto Anchica-Esc Nva San Jose Pto Anchica","223466001537","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8011","73","TOLIMA","73168","CHAPARRAL","Institucion Educativa Nuestra Se�ora Del Rosario-Salomon Uma�a","173168000288","5","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"19974","73","TOLIMA","73001","IBAGUE","Inst Educ Carlos Lleras Restrepo-Sede 1 Carlos Lleras Restrepo","173001010214","30","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"32066","15","BOYACA","15232","CHIQUIZA","I.E.T. San Pedro De Iguaque-I.E.T. San Pedro De Iguaque - Sede Principal","215232000135","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8621","76","VALLE DEL CAUCA","76828","TRUJILLO","Ie Antoniojose De Sucre-Julian Trujillo - Andinapolis","276828000760","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"52675","05","ANTIOQUIA","05837","TURBO","I.E. Indigenista El Mango-I.E. Indigenista El Mango - Sede Principal","205837007063","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30900","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Jose Manuel Restrepo (Ied)-Col Dist Educ Bas Y Media Jose Manuel Restrepo","111001045535","20","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"22052","76","VALLE DEL CAUCA","76828","TRUJILLO","Ie Manuel Maria Mallarino-Manuel Mar�a Mallarino","276828000441","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48429","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie Santa Ana De Los Caballeros-Santa Cecilia","276041000347","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22056","76","VALLE DEL CAUCA","76863","VERSALLES","Ie Carlos Holguin Sardi-Carlos Holguin Sardi","276863000543","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49671","76","VALLE DEL CAUCA","76890","YOTOCO","Ie Gabriela Mistral-Camilo Torres","276890000121","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49244","76","VALLE DEL CAUCA","76318","GUACARI","Ie Jose Ignacio Ospina-Jose Arbey Garcia","276318000897","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"12984","76","VALLE DEL CAUCA","76828","TRUJILLO","Ie Julian Trujillo-Mercedes Abrego","176828000056","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"13838","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Rodrigo Lloreda Caicedo-Jose Celestino Mutis","276130000326","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"51839","05","ANTIOQUIA","05490","NECOCLI","I. E. Antonio Roldan Betancur-I. E. Antonio Roldan Betancur","105490000026","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"11785","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Villa Amalia (Ied)-Cent Educ Dist Villa Amalia","111001025216","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"16433","76","VALLE DEL CAUCA","76616","RIOFRIO","Ie Hernando Llorente Arroyo-Jose Maria Cordoba","276616000212","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"2911","08","ATLANTICO","08001","BARRANQUILLA","Inst. Educ. Dist. Marco Fidel Suarez-Inst. Educ. Dist. Marco Fidel Suarez","108001004757","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"5143","76","VALLE DEL CAUCA","76890","YOTOCO","Ie Gabriela Mistral-Santo Tomas De Aquino","276890000270","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49469","76","VALLE DEL CAUCA","76622","ROLDANILLO","Ie Normal Superior Jorge Isaacs-Carlos Villafa�e","176622000106","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22486","05","ANTIOQUIA","05147","CAREPA","I. E. Colombia-Colegio Colombia","105147000401","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"21069","70","SUCRE","70001","SINCELEJO","Institucion Educativa Dulce Nombre De Jesus-Media Luna","170001002166","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48753","76","VALLE DEL CAUCA","76113","BUGALAGRANDE","Ie  Ceilan-Alto Bonito","276113000576","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"15442","23","CORDOBA","23466","MONTELIBANO","Institucion Educativa  Antonio Nari�o-Centro Edc. Antonio Nari�o","223466000891","11","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4843","76","VALLE DEL CAUCA","76318","GUACARI","Ie Jose Celestino Mutis-Pedro Vicente Abadia","276318000498","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30838","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Jose Joaquin Casas (Ied)-Cent Educ Dist Jose Joaquin Casas","111001014729","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"18460","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Las Gaviotas-Institucion Educativa Las Gaviotas - Sede Principal","113001003771","6","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"44776","86","PUTUMAYO","86569","PUERTO CAICEDO","Cent Educ Rur Maracaibo-Esc Rur Mix La Frontera","286569000247","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7937","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Queremal-Gimnasio Del Dagua Queremal","276233000651","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"7959","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Absalon Torres Camacho-Sagrado Corazon De Jesus","176275000125","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"36545","20","CESAR","20013","AGUSTIN CODAZZI","C.E. Indigena Iroka-C.E. Indigena Iroka - Sede Principal","420013022126","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22044","76","VALLE DEL CAUCA","76403","LA VICTORIA","Ie San Jose-Concentraci�n De Desarrollo Rural San Jose","276403000201","10","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30159","13","BOLIVAR","13001","CARTAGENA","Institucion Educativa Nuevo Bosque-Sede Jose Maria Cordoba","113001000283","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22114","23","CORDOBA","23807","TIERRALTA","Centro Educativo Sagrado Corazon De Jesus-Esc Nva Antonio Nari�o","223807001298","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17403","76","VALLE DEL CAUCA","76622","ROLDANILLO","Ie Santa Rosalia De Palermo-Santa Rita # 11","276622000241","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"28813","68","SANTANDER","68615","RIONEGRO","Institucion Educativa Cuesta Rica-Escuela Rural Huchaderos","268615000780","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49021","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Palmar-Jose Celestino Mutis","276233000243","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"21959","41","HUILA","41298","GARZON","Ie Simon Bolivar-Simon Bolivar","141298000019","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"62486","91","AMAZONAS","91405","LA CHORRERA","Biblioteca Publica De Tarapaca-","0","5","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"35736","19","CAUCA","19418","LOPEZ","I.E. Dos Quebradas-Concepcion","219418000416","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14354","76","VALLE DEL CAUCA","76275","FLORIDA","Ie Las Americas-Jose Celestino Muits","276275000065","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"16537","47","MAGDALENA","47001","SANTA MARTA","Colegio T�cnico Lorenzo De Salazar-Colegio T�cnico Lorenzo De Salazar","168368000017","25","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"6479","76","VALLE DEL CAUCA","76563","PRADERA","Ie Marco Fidel Suarez-Atanasio Girardot","276563000461","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"21990","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","Ie Ciudad La Hormiga-Col Ciudad La Hormiga","186865003745","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17885","13","BOLIVAR","13052","ARJONA","I.E.T.I. Don Bosco-I.E.T.I. Don Bosco","113052000415","18","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"32390","15","BOYACA","15600","RAQUIRA","Ie San Antonio-Esc Quicagota","215600000159","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49235","76","VALLE DEL CAUCA","76318","GUACARI","Ie Simon Bolivar-Simon Bolivar","276318000277","4","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"59475","44","LA GUAJIRA","44035","ALBANIA","Institucion Etnoeducativa Rural Akuaipa Internado Indigena De Albania-Institucion Etnoeducativa Rural Akuaipa Internado Indigena De Albania - Sede Principal","244035003181","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"25666","27","CHOCO","27361","ISTMINA","Inst Agroecologia De Puerto Salazar-Escol  Rur Boca De Luis","277361002550","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17409","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie Santa Ana De Los Caballeros-Laureano Gomez","176041000831","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"16041","76","VALLE DEL CAUCA","76113","BUGALAGRANDE","Ie Antonio Nari�o-Mar�a Inmaculada","176113000041","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"26985","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie Santa Ines-San Juan Bosco","276041000169","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17448","76","VALLE DEL CAUCA","76828","TRUJILLO","Ie Julian Trujillo-General Santander","276828000140","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8685","76","VALLE DEL CAUCA","76041","ANSERMANUEVO","Ie Santa Ana De Los Caballeros-Antonio Ricaurte","276041000339","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"21129","76","VALLE DEL CAUCA","76622","ROLDANILLO","Ie Belisario Pe�a Pi�eiro-Belisario Pe�a Pi�eiro","176622000068","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30888","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Clemencia De Caycedo (Ied)-Col Nal Clemencia De Caycedo","111001034134","3","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"5111","76","VALLE DEL CAUCA","76318","GUACARI","Ie General Santander-General Santander","276318000099","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"41574","47","MAGDALENA","47001","SANTA MARTA","Ied Laura Vicuna-Ied Laura Vicuna","147001000307","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48788","76","VALLE DEL CAUCA","76122","CAICEDONIA","Ie La Consolita-Bolivia","276122000155","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"10630","23","CORDOBA","23807","TIERRALTA","Ie Junin-Ie Junin","323807001608","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"4818","76","VALLE DEL CAUCA","76243","EL AGUILA","Ie Justiniano Echavarria-Quenier Giraldo","276243000772","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27134","76","VALLE DEL CAUCA","76233","DAGUA","Ie El Palmar-Mario Fernandez De Soto","276233000472","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"22032","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Marino Renjifo Salcedo-Marino Renjifo Salcedo","276130000822","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48968","76","VALLE DEL CAUCA","76130","CANDELARIA","Ie Nuestra Se�ora De  La Candelaria-General Santander","176130000054","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"13834","76","VALLE DEL CAUCA","76001","CALI","Institucion Educativa El Hormiguero.-Institucion Educativa El Hormiguero - Pantano De Vargas","276001004889","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49480","76","VALLE DEL CAUCA","76670","SAN PEDRO","Ie Jose Antonio Aguilera-Rafael Alberto Marmolejo","276670000171","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"20370","15","BOYACA","15238","DUITAMA","Instituto Tecnico Santo Tomas De Aquino-Instituto Tecnico Santo Tomas De Aquino Sede Primaria","115238000230","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18656","73","TOLIMA","73168","CHAPARRAL","Colegio Departamental La Inmaculada-Colegio Departamental La Inmaculada","168524000111","25","PENDIENTE CLASIFICAR","2019","Entrega","PENDIENTE CLASIFICAR"
"22037","76","VALLE DEL CAUCA","76306","GINEBRA","Ie Ginebra La Salle-Ginebra La Salle","176306000013","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"54707","76","VALLE DEL CAUCA","76890","YOTOCO","Ie Alfonso Zawadzky-Jorge Eli�cer Gait�n","176890000798","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"29612","27","CHOCO","27800","UNGUIA","Ce Ind�gena Cuna Yala De Arquia-Ce Ind�gena Cuna Yala De Arquia - Sede Principal","227800000411","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"18343","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","I.E. R. La Sardinata-Los Remansos","218150001833","14","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"8720","76","VALLE DEL CAUCA","76895","ZARZAL","Ie Normal Superior Nuestra Se�ora De Las Mercedes-Las Mercedes","176895000478","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"14467","47","MAGDALENA","47001","SANTA MARTA","Ied 20 De Julio-Ced 20 De Julio","147001000188","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"17401","76","VALLE DEL CAUCA","76622","ROLDANILLO","Ie Nuestra Se�ora De Chiquinquira-Iv Centenario","176622000548","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"43098","52","NARI�O","52835","SAN ANDRES DE TUMACO","I.E. Union Rio Chagui-Sede # 1 Union Rio Chagui","252835000159","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49061","76","VALLE DEL CAUCA","76243","EL AGUILA","Ie El Aguila-Camilo Torres","276243000128","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"48743","76","VALLE DEL CAUCA","76113","BUGALAGRANDE","Ie  Ceilan-Divino Ni�o","276113001050","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"49537","76","VALLE DEL CAUCA","76828","TRUJILLO","Ie Julian Trujillo-Pantaleon De La Torre","276828000093","3","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"30841","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Luis Vargas Tejada (Ied)-Col Dist Luis Vargas Tejada","111001014869","4","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"1860","11","BOGOTA","11001","BOGOTA, D.C.","Colegio Integrado De Fontibon Ibep  (Ied)-Col Dept Integrado Fontibon","111279000966","1","Port�til Nuevo","2019","Entrega","PENDIENTE CLASIFICAR"
"6758","76","VALLE DEL CAUCA","76113","BUGALAGRANDE","Ie  Ceilan-Simon Bolivar","276113000070","5","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"38965","23","CORDOBA","23807","TIERRALTA","Institucion Educativa 1 De Mayo-Ie 1 De Mayo","223807000895","2","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
"27405","54","NORTE DE SANTANDER","54245","EL CARMEN","C.E.R. Santa In�s-Sede Pajitas","254245000857","1","Tableta","2019","Entrega","PENDIENTE CLASIFICAR"
