"predio","direccion","estrato"
"25-290-01-00-0032-0001-000","K 8 4 64 68 74 C 5 7 86","3.0"
"25-290-01-00-0032-0002-000","K 8 4 56","2.0"
"25-290-01-00-0032-0003-000","K 8 4 48 50 52","2.0"
"25-290-01-00-0032-0004-000","K 8 4 30 38","2.0"
"25-290-01-00-0032-0005-000","K 8 4 14 16 20 24","2.0"
"25-290-01-00-0032-0006-000","C 4 7 79","2.0"
"25-290-01-00-0032-0007-000","C 4 7 71 75","2.0"
"25-290-01-00-0032-0008-000","C 4 7 63 67","2.0"
"25-290-01-00-0032-0009-000","C 4 7 53 59","2.0"
"25-290-01-00-0032-0010-000","C 4 7 49 51","2.0"
"25-290-01-00-0032-0011-000","C 4 7 39","2.0"
"25-290-01-00-0032-0012-000","C 4 7 25","2.0"
"25-290-01-00-0032-0013-000","K 7 4 03 07 C 4 7 01 09","2.0"
"25-290-01-00-0032-0014-000","K 7 4 13 15 17 21","2.0"
"25-290-01-00-0032-0016-000","K 7 4 27 51","2.0"
"25-290-01-00-0032-0017-000","K 7 4 49 51","1.0"
"25-290-01-00-0032-0018-000","K 7 4 59 61 63 67 C 5 7","2.0"
"25-290-01-00-0032-0019-000","C 5 7 06","3.0"
"25-290-01-00-0032-0021-000","C 5 7 22","3.0"
"25-290-01-00-0032-0023-000","C 5 7 56","3.0"
"25-290-01-00-0032-0024-000","C 5 7 58 60 64 66","3.0"
"25-290-01-00-0032-0025-000","C 5 7 70","3.0"
"25-290-01-00-0032-0026-000","C 5 7 72","3.0"
"25-290-01-00-0032-0027-000","C 5 7 16 20","3.0"
"25-290-01-00-0032-0028-000","C 4 7 27 35","2.0"
"25-290-01-00-0032-0030-901","C 5 7 30 44 AP 3","3.0"
"25-290-01-00-0033-0001-000","K 8 4 07 01","2.0"
"25-290-01-00-0033-0002-000","K 8 4 09","2.0"
"25-290-01-00-0033-0003-000","C 4 8 15 K 8 4 15 17","2.0"
"25-290-01-00-0033-0004-000","K 8 4 29 31 37 41 49","2.0"
"25-290-01-00-0033-0008-000","K 8 4 69 75 99 C 5 8 02","2.0"
"25-290-01-00-0033-0009-000","C 5 8 16 18","2.0"
"25-290-01-00-0033-0010-000","C 5 8 22 24","2.0"
"25-290-01-00-0033-0011-000","C 5 8 40 42","2.0"
"25-290-01-00-0033-0012-000","C 5 8 48 56","2.0"
"25-290-01-00-0033-0013-000","C 5 8 60 68","2.0"
"25-290-01-00-0033-0014-000","K 9 4 60 68","2.0"
"25-290-01-00-0033-0015-000","K 9 4 56 58","2.0"
"25-290-01-00-0033-0016-000","K 9 4 54","2.0"
"25-290-01-00-0033-0017-000","K 9 4 46 48","2.0"
"25-290-01-00-0033-0018-000","K 9 4 36 38 40","2.0"
"25-290-01-00-0033-0019-000","K 9 4 28 32","2.0"
"25-290-01-00-0033-0020-000","K 9 4 25 27","2.0"
"25-290-01-00-0033-0021-000","K 9 4 10 12 14","2.0"
"25-290-01-00-0033-0022-000","C 4 8 63 65","2.0"
"25-290-01-00-0033-0023-000","C 4 8 61","2.0"
"25-290-01-00-0033-0024-000","C 4 8 47","2.0"
"25-290-01-00-0033-0025-000","C 5 8 10 12","3.0"
"25-290-01-00-0033-0028-000","C 5 8 34","2.0"
"25-290-01-00-0033-0030-000","K 8 4 59","2.0"
"25-290-01-00-0033-0032-000","CLL 5 No 8-26","2.0"
"25-290-01-00-0033-0033-901","K 8 4 53 Ap201","3.0"
"25-290-01-00-0033-0034-901","K 8 4 55 AP 202","3.0"
"25-290-01-00-0033-0035-901","K 8  4-55  APTO 301","3.0"
"25-290-01-00-0033-0036-901","K 8  4-55 APTO 302","3.0"
"25-290-01-00-0033-0037-901","K 8 4 55 Ap401","3.0"
"25-290-01-00-0033-0038-901","K 8  4-55 APTO 402","3.0"
"25-290-01-00-0034-0001-000","C 5 9 02 05 K 9 4 63 67","2.0"
"25-290-01-00-0034-0002-000","C 5 9 36","2.0"
"25-290-01-00-0034-0003-000","C 5 9 40 44","2.0"
"25-290-01-00-0034-0004-000","K 10 4 74","3.0"
"25-290-01-00-0034-0005-000","K 10 4 50 52","3.0"
"25-290-01-00-0034-0006-000","K 10 4 46","2.0"
"25-290-01-00-0034-0007-000","K 10 4 36 40","2.0"
"25-290-01-00-0034-0008-000","K 10 4 30 32","2.0"
"25-290-01-00-0034-0010-000","C 4 9 09","2.0"
"25-290-01-00-0034-0012-000","K 9 4 05","2.0"
"25-290-01-00-0034-0013-000","K 9 4 19","2.0"
"25-290-01-00-0034-0014-000","K 9 4 23 25","2.0"
"25-290-01-00-0034-0015-000","K 9 4 29 39","2.0"
"25-290-01-00-0034-0016-000","K 9 4 45 49","2.0"
"25-290-01-00-0034-0017-000","K 9 4 51 53 59","2.0"
"25-290-01-00-0034-0018-000","C 5 9 46","3.0"
"25-290-01-00-0034-0020-000","C 4 9 39","2.0"
"25-290-01-00-0034-0021-000","K 10 4 22","3.0"
"25-290-01-00-0034-0022-000","C 4 9 91","3.0"
"25-290-01-00-0034-0023-000","C 5 9 16 18 CSLT 2","2.0"
"25-290-01-00-0034-0024-000","C 5 9 12","2.0"
"25-290-01-00-0035-0001-000","C 5 12 25","2.0"
"25-290-01-00-0035-0002-000","C 5A 12 25 IN","2.0"
"25-290-01-00-0035-0003-000","C 5 12 15 17","2.0"
"25-290-01-00-0035-0004-000","C 5 12 01 09 K 12 5 03 05 09","2.0"
"25-290-01-00-0035-0005-000","K 12 5 15","2.0"
"25-290-01-00-0035-0006-000","K 12 5 17 19","2.0"
"25-290-01-00-0035-0007-000","K 12 5 21 23 31","2.0"
"25-290-01-00-0035-0009-000","C 6 12 10","2.0"
"25-290-01-00-0035-0010-000","C 6 12 20","2.0"
"25-290-01-00-0035-0011-000","C 6 12 30","2.0"
"25-290-01-00-0035-0012-000","C 6 12 26","2.0"
"25-290-01-00-0036-0001-000","K 10 5 67 C 6 10 02 06","2.0"
"25-290-01-00-0036-0002-000","C 6 10 26","2.0"
"25-290-01-00-0036-0003-000","C 6 10 36","2.0"
"25-290-01-00-0036-0004-000","C 6 10 38","2.0"
"25-290-01-00-0036-0005-000","C 6 10 40","2.0"
"25-290-01-00-0036-0007-000","C 6 10 70","2.0"
"25-290-01-00-0036-0008-000","C 6 10 90","2.0"
"25-290-01-00-0036-0009-000","K 12 5A 22","2.0"
"25-290-01-00-0036-0010-000","C 5 A 11 17","2.0"
"25-290-01-00-0036-0011-000","CALLE 6 NO. 10-18","4.0"
"25-290-01-00-0036-0012-000","CLL 6 NO. 10 - 32","2.0"
"25-290-01-00-0036-0013-000","K 12 5A 10 12","2.0"
"25-290-01-00-0036-0014-000","C 5A 11 47","2.0"
"25-290-01-00-0036-0015-000","K 12 5A 26 Lo 23","2.0"
"25-290-01-00-0036-0016-000","C 5A 11 41 43","2.0"
"25-290-01-00-0036-0017-000","C 5A 11 25 29 Mz C Lo 27","2.0"
"25-290-01-00-0036-0018-000","C 5A 11 05","2.0"
"25-290-01-00-0036-0023-000","C 5A 11 05","2.0"
"25-290-01-00-0036-0024-000","C 6 10 66 Lo","2.0"
"25-290-01-00-0037-0001-000","C 6 9 10 K 9 5 51","2.0"
"25-290-01-00-0037-0002-000","K 9 5 43 45","2.0"
"25-290-01-00-0037-0003-000","K 9 5 31 39","2.0"
"25-290-01-00-0037-0004-000","K 9 5 25 27","2.0"
"25-290-01-00-0037-0005-000","K 9 5 09 11 13","2.0"
"25-290-01-00-0037-0006-000","C 5 9 05 15","2.0"
"25-290-01-00-0037-0007-000","C 5 9 33 43","2.0"
"25-290-01-00-0037-0008-000","C 5 9 63","3.0"
"25-290-01-00-0037-0009-000","C 5 9 67","3.0"
"25-290-01-00-0037-0010-000","K 10 5 16 20 24","2.0"
"25-290-01-00-0037-0011-000","K 10 5 35","2.0"
"25-290-01-00-0037-0012-000","K 10 5 37 41","2.0"
"25-290-01-00-0037-0014-000","C 6 9 48 52","2.0"
"25-290-01-00-0037-0015-000","C 6 9 42 46","2.0"
"25-290-01-00-0037-0016-000","C 6 9 32 38","2.0"
"25-290-01-00-0037-0017-000","C 6 9 22","2.0"
"25-290-01-00-0037-0018-000","C 6 9 20","2.0"
"25-290-01-00-0037-0019-000","C 5 9 19 21","2.0"
"25-290-01-00-0037-0021-000","K 10 5 20","2.0"
"25-290-01-00-0037-0022-000","K 10 5 46 48","2.0"
"25-290-01-00-0037-0023-000","C 6 9 58","2.0"
"25-290-01-00-0037-0024-000","CALLE 6 NO. 9 - 56","2.0"
"25-290-01-00-0037-0025-000","C 6 10 0","3.0"
"25-290-01-00-0038-0001-000","K 8 5 47 55","3.0"
"25-290-01-00-0038-0002-000","C 6 8 18","2.0"
"25-290-01-00-0038-0003-000","C 6 8 28","3.0"
"25-290-01-00-0038-0004-000","C 6 8 38","3.0"
"25-290-01-00-0038-0008-000","K 9 5 28 34","2.0"
"25-290-01-00-0038-0009-000","K 9 5 24","2.0"
"25-290-01-00-0038-0010-000","CRA 9 No. 5-18","3.0"
"25-290-01-00-0038-0012-000","C 5 8 59","2.0"
"25-290-01-00-0038-0013-000","C 5 8 51","2.0"
"25-290-01-00-0038-0014-000","C 5 8 45 49","2.0"
"25-290-01-00-0038-0016-000","K 8 5 11 17 19 C 5 8 43","3.0"
"25-290-01-00-0038-0018-901","K 8 5 25 35 AP  1","3.0"
"25-290-01-00-0038-0020-000","U 6 8 12 16","3.0"
"25-290-01-00-0038-0021-000","K 9 5 36","2.0"
"25-290-01-00-0038-0022-901","K 8 5 25 35 SOTANO","3.0"
"25-290-01-00-0038-0023-901","K 8 5 43 AP 2","3.0"
"25-290-01-00-0038-0024-901","K 8 5 31 AP 3","3.0"
"25-290-01-00-0038-0025-901","K 8 5 37 AP 4","3.0"
"25-290-01-00-0039-0001-001","K 8 5 10 14","2.0"
"25-290-01-00-0039-0002-000","K 8 5 26 30 32","2.0"
"25-290-01-00-0039-0003-000","K 8 5 18 20 24","2.0"
"25-290-01-00-0039-0004-000","CRA 8 No. 5-12","3.0"
"25-290-01-00-0039-0006-000","C 5 7 69 71 73","3.0"
"25-290-01-00-0039-0007-000","C 5 7 61 65 67","3.0"
"25-290-01-00-0039-0010-000","C 5 7 13 19 33 K 7 5 07 11 15 19","2.0"
"25-290-01-00-0039-0013-000","K 7 5 35 37 39","3.0"
"25-290-01-00-0039-0023-000","Lo No 1","3.0"
"25-290-01-00-0040-0009-000","C 5 6 11 13 15 19 21 25 27 29","2.0"
"25-290-01-00-0040-0010-000","C 5 6 29","2.0"
"25-290-01-00-0040-0012-000","C 5 6 49","2.0"
"25-290-01-00-0040-0013-000","C 5 6 63 65 69 73 79","3.0"
"25-290-01-00-0040-0015-000","K 7 5 32 34 36","3.0"
"25-290-01-00-0040-0020-901","K 7 5 26 Ap 201","3.0"
"25-290-01-00-0040-0021-901","K 7 5 26 Ap DUPLEX 301","3.0"
"25-290-01-00-0040-0022-901","K 7 5 26 APTO DUPLEX 2o.NIVEL","3.0"
"25-290-01-00-0042-0001-000","K 7 6 51 55 57 63 C 7 7 08 10 12","2.0"
"25-290-01-00-0042-0007-000","K 8 6 28 30 32","3.0"
"25-290-01-00-0042-0008-000","K 8 6 14 20","3.0"
"25-290-01-00-0042-0012-000","C 6 7 23 27 35 37","3.0"
"25-290-01-00-0042-0014-000","K 8 6 36 K 7 6 33","2.0"
"25-290-01-00-0042-0015-000","K 7 6 43","3.0"
"25-290-01-00-0042-0016-000","K 7 6 47 LC","3.0"
"25-290-01-00-0042-0036-901","C 7 7 40 LC 201","3.0"
"25-290-01-00-0042-0039-901","C 7 7 40 AP 301","2.0"
"25-290-01-00-0042-0040-901","C 7 7 40 APTO 302","2.0"
"25-290-01-00-0042-0041-901","C 7 7 40 APTO 401","2.0"
"25-290-01-00-0042-0042-901","C 7 7 40 APTO 402","2.0"
"25-290-01-00-0042-0047-903","C 7 7 46 48 APT.301","2.0"
"25-290-01-00-0042-0048-903","C 7 7 46 48 APT.201","2.0"
"25-290-01-00-0042-0049-903","C 7 7 46 48 APT.202","2.0"
"25-290-01-00-0043-0001-000","K 9 6 08 10 C 6 8 61 63 65","2.0"
"25-290-01-00-0043-0002-000","C 6 8 59","2.0"
"25-290-01-00-0043-0003-000","C 6 8 37","3.0"
