"monthyear","total_separations","running_total_separation","resignation","retirement","termination","other","average","lci","uci","goal","year","month","monthnum","resignationytd","resignation_average","retirementytd","retirementaverage"
"2014-12-01T00:00:00.000","10","156","3","7","0","0","149.75","143.7513562","155.7486438","115","2014","December","12","76","72.2","79","69.2"
"2015-01-01T00:00:00.000","27","27","22","5","0","0","15","9.15826041","20.84173959","11.51919866","2015","January","1","22","8.6","5","6.4"
"2015-02-01T00:00:00.000","19","46","11","7","1","0","25","20.77642925","29.22357075","19.19866444","2015","February","2","33","13.2","12","10.8"
"2015-03-01T00:00:00.000","13","59","7","6","0","0","36","31.58639457","40.41360543","27.64607679","2015","March","3","40","19.4","18","15.6"
"2015-04-01T00:00:00.000","12","71","4","8","0","0","48.2","45.149251","51.250749","37.01502504","2015","April","4","44","24","26","23"
"2015-05-01T00:00:00.000","14","85","10","2","1","1","58.8","55.65607696","61.94392304","45.15525876","2015","May","5","54","29.6","28","26.6"
"2015-06-01T00:00:00.000","15","100","12","2","1","0","74.4","66.40368771","82.39631229","57.13522538","2015","June","6","66","37.6","30","33.8"
"2015-07-01T00:00:00.000","18","118","4","14","0","0","88.8","84.47515044","93.12484956","68.19365609","2015","July","7","70","42.4","44","43.2"
"2015-08-01T00:00:00.000","12","130","8","4","0","0","101.6","94.99186325","108.2081368","78.02337229","2015","August","8","78","50","48","48.2"
"2015-09-01T00:00:00.000","10","140","6","4","0","0","112.75","109.8773866","115.6226134","86.58597663","2015","September","9","84","55.4","52","51.4"
"2015-10-01T00:00:00.000","11","151","8","3","0","0","128.75","122.1040992","135.3959008","98.87312187","2015","October","10","92","63.8","55","57.8"
"2015-11-01T00:00:00.000","7","158","3","4","0","0","135.5","134.1486148","136.8513852","104.0567613","2015","November","11","95","67.4","59","60.2"
"2015-12-01T00:00:00.000","24","182","7","17","0","0","149.75","143.7513562","155.7486438","115","2015","December","12","102","72.2","76","69.2"
"2016-01-01T00:00:00.000","17","17","8","9","0","0","15","9.15826041","20.84173959","11.51919866","2016","January","1","8","8.6","9","6.4"
"2016-02-01T00:00:00.000","7","24","3","3","1","0","25","20.77642925","29.22357075","19.19866444","2016","February","2","11","13.2","12","10.8"
"2016-03-01T00:00:00.000","20","44","8","12","0","0","36","31.58639457","40.41360543","27.64607679","2016","March","3","19","19.4","24","15.6"
"2016-04-01T00:00:00.000","13","57","6","7","0","0","48.2","45.149251","51.250749","37.01502504","2016","April","4","25","24","31","23"
"2016-05-01T00:00:00.000","15","72","6","8","1","0","58.8","55.65607696","61.94392304","45.15525876","2016","May","5","31","29.6","39","26.6"
"2016-06-01T00:00:00.000","10","82","6","4","0","0","74.4","66.40368771","82.39631229","57.13522538","2016","June","6","37","37.6","43","33.8"
"2016-07-01T00:00:00.000","9","91","4","5","0","0","88.8","84.47515044","93.12484956","68.19365609","2016","July","7","41","42.4","48","43.2"
"2016-08-01T00:00:00.000","9","100","8","1","0","0","101.6","94.99186325","108.2081368","78.02337229","2016","August","8","49","50","49","48.2"
"2016-09-01T00:00:00.000","13","113","3","9","1","0","112.75","109.8773866","115.6226134","86.58597663","2016","September","9","52","55.4","58","51.4"
"2016-10-01T00:00:00.000","18","131","6","11","1","0","128.75","122.1040992","135.3959008","98.87312187","2016","October","10","58","63.8","69","57.8"
"2016-11-01T00:00:00.000","5","136","2","2","0","1","135.5","134.1486148","136.8513852","104.0567613","2016","November","11","60","67.4","71","60.2"
"2016-12-01T00:00:00.000","11","147","3","8","0","0","149.75","143.7513562","155.7486438","115","2016","December","12","63","72.2","79","69.2"
"2017-01-01T00:00:00.000","13","13","4","9","0","0","15","9.15826041","20.84173959","11.51919866","2017","January","1","4","8.6","9","6.4"
"2017-02-01T00:00:00.000","12","25","6","6","0","0","25","20.77642925","29.22357075","19.19866444","2017","February","2","10","13.2","15","10.8"
"2017-03-01T00:00:00.000","7","32","4","3","0","0","36","31.58639457","40.41360543","27.64607679","2017","March","3","14","19.4","18","15.6"
"2017-04-01T00:00:00.000","17","49","3","14","0","0","48.2","45.149251","51.250749","37.01502504","2017","April","4","17","24","32","23"
"2017-05-01T00:00:00.000","9","58","6","3","0","0","58.8","55.65607696","61.94392304","45.15525876","2017","May","5","23","29.6","35","26.6"
"2017-06-01T00:00:00.000","10","68","6","4","0","0","74.4","66.40368771","82.39631229","57.13522538","2017","June","6","29","37.6","39","33.8"
"2017-07-01T00:00:00.000","21","89","5","15","1","0","88.8","84.47515044","93.12484956","68.19365609","2017","July","7","34","42.4","54","43.2"
"2017-08-01T00:00:00.000","5","94","2","2","0","1","101.6","94.99186325","108.2081368","78.02337229","2017","August","8","36","50","56","48.2"
"2017-09-01T00:00:00.000","8","102","8","0","0","0","112.75","109.8773866","115.6226134","86.58597663","2017","September","9","44","55.4","56","51.4"
"2017-10-01T00:00:00.000","12","114","9","3","0","0","128.75","122.1040992","135.3959008","98.87312187","2017","October","10","53","63.8","59","57.8"
"2017-11-01T00:00:00.000","4","118","3","1","0","0","135.5","134.1486148","136.8513852","104.0567613","2017","November","11","56","67.4","60","60.2"
"2017-12-01T00:00:00.000","13","131","5","8","0","0","149.75","143.7513562","155.7486438","115","2017","December","12","61","72.2","68","69.2"
"2018-01-01T00:00:00.000","10","10","5","5","0","0","15","9.15826041","20.84173959","11.51919866","2018","January","1","5","8.6","5","6.4"
"2018-02-01T00:00:00.000","13","23","4","9","0","0","25","20.77642925","29.22357075","19.19866444","2018","February","2","9","13.2","14","10.8"
"2018-03-01T00:00:00.000","18","41","3","13","2","0","36","31.58639457","40.41360543","27.64607679","2018","March","3","12","19.4","27","15.6"
"2018-04-01T00:00:00.000","16","57","6","10","0","0","48.2","45.149251","51.250749","37.01502504","2018","April","4","18","24","37","23"
"2018-05-01T00:00:00.000","6","63","4","2","0","0","58.8","55.65607696","61.94392304","45.15525876","2018","May","5","22","29.6","39","26.6"
"2018-06-01T00:00:00.000","14","77","5","8","0","1","74.4","66.40368771","82.39631229","57.13522538","2018","June","6","27","37.6","47","33.8"
"2018-07-01T00:00:00.000","7","84","2","5","0","0","88.8","84.47515044","93.12484956","68.19365609","2018","July","7","29","42.4","52","43.2"
"2018-08-01T00:00:00.000","8","92","4","4","0","0","101.6","94.99186325","108.2081368","78.02337229","2018","August","8","33","50","56","48.2"
"2018-09-01T00:00:00.000","5","97","1","4","0","0","112.75","109.8773866","115.6226134","86.58597663","2018","September","9","34","55.4","60","51.4"
"2018-10-01T00:00:00.000","12","109","4","8","0","0","128.75","122.1040992","135.3959008","98.87312187","2018","October","10","38","63.8","68","57.8"
"2018-11-01T00:00:00.000","9","118","4","5","0","0","135.5","134.1486148","136.8513852","104.0567613","2018","November","11","42","67.4","73","60.2"
"2018-12-01T00:00:00.000","8","126","1","7","0","0","149.75","143.7513562","155.7486438","115","2018","December","12","43","72.2","80","69.2"
"2019-01-01T00:00:00.000","4","4","2","1","1","0","15.6",,,,"2019","January","1","2","9","1","6.6"
"2019-02-01T00:00:00.000","7","11","3","4","0","0","26.4",,,,"2019","February","2","5","13.8","5","12.2"
"2019-03-01T00:00:00.000","8","19","3","4","1","0","38.8",,,,"2019","March","3","8","18.8","9","19.2"
"2019-04-01T00:00:00.000","8","27","5","3","0","0","52",,,,"2019","April","4","13","24","12","27.2"
"2019-05-01T00:00:00.000","11","38","6","5","0","0","61.8",,,,"2019","May","5","19","29.6","17","30.8"
"2019-06-01T00:00:00.000","8","46","4","4","0","0","78.6",,,,"2019","June","6","23","38","21","38.6"
"2019-07-01T00:00:00.000","12","58","5","7","0","0","92.2",,,,"2019","July","7","28","42.2","28","47.8"
"2019-08-01T00:00:00.000","7","65","4","3","0","0","104.8",,,,"2019","August","8","32","49.2","31","53.2"
"2019-09-01T00:00:00.000","11","76","4","7","0","0","113.2",,,,"2019","September","9","36","53.8","38","56.8"
"2019-10-01T00:00:00.000","16","92","2","13","0","1","128.8",,,,"2019","October","10","38","62","51","64"
"2019-11-01T00:00:00.000","11","103","6","5","0","0","135.2",,,,"2019","November","11","44","65.2","56","67"
"2019-12-01T00:00:00.000","9","112","1","8","0","0",,,,,"2019","December","12","45",,"64",
"2020-01-01T00:00:00.000","15","15","5","10","0","0",,,,,"2020","January","1","5",,"10",
"2020-02-01T00:00:00.000","13","28","6","7","0","0",,,,,"2020","February","2","11",,"17",
"2020-03-01T00:00:00.000","9","37","4","5","0","0",,,,,"2020","March","3","15",,"22",
"2020-04-01T00:00:00.000","7","44","2","5","0","0",,,,,"2020","April","4","17",,"27",
"2020-05-01T00:00:00.000","6","50","4","2","0","0",,,,,"2020","May","5","21",,"29",
"2020-06-01T00:00:00.000","8","58","7","1","0","0",,,,,"2020","June","6","28",,"30",
"2020-07-01T00:00:00.000","9","67","3","6","0","0",,,,,"2020","July","7","31",,"36",
"2020-08-01T00:00:00.000","8","75","5","2","0","1",,,,,"2020","August","8","36",,"38",
"2020-09-01T00:00:00.000","8","83","3","5","0","0",,,,,"2020","September","9","39",,"43",
"2020-10-01T00:00:00.000","13","96","11","2","0","0",,,,,"2020","October","10","50",,"45",
"2020-11-01T00:00:00.000","6","102","2","3","1","0",,,,,"2020","November","11","52",,"48",
"2020-12-01T00:00:00.000","14","116","2","12","0","0",,,,,"2020","December","12","54",,"60",
"2021-01-01T00:00:00.000","20","20","5","15","0","0",,,,,"2021","January","1","5",,"15",
"2021-02-01T00:00:00.000","8","28","1","7","0","0",,,,,"2021","February","2","6",,"22",
"2021-03-01T00:00:00.000","11","39","5","6","0","0",,,,,"2021","March","3","11",,"28",
"2021-04-01T00:00:00.000","11","50","5","6","0","0",,,,,"2021","April","4","16",,"34",
"2021-05-01T00:00:00.000","7","57","6","1","0","0",,,,,"2021","May","5","22",,"35",
"2021-06-01T00:00:00.000","13","70","8","4","1","0",,,,,"2021","June","6","30",,"39",
"2021-07-01T00:00:00.000","14","84","8","6","0","0",,,,,"2021","July","7","38",,"45",
"2021-08-01T00:00:00.000","18","102","13","3","2","0",,,,,"2021","August","8","51",,"48",
"2021-09-01T00:00:00.000","15","117","12","3","0","0",,,,,"2021","September","9","63",,"51",
"2021-10-01T00:00:00.000","17","134","9","7","0","1",,,,,"2021","October","10","72",,"58",
"2021-11-01T00:00:00.000","7","141","4","2","0","1",,,,,"2021","November","11","76",,"60",
"2021-12-01T00:00:00.000","19","160","6","13","0","0",,,,,"2021","December","12","82",,"73",
"2022-01-01T00:00:00.000","26","26","6","19","0","1",,,,,"2022","January","1","6",,"19",
"2022-02-01T00:00:00.000","12","38","8","4","0","0",,,,,"2022","February","2","14",,"23",
"2022-03-01T00:00:00.000","22","60","13","9","0","0",,,,,"2022","March","3","27",,"32",
"2022-04-01T00:00:00.000","16","76","8","8","0","0","0",,,,"2022","April","4","35",,"40",
"2022-05-01T00:00:00.000","11","87","7","4","0","0",,,,,"2022","May","5","42",,"44",
"2022-06-01T00:00:00.000","12","99","5","7","0","0",,,,,"2022","June","6","47",,"51",
