"date_approved","company_name","projected_investment","entity","incentive_type","edge_loangrant_amount","dev_loan_approval","dev_loan_amount","storefront_grant_approval","storefront_grant_amount","retail_forgivable_loan_approval","retail_forgivable_loan_amount","office_grant_approval","office_grant_amount","other_grant_approval","other_grant_amount","location_1_zip","location_1_city","location_1_state","location_1_address","location_1"
"2010-10-12T00:00:00.000","One Commerce Square","25200000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","40 S MAIN ST","POINT (-90.053327 35.143943)"
"2010-10-12T00:00:00.000","Van Vleet Flats & Offices","9600000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","109 S 2ND ST","POINT (-90.052747 35.141856)"
"2010-10-20T00:00:00.000","Hoot + Louise","82062","DMC","Storefront Grant, Forgivable Loan",,,,"2010-10-20T00:00:00.000","1570","2010-07-21T00:00:00.000","25971",,,,,,"Memphis","TN","540 S MAIN ST","POINT (-90.059007 35.132579)"
"2010-11-17T00:00:00.000","Carrot (originally Red Velvet)","388710","DMC","Development Loan, Storefront Grant, Forgivable Loan",,"2010-11-17T00:00:00.000","53200","2010-11-17T00:00:00.000","18000","2010-09-15T00:00:00.000","35000",,,,,,"Memphis","TN","314 S MAIN ST","POINT (-90.056687 35.137654)"
"2010-12-15T00:00:00.000","Saint Blues Guitar Workshop","154000","DMC","Storefront Grant, Forgivable Loan",,,,"2010-12-15T00:00:00.000","17000","2010-12-15T00:00:00.000","40000",,,,,,"Memphis","TN","645 MARSHALL AVE","POINT (-90.039352 35.140352)"
"2011-01-01T00:00:00.000","Service Master by Stratos","542942","DMC","Office Grant",,,,,,,,"40380","15000",,,,"Memphis","TN","66 N MAIN ST","POINT (-90.052092 35.147003)"
"2011-01-01T00:00:00.000","Le Bonheur Community Health and Well-Being","229000","DMC","Office Grant",,,,,,,,"40408","75000",,,,"Memphis","TN","151 S MAIN ST","POINT (-90.054438 35.141186)"
"2011-01-01T00:00:00.000","SMART Schools","331108","DMC","Office Grant",,,,,,,,"40380","5000",,,,"Memphis","TN","110 N COURT AVE","POINT (-90.05168 35.14649)"
"2011-01-01T00:00:00.000","492 South 2nd","261581","DMC","Development Loan",,"2011-09-21T00:00:00.000","52000",,,,,,,,,,"Memphis","TN","492 S 2ND ST","POINT (-90.056473 35.133839)"
"2011-01-01T00:00:00.000","archer>malmo","66053","DMC","Office Grant",,,,,,,,"40548","12500",,,,"Memphis","TN","65 UNION AVE","POINT (-90.054678 35.143517)"
"2011-01-01T00:00:00.000","Leadership Memphis","550000","DMC","Development Loan",,"2011-08-17T00:00:00.000","56000",,,,,,,,,,"Memphis","TN","361 S MAIN ST","POINT (-90.05751 35.136511)"
"2011-01-26T00:00:00.000","115 Union Avenue","3884598","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","115 UNION AVE","POINT (-90.053052 35.143071)"
"2011-04-20T00:00:00.000","K'PreSha","160000","DMC","Storefront Grant, Forgivable Loan",,,,"2011-04-20T00:00:00.000","3737.03","2011-04-20T00:00:00.000","40000",,,,,,"Memphis","TN","321 S MAIN ST","POINT (-90.056813 35.13748)"
"2011-08-17T00:00:00.000","APG Office Furnishings","319551","DMC","Storefront Grant, Forgivable Loan",,,,"2011-08-17T00:00:00.000","3437","2011-05-18T00:00:00.000","40000",,,,,,"Memphis","TN","100 S MAIN ST","POINT (-90.057478 35.136555)"
"2011-09-21T00:00:00.000","Shop Girl New York","149004","DMC","Storefront Grant, Forgivable Loan",,,,"2011-09-21T00:00:00.000","4984","2011-09-21T00:00:00.000","40000",,,,,,"Memphis","TN","515 S MAIN ST","POINT (-90.058983 35.133333)"
"2011-11-16T00:00:00.000","Grawemeyer's","13068","DMC","Storefront Grant",,,,"2011-11-16T00:00:00.000","4355.83",,,,,,,,"Memphis","TN","520 S MAIN ST","POINT (-90.058987 35.133207)"
"2011-11-16T00:00:00.000","Everleah's","6053","DMC","Storefront Grant",,,,"2011-11-16T00:00:00.000","2017.54",,,,,,,,"Memphis","TN","524 S MAIN ST","POINT (-90.058991 35.133087)"
"2011-11-16T00:00:00.000","Impact Innovations","11713430","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","6267 East Shelby Dr","POINT (-89.85467 35.020372)"
"2011-11-16T00:00:00.000","Sir Samuel's","175011","DMC","Storefront Grant, Forgivable Loan",,,,"2011-11-16T00:00:00.000","4236.66","2011-10-19T00:00:00.000","40000",,,,,,"Memphis","TN","522 S MAIN ST","POINT (-90.058989 35.133142)"
"2011-11-16T00:00:00.000","Rizzo's Diner (2012)","11421","DMC","Storefront Grant",,,,"2011-11-16T00:00:00.000","3806.93",,,,,,,,"Memphis","TN","530 S MAIN ST","POINT (-90.058994 35.132996)"
"2011-12-21T00:00:00.000","Valero","298538000","EDGE","PILOT",,,,,,,,,,,,"38109","Memphis","TN","543 West Mallory","POINT (-90.081556 35.087275)"
"2012-02-15T00:00:00.000","Nucor","113000000","EDGE","PILOT",,,,,,,,,,,,"38109","Memphis","TN","3605 Paul R Lowery Rd",
"2012-02-15T00:00:00.000","Aldo's Pizza","426900","DMC","Storefront Grant, Forgivable Loan",,,,"2012-02-15T00:00:00.000","23498","2010-07-21T00:00:00.000","40000",,,,,,"Memphis","TN","100 S MAIN ST","POINT (-90.057478 35.136555)"
"2012-02-15T00:00:00.000","FedEx","141850000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","3855 Airways Blvd","POINT (-89.98983 35.042968)"
"2012-02-15T00:00:00.000","AB Mauri Fleischmann's (ABMF)","10500000","EDGE","PILOT",,,,,,,,,,,,"38109","Memphis","TN","2743 Riverport Rd","POINT (-90.088088 35.0732)"
"2012-03-13T00:00:00.000","Printer's Alley Lofts","3150000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","347 S FRONT ST","POINT (-90.058768 35.137292)"
"2012-03-21T00:00:00.000","Life is Good","225766","DMC","Storefront Grant, Forgivable Loan",,,,"2012-03-21T00:00:00.000","6545","2011-12-14T00:00:00.000","40000",,,,,,"Memphis","TN","100 PEABODY PL","POINT (-90.054016 35.140877)"
"2012-03-21T00:00:00.000","A. Schwab","2440000","DMC","Development Loan",,"2012-03-21T00:00:00.000","66000",,,,,,,,,,"Memphis","TN","163 BEALE ST","POINT (-90.052702 35.139759)"
"2012-05-16T00:00:00.000","Cordova Safety Products, International Sourcing Company","4500000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4025 Viscount Ave","POINT (-89.928181 35.048834)"
"2012-06-12T00:00:00.000","Chisca on Main","32000000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","272 S MAIN ST","POINT (-90.056049 35.138534)"
"2012-06-20T00:00:00.000","NuVasive","74903211","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4670 East Shelby Dr","POINT (-89.906079 35.020625)"
"2012-07-18T00:00:00.000","Logical Systems","2000000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3204 Jean Dr","POINT (-89.947628 35.061299)"
"2012-08-15T00:00:00.000","Barrett Distribution","9751311","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","4836 Hickory Hill","POINT (-89.865375 35.014228)"
"2012-10-17T00:00:00.000","Nike, Inc.","301000000","EDGE","PILOT",,,,,,,,,,,,"38128","Memphis","TN","3100 Frayser Boulevard","POINT (-89.960519 35.221055)"
"2012-10-17T00:00:00.000","Franklin Sports","3292480","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","5510 Getwell Rd","POINT (-89.936721 34.997726)"
"2013-01-08T00:00:00.000","James Lee House Bed & Breakfast","2225000","DMC","PILOT",,,,,,,,,,,,"38105","Memphis","TN","690 ADAMS AVE","POINT (-90.037487 35.144402)"
"2013-02-20T00:00:00.000","Container Maintenance","3679224","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","4530 Clarke Road","POINT (-89.875041 35.025482)"
"2013-02-20T00:00:00.000","JM Smucker","96013397","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4740 Burbank Rd","POINT (-89.905733 35.041564)"
"2013-02-20T00:00:00.000","International Paper","223761909","EDGE","PILOT",,,,,,,,,,,,"38119","Memphis","TN","6420 Poplar Ave","POINT (-89.849142 35.099997)"
"2013-03-20T00:00:00.000","TJX","17081462","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","6100 East Holmes Rd","POINT (-89.862255 35.005816)"
"2013-04-17T00:00:00.000","Bryce Corporation","26054686","EDGE","PILOT",,,,,,,,,,,,"38118","Lamar Memphis","TN","4505 Old",
"2013-06-11T00:00:00.000","South Junction Phase I","18000000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","7 E GEORGIA AVE","POINT (-90.061121 35.12937)"
"2013-06-19T00:00:00.000","Barnhart Crane and Rigging","5200000","EDGE","PILOT",,,,,,,,,,,,"38114","Memphis","TN","2163 Airways Blvd","POINT (-89.987795 35.087204)"
"2013-08-07T00:00:00.000","Wright Medical","15570440","EDGE","PILOT",,,,,,,,,,,,"38117","Memphis","TN","1023 Cherry Road","POINT (-89.915752 35.104637)"
"2013-09-10T00:00:00.000","Pressbox Lofts (Toof Mural Building)","7250000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","195 MADISON AVE","POINT (-90.049743 35.144371)"
"2013-09-18T00:00:00.000","Enoble","7037879","EDGE","PILOT",,,,,,,,,,,,"38120","Memphis","TN","813 Ridge Lake Blvd","POINT (-89.867861 35.109481)"
"2013-10-10T00:00:00.000","Crosstown Concourse (Sears)","200000000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","0 N CLAYBROOK ST",
"2013-10-16T00:00:00.000","Book Juggler","7629","DMC","Storefront Grant",,,,"2013-10-16T00:00:00.000","3814.25",,,,,,,,"Memphis","TN","540 S MAIN ST","POINT (-90.059007 35.132579)"
"2013-10-16T00:00:00.000","NovaCopy","4830000","EDGE","PILOT",,,,,,,,,,,,"38134","Memphis","TN","5520 Shelby Oaks Drive","POINT (-89.876201 35.162463)"
"2013-11-20T00:00:00.000","United Parcel Service, Inc.","80408629","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3675 New Swinnea Road","POINT (-89.963998 35.047344)"
"2013-11-20T00:00:00.000","Monogram Food","3539878","EDGE","PILOT",,,,,,,,,,,,"38117","Memphis","TN","530 Oak Court Drive","POINT (-89.915507 35.117129)"
"2013-12-04T00:00:00.000","Botto Jewelry Market","10620","DMC","Storefront Grant",,,,"2013-12-04T00:00:00.000","4310",,,,,,,,"Memphis","TN","43 S MAIN ST","POINT (-90.053328 35.143939)"
"2013-12-10T00:00:00.000","Printer's Alley Annex Lofts","3115000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","345 S FRONT ST","POINT (-90.058602 35.137524)"
"2014-02-19T00:00:00.000","Clean Line","259848000","EDGE","PILOT",,,,,,,,,,,,"38053","Millington","TN","7103 Millington Road","POINT (-89.940406 35.319757)"
"2014-04-09T00:00:00.000","High Cotton Brewing Tap Room","227450","DMC","Storefront Grant",,,,"2014-04-09T00:00:00.000","50000",,,,,,,,"Memphis","TN","598 MONROE AVE","POINT (-90.040954 35.14094)"
"2014-04-16T00:00:00.000","Continental Tire","2066100","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3474 Winchester Rd","POINT (-89.947619 35.052182)"
"2014-05-21T00:00:00.000","ABF Freight System","20550000","EDGE","PILOT",,,,,,,,,,,,"38114","Memphis","TN","2080 Dunn Avenue","POINT (-89.993448 35.091688)"
"2014-07-10T00:00:00.000","H&M Health and Wellness","50000","EDGE","EDGE Loan Fund Loan","50000",,,,,,,,,,,"38134","Oaks Memphis","TN","2840 Summer",
"2014-07-10T00:00:00.000","Handcrafted Furniture by Elmore Holmes","250000","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2542 Broad Avenue","POINT (-89.974419 35.147907)"
"2014-07-10T00:00:00.000","Memphis Guitar Spa","50000","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2561 Broad Avenue","POINT (-89.973946 35.147863)"
"2014-08-06T00:00:00.000","NovaCopy","2175412","EDGE","SBA 504 Loan","2175412",,,,,,,,,,,"38133","Memphis","TN","6859 Appling Farms Pkwy","POINT (-89.83451 35.17863)"
"2014-08-06T00:00:00.000","B.G. Brooks Enterprises","32000","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38126","Memphis","TN","995 Mississippi Boulevard","POINT (-90.03899 35.119905)"
"2014-08-06T00:00:00.000","Quality Quick Cleaners","37500","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38106","Memphis","TN","284 East McLemore Street","POINT (-90.052658 35.115994)"
"2014-08-20T00:00:00.000","Old Dominion Freight Line","36014804","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","2102 Spirit of 76 Dr",
"2014-09-03T00:00:00.000","Goode Development","730000","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2519 Broad Avenue","POINT (-89.97522 35.147984)"
"2014-09-09T00:00:00.000","South Junction Phase II","8100000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","0 E CAROLINA AVE",
"2014-09-10T00:00:00.000","Stock and Belle","209450","DMC","Storefront Grant, Forgivable Loan",,,,"2014-09-10T00:00:00.000","14699.5","2014-03-19T00:00:00.000","40000",,,,,,"Memphis","TN","387 S MAIN ST","POINT (-90.058016 35.135817)"
"2014-09-17T00:00:00.000","Re-Cy, LLC","8935073","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3970 Delp Street","POINT (-89.922193 35.040345)"
"2014-10-13T00:00:00.000","Rizzo's Diner (2015)","24900","DMC","Storefront Grant",,,,"2014-10-13T00:00:00.000","12450",,,,,,,,"Memphis","TN","492 S MAIN ST","POINT (-90.058962 35.133975)"
"2014-10-14T00:00:00.000","266 Memphis Lofts","17862245","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","266 S FRONT ST","POINT (-90.057298 35.139332)"
"2014-10-15T00:00:00.000","ACS Clothing Limited","16659480","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4400 Quality Drive","POINT (-89.912201 35.023377)"
"2014-10-15T00:00:00.000","Benchmark Education Company","4661625","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3955 East Holmes Road","POINT (-89.933685 35.006032)"
"2014-10-15T00:00:00.000","FedEx SupplyChain Systems, Inc.","6820800","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","5050 East Holmes Road","POINT (-89.895491 35.005982)"
"2014-11-05T00:00:00.000","Propcellar Vintage Rentals","269625","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2585 Summer Avenue","POINT (-89.972858 35.150164)"
"2014-11-05T00:00:00.000","Metalworks","37500","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2537 Broad Avenue","POINT (-89.974746 35.147938)"
"2014-11-11T00:00:00.000","Merchants Row","3894600","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","85 S 2ND ST","POINT (-90.052448 35.142605)"
"2014-11-19T00:00:00.000","Serenity Recovery Centers, Inc.","2300000","EDGE","Bond","2300000",,,,,,,,,,,,"-90.034458)",,"38105(35.151329",
"2014-12-17T00:00:00.000","Target Corporation","69119545","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","5461 Davidson Road","POINT (-89.884133 35.000428)"
"2014-12-17T00:00:00.000","Cummins, Inc.","37216100","EDGE","PILOT",,,,,,,,,,,,"38115","Memphis","TN","4155 Quest Way","POINT (-89.870243 35.037272)"
"2015-01-21T00:00:00.000","IKEA Property, Inc.","64269000","EDGE","PILOT",,,,,,,,,,,,"38016","nbsp; Memphis","TN","7900 Ikea Way","POINT (-89.798682 35.188547)"
"2015-02-04T00:00:00.000","Tyler's Grocery","33000","EDGE","Inner City Economic Development Loan","22000",,,,,,,,,,,"38106","Memphis","TN","973 East McLemore Avenue","POINT (-90.029784 35.115476)"
"2015-02-04T00:00:00.000","P&M Catering","95400","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38106","Memphis","TN","1011 Mississippi Boulevard","POINT (-90.038714 35.119415)"
"2015-02-18T00:00:00.000","Quench and Second Street Shoppers","80567","DMC","Storefront Grant",,,,"2015-02-18T00:00:00.000","23945",,,,,,,,"Memphis","TN","99 S 2ND ST","POINT (-90.052608 35.142197)"
"2015-02-18T00:00:00.000","Coca-Cola Refreshments USA, Inc.","10039000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4770 Southpoint Drive","POINT (-89.905042 35.015219)"
"2015-03-18T00:00:00.000","Impact Innovations, Inc.","7300000","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","6269 East Shelby Drive","POINT (-89.854577 35.020373)"
"2015-04-14T00:00:00.000","Universal Life Building (2015)","6260880","DMC","PILOT",,,,,,,,,,,,"38126","Memphis","TN","480 DR M L KING AVE","POINT (-90.045821 35.136824)"
"2015-05-12T00:00:00.000","Tennessee Brewery Phase I","28112981","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","501 TENNESSEE ST","POINT (-90.062546 35.133873)"
"2015-05-20T00:00:00.000","Exercise Unlimited","18801","DMC","Storefront Grant",,,,"2015-05-20T00:00:00.000","9400.5",,,,,,,,"Memphis","TN","387 S FRONT ST","POINT (-90.05916 35.13675)"
"2015-05-20T00:00:00.000","Elvis Presley Enterprises, Inc.","137000000","EDGE","Bond","124000000",,,,,,,,,,,,,,,
"2015-06-01T00:00:00.000","South End Underpass Improvements","125000","DMC","Other Grant",,,,,,,,,,"2014-04-16T00:00:00.000","80000",,"Memphis","TN","Florida St & South Main St",
"2015-06-17T00:00:00.000","Dayco Products, LLC","11284400","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3530 Raines Road","POINT (-89.946865 35.037278)"
"2015-07-14T00:00:00.000","One Beale (2015)","160673788","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","245 WAGNER PL","POINT (-90.057466 35.140451)"
"2015-08-10T00:00:00.000","Euro Imports of Memphis","37500","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2699 Broad Avenue","POINT (-89.969464 35.147486)"
"2015-08-10T00:00:00.000","The Bikesmith","37500","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","509 North Hollywood","POINT (-89.976981 35.149373)"
"2015-08-10T00:00:00.000","Motamedi GlasArt","40043","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38103","Memphis","TN","492 South Second Street","POINT (-90.056473 35.133839)"
"2015-08-19T00:00:00.000","Solae, LLC","32606579","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","4272 South Mendenhall Road","POINT (-89.884498 35.032229)"
"2015-08-19T00:00:00.000","State Systems, Inc.","1650000","EDGE","PILOT",,,,,,,,,,,,"38134","Memphis","TN","1861 Vanderhorn Drive","POINT (-89.890012 35.176337)"
"2015-09-02T00:00:00.000","Pyramid Stone","132713","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2615 Summer Avenue","POINT (-89.971842 35.150066)"
"2015-09-02T00:00:00.000","Jim and Samella's","61000","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38106","Memphis","TN","841 Bullington Avenue","POINT (-90.034563 35.109027)"
"2015-09-02T00:00:00.000","Camy's Inc","60000","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38111","Memphis","TN","2886 Walnut Grove Rd","POINT (-89.964982 35.136217)"
"2015-10-07T00:00:00.000","Advance Memphis","225487","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38126","Memphis","TN","575 Suzette Street","POINT (-90.033635 35.131136)"
"2015-10-07T00:00:00.000","The Rec Room","181528","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","3000 Broad Avenue","POINT (-89.961312 35.147326)"
"2015-10-07T00:00:00.000","City and State, LLC","124410","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2625 Broad Avenue","POINT (-89.971805 35.147681)"
"2015-10-07T00:00:00.000","Health Tech Institute of Memphis","37500","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38126","Memphis","TN","571 Vance Avenue","POINT (-90.043007 35.134591)"
"2015-10-13T00:00:00.000","Union at McLean (Midtown Market)","33583182","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","1801 UNION AVE","POINT (-90.001242 35.1353)"
"2015-10-14T00:00:00.000","Facing History & Ourselves","16955","DMC","Storefront Grant",,,,"2015-10-14T00:00:00.000","8478",,,,,,,,"Memphis","TN","115 HULING AVE","POINT (-90.057748 35.135239)"
"2015-10-21T00:00:00.000","Binghampton Gateway Center","6845255","EDGE","PILOT",,,,,,,,,,,,"38112","Memphis","TN","480 Tillman Street","POINT (-89.961276 35.145546)"
"2015-10-21T00:00:00.000","MLB Uptown","5571000","EDGE","PILOT",,,,,,,,,,,,"38105","Memphis","TN","544 Jackson Avenue","POINT (-90.03605 35.156505)"
"2015-11-18T00:00:00.000","Gould's Day Spa & Salon Storefront","43621","DMC","Storefront Grant",,,,"2015-11-18T00:00:00.000","21810",,,,,,,,"Memphis","TN","77 S MAIN ST","POINT (-90.053673 35.143078)"
"2015-11-18T00:00:00.000","DunAn Precision Inc","23648000","EDGE","PILOT",,,,,,,,,,,,"38115","Memphis","TN","5750 Challenge Drive","POINT (-89.872914 35.039774)"
"2015-11-18T00:00:00.000","LEDIC Management Group, LLC","12129020","EDGE","PILOT",,,,,,,,,,,,"38117","Memphis","TN","555 S Perkins Road","POINT (-89.906968 35.115717)"
"2015-11-18T00:00:00.000","Pacific Paper","3695800","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","5300 Hickory Hill","POINT (-89.864295 35.002096)"
"2015-11-19T00:00:00.000","Chapman Furniture Storefront","17630","DMC","Storefront Grant",,,,"2015-11-19T00:00:00.000","8815",,,,,,,,"Memphis","TN","337 S MAIN ST","POINT (-90.057173 35.136981)"
"2015-12-02T00:00:00.000","G's Wings, Fish, Burgers & More","38533","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38118","Memphis","TN","4635 Tuchulahoma",
"2015-12-02T00:00:00.000","Lodestone Design","40491","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38111","Memphis","TN","578 South Highland","POINT (-89.945704 35.116041)"
"2015-12-02T00:00:00.000","J&H Graphic Screen Printing, Inc.","31966","EDGE","Inner City Economic Development Loan","21310",,,,,,,,,,,"38106","Presley Memphis","TN","2331 Elvis",
"2015-12-08T00:00:00.000","Falling into Place","58630","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","2613 Broad Avenue","POINT (-89.97229 35.147714)"
"2015-12-16T00:00:00.000","Loflin Yard","878190","DMC","Development Loan, Storefront Grant",,"2015-12-16T00:00:00.000","47000","2015-12-16T00:00:00.000","18425",,,,,,,,"Memphis","TN","0 W CAROLINA AVE",
"2016-02-03T00:00:00.000","MAAE'S MARKET","32249","EDGE","Inner City Economic Development Loan","21499",,,,,,,,,,,"38109","Memphis","TN","2063 Castex","POINT (-90.070306 35.091453)"
"2016-02-03T00:00:00.000","Major & Son Master Muffler","62865","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38114","Memphis","TN","2207 Airways","POINT (-89.987003 35.085207)"
"2016-02-03T00:00:00.000","Restoration House Boxing Academy","10795","EDGE","Inner City Economic Development Loan","7190",,,,,,,,,,,"38127","Memphis","TN","4050 North Watkins","POINT (-90.013497 35.235935)"
"2016-03-16T00:00:00.000","Evergreen Packaging, Inc.","3823800","EDGE","PILOT",,,,,,,,,,,,"38119","Memphis","TN","5350 Poplar Avenue","POINT (-89.883155 35.107205)"
"2016-03-16T00:00:00.000","Hollywood Feed, LLC","3169000","EDGE","PILOT",,,,,,,,,,,,"38108","Memphis","TN","1339 E Warford St","POINT (-89.962394 35.169743)"
"2016-05-04T00:00:00.000","The Choo","39958","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38111","Memphis","TN","3045 Southern Avenue","POINT (-89.960883 35.115423)"
"2016-05-04T00:00:00.000","On the Spot Cuts and Styles","39674","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38128","Memphis","TN","3147 Frayser Boulevard","POINT (-89.958391 35.221438)"
"2016-05-04T00:00:00.000","CityWood","66000","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38112","Memphis","TN","583 Scott Street","POINT (-89.967182 35.148288)"
"2016-05-18T00:00:00.000","Ghost River Tap Room","382000","DMC","Storefront Grant",,,,"2016-05-18T00:00:00.000","66455",,,,,,,,"Memphis","TN","827 S MAIN ST","POINT (-90.059217 35.124967)"
"2016-06-14T00:00:00.000","One Service Master Center","39542920","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","150 PEABODY PL","POINT (-90.051844 35.14039)"
