"date_approved","company_name","projected_investment","entity","incentive_type","edge_loangrant_amount","dev_loan_approval","dev_loan_amount","storefront_grant_approval","storefront_grant_amount","retail_forgivable_loan_approval","retail_forgivable_loan_amount","office_grant_approval","office_grant_amount","other_grant_approval","other_grant_amount","location_1_zip","location_1_city","location_1_state","location_1_address","location_1"
"2019-08-14T00:00:00.000","Slim and Husky's","960000","DMC","Storefront Grant",,,,"2019-08-14T00:00:00.000","60000",,,,,,,"38103","Memphis","TN","634 UNION AVE","POINT (-90.040093 35.13963)"
"2019-08-14T00:00:00.000","Suga Shack","70150","DMC","Storefront Grant",,,,"2019-08-14T00:00:00.000","35575",,,,,,,"38103","Memphis","TN","392 BEALE ST","POINT (-90.048219 35.139186)"
"2019-08-21T00:00:00.000","NBCUniversal","41000000","EDGE","PILOT",,,,,,,,,,,,,,,,
"2019-08-21T00:00:00.000","Cherry Tree International Corp.","9246163","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3955 East Holmes Road","POINT (-89.933685 35.006032)"
"2019-09-04T00:00:00.000","Muggin Coffeehouse","26000","EDGE","Inner City Economic Development Loan","15000",,,,,,,,,,,"38116","Memphis","TN","1139 Brownlee Road","POINT (-90.025993 35.0327)"
"2019-09-04T00:00:00.000","South Memphis Renewal Community Development Corporation","670000","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38126","Memphis","TN","991 Mississippis Boulevard","POINT (-90.039008 35.119936)"
"2019-09-10T00:00:00.000","345 S. Main St.","2495261","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","361 S MAIN ST","POINT (-90.05751 35.136511)"
"2019-09-10T00:00:00.000","61 Keel Ave","2581151","DMC","PILOT",,,,,,,,,,,,"38107","Memphis","TN","61 KEEL AVE","POINT (-90.046494 35.163361)"
"2019-09-10T00:00:00.000","82-86-88 South Main","9117427","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","TN","82 S MAIN ST","POINT (-90.053697 35.143013)"
"2019-09-10T00:00:00.000","871 S. Cooper","8315990","DMC","PILOT",,,,,,,,,,,,"38104","Memphis","TN","871 S COOPER ST","POINT (-89.990924 35.122176)"
"2019-09-10T00:00:00.000","99 S Front Redevelopment","23321782","DMC","PILOT, Other Grant",,,,,,,,,,"2019-01-16T00:00:00.000","650406","38103","Memphis","TN","99 S FRONT ST","POINT (-90.055173 35.142816)"
"2019-09-18T00:00:00.000","Renasant Bank","15830300","EDGE","PILOT",,,,,,,,,,,,"38119","Memphis","TN","5575 Poplar Avenue","POINT (-89.876623 35.105572)"
"2019-09-18T00:00:00.000","45 N. B.B. King","84610.8","DMC","Storefront Grant",,,,"2019-09-18T00:00:00.000","42305",,,,,,,"38134","Memphis","TN","0 COURT AVE",
"2019-09-18T00:00:00.000","612 N 5th St","395000","DMC","Development Loan",,"2019-09-18T00:00:00.000","200000",,,,,,,,,"38107","Memphis","TN","612 N 5TH ST","POINT (-90.041396 35.159897)"
"2019-09-18T00:00:00.000","Shred 415","434000","DMC","Other Grant",,,,,,,,,,"2019-09-18T00:00:00.000","30000","38103","Memphis","TN","145 PEABODY PL","POINT (-90.05303 35.140729)"
"2019-10-16T00:00:00.000","Raymond James and Associates, Inc.","23608000","EDGE","Pilot",,,,,,,,,,,,"38120","Memphis","TN","1100 Ridgeway Loop","POINT (-89.863552 35.103939)"
"2019-11-06T00:00:00.000","Creative Home Academy & Preschool","41818","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38111","Memphis","Tennessee","1149 Semmes","POINT (-89.96109 35.100279)"
"2019-11-06T00:00:00.000","Stepherson Incorporated, dba Superlo Foods","100000","EDGE","Inner City Economic Development Loan","100000",,,,,,,,,,,"38114","Memphis","Tennessee","2269 Lamar Ave","POINT (-89.986788 35.1063)"
"2019-11-12T00:00:00.000","107 S. Main","7016357","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","107 S MAIN ST","POINT (-90.053982 35.142284)"
"2019-11-12T00:00:00.000","122 S. Main St. (Dream Hotel)","54500000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","122 S MAIN ST","POINT (-90.054163 35.141857)"
"2019-11-12T00:00:00.000","311 S. Main","7100708","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","311 S MAIN ST","POINT (-90.056682 35.13766)"
"2019-11-12T00:00:00.000","316 & 324 S. Front St.","30218096","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","324 S FRONT ST","POINT (-90.058267 35.137991)"
"2019-11-12T00:00:00.000","386 S. Main St","6127534","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","386 S MAIN ST","POINT (-90.057982 35.135865)"
"2019-11-13T00:00:00.000","LeSaint Logistics","28182866","EDGE","Pilot",,,,,,,,,,,,"38118","Memphis","TN","5461 Davidson Road","POINT (-89.884133 35.000428)"
"2019-11-13T00:00:00.000","The Pallet Factory Inc.","4300000","EDGE","Pilot",,,,,,,,,,,,"38118","Memphis","TN","3740 Arnold Road","POINT (-89.938789 35.027969)"
"2019-11-13T00:00:00.000","Stepherson Incorporated, dba Superlo Foods","1400955","EDGE","Pilot",,,,,,,,,,,,"38114","Memphis","TN","2269 Lamar Ave","POINT (-89.986788 35.1063)"
"2019-11-13T00:00:00.000","Arlington Memphis, LLC dba Velo at Shelby Farms","37650000","EDGE","Pilot",,,,,,,,,,,,"38018","Memphis","TN","7620 Raleigh Lagrange Road","POINT (-89.806911 35.139971)"
"2019-11-19T00:00:00.000","Loews Hotel","240000000","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","128 ADAMS AVE","POINT (-90.05062 35.14792)"
"2019-11-20T00:00:00.000","Upourium Social and Tap Haus","149000","DMC","Storefront Grant",,,,"2019-11-20T00:00:00.000","60000",,,,,,,"38103","Memphis","Tennessee","399 S 2ND ST","POINT (-90.056367 35.134672)"
"2019-11-20T00:00:00.000","WeCare tlc","682252","DMC","Retail TI Grant",,,,,,"2019-11-20T00:00:00.000","30000",,,,,"38103","Memphis","Tennessee","123 S MAIN ST","POINT (-90.054166 35.141851)"
"2019-12-02T00:00:00.000","Pinch Mixed-Use Development (Phase 1)","604316342","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","400 N FRONT ST","POINT (-90.049823 35.156246)"
"2019-12-10T00:00:00.000","1750 Madison","12584531","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","1750 MADISON AVE","POINT (-90.002841 35.138046)"
"2019-12-10T00:00:00.000","46 Keel Ave (Conwood)","45958275","DMC","PILOT",,,,,,,,,,,,"38103","Memphis","Tennessee","46 KEEL AVE","POINT (-90.047263 35.16358)"
"2019-12-18T00:00:00.000","Hyosung Heavy Industries Corporation","102972646","EDGE","Pilot",,,,,,,,,,,,"38109","Memphis","TN","2865 Riverport Road","POINT (-90.090058 35.072328)"
"2019-12-18T00:00:00.000","Penn A Kem LLC","38545000","EDGE","Pilot",,,,,,,,,,,,"38108","Memphis","TN","3324 Chelsea Avenue","POINT (-89.948915 35.173265)"
"2020-01-15T00:00:00.000","Blues City Brewery, LLC 2","49000000","EDGE","Pilot",,,,,,,,,,,,"38118","Memphis","TN","5151 East Raines Road","POINT (-89.890959 35.035077)"
"2020-01-15T00:00:00.000","United Parcel Service, Inc. 2","216600000","EDGE","Pilot",,,,,,,,,,,,"38118","Memphis","TN","3675 New Swinnea Road","POINT (-89.963998 35.047344)"
"2020-02-05T00:00:00.000","Alcy Ball Development Corporation","90967","EDGE","Inner City Economic Development Loan","25000",,,,,,,,,,,"38114","Memphis","Tennessee","1672 East Alcy Road","POINT (-90.007182 35.077774)"
"2020-02-05T00:00:00.000","Bendy Beast Fitness LLC","103860","EDGE","Inner City Economic Development Loan","20000",,,,,,,,,,,"38104","Memphis","Tennessee","1202 Minna Place","POINT (-90.021657 35.128663)"
"2020-03-18T00:00:00.000","Link Apartments Broad Avenue","69000000","EDGE","Pilot",,,,,,,,,,,,"38112","Memphis","TN","2542 Broad Avenue","POINT (-89.974419 35.147907)"
"2020-04-15T00:00:00.000","Excel Inc. dba DHL Supply Chain","20757228","EDGE","Pilot",,,,,,,,,,,,"38141","Memphis","TN","6200 Global Drive","POINT (-89.857401 34.99685)"
"2020-04-15T00:00:00.000","2615 Summer, LLC dba Stone Solution","2090000","EDGE","Pilot",,,,,,,,,,,,"38112","Memphis","TN","2615 Summer Avenue","POINT (-89.971842 35.150066)"
"2020-05-20T00:00:00.000","Ampro Industries, Inc.","6000000","EDGE","Pilot",,,,,,,,,,,,"38127","Memphis","TN","4171 Steele Street","POINT (-90.002833 35.239638)"
"2020-05-20T00:00:00.000","Central Lofts","20049255","EDGE","Pilot",,,,,,,,,,,,"38104","Memphis","TN","2601 Central Avenue","POINT (-89.975242 35.125696)"
"2020-08-19T00:00:00.000","Exel Inc. dba DHL Supply Chain 2","85718770","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","0 Tchulahoma Road",
"2020-08-19T00:00:00.000","Aesthetic Management Partners","2900000","EDGE","PILOT",,,,,,,,,,,,"38016","Cordova","TN","9113 Macon Road","POINT (-89.758882 35.16382)"
"2020-08-19T00:00:00.000","RDX, LLC","8699485","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4504 American Way","POINT (-89.915139 35.071923)"
"2020-08-19T00:00:00.000","Poplar Plaza Residential","56485000","EDGE","PILOT",,,,,,,,,,,,"38111","Memphis","TN","3486 Poplar Ave","POINT (-89.94757 35.128386)"
"2020-08-19T00:00:00.000","Water to Wine, LLC","9235000","EDGE","PILOT",,,,,,,,,,,,"38111","Memphis","TN","3637 Park Ave","POINT (-89.941287 35.107762)"
"2020-10-21T00:00:00.000","Pristex Solutions, LLC","11608422","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4259 Delp Street","POINT (-89.925348 35.032942)"
"2020-10-21T00:00:00.000","Arvato Digital Services, LLC","30257475","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3303 East Holmes Road","POINT (-89.95294 35.006193)"
"2020-11-18T00:00:00.000","Cognate BioServices, Inc.","212859608","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","6100 Global Drive","POINT (-89.859575 34.997092)"
"2020-12-16T00:00:00.000","Crown World, Inc.","4150000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","2990 Airways","POINT (-89.990966 35.063195)"
"2021-01-20T00:00:00.000","Eversana Life Science Services, LLC","30000000","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","4500 Mendenhall","POINT (-89.883816 35.052766)"
"2021-01-20T00:00:00.000","Imperial Industrial Supply Company","20900000","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","6099 Global Drive","POINT (-89.858347 34.997034)"
"2021-01-20T00:00:00.000","Ubiquiti Inc.","5000000","EDGE","PILOT",,,,,,,,,,,,"38141","Memphis","TN","6200 Global Drive","POINT (-89.857401 34.99685)"
"2021-03-17T00:00:00.000","Mullen Technologies Inc.","362400000","EDGE","PILOT",,,,,,,,,,,,"38125","Memphis","TN","8400 Winchester Road","POINT (-89.781676 35.048118)"
"2021-03-17T00:00:00.000","Alphatec Spine, Inc.","3500000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","4104 Willow Lake Blvs","POINT (-89.889139 35.036139)"
"2021-04-21T00:00:00.000","Sylvamo Corporation","14500000","EDGE","PILOT",,,,,,,,,,,,"38119","Memphis","TN","Primacy Parkway",
"2021-05-19T00:00:00.000","3393 Summer Ave","2720000","EDGE","PILOT",,,,,,,,,,,,"38122","Memphis","TN","3393 Summer Ave","POINT (-89.947202 35.149423)"
"2021-05-19T00:00:00.000","Walgreen Company","30000000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3299 Tchulatech",
"2021-07-28T00:00:00.000","Atlantic Track + Turnout Co.","14065000","EDGE","PILOT",,,,,,,,,,,,"38109","Memphis","TN","391 E Mallory","POINT (-90.048724 35.086392)"
"2021-08-18T00:00:00.000","Memphis Record Pressing","7500000","EDGE","PILOT",,,,,,,,,,,,"38133","Memphis","TN","7625 Appling Center Drive","POINT (-89.808888 35.202561)"
"2021-09-15T00:00:00.000","RedDOT Corporation","14260000","EDGE","PILOT",,,,,,,,,,,,"38106","Memphis","TN","2049 Harbor Ave","POINT (-90.114897 35.092179)"
"2021-09-15T00:00:00.000","Exel Inc. dba DHL Supply Chain 3","7076368","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","3299 Tchulatech",
"2021-11-18T00:00:00.000","KTG USA LP 2021","21795982","EDGE","PILOT",,,,,,,,,,,,"38107","Memphis","TN","400 Mahannah Ave","POINT (-90.043824 35.18375)"
"2021-12-15T00:00:00.000","Medtronic Logistics LLC & CEVA Logistics U.S., Inc.","133350000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","5300 Airways Blvd","POINT (-89.989907 35.003749)"
"2021-12-15T00:00:00.000","Performance Food Group","29200000","EDGE","PILOT",,,,,,,,,,,,"38118","Memphis","TN","0 Global Drive",
"2022-01-19T00:00:00.000","MHR Fund Management LLC","112500000","EDGE","PILOT",,,,,,,,,,,,"38125","Memphis","TN","8400 Winchester Road","POINT (-89.781676 35.048118)"
"2022-02-16T00:00:00.000","Northside Renaissance Development","71936887","EDGE","PILOT",,,,,,,,,,,,"38107","Memphis","TN","1212 Vollintine","POINT (-90.01664 35.165318)"
"2022-02-16T00:00:00.000","Subroy Movement Foundation, Inc. dba Tasche Social Gallery","15000","EDGE","PILOT",,,,,,,,,,,,"38114","Memphis","TN","1730 Lamar Ave","POINT (-90.004462 35.118781)"
"2022-02-16T00:00:00.000","E.U. Enterprises LLC","25000","EDGE","PILOT",,,,,,,,,,,,"38107","Memphis","TN","825 Jackson Ave","POINT (-90.031228 35.156985)"
"2021-10-20T00:00:00.000","Springdale Salon","20000","EDGE","PILOT",,,,,,,,,,,,"38108","Memphis","TN","1149 Springdale Street","POINT (-89.983817 35.167676)"
"2021-10-20T00:00:00.000","Heights CDC","25000","EDGE","PILOT",,,,,,,,,,,,"38122","Memphis","TN","3386 Bowen Ave","POINT (-89.948038 35.153335)"
"2021-10-20T00:00:00.000","Venture South Productions","20000","EDGE","PILOT",,,,,,,,,,,,"38112","Memphis","TN","2622 Poplar�","POINT (-89.973803 35.137176)"
"2021-08-25T00:00:00.000","Restaurant Kora","15000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","4573 Elvis Presley Blvd","POINT (-90.025198 35.023841)"
"2021-08-25T00:00:00.000","Snkrr Bar","15000","EDGE","PILOT",,,,,,,,,,,,"38104","Memphis","TN","1869 Madison","POINT (-89.998994 35.137617)"
"2021-07-07T00:00:00.000","Kaye's Pints & Scoops","15000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","2089 Winchester Road","POINT (-89.99412 35.053371)"
"2021-06-02T00:00:00.000","Sumadhi Spa Pro Aesthetics Training Center","11000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","1100 East Brooks Road","POINT (-90.027135 35.061608)"
"2021-04-07T00:00:00.000","The Vineyard, LLC","12000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","4715 Elvis Presley","POINT (-90.025227 35.019919)"
"2020-12-02T00:00:00.000","Muhsen Najdawi dba Turbo Knights","12000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","3301 Winbrook Road","POINT (-89.997301 35.058482)"
"2020-11-04T00:00:00.000","Edna Banks-Hawkins, dba Mot & Ed�s Southern Eatery","15000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","1030 E. Raines Road","POINT (-90.02963 35.035298)"
"2020-08-28T00:00:00.000","Haven Representations, LLC dba Nubian Design","16000","EDGE","PILOT",,,,,,,,,,,,"38116","Memphis","TN","1237 Marlin Rd","POINT (-90.022838 35.034005)"
"2020-08-07T00:00:00.000","1570 Vollintine Ave (Timothy S. Hubbard)","15000","EDGE","PILOT",,,,,,,,,,,,"38107","Memphis","TN","1570 Vollintine Avenue","POINT (-90.004979 35.16415)"
"2021-02-17T00:00:00.000","Distilled Spirits Inc.","17900000","EDGE","Bond",,,,,,,,,,,,"38107","Memphis","TN","802 N. Royal Ave","POINT (-90.030389 35.18206)"
"2021-04-21T00:00:00.000","City of Memphis Accelerate","200000000","EDGE","Bond",,,,,,,,,,,,"38103","Memphis","TN","125 N Main St","POINT (-90.051347 35.148893)"
"2021-04-21T00:00:00.000","Liberty Park TDZ Bond","75000000","EDGE","Bond",,,,,,,,,,,,"38104","Memphis","TN","Central Ave @ East Parkway Blvd","POINT (-89.984035 35.125921)"
"2021-11-17T00:00:00.000","Parkside at Shelby Farms","165550000","EDGE","Bond",,,,,,,,,,,,"38018","Memphis","TN","150 Timber Creek Drive","POINT (-89.797854 35.127012)"
