"date","category","overallcount","behaviour","euth_req","medical","space_behavior","time_space","month","month_no","year","rowid"
"2016-09-01T00:00:00.000","OTHER","1","1","0","0",,"0","September","9","2016","201609_OTHER"
"2016-09-01T00:00:00.000","TOTAL","214","63","20","27",,"104","September","9","2016","201609_TOTAL"
"2016-10-01T00:00:00.000","CAT","73","37","14","13",,"9","October","10","2016","201610_CAT"
"2016-10-01T00:00:00.000","DOG","107","21","20","12",,"54","October","10","2016","201610_DOG"
"2016-10-01T00:00:00.000","OTHER","0","0","0","0",,"0","October","10","2016","201610_OTHER"
"2016-10-01T00:00:00.000","TOTAL","180","58","34","25",,"63","October","10","2016","201610_TOTAL"
"2016-11-01T00:00:00.000","CAT","31","13","1","15",,"2","November","11","2016","201611_CAT"
"2016-11-01T00:00:00.000","DOG","103","28","13","24",,"38","November","11","2016","201611_DOG"
"2016-11-01T00:00:00.000","OTHER","2","2","0","0",,"0","November","11","2016","201611_OTHER"
"2016-11-01T00:00:00.000","TOTAL","136","43","14","39",,"40","November","11","2016","201611_TOTAL"
"2016-12-01T00:00:00.000","CAT","17","8","1","7",,"1","December","12","2016","201612_CAT"
"2016-12-01T00:00:00.000","DOG","143","48","19","10",,"66","December","12","2016","201612_DOG"
"2016-12-01T00:00:00.000","OTHER","0","0","0","0",,"0","December","12","2016","201612_OTHER"
"2016-12-01T00:00:00.000","TOTAL","160","56","20","17",,"67","December","12","2016","201612_TOTAL"
"2017-01-01T00:00:00.000","CAT","8","4","1","3",,"0","January","1","2017","201701_CAT"
"2017-01-01T00:00:00.000","DOG","124","50","9","10",,"55","January","1","2017","201701_DOG"
"2017-01-01T00:00:00.000","OTHER","0","0","0","0",,"0","January","1","2017","201701_OTHER"
"2017-01-01T00:00:00.000","TOTAL","132","54","10","13",,"55","January","1","2017","201701_TOTAL"
"2017-02-01T00:00:00.000","CAT","4","2","1","1",,"0","February","2","2017","201702_CAT"
"2017-02-01T00:00:00.000","DOG","82","49","5","7",,"21","February","2","2017","201702_DOG"
"2017-02-01T00:00:00.000","OTHER","2","2","0","0",,"0","February","2","2017","201702_OTHER"
"2017-02-01T00:00:00.000","TOTAL","88","53","6","8",,"21","February","2","2017","201702_TOTAL"
"2017-03-01T00:00:00.000","CAT","3","0","1","2",,"0","March","3","2017","201703_CAT"
"2017-03-01T00:00:00.000","DOG","122","62","13","20",,"27","March","3","2017","201703_DOG"
"2017-03-01T00:00:00.000","OTHER","0","0","0","0",,"0","March","3","2017","201703_OTHER"
"2017-03-01T00:00:00.000","TOTAL","125","62","14","22",,"27","March","3","2017","201703_TOTAL"
"2017-04-01T00:00:00.000","CAT","2","0","0","2",,"0","April","4","2017","201704_CAT"
"2017-04-01T00:00:00.000","DOG","125","42","5","11",,"67","April","4","2017","201704_DOG"
"2017-04-01T00:00:00.000","OTHER","0","0","0","0",,"0","April","4","2017","201704_OTHER"
"2017-04-01T00:00:00.000","TOTAL","127","42","5","13",,"67","April","4","2017","201704_TOTAL"
"2017-05-01T00:00:00.000","CAT","9","5","0","4",,"0","May","5","2017","201705_CAT"
"2017-05-01T00:00:00.000","DOG","101","41","4","6",,"50","May","5","2017","201705_DOG"
"2017-05-01T00:00:00.000","OTHER","1","1","0","0",,"0","May","5","2017","201705_OTHER"
"2017-05-01T00:00:00.000","TOTAL","111","47","4","10",,"50","May","5","2017","201705_TOTAL"
"2017-06-01T00:00:00.000","CAT","17","6","0","11",,"0","June","6","2017","201706_CAT"
"2017-06-01T00:00:00.000","DOG","141","28","3","14",,"96","June","6","2017","201706_DOG"
"2017-06-01T00:00:00.000","OTHER","1","1","0","0",,"0","June","6","2017","201706_OTHER"
"2017-06-01T00:00:00.000","TOTAL","159","35","3","25",,"96","June","6","2017","201706_TOTAL"
"2017-07-01T00:00:00.000","CAT","7","1","0","6",,"0","July","7","2017","201707_CAT"
"2017-07-01T00:00:00.000","DOG","107","50","1","14",,"42","July","7","2017","201707_DOG"
"2017-07-01T00:00:00.000","OTHER","0","0","0","0",,"0","July","7","2017","201707_OTHER"
"2017-07-01T00:00:00.000","TOTAL","114","51","1","20",,"42","July","7","2017","201707_TOTAL"
"2017-08-01T00:00:00.000","CAT","10","1","1","8",,"0","August","8","2017","201708_CAT"
"2017-08-01T00:00:00.000","DOG","106","37","4","23",,"42","August","8","2017","201708_DOG"
"2017-08-01T00:00:00.000","OTHER","0","0","0","0",,"0","August","8","2017","201708_OTHER"
"2017-08-01T00:00:00.000","TOTAL","116","38","5","31",,"42","August","8","2017","201708_TOTAL"
"2017-09-01T00:00:00.000","CAT","4","0","0","4",,"0","September","9","2017","201709_CAT"
"2017-09-01T00:00:00.000","DOG","85","31","2","18",,"33","September","9","2017","201709_DOG"
"2017-09-01T00:00:00.000","OTHER","0","0","0","0",,"0","September","9","2017","201709_OTHER"
"2017-09-01T00:00:00.000","TOTAL","89","31","2","22",,"33","September","9","2017","201709_TOTAL"
"2017-10-01T00:00:00.000","CAT","5","0","0","5",,"0","October","10","2017","201710_CAT"
"2017-10-01T00:00:00.000","DOG","62","33","3","12",,"14","October","10","2017","201710_DOG"
"2017-10-01T00:00:00.000","OTHER","0","0","0","0",,"0","October","10","2017","201710_OTHER"
"2017-10-01T00:00:00.000","TOTAL","67","33","3","17",,"14","October","10","2017","201710_TOTAL"
"2017-11-01T00:00:00.000","CAT","3","0","0","3",,"0","November","11","2017","201711_CAT"
"2017-11-01T00:00:00.000","DOG","57","27","2","11",,"16","November","11","2017","201711_DOG"
"2017-11-01T00:00:00.000","OTHER","0","0","0","0",,"0","November","11","2017","201711_OTHER"
"2017-11-01T00:00:00.000","TOTAL","60","27","2","12",,"16","November","11","2017","201711_TOTAL"
"2017-12-01T00:00:00.000","CAT","3","0","1","2",,"0","December","12","2017","201712_CAT"
"2017-12-01T00:00:00.000","DOG","47","32","3","10",,"2","December","12","2017","201712_DOG"
"2017-12-01T00:00:00.000","OTHER","1","0","0","1",,"0","December","12","2017","201712_OTHER"
"2017-12-01T00:00:00.000","TOTAL","51","32","4","13",,"2","December","12","2017","201712_TOTAL"
"2018-01-01T00:00:00.000","CAT","2","0","0","2",,"0","January","1","2018","201801_CAT"
"2018-01-01T00:00:00.000","DOG","85","48","4","10",,"23","January","1","2018","201801_DOG"
"2018-01-01T00:00:00.000","OTHER","2","0",,"1",,"0","January","1","2018","201801_OTHER"
"2018-01-01T00:00:00.000","TOTAL","89","48","4","13",,"23","January","1","2018","201801_TOTAL"
"2018-02-01T00:00:00.000","CAT","0","0","0","2",,"0","February","2","2018","201802_CAT"
"2018-02-01T00:00:00.000","DOG","42","21","6","9",,"5","February","2","2018","201802_DOG"
"2018-02-01T00:00:00.000","OTHER","0","0","0","0",,"0","February","2","2018","201802_OTHER"
"2018-02-01T00:00:00.000","TOTAL","45","21","6","11",,"5","February","2","2018","201802_TOTAL"
"2018-03-01T00:00:00.000","CAT","2","0","0","2",,"0","March","3","2018","201803_CAT"
"2018-03-01T00:00:00.000","DOG","55","39","6","7",,"1","March","3","2018","201803_DOG"
"2018-03-01T00:00:00.000","OTHER","1","0","0","0",,"0","March","3","2018","201803_OTHER"
"2018-03-01T00:00:00.000","TOTAL","58","39","6","9",,"1","March","3","2018","201803_TOTAL"
"2018-04-01T00:00:00.000","CAT","7","1","0","6",,"0","April","4","2018","201804_CAT"
"2018-04-01T00:00:00.000","DOG","65","48","7","4",,"6","April","4","2018","201804_DOG"
"2018-04-01T00:00:00.000","OTHER","0","0","0","0",,"0","April","4","2018","201804_OTHER"
"2018-04-01T00:00:00.000","TOTAL","72","49","7","10",,"6","April","4","2018","201804_TOTAL"
"2018-05-01T00:00:00.000","CAT","8","0","0","8",,"0","May","5","2018","201805_CAT"
"2018-05-01T00:00:00.000","DOG","68","48","1","10",,"9","May","5","2018","201805_DOG"
"2018-05-01T00:00:00.000","OTHER","2","0","0","1",,"0","May","5","2018","201805_OTHER"
"2018-05-01T00:00:00.000","TOTAL","78","48","1","19",,"9","May","5","2018","201805_TOTAL"
"2018-06-01T00:00:00.000","CAT","9","0","0","9",,"0","June","6","2018","201806_CAT"
"2018-06-01T00:00:00.000","DOG","77","57","2","11",,"7","June","6","2018","201806_DOG"
"2018-06-01T00:00:00.000","OTHER","1","0","0","1",,"0","June","6","2018","201806_OTHER"
"2018-06-01T00:00:00.000","TOTAL","87","57","2","21",,"7","June","6","2018","201806_TOTAL"
"2018-07-01T00:00:00.000","CAT","6","0","0","6",,"0","July","7","2018","201807_CAT"
"2018-07-01T00:00:00.000","DOG","111","46","11","12",,"38","July","7","2018","201807_DOG"
"2018-07-01T00:00:00.000","OTHER","0","0","0","0",,"0","July","7","2018","201807_OTHER"
"2018-07-01T00:00:00.000","TOTAL","117","46","11","18",,"38","July","7","2018","201807_TOTAL"
"2018-08-01T00:00:00.000","CAT","7","0","0","7",,"0","August","8","2018","201808_CAT"
"2018-08-01T00:00:00.000","OTHER","1","0","0","0",,"0","August","8","2018","201808_OTHER"
"2018-08-01T00:00:00.000","DOG","85","46","7","13",,"19","August","8","2018","201808_DOG"
"2018-08-01T00:00:00.000","TOTAL","93","46","7","20",,"19","August","8","2018","201808_TOTAL"
"2018-09-01T00:00:00.000","CAT","17","0","1","16",,"0","September","9","2018","201809_CAT"
"2018-09-01T00:00:00.000","OTHER","2","0","0","2",,"0","September","9","2018","201809_OTHER"
"2018-09-01T00:00:00.000","DOG","82","43","7","4",,"28","September","9","2018","201809_DOG"
"2018-09-01T00:00:00.000","TOTAL","101","43","8","22",,"28","September","9","2018","201809_TOTAL"
"2018-10-01T00:00:00.000","CAT","8","0","0","8",,"0","October","10","2018","201810_CAT"
"2018-10-01T00:00:00.000","DOG","90","25","3","14",,"47","October","10","2018","201810_DOG"
"2018-10-01T00:00:00.000","OTHER","2","0","0","2",,"0","October","10","2018","201810_OTHER"
"2018-10-01T00:00:00.000","TOTAL","100","25","3","24",,"47","October","10","2018","201810_TOTAL"
"2018-11-01T00:00:00.000","OTHER","5","3","1","1",,"0","November","11","2018","201811_OTHER"
"2018-11-01T00:00:00.000","CAT","3","0","0","3",,"0","November","11","2018","201811_CAT"
"2018-11-01T00:00:00.000","TOTAL","86","37","8","23",,"18","November","11","2018","201811_TOTAL"
"2018-11-01T00:00:00.000","DOG","78","34","7","19",,"18","November","11","2018","201811_DOG"
"2018-12-01T00:00:00.000","TOTAL","80","37","12","21",,"9","December","12","2018","201812_TOTAL"
"2018-12-01T00:00:00.000","DOG","76","37","12","18",,"9","December","12","2018","201812_DOG"
"2018-12-01T00:00:00.000","CAT","3","0","0","3",,"0","December","12","2018","201812_CAT"
"2018-12-01T00:00:00.000","OTHER","1","0","0","0",,"0","December","12","2018","201812_OTHER"
"2019-01-01T00:00:00.000","TOTAL","57","39","8","2",,"8","January","1","2019","201901_TOTAL"
"2019-01-01T00:00:00.000","DOG","57","39","8","2",,"8","January","1","2019","201901_DOG"
"2019-01-01T00:00:00.000","CAT","0","0","0","0",,"0","January","1","2019","201901_CAT"
"2019-01-01T00:00:00.000","OTHER","0","0","0","0",,"0","January","1","2019","201901_OTHER"
"2019-02-01T00:00:00.000","TOTAL","48","28","7","8",,"5","February","2","2019","201902_TOTAL"
"2019-02-01T00:00:00.000","DOG","44","28","7","4",,"5","February","2","2019","201902_DOG"
"2019-02-01T00:00:00.000","CAT","4","0","0","4",,"0","February","2","2019","201902_CAT"
"2019-02-01T00:00:00.000","OTHER","0","0","0","0",,"0","February","2","2019","201902_OTHER"
"2019-03-01T00:00:00.000","TOTAL","97","52","19","9",,"16","March","3","2019","201903_TOTAL"
"2019-03-01T00:00:00.000","DOG","95","52","19","7",,"16","March","3","2019","201903_DOG"
"2019-03-01T00:00:00.000","CAT","0","0","0","2",,"0","March","3","2019","201903_CAT"
"2019-03-01T00:00:00.000","OTHER","0","0","0","0",,"0","March","3","2019","201903_OTHER"
"2019-04-01T00:00:00.000","TOTAL","76","49","18","8",,"0","April","4","2019","201904_TOTAL"
"2019-04-01T00:00:00.000","DOG","70","49","18","3",,"0","April","4","2019","201904_DOG"
"2019-04-01T00:00:00.000","CAT","4","0","0","4",,"0","April","4","2019","201904_CAT"
"2019-04-01T00:00:00.000","OTHER","2",,,"1",,"0","April","4","2019","201904_OTHER"
"2019-05-01T00:00:00.000","TOTAL","117","58","18","20",,"20","May","5","2019","201905_TOTAL"
"2019-05-01T00:00:00.000","DOG","109","58","18","13",,"20","May","5","2019","201905_DOG"
"2019-05-01T00:00:00.000","CAT","6","0","0","6",,"0","May","5","2019","201905_CAT"
"2019-05-01T00:00:00.000","OTHER","2","0","0","1",,"0","May","5","2019","201905_OTHER"
"2019-06-01T00:00:00.000","TOTAL","70","30","6","18",,"15","June","6","2019","201906_TOTAL"
"2019-06-01T00:00:00.000","DOG","63","30","6","12",,"15","June","6","2019","201906_DOG"
"2019-06-01T00:00:00.000","CAT","6","0","0","6",,"0","June","6","2019","201906_CAT"
"2019-06-01T00:00:00.000","OTHER","1","0","0","0",,"0","June","6","2019","201906_OTHER"
"2019-07-01T00:00:00.000","TOTAL","92","38","11","24",,"19","July","7","2019","201907_TOTAL"
"2019-07-01T00:00:00.000","DOG","82","38","11","14",,"19","July","7","2019","201907_DOG"
"2019-07-01T00:00:00.000","CAT","10","0","0","10",,"0","July","7","2019","201907_CAT"
"2019-07-01T00:00:00.000","OTHER","0","0","0","0",,"0","July","7","2019","201907_OTHER"
"2019-08-01T00:00:00.000","TOTAL","99","27","16","16","25","15","August","8","2019","201908_TOTAL"
"2019-08-01T00:00:00.000","DOG","93","27","15","11","25","15","August","8","2019","201908_DOG"
"2019-08-01T00:00:00.000","CAT","6","0","1","5","0","0","August","8","2019","201908_CAT"
"2019-08-01T00:00:00.000","OTHER","0","0","0","0","0",,"August","8","2019","201908_OTHER"
"2019-09-01T00:00:00.000","TOTAL","117","25","5","18","47","21","September","9","2019","201909_TOTAL"
"2019-09-01T00:00:00.000","DOG","109","25","5","11","47","21","September","9","2019","201909_DOG"
"2019-09-01T00:00:00.000","CAT","5","0","0","5","0","0","September","9","2019","201909_CAT"
"2019-09-01T00:00:00.000","OTHER","3","0","0","2","0","0","September","9","2019","201909_OTHER"
"2019-10-01T00:00:00.000","TOTAL","103","35","11","19","15","22","October","10","2019","201910_TOTAL"
"2019-10-01T00:00:00.000","DOG","98","35","11","14","15","22","October","10","2019","201910_DOG"
"2019-10-01T00:00:00.000","CAT","4","0","0","4","0","0","October","10","2019","201910_CAT"
"2019-10-01T00:00:00.000","OTHER","1","0","0","1","0","0","October","10","2019","201910_OTHER"
"2019-11-01T00:00:00.000","TOTAL","88","22","14","13","32","7","November","11","2019","201911_TOTAL"
"2019-11-01T00:00:00.000","DOG","84","22","14","9","32","7","November","11","2019","201911_DOG"
"2019-11-01T00:00:00.000","CAT","4","0","0","4","0","0","November","11","2019","201911_CAT"
"2019-11-01T00:00:00.000","OTHER","0","0","0","0","0","0","November","11","2019","201911_OTHER"
"2019-12-01T00:00:00.000","TOTAL","92","31","18","17","20","5","December","12","2019","201912_TOTAL"
"2019-12-01T00:00:00.000","DOG","88","31","18","14","20","5","December","12","2019","201912_DOG"
"2019-12-01T00:00:00.000","CAT","3","0","0","3","0","0","December","12","2019","201912_CAT"
"2019-12-01T00:00:00.000","OTHER","1","0","0","0","0","0","December","12","2019","201912_OTHER"
"2020-01-01T00:00:00.000","TOTAL","69","31","17","4","6","11","January","1","2020","202001_TOTAL"
"2020-01-01T00:00:00.000","DOG","69","31","17","4","6","11","January","1","2020","202001_DOG"
"2020-01-01T00:00:00.000","CAT","0","0","0","0","0","0","January","1","2020","202001_CAT"
"2020-01-01T00:00:00.000","OTHER","0","0","0","0","0","0","January","1","2020","202001_OTHER"
"2020-02-01T00:00:00.000","TOTAL","72","32","11","21","3","4","February","2","2020","202002_TOTAL"
"2020-02-01T00:00:00.000","DOG","63","32","11","12","3","4","February","2","2020","202002_DOG"
"2020-02-01T00:00:00.000","CAT","7","0","0","7","0","0","February","2","2020","202002_CAT"
"2020-02-01T00:00:00.000","OTHER","2","0","0","2","0","0","February","2","2020","202002_OTHER"
"2020-03-01T00:00:00.000","TOTAL","78","25","16","10","18","9","March","3","2020","202003_TOTAL"
"2020-03-01T00:00:00.000","DOG","77","25","16","9","18","9","March","3","2020","202003_DOG"
"2020-03-01T00:00:00.000","CAT","1","0","0","1","0","0","March","3","2020","202003_CAT"
"2020-03-01T00:00:00.000","OTHER","0","0","0","0","0","0","March","3","2020","202003_OTHER"
"2020-04-01T00:00:00.000","TOTAL","36","20","10","6","0","0","April","4","2020","202004_TOTAL"
"2020-04-01T00:00:00.000","DOG","34","20","10","4","0","0","April","4","2020","202004_DOG"
"2020-04-01T00:00:00.000","CAT","2","0","0","2","0","0","April","4","2020","202004_CAT"
"2020-04-01T00:00:00.000","OTHER","0","0","0","0","0","0","April","4","2020","202004_OTHER"
"2020-05-01T00:00:00.000","TOTAL","23","4","8","11","0","0","May","5","2020","202005_TOTAL"
"2020-05-01T00:00:00.000","DOG","17","4","8","5","0","0","May","5","2020","202005_DOG"
"2020-05-01T00:00:00.000","CAT","6","0","0","6","0","0","May","5","2020","202005_CAT"
"2020-05-01T00:00:00.000","OTHER","0","0","0","0","0","0","May","5","2020","202005_OTHER"
"2020-06-01T00:00:00.000","TOTAL","31","15","4","12","0","0","June","6","2020","202006_TOTAL"
"2020-06-01T00:00:00.000","DOG","20","15","4","1","0","0","June","6","2020","202006_DOG"
"2020-06-01T00:00:00.000","CAT","11","0","0","11","0","0","June","6","2020","202006_CAT"
"2020-06-01T00:00:00.000","OTHER","0","0","0","0","0","0","June","6","2020","202006_OTHER"
"2020-07-01T00:00:00.000","TOTAL","36","14","3","19","0","0","July","7","2020","202007_TOTAL"
"2020-07-01T00:00:00.000","DOG","22","14","3","5","0","0","July","7","2020","202007_DOG"
"2020-07-01T00:00:00.000","CAT","14","0","0","14","0","0","July","7","2020","202007_CAT"
"2020-07-01T00:00:00.000","OTHER","0","0","0","0","0","0","July","7","2020","202007_OTHER"
"2022-08-01T00:00:00.000","TOTAL","51","17","0","21","0","0","August","8","2022","202208_TOTAL"
"2022-02-01T00:00:00.000","TOTAL","60","16","0","20","0","0","February","2","2022","202202_TOTAL"
"2022-03-01T00:00:00.000","TOTAL","121","56","0","14","0","0","March","3","2022","202203_TOTAL"
"2022-04-01T00:00:00.000","TOTAL","101","38","0","29","0","0","April","4","2022","202204_TOTAL"
"2022-05-01T00:00:00.000","TOTAL","136","41","0","28","0","0","May","5","2022","202205_TOTAL"
"2022-06-01T00:00:00.000","TOTAL","116","37","0","47","0","0","June","6","2022","202206_TOTAL"
"2022-07-01T00:00:00.000","TOTAL","85","33","0","30","0","0","July","7","2022","202207_TOTAL"
"2020-08-01T00:00:00.000","TOTAL","33","16","0","9","0","0","August","8","2020","202008_TOTAL"
"2020-09-01T00:00:00.000","TOTAL","24","5","0","13","0","0","September","9","2020","202009_TOTAL"
"2020-10-01T00:00:00.000","TOTAL","45","23","0","11","0","0","October","10","2020","202010_TOTAL"
"2020-11-01T00:00:00.000","TOTAL","20","9","0","7","0","0","November","11","2020","202011_TOTAL"
"2020-12-01T00:00:00.000","TOTAL","18","5","0","9","0","0","December","12","2020","202012_TOTAL"
"2021-01-01T00:00:00.000","TOTAL","38","19","0","10","0","0","January","1","2021","202101_TOTAL"
"2021-02-01T00:00:00.000","TOTAL","24","14","0","7","0","0","February","2","2021","202102_TOTAL"
"2021-03-01T00:00:00.000","TOTAL","89","66","0","11","0","0","March","3","2021","202103_TOTAL"
"2021-04-01T00:00:00.000","TOTAL","48","27","0","14","0","0","April","4","2021","202104_TOTAL"
"2021-05-01T00:00:00.000","TOTAL","62","31","0","13","0","0","May","5","2021","202105_TOTAL"
"2021-06-01T00:00:00.000","TOTAL","85","39","0","16","0","0","June","6","2021","202106_TOTAL"
"2021-07-01T00:00:00.000","TOTAL","71","34","0","14","0","0","July","7","2021","202107_TOTAL"
"2021-08-01T00:00:00.000","TOTAL","60","26","0","22","0","0","August","8","2021","202108_TOTAL"
"2021-09-01T00:00:00.000","TOTAL","72","37","0","20","0","0","September","9","2021","202109_TOTAL"
"2021-10-01T00:00:00.000","TOTAL","91","31","0","27","0","0","October","10","2021","202110_TOTAL"
"2021-11-01T00:00:00.000","TOTAL","83","26","0","26","0","0","November","11","2021","202111_TOTAL"
"2021-12-01T00:00:00.000","TOTAL","54","17","0","16","0","0","December","12","2021","202112_TOTAL"
"2022-01-01T00:00:00.000","TOTAL","65","32","0","15","0","0","January","1","2022","202201_TOTAL"
