"employer_name","fiscal_year","coverage_type","benefit_formula","final_compensation_offset","final_compensation_period","cola","pre_retierment_option_2","sick_leave_credit","post_retirement_survivor_allowance","ordinary_disability_increase","_1959_survivor_benefit","member","employer","employer_code","coverage_group"
"Truckee Donner Public Utility District","2020","Misc","2.7% @ 55",,"3","2","Y","Y",,,"0","8","13.35","1268699297","100605"
"Truckee Donner Public Utility District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1268699297","109983"
"Nevada County Resource Conservation District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1276874710","218918"
"Nevada County Resource Conservation District","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"0","8","12.2","1276874710","100606"
"Riverside County Air Pollution Control District","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"1","7","0","1298394948","209111"
"Atascadero, City of","2020","Fire","2% @ 50",,"3","2","Y","Y",,,"4","9","23.71","1298901388","113135"
"Atascadero, City of","2020","Fire","3% @ 55",,"3","2","Y","Y",,,"4","9","20.64","1298901388","109984"
"Atascadero, City of","2020","Misc","2% @ 55",,"3","2","Y","Y","Y",,"0","7","11.06","1298901388","112000"
"Atascadero, City of","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"0","7.25","7.73","1298901388","109988"
"Atascadero, City of","2020","Misc","2% @ 60",,"3","2",,,"Y",,"0","8","12.99","1298901388","207828"
"Atascadero, City of","2020","Police","3% @ 55",,"3","2","Y","Y",,,"4","9","20.64","1298901388","109985"
"Atascadero, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"4","13","13.13","1298901388","109986"
"Atascadero, City of","2020","Misc","2% @ 55",,"3","2",,,"Y",,"0","8","12.99","1298901388","207827"
"Atascadero, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"4","13","13.13","1298901388","109987"
"Atascadero, City of","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"0","8","12.99","1298901388","100609"
"Atascadero, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y","Y",,"0","8","12.99","1298901388","100611"
"Atascadero, City of","2020","Fire","3% @ 50",,"1","2","Y","Y",,,"4","9","23.71","1298901388","100615"
"Atascadero, City of","2020","Police","3% @ 50",,"1","2","Y","Y",,,"4","9","23.71","1298901388","100617"
"Atascadero, City of","2020","Fire","2% @ 55",,"1","2",,"Y",,,"4","9","23.71","1298901388","207834"
"Atascadero, City of","2020","Police","2% @ 50",,"1","2",,"Y",,,"4","9","23.71","1298901388","207831"
"Atascadero, City of","2020","Police","2% @ 50",,"3","2",,,,,"4","9","23.71","1298901388","207832"
"Atascadero, City of","2020","Fire","3% @ 50",,"1","2","Y","Y",,,"4","9","23.71","1298901388","109989"
"Atascadero, City of","2020","Fire","2% @ 55",,"3","2",,,,,"4","9","23.71","1298901388","207830"
"Atascadero, City of","2020","Police","2% @ 55",,"3","2",,,,,"4","9","23.71","1298901388","207833"
"Wasco Recreation and Park District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1304010562","109990"
"Wasco Recreation and Park District","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1304010562","100618"
"Corona, City of","2020","Misc","2% @ 62",,"3","2","Y",,"Y",,"4","6.5","11.39","1307714161","205537"
"Corona, City of","2020","Misc","2% @ 55","Y","1","2",,,"Y",,"0","8","11.39","1307714161","205543"
"Corona, City of","2020","Fire","2% @ 50",,"1","2",,,"Y",,"4","9","25.59","1307714161","205558"
"Corona, City of","2020","Police","2% @ 50",,"1","2",,,"Y",,"3","9","24.24","1307714161","205561"
"Corona, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y","Y",,"4","13.75","13.98","1307714161","112001"
"Corona, City of","2020","Misc","2% @ 60","Y","1","2",,,"Y",,"0","8","11.39","1307714161","205547"
"Corona, City of","2020","Misc","2% @ 60","Y","3","2",,,"Y",,"0","8","11.39","1307714161","205551"
"Corona, City of","2020","Misc","2% @ 60",,"1","2",,,"Y",,"4","8","11.39","1307714161","205546"
"Corona, City of","2020","Police","2.7% @ 57",,"3","2","Y",,"Y",,"3","13.25","24.24","1307714161","109991"
"Corona, City of","2020","Misc","2% @ 55",,"1","2","Y",,"Y",,"4","8","11.39","1307714161","205542"
"Corona, City of","2020","Police","3% @ 50",,"1","2","Y",,"Y",,"3","9","24.24","1307714161","100630"
"Corona, City of","2020","Misc","2% @ 62",,"3","2",,,"Y",,"4","6.5","11.39","1307714161","109992"
"Corona, City of","2020","Misc","2.7% @ 55",,"1","2","Y",,"Y",,"4","8","11.39","1307714161","205552"
"Corona, City of","2020","Fire","3% @ 50",,"1","2","Y","Y","Y",,"4","9","25.59","1307714161","100627"
"Corona, City of","2020","Misc","2% @ 60","Y","1","2",,,"Y",,"0","8","11.39","1307714161","205548"
"Corona, City of","2020","Misc","2% @ 55","Y","1","2",,,"Y",,"0","8","11.39","1307714161","100621"
"Corona, City of","2020","Misc","2% @ 55",,"1","2",,,"Y",,"4","8","11.39","1307714161","100622"
"Corona, City of","2020","Misc","2.7% @ 55",,"1","2",,,"Y",,"4","8","11.39","1307714161","100624"
"Corona, City of","2020","Fire","1/2 @ 55",,"3","2",,,"Y",,"0",,"25.59","1307714161","205557"
"Corona, City of","2020","Misc","2.7% @ 55","Y","1","2",,,"Y",,"0","8","11.39","1307714161","205555"
"League of California Cities","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","7","8.65","1328727021","100632"
"League of California Cities","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1328727021","109993"
"San Pablo, City of","2020","Misc","2% @ 60","Y","1","2",,"Y",,,"0","8","12.2","1331190515","202729"
"San Pablo, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"3","8","12.2","1331190515","202732"
"San Pablo, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","7","12.2","1331190515","107383"
"San Pablo, City of","2020","Misc","2% @ 60",,"1","2",,"Y",,,"3","8","12.2","1331190515","202728"
"San Pablo, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","12.2","1331190515","100636"
"San Pablo, City of","2020","Police","1/2 @ 55",,"1","2",,,,,"3",,"23.71","1331190515","202743"
"San Pablo, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","12.2","1331190515","202731"
"San Pablo, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","8","12.2","1331190515","100637"
"San Pablo, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","6.75","7.59","1331190515","109995"
"San Pablo, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"3","8","12.2","1331190515","100639"
"San Pablo, City of","2020","Police","3% @ 50",,"1","2","Y","Y",,,"3","9","23.71","1331190515","100642"
"San Pablo, City of","2020","Police","3% @ 55",,"1","2","Y","Y",,,"3","9","23.71","1331190515","202747"
"San Pablo, City of","2020","Police","1/2 @ 55",,"3","2",,,,,"3",,"23.71","1331190515","202744"
"San Pablo, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"3","13","13.13","1331190515","109994"
"San Pablo, City of","2020","Misc","2% @ 60",,"1","2","Y","Y",,,"3","7","12.2","1331190515","202737"
"San Pablo, City of","2020","Police","2% @ 50",,"1","2","Y","Y",,,"3","9","23.71","1331190515","202745"
"San Pablo, City of","2020","Police","3% @ 50",,"1","2","Y","Y",,,"3","9","23.71","1331190515","202746"
"Newcastle, Rocklin, Gold Hill Cemetery District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1335550444","109996"
"Newcastle, Rocklin, Gold Hill Cemetery District","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1335550444","100643"
"Chowchilla, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1336118336","110000"
"Chowchilla, City of","2020","Misc","2% @ 60",,"3","2",,"Y",,,"0","8","12.2","1336118336","207592"
"Chowchilla, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1336118336","100646"
"Chowchilla, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1336118336","100647"
"Chowchilla, City of","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"4","7","8.65","1336118336","109998"
"Chowchilla, City of","2020","Fire","3% @ 55",,"1","2","Y","Y",,,"4","9","21.79","1336118336","100648"
"Chowchilla, City of","2020","Police","2% @ 55",,"3","2","Y","Y",,,"4","7","14.81","1336118336","109997"
"Chowchilla, City of","2020","Police","3% @ 55",,"1","2","Y","Y",,,"4","9","21.79","1336118336","100650"
"Chowchilla, City of","2020","Police","2% @ 55",,"1","2","Y","Y",,,"0","9","21.79","1336118336","217284"
"Chowchilla, City of","2020","Police","2% @ 57",,"3","2","Y","Y",,,"4","10","11.13","1336118336","109999"
"Chowchilla, City of","2020","Police","2% @ 55",,"3","2",,"Y",,,"0","9","21.79","1336118336","217285"
"Montecito Fire Protection District","2020","Fire","2% @ 55",,"3","2",,"Y","Y",,"3","9","23.62","1337420437","200227"
"Montecito Fire Protection District","2020","Misc","3% @ 60",,"1","2","Y","Y","Y",,"3","8","17.68","1337420437","100653"
"Montecito Fire Protection District","2020","Fire","2% @ 55",,"1","2",,"Y","Y",,"3","9","23.62","1337420437","200226"
"Montecito Fire Protection District","2020","Fire","2% @ 50",,"1","2",,"Y","Y",,"3","9","23.62","1337420437","200225"
"Montecito Fire Protection District","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"3","7.25","7.73","1337420437","112004"
"Montecito Fire Protection District","2020","Fire","3% @ 55",,"1","2","Y","Y","Y",,"3","9","23.62","1337420437","100656"
"Montecito Fire Protection District","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"3","8","17.68","1337420437","112002"
"Montecito Fire Protection District","2020","Fire","1/2 @ 55",,"3","2",,"Y","Y",,"3",,"23.62","1337420437","200223"
"Montecito Fire Protection District","2020","Fire","2.7% @ 57",,"3","2","Y","Y","Y",,"3","13.75","13.98","1337420437","112003"
"Castroville Community Services District","2020","Misc","2% @ 60","Y","1","2","Y","Y","Y",,"0","7","9.78","1338233419","100658"
"Castroville Community Services District","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"0","7.25","7.73","1338233419","112005"
"South Kern Cemetery District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1357939534","113137"
"South Kern Cemetery District","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","7","8.65","1357939534","108353"
"South Kern Cemetery District","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","7","8.65","1357939534","100660"
"South Kern Cemetery District","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1357939534","207645"
"Trindel Insurance Fund","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1359125967","100662"
"Trindel Insurance Fund","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1359125967","110001"
"Jamestown Sanitary District","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","14.02","1362252829","100664"
"Jamestown Sanitary District","2020","Misc","2.7% @ 55","Y","1","2","Y","Y",,,"0","8","14.02","1362252829","100665"
"Jamestown Sanitary District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","14.02","1362252829","208520"
"Jamestown Sanitary District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1362252829","112006"
"San Luis Obispo Regional Transit Authority","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","7","10.88","1362276702","100667"
"San Luis Obispo Regional Transit Authority","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","6.75","7.59","1362276702","112007"
"Forestville Water District","2020","Misc","2.7% @ 55","Y","3","2","Y","Y",,,"0","8","13.35","1373679084","100670"
"Forestville Water District","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","8","13.35","1373679084","100669"
"Forestville Water District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1373679084","113875"
"Sacramento-Yolo Mosquito and Vector Control District","2020","Misc","2% @ 60",,"1","2",,"Y",,,"3","8","12.73","1375523307","201789"
"Sacramento-Yolo Mosquito and Vector Control District","2020","Misc","2% @ 62",,"3","2","Y","Y",,"Y","3","7.5","7.38","1375523307","110003"
"Sacramento-Yolo Mosquito and Vector Control District","2020","Misc","2% @ 55",,"1","2","Y","Y",,"Y","3","8","12.73","1375523307","100672"
"Sacramento-Yolo Mosquito and Vector Control District","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,"Y","3","8","12.73","1375523307","100674"
"Vista Irrigation District","2020","Misc","3% @ 60",,"1","2","Y","Y","Y",,"0","8","19.65","1377855511","100680"
"Vista Irrigation District","2020","Misc","2% @ 55","Y","1","2","Y","Y","Y",,"0","8","19.65","1377855511","100676"
"Vista Irrigation District","2020","Misc","3% @ 60","Y","1","2","Y","Y","Y",,"0","8","19.65","1377855511","113800"
"Vista Irrigation District","2020","Misc","2% @ 60",,"3","2",,,"Y",,"0","8","19.65","1377855511","202499"
"Vista Irrigation District","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1377855511","112008"
"Vista Irrigation District","2020","Misc","2% @ 60","Y","3","2",,,"Y",,"0","8","19.65","1377855511","202500"
"Vista Irrigation District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1377855511","110005"
"Vista Irrigation District","2020","Misc","3% @ 60",,"1","2","Y","Y","Y",,"0","8","19.65","1377855511","100681"
"Vista Irrigation District","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"0","8","19.65","1377855511","100678"
"Atherton, Town of","2020","Misc","2% @ 55",,"3","2","Y","Y","Y",,"3","7","11.06","1382390535","100684"
"Atherton, Town of","2020","Police","3% @ 50",,"1","2","Y","Y","Y",,"3","9","25.59","1382390535","100687"
"Atherton, Town of","2020","Police","2.7% @ 57",,"3","2","Y","Y","Y",,"3","13.75","13.98","1382390535","112010"
"Atherton, Town of","2020","Police","1/2 @ 55",,"3","2",,,"Y",,"0",,"25.59","1382390535","200485"
"Atherton, Town of","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"3","7.25","7.73","1382390535","110006"
"Atherton, Town of","2020","Misc","2% @ 60",,"3","2",,,"Y",,"3","7","11.06","1382390535","200484"
"Atherton, Town of","2020","Police","2% @ 50",,"1","2",,,"Y",,"3","9","25.59","1382390535","200487"
"Oakley, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1385472211","112011"
"Oakley, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1385472211","100691"
"Oakley, City of","2020","Misc","2% @ 60",,"1","2","Y","Y",,,"4","7","9.13","1385472211","100692"
"Oakley, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1385472211","100689"
"Oakley, City of","2020","Police","2.7% @ 57",,"3","3","Y","Y",,,"4","13.75","13.75","1385472211","219709"
"Oakley, City of","2020","Police","2.7% @ 57",,"3","3","Y","Y",,,"4","13.75","13.75","1385472211","219710"
"San Gabriel Valley Council of Governments","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"4","7","10.34","1385958960","100694"
"San Gabriel Valley Council of Governments","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1385958960","110007"
"Fern Valley Water District","2020","Misc","2.7% @ 55","Y","1","2","Y","Y","Y",,"0","8","14.87","1389951974","100697"
"Fern Valley Water District","2020","Misc","2% @ 60","Y","1","2","Y","Y","Y",,"0","7","9.78","1389951974","110008"
"Fern Valley Water District","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"0","7.25","7.73","1389951974","219436"
"Fern Valley Water District","2020","Misc","2% @ 55","Y","1","2","Y","Y","Y",,"0","8","14.87","1389951974","100696"
"Personal Assistance Services Council","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1393691424","112012"
"Personal Assistance Services Council","2020","Misc","3% @ 60",,"1","2","Y","Y",,,"0","8","15.25","1393691424","100699"
"Inyo, County of","2020","Misc","2% @ 55","Y","1","2",,"Y","Y","Y","0","7","9.38","1394497480","100702"
"Inyo, County of","2020","Peace","3% @ 50",,"1","2","Y","Y",,,"3","9","23.71","1394497480","100705"
"Inyo, County of","2020","Misc","2% @ 55",,"1","2",,"Y","Y","Y","1","7","9.38","1394497480","108354"
"Inyo, County of","2020","Misc","2% @ 60","Y","1","2",,"Y","Y","Y","0","7","9.38","1394497480","200126"
"Inyo, County of","2020","Misc","2% @ 60","Y","1","2",,"Y","Y","Y","0","7","9.38","1394497480","200127"
"Inyo, County of","2020","Peace","1/2 @ 55",,"1","2",,,,,"3",,"23.71","1394497480","200132"
"Inyo, County of","2020","Peace","2.7% @ 57",,"3","2","Y","Y",,,"3","13","13.13","1394497480","113138"
"Inyo, County of","2020","Misc","2% @ 55","Y","1","2",,"Y","Y","Y","0","7","9.38","1394497480","200124"
"Inyo, County of","2020","Misc","2% @ 60",,"1","2",,"Y","Y","Y","1","7","9.38","1394497480","200125"
"Inyo, County of","2020","Peace","2% @ 50",,"1","2",,"Y",,,"3","9","23.71","1394497480","200134"
"Inyo, County of","2020","Misc","2% @ 62",,"3","2",,"Y","Y","Y","0","7.5","9.38","1394497480","110009"
"Chino Basin Watermaster","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1394905143","110010"
"Chino Basin Watermaster","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1394905143","100707"
"Chino Basin Watermaster","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"4","8","12.2","1394905143","100708"
"Riverside County Law Library","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1399147492","110011"
"Riverside County Law Library","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1399147492","112013"
"Riverside County Law Library","2020","Misc","2% @ 55",,"3","2",,,,,"0","7","10.88","1399147492","207492"
"Riverside County Law Library","2020","Misc","2% @ 55","Y","3","2",,,,,"0","7","10.88","1399147492","207493"
"Riverside County Law Library","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1399147492","100710"
"Delta Diablo Sanitation District","2020","Misc","2% @ 62",,"3","3","Y","Y",,,"0","7.25","7.7","1420510857","110013"
"Delta Diablo Sanitation District","2020","Misc","2% @ 55",,"3","3","Y","Y",,,"0","7","11.12","1420510857","110012"
"Delta Diablo Sanitation District","2020","Misc","2.7% @ 55",,"3","3","Y","Y",,,"0","8","14.35","1420510857","100712"
"Suisun Fire Protection District","2020","Fire","2% @ 50","Y","3","2","Y","Y",,,"0","9","18.19","1421267865","100716"
"Suisun Fire Protection District","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1421267865","218745"
"Suisun Fire Protection District","2020","Fire","3% @ 50","Y","3","2","Y","Y",,,"0","9","18.19","1421267865","100715"
"Montezuma Fire Protection District","2020","Fire","2% @ 55",,"3","2","Y","Y",,,"0","9","20.64","1422571435","207432"
"Montezuma Fire Protection District","2020","Fire","3% @ 55",,"3","2","Y","Y",,,"0","9","20.64","1422571435","100718"
"Montezuma Fire Protection District","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1422571435","112014"
"Mt. San Antonio College Auxiliary Services","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1424510307","113757"
"Mt. San Antonio College Auxiliary Services","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1424510307","112015"
"Mt. San Antonio College Auxiliary Services","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1424510307","100720"
"Mt. San Antonio College Auxiliary Services","2020","Misc","2% @ 55","Y","3","2",,,,,"0","7","10.88","1424510307","204380"
"Mt. San Antonio College Auxiliary Services","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","10.88","1424510307","204383"
"Burlingame, City of","2020","Misc","2% @ 55",,"3","2",,,"Y",,"3","8","11.27","1429123533","200077"
"Burlingame, City of","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"3","7.25","11.27","1429123533","110015"
"Burlingame, City of","2020","Police","2% @ 50",,"3","2",,,"Y",,"4","9","25.59","1429123533","200087"
"Burlingame, City of","2020","Police","2% @ 50",,"1","2",,,"Y",,"4","9","25.59","1429123533","200086"
"Burlingame, City of","2020","Police","3% @ 55",,"1","2","Y","Y","Y",,"4","9","25.59","1429123533","200088"
"Burlingame, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y","Y",,"4","13.75","13.98","1429123533","110014"
"Burlingame, City of","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"3","8","11.27","1429123533","100723"
"Burlingame, City of","2020","Misc","2.5% @ 55",,"1","2","Y","Y","Y",,"3","8","11.27","1429123533","100724"
"Burlingame, City of","2020","Police","1/2 @ 55",,"3","2",,,"Y",,"4",,"25.59","1429123533","200084"
"Burlingame, City of","2020","Misc","2% @ 60",,"3","2",,,"Y",,"3","8","11.27","1429123533","200078"
"Burlingame, City of","2020","Police","3% @ 50",,"1","2","Y","Y","Y",,"4","9","25.59","1429123533","100726"
"Riverside County Transportation Commission","2020","Misc","2% @ 55",,"1","3","Y","Y","Y",,"3","8","16.18","1431537449","100728"
"Riverside County Transportation Commission","2020","Misc","2.7% @ 55",,"1","3","Y","Y","Y",,"3","8","16.18","1431537449","100729"
"Riverside County Transportation Commission","2020","Misc","2% @ 62",,"3","3","Y","Y","Y",,"3","8","7.9","1431537449","112016"
"Encina Wastewater Authority","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","8","14.33","1431937908","100731"
"Encina Wastewater Authority","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"3","8","14.33","1431937908","100733"
"Encina Wastewater Authority","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"0","8","14.33","1431937908","113141"
"Encina Wastewater Authority","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","7","7.65","1431937908","110017"
"Encina Wastewater Authority","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","8","14.33","1431937908","113140"
"Encina Wastewater Authority","2020","Misc","2% @ 60",,"1","2",,,,,"0","8","14.33","1431937908","208579"
"Encina Wastewater Authority","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"3","8","14.33","1431937908","208582"
"Encina Wastewater Authority","2020","Misc","2% @ 60",,"3","2",,,,,"3","8","14.33","1431937908","208576"
"Encina Wastewater Authority","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","8","14.33","1431937908","208577"
"Compton Creek Mosquito Abatement District","2020","Misc","2% @ 60","Y","3","2","Y","Y","Y",,"0","7","9.3","1436990558","100734"
"Livermore, City of","2020","Police","2% @ 50",,"1","2",,"Y",,,"4","9","23.71","1440106162","201901"
"Livermore, City of","2020","Misc","2% @ 60",,"1","2",,"Y",,,"4","8","11.47","1440106162","201897"
"Livermore, City of","2020","Misc","2% @ 60",,"3","2",,"Y",,,"4","8","11.47","1440106162","201898"
"Livermore, City of","2020","Police","3% @ 55",,"3","2","Y","Y",,,"4","9","20.64","1440106162","110021"
"Livermore, City of","2020","Police","2% @ 50",,"3","2",,"Y",,,"4","9","23.71","1440106162","201902"
"Livermore, City of","2020","Misc","2% @ 62",,"3","2",,"Y",,,"4","6.75","11.47","1440106162","110019"
"Livermore, City of","2020","Police","1/2 @ 55",,"3","2",,"Y",,,"4",,"23.71","1440106162","201899"
"Livermore, City of","2020","Misc","2% @ 60",,"3","2",,"Y",,,"4","7","11.47","1440106162","110020"
"Livermore, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"4","13","13.13","1440106162","110018"
"Livermore, City of","2020","Police","3% @ 50",,"1","2","Y","Y",,,"4","9","23.71","1440106162","100742"
"Livermore, City of","2020","Misc","2% @ 55",,"1","2",,"Y",,,"4","8","11.47","1440106162","100737"
"Livermore, City of","2020","Misc","2.7% @ 55",,"1","2",,"Y",,,"4","8","11.47","1440106162","100739"
"Cordelia Fire Protection District of Solano County","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","7","0","1453572960","100743"
"Cordelia Fire Protection District of Solano County","2020","Fire","2% @ 55",,"3","2","Y","Y",,,"0","7","14.81","1453572960","100745"
"Cordelia Fire Protection District of Solano County","2020","Fire","2% @ 57",,"3","2","Y","Y",,,"0","10","11.13","1453572960","113143"
"Cordelia Fire Protection District of Solano County","2020","Fire","2% @ 55",,"3","2","Y","Y",,,"0","7","14.81","1453572960","207596"
"Calipatria, City of","2020","Police","2% @ 57",,"3","2","Y","Y",,,"0","10","11.13","1455036172","113827"
"Calipatria, City of","2020","Fire","2% @ 57",,"3","2","Y","Y",,,"0","10","11.13","1455036172","218761"
"Calipatria, City of","2020","Police","2% @ 55","Y","3","2","Y","Y",,,"0","7","14.81","1455036172","100751"
"Calipatria, City of","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1455036172","100747"
"Calipatria, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1455036172","219035"
"Calipatria, City of","2020","Fire","2% @ 55","Y","3","2","Y","Y",,,"0","7","14.81","1455036172","100749"
"Redwood Empire School Insurance Group","2020","Misc","2.5% @ 55",,"1","2","Y","Y","Y",,"3","8","12.99","1463206552","100755"
"Redwood Empire School Insurance Group","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"3","7.25","7.73","1463206552","113144"
"Redwood Empire School Insurance Group","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"3","8","12.99","1463206552","100753"
"Fairfax, Town of","2020","Misc","2% @ 60","Y","3","2",,"Y","Y",,"0","8","12.38","1473815265","217829"
"Fairfax, Town of","2020","Police","2% @ 50",,"3","2",,"Y","Y",,"3","9","24.36","1473815265","217717"
"Fairfax, Town of","2020","Police","2% @ 55",,"3","2",,,"Y",,"3","9","24.36","1473815265","217718"
"Fairfax, Town of","2020","Misc","2% @ 60",,"3","2",,"Y","Y",,"3","8","12.38","1473815265","217828"
"Fairfax, Town of","2020","Police","1.25% @ 60",,"3","2",,,"Y",,"0","9","24.36","1473815265","217716"
"Fairfax, Town of","2020","Police","3% @ 50",,"3","2","Y","Y","Y",,"3","9","24.36","1473815265","100757"
"Fairfax, Town of","2020","Police","3% @ 55",,"3","2","Y","Y","Y",,"3","9","22.47","1473815265","100758"
"Fairfax, Town of","2020","Misc","2% @ 55",,"3","2","Y","Y","Y",,"3","7","11.06","1473815265","100759"
"Fairfax, Town of","2020","Misc","2% @ 55",,"3","2","Y","Y","Y",,"3","8","12.38","1473815265","100762"
"Fairfax, Town of","2020","Misc","2.5% @ 55",,"3","2","Y","Y","Y",,"3","8","12.38","1473815265","100763"
"Fairfax, Town of","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"3","7.25","7.73","1473815265","110022"
"Fairfax, Town of","2020","Police","2.7% @ 57",,"3","2","Y","Y","Y",,"3","13.75","13.98","1473815265","112019"
"Bear Mountain Recreation and Park District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1475268688","219233"
"Bear Mountain Recreation and Park District","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","7","8.65","1475268688","100766"
"Sacramento Municipal Utility District","2020","Misc","2% @ 62",,"3","5",,"Y","Y",,"0","7","9.01","1475830462","110024"
"Sacramento Municipal Utility District","2020","Misc","2% @ 62",,"3","3",,"Y",,,"0","6.5","9.01","1475830462","112020"
"Sacramento Municipal Utility District","2020","Misc","2% @ 55","Y","3","5",,"Y","Y",,"0","7","9.01","1475830462","100769"
