"employer_name","fiscal_year","coverage_type","benefit_formula","final_compensation_offset","final_compensation_period","cola","pre_retierment_option_2","sick_leave_credit","post_retirement_survivor_allowance","ordinary_disability_increase","_1959_survivor_benefit","member","employer","employer_code","coverage_group"
"Sonoma County Fire District","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"4","8","13.35","1002910848","219974"
"Sonoma County Fire District","2020","Fire","3% @ 55",,"3","2","Y","Y",,,"0","9","21.79","1002910848","112719"
"Sonoma County Fire District","2020","Fire","2% @ 55","Y","1","2","Y","Y",,,"0","7","21.79","1002910848","219976"
"Sonoma County Fire District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1002910848","114332"
"Sonoma County Fire District","2020","Fire","3% @ 55",,"1","2","Y","Y",,,"4","9","21.79","1002910848","219982"
"Sonoma County Fire District","2020","Fire","3% @ 55",,"3","2","Y","Y",,,"0","9","21.79","1002910848","112720"
"Sonoma County Fire District","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"4","12","13.13","1002910848","220645"
"Sonoma County Fire District","2020","Fire","2% @ 50",,"1","2",,,,,"4","9","21.79","1002910848","219979"
"Sonoma County Fire District","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"4","13","13.13","1002910848","113735"
"Sonoma County Fire District","2020","Fire","2% @ 57",,"3","2","Y","Y",,,"0","10","13.13","1002910848","220644"
"Sonoma County Fire District","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","13.35","1002910848","219972"
"Sonoma County Fire District","2020","Fire","2% @ 55",,"3","2",,,,,"0","9","21.79","1002910848","219981"
"Sonoma County Fire District","2020","Misc","2.7% @ 55",,"3","2","Y","Y",,,"4","8","13.35","1002910848","100340"
"Sonoma County Fire District","2020","Fire","3% @ 55",,"1","2","Y","Y",,,"4","9","21.79","1002910848","100341"
"Sonoma County Fire District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1002910848","220649"
"Shiloh Public Cemetery District","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"0","7","10.34","1005414974","100342"
"Shiloh Public Cemetery District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1005414974","113109"
"Upland, City of","2020","Misc","2% @ 62",,"3","2",,,"Y",,"3","7.25","10.42","1005915265","109925"
"Upland, City of","2020","Misc","2% @ 60",,"3","2",,,"Y",,"3","8","10.42","1005915265","200294"
"Upland, City of","2020","Police","2% @ 50",,"3","2",,,"Y",,"3","9","20.09","1005915265","200304"
"Upland, City of","2020","Fire","2% @ 50",,"1","2",,,"Y",,"3","9","0","1005915265","200297"
"Upland, City of","2020","Police","1/2 @ 55",,"3","2",,,"Y",,"3",,"20.09","1005915265","200301"
"Upland, City of","2020","Fire","2.7% @ 57",,"3","2",,"Y","Y",,"3","12.25","0","1005915265","109924"
"Upland, City of","2020","Fire","2% @ 50",,"3","2",,,"Y",,"3","9","0","1005915265","200299"
"Upland, City of","2020","Fire","2% @ 50",,"1","2",,,"Y",,"3","9","0","1005915265","200298"
"Upland, City of","2020","Misc","2% @ 55",,"1","2",,,"Y",,"3","8","10.42","1005915265","100344"
"Upland, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y","Y",,"3","13.75","18.19","1005915265","111957"
"Upland, City of","2020","Misc","2.5% @ 55",,"1","2",,,"Y",,"3","8","10.42","1005915265","100346"
"Upland, City of","2020","Police","3% @ 55",,"1","2","Y","Y","Y",,"3","9","20.09","1005915265","100351"
"Upland, City of","2020","Misc","2% @ 60",,"1","2",,,"Y",,"3","8","10.42","1005915265","200293"
"Upland, City of","2020","Police","2% @ 50",,"1","2",,,"Y",,"3","9","20.09","1005915265","200303"
"Upland, City of","2020","Fire","3% @ 55",,"1","2",,"Y","Y",,"3","9","0","1005915265","100353"
"Pismo Beach, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","12.2","1010350619","100356"
"Pismo Beach, City of","2020","Fire","2% @ 50",,"3","2","Y","Y",,,"0","9","0","1010350619","113810"
"Pismo Beach, City of","2020","Police","3% @ 50","Y","1","2","Y","Y",,,"0","9","23.71","1010350619","100363"
"Pismo Beach, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","8","12.2","1010350619","113809"
"Pismo Beach, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1010350619","109927"
"Pismo Beach, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1010350619","109928"
"Pismo Beach, City of","2020","Police","2% @ 55","Y","3","2",,,,,"0","9","23.71","1010350619","206775"
"Pismo Beach, City of","2020","Fire","2% @ 55","Y","3","2",,,,,"0","9","0","1010350619","206771"
"Pismo Beach, City of","2020","Fire","2% @ 50","Y","3","2","Y","Y",,,"0","9","0","1010350619","100360"
"Pismo Beach, City of","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1010350619","109930"
"Pismo Beach, City of","2020","Police","3% @ 50","Y","3","2","Y","Y",,,"0","9","23.71","1010350619","206778"
"Pismo Beach, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","12.2","1010350619","206768"
"Pismo Beach, City of","2020","Police","3% @ 55","Y","3","2","Y","Y",,,"0","9","20.64","1010350619","109929"
"Pismo Beach, City of","2020","Misc","2.5% @ 55","Y","1","2","Y","Y",,,"0","8","12.2","1010350619","100357"
"Pismo Beach, City of","2020","Police","2% @ 50",,"3","2",,,,,"0","9","23.71","1010350619","206772"
"Pismo Beach, City of","2020","Misc","2% @ 55","Y","3","2",,,,,"0","8","12.2","1010350619","206766"
"Pismo Beach, City of","2020","Police","2% @ 50","Y","3","2",,,,,"0","9","23.71","1010350619","206773"
"Pismo Beach, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"0","12","0","1010350619","111958"
"Stanton, City of","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"2","7","8.65","1012157360","109931"
"Stanton, City of","2020","Misc","2% @ 60",,"3","2",,,,,"2","7","10.88","1012157360","218584"
"Stanton, City of","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"2","7","10.88","1012157360","218582"
"Stanton, City of","2020","Police","1/2 @ 55",,"3","2","Y","Y",,,"2",,"0","1012157360","100366"
"Stanton, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"2","6.75","7.59","1012157360","111959"
"Stanton, City of","2020","Fire","1/2 @ 55","Y","3","2","Y","Y",,,"0",,"0","1012157360","205751"
"Stanton, City of","2020","Fire","1/2 @ 55",,"3","2","Y","Y",,,"2",,"0","1012157360","100367"
"Stanton, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"2","7","10.88","1012157360","100370"
"Chico Area Recreation and Park District","2020","Misc","2% @ 60",,"3","2",,,,,"0","7","10.88","1014354115","202413"
"Chico Area Recreation and Park District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1014354115","109932"
"Chico Area Recreation and Park District","2020","Misc","2% @ 55",,"3","2",,"Y",,,"0","7","10.88","1014354115","202411"
"Chico Area Recreation and Park District","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1014354115","100373"
"Chico Area Recreation and Park District","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1014354115","100372"
"Chico Area Recreation and Park District","2020","Misc","2% @ 55","Y","3","2",,"Y",,,"0","7","10.88","1014354115","202412"
"Chico Area Recreation and Park District","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","10.88","1014354115","202414"
"Humboldt State University Center Board of Directors","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1020904753","100375"
"Humboldt State University Center Board of Directors","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1020904753","113112"
"Humboldt State University Center Board of Directors","2020","Misc","2% @ 55","Y","3","2",,,,,"0","7","10.88","1020904753","206994"
"Humboldt State University Center Board of Directors","2020","Misc","2% @ 60","Y","3","2",,,,,"0","7","10.88","1020904753","206996"
"Humboldt State University Center Board of Directors","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1020904753","111960"
"Humboldt State University Center Board of Directors","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1020904753","111961"
"South Feather Water and Power Agency","2020","Misc","3% @ 60",,"3","2","Y","Y",,,"0","8","14.54","1022958456","100377"
"South Feather Water and Power Agency","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1022958456","111962"
"Arbuckle-College City Fire Protection District","2020","Fire","3% @ 50","Y","3","2","Y","Y",,,"0","9","22.48","1030974865","100379"
"Arbuckle-College City Fire Protection District","2020","Fire","2% @ 50","Y","3","2","Y","Y",,,"0","9","22.48","1030974865","207649"
"Mountain-Valley Library System","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","0","1035483646","100381"
"El Dorado County Transit Authority","2020","Misc","2% @ 60",,"1","2","Y","Y","Y",,"3","7","11.6","1035606509","208969"
"El Dorado County Transit Authority","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"3","7.25","7.73","1035606509","109934"
"El Dorado County Transit Authority","2020","Misc","2% @ 55",,"1","2","Y","Y","Y",,"3","7","11.6","1035606509","100384"
"Red Bluff, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1039155127","111963"
"Red Bluff, City of","2020","Fire","2% @ 50","Y","1","2","Y","Y",,,"0","9","19.25","1039155127","217324"
"Red Bluff, City of","2020","Police","3% @ 55","Y","1","2","Y","Y",,,"0","9","21.79","1039155127","108341"
"Red Bluff, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1039155127","100387"
"Red Bluff, City of","2020","Police","3% @ 50","Y","1","2","Y","Y",,,"0","9","23.71","1039155127","100394"
"Red Bluff, City of","2020","Police","2% @ 50","Y","1","2","Y","Y",,,"0","9","23.71","1039155127","218444"
"Red Bluff, City of","2020","Misc","2% @ 60","Y","1","2",,"Y",,,"0","7","10.88","1039155127","203832"
"Red Bluff, City of","2020","Police","2% @ 55","Y","1","2",,"Y",,,"0","9","23.71","1039155127","218453"
"Red Bluff, City of","2020","Police","1.25% @ 60",,"3","2",,,,,"0","9","23.71","1039155127","218448"
"Red Bluff, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"0","13","13.13","1039155127","111964"
"Red Bluff, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1039155127","109935"
"Red Bluff, City of","2020","Misc","2% @ 60","Y","1","2",,"Y",,,"0","7","10.88","1039155127","203826"
"Red Bluff, City of","2020","Police","3% @ 50","Y","1","2","Y","Y",,,"0","9","23.71","1039155127","218457"
"Red Bluff, City of","2020","Fire","2% @ 55","Y","1","2",,"Y",,,"0","9","19.25","1039155127","217326"
"Red Bluff, City of","2020","Fire","2% @ 50","Y","1","2","Y","Y",,,"0","9","19.25","1039155127","100391"
"Red Bluff, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1039155127","100386"
"Red Bluff, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","10.88","1039155127","111965"
"Red Bluff, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1039155127","100389"
"Red Bluff, City of","2020","Police","2% @ 50","Y","1","2","Y","Y",,,"0","9","23.71","1039155127","218451"
"Dougherty Regional Fire Authority","2020","Misc","2% @ 60",,"1","2","Y","Y",,,"3","7","0","1047451387","100397"
"Dougherty Regional Fire Authority","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","7","0","1047451387","208483"
"Dougherty Regional Fire Authority","2020","Fire","3% @ 50","Y","1","2","Y","Y",,,"0","9","0","1047451387","208507"
"Dougherty Regional Fire Authority","2020","Misc","2% @ 60","Y","1","2","Y","Y",,,"0","7","0","1047451387","208490"
"Dougherty Regional Fire Authority","2020","Fire","3% @ 50",,"1","2","Y","Y",,,"0","9","0","1047451387","109936"
"Dougherty Regional Fire Authority","2020","Fire","2% @ 50",,"3","2",,,,,"0","9","0","1047451387","208498"
"Dougherty Regional Fire Authority","2020","Fire","3% @ 50",,"1","2","Y","Y",,,"0","9","0","1047451387","107381"
"Dougherty Regional Fire Authority","2020","Fire","2% @ 50",,"1","2",,,,,"0","9","0","1047451387","208497"
"Dougherty Regional Fire Authority","2020","Fire","2% @ 50","Y","1","2",,,,,"0","9","0","1047451387","208503"
"Dougherty Regional Fire Authority","2020","Fire","2% @ 50",,"3","2",,"Y",,,"3","9","0","1047451387","208495"
"Dougherty Regional Fire Authority","2020","Fire","3% @ 50","Y","1","2","Y","Y",,,"0","9","0","1047451387","107899"
"Dougherty Regional Fire Authority","2020","Fire","2% @ 50",,"1","2",,"Y",,,"3","9","0","1047451387","208494"
"Dougherty Regional Fire Authority","2020","Fire","3% @ 50",,"1","2","Y","Y",,,"3","9","0","1047451387","100400"
"Coronado, City of","2020","Misc","2% @ 55",,"1","2",,,,,"0","8","12.28","1057970246","100403"
"Coronado, City of","2020","Fire","2% @ 50",,"1","2","Y",,,"Y","2","9","23.71","1057970246","201525"
"Coronado, City of","2020","Fire","3% @ 50",,"1","2","Y","Y",,"Y","2","9","23.71","1057970246","100409"
"Coronado, City of","2020","Police","1/2 @ 55",,"3","2",,,,,"2",,"23.71","1057970246","201527"
"Coronado, City of","2020","Misc","2% @ 62",,"3","2",,,,,"0","6.75","12.28","1057970246","109939"
"Coronado, City of","2020","Misc","3% @ 60",,"1","2",,,,,"0","8","12.28","1057970246","100405"
"Coronado, City of","2020","Police","2% @ 50",,"1","2",,,,,"2","9","23.71","1057970246","201529"
"Coronado, City of","2020","Fire","1/2 @ 55",,"3","2",,,,,"2",,"23.71","1057970246","201523"
"Coronado, City of","2020","Misc","2% @ 60",,"3","2",,,,,"0","8","12.28","1057970246","201521"
"Coronado, City of","2020","Misc","2% @ 55",,"3","2",,,,,"0","8","12.28","1057970246","201519"
"Coronado, City of","2020","Fire","2% @ 50",,"3","2",,,,,"2","9","23.71","1057970246","201526"
"Coronado, City of","2020","Police","2.7% @ 57",,"3","2","Y","Y",,,"2","13","13.13","1057970246","109938"
"Coronado, City of","2020","Police","3% @ 50",,"1","2","Y","Y",,,"2","9","23.71","1057970246","100412"
"Coronado, City of","2020","Fire","2.7% @ 57",,"3","2","Y","Y",,"Y","2","13","13.13","1057970246","113737"
"Coronado, City of","2020","Police","2% @ 50",,"3","2",,,,,"2","9","23.71","1057970246","108342"
"Coronado, City of","2020","Misc","3% @ 60",,"1","2",,,,,"0","8","12.28","1057970246","111968"
"Coronado, City of","2020","Misc","2% @ 60",,"3","2",,,,,"0","8","12.28","1057970246","201520"
"Sonoma Student Union Corporation","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"0","7","0","1058939981","100414"
"Happy Homestead Cemetery District","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","7","10.88","1063174826","100416"
"Happy Homestead Cemetery District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1063174826","111969"
"Happy Homestead Cemetery District","2020","Misc","2% @ 60","Y","3","2",,"Y",,,"0","7","10.88","1063174826","207476"
"Santa Clara Valley Transportation Authority","2020","Misc","2% @ 55","Y","1","2",,,"Y",,"0","7","9.77","1066201338","107901"
"Santa Clara Valley Transportation Authority","2020","Misc","2% @ 55",,"1","2",,,"Y",,"0","7","9.77","1066201338","107903"
"Santa Clara Valley Transportation Authority","2020","Misc","2% @ 55","Y","1","2",,,"Y",,"0","7","9.77","1066201338","100419"
"Santa Clara Valley Transportation Authority","2020","Misc","2% @ 55","Y","3","2",,,"Y",,"0","7","9.77","1066201338","208981"
"Santa Clara Valley Transportation Authority","2020","Misc","2% @ 62",,"3","2",,,"Y",,"0","7.25","9.77","1066201338","112957"
"Santa Clara Valley Transportation Authority","2020","Misc","2% @ 55",,"3","2",,,"Y",,"0","7","9.77","1066201338","208980"
"Santa Clara Valley Transportation Authority","2020","Misc","2% @ 62",,"3","2",,,"Y",,"0","7.25","9.77","1066201338","208982"
"Santa Clara Valley Transportation Authority","2020","Misc","2% @ 55",,"1","2",,,"Y",,"0","7","9.77","1066201338","113660"
"Transbay Joint Powers Authority","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","7","10.88","1071904329","108343"
"Transbay Joint Powers Authority","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1071904329","113859"
"Transbay Joint Powers Authority","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","7","10.88","1071904329","111972"
"Northwest Mosquito and Vector Control District","2020","Misc","2% @ 60",,"3","2",,,"Y",,"0","8","14.87","1075502848","207225"
"Northwest Mosquito and Vector Control District","2020","Misc","2% @ 60","Y","3","2",,,"Y",,"0","8","14.87","1075502848","207226"
"Northwest Mosquito and Vector Control District","2020","Misc","2% @ 55","Y","1","2","Y","Y","Y",,"0","8","14.87","1075502848","100422"
"Northwest Mosquito and Vector Control District","2020","Misc","2% @ 62",,"3","2","Y","Y","Y",,"0","7.25","7.73","1075502848","111973"
"Northwest Mosquito and Vector Control District","2020","Misc","2.7% @ 55","Y","1","2","Y","Y","Y",,"0","8","14.87","1075502848","100423"
"Marin Children and Families Commission","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1076273000","111975"
"Marin Children and Families Commission","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"8","7","10.34","1076273000","100424"
"Marin Children and Families Commission","2020","Misc","2% @ 55",,"3","2","Y","Y",,,"0","7","10.34","1076273000","100425"
"Paradise Recreation and Park District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1076408330","111977"
"Paradise Recreation and Park District","2020","Misc","2% @ 55","Y","3","2","Y","Y",,,"0","7","10.34","1076408330","100426"
"Rural County Representatives Of California","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"3","8","12.2","1078547531","100428"
"Rural County Representatives Of California","2020","Misc","2.5% @ 55",,"1","2","Y","Y",,,"3","8","12.2","1078547531","100430"
"Rural County Representatives Of California","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"3","6.75","7.59","1078547531","109942"
"Moulton-Niguel Water District","2020","Misc","2% @ 62",,"3","3","Y","Y",,,"1","7.25","7.7","1078950612","109944"
"Moulton-Niguel Water District","2020","Misc","2% @ 55",,"1","3","Y","Y",,,"1","7","11.66","1078950612","100433"
"Moulton-Niguel Water District","2020","Misc","2% @ 55",,"1","3","Y","Y",,,"1","7","12.69","1078950612","113903"
"Moulton-Niguel Water District","2020","Misc","2% @ 55",,"1","3","Y","Y",,,"1","7","12.69","1078950612","100432"
"Moulton-Niguel Water District","2020","Misc","2% @ 60",,"1","3",,,,,"1","7","12.69","1078950612","217761"
"La Habra Heights County Water District","2020","Misc","2% @ 60",,"3","2","Y","Y",,,"0","7","8.65","1080404137","100435"
"La Habra Heights County Water District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1080404137","114336"
"Strawberry Recreation District","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"0","6.75","7.59","1083303109","111978"
"Strawberry Recreation District","2020","Misc","2% @ 60","Y","3","2","Y","Y",,,"0","7","8.65","1083303109","100437"
"Monrovia, City of","2020","Misc","2.7% @ 55",,"1","2",,"Y","Y",,"4","8","12.3","1084903188","100442"
"Monrovia, City of","2020","Fire","2% @ 50",,"1","3",,"Y","Y",,"4","9","27.31","1084903188","201752"
"Monrovia, City of","2020","Fire","2% @ 55",,"3","3",,"Y","Y",,"4","9","27.31","1084903188","201754"
"Monrovia, City of","2020","Misc","2% @ 60",,"3","2",,"Y","Y",,"4","8","12.3","1084903188","201746"
"Monrovia, City of","2020","Police","1/2 @ 55",,"3","3",,"Y","Y",,"4",,"27.31","1084903188","201747"
"Monrovia, City of","2020","Police","2% @ 55",,"3","3",,"Y","Y",,"4","9","27.31","1084903188","201750"
"Monrovia, City of","2020","Police","3% @ 50",,"1","3","Y","Y","Y",,"4","9","27.31","1084903188","100446"
"Monrovia, City of","2020","Police","2% @ 50",,"1","3",,"Y","Y",,"4","9","27.31","1084903188","201748"
"Monrovia, City of","2020","Fire","3% @ 50",,"1","3","Y","Y","Y",,"4","9","27.31","1084903188","100447"
"Monrovia, City of","2020","Police","2.7% @ 57",,"3","3","Y","Y","Y",,"4","14.5","14.6","1084903188","111980"
"Monrovia, City of","2020","Fire","2.7% @ 57",,"3","3","Y","Y","Y",,"4","14.5","14.6","1084903188","111979"
"Monrovia, City of","2020","Misc","2% @ 62",,"3","2",,"Y","Y",,"4","6.75","12.3","1084903188","109947"
"Monrovia, City of","2020","Misc","2% @ 60",,"1","2",,"Y","Y",,"4","8","12.3","1084903188","201745"
"Monrovia, City of","2020","Police","2% @ 55",,"1","3",,"Y","Y",,"4","9","27.31","1084903188","201749"
"Monrovia, City of","2020","Misc","2% @ 55",,"1","2",,"Y","Y",,"4","8","12.3","1084903188","100440"
"Monrovia, City of","2020","Fire","1/2 @ 55",,"3","3",,"Y","Y",,"4",,"27.31","1084903188","201751"
"Monterey Peninsula Regional Park District","2020","Misc","2% @ 62",,"3","3","Y","Y",,,"4","7.25","7.7","1087875760","111981"
"Monterey Peninsula Regional Park District","2020","Misc","2.7% @ 55",,"1","3","Y","Y",,,"4","8","15.02","1087875760","100450"
"Monterey Peninsula Regional Park District","2020","Misc","2% @ 55",,"1","3","Y","Y",,,"4","8","15.02","1087875760","100449"
"Monterey Peninsula Regional Park District","2020","Misc","2% @ 55","Y","1","3","Y","Y",,,"0","8","15.02","1087875760","207059"
"San Jacinto, City of","2020","Misc","2% @ 62",,"3","2","Y","Y",,,"4","6.75","7.59","1099253767","111982"
"San Jacinto, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","7","10.88","1099253767","218603"
"San Jacinto, City of","2020","Misc","2% @ 60",,"1","2",,,,,"4","8","14.02","1099253767","206575"
"San Jacinto, City of","2020","Misc","2% @ 55",,"1","2","Y","Y",,,"4","8","14.02","1099253767","206571"
"San Jacinto, City of","2020","Misc","2.7% @ 55",,"1","2","Y","Y",,,"4","8","14.02","1099253767","206587"
"San Jacinto, City of","2020","Police","2% @ 50",,"3","2",,,,,"4","9","0","1099253767","206598"
"San Jacinto, City of","2020","Fire","2% @ 55",,"1","2","Y","Y",,,"4","7","0","1099253767","206592"
"San Jacinto, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","14.02","1099253767","206586"
"San Jacinto, City of","2020","Police","1/2 @ 55",,"3","2",,,,,"4",,"0","1099253767","206595"
"San Jacinto, City of","2020","Police","2% @ 50",,"1","2","Y","Y",,,"4","9","0","1099253767","206597"
"San Jacinto, City of","2020","Misc","2% @ 60","Y","3","2",,,,,"0","8","14.02","1099253767","206585"
"San Jacinto, City of","2020","Police","2% @ 55",,"3","2",,,,,"4","9","0","1099253767","206600"
"San Jacinto, City of","2020","Misc","2% @ 55","Y","1","2","Y","Y",,,"0","8","14.02","1099253767","206574"
"San Jacinto, City of","2020","Misc","2% @ 60",,"3","2",,,,,"4","8","14.02","1099253767","206581"
