"employer_name","fiscal_year","category","actuarial_liabilities","market_value_of_assets","unfunded_liabilities","current_year","prior_year_1","prior_year_2","prior_year_3","employer_code"
"Visalia, City of","2019","1","236662978","161982592","74680386.39","68.4","69.7","67.5","71.8","7130443408"
"Visalia, City of","2019","2","238503651","172550624","65953027.22","72.3","73.6","71","74.4","7130443408"
"Vista, City of","2019","1","155723970","113033792","42690178.08","72.6","73.7","71","75.5","1913340563"
"Walnut Creek, City of","2019","1","223462339","154229138","69233201.43","69","69.9","67.3","71.5","2530164919"
"Water Employee Services Authority","2019","1","101875078","73390132","28484945.87","72","73.5","70.7","75.1","1658043308"
"Watsonville, City of","2019","1","150678748","108276375","42402372.57","71.9","73","70.7","76.5","2152559898"
"West Covina, City of","2019","1","160893996","113928803","46965192.97","70.8","72.5","71.4","77.2","3963758199"
"West Covina, City of","2019","2","391912186","244294251","147617935.05","62.3","63.1","61.8","66.6","3963758199"
"West Hollywood, City of","2019","1","175782591","124596517","51186074.11","70.9","71.4","68.6","72.7","6026260260"
"Westminster, City of","2019","1","136149175","92765036","43384138.75","68.1","69.2","66.9","72.1","5339970252"
"West Sacramento, City of","2019","1","134370418","93414880","40955538.12","69.5","70.5","67.6","71.9","4259962247"
"Whittier, City of","2019","1","199715574","147689693","52025881.27","74","74.9","73.8","79.5","5028070334"
"Whittier, City of","2019","2","215539771","127978687","87561084.15","59.4","60.3","59.7","63.8","5028070334"
"Woodland, City of","2019","1","135724347","84777484","50946863.39","62.5","63.2","61.4","65.3","3497730642"
"Woodland, City of","2019","2","156550169","103984380","52565788.83","66.4","66.1","65.2","68.8","3497730642"
"Yolo, County of","2019","1","753503877","498338141","255165736.03","66.1","67.4","65.3","70","6380137448"
"Yolo, County of","2019","2","232675846","152555374","80120472.26","65.6","66.3","64.3","68.9","6380137448"
"Yorba Linda, City of","2019","1","75618252","52390304","23227948.19","69.3","69.7","67.6","72.4","6908104753"
"Yuba City, City of","2019","1","127371922","90520869","36851053.42","71.1","71.5","67.5","72.1","6515248486"
"Yuba, County of","2019","2","136561611","90224424","46337187","66.1","67.1","65.4","70.3","3649506927"
"Yuba, County of","2019","1","356603893","236060878","120543014.65","66.2","67.6","66.5","71.1","3649506927"
"Alameda Alliance for Health","2018","1","34553736","34460945","92791","99.7","97.8","104.2","104.9","1733"
"Alameda Alliance for Health","2018","1","34553736","34460945","92791","99.7","97.8","104.2","104.9","1733"
"Alameda, City of","2018","2","429505573","253587646","175917927","59","57.9","62.7","66","354"
"Alameda, City of","2018","1","280833232","203560016","77273216","72.5","70.5","76.5","81.4","354"
"Alameda, City of","2018","1","280833232","203560016","77273216","72.5","70.5","76.5","81.4","354"
"Alameda, City of","2018","2","429505573","253587646","175917927","59","57.9","62.7","66","354"
"Alameda County Fire Department","2018","2","426719566","319549273","107170293","74.9","72.4","78.2","81.6","1653"
"Alameda County Fire Department","2018","2","426719566","319549273","107170293","74.9","72.4","78.2","81.6","1653"
"Alameda County Water District","2018","1","249999848","170055367","79944481","68","64.7","68.5","70.4","370"
"Alameda County Water District","2018","1","249999848","170055367","79944481","68","64.7","68.5","70.4","370"
"Alhambra, City of","2018","2","261618887","179141398","82477489","68.5","66.5","70.1","72.1","35"
"Alhambra, City of","2018","1","163093347","127455028","35638319","78.1","75.2","79.1","80.1","35"
"Alhambra, City of","2018","2","261618887","179141398","82477489","68.5","66.5","70.1","72.1","35"
"Alhambra, City of","2018","1","163093347","127455028","35638319","78.1","75.2","79.1","80.1","35"
"Alta California Regional Center, Inc.","2018","1","96354111","71358369","24995742","74.1","74.8","79.9","82.1","1830"
"Alta California Regional Center, Inc.","2018","1","96354111","71358369","24995742","74.1","74.8","79.9","82.1","1830"
"Amador, County of","2018","1","146729667","100816835","45912832","68.7","67.5","72.9","76.1","159"
"Amador, County of","2018","1","146729667","100816835","45912832","68.7","67.5","72.9","76.1","159"
"Anaheim, City of","2018","1","1361536161","957141479","404394682","70.3","68","73.7","75.4","303"
"Anaheim, City of","2018","4","749345234","534055832","215289402","71.3","69.2","74.8","79.1","303"
"Anaheim, City of","2018","1","1361536161","957141479","404394682","70.3","68","73.7","75.4","303"
"Anaheim, City of","2018","3","423669581","302284685","121384896","71.3","69.6","74.6","77.8","303"
"Anaheim, City of","2018","4","749345234","534055832","215289402","71.3","69.2","74.8","79.1","303"
"Anaheim, City of","2018","3","423669581","302284685","121384896","71.3","69.6","74.6","77.8","303"
"Antelope Valley Schools Transportation Agency","2018","1","43654665","34024700","9629965","77.9","75.9","83.1","86.8","1272"
"Antelope Valley Schools Transportation Agency","2018","1","43654665","34024700","9629965","77.9","75.9","83.1","86.8","1272"
"Antioch, City of","2018","1","171801531","115939262","55862269","67.5","65.1","69.4","72.7","296"
"Antioch, City of","2018","1","171801531","115939262","55862269","67.5","65.1","69.4","72.7","296"
"Arcadia, City of","2018","2","246130775","150400045","95730730","61.1","59.2","63.4","66.9","94"
"Arcadia, City of","2018","1","146786743","101121256","45665487","68.9","66.6","70.9","74.1","94"
"Arcadia, City of","2018","1","146786743","101121256","45665487","68.9","66.6","70.9","74.1","94"
"Arcadia, City of","2018","2","246130775","150400045","95730730","61.1","59.2","63.4","66.9","94"
"Azusa, City of","2018","1","142411511","106549793","35861718","74.8","72.9","78.7","82.1","226"
"Azusa, City of","2018","1","142411511","106549793","35861718","74.8","72.9","78.7","82.1","226"
"Bakersfield, City of","2018","3","279014872","199611566","79403306","71.5","69.7","74.8","78.8","36"
"Bakersfield, City of","2018","1","540033380","382764885","157268495","70.9","68.5","72.9","75.8","36"
"Bakersfield, City of","2018","4","479082677","300098869","178983808","62.6","60.9","64.7","67.9","36"
"Bakersfield, City of","2018","1","540033380","382764885","157268495","70.9","68.5","72.9","75.8","36"
"Bakersfield, City of","2018","4","479082677","300098869","178983808","62.6","60.9","64.7","67.9","36"
"Bakersfield, City of","2018","3","279014872","199611566","79403306","71.5","69.7","74.8","78.8","36"
"Baldwin Park, City of","2018","1","78604732","55561119","23043613","70.7","69.4","75.3","79.2","595"
"Baldwin Park, City of","2018","1","78604732","55561119","23043613","70.7","69.4","75.3","79.2","595"
"Banning, City of","2018","1","71676436","48110468","23565968","67.1","64.9","69","70.8","591"
"Banning, City of","2018","1","71676436","48110468","23565968","67.1","64.9","69","70.8","591"
"Bay Area Air Quality Management District","2018","1","299647080","224992584","74654496","75.1","72.8","78","81.4","408"
"Bay Area Air Quality Management District","2018","1","299647080","224992584","74654496","75.1","72.8","78","81.4","408"
"Benicia, City of","2018","1","108109072","81277070","26832002","75.2","72.9","77.8","80.5","706"
"Benicia, City of","2018","1","108109072","81277070","26832002","75.2","72.9","77.8","80.5","706"
"Berkeley, City of","2018","1","969526914","694576421","274950493","71.6","69.6","74.4","77","15"
"Berkeley, City of","2018","3","262412895","188479168","73933727","71.8","69.9","75","78.4","15"
"Berkeley, City of","2018","4","399202372","244273497","154928875","61.2","59.5","63.5","65.7","15"
"Berkeley, City of","2018","1","969526914","694576421","274950493","71.6","69.6","74.4","77","15"
"Berkeley, City of","2018","3","262412895","188479168","73933727","71.8","69.9","75","78.4","15"
"Berkeley, City of","2018","4","399202372","244273497","154928875","61.2","59.5","63.5","65.7","15"
"Beverly Hills, City of","2018","2","468210867","315161219","153049648","67.3","64.9","69.8","72.6","3"
"Beverly Hills, City of","2018","1","372755267","275881862","96873405","74","71.3","75.3","78.4","3"
"Beverly Hills, City of","2018","1","372755267","275881862","96873405","74","71.3","75.3","78.4","3"
"Beverly Hills, City of","2018","2","468210867","315161219","153049648","67.3","64.9","69.8","72.6","3"
"Brea, City of","2018","2","247235624","162743863","84491761","65.8","64.1","69","72.1","228"
"Brea, City of","2018","1","137520485","100759665","36760820","73.3","71.9","77.1","80.1","228"
"Brea, City of","2018","1","137520485","100759665","36760820","73.3","71.9","77.1","80.1","228"
"Brea, City of","2018","2","247235624","162743863","84491761","65.8","64.1","69","72.1","228"
"Brentwood, City of","2018","1","125605805","93795877","31809928","74.7","70.8","76.1","79.9","736"
"Brentwood, City of","2018","1","125605805","93795877","31809928","74.7","70.8","76.1","79.9","736"
"Buena Park, City of","2018","1","135767673","96545733","39221940","71.1","69.4","74.1","77.3","530"
"Buena Park, City of","2018","1","135767673","96545733","39221940","71.1","69.4","74.1","77.3","530"
"Burbank, City of","2018","4","300258768","210703926","89554842","70.2","68.6","73.8","77.3","95"
"Burbank, City of","2018","3","232901201","178115347","54785854","76.5","74.6","80.4","84.1","95"
"Burbank, City of","2018","1","857517643","651868389","205649254","76","73.4","78.3","81","95"
"Burbank, City of","2018","1","857517643","651868389","205649254","76","73.4","78.3","81","95"
"Burbank, City of","2018","3","232901201","178115347","54785854","76.5","74.6","80.4","84.1","95"
"Burbank, City of","2018","4","300258768","210703926","89554842","70.2","68.6","73.8","77.3","95"
"Burlingame, City of","2018","1","141463950","104300047","37163903","73.7","71.8","77.3","79.8","18"
"Burlingame, City of","2018","1","141463950","104300047","37163903","73.7","71.8","77.3","79.8","18"
"Butte, County of","2018","2","196896767","140054767","56842000","71.1","69.4","75.1","78.8","58"
"Butte, County of","2018","1","700444922","516739708","183705214","73.8","72.5","77.9","81.7","58"
"Butte, County of","2018","1","700444922","516739708","183705214","73.8","72.5","77.9","81.7","58"
"Butte, County of","2018","2","196896767","140054767","56842000","71.1","69.4","75.1","78.8","58"
"Calaveras, County of","2018","1","174948802","124575015","50373787","71.2","69.5","74.3","78.3","762"
"Calaveras, County of","2018","1","174948802","124575015","50373787","71.2","69.5","74.3","78.3","762"
"Cal Poly Corporation","2018","1","78889031","59422353","19466678","75.3","74.3","80.8","84.4","639"
"Cal Poly Corporation","2018","1","78889031","59422353","19466678","75.3","74.3","80.8","84.4","639"
"Camarillo, City of","2018","1","107662264","78806292","28855972","73.2","69.3","73.9","75.8","625"
"Camarillo, City of","2018","1","107662264","78806292","28855972","73.2","69.3","73.9","75.8","625"
"Campbell, City of","2018","1","103646561","76401527","27245034","73.7","71.1","76.9","80.1","469"
"Campbell, City of","2018","1","103646561","76401527","27245034","73.7","71.1","76.9","80.1","469"
"Carlsbad, City of","2018","2","284296267","205720952","78575315","72.4","69.3","74.6","77.5","338"
"Carlsbad, City of","2018","1","363173103","269810408","93362695","74.3","69.9","74.3","76.7","338"
"Carlsbad, City of","2018","1","363173103","269810408","93362695","74.3","69.9","74.3","76.7","338"
"Carlsbad, City of","2018","2","284296267","205720952","78575315","72.4","69.3","74.6","77.5","338"
"Carson, City of","2018","1","279071394","182415143","96656251","65.4","63","67.6","71.1","771"
"Carson, City of","2018","1","279071394","182415143","96656251","65.4","63","67.6","71.1","771"
"Central Contra Costa Transit Authority","2018","1","91813858","84006011","7807847","91.5","88.9","95.8","99.9","1290"
"Central Contra Costa Transit Authority","2018","1","91813858","84006011","7807847","91.5","88.9","95.8","99.9","1290"
"Central Valley Regional Center, Inc.","2018","1","118997308","107158730","11838578","90.1","93.2","99.1","102.7","1769"
"Central Valley Regional Center, Inc.","2018","1","118997308","107158730","11838578","90.1","93.2","99.1","102.7","1769"
"Cerritos, City of","2018","1","222856885","160849433","62007452","72.2","69.1","72.9","75.8","496"
"Cerritos, City of","2018","1","222856885","160849433","62007452","72.2","69.1","72.9","75.8","496"
"Chico, City of","2018","2","211398151","145356938","66041213","68.8","66.5","72","74.5","533"
"Chico, City of","2018","1","180920001","119097019","61822982","65.8","63.9","67.8","69.8","533"
"Chico, City of","2018","1","180920001","119097019","61822982","65.8","63.9","67.8","69.8","533"
"Chico, City of","2018","2","211398151","145356938","66041213","68.8","66.5","72","74.5","533"
"Chino, City of","2018","1","171999344","126308801","45690543","73.4","72.1","78.2","79.9","532"
"Chino, City of","2018","1","171999344","126308801","45690543","73.4","72.1","78.2","79.9","532"
"Chula Vista, City of","2018","1","524881962","353759021","171122941","67.4","64","68","70.5","195"
"Chula Vista, City of","2018","2","486217242","345422880","140794362","71","69.3","74.8","78.5","195"
"Chula Vista, City of","2018","1","524881962","353759021","171122941","67.4","64","68","70.5","195"
"Chula Vista, City of","2018","2","486217242","345422880","140794362","71","69.3","74.8","78.5","195"
"Claremont, City of","2018","1","95202076","65204957","29997119","68.5","65.5","69.9","72.1","347"
"Claremont, City of","2018","1","95202076","65204957","29997119","68.5","65.5","69.9","72.1","347"
"Clovis, City of","2018","1","191014218","134296108","56718110","70.3","68.5","73.5","76.4","647"
"Clovis, City of","2018","2","204107002","130793958","73313044","64.1","62.4","67.7","71.2","647"
"Clovis, City of","2018","1","191014218","134296108","56718110","70.3","68.5","73.5","76.4","647"
"Clovis, City of","2018","2","204107002","130793958","73313044","64.1","62.4","67.7","71.2","647"
"Coachella Valley Water District","2018","1","383966464","248331488","135634976","64.7","62.3","67.2","70.1","381"
"Coachella Valley Water District","2018","1","383966464","248331488","135634976","64.7","62.3","67.2","70.1","381"
"Coastal Developmental Services Fdn Dba Westside Regional Center","2018","1","64331764","53078625","11253139","82.5","84.5","92.6","98.9","1734"
"Coastal Developmental Services Fdn Dba Westside Regional Center","2018","1","64331764","53078625","11253139","82.5","84.5","92.6","98.9","1734"
"Colton, City of","2018","1","142564506","102027215","40537291","71.6","70.4","76.2","81","70"
"Colton, City of","2018","1","142564506","102027215","40537291","71.6","70.4","76.2","81","70"
"Colusa, County of","2018","1","152328353","93180299","59148054","61.2","60.1","65.1","67.7","291"
"Colusa, County of","2018","1","152328353","93180299","59148054","61.2","60.1","65.1","67.7","291"
"Commerce, City of","2018","1","107661267","78485050","29176217","72.9","71.5","77.3","81.8","466"
"Commerce, City of","2018","1","107661267","78485050","29176217","72.9","71.5","77.3","81.8","466"
"Compton, City of","2018","1","205620317","133643550","71976767","65","62.4","67.4","70","146"
"Compton, City of","2018","1","205620317","133643550","71976767","65","62.4","67.4","70","146"
"Concord, City of","2018","1","215445500","138959621","76485879","64.5","63.5","67.9","70.9","1613"
"Concord, City of","2018","2","257704309","162401644","95302665","63","63","67.3","70.2","1613"
"Concord, City of","2018","1","215445500","138959621","76485879","64.5","63.5","67.9","70.9","1613"
"Concord, City of","2018","2","257704309","162401644","95302665","63","63","67.3","70.2","1613"
"Conejo Recreation and Park District","2018","1","62463755","48911629","13552126","78.3","76.6","83.5","86.7","1103"
"Conejo Recreation and Park District","2018","1","62463755","48911629","13552126","78.3","76.6","83.5","86.7","1103"
"Cooperative Personnel Services","2018","1","56531044","52539252","3991792","92.9","91.7","99.3","102.1","1386"
"Cooperative Personnel Services","2018","1","56531044","52539252","3991792","92.9","91.7","99.3","102.1","1386"
"Corona, City of","2018","1","341540593","214304449","127236144","62.7","60.1","63.6","65.5","696"
"Corona, City of","2018","4","239215420","155208924","84006496","64.9","62.9","67","68.7","696"
"Corona, City of","2018","1","341540593","214304449","127236144","62.7","60.1","63.6","65.5","696"
"Corona, City of","2018","4","239215420","155208924","84006496","64.9","62.9","67","68.7","696"
"Coronado, City of","2018","1","99849986","78506228","21343758","78.6","75.9","80.7","83.7","229"
"Coronado, City of","2018","1","99849986","78506228","21343758","78.6","75.9","80.7","83.7","229"
"Costa Mesa, City of","2018","1","271715647","178741389","92974258","65.8","63","67.7","69.9","1193"
"Costa Mesa, City of","2018","4","290089539","170140125","119949414","58.7","56.8","61.3","65.5","1193"
"Costa Mesa, City of","2018","1","271715647","178741389","92974258","65.8","63","67.7","69.9","1193"
"Costa Mesa, City of","2018","4","290089539","170140125","119949414","58.7","56.8","61.3","65.5","1193"
"Cosumnes Community Services District","2018","1","48400656","37545573","10855083","77.6","80","75","79.3","1397"
"Cosumnes Community Services District","2018","2","174319916","120029186","54290730","68.9","67","68.6","71","1397"
"Cosumnes Community Services District","2018","2","174319916","120029186","54290730","68.9","67","68.6","71","1397"
"Cosumnes Community Services District","2018","1","48400656","37545573","10855083","77.6","80","75","79.3","1397"
"Covina, City of","2018","1","86821627","60701441","26120186","69.9","68.6","71.6","74.7","225"
