"entity_name","entity_id","fiscal_year","_1_year_dollar_weighted_rate_of_return","_3_year_dollar_weighted_rate_of_return","_5_year_dollar_weighted_rate_of_return","_1_year_time_weighted_rate_of_return","_3_year_time_weighted_rate_of_return","_5_year_time_weighted_rate_of_return"
"City of Alameda Police and Fire Pension 1079 and 1082","7218","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Alameda Police and Fire Pension 1079 and 1082","7218","20102011","0","0","0","0","0","0"
"City of Alameda Police and Fire Pension 1079 and 1082","7218","20092010","0","0","0","0","0","0"
"City of Alameda Police and Fire Pension 1079 and 1082","7218","20082009","0","0","0","0","0","0"
"City of Alameda Police and Fire Pension 1079 and 1082","7218","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Albany Police and Fire Relief Pension Fund","7219","20152016","NULL","NULL","NULL","-1.35","5.48","8.43"
"City of Albany Police and Fire Relief Pension Fund","7219","20142015","NULL","NULL","NULL","2.22","10.28","11.19"
"City of Albany Police and Fire Relief Pension Fund","7219","20132014","NULL","NULL","NULL","15.57","13.77","12.27"
"City of Albany Police and Fire Relief Pension Fund","7219","20122013","NULL","NULL","NULL","13.06","10.5","8.51"
"City of Albany Police and Fire Relief Pension Fund","7219","20112012","NULL","NULL","NULL","12.67","9.52","2.95"
"City of Albany Police and Fire Relief Pension Fund","7219","20102011","NULL","NULL","NULL","12.45","4.27","3.3"
"City of Albany Police and Fire Relief Pension Fund","7219","20092010","NULL","NULL","NULL","7.62","0.66","3.88"
"City of Albany Police and Fire Relief Pension Fund","7219","20082009","NULL","NULL","NULL","-17.41","-4.77","2.1"
"City of Albany Police and Fire Relief Pension Fund","7219","20072008","NULL","NULL","NULL","-8.74","5.58","10.72"
"City of Albany Police and Fire Relief Pension Fund","7219","20062007","NULL","NULL","NULL","12.9","9.9","9.7"
"City of Albany Police and Fire Relief Pension Fund","7219","20052006","NULL","NULL","NULL","7.6","9.5","8.4"
"City of Albany Police and Fire Relief Pension Fund","7219","20042005","NULL","NULL","NULL","9.4","9.4","10.4"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20152016","1.11","1.08","1.48","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20142015","1.1","1.02","1.88","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20132014","1.02","1.73","2.36","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20122013","0.95","2.43","3.22","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20112012","3.23","3.28","3.93","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20102011","3.11","3.98","4.35","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20092010","3.51","4.43","4.48","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20082009","5.31","5.05","4.37","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20072008","4.48","4.52","3.81","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20062007","NULL","NULL","NULL","5.35","4.02","3.63"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20052006","NULL","NULL","NULL","3.74","3.07","3.49"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20042005","NULL","NULL","NULL","2.97","3.03","4.02"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20032004","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Bakersfield Firemen's Disability and Retirement System","7234","20022003","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Berkeley Safety Members' Pension Fund","7220","20152016","0","NULL","NULL","NULL","NULL","NULL"
"City of Berkeley Safety Members' Pension Fund","7220","20142015","0","NULL","NULL","NULL","NULL","NULL"
"City of Berkeley Safety Members' Pension Fund","7220","20132014","0","NULL","NULL","NULL","NULL","NULL"
"City of Berkeley Safety Members' Pension Fund","7220","20122013","0","0","0","0","0","0"
"City of Berkeley Safety Members' Pension Fund","7220","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Berkeley Safety Members' Pension Fund","7220","20102011","0","0","0","0","0","0"
"City of Berkeley Safety Members' Pension Fund","7220","20092010","0","0","0","0","0","0"
"City of Berkeley Safety Members' Pension Fund","7220","20082009","0","0","0","0","0","0"
"City of Berkeley Safety Members' Pension Fund","7220","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20152016","6.5","6.5","6.5","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20142015","6.5","6.5","6.5","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20132014","0.86","0.89","1.12","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20122013","0.88","1.04","1.58","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20112012","0.93","1.29","2.31","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20102011","1.3","2.02","3.06","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20092010","1.65","3.12","3.49","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20082009","3.1","4.12","3.62","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20072008","3.1","4.12","3.62","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20062007","4.63","3.47","3.11","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20052006","6","6","6","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20042005","6","6","6","NULL","NULL","NULL"
"City of Concord Retirement System","7230","20032004","6","6","6","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20152016","-2.23","5.3","5.19","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20142015","3.44","10.3","9.41","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20132014","NULL","NULL","NULL","15.43","8.63","10.36"
"City of Delano Employee Pension Plan","7235","20122013","NULL","NULL","NULL","12.04","9.39","3.12"
"City of Delano Employee Pension Plan","7235","20112012","NULL","NULL","NULL","-1.57","8.1","2.63"
"City of Delano Employee Pension Plan","7235","20102011","NULL","NULL","NULL","17.69","1.71","2.62"
"City of Delano Employee Pension Plan","7235","20092010","8.19","-6.43","1.12","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20082009","-20.75","-4.26","1.01","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20072008","-6.72","6.05","7.75","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20062007","14.7","10.83","9.12","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20052006","10.17","10.26","5.55","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20042005","16.9","4.8","4.14","NULL","NULL","NULL"
"City of Delano Employee Pension Plan","7235","20032004","5.5","-4.17","3.96","NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20102011","0","0","0","0","0","0"
"City of East Palo Alto Retirement Plan","7256","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20082009","0","0","0","0","0","0"
"City of East Palo Alto Retirement Plan","7256","20062007","NULL","NULL","NULL","NULL","NULL","NULL"
"City of East Palo Alto Retirement Plan","7256","20052006","0","0","0","0","0","0"
"City of East Palo Alto Retirement Plan","7256","20042005","0","0","0","0","0","0"
"City of El Cerrito Employees' Pension Trust Fund","7225","20152016","0","NULL","NULL","NULL","NULL","NULL"
"City of El Cerrito Employees' Pension Trust Fund","7225","20142015","0","NULL","NULL","0","NULL","NULL"
"City of El Cerrito Employees' Pension Trust Fund","7225","20132014","0","NULL","NULL","0","NULL","NULL"
"City of El Cerrito Employees' Pension Trust Fund","7225","20122013","0","NULL","NULL","0","NULL","NULL"
"City of El Cerrito Employees' Pension Trust Fund","7225","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"City of El Cerrito Employees' Pension Trust Fund","7225","20102011","NULL","NULL","NULL","NULL","NULL","NULL"
"City of El Cerrito Employees' Pension Trust Fund","7225","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"City of El Cerrito Employees' Pension Trust Fund","7225","20082009","0","0","0","0","0","0"
"City of El Cerrito Employees' Pension Trust Fund","7225","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20152016","0.65","0.64","0.67","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20142015","0.58","0.66","0.77","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20132014","0.7","0.71","0.91","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20122013","0.71","0.85","1.21","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20112012","0.74","1.05","1.86","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20102011","1.12","1.54","2.48","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20092010","1.31","2.47","2.98","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20082009","2.19","3.9","3.56","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20072008","4.38","4.45","3.43","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20062007","5.11","3.73","2.98","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20052006","3.85","2.54","2.66","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20042005","3.28","3.07","4.06","NULL","NULL","NULL"
"City of Emeryville Pension Plan","7221","20032004","2.91","3.53","NULL","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20152016","0.4","0.4","0.6","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20142015","0.26","0.52","0.85","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20132014","0.6","0.8","1.4","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20122013","0.7","1.1","2","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20112012","1","2","2.7","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20102011","1.7","2.8","3.4","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20092010","3.2","3.7","3.8","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20082009","3.5","4","3.8","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20072008","4.3","4.06","3.72","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20062007","4.3","3.7","3.8","NULL","NULL","NULL"
"City of Eureka Fire and Police Retirement System","7233","20052006","NULL","NULL","NULL","3.6","3.3","4"
"City of Eureka Fire and Police Retirement System","7233","20042005","NULL","NULL","NULL","3.79","1.77","5.81"
"City of Eureka Fire and Police Retirement System","7233","20032004","NULL","NULL","NULL","2.87","4.17","4.88"
"City of Fresno Employees' Retirement System","7232","20152016","NULL","NULL","NULL","0.88","7.02","6.82"
"City of Fresno Employees' Retirement System","7232","20142015","NULL","NULL","NULL","3.3","11.3","11.34"
"City of Fresno Employees' Retirement System","7232","20132014","NULL","NULL","NULL","17.53","10.06","13.72"
"City of Fresno Employees' Retirement System","7232","20122013","NULL","NULL","NULL","13.56","12.12","5.3"
"City of Fresno Employees' Retirement System","7232","20112012","NULL","NULL","NULL","-0.11","12.53","1.38"
"City of Fresno Employees' Retirement System","7232","20102011","NULL","NULL","NULL","24.26","4.5","4.7"
"City of Fresno Employees' Retirement System","7232","20092010","NULL","NULL","NULL","14.8","-4.85","2.54"
"City of Fresno Employees' Retirement System","7232","20082009","NULL","NULL","NULL","-20.12","-4.14","1.84"
"City of Fresno Employees' Retirement System","7232","20072008","NULL","NULL","NULL","-6.05","7.33","10.04"
"City of Fresno Employees' Retirement System","7232","20062007","NULL","NULL","NULL","17.36","13.43","12.37"
"City of Fresno Employees' Retirement System","7232","20052006","NULL","NULL","NULL","12.12","13.53","7.53"
"City of Fresno Employees' Retirement System","7232","20042005","NULL","NULL","NULL","10.94","10.85","4.1"
"City of Fresno Employees' Retirement System","7232","20032004","NULL","NULL","NULL","17.7","4.95","4.21"
"City of Fresno Employees' Retirement System","7232","20022003","NULL","NULL","NULL","4.31","-2.17","3.29"
"City of Fresno Fire and Police Retirement System","7231","20152016","NULL","NULL","NULL","0.88","7.02","6.82"
"City of Fresno Fire and Police Retirement System","7231","20142015","NULL","NULL","NULL","3.3","11.3","11.34"
"City of Fresno Fire and Police Retirement System","7231","20132014","NULL","NULL","NULL","17.09","19.64","13.25"
"City of Fresno Fire and Police Retirement System","7231","20122013","NULL","NULL","NULL","13.12","11.67","4.84"
"City of Fresno Fire and Police Retirement System","7231","20112012","NULL","NULL","NULL","-0.11","12.53","1.38"
"City of Fresno Fire and Police Retirement System","7231","20102011","NULL","NULL","NULL","24.26","4.5","4.7"
"City of Fresno Fire and Police Retirement System","7231","20092010","NULL","NULL","NULL","14.8","-4.85","2.54"
"City of Fresno Fire and Police Retirement System","7231","20082009","NULL","NULL","NULL","-20.12","-4.14","1.84"
"City of Fresno Fire and Police Retirement System","7231","20072008","NULL","NULL","NULL","-6.05","7.33","10.04"
"City of Fresno Fire and Police Retirement System","7231","20062007","NULL","NULL","NULL","17.36","13.43","12.37"
"City of Fresno Fire and Police Retirement System","7231","20052006","NULL","NULL","NULL","12.12","13.53","7.53"
"City of Fresno Fire and Police Retirement System","7231","20042005","NULL","NULL","NULL","10.94","10.85","4.1"
"City of Fresno Fire and Police Retirement System","7231","20032004","NULL","NULL","NULL","17.7","4.95","4.21"
"City of Fresno Fire and Police Retirement System","7231","20022003","NULL","NULL","NULL","4.31","-2.3","3.29"
"City of Irvine Defined Contribution Pension Plan","7252","20152016","0","0","0","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20142015","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20132014","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20122013","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20112012","NULL","0","0","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20102011","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20092010","0","0","0","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20082009","-18","-0.9","1.51","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20072008","7.29","6.66","5.14","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20062007","7.94","6.14","2.67","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20052006","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Irvine Defined Contribution Pension Plan","7252","20042005","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20152016","0.38","5.05","5.97","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20142015","6.86","8.06","7.98","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20132014","7.91","7.54","9.52","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20122013","9.42","8.38","4.74","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20112012","5.3","10.09","4.25","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20102011","10.41","-2.29","5.25","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20092010","14.56","-1.09","4.9","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20082009","-16","0.18","1.8","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20072008","7.09","6.99","5.9","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20062007","9.55","6","5.27","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20052006","4.33","4.29","4.16","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20042005","3.32","4.81","6.63","NULL","NULL","NULL"
"City of Irvine Safety Defined Benefit Pension Plan","7243","20032004","4.28","4.89","NULL","NULL","NULL","NULL"
"City of Los Angeles Fire and Police Pension System","7236","20152016","NULL","NULL","NULL","1.18","7.49","7.42"
"City of Los Angeles Fire and Police Pension System","7236","20142015","NULL","NULL","NULL","4.15","11.53","11.53"
"City of Los Angeles Fire and Police Pension System","7236","20132014","NULL","NULL","NULL","17.85","10.71","13.51"
"City of Los Angeles Fire and Police Pension System","7236","20122013","NULL","NULL","NULL","13.01","12.02","5.05"
"City of Los Angeles Fire and Police Pension System","7236","20112012","NULL","NULL","NULL","1.89","12.26","1.54"
"City of Los Angeles Fire and Police Pension System","7236","20102011","NULL","NULL","NULL","22.09","3.58","4.66"
"City of Los Angeles Fire and Police Pension System","7236","20092010","NULL","NULL","NULL","13.72","-4.62","2.95"
"City of Los Angeles Fire and Police Pension System","7236","20082009","NULL","NULL","NULL","-18.07","-2.54","2.94"
"City of Los Angeles Fire and Police Pension System","7236","20072008","NULL","NULL","NULL","-4.58","8.35","10.5"
"City of Los Angeles Fire and Police Pension System","7236","20062007","NULL","NULL","NULL","18.5","13.96","12.73"
"City of Los Angeles Fire and Police Pension System","7236","20052006","NULL","NULL","NULL","12.48","13.36","7.17"
"City of Los Angeles Fire and Police Pension System","7236","20042005","NULL","NULL","NULL","10.07","10.62","2.32"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20152016","1.2","7.46","7.05","NULL","NULL","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20142015","4.5","11.43","10.67","NULL","NULL","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20132014","16.8","9.8","12.1","NULL","NULL","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20122013","13.1","10.6","5.2","NULL","NULL","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20112012","0.3","10.2","1.7","NULL","NULL","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20102011","19.3","4.3","4.8","NULL","NULL","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20092010","12","-3.1","2.9","NULL","NULL","NULL"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20082009","NULL","NULL","NULL","-15.1","-1.8","2.1"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20072008","NULL","NULL","NULL","-4.3","6.7","7.9"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20062007","NULL","NULL","NULL","16.7","10.9","9.3"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20052006","NULL","NULL","NULL","8.7","9.4","5.1"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20042005","NULL","NULL","NULL","7.5","7.2","5.1"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20032004","NULL","NULL","NULL","11.7","3.2","3.7"
"City of Los Angeles Water and Power Employees' Retirement Plan","7238","20022003","NULL","NULL","NULL","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20152016","3.6","3.6","3.6","NULL","NULL","NULL"
"City of Manhattan Beach Single Highest Year Retirement Plan","7240","20142015","4.4","4.4","4.4","NULL","NULL","NULL"
