"entity_name","entity_id","fiscal_year","_1_year_dollar_weighted_rate_of_return","_3_year_dollar_weighted_rate_of_return","_5_year_dollar_weighted_rate_of_return","_1_year_time_weighted_rate_of_return","_3_year_time_weighted_rate_of_return","_5_year_time_weighted_rate_of_return"
"East Bay Municipal Utility District Employees' Retirement System","7168","20122013","14.9","13.6","6.1","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20112012","1.6","13.5","1.4","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20102011","25.5","4.8","4.8","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20092010","14.8","-5.5","2.1","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20082009","-20.2","-4.3","0.9","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20072008","-8","6.5","9.1","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20062007","19.5","12.5","11.5","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20052006","10","12","6.4","NULL","NULL","NULL"
"East Bay Municipal Utility District Employees' Retirement System","7168","20042005","8.4","9.5","4.2","NULL","NULL","NULL"
"Eastern Sierra Community Service District Money Purchase Pension Plan","7145","20132014","0","0","0","0","0","0"
"Eastern Sierra Community Service District Money Purchase Pension Plan","7145","20122013","0","0","0","0","0","0"
"Eastern Sierra Community Service District Money Purchase Pension Plan","7145","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Exeter Irrigation District Employees' Money Purchase Pension Plan","7196","20142015","0","NULL","NULL","NULL","NULL","NULL"
"Fresno County Employees' Retirement Association","7260","20152016","NULL","NULL","NULL","-0.2","5.3","5.4"
"Fresno County Employees' Retirement Association","7260","20142015","NULL","NULL","NULL","0.1","9.8","10.1"
"Fresno County Employees' Retirement Association","7260","20132014","NULL","NULL","NULL","17.5","9.7","13.5"
"Fresno County Employees' Retirement Association","7260","20122013","NULL","NULL","NULL","12.3","11.2","6"
"Fresno County Employees' Retirement Association","7260","20112012","NULL","NULL","NULL","-0.2","12.5","2.5"
"Fresno County Employees' Retirement Association","7260","20102011","NULL","NULL","NULL","22.7","6.1","6.1"
"Fresno County Employees' Retirement Association","7260","20092010","NULL","NULL","NULL","16.1","-2.7","4.1"
"Fresno County Employees' Retirement Association","7260","20082009","NULL","NULL","NULL","-16.2","-1.8","3.4"
"Fresno County Employees' Retirement Association","7260","20072008","NULL","NULL","NULL","-5.1","8","10.5"
"Fresno County Employees' Retirement Association","7260","20062007","NULL","NULL","NULL","19","14.2","12.3"
"Fresno County Employees' Retirement Association","7260","20052006","NULL","NULL","NULL","11.4","13.4","7.6"
"Fresno County Employees' Retirement Association","7260","20042005","NULL","NULL","NULL","12.1","10.5","4.9"
"Fresno County Employees' Retirement Association","7260","20032004","NULL","NULL","NULL","16.6","4.8","4.2"
"Fresno County Employees' Retirement Association","7260","20022003","NULL","NULL","NULL","3","-0.9","2.5"
"Fresno Irrigation District Employee Money Purchase Plan","7188","20152016","0","NULL","NULL","NULL","NULL","NULL"
"Fresno Irrigation District Employee Money Purchase Plan","7188","20122013","NULL","NULL","NULL","NULL","NULL","NULL"
"Fresno Irrigation District Employee Money Purchase Plan","7188","20112012","0","NULL","NULL","NULL","NULL","NULL"
"Fresno Irrigation District Employee Money Purchase Plan","7188","20102011","0","NULL","NULL","NULL","NULL","NULL"
"Fresno Irrigation District Employee Money Purchase Plan","7188","20092010","0","NULL","NULL","NULL","NULL","NULL"
"Fresno Irrigation District Employee Money Purchase Plan","7188","20082009","0","NULL","NULL","NULL","NULL","NULL"
"Fresno Irrigation District Employee Money Purchase Plan","7188","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Fresno Irrigation District Employee Money Purchase Plan","7188","20062007","0","NULL","NULL","NULL","NULL","NULL"
"Fresno Metropolitan Flood Control District Money Purchase Pension Plan","8618","20152016","0","NULL","NULL","NULL","NULL","NULL"
"Fresno Metropolitan Flood Control District Money Purchase Pension Plan","8618","20132014","NULL","NULL","NULL","NULL","NULL","NULL"
"Fresno Metropolitan Flood Control District Money Purchase Pension Plan","8618","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Fresno Metropolitan Flood Control District Money Purchase Pension Plan","8618","20102011","NULL","NULL","NULL","NULL","NULL","NULL"
"Fresno Metropolitan Flood Control District Money Purchase Pension Plan","8618","20082009","NULL","NULL","NULL","NULL","NULL","NULL"
"Fresno Metropolitan Flood Control District Money Purchase Pension Plan","8618","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Fresno Metropolitan Flood Control District Money Purchase Pension Plan","8618","20062007","4.1","NULL","NULL","NULL","NULL","NULL"
"Glenn-Colusa Irrigation District Pension Plan","7190","20132014","0","0","0","NULL","NULL","NULL"
"Glenn-Colusa Irrigation District Pension Plan","7190","20122013","NULL","NULL","NULL","NULL","NULL","NULL"
"Glenn-Colusa Irrigation District Pension Plan","7190","20082009","NULL","NULL","NULL","NULL","NULL","NULL"
"Glenn-Colusa Irrigation District Pension Plan","7190","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20152016","NULL","NULL","NULL","-0.6","7.9","6.8"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20142015","NULL","NULL","NULL","7.46","12.62","9.54"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20132014","NULL","NULL","NULL","17.36","9.15","6.93"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20122013","NULL","NULL","NULL","13.18","7.71","5.94"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20112012","NULL","NULL","NULL","-2.09","9.72","0.03"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20102011","NULL","NULL","NULL","12.5","-1","3.1"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20092010","NULL","NULL","NULL","19.2","-2.9","1.6"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20082009","NULL","NULL","NULL","-27.6","-4.6","0.4"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20072008","NULL","NULL","NULL","6.1","7.87","11.26"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20062007","NULL","NULL","NULL","12.9","9","7.9"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20052006","NULL","NULL","NULL","4.6","12.43","3.12"
"Golden Gate Transit District Amalgamated Retirement Plan","7144","20042005","NULL","NULL","NULL","12.4","7.37","1.98"
"Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan","8735","20132014","0","NULL","NULL","NULL","NULL","NULL"
"Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan","8735","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan","8735","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan","8735","20082009","NULL","NULL","NULL","NULL","NULL","NULL"
"Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan","8735","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan","8735","20062007","NULL","NULL","NULL","NULL","NULL","NULL"
"Home Gardens Sanitary District Pension Plan","7157","20132014","0","NULL","NULL","NULL","NULL","NULL"
"Home Gardens Sanitary District Pension Plan","7157","20102011","NULL","NULL","NULL","NULL","NULL","NULL"
"Home Gardens Sanitary District Pension Plan","7157","20082009","NULL","NULL","NULL","0","NULL","NULL"
"Home Gardens Sanitary District Pension Plan","7157","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Housing Authority of the County of Tulare Defined Contribution Pension Plan","8595","20152016","0","NULL","NULL","NULL","NULL","NULL"
"Housing Authority of the County of Tulare Defined Contribution Pension Plan","8595","20142015","0","NULL","NULL","NULL","NULL","NULL"
"Housing Authority of the County of Tulare Defined Contribution Pension Plan","8595","20122013","NULL","NULL","NULL","NULL","NULL","NULL"
"Housing Authority of the County of Tulare Defined Contribution Pension Plan","8595","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Imperial County Employees' Retirement System","7261","20152016","NULL","NULL","NULL","0.6","6.2","6.1"
"Imperial County Employees' Retirement System","7261","20142015","NULL","NULL","NULL","2.1","10.1","10.5"
"Imperial County Employees' Retirement System","7261","20132014","NULL","NULL","NULL","16.7","9.4","13.2"
"Imperial County Employees' Retirement System","7261","20122013","NULL","NULL","NULL","11.8","11.3","5.7"
"Imperial County Employees' Retirement System","7261","20112012","NULL","NULL","NULL","0.1","12.4","2.6"
"Imperial County Employees' Retirement System","7261","20102011","NULL","NULL","NULL","23.2","5.6","5.9"
"Imperial County Employees' Retirement System","7261","20092010","NULL","NULL","NULL","15.1","-2.7","3.5"
"Imperial County Employees' Retirement System","7261","20082009","NULL","NULL","NULL","-16.9","-2.1","2.4"
"Imperial County Employees' Retirement System","7261","20072008","NULL","NULL","NULL","-3.8","7.4","10.6"
"Imperial County Employees' Retirement System","7261","20062007","NULL","NULL","NULL","17.4","12","11.7"
"Imperial County Employees' Retirement System","7261","20052006","NULL","NULL","NULL","9.7","11.9","7.4"
"Imperial County Employees' Retirement System","7261","20042005","NULL","NULL","NULL","6.9","14.1","6.1"
"Imperial County Employees' Retirement System","7261","20032004","NULL","NULL","NULL","17","6","6"
"Imperial Irrigation District Employee Pension Plan (DCP)","8536","20102011","0","NULL","NULL","0","NULL","NULL"
"Imperial Irrigation District Employee Pension Plan (DCP)","8536","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Imperial Irrigation District Employee Pension Plan (DCP)","8536","20082009","NULL","NULL","NULL","NULL","NULL","NULL"
"Imperial Irrigation District Employee Pension Plan (DCP)","8536","20072008","0","NULL","NULL","0","NULL","NULL"
"Imperial Irrigation District Employee Pension Plan (DCP)","8536","20062007","0","NULL","NULL","0","NULL","NULL"
"Imperial Irrigation District Employee Pension Plan (DCP)","8536","20052006","0","NULL","NULL","0","NULL","NULL"
"Imperial Irrigation District Employee Pension Plan (DCP)","8536","20042005","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20152016","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20142015","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20132014","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20122013","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20102011","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20082009","0","0","0","0","0","0"
"Judges' Retirement System I","7205","20072008","0","0","0","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20062007","NULL","NULL","NULL","NULL","NULL","NULL"
"Judges' Retirement System I","7205","20042005","NULL","NULL","NULL","12.3","10.7","3.4"
"Judges' Retirement System II","7206","20152016","NULL","NULL","NULL","1.6","6.4","6.6"
"Judges' Retirement System II","7206","20142015","NULL","NULL","NULL","-0.1","9.9","10.5"
"Judges' Retirement System II","7206","20132014","NULL","NULL","NULL","18.6","10.7","14"
"Judges' Retirement System II","7206","20122013","NULL","NULL","NULL","12.1","11.6","5.4"
"Judges' Retirement System II","7206","20112012","NULL","NULL","NULL","1.9","13.1","2.1"
"Judges' Retirement System II","7206","20102011","NULL","NULL","NULL","21.8","4.5","4.7"
"Judges' Retirement System II","7206","20092010","NULL","NULL","NULL","16.6","-3.7","2.2"
"Judges' Retirement System II","7206","20082009","NULL","NULL","NULL","-19.7","-4","1.1"
"Judges' Retirement System II","7206","20072008","NULL","NULL","NULL","-4.7","5.9","8.4"
"Judges' Retirement System II","7206","20062007","NULL","NULL","NULL","15.8","11.3","10.5"
"Judges' Retirement System II","7206","20052006","NULL","NULL","NULL","7.8","10.7","5.9"
"Judges' Retirement System II","7206","20042005","NULL","NULL","NULL","9.7","9.4","2.8"
"Judges' Retirement System II","7206","20032004","13.8","3.7","2.6","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20152016","-0.76","7.8","6.42","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20142015","4.35","10.9","11.35","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20132014","18.3","9","12.72","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20122013","10.1","25.4","-18.5","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20112012","-1.4","11.73","2.18","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20102011","25.4","6.03","5.64","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20092010","11.2","-4.37","2.44","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20082009","-18.5","-2.8","1.1","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20072008","-5.8","6.5","7.1","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20062007","15.9","9.93","8.64","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20052006","9.4","8.47","3.98","NULL","NULL","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20042005","NULL","NULL","NULL","4.5","5.97","1.76"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20032004","NULL","NULL","NULL","NULL","NULL","NULL"
"Kern County Employees' Retirement Association","7262","20152016","NULL","NULL","NULL","-0.5","5.4","5.5"
"Kern County Employees' Retirement Association","7262","20142015","NULL","NULL","NULL","2.4","9.2","9.4"
"Kern County Employees' Retirement Association","7262","20132014","NULL","NULL","NULL","15","8.7","11.7"
"Kern County Employees' Retirement Association","7262","20122013","NULL","NULL","NULL","10.4","10","3.3"
"Kern County Employees' Retirement Association","7262","20112012","NULL","NULL","NULL","1","10.9","-0.1"
"Kern County Employees' Retirement Association","7262","20102011","NULL","NULL","NULL","19.2","1.4","2.9"
"Kern County Employees' Retirement Association","7262","20092010","NULL","NULL","NULL","13.3","-6.11","1.82"
"Kern County Employees' Retirement Association","7262","20082009","NULL","NULL","NULL","-21.87","-4.72","1.42"
"Kern County Employees' Retirement Association","7262","20072008","NULL","NULL","NULL","-6.5","NULL","9.98"
"Kern County Employees' Retirement Association","7262","20062007","NULL","NULL","NULL","18.4","13.68","12.9"
"Kern County Employees' Retirement Association","7262","20052006","NULL","NULL","NULL","11.69","13.27","7.82"
"Kern County Employees' Retirement Association","7262","20042005","NULL","NULL","NULL","11.09","11.53","4.33"
"Kern County Employees' Retirement Association","7262","20032004","NULL","NULL","NULL","16.73","5.38","3.95"
"Kern County Employees' Retirement Association","7262","20022003","NULL","NULL","NULL","6.58","-1.71","2.84"
"La Canada Irrigation District Employees' Pension Plan","7192","20152016","0","NULL","NULL","0","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20142015","0","NULL","NULL","0","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20132014","0","NULL","NULL","0","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20122013","NULL","NULL","NULL","NULL","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20102011","0","0","0","0","0","0"
"La Canada Irrigation District Employees' Pension Plan","7192","20092010","0","0","0","0","0","0"
"La Canada Irrigation District Employees' Pension Plan","7192","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20062007","0","NULL","NULL","NULL","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20052006","0","NULL","NULL","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20142015","0","NULL","NULL","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20132014","0","NULL","NULL","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20082009","0","NULL","NULL","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20062007","NULL","NULL","NULL","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20142015","NULL","NULL","NULL","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20132014","0","0","0","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20122013","NULL","NULL","NULL","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20092010","0","NULL","NULL","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20072008","NULL","NULL","NULL","NULL","NULL","NULL"
"Legislators' Retirement System","7207","20152016","4","5.6","5.8","NULL","NULL","NULL"
"Legislators' Retirement System","7207","20142015","NULL","NULL","NULL","0","6.1","8.1"
"Legislators' Retirement System","7207","20132014","NULL","NULL","NULL","13.2","8.4","11.4"
"Legislators' Retirement System","7207","20122013","NULL","NULL","NULL","5.7","9.3","6.4"
"Legislators' Retirement System","7207","20112012","NULL","NULL","NULL","6.6","12.8","5.2"
"Legislators' Retirement System","7207","20102011","NULL","NULL","NULL","15.9","6.5","6.4"
"Legislators' Retirement System","7207","20092010","NULL","NULL","NULL","16.1","1.4","3.7"
"Legislators' Retirement System","7207","20082009","NULL","NULL","NULL","-10.2","0.4","2.5"
"Legislators' Retirement System","7207","20072008","NULL","NULL","NULL","0","4.7","6.6"
"Legislators' Retirement System","7207","20062007","NULL","NULL","NULL","12.6","8.1","8.4"
"Legislators' Retirement System","7207","20052006","NULL","NULL","NULL","2","6.9","5.2"
"Legislators' Retirement System","7207","20042005","NULL","NULL","NULL","8.8","8.8","4.6"
"Legislators' Retirement System","7207","20032004","NULL","NULL","NULL","9.1","4.8","4.3"
"Legislators' Retirement System","7207","20022003","NULL","NULL","NULL","8.5","1.8","4.6"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20152016","0","NULL","NULL","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20092010","NULL","NULL","NULL","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20152016","0","NULL","NULL","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20132014","0","NULL","NULL","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20112012","NULL","NULL","NULL","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20092010","0","0","0","0","0","0"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20072008","0","NULL","NULL","NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20062007","NULL","NULL","NULL","NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20032004","NULL","NULL","NULL","NULL","NULL","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20152016","NULL","NULL","NULL","-1.71","3.19","3.13"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20142015","NULL","NULL","NULL","-0.31","6.56","7.6"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20132014","NULL","NULL","NULL","12.18","6.01","10.7"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20122013","NULL","NULL","NULL","8.2","8.85","3.18"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20112012","NULL","NULL","NULL","-2.46","11.06","1.16"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20102011","NULL","NULL","NULL","21.71","2.84","4.04"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20092010","NULL","NULL","NULL","15.23","-4.35","1.81"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20082009","NULL","NULL","NULL","-22.3","-4.6","0.7"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20072008","NULL","NULL","NULL","-2.07","6.98","8.88"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20062007","NULL","NULL","NULL","14.42","10.95","10.26"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20052006","NULL","NULL","NULL","9.27","10.95","6.36"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20042005","NULL","NULL","NULL","9.24","9.23","3.69"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20032004","NULL","NULL","NULL","14.42","4.48","3.04"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20022003","NULL","NULL","NULL","4.27","-1.38","1.63"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20152016","-1.69","3.23","3.21","NULL","NULL","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20142015","NULL","NULL","NULL","-0.37","6.67","7.68"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20132014","NULL","NULL","NULL","12.34","6.12","10.95"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20122013","NULL","NULL","NULL","8.45","8.95","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20112012","NULL","NULL","NULL","-2.42","11.38","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20102011","NULL","NULL","NULL","21.9","6.3","6.78"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20092010","NULL","NULL","NULL","16.2","-0.4","4.74"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20082009","NULL","NULL","NULL","-19.2","-1.4","3.4"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20072008","NULL","NULL","NULL","1.8","8.8","9.99"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20062007","NULL","NULL","NULL","13.17","11.7","10.5"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20052006","NULL","NULL","NULL","11.72","11.64","6.7"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20042005","NULL","NULL","NULL","9.8","9.05","3.31"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20032004","NULL","NULL","NULL","12.82","3.89","2.12"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20022003","NULL","NULL","NULL","4.7","-5.03","2.67"
"Los Angeles City Employees' Retirement System","7237","20152016","NULL","NULL","NULL","0.5","7","7.2"
"Los Angeles City Employees' Retirement System","7237","20142015","NULL","NULL","NULL","2.8","11.6","11.5"
"Los Angeles City Employees' Retirement System","7237","20132014","NULL","NULL","NULL","18.4","11","13.6"
"Los Angeles City Employees' Retirement System","7237","20122013","NULL","NULL","NULL","14.3","12.3","5.2"
"Los Angeles City Employees' Retirement System","7237","20112012","NULL","NULL","NULL","1.1","11.9","1.2"
"Los Angeles City Employees' Retirement System","7237","20102011","NULL","NULL","NULL","22.6","3.7","4.7"
"Los Angeles City Employees' Retirement System","7237","20092010","NULL","NULL","NULL","12.9","-5","2.9"
"Los Angeles City Employees' Retirement System","7237","20082009","NULL","NULL","NULL","-19.6","-3.4","2.1"
"Los Angeles City Employees' Retirement System","7237","20072008","NULL","NULL","NULL","-5.7","8.2","10.6"
"Los Angeles City Employees' Retirement System","7237","20062007","NULL","NULL","NULL","19.5","13.9","12.9"
"Los Angeles City Employees' Retirement System","7237","20052006","NULL","NULL","NULL","12.4","13.6","7.8"
"Los Angeles City Employees' Retirement System","7237","20042005","NULL","NULL","NULL","10","10.9","4.4"
"Los Angeles City Employees' Retirement System","7237","20032004","18.6","5.7","4.6","NULL","NULL","NULL"
"Los Angeles County Employees' Retirement Association","7263","20152016","NULL","NULL","NULL","1.1","7.2","6.7"
"Los Angeles County Employees' Retirement Association","7263","20142015","NULL","NULL","NULL","4.3","11","10.5"
"Los Angeles County Employees' Retirement Association","7263","20132014","NULL","NULL","NULL","16.8","9.5","12"
"Los Angeles County Employees' Retirement Association","7263","20122013","NULL","NULL","NULL","12.1","10.6","4.4"
"Los Angeles County Employees' Retirement Association","7263","20112012","NULL","NULL","NULL","0.3","10.5","1.7"
"Los Angeles County Employees' Retirement Association","7263","20102011","NULL","NULL","NULL","20.4","3.3","5.3"
"Los Angeles County Employees' Retirement Association","7263","20092010","NULL","NULL","NULL","11.8","-3.4","4"
"Los Angeles County Employees' Retirement Association","7263","20082009","NULL","NULL","NULL","-18.2","-1.3","3.9"
"Los Angeles County Employees' Retirement Association","7263","20072008","NULL","NULL","NULL","-1.4","10","11.4"
"Los Angeles County Employees' Retirement Association","7263","20062007","NULL","NULL","NULL","19.1","14.4","12.5"
"Los Angeles County Employees' Retirement Association","7263","20052006","NULL","NULL","NULL","13","13.4","7.4"
"Los Angeles County Employees' Retirement Association","7263","20042005","NULL","NULL","NULL","11","10.2","3.7"
"Los Angeles County Employees' Retirement Association","7263","20032004","NULL","NULL","NULL","16.5","4.4","4.5"
"Los Angeles County Employees' Retirement Association","7263","20022003","3.6","-2.5","3.8","NULL","NULL","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20152016","NULL","NULL","NULL","-0.2","5.8","6"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20142015","NULL","NULL","NULL","1.8","10.9","11.1"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20132014","NULL","NULL","NULL","17.8","10.3","13.6"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20122013","NULL","NULL","NULL","13.7","12.2","6"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20112012","NULL","NULL","NULL","0.1","12.3","2.2"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20102011","NULL","NULL","NULL","24","5.6","5.4"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20092010","NULL","NULL","NULL","13.5","-3.9","2.8"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20082009","NULL","NULL","NULL","-17","-3.1","1.9"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20072008","NULL","NULL","NULL","-5.9","6.7","9.1"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20062007","NULL","NULL","NULL","16.4","12.1","11.3"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20052006","NULL","NULL","NULL","10.9","12.2","6.9"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20042005","NULL","NULL","NULL","9.1","9.7","3.3"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20152016","NULL","NULL","NULL","-0.2","5.8","6"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20142015","NULL","NULL","NULL","1.8","10.9","11.1"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20132014","NULL","NULL","NULL","17.8","10.3","13.6"
