"year","neighbourhood","site_type","category","target","size","number_of_tags","lir_value","lir_group_value","latitude","longitude","location","geometry_point"
"2016","Ritchie","Hot Spot","Private","Commercial","Large (>9sq ft<=20sqft)","1","24","21-26","53.5118","-113.47712","(53.5118, -113.47712)",
"2015","Oliver","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54309","-113.53437","(53.54309, -113.53437)",
"2016","Downtown","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.54514","-113.50388","(53.54514, -113.50388)",
"2015","Downtown","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","3.0","17.0","16-20","53.54454","-113.49846","(53.54454, -113.49846)",
"2016","Alberta Avenue","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","4","17","16-20","53.56262","-113.4865","(53.56262, -113.4865)",
"2015","Eastwood","Random","Private","Community Building","Small (>1sq ft<=2sqft)","15.0","25.0","21-25","53.57061","-113.47162","(53.57061, -113.47162)",
"2017","Alberta Avenue","Random","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.570099999999996","-113.48032000000001","(53.5701, -113.48032)",
"2016","Queen Mary Park","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.54821","-113.51687","(53.54821, -113.51687)",
"2016","Downtown","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","6","18","16-20","53.54151","-113.49165","(53.54151, -113.49165)",
"2015","CPR est / Strathcona Junction","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.50838","-113.49699","(53.50838, -113.49699)",
"2016","Boyle Street","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","5","18","16-20","53.54675","-113.48422","(53.54675, -113.48422)",
"2017","Oliver","Hot Spot","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","4","17","16-20","53.544199999999996","-113.53496","(53.5442, -113.53496)",
"2016","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.54184","-113.50208","(53.54184, -113.50208)",
"2016","Alberta Avenue","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56176","-113.48945","(53.56176, -113.48945)",
"2015","Boyle Street","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55012","-113.47623","(53.55012, -113.47623)",
"2015","Garneau","Hot Spot","City","ETS","Med (>2sq ft<=9sqft)","1.0","20.0","16-20","53.51851","-113.51158","(53.51851, -113.51158)",
"2015","Garneau","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.51896","-113.51173","(53.51896, -113.51173)",
"2017","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.517589999999998","-113.50333000000001","(53.51759, -113.50333)",
"2017","Eastwood","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.570799999999998","-113.47637","(53.5708, -113.47637)",
"2017","McCauley","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","4","18","16-20","53.553100000000001","-113.4872","(53.5531, -113.4872)",
"2017","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","5","18","16-20","53.518129999999999","-113.50095","(53.51813, -113.50095)",
"2016","Boyle Street","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","3","16","16-20","53.54332","-113.48514","(53.54332, -113.48514)",
"2017","Queen Alexandra","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","2","16","16-20","53.507150000000003","-113.50637999999999","(53.50715, -113.50638)",
"2016","Killarney","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","1","16","16-20","53.58749","-113.46831","(53.58749, -113.46831)",
"2017","Downtown","Random","Private","Private Waste - Progressive","Med (>2sq ft<=9sqft)","7","18","16-20","53.543700000000001","-113.50758","(53.5437, -113.50758)",
"2017","Central McDougall","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","3","16","16-20","53.55012","-113.50134","(53.55012, -113.50134)",
"2016","Alberta Avenue","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","19","16-20","53.5645","-113.48939","(53.5645, -113.48939)",
"2015","Downtown","Random","Private","Retail","Med (>2sq ft<=9sqft)","2.0","16.0","16-20","53.54073","-113.50084","(53.54073, -113.50084)",
"2015","Downtown","Random","Private","Commercial","X-Small (<=1sq ft)","1.0","16.0","16-20","53.5425","-113.50223","(53.5425, -113.50223)",
"2017","McCauley","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.558320000000002","-113.46787999999999","(53.55832, -113.46788)",
"2015","Downtown","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54033","-113.4935","(53.54033, -113.4935)",
"2015","Parkdale","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56546","-113.46642","(53.56546, -113.46642)",
"2016","CPR West / Strathcona Junction","Random","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","2","16","16-20","53.50777","-113.49695","(53.50777, -113.49695)",
"2017","Strathcona","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.520569999999999","-113.50578","(53.52057, -113.50578)",
"2017","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","4","16","16-20","53.539169999999999","-113.50154999999999","(53.53917, -113.50155)",
"2017","Boyle Street","Random","Private","Telus","Small (>1sq ft<=2sqft)","6","20","16-20","53.553570000000001","-113.47376","(53.55357, -113.47376)",
"2017","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","4","16","16-20","53.552120000000002","-113.48842999999999","(53.55212, -113.48843)",
"2016","Parkdale","Random","Private","Residence","Med (>2sq ft<=9sqft)","2","18","16-20","53.56164","-113.47573","(53.56164, -113.47573)",
"2016","Strathcona","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","2","16","16-20","53.51812","-113.50018","(53.51812, -113.50018)",
"2017","Beacon Heights","Random","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.570540000000001","-113.39545","(53.57054, -113.39545)",
"2017","McCauley","Random","Private","Commercial","Small (>1sq ft<=2sqft)","4","19","16-20","53.55133","-113.48629","(53.55133, -113.48629)",
"2017","Garneau","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1","16","16-20","53.522489999999998","-113.51806999999999","(53.52249, -113.51807)",
"2015","Downtown","Hot Spot","Private","Private aste - MI","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54365","-113.50016","(53.54365, -113.50016)",
"2015","Ritchie","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.51558","-113.48772","(53.51558, -113.48772)",
"2017","Oliver","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","2","16","16-20","53.540520000000001","-113.51451","(53.54052, -113.51451)",
"2016","Killarney","Random","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","2","17","16-20","53.55987","-113.48582","(53.55987, -113.48582)",
"2017","Killarney","Hot Spot","City","Transportation Dept","Small (>1sq ft<=2sqft)","2","16","16-20","53.591209999999997","-113.47254","(53.59121, -113.47254)",
"2016","Beacon Heights","Random","Private","Retail","Small (>1sq ft<=2sqft)","6","19","16-20","53.57146","-113.39445","(53.57146, -113.39445)",
"2017","Westmount","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","5","16","16-20","53.550629999999998","-113.53682999999999","(53.55063, -113.53683)",
"2016","Killarney","Random","Private","Commercial","Small (>1sq ft<=2sqft)","2","17","16-20","53.58649","-113.49126","(53.58649, -113.49126)",
"2017","Queen Alexandra","Hot Spot","Private","Telus","Med (>2sq ft<=9sqft)","2","16","16-20","53.516849999999998","-113.5063","(53.51685, -113.5063)",
"2015","McCauley","Hot Spot","City","Corporate property","Med (>2sq ft<=9sqft)","2.0","17.0","16-20","53.55488","-113.48668","(53.55488, -113.48668)",
"2017","Queen Mary Park","Random","Private","Church","Med (>2sq ft<=9sqft)","2","24","21-25","53.555160000000001","-113.51342","(53.55516, -113.51342)",
"2016","Belvedere","Random","City","ETS","Small (>1sq ft<=2sqft)","2","16","16-20","53.59495","-113.42826","(53.59495, -113.42826)",
"2015","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","4","30","26-30","53.51522","-113.49048","(53.51522, -113.49048)",
"2017","Strathcona","Random","Private","Vehicles/ Rolling Stock","Large (>9sq ft<=20sqft)","2","25","21-25","53.524990000000003","-113.48568","(53.52499, -113.48568)",
"2017","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","15","28","26-30","53.549219999999998","-113.49184","(53.54922, -113.49184)",
"2017","Downtown","Hot Spot","Private","Telus","Small (>1sq ft<=2sqft)","3","16","16-20","53.541510000000002","-113.49727","(53.54151, -113.49727)",
"2015","Eastwood","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.57322","-113.4753","(53.57322, -113.4753)",
"2016","Central McDougall","Random","City","Edmonton Waste","Med (>2sq ft<=9sqft)","1","16","16-20","53.55914","-113.49591","(53.55914, -113.49591)",
"2016","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.51662","-113.50249","(53.51662, -113.50249)",
"2017","Strathcona","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.520620000000001","-113.50527","(53.52062, -113.50527)",
"2015","McCauley","Random","Private","Commercial","Med (>2sq ft<=9sqft)","1.0","18.0","16-20","53.55135","-113.48733","(53.55135, -113.48733)",
"2015","Downtown","Hot Spot","Private","Multi Family Dwelling","X-Small (<=1sq ft)","2.0","24.0","21-25","53.54201","-113.50039","(53.54201, -113.50039)",
"2017","Alberta Avenue","Random","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.570839999999997","-113.48145","(53.57084, -113.48145)",
"2016","Oliver","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","4","18","16-20","53.54189","-113.53365","(53.54189, -113.53365)",
"2017","Downtown","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","10","23","21-25","53.545589999999997","-113.49921000000001","(53.54559, -113.49921)",
"2015","McCauley","Random","Private","Residence","Small (>1sq ft<=2sqft)","2.0","17.0","16-20","53.55119","-113.48634","(53.55119, -113.48634)",
"2015","Eastwood","Random","City","Corporate property","Small (>1sq ft<=2sqft)","4.0","16.0","16-20","53.57117","-113.47354","(53.57117, -113.47354)",
"2015","Alberta Avenue","Random","City","Corporate property","Med (>2sq ft<=9sqft)","2.0","17.0","16-20","53.5699","-113.48206","(53.5699, -113.48206)",
"2015","Killarney","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.58755","-113.49136","(53.58755, -113.49136)",
"2017","Boyle Street","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","12","25","21-25","53.543590000000002","-113.47859","(53.54359, -113.47859)",
"2017","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","7","16","16-20","53.515819999999998","-113.49786","(53.51582, -113.49786)",
"2016","Belvedere","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","4","16","16-20","53.58836","-113.43874","(53.58836, -113.43874)",
"2015","Strathcona","Hot Spot","Private","Private aste - Triline","Small (>1sq ft<=2sqft)","2.0","26.0","26-30","53.51861","-113.49541","(53.51861, -113.49541)",
"2015","Strathcona","Hot Spot","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","1.0","21.0","21-25","53.51859","-113.49911","(53.51859, -113.49911)",
"2015","Garneau","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","3.0","20.0","16-20","53.51851","-113.51158","(53.51851, -113.51158)",
"2015","CPR est / Strathcona Junction","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51525","-113.49545","(53.51525, -113.49545)",
"2016","Boyle Street","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","4","18","16-20","53.54371","-113.48286","(53.54371, -113.48286)",
"2017","Killarney","Random","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","2","17","16-20","53.590420000000002","-113.48959000000001","(53.59042, -113.48959)",
"2015","Downtown","Random","Private","ewspaper","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54033","-113.50669","(53.54033, -113.50669)",
"2015","Belvedere","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.58933","-113.43751","(53.58933, -113.43751)",
"2016","Downtown","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","1","16","16-20","53.54576","-113.49832","(53.54576, -113.49832)",
"2016","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","4","17","16-20","53.51469","-113.50522","(53.51469, -113.50522)",
"2017","Garneau","Hot Spot","Private","Private Waste -Waste Connections","Small (>1sq ft<=2sqft)","19","22","21-25","53.51858","-113.51096","(53.51858, -113.51096)",
"2016","Garneau","Hot Spot","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","3","16","16-20","63.51849","-113.50751","(63.51849, -113.50751)",
"2017","Strathcona","Hot Spot","Private","Private Waste - GFL","Med (>2sq ft<=9sqft)","10","20","16-20","53.518549999999998","-113.50181000000001","(53.51855, -113.50181)",
"2016","Garneau","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.51857","-113.51738","(53.51857, -113.51738)",
"2016","Eastwood","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.57379","-113.46178","(53.57379, -113.46178)",
"2015","Strathcona","Hot Spot","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","4.0","18.0","16-20","53.51887","-113.4985","(53.51887, -113.4985)",
"2017","Strathcona","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.520499999999998","-113.50125","(53.5205, -113.50125)",
"2017","Boyle Street","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.55124","-113.47371","(53.55124, -113.47371)",
"2017","Downtown","Random","Gov't","Canada Post","Small (>1sq ft<=2sqft)","2","16","16-20","53.543259999999997","-113.50660999999999","(53.54326, -113.50661)",
"2016","Oliver","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.54833","-113.51138","(53.54833, -113.51138)",
"2015","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","3.0","19.0","16-20","53.53994","-113.50195","(53.53994, -113.50195)",
"2016","Alberta Avenue","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56146","-113.43941","(53.56146, -113.43941)",
"2017","McCauley","Random","Private","Commercial","Small (>1sq ft<=2sqft)","3","18","16-20","53.549239999999998","-113.49186","(53.54924, -113.49186)",
"2016","Downtown","Random","Private","Retail","Med (>2sq ft<=9sqft)","5","17","16-20","53.54154","-113.505","(53.54154, -113.505)",
"2016","Queen Alexandra","Hot Spot","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","5","18","16-20","53.51467","-113.5019","(53.51467, -113.5019)",
"2016","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","5","18","16-20","53.54137","-113.50012","(53.54137, -113.50012)",
"2016","McCauley","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.5576","-113.48627","(53.5576, -113.48627)",
"2017","Ritchie","Random","Private","Commercial","Large (>9sq ft<=20sqft)","4","24","21-25","53.511800000000001","-113.47713","(53.5118, -113.47713)",
"2015","Queen Alexandra","Hot Spot","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","2.0","23.0","21-25","53.51747","-113.50086","(53.51747, -113.50086)",
"2015","Garneau","Random","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.52114","-113.51823","(53.52114, -113.51823)",
"2017","Eastwood","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","3","16","16-20","53.570959999999999","-113.4752","(53.57096, -113.4752)",
"2016","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","8","21","21-25","53.54383","-113.48437","(53.54383, -113.48437)",
"2015","Downtown","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54321","-113.50287","(53.54321, -113.50287)",
"2016","Eastwood","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","8","19","16-20","53.57113","-113.45951","(53.57113, -113.45951)",
"2015","Downtown","Hot Spot","Private","Retail","Large (>9sq ft<=20sqft)","1.0","16.0","16-20","53.53963","-113.49639","(53.53963, -113.49639)",
"2016","Queen Mary Park","Random","Private","Retail","Small (>1sq ft<=2sqft)","5","18","16-20","53.51729","-113.48583","(53.51729, -113.48583)",
"2017","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","10","20","16-20","53.540100000000002","-113.50212000000001","(53.5401, -113.50212)",
"2016","Ritchie","Random","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.50094","-113.47704","(53.50094, -113.47704)",
"2016","Parkdale","Random","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56176","-113.47575","(53.56176, -113.47575)",
"2016","Queen Mary Park","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","17","16-20","53.55069","-113.52039","(53.55069, -113.52039)",
"2017","Central McDougall","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","1","16","16-20","53.549599999999998","-113.50301","(53.5496, -113.50301)",
"2015","Parkdale","Random","Private","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56303","-113.47667","(53.56303, -113.47667)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.53962","-113.4994","(53.53962, -113.4994)",
"2017","Ritchie","Hot Spot","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.51567","-113.48721999999999","(53.51567, -113.48722)",
"2017","Queen Alexandra","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","4","19","16-20","53.516979999999997","-113.5014","(53.51698, -113.5014)",
"2015","Queen Alexandra","Hot Spot","Private","310 Dump","X-Small (<=1sq ft)","1.0","16.0","16-20","53.51601","-113.49859","(53.51601, -113.49859)",
"2016","McCauley","Random","Private","Retail","X-Small (<=1sq ft)","10","23","21-25","53.5527","-113.48846","(53.5527, -113.48846)",
"2016","Ritchie","Hot Spot","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","63","41","41-45","53.51757","-113.48911","(53.51757, -113.48911)",
"2017","Alberta Avenue","Hot Spot","Private","Private Waste - GFL","Med (>2sq ft<=9sqft)","2","18","16-20","53.563920000000003","-113.48654999999999","(53.56392, -113.48655)",
"2016","Downtown","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","10","20","16-20","53.54398","-113.50757","(53.54398, -113.50757)",
"2017","Garneau","Random","Private","Residence","Small (>1sq ft<=2sqft)","2","16","16-20","53.519649999999999","-113.51978","(53.51965, -113.51978)",
"2017","Downtown","Random","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","8","18","16-20","53.542819999999999","-113.50375","(53.54282, -113.50375)",
"2017","Ritchie","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","12","20","16-20","53.517569999999999","-113.48777","(53.51757, -113.48777)",
"2015","Downtown","Random","Private","Retail","X-Small (<=1sq ft)","1.0","21.0","21-25","53.54154","-113.50161","(53.54154, -113.50161)",
"2015","Downtown","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54205","-113.49864","(53.54205, -113.49864)",
"2017","Strathcona","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1","16","16-20","53.520519999999998","-113.504","(53.52052, -113.504)",
"2016","Eastwood","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.5751","-113.47529","(53.5751, -113.47529)",
"2015","Boyle Street","Hot Spot","Private","Church","Small (>1sq ft<=2sqft)","2.0","23.0","21-25","53.54398","-113.48277","(53.54398, -113.48277)",
"2016","Ritchie","Hot Spot","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","12","21","21-25","53.51755","-113.48743","(53.51755, -113.48743)",
"2016","Beverly Heights","Random","City","Transportation Dept","Small (>1sq ft<=2sqft)","2","15","2017-11-15T00:00:00","53.56586","-113.39381","(53.56586, -113.39381)",
"2016","Boyle Street","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.54293","-113.4847","(53.54293, -113.4847)",
"2017","McCauley","Random","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","3","16","16-20","53.55245","-113.49036","(53.55245, -113.49036)",
"2016","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","7","22","21-25","53.51865","-113.49787","(53.51865, -113.49787)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","5","18","16-20","53.514539999999997","-113.4952","(53.51454, -113.4952)",
"2016","McCauley","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","17","16-20","53.55603","-113.48722","(53.55603, -113.48722)",
"2015","Boyle Street","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54515","-113.47992","(53.54515, -113.47992)",
"2016","Downtown","Hot Spot","City","Transportation Dept","Small (>1sq ft<=2sqft)","2","16","16-20","53.54046","-113.48702","(53.54046, -113.48702)",
"2017","Beacon Heights","Hot Spot","City","ETS","X-Small (<=1sq ft)","3","16","16-20","53.570480000000003","-113.41412","(53.57048, -113.41412)",
"2015","McCauley","Random","Private","Private aste - MI","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.55316","-113.49148","(53.55316, -113.49148)",
"2015","Alberta Avenue","Hot Spot","Private","ewspaper","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.56076","-113.48683","(53.56076, -113.48683)",
"2017","CPR West / Strathcona Junction","Random","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","1","16","16-20","53.508479999999999","-113.49711000000001","(53.50848, -113.49711)",
"2017","Strathcona","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","5","17","16-20","53.519840000000002","-113.49657000000001","(53.51984, -113.49657)",
"2016","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","3","17","16-20","53.54036","-113.50518","(53.54036, -113.50518)",
"2015","McCauley","Random","Private","Retail","Med (>2sq ft<=9sqft)","1.0","16.0","16-20","53.55042","-113.49229","(53.55042, -113.49229)",
"2017","Garneau","Hot Spot","Private","Church","Med (>2sq ft<=9sqft)","1","19","16-20","53.519550000000002","-113.5106","(53.51955, -113.5106)",
"2015","Downtown","Hot Spot","Private","Telus","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.54145","-113.49773","(53.54145, -113.49773)",
"2016","McCauley","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","1","16","16-20","53.55925","-113.48714","(53.55925, -113.48714)",
"2017","Ritchie","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","11","20","16-20","53.517589999999998","-113.4871","(53.51759, -113.4871)",
"2015","Strathcona","Hot Spot","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","2.0","18.0","16-20","53.5186","-113.50314","(53.5186, -113.50314)",
"2017","Downtown","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","5","18","16-20","53.543050000000001","-113.50053","(53.54305, -113.50053)",
"2015","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54428","-113.50095","(53.54428, -113.50095)",
"2015","Parkdale","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57025","-113.4642","(53.57025, -113.4642)",
"2017","Inglewood","Hot Spot","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","1","17","16-20","53.564300000000003","-113.53673000000001","(53.5643, -113.53673)",
"2016","Boyle Street","Hot Spot","Private","Church","X-Small (<=1sq ft)","10","17","16-20","53.54388","-113.4826","(53.54388, -113.4826)",
"2015","Strathcona","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","19.0","16-20","53.51866","-113.50602","(53.51866, -113.50602)",
"2015","Killarney","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","15.0","11-15","53.59081","-113.47177","(53.59081, -113.47177)",
"2017","Killarney","Random","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","1","16","16-20","53.588650000000001","-113.49903999999999","(53.58865, -113.49904)",
"2015","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54988","-113.48789","(53.54988, -113.48789)",
"2017","Queen Mary Park","Hot Spot","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","1","16","16-20","53.549140000000001","-113.52045","(53.54914, -113.52045)",
"2015","Boyle Street","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","23.0","21-25","53.54398","-113.48277","(53.54398, -113.48277)",
"2017","Garneau","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","22","25","21-25","53.518610000000002","-113.50671","(53.51861, -113.50671)",
"2015","Boyle Street","Hot Spot","Private","Commercial","Med (>2sq ft<=9sqft)","1.0","17.0","16-20","53.54404","-113.48129","(53.54404, -113.48129)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54355","-113.50207","(53.54355, -113.50207)",
"2016","McCauley","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","2","16","16-20","53.55908","-113.48866","(53.55908, -113.48866)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","3.0","17.0","16-20","53.54242","-113.5058","(53.54242, -113.5058)",
"2016","Ritchie","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","9","23","21-25","53.5175","-113.488","(53.5175, -113.488)",
"2015","Downtown","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.5415","-113.50642","(53.5415, -113.50642)",
"2015","Parkdale","Hot Spot","Private","Retail","Large (>9sq ft<=20sqft)","1.0","22.0","21-25","53.56956","-113.46809","(53.56956, -113.46809)",
"2017","Strathcona","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","29","28","26-30","53.518599999999999","-113.50615999999999","(53.5186, -113.50616)",
"2017","McCauley","Hot Spot","Private","Church","Small (>1sq ft<=2sqft)","3","16","16-20","53.549250000000001","-113.49052","(53.54925, -113.49052)",
"2015","Strathcona","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.52268","-113.48631","(53.52268, -113.48631)",
"2015","Alberta Avenue","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.56126","-113.48643","(53.56126, -113.48643)",
"2017","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","3","18","16-20","53.550069999999998","-113.49427","(53.55007, -113.49427)",
"2016","Central McDougall","Random","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","4","17","16-20","53.55786","-113.49458","(53.55786, -113.49458)",
"2015","Queen Alexandra","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.51755","-113.49995","(53.51755, -113.49995)",
