"year","neighbourhood","site_type","category","target","size","number_of_tags","lir_value","lir_group_value","latitude","longitude","location","geometry_point"
"2015","Alberta Avenue","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.5701","-113.48507","(53.5701, -113.48507)",
"2017","Central McDougall","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.551319999999997","-113.50129","(53.55132, -113.50129)",
"2016","Garneau","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.51819","-113.50799","(53.51819, -113.50799)",
"2016","Oliver","Hot Spot","Private","Private Waste - Triline","Small (>1sq ft<=2sqft)","2","16","16-20","53.54418","-113.535","(53.54418, -113.535)",
"2016","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","3","16","16-20","53.54137","-113.49873","(53.54137, -113.49873)",
"2015","CPR est / Strathcona Junction","Hot Spot","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","6.0","30.0","26-30","53.51753","-113.49685","(53.51753, -113.49685)",
"2017","Oliver","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.542729999999999","-113.53493","(53.54273, -113.53493)",
"2016","Eastwood","Random","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","3","17","16-20","53.57086","-113.47752","(53.57086, -113.47752)",
"2015","Queen Alexandra","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51658","-113.50477","(53.51658, -113.50477)",
"2017","Killarney","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","3","18","16-20","53.589329999999997","-113.4897","(53.58933, -113.4897)",
"2015","Strathcona","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51828","-113.50616","(53.51828, -113.50616)",
"2017","McCauley","Random","Private","Commercial","X-Small (<=1sq ft)","2","16","16-20","53.548870000000001","-113.49035000000001","(53.54887, -113.49035)",
"2015","Downtown","Random","Private","Private aste - Progressive","Med (>2sq ft<=9sqft)","3.0","18.0","16-20","53.54029","-113.50388","(53.54029, -113.50388)",
"2016","Garneau","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.52052","-113.51809","(53.52052, -113.51809)",
"2017","Queen Mary Park","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.552729999999997","-113.50942000000001","(53.55273, -113.50942)",
"2016","Downtown","Hot Spot","City","Transportation Dept","Small (>1sq ft<=2sqft)","12","22","21-25","53.54104","-113.49924","(53.54104, -113.49924)",
"2016","Beverly Heights","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.56988","-113.39912","(53.56988, -113.39912)",
"2017","Queen Alexandra","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","2","16","16-20","63.51661","-113.50507","(63.51661, -113.50507)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","3.0","18.0","16-20","53.54011","-113.49635","(53.54011, -113.49635)",
"2016","Strathcona","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","8","22","21-25","53.5181","-113.5011","(53.5181, -113.5011)",
"2016","Garneau","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","14","22","21-25","53.51846","-113.50802","(53.51846, -113.50802)",
"2015","Eastwood","Random","City","Corporate property","Small (>1sq ft<=2sqft)","2.0","18.0","16-20","53.57112","-113.47704","(53.57112, -113.47704)",
"2015","McCauley","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","3.0","18.0","16-20","53.55537","-113.4836","(53.55537, -113.4836)",
"2017","Downtown","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","11","23","21-25","53.540419999999997","-113.49677","(53.54042, -113.49677)",
"2017","Garneau","Hot Spot","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","15","20","16-20","53.51858","-113.50979","(53.51858, -113.50979)",
"2015","McCauley","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55091","-113.48746","(53.55091, -113.48746)",
"2016","McCauley","Random","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","2","16","16-20","63.55334","-113.49132","(63.55334, -113.49132)",
"2017","Westmount","Hot Spot","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","1","16","16-20","53.54721","-113.53504","(53.54721, -113.53504)",
"2015","Alberta Avenue","Random","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","5.0","17.0","16-20","53.56996","-113.48471","(53.56996, -113.48471)",
"2017","Oliver","Hot Spot","City","ETS","X-Small (<=1sq ft)","2","16","16-20","53.54345","-113.536","(53.54345, -113.536)",
"2017","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","6","18","16-20","53.516449999999999","-113.49769999999999","(53.51645, -113.4977)",
"2015","Westmount","Hot Spot","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54756","-113.53342","(53.54756, -113.53342)",
"2015","Downtown","Hot Spot","Private","Retail","X-Small (<=1sq ft)","1.0","16.0","16-20","53.54012","-113.49732","(53.54012, -113.49732)",
"2015","Garneau","Hot Spot","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51867","-113.50836","(53.51867, -113.50836)",
"2017","Downtown","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","2","16","16-20","53.542430000000003","-113.49122","(53.54243, -113.49122)",
"2015","Queen Alexandra","Hot Spot","City","ETS","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.51782","-113.50622","(53.51782, -113.50622)",
"2017","Killarney","Hot Spot","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.590049999999998","-113.46818","(53.59005, -113.46818)",
"2015","Strathcona","Random","Private","ewspaper","small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.52422","-113.48621","(53.52422, -113.48621)",
"2016","McCauley","Hot Spot","City","Transportation Dept","Small (>1sq ft<=2sqft)","1","16","16-20","53.5575","-113.4842","(53.5575, -113.4842)",
"2016","Oliver","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1","16","16-20","53.54357","-113.53323","(53.54357, -113.53323)",
"2016","Parkdale","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.51425","-113.49847","(53.51425, -113.49847)",
"2015","Killarney","Random","Private","Private aste - Super Save","Small (>1sq ft<=2sqft)","1.0","18.0","16-20","53.58764","-113.49129","(53.58764, -113.49129)",
"2016","Downtown","Hot Spot","Private","Edmonton Waste","Small (>1sq ft<=2sqft)","5","19","16-20","53.54021","-113.49619","(53.54021, -113.49619)",
"2015","Downtown","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54436","-113.5038","(53.54436, -113.5038)",
"2016","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","31","33","31-35","53.51752","-113.49005","(53.51752, -113.49005)",
"2017","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","16","21","21-25","53.51773","-113.49748","(53.51773, -113.49748)",
"2017","Eastwood","Hot Spot","Private","Residence","Large (>9sq ft<=20sqft)","1","20","16-20","53.572020000000002","-113.4586","(53.57202, -113.4586)",
"2017","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","8","21","21-25","53.521000000000001","-113.49624","(53.521, -113.49624)",
"2015","Alberta Avenue","Random","Private","Residence","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.57244","-113.48048","(53.57244, -113.48048)",
"2017","Beverly Heights","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","1","16","16-20","53.570239999999998","-113.3989","(53.57024, -113.3989)",
"2015","Queen Mary Park","Random","Private","Residence","Med (>2sq ft<=9sqft)","2.0","18.0","16-20","53.55529","-113.51501","(53.55529, -113.51501)",
"2015","Queen Mary Park","Random","Private","Commercial","Med (>2sq ft<=9sqft)","3.0","18.0","16-20","53.55529","-113.51501","(53.55529, -113.51501)",
"2015","Boyle Street","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","2.0","17.0","16-20","53.54533","-113.4834","(53.54533, -113.4834)",
"2017","McCauley","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.550280000000001","-113.49298","(53.55028, -113.49298)",
"2016","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","6","16","16-20","53.55217","-113.493","(53.55217, -113.493)",
"2016","Downtown","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","4","17","16-20","53.54389","-113.49882","(53.54389, -113.49882)",
"2015","Downtown","Hot Spot","Private","Private aste - Progressive","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54454","-113.49846","(53.54454, -113.49846)",
"2016","Eastwood","Random","Private","Commercial","Small (>1sq ft<=2sqft)","2","16","16-20","53.57099","-113.4771","(53.57099, -113.4771)",
"2017","Strathcona","Hot Spot","Private","Private Waste -Waste Connections","Large (>9sq ft<=20sqft)","12","23","21-25","53.518276","-113.49526","(53.518276, -113.49526)",
"2016","Downtown","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","2","16","16-20","53.54389","-113.50385","(53.54389, -113.50385)",
"2016","Ritchie","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","5","17","16-20","63.51757","-113.49328","(63.51757, -113.49328)",
"2016","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","3","16","16-20","53.53971","-113.49566","(53.53971, -113.49566)",
"2016","Downtown","Random","Gov't","Canada Post","Small (>1sq ft<=2sqft)","11","20","16-20","53.54146","-113.50117","(53.54146, -113.50117)",
"2016","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","30","30","26-30","53.54193","-113.49141","(53.54193, -113.49141)",
"2016","Garneau","Hot Spot","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","3","17","16-20","53.51838","-113.50626","(53.51838, -113.50626)",
"2017","Oliver","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","4","19","16-20","53.541989999999998","-113.53419","(53.54199, -113.53419)",
"2017","Garneau","Hot Spot","Private","Retail","X-Large (>20sqft)","7","27","26-30","53.518250000000002","-113.50773","(53.51825, -113.50773)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","45","34","31-35","53.517499999999998","-113.49681","(53.5175, -113.49681)",
"2015","Parkdale","Random","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56562","-113.47474","(53.56562, -113.47474)",
"2016","Queen Alexandra","Hot Spot","Private","Residence","X-Large (>20sqft)","1","25","21-25","53.51571","-113.50155","(53.51571, -113.50155)",
"2015","Downtown","Random","Gov't","Canada Post","Small (>1sq ft<=2sqft)","2.0","17.0","16-20","53.54126","-113.50086","(53.54126, -113.50086)",
"2017","Westmount","Hot Spot","Private","Retail","X-Large (>20sqft)","5","31","31-35","53.548499999999997","-113.53497","(53.5485, -113.53497)",
"2016","Downtown","Random","Private","Multi Family Dwelling","Med (>2sq ft<=9sqft)","1","17","16-20","53.53987","-113.50105","(53.53987, -113.50105)",
"2017","Downtown","Hot Spot","City","Edmonton Recycle Bin","Small (>1sq ft<=2sqft)","3","16","16-20","53.545070000000003","-113.50027","(53.54507, -113.50027)",
"2015","Downtown","Random","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.54603","-113.50626","(53.54603, -113.50626)",
"2017","Oliver","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.543089999999999","-113.53263","(53.54309, -113.53263)",
"2015","Strathcona","Hot Spot","Private","Retail","X-Small (<=1sq ft)","1.0","16.0","16-20","53.51824","-113.50105","(53.51824, -113.50105)",
"2017","Central McDougall","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.548940000000002","-113.50185999999999","(53.54894, -113.50186)",
"2017","Boyle Street","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1","16","16-20","53.547409999999999","-113.48062","(53.54741, -113.48062)",
"2015","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54151","-113.50807","(53.54151, -113.50807)",
"2017","Ritchie","Hot Spot","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","2","16","16-20","53.51661","-113.49030999999999","(53.51661, -113.49031)",
"2017","Belvedere","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","2","17","16-20","53.587760000000003","-113.44221","(53.58776, -113.44221)",
"2015","Beverly Heights","Random","Private","Residence","X-Small (<=1sq ft)","1.0","15.0","11-15","53.56992","-113.39861","(53.56992, -113.39861)",
"2016","Westmount","Hot Spot","Private","Private Waste - WMI","Small (>1sq ft<=2sqft)","2","16","16-20","53.54959","-113.53662","(53.54959, -113.53662)",
"2016","Ritchie","Hot Spot","Private","Commercial","X-Large (>20sqft)","1","37","36-40","53.51577","-113.48869","(53.51577, -113.48869)",
"2017","Boyle Street","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","3","17","16-20","53.546729999999997","-113.48026","(53.54673, -113.48026)",
"2015","Strathcona","Hot Spot","Private","Multi Family Dwelling","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.51878","-113.50221","(53.51878, -113.50221)",
"2015","Alberta Avenue","Hot Spot","Private","Vehicles/ Rolling Stock","Med (>2sq ft<=9sqft)","1.0","16.0","16-20","53.56424","-113.48952","(53.56424, -113.48952)",
"2017","Garneau","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","13","26","26-30","53.518619999999999","-113.51027000000001","(53.51862, -113.51027)",
"2017","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","27","30","26-30","53.51746","-113.49563999999999","(53.51746, -113.49564)",
"2017","Belvedere","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","5","20","16-20","53.587809999999998","-113.44047999999999","(53.58781, -113.44048)",
"2015","McCauley","Random","Private","Private aste - GFL","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55107","-113.48996","(53.55107, -113.48996)",
"2015","McCauley","Random","Private","Telus","X-Small (<=1sq ft)","1.0","16.0","16-20","53.5508","-113.48608","(53.5508, -113.48608)",
"2015","Oliver","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54179","-113.53583","(53.54179, -113.53583)",
"2016","Eastwood","Random","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.57048","-113.4738","(53.57048, -113.4738)",
"2015","Strathcona","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","4.0","26.0","26-30","53.51861","-113.49541","(53.51861, -113.49541)",
"2015","Belvedere","Hot Spot","Private","Residence","Med (>2sq ft<=9sqft)","1.0","16.0","16-20","53.58937","-113.44046","(53.58937, -113.44046)",
"2015","Alberta Avenue","Hot Spot","Gov't","Canada Post","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.56109","-113.49022","(53.56109, -113.49022)",
"2016","Queen Alexandra","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.50758","-113.51093","(53.50758, -113.51093)",
"2015","Garneau","Random","Private","Private aste - Unidentified","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.51953","-113.5175","(53.51953, -113.5175)",
"2015","Queen Mary Park","Random","Private","Retail","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.55472","-113.51484","(53.55472, -113.51484)",
"2015","Boyle Street","Hot Spot","Private","Retail","X-Small (<=1sq ft)","1.0","16.0","16-20","53.54434","-113.48549","(53.54434, -113.48549)",
"2017","Queen Mary Park","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.552680000000002","-113.52047","(53.55268, -113.52047)",
"2016","Beverly Heights","Random","Private","Residence","Small (>1sq ft<=2sqft)","1","16","16-20","53.56903","-113.36841","(53.56903, -113.36841)",
"2015","Alberta Avenue","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.56577","-113.48758","(53.56577, -113.48758)",
"2016","CPR West / Strathcona Junction","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","34","34","31-35","53.51756","-113.49532","(53.51756, -113.49532)",
"2015","Downtown","Random","Private","Retail","X-Small (<=1sq ft)","1.0","16.0","16-20","53.54151","-113.50807","(53.54151, -113.50807)",
"2016","Queen Alexandra","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","25","31","31-35","53.5175","-113.49805","(53.5175, -113.49805)",
"2016","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","7","20","16-20","53.51815","-113.50576","(53.51815, -113.50576)",
"2015","Queen Alexandra","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","6.0","23.0","21-25","53.51747","-113.50086","(53.51747, -113.50086)",
"2016","Downtown","Hot Spot","City","ETS","Med (>2sq ft<=9sqft)","1","17","16-20","53.53968","-113.49525","(53.53968, -113.49525)",
"2015","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","3.0","16.0","16-20","53.53963","-113.49639","(53.53963, -113.49639)",
"2016","Oliver","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","1","16","16-20","53.54599","-113.53505","(53.54599, -113.53505)",
"2016","Boyle Street","Hot Spot","Private","Private Waste - GFL","Med (>2sq ft<=9sqft)","1","16","16-20","53.54561","-113.48607","(53.54561, -113.48607)",
"2017","Westmount","Hot Spot","Private","Retail","Med (>2sq ft<=9sqft)","3","16","16-20","53.550710000000002","-113.53315000000001","(53.55071, -113.53315)",
"2017","Downtown","Random","Private","Private Waste - Super Save","Small (>1sq ft<=2sqft)","24","25","21-25","53.544049999999999","-113.50473","(53.54405, -113.50473)",
"2016","Killarney","Random","Private","Retail","X-Small (<=1sq ft)","5","17","16-20","53.58776","-113.49113","(53.58776, -113.49113)",
"2016","Strathcona","Hot Spot","City","Transportation Dept","Med (>2sq ft<=9sqft)","4","19","16-20","53.51868","-113.50287","(53.51868, -113.50287)",
"2016","Garneau","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.52147","-113.5117","(53.52147, -113.5117)",
"2015","Downtown","Hot Spot","City","Corporate property","Med (>2sq ft<=9sqft)","2.0","35.0","31-35","53.53938","-113.50086","(53.53938, -113.50086)",
"2015","Parkdale","Random","Private","Residence","small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.56219","-113.47746","(53.56219, -113.47746)",
"2017","Alberta Avenue","Random","Private","Retail","X-Large (>20sqft)","3","27","26-30","53.57","-113.48505","(53.57, -113.48505)",
"2015","Queen Alexandra","Hot Spot","Private","EPCOR","Small (>1sq ft<=2sqft)","1.0","22.0","21-25","53.5174","-113.4985","(53.5174, -113.4985)",
"2017","Downtown","Hot Spot","Private","Newspaper","Small (>1sq ft<=2sqft)","2","16","16-20","53.539099999999998","-113.50479","(53.5391, -113.50479)",
"2015","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","4.0","17.0","16-20","53.54176","-113.50214","(53.54176, -113.50214)",
"2017","Queen Alexandra","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1","16","16-20","53.515239999999999","-113.50059","(53.51524, -113.50059)",
"2017","McCauley","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.556870000000004","-113.48598","(53.55687, -113.48598)",
"2017","McCauley","Random","Private","Private Waste - Progressive","Small (>1sq ft<=2sqft)","6","19","16-20","53.552","-113.49026000000001","(53.552, -113.49026)",
"2016","Downtown","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","2","16","16-20","53.53987","-113.4985","(53.53987, -113.4985)",
"2016","Alberta Avenue","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","17","16-20","53.56536","-113.48651","(53.56536, -113.48651)",
"2015","Downtown","Random","Gov't","Canada Post","Med (>2sq ft<=9sqft)","1.0","16.0","16-20","53.53959","-113.5014","(53.53959, -113.5014)",
"2017","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","8","18","16-20","53.552709999999998","-113.48784999999999","(53.55271, -113.48785)",
"2017","Downtown","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","6","20","16-20","53.545279999999998","-113.49154","(53.54528, -113.49154)",
"2016","Central McDougall","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","1","16","16-20","53.54834","-113.50146","(53.54834, -113.50146)",
"2016","Ritchie","Hot Spot","City","Corporate property","Small (>1sq ft<=2sqft)","1","16","16-20","53.51625","-113.4912","(53.51625, -113.4912)",
"2017","Downtown","Hot Spot","City","Canada Post","Small (>1sq ft<=2sqft)","26","31","31-35","53.541040000000002","-113.501","(53.54104, -113.501)",
"2017","Central McDougall","Hot Spot","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.55001","-113.50375","(53.55001, -113.50375)",
"2015","Downtown","Random","Private","Retail","Small (>1sq ft<=2sqft)","1.0","16.0","16-20","53.54483","-113.50294","(53.54483, -113.50294)",
"2015","Alberta Avenue","Hot Spot","Private","Commercial","Med (>2sq ft<=9sqft)","2.0","18.0","16-20","53.56121","-113.48726","(53.56121, -113.48726)",
"2017","Boyle Street","Random","City","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","53.553579999999997","-113.47404","(53.55358, -113.47404)",
"2015","Strathcona","Hot Spot","Private","Retail","Small (>1sq ft<=2sqft)","4.0","18.0","16-20","53.51856","-113.5013","(53.51856, -113.5013)",
"2017","Queen Alexandra","Hot Spot","Private","Private Waste - GFL","Small (>1sq ft<=2sqft)","1","16","16-20","53.51473","-113.49923","(53.51473, -113.49923)",
"2015","Boyle Street","Hot Spot","Private","Retail","X-Small (<=1sq ft)","1.0","16.0","16-20","53.5434","-113.48429","(53.5434, -113.48429)",
"2017","Eastwood","Random","Private","Edmonton Waste","Small (>1sq ft<=2sqft)","1","16","16-20","63.57076","-113.47385","(63.57076, -113.47385)",
"2015","Downtown","Hot Spot","Private","ewspaper","Small (>1sq ft<=2sqft)","2.0","16.0","16-20","53.54198","-113.50095","(53.54198, -113.50095)",
"2016","Queen Alexandra","Hot Spot","Private","EPCOR","Med (>2sq ft<=9sqft)","1","17","16-20","63.50649","-113.51056","(63.50649, -113.51056)",
"2017","Queen Alexandra","Random","Private","Commercial","Large (>9sq ft<=20sqft)","1","17","16-20","53.516930000000002","-113.50351999999999","(53.51693, -113.50352)",
"2015","McCauley","Random","Private","Retail","Small (>1sq ft<=2sqft)","1.0","17.0","16-20","53.5518","-113.48962","(53.5518, -113.48962)",
"2016","Strathcona","Hot Spot","Private","Commercial","Small (>1sq ft<=2sqft)","2","16","16-20","53.51956","-113.50096","(53.51956, -113.50096)",
"2017","Downtown","Random","Private","Commercial","Small (>1sq ft<=2sqft)","1","17","16-20","53.542360000000002","-113.50573","(53.54236, -113.50573)",
