"responsedate","completiondate","q1a_food_that_is_produced_and_processed_in_the_edmonton_region","q1a_food_that_is_produced_and_processed_in_alberta","q1a_food_that_is_produced_and_processed_in_canada","q1a_food_that_is_produced_and_processed_within_100_miles_from_where_i_live","q1a_food_that_is_produced_or_processed_by_an_alberta_company","q1a_food_that_is_produced_or_processed_by_an_canadian_company","q1a_food_that_is_produced_or_processed_by_an_edmonton_region_company","q1a_other","q1b","q2","q3_more_opportunities_to_buy_local_food_now_compared_to_12_months_ago","q3_more_places_to_buy_local_food_now_compared_to_12_months_ago","q3_more_people_are_producing_their_own_food_in_edmonton_now_compared_to_12_months_ago","q3_more_variety_of_local_food_products_available_in_edmonton_now_compared_with_12_months_ago","q3_more_edmontonians_are_employed_in_the_local_food_system_now_than_compared_to_12_months_ago","q4","q5","q6","q7","q8_diverse_cultural_preferences","q8_diverse_dietary_needs","q9a","q10_local_food_contributes_to_a_greener_edmonton","q10_local_food_contributes_to_vibrant_places","q11_purchased_local_food","q11_visited_a_farmers_market","q11_planted_a_garden","q11_supported_a_community_garden","q11_purchased_food_directly_from_a_local_producer","q11_supported_a_community_supported_agriculture_program","q11_other_please_specify","q11_haven_t_done_any_of_these","gender","age","education","employment_status","fsa","ostype","devicetype","browsertype","q3_own_rent_study_profiling_questionnaire_2014","q7_children_study_profiling_questionnaire_2014","q8_born_canada_study_profiling_questionnaire_2014","q9a_edmonton_study_profiling_questionnaire_2014","q10_own_business_study_profiling_questionnaire_2014","q11_home_language_study_profiling_questionnaire_2014","q13_volunteer_study_profiling_questionnaire_2014","q14a_primary_transportation_study_profiling_questionnaire_2014","q14b_secondary_transportation_study_profiling_questionnaire_2014","q15_household_income_study_profiling_questionnaire_2014","q17_city_employee_study_profiling_questionnaire_2014"
"2016-01-25T16:18:00.000","2016-01-25T16:29:00.000","0","0","0","1","0","0","1","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","More","3 Neither agree nor disagree","4 Somewhat Agree","Yes","2 Somewhat Disagree","4 Somewhat Agree","1","1","0","0","1","0","0","0","Female","""25-29""","University undergraduate degree","Post-secondary student","T6E","Mac (OS X)","Desktop","Safari","Rent","No","Yes","Between 3 to 5 years","No","English","Yes","Public Transit","Car/truck/van as PASSENGER","$60,000 to $79,999","No"
"2016-01-25T14:31:00.000","2016-01-25T14:56:00.000","1","1","0","1","0","0","0","0","Extremely familiar","Improved in the last 12 months","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","More","2 Somewhat Disagree","4 Somewhat Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","1","1","1","0","0","Female","""30-34""","College / technical school graduate","Employed full-time (30+ hours a week)","T6A","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","Yes","Bicycle","Car/truck/Van as DRIVER","$100,000 to $149,000","No"
"2016-01-25T14:31:00.000","2016-01-25T14:45:00.000","1","0","0","1","1","0","1","0","Not at all familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","I don't know","I don't know","No","4 Somewhat Agree","Don't know","1","1","0","0","1","0","0","0","Female","""30-34""","College / technical school graduate","Employed part-time (0-30 hours a week)","T5Y","iOS","Phone","Safari","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$80,000 to $99,999","No"
"2016-01-27T19:39:00.000","2016-01-27T19:46:00.000","1","1","0","0","1","0","1","0","Somewhat familiar","Improved in the last 12 months","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","More","4 Somewhat Agree","5 Strongly Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","0","0","0","0","0","Female","""35-39""","Post-graduate degree","Employed full-time (30+ hours a week)","T6M","Android","Phone","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","Prefer not to answer","No"
"2016-01-25T14:22:00.000","2016-01-25T14:25:00.000","1","0","0","1","0","0","1","0","Somewhat familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","I don’t know","More","I don't know","3 Neither agree nor disagree","4 Somewhat Agree","Yes","4 Somewhat Agree","5 Strongly Agree","1","1","1","0","1","0","0","0","Female","""30-34""","Post-graduate degree","Employed full-time (30+ hours a week)","T5B","Windows","Desktop","Google Chrome","Own","No","Yes","Between 1 to 2 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","Yes"
"2016-01-29T00:55:00.000","2016-01-29T01:04:00.000","1","1","1","1","1","1","1","0","Not at all familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","About the same","4 Somewhat Agree","4 Somewhat Agree","I don't know","3 Neither agree nor disagree","3 Neither agree nor disagree","0","0","0","0","0","0","0","1","I prefer not to answer","Prefer not to answer","Elementary/grade school graduate","High School Student","prefer not to say","iOS","Phone","Safari","Own",,"No","Between 3 to 5 years","No","English","No","Car/truck/van as PASSENGER","Walk","Prefer not to answer",
"2016-01-26T10:41:00.000","2016-01-26T10:46:00.000","0","0","1","0","0","0","0","0","Somewhat familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","5 Strongly Agree","5 Strongly Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","0","1","0","0","0","Female","""60-64""","University undergraduate degree","Employed full-time (30+ hours a week)","T5H","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Walk","$100,000 to $149,000","Yes"
"2016-01-28T20:18:00.000","2016-01-28T20:22:00.000","1","0","0","0","0","0","0","0","Slightly familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","More","4 Somewhat Agree","4 Somewhat Agree","No","4 Somewhat Agree","4 Somewhat Agree","0","1","0","0","1","0","0","0","Female","""45-49""","College / technical school graduate","Homemaker","T6R","Android","Phone","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","Prefer not to answer",
"2016-01-26T10:58:00.000","2016-01-26T11:01:00.000","0","1","0","1","0","0","0","0","Somewhat familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Don't know","Become MORE knowledgeable about where your food comes from","I don’t know","More","I don't know","I don't know","I don't know","Yes","4 Somewhat Agree","3 Neither agree nor disagree","1","1","0","0","1","0","0","0","Male","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T6H","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over","No"
"2016-01-25T22:46:00.000","2016-01-25T22:49:00.000","1","1","0","1","1","0","1","0","Not at all familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","I don't know","I don't know","I don't know","I don't know","5 Strongly Agree","5 Strongly Agree","1","1","1","0","1","0","0","0","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T5S","iOS","Phone","Safari","Rent","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$80,000 to $99,999","No"
"2016-01-30T12:24:00.000","2016-01-30T12:34:00.000","1","1","1","1","0","1","1","0","Not at all familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","I don't know","4 Somewhat Agree","I don't know","I don't know","5 Strongly Agree","5 Strongly Agree","1","1","1","0","0","0","0","0","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T6K","Mac (OS X)","Desktop","Safari","Own","No","Yes","Greater than 5 years","Yes","English","No","Car/truck/Van as DRIVER","Public Transit","$60,000 to $79,999","No"
"2016-01-26T00:08:00.000","2016-01-28T23:28:00.000","0","1","0","0","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Don't know","Become MORE knowledgeable about where your food comes from","Become LESS knowledgeable about where their food comes from","More","Less","5 Strongly Agree","5 Strongly Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","0","1","0","0","0","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T5T","Windows","Desktop","Firefox","Rent","No","Yes","Greater than 5 years","No","English","No","Public Transit","Car/truck/van as PASSENGER","$50,000 to $59,999","No"
"2016-01-27T09:19:00.000","2016-01-27T09:26:00.000","0","0","0","1","0","0","0","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","5 Strongly Agree","5 Strongly Agree","No","5 Strongly Agree","5 Strongly Agree","1","1","0","0","1","0","0","0","Male","""40-44""","College / technical school graduate","Other (Specify)","T5G","Android","Phone","Google Chrome",,,,,,,,,,,
"2016-01-25T15:48:00.000","2016-01-25T15:58:00.000","1","0","0","1","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","1 Strongly Disagree","Don't know","2 Somewhat Disagree","2 Somewhat Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","5 Strongly Agree","5 Strongly Agree","Yes","3 Neither agree nor disagree","Don't know","1","1","1","0","0","0","0","0","Female","""40-44""","University undergraduate degree","Homemaker","T5W","Windows","Desktop","Internet Explorer","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$60,000 to $79,999",
"2016-01-25T18:53:00.000","2016-01-25T18:57:00.000","1","1","0","1","1","0","1","0","Somewhat familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","More","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","5 Strongly Agree","1","1","1","1","1","0","0","0","Female","""40-44""","University undergraduate degree","Permanently unable to Work","T6B","Mac (OS X)","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","Under $20,000",
"2016-01-25T18:41:00.000","2016-01-25T18:47:00.000","0","1","0","0","0","0","0","0","Somewhat familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Don't know","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","4 Somewhat Agree","4 Somewhat Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","0","0","0","0","0","Female","""55-59""","University undergraduate degree","Permanently unable to Work","T5N","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","No","Public Transit","Other (Specify)","$100,000 to $149,000","No"
"2016-01-25T15:33:00.000","2016-01-25T16:30:00.000","1","1","1","1","1","1","1","0","Moderately familiar","I don’t know","3 Neither agree nor disagree","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","I don't know","3 Neither agree nor disagree","3 Neither agree nor disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","1","1","1","0","0","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Own","Yes","Yes","Between 3 to 5 years","No","English","Yes","Other (Specify)","Public Transit","Prefer not to answer","No"
"2016-01-25T18:30:00.000","2016-01-25T18:39:00.000","0","0","0","0","0","0","0","1","Slightly familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","5 Strongly Agree","5 Strongly Agree","Yes","4 Somewhat Agree","Don't know","1","1","0","0","0","0","0","0","Female","""40-44""","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)","Employed full-time (30+ hours a week)","T5N","iOS","Tablet","Unknown","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","No"
"2016-01-25T16:03:00.000","2016-01-25T16:06:00.000","0","1","0","0","0","0","0","0","Not at all familiar","I don’t know","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","I don't know","I don't know","I don't know","I don't know","I don't know","3 Neither agree nor disagree","3 Neither agree nor disagree","0","1","0","0","0","0","0","0","Female","""55-59""","College / technical school graduate","Retired","T6L","iOS","Tablet","Safari","Own","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$40,000 to $49,999",
"2016-01-26T09:34:00.000","2016-01-26T09:42:00.000","1","1","0","0","1","0","1","0","Slightly familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","More","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","0","1","0","0","0","0","Female","""55-59""","College / technical school graduate","Employed part-time (0-30 hours a week)","T6H","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Bicycle","$60,000 to $79,999","No"
"2016-01-26T16:35:00.000","2016-01-26T16:38:00.000","0","1","0","0","0","0","0","0","Moderately familiar","Improved in the last 12 months","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","5 Strongly Agree","4 Somewhat Agree","I don't know","5 Strongly Agree","5 Strongly Agree","1","1","1","0","1","0","0","0","Female","""50-54""","College / technical school graduate","Employed full-time (30+ hours a week)","T5X","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","No"
"2016-01-25T17:56:00.000","2016-01-25T18:02:00.000","1","0","0","0","0","0","0","0","Moderately familiar","Stayed about the same in the last 12 months","2 Somewhat Disagree","2 Somewhat Disagree","Don't know","2 Somewhat Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","5 Strongly Agree","4 Somewhat Agree","Yes","2 Somewhat Disagree","5 Strongly Agree","1","1","1","0","0","0","0","0","Female","""40-44""","Post-graduate degree","Employed full-time (30+ hours a week)","T5G","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","Yes","English","Yes","Public Transit","Car/truck/Van as DRIVER","Prefer not to answer","No"
"2016-01-28T21:46:00.000","2016-01-28T21:50:00.000","1","1","0","1","0","0","0","0","Slightly familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","More","3 Neither agree nor disagree","3 Neither agree nor disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","0","0","0","0","0","Female","""35-39""","College / technical school graduate","Employed full-time (30+ hours a week)","T6L","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","$80,000 to $99,999","No"
"2016-01-25T13:41:00.000","2016-01-25T13:45:00.000","1","1","1","1","0","0","1","0","Moderately familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","5 Strongly Agree","5 Strongly Agree","No","5 Strongly Agree","5 Strongly Agree","1","1","1","0","0","0","0","0","Male","80 and over","College / technical school graduate","Retired","T6J","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$50,000 to $59,999",
"2016-01-25T14:49:00.000","2016-01-25T15:37:00.000","1","1","0","1","1","0","1","0","Slightly familiar","Stayed about the same in the last 12 months","Don't know","Don't know","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","I don't know","4 Somewhat Agree","2 Somewhat Disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","1","0","0","0","0","Female","""25-29""","College / technical school graduate","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Walk","Public Transit","$100,000 to $149,000","Yes"
"2016-01-28T05:01:00.000","2016-01-28T05:11:00.000","1","0","0","0","0","0","0","0","Slightly familiar","I don’t know","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","I don’t know","More","About the same","4 Somewhat Agree","I don't know","I don't know","4 Somewhat Agree","4 Somewhat Agree","0","1","0","0","0","0","0","0","Female","""40-44""","High school graduate","Employed full-time (30+ hours a week)","T5X","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Walk","$30,000 to $39,999","No"
"2016-01-26T12:28:00.000","2016-01-26T12:31:00.000","1","1","0","0","1","0","1","0","Somewhat familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","More","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","5 Strongly Agree","1","1","1","0","1","0","0","0","Male","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T6J","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","No","Public Transit","Car/truck/Van as DRIVER","$150,000 and over","No"
"2016-01-30T08:53:00.000","2016-01-30T08:57:00.000","0","0","1","0","0","0","0","0","Not at all familiar","I don’t know","4 Somewhat Agree","Don't know","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","More","I don't know","I don't know","Yes","4 Somewhat Agree","2 Somewhat Disagree","1","1","0","0","0","0","0","0","Female","""50-54""","Post-graduate degree","Homemaker","T5T","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000",
"2016-01-25T17:21:00.000","2016-01-25T17:25:00.000","1","1","1","1","1","1","1","0","Somewhat familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","More","3 Neither agree nor disagree","2 Somewhat Disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","0","1","0","0","0","Female","""65-69""","University undergraduate degree","Unemployed","T6E","Windows","Desktop","Internet Explorer","Rent","No","Yes","Greater than 5 years","No","English","No","Public Transit","Walk","Prefer not to answer","No"
"2016-01-25T23:30:00.000","2016-01-25T23:37:00.000","1","1","1","1","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","Don't know","3 Neither agree nor disagree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","3 Neither agree nor disagree","I don't know","I don't know","Don't know","Don't know","1","1","0","0","1","0","0","0","Female","""55-59""","University undergraduate degree","Employed full-time (30+ hours a week)","T6C","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","No"
"2016-01-25T22:17:00.000","2016-01-25T22:26:00.000","1","0","0","1","0","0","1","0","Slightly familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","More","I don't know","I don't know","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","0","1","0","1","0","Female","Prefer not to answer","Post-graduate degree","Employed part-time (0-30 hours a week)","T6C","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/van as PASSENGER","Under $20,000","No"
"2016-01-25T15:58:00.000","2016-01-25T16:02:00.000","0","0","0","1","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","I don't know","3 Neither agree nor disagree","3 Neither agree nor disagree","Yes","3 Neither agree nor disagree","1 Strongly Disagree","1","1","0","0","1","0","0","0","Female","""50-54""","University undergraduate degree","Employed full-time (30+ hours a week)","T6G","iOS","Phone","Safari","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over","No"
"2016-01-26T12:00:00.000","2016-01-26T12:03:00.000","0","1","0","0","0","0","0","0","Slightly familiar","Stayed about the same in the last 12 months","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","2 Somewhat Disagree","3 Neither agree nor disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","0","0","0","0","0","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T5K","Mac (OS X)","Desktop","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Walk","$150,000 and over","No"
"2016-01-25T20:27:00.000","2016-01-25T20:33:00.000","1","1","0","1","1","0","1","0","Not at all familiar","I don’t know","3 Neither agree nor disagree","Don't know","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","More","2 Somewhat Disagree","5 Strongly Agree","No","5 Strongly Agree","5 Strongly Agree","0","0","0","0","0","0","0","1","Male","""50-54""","High school graduate","Employed full-time (30+ hours a week)","T5Y","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Bicycle","$100,000 to $149,000","No"
"2016-01-25T15:53:00.000","2016-01-25T15:57:00.000","1","0","0","0","0","0","0","0","Slightly familiar","Declined in the last 12 months","1 Strongly Disagree","1 Strongly Disagree","1 Strongly Disagree","3 Neither agree nor disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","5 Strongly Agree","5 Strongly Agree","Yes","4 Somewhat Agree","5 Strongly Agree","1","1","0","1","1","0","0","0","Female","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5C","iOS","Phone","Safari","Own","Yes","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$40,000 to $49,999","No"
"2016-01-25T14:21:00.000","2016-01-25T14:24:00.000","1","1","1","1","1","1","1","0","Not at all familiar","I don’t know","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","I don't know","4 Somewhat Agree","4 Somewhat Agree","I don't know","5 Strongly Agree","5 Strongly Agree","0","1","0","1","0","0","0","0","Female","""30-34""","High school graduate","Employed full-time (30+ hours a week)","T5E","Windows","Desktop","Internet Explorer","Rent","Yes","Yes","Greater than 5 years","No","Other (Specify)","Yes","Car/truck/Van as DRIVER","Public Transit","$40,000 to $49,999","No"
"2016-01-25T15:09:00.000","2016-01-25T15:12:00.000","1","1","0","1","0","0","1","0","Somewhat familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","Don't know","3 Neither agree nor disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","3 Neither agree nor disagree","4 Somewhat Agree","Yes","5 Strongly Agree","4 Somewhat Agree","1","1","1","0","1","0","0","0","Female","""30-34""","College / technical school graduate","Homemaker","T5L","Android","Phone","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$30,000 to $39,999",
"2016-01-25T20:11:00.000","2016-01-25T20:25:00.000","1","1","0","1","1","0","1","0","Moderately familiar","Improved in the last 12 months","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","5 Strongly Agree","5 Strongly Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","1","1","0","1","0","0","Male","""65-69""","College / technical school graduate","Retired","T6E","Windows","Desktop","Firefox","Rent","No","Yes","Greater than 5 years","No","English","No","Public Transit","Walk","Under $20,000",
"2016-01-26T01:09:00.000","2016-01-26T01:14:00.000","1","1","0","1","0","0","0","0","Somewhat familiar","Declined in the last 12 months","4 Somewhat Agree","3 Neither agree nor disagree","Don't know","2 Somewhat Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","2 Somewhat Disagree","4 Somewhat Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","0","1","0","1","0","0","0","Female","""40-44""","University undergraduate degree","Employed full-time (30+ hours a week)","T6B","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","French","Yes","Car/truck/van as PASSENGER","Car/truck/Van as DRIVER","$100,000 to $149,000",
