"file_number","start_date","finish_date","work_reason","street_full_name","road_segment_intersections","intersecting_streets","spatial_reference","peak_hour_restrictions","bike_facilities_affected","on_street_parking_affected","pedestrian_affected","latitude","longitude","location","geometry_multiline"
"P2021-006825","2021-09-13T00:00:00.000","2022-10-31T00:00:00.000","CROSSING TEMPORARY TCP","73 AVENUE NW","From 109 STREET NW; To 111 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","No","No","53.50941964534863","-113.51431837292719","
,  
(53.50941964534863, -113.51431837292719)",
"P2021-007926","2021-09-29T00:00:00.000","2022-11-30T00:00:00.000","CROSSING TEMPORARY TCP","79 AVENUE NW","From 113 STREET NW; To 79 AVENUE NW",,"Lat/Long Point for Reference","2 - No Restrictions","No","Yes","Yes","53.515110035132366","-113.52298460341204","
,  
(53.515110035132366, -113.52298460341204)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54695234556868 53.56738222564802, -113.54769827131894 53.56842469706489))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.67084025208803 53.47585140045223, -113.67099178172815 53.47603879001126, -113.67110034145259 53.47618349927806, -113.67117959619928 53.47630380616672, -113.67127585392173 53.476474428299845, -113.67136190653248 53.476664368283195, -113.6714469271525 53.476906127262225, -113.67152010700215 53.47712102852957, -113.67171602847823 53.47768563171021))"
"P2022-006391","2022-09-05T00:00:00.000","2022-09-17T00:00:00.000","F.A.C. INSPECTION","117 AVENUE NW","From 127 STREET NW; To 128 STREET NW",,"Actual Road Segment","6 - Special Arrangement",,"Yes","No","53.56844392379011","-113.5420226557254","
,  
(53.56844392379011, -113.5420226557254)",
"P2022-006801","2022-09-12T00:00:00.000","2022-09-28T00:00:00.000","CONCRETE REPAIR","87 AVENUE NW","From 114 STREET NW; To NOT NAMED ROAD NW",,"Actual Road Segment","2 - No Restrictions","No","No","Yes","53.522912692600855","-113.52637980807589","
,  
(53.522912692600855, -113.52637980807589)",
"P2021-010616","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","83 STREET [SOUTHBOUND SIDE] NW","From 82 AVENUE [WESTBOUND SIDE] NW; To 82 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement",,,,"53.518042119818624","-113.45522080355181","
,  
(53.518042119818624, -113.45522080355181)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.52700276401407 53.55572754130192, -113.52791462021716 53.55572683447176, -113.52886989466852 53.55572608652984))"
"P2021-010617","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","LRT CONSTRUCTION","66 STREET [SOUTHBOUND SIDE] NW","From WHITEMUD DRIVE [EASTBOUND SIDE] NW; To 41 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement",,,,"53.48148977900895","-113.44284626724607","
,  
(53.48148977900895, -113.44284626724607)",
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From 142 STREET NW; To ST ALBERT TRAIL [SOUTHBOUND SIDE] NW","149 STREET [NORTHBOUND SIDE] NW, YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","Actual Road Segment","6 - Special Arrangement","No","Unknown","Yes","53.580950097924564","-113.56131094366452","
,  
(53.580950097924564, -113.56131094366452)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.60841526850156 53.44725014250887, -113.60847915711652 53.4472367098042, -113.61094791353699 53.447221968598335, -113.61236416309052 53.4472169975726))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53579760337098 53.54146098635981, -113.53583826385572 53.54148395854876, -113.535866341953 53.54150998026529, -113.53588773838892 53.54155217923827, -113.53588973714977 53.54159244767625, -113.53588823169486 53.54165098289535, -113.53589055797286 53.541980691451634, -113.53589210700017 53.542200236888235, -113.53589795263561 53.543028733725606))"
"P2022-006995","2022-09-07T00:00:00.000","2022-09-16T00:00:00.000","MONITORING WELL INSTALL","82 STREET NW","From 128 AVENUE NW; To 128A AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","Yes","No","Yes","53.58650763801001","-113.46726552270947","
,  
(53.58650763801001, -113.46726552270947)",
"P2022-005426","2022-07-20T00:00:00.000","2022-09-15T00:00:00.000","GRINDING & PAVING","LAKEWOOD ROAD NORTH NW","From 79 STREET NW; To 80 STREET NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)",,,,"53.46225296142863","-113.45379990863152","
,  
(53.46225296142863, -113.45379990863152)",
"P2022-006519","2022-08-29T00:00:00.000","2022-09-23T00:00:00.000","TRAFFIC SIGNAL INSTALL","170 STREET SW","From ELLERSLIE ROAD [EASTBOUND SIDE] SW; To HILLER ROAD [EASTBOUND SIDE] SW","170 STREET SW, ELLERSLIE ROAD [EASTBOUND SIDE] SW, HILLER ROAD [EASTBOUND SIDE] SW","Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.42105774459897","-113.61570565333966","
,  
(53.42105774459897, -113.61570565333966)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4428106416093 53.517974658535245, -113.44280867498838 53.51810036740285))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.54772908416693 53.4247183996155, -113.5409677603388 53.42470826851555))"
"P2022-006124","2022-08-22T00:00:00.000","2022-09-16T00:00:00.000","OTHER","124 AVENUE NW","From 141 STREET NW; To 142 STREET NW",,"Actual Road Segment","2 - No Restrictions","Yes","Yes","No","53.57832499347618","-113.56577126633348","
,  
(53.57832499347618, -113.56577126633348)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49801505372655 53.63068974340373, -113.4978159328977 53.63089363414715, -113.49707869321318 53.63137006716507))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53412070307948 53.546659099898754, -113.5350115373947 53.54677654424601, -113.53590021338411 53.54689704390478))"
"P2022-006808","2022-08-23T00:00:00.000","2022-09-14T00:00:00.000","WATER LINE REPAIR REPLACE","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From YELLOWHEAD TRAIL [EASTBOUND SIDE] NW; To 143 STREET NW",,"Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.581153658194594","-113.5675648672871","
,  
(53.581153658194594, -113.5675648672871)",
"P2022-004370","2022-06-20T00:00:00.000","2022-09-20T00:00:00.000","POWER INSTALL","50 STREET [SOUTHBOUND SIDE] NW","From 90 AVENUE [EASTBOUND SIDE] NW; To 84 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.52067709474125","-113.41864604529692","
,  
(53.52067709474125, -113.41864604529692)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48450300614071 53.58600054140626, -113.4853486394168 53.585995449460064, -113.48605231782645 53.5859912077324))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.39355275219813 53.430213622793104, -113.39355684990925 53.42486041524526))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.43916407146716 53.51224604355816, -113.43986005011486 53.512257406309445))"
"P2022-002494","2022-04-19T00:00:00.000","2022-09-19T00:00:00.000","WASTE BIN POD SEACAN","25 STREET NW","From 34 AVENUE NW; To 34A AVENUE NW",,"Actual Road Segment","2 - No Restrictions","Unknown","Unknown","Unknown","53.46758823524002","-113.38038752546167","
,  
(53.46758823524002, -113.38038752546167)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.60410310367782 53.51685442647756, -113.60491577715659 53.51685428514088, -113.6051994531699 53.51684160121036, -113.60546236295612 53.516813234314775))"
"P2022-004370","2022-06-20T00:00:00.000","2022-09-20T00:00:00.000","POWER INSTALL","50 STREET [SOUTHBOUND SIDE] NW","From SHERWOOD PARK FREEWAY [EASTBOUND SIDE] NW; To 76 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.51320023422591","-113.4185062432284","
,  
(53.51320023422591, -113.4185062432284)",
"P2021-010469","2022-01-03T00:00:00.000","2022-10-15T00:00:00.000","OTHER","YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","From 96 STREET NW; To 97 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Yes","No","Yes","53.581586972706525","-113.491255399735","
,  
(53.581586972706525, -113.491255399735)",
"P2022-002428","2022-04-02T00:00:00.000","2022-10-31T00:00:00.000","BRIDGE MAINTENANCE","WHITEMUD DRIVE [EASTBOUND SIDE] NW","From ANTHONY HENDAY DRIVE [NORTHBOUND SIDE] NW; To ANTHONY HENDAY DRIVE [NORTHBOUND SIDE] NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","No","No","53.51213807631094","-113.65051032710967","
,  
(53.51213807631094, -113.65051032710967)",
"P2022-007111","2022-09-06T00:00:00.000","2022-09-21T00:00:00.000","POWER INSTALL","178 STREET NW","From 114 AVENUE NW; To 116 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.56427449147828","-113.6273191197437","
,  
(53.56427449147828, -113.6273191197437)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.59424455910712 53.558984420108395, -113.59881538688772 53.55898948448442))"
"P2022-004327","2022-08-21T00:00:00.000","2022-09-16T00:00:00.000","POWER REPAIR REPLACE","108 STREET NW","From 105 AVENUE NW; To 105 AVENUE NW",,"Lat/Long Point for Reference","6 - Special Arrangement","No","No","No","53.54789602266624","-113.50659799740454","
,  
(53.54789602266624, -113.50659799740454)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.42321618288445 53.6307124409108, -113.42328608811701 53.63070289599508, -113.42334548005307 53.630710632361975, -113.42345519863065 53.630738949542135, -113.42364491533951 53.63079156176353, -113.42383418689336 53.63084885365507, -113.42413745981459 53.63095132845109, -113.42427819920694 53.631003660742074, -113.42455818199034 53.63111759580171, -113.42483244589292 53.631243175486354, -113.42522427371748 53.63145059982951, -113.42542105368723 53.6315694653673, -113.42563624284082 53.631712981853475, -113.42609912697515 53.63204118935038))"
"P2021-010582","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","DRAINAGE INSTALL","STONY PLAIN ROAD NW","From 131 STREET NW; To 132 STREET NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.547015465557486","-113.54876269972715","
,  
(53.547015465557486, -113.54876269972715)",
"P2021-009261","2021-11-02T00:00:00.000","2022-09-30T00:00:00.000","CROSSING TEMPORARY TCP","128 STREET NW","From 108 AVENUE NW; To 109 AVENUE NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","Yes","53.55324257892625","-113.54286973638936","
,  
(53.55324257892625, -113.54286973638936)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.49212938816656 53.581314008450434, -113.49212134584357 53.58136047987609, -113.4920432778723 53.581359869967116, -113.49113816703483 53.58134790944685, -113.48826613889398 53.58130592558071, -113.487719332444 53.58130055477012, -113.48043707774892 53.581240932714316, -113.47796815776859 53.58123766856856))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.4184309912314 53.53739706871236, -113.41842129492169 53.53750271403633, -113.41843599981102 53.539640108458585, -113.41841472010205 53.540463321533245, -113.41841227562328 53.54075964036675, -113.41840974272436 53.54106667109484))"
"P2019-005341","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","PARSONS ROAD NW","From 13 AVENUE NW; To 99 STREET NW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","No","53.44179206508295","-113.48327013396005","
,  
(53.44179206508295, -113.48327013396005)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.51502791579978 53.50103833314946, -113.51506203629077 53.50102755683639, -113.51511177602794 53.501023080860804, -113.51522685696415 53.50102198835544, -113.51574453170419 53.50102036766244, -113.51654288293423 53.50102200942236, -113.51823430070735 53.50102132727766, -113.51830741397202 53.50102505112823, -113.51837053927977 53.501047374894675))"
"P2021-004252","2021-06-28T00:00:00.000","2023-09-15T00:00:00.000","ROAD CONSTRUCTION NEW","YELLOWHEAD TRAIL [EASTBOUND SIDE] NW","From YELLOWHEAD TRAIL [EASTBOUND SIDE] NW; To 149 STREET [SOUTHBOUND SIDE] NW","149 STREET [NORTHBOUND SIDE] NW, YELLOWHEAD TRAIL [WESTBOUND SIDE] NW","Lat/Long Point for Reference","6 - Special Arrangement","No","Unknown","Yes","53.58119292409112","-113.57809605998231","
,  
(53.58119292409112, -113.57809605998231)",
"P2022-006335","2022-08-15T00:00:00.000","2022-10-15T00:00:00.000","POWER POLE REPAIR REPLACE","50 STREET NW","From 195 AVENUE NW; To 227 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.6723930121732","-113.41813007343097","
,  
(53.6723930121732, -113.41813007343097)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.48889446217972 53.58596957849024, -113.48888989226165 53.58748222321644, -113.48889616654915 53.58809438318015, -113.48888628188007 53.58812622992613, -113.48884923753167 53.588159413138634))"
"P2022-001648","2022-04-21T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","51 AVENUE [EASTBOUND SIDE] NW","From 115 STREET NW; To 114B STREET NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.48821486388378","-113.52807382947755","
,  
(53.48821486388378, -113.52807382947755)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50433124419251 53.47350199897116, -113.50432375928811 53.473473570313, -113.50429434380504 53.47334089128137, -113.50427589850935 53.47320261291731, -113.50426895768798 53.47310487814639, -113.50426702291495 53.47302656674421, -113.50426194324494 53.471211972703095))"
"P2022-006858","2022-08-30T00:00:00.000","2022-09-19T00:00:00.000","POWER INSTALL","157 AVENUE NW","From EAUX CLAIRES TRANSIT CENTRE NW; To 97 STREET [NORTHBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.61764299539712","-113.49037071837822","
,  
(53.61764299539712, -113.49037071837822)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.43986005011486 53.512257406309445, -113.44280183059762 53.51225710564945))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.43204163834093 53.52938137235043, -113.43254768397705 53.530142743506374))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.45308700632616 53.4619928529891, -113.45327773111622 53.46204873865415, -113.4534568030947 53.4621169870586, -113.4544970235448 53.46252922570475))"
"P2022-006479","2022-08-15T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","123A STREET NW","From 127 AVENUE NW; To 128 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","No","Yes","No","53.585507241329765","-113.53504816424552","
,  
(53.585507241329765, -113.53504816424552)",
"P2019-005346","2019-08-19T00:00:00.000","2023-09-01T00:00:00.000","OTHER","WHITEMUD DRIVE [WESTBOUND SIDE] NW","From ANTHONY HENDAY DRIVE [SOUTHBOUND SIDE] NW; To LEWIS ESTATES BOULEVARD [NORTHBOUND SIDE] NW",,"Actual Road Segment","6 - Special Arrangement","No","Unknown","No","53.51232281424714","-113.67125617579376","
,  
(53.51232281424714, -113.67125617579376)",
"P2022-007247","2022-09-06T00:00:00.000","2022-09-30T00:00:00.000","ROAD CONSTRUCTION REHAB","76 AVENUE [WESTBOUND SIDE] NW","From ARGYLL ROAD [EASTBOUND SIDE] NW; To ARGYLL ROAD [WESTBOUND SIDE] NW",,"Actual Road Segment",,"No","No","No","53.51232014748281","-113.43667444451927","
,  
(53.51232014748281, -113.43667444451927)",
"P2022-007005","2022-09-01T00:00:00.000","2022-09-23T00:00:00.000","SEWER REPAIR REPLACE","66 STREET [NORTHBOUND SIDE] NW","From 36A AVENUE NW; To 38 AVENUE [EASTBOUND SIDE] NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","No","53.47245416091458","-113.43891262616904","
,  
(53.47245416091458, -113.43891262616904)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.60935598087984 53.51383790443937, -113.60935092741084 53.51425644765296, -113.60934565076349 53.51468682911872))"
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.53194634450794 53.58604974282207, -113.53194912191692 53.58759401016393))"
"P2022-003229","2022-05-16T00:00:00.000","2022-10-20T00:00:00.000","STREETSCAPE","124 STREET NW","From 114 AVENUE NW; To 115 AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.564460288167325","-113.53593751143745","
,  
(53.564460288167325, -113.53593751143745)",
"P2022-005389","2022-08-05T00:00:00.000","2022-09-19T00:00:00.000","SEWER INSTALL","23 AVENUE NW","From 17 STREET NW; To 17 STREET NW","17 STREET NW, 23 AVENUE NW","Lat/Long Point for Reference","6 - Special Arrangement","No","No","Yes","53.454092701349275","-113.36903779011747","
,  
(53.454092701349275, -113.36903779011747)",
"P2022-000318","2022-02-07T00:00:00.000","2022-12-31T00:00:00.000","DRAINAGE TUNNEL SHAFT","CASTLE DOWNS ROAD [NORTHBOUND SIDE] NW","From 153 AVENUE [EASTBOUND SIDE] NW; To 153 AVENUE [WESTBOUND SIDE] NW","153 AVENUE [WESTBOUND SIDE] NW, CASTLE DOWNS ROAD [SOUTHBOUND SIDE] NW","Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","Yes","53.61418393258969","-113.51661175706995","
,  
(53.61418393258969, -113.51661175706995)",
"P2022-001752","2022-04-21T00:00:00.000","2022-12-16T00:00:00.000","ROAD CONSTRUCTION REHAB","60 STREET NW","From 105 AVENUE NW; To 105A AVENUE NW",,"Actual Road Segment","6 - Special Arrangement","Yes","Yes","Yes","53.548100912941294","-113.42667537114687","
,  
(53.548100912941294, -113.42667537114687)",
"P2021-010584","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000",,"MEADOWLARK ROAD [SOUTHBOUND SIDE] NW","From 89 AVENUE NW; To MEADOWLARK TRANSIT CENTRE NW",,"Actual Road Segment","6 - Special Arrangement","Unknown","Unknown","Unknown","53.522109537578764","-113.59453180473976","
,  
(53.522109537578764, -113.59453180473976)",
,,,,,,,,,,,,,,,"MULTILINESTRING ((-113.50658090244845 53.5462277667622, -113.50750137529766 53.54622620994862, -113.50831355041457 53.54622875878322))"
"P2022-005725","2022-07-20T00:00:00.000","2022-09-23T00:00:00.000","CROSSING TEMPORARY TCP","54 STREET SW","From 22A AVENUE SW; To 23 AVENUE SW",,"Lat/Long Point for Reference","2 - No Restrictions","No","No","No","53.41207950888596","-113.42452691894985","
,  
(53.41207950888596, -113.42452691894985)",
"P2022-007201","2022-09-06T00:00:00.000","2022-09-16T00:00:00.000","POWER INSTALL","170 STREET [NORTHBOUND SIDE] NW","From 100 AVENUE NW; To STONY PLAIN ROAD NW","STONY PLAIN ROAD NW, 170 STREET NW","Lat/Long Point for Reference","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","No","No","53.53928915791746","-113.61500374057292","
,  
(53.53928915791746, -113.61500374057292)",
"P2022-005960","2022-07-27T00:00:00.000","2022-09-30T00:00:00.000","OTHER","158 STREET NW","From 83 AVENUE NW; To 84 AVENUE NW",,"Actual Road Segment",,"No","No","No","53.517252436774875","-113.5951896544473","
,  
(53.517252436774875, -113.5951896544473)",
"P2022-005369","2022-07-12T00:00:00.000","2022-10-02T00:00:00.000","WASTE BIN POD SEACAN","88 AVENUE NW","From 146 STREET NW; To 147 STREET NW",,"Actual Road Segment","2 - No Restrictions","No","Yes","No","53.52035052940188","-113.57334887793346","
,  
(53.52035052940188, -113.57334887793346)",
"P2022-002368","2022-04-20T00:00:00.000","2022-11-30T00:00:00.000","ROAD CONSTRUCTION REHAB","85 STREET NW","From 123 AVENUE NW; To 124 AVENUE NW",,"Actual Road Segment","1 - Standard (06:00-09:00, 15:30-18:30 hrs.)","No","Yes","Yes","53.57906880729097","-113.47086232420652","
,  
(53.57906880729097, -113.47086232420652)",
