"row_id","year","month","day","scheduled_on","colour_s","reason_occasion"
"2022-05-19","2022","May","19","2022-05-19T00:00:00.000","Blue","Apraxia Kids Canada"
"2022-05-18","2022","May","18","2022-05-18T00:00:00.000","green and blue  - same colours as last year - that was perfect","Alberta Tumour Foundation"
"2022-05-17","2022","May","17","2022-05-17T00:00:00.000","red, white, blue (Norwegian flag colours)","Syttende Mai - Norway National Day"
"2022-05-16","2022","May","16","2022-05-16T00:00:00.000","Green","International Celiac Disease Awareness day"
"2022-05-15","2022","May","15","2022-05-15T00:00:00.000","Red","Victims and Survivors of Crime Week"
"2022-05-14","2022","May","14","2022-05-14T00:00:00.000","Blue RO  G70. B127 and Purple  R127  G63  B152","Walk to Cure HD"
"2022-05-13","2022","May","13","2022-05-13T00:00:00.000","medium blue","M.E. (Myalgic Encephalomyelitis) Awareness"
"2022-05-12","2022","May","12","2022-05-12T00:00:00.000","green and yelliow","MCS/ES Awareness Month"
"2022-05-11","2022","May","11","2022-05-11T00:00:00.000","Dark Blue and Lime Green","CHS May Awareness Month/40th Anniversary Road Trip"
"2022-05-10","2022","May","10","2022-05-10T00:00:00.000","Purple #642F6C","World Lupus Day"
"2022-05-09","2022","May","9","2022-05-09T00:00:00.000","Blue  (0/51/153) and Yellow (255/204/0)","Europe Day 2022"
"2022-05-08","2022","May","8","2022-05-08T00:00:00.000","Teal (0, 102, 102)","World Ovarian Cancer Day"
"2022-05-07","2022","May","7","2022-05-07T00:00:00.000","Yellow","Darkness Into Light"
"2022-05-06","2022","May","6","2022-05-06T00:00:00.000","white/yellow/orange/blue/green/red","Wesak (Buddha) Day"
"2022-05-05","2022","May","5","2022-05-05T00:00:00.000","Ook Blue - RGB 000,160,223 and Sky Blue - RGB 000,092,185","NAIT Convocation 2022"
"2022-05-04","2022","May","4","2022-05-04T00:00:00.000","Blue/white","Goodwill Week"
"2022-05-03","2022","May","3","2022-05-03T00:00:00.000","7","Melanoma and Skin Cancer Awareness Month / Melanoma Canada's Annual Strides Walk Day"
"2022-05-02","2022","May","2","2022-05-02T00:00:00.000","green / Green","Eid Ul-Fitr Prayers (H.1443) / Eid-al-Fitr, End of Ramadan"
"2022-05-01","2022","May","1","2022-05-01T00:00:00.000","teal RGB 1,145,159","Sexual Violence Awareness Month"
"2022-04-30","2022","April","30","2022-04-30T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-04-29","2022","April","29","2022-04-29T00:00:00.000","Make-A-Wish blue. (C100/M52/Y0/K0) (R0/G87/B184) (HEX # 0057B8) / Yellow","World Wish Day / Daffodil Campaign"
"2022-04-28","2022","April","28","2022-04-28T00:00:00.000","Orange","National Day of Mourning"
"2022-04-27","2022","April","27","2022-04-27T00:00:00.000","Green","Canadian Infertility Awareness Week (CIAW)"
"2022-04-26","2022","April","26","2022-04-26T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-04-25","2022","April","25","2022-04-25T00:00:00.000","Green RGB R47, G155, B103    Blue R26, G150, B206","International OCNDS Awareness Day"
"2022-04-24","2022","April","24","2022-04-24T00:00:00.000","Green","National Organ and Tissue Donation Awareness Week"
"2022-04-23","2022","April","23","2022-04-23T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-04-22","2022","April","22","2022-04-22T00:00:00.000","Blue and Yellow","Lights On Afterschool Alberta"
"2022-04-21","2022","April","21","2022-04-21T00:00:00.000","Red & White please","2022 Speedo Western Canadian Championships"
"2022-04-20","2022","April","20","2022-04-20T00:00:00.000","periwinkle, #7c83bc hex color","IBS Awareness Month"
"2022-04-19","2022","April","19","2022-04-19T00:00:00.000","Blue (RGB Code #3399FF) 

Pink (RGB Code #FF99CC) 

Yellow (RGB Code #FFFF33)","Congenital Diaphragmatic Hernia Awareness Day"
"2022-04-18","2022","April","18","2022-04-18T00:00:00.000","Teal 
R: 69
G: 181
B: 185","Connect the Dots"
"2022-04-17","2022","April","17","2022-04-17T00:00:00.000","Purple, white, yellow, pink, green","Easter"
"2022-04-16","2022","April","16","2022-04-16T00:00:00.000","Orange and blue is preferable OR either colour.","World FND Awareness Month"
"2022-04-15","2022","April","15","2022-04-15T00:00:00.000","Blue and White","Start of Passover"
"2022-04-14","2022","April","14","2022-04-14T00:00:00.000","Orange","Khalsa Day (Vaisakhi)"
"2022-04-13","2022","April","13","2022-04-13T00:00:00.000","teal blue and white,","Edmonton Dental Assistants Association Oral Health Month"
"2022-04-12","2022","April","12","2022-04-12T00:00:00.000","Dark Blue:  R39 G170 B225, Pantone® 312U, C70 M15 Y0 K0","Parkinson Awareness Month"
"2022-04-11","2022","April","11","2022-04-11T00:00:00.000","Indigo purple. The RGB code is R71 G47 B146. CMYK is: C90 M100 Y0 K0. Closest pantone would be 2104. Hex Code is #472f92","National Medical Laboratory Week 2022"
"2022-04-10","2022","April","10","2022-04-10T00:00:00.000","Yellow","National Public Safety Telecommunications Week"
"2022-04-09","2022","April","9","2022-04-09T00:00:00.000","Red,white, dark blue, green, yellow","Day of Remembrance for the Battle of Vimy Ridge"
"2022-04-08","2022","April","8","2022-04-08T00:00:00.000","Royal Blue and Canary Yellow","Cushing's Disease Awareness Day"
"2022-04-07","2022","April","7","2022-04-07T00:00:00.000","Blue","Global Meetings Industry Day (GMID)"
"2022-04-06","2022","April","6","2022-04-06T00:00:00.000","Green","Green Shirt Day 2022"
"2022-04-05","2022","April","5","2022-04-05T00:00:00.000","Purple and white","Porphyria Awareness Week"
"2022-04-04","2022","April","4","2022-04-04T00:00:00.000","Purple","National Dental Hygienists Week"
"2022-04-03","2022","April","3","2022-04-03T00:00:00.000","Blue","World Autism Awareness Day"
"2022-04-02","2022","April","2","2022-04-02T00:00:00.000","Green","Start of Ramadan"
"2022-04-01","2022","April","1","2022-04-01T00:00:00.000","Royal Blue and Canary Yellow","Adrenal Insufficiency Awareness Month"
"2022-03-31","2022","March","31","2022-03-31T00:00:00.000","Light blue/pink/white","Transgender Day of Visibility"
"2022-03-30","2022","March","30","2022-03-30T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-03-29","2022","March","29","2022-03-29T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-03-28","2022","March","28","2022-03-28T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-03-27","2022","March","27","2022-03-27T00:00:00.000","PURPLE","INTERNATIONAL PURPLE DAY - MARCH 26"
"2022-03-26","2022","March","26","2022-03-26T00:00:00.000","yellow / Please turn the lights off 8:30pm - 9:30pm for High level AND Walterdale bridge","EndoMarch / Earth Hour"
"2022-03-25","2022","March","25","2022-03-25T00:00:00.000","White, Green and Red","National Day of Republic of Bulgaria"
"2022-03-24","2022","March","24","2022-03-24T00:00:00.000","Red","World Tuberculosis Day"
"2022-03-23","2022","March","23","2022-03-23T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-03-22","2022","March","22","2022-03-22T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-03-21","2022","March","21","2022-03-21T00:00:00.000","Blue and yellow","World Down Syndrome Day"
"2022-03-20","2022","March","20","2022-03-20T00:00:00.000","Purple","Champ1 world wide Awareness Day"
"2022-03-19","2022","March","19","2022-03-19T00:00:00.000","Blue & Yellow","In support of Ukraine"
"2022-03-18","2022","March","18","2022-03-18T00:00:00.000","Blue and Gold","Pharmacy Appreciation Month"
"2022-03-17","2022","March","17","2022-03-17T00:00:00.000","Green","St. Patrick's Day"
"2022-03-16","2022","March","16","2022-03-16T00:00:00.000","- White - FFFFFF
- Light Pink - FFAFC7
- light blue - 73D7EE
- Brown - 994C00
- Black - 000000
- Red - E50000
- Orange - FF8DOO
- Yellow - FFEE00
- Green - 028121
- Blue - 004CFF
- Violet - 760088

These colors and their order follow the Progress Rainbow pride flag. If there are limitations to the colors that can be displayed, please only include the colors Brown to violet and switch the order of black and brown so that black is the first color in the order. 

Alternately, if that is still too many colors, please follow the Classic Rainbow colors and their order from Red to Violet. 

To view what these looks like, please visit this link and scroll down the webpage: https://www.kapwing.com/resources/official-pride-colors-2021-exact-color-codes-for-15-pride-flags/","UAlberta Pride Week 2022"
"2022-03-15","2022","March","15","2022-03-15T00:00:00.000","Green","Nephrotic Syndrome Rare Kidney Disease awareness"
"2022-03-14","2022","March","14","2022-03-14T00:00:00.000","Red","Light The Night For Amyloidosis/ Amyloidosis Awareness Month"
"2022-03-13","2022","March","13","2022-03-13T00:00:00.000","Green","Celebration - Birth Anniversary of Imam Hussain"
"2022-03-12","2022","March","12","2022-03-12T00:00:00.000","Red, Blue, Yellow and Green as the Flag of Mauritius","Independence Day of MAURITIUS"
"2022-03-11","2022","March","11","2022-03-11T00:00:00.000","White","National Day of Observance - COVID-19"
"2022-03-10","2022","March","10","2022-03-10T00:00:00.000","Rainbow","MacEwan Pride Week"
"2022-03-09","2022","March","9","2022-03-09T00:00:00.000","Magenta","Social Work Week 2022"
"2022-03-08","2022","March","8","2022-03-08T00:00:00.000","R 70 G 41 B 110 (purple)","International Women's Day"
"2022-03-07","2022","March","7","2022-03-07T00:00:00.000","Green","Black Mental Health Day"
"2022-03-06","2022","March","6","2022-03-06T00:00:00.000","Blue and White","Fraud Awareness Month"
"2022-03-05","2022","March","5","2022-03-05T00:00:00.000","Blue only","International Cyclic Vomiting Awareness Day"
"2022-03-04","2022","March","4","2022-03-04T00:00:00.000","Burgandy","National Multiple Myeloma Month"
"2022-03-02","2022","March","2","2022-03-02T00:00:00.000","Blue and Gold","Pharmacy Appreciation Month"
"2022-03-01","2022","March","1","2022-03-01T00:00:00.000","Green","Nephrotic Syndrome Rare Kidney Disease awareness"
"2022-02-28","2022","February","28","2022-02-28T00:00:00.000","Red, Orange, Blue","Flying Canoe Volant"
"2022-02-27","2022","February","27","2022-02-27T00:00:00.000","pink, blue and green","Rare Disease Day"
"2022-02-25","2022","February","25","2022-02-25T00:00:00.000","Hot Pink #EC008C, 236, 0, 140","Hair Massacure"
"2022-02-23","2022","February","23","2022-02-23T00:00:00.000","Pink","Pink Shirt Day"
"2022-02-22","2022","February","22","2022-02-22T00:00:00.000","Blue (R0 G98 B152)","Thinking Day 2022"
"2022-02-21","2022","February","21","2022-02-21T00:00:00.000","GREEN AND RED","International Mother Language Day"
"2022-02-20","2022","February","20","2022-02-20T00:00:00.000","Red and white","Winter Olympics Closing Ceremonies - Congratulations to Team Canada"
"2022-02-17","2022","February","17","2022-02-17T00:00:00.000","Cobalt Blue (#244AA5) and Aztec Gold (#D0A650)","Republic of Kosovo Independence day"
"2022-02-16","2022","February","16","2022-02-16T00:00:00.000","yellow, green and red","Commemoration of Lithuania's Independence Day"
"2022-02-15","2022","February","15","2022-02-15T00:00:00.000","Blue","International Angelman Syndrome Day"
"2022-02-14","2022","February","14","2022-02-14T00:00:00.000","Variety of Pink and Red  / Red & White","Valentine's Day  / Congratulations to Christine de Bruin of Stony Plain for winning bronze in the Olympic debut of monobob"
"2022-02-13","2022","February","13","2022-02-13T00:00:00.000","RED Please","Wear Red Canada Day"
"2022-02-12","2022","February","12","2022-02-12T00:00:00.000","Green","World Cholangiocarcinoma Day"
"2022-02-11","2022","February","11","2022-02-11T00:00:00.000","Blue","Silver Skate Festival"
"2022-02-10","2022","February","10","2022-02-10T00:00:00.000","Red (R218 G41 B28)","211 Day"
"2022-02-07","2022","February","7","2022-02-07T00:00:00.000","Red","CHD Awareness Week"
"2022-02-05","2022","February","5","2022-02-05T00:00:00.000","HEX colours: #1D1D1D, #A6705D, #593A22 - shades of brown and black","Black History Month"
"2022-02-04","2022","February","4","2022-02-04T00:00:00.000","Yellow, Blue and Green","Alberta Association of Agricultural Societies - 75th Anniversary"
"2022-02-01","2022","February","1","2022-02-01T00:00:00.000","Red and Gold","Lunar New Year"
"2022-01-31","2022","January","31","2022-01-31T00:00:00.000","128, 0, 128 (Purple)","Eating Disorders Awareness Week"
"2022-01-29","2022","January","29","2022-01-29T00:00:00.000","Green","National Day of Remembrance of the Quebec City Mosque Attack and Action Against Islamophobia"
"2022-01-27","2022","January","27","2022-01-27T00:00:00.000","Purple and Teal","Ice on Whyte"
"2022-01-26","2022","January","26","2022-01-26T00:00:00.000","Orange, White and Green","India Day 2022"
"2022-01-17","2022","January","17","2022-01-17T00:00:00.000","Blue and White","Catholic Social Services 60th Anniversary"
"2022-01-08","2022","January","8","2022-01-08T00:00:00.000","Red/White/Green","Victims of Air Disasters"
"2022-01-07","2022","January","7","2022-01-07T00:00:00.000","Purple","Alzheimer's Awareness Month, 2022"
"2022-01-06","2022","January","6","2022-01-06T00:00:00.000","Blue and Red","Quikcard Edmonton Minor Hockey Week"
"2022-01-05","2022","January","5","2022-01-05T00:00:00.000","Red/White","Victims of Air Disasters"
"2022-01-01","2022","January","1","2022-01-01T00:00:00.000","206: True Colours dynamic programming","New Years Day"
"2021-12-31","2021","December","31","2021-12-31T00:00:00.000","Gold/White","New Year's Eve - Run original Mike Walker program on Walterdale"
"2021-12-29","2021","December","29","2021-12-29T00:00:00.000","Red/White","World Juniors - Team Canada Match"
"2021-12-28","2021","December","28","2021-12-28T00:00:00.000","Red/White","World Juniors - Team Canada Match"
"2021-12-26","2021","December","26","2021-12-26T00:00:00.000","Red/White","World Juniors - Team Canada Match"
"2021-12-25","2021","December","25","2021-12-25T00:00:00.000","Red/Green","Christmas"
"2021-12-19","2021","December","19","2021-12-19T00:00:00.000","Green and Red","630 CHED Santas Anonymous Delivery Days"
"2021-12-18","2021","December","18","2021-12-18T00:00:00.000","Orange White Green - If possible Orange in the middle of the white","Niger Republic Day"
"2021-12-17","2021","December","17","2021-12-17T00:00:00.000","red and white","Salvation Army Christmas Kettle Campaign"
"2021-12-16","2021","December","16","2021-12-16T00:00:00.000","Red RGB: (218 41 28) and Green RGB: (0 103 71)","Golden Jubilee of Bangladesh"
"2021-12-15","2021","December","15","2021-12-15T00:00:00.000","R=0, G=103, B=56; R=0, G=141, B=73; R=118, G=176, B=92 - three greens","Christmas Bureau of Edmonton Delivery Day"
"2021-12-10","2021","December","10","2021-12-10T00:00:00.000","Yellow","International Human Rights Day"
"2021-12-06","2021","December","6","2021-12-06T00:00:00.000","orange","National Day of Remembrance and Action on Violence Against Women"
"2021-12-04","2021","December","4","2021-12-04T00:00:00.000","Green/Red/White","Downtown Holiday Light Up"
"2021-12-03","2021","December","3","2021-12-03T00:00:00.000","Pink/Red (RGB: 238,23,75)
Light Blue (RGB: 21, 194, 244)
Lime Green (RGB: 133,196,70)
Orange (RGB: 248,144,31)","International Day for Persons with Disabilities"
"2021-12-01","2021","December","1","2021-12-01T00:00:00.000","Red","Light the City Red - World Aids Day"
"2021-11-30","2021","November","30","2021-11-30T00:00:00.000","Blue - RGB 170, 178, 224","Stomach Cancer Awareness Day"
"2021-11-25","2021","November","25","2021-11-25T00:00:00.000","Orange","16 Days of Activism Against Gender Based Violence"
"2021-11-24","2021","November","24","2021-11-24T00:00:00.000","Red, White, Black","interVivos' 15th Anniversary"
"2021-11-21","2021","November","21","2021-11-21T00:00:00.000","Celestial Blue (#56A0D3, RGB: 86, 160, 211)","2021 Wood Tournament (AA Ringette)"
"2021-11-20","2021","November","20","2021-11-20T00:00:00.000","Blue","National Child Day"
"2021-11-19","2021","November","19","2021-11-19T00:00:00.000","Teal & Purple","Evening to Remember - Honoring Lives Lost to Suicide"
"2021-11-18","2021","November","18","2021-11-18T00:00:00.000","Purple","World Pancreatic Cancer Day"
"2021-11-17","2021","November","17","2021-11-17T00:00:00.000","Blue (HEX: #2B94DE)","FIFA Delegates visit Edmonton as part of the City's bid to host the FIFA World Cup 2026™"
"2021-11-16","2021","November","16","2021-11-16T00:00:00.000","Red/White","FIFA World Cup Qualifiers"
"2021-11-15","2021","November","15","2021-11-15T00:00:00.000","Red, Blue and White","Métis Recognition Week"
"2021-11-14","2021","November","14","2021-11-14T00:00:00.000","Blue","World Diabetes Day"
"2021-11-13","2021","November","13","2021-11-13T00:00:00.000","Red (R=237, G=28, B=36)","113th Edmonton Music & Speech Arts Festival"
"2021-11-12","2021","November","12","2021-11-12T00:00:00.000","Red/White","FIFA World Cup Qualifiers"
"2021-11-11","2021","November","11","2021-11-11T00:00:00.000","Red","Remembrance Day - High Level Bridge and Walterdale Bridge"
"2021-11-10","2021","November","10","2021-11-10T00:00:00.000","Black & White","World NET Cancer Day"
"2021-11-09","2021","November","9","2021-11-09T00:00:00.000","Red, and White","Poland Independence Day"
"2021-11-08","2021","November","8","2021-11-08T00:00:00.000","Green (RGB: 11/148/68)","Show Your 4-H Colours Day"
"2021-11-07","2021","November","7","2021-11-07T00:00:00.000","Red","Crohn's and Colitis Awareness Month"
"2021-11-06","2021","November","6","2021-11-06T00:00:00.000","purple and green","International LGS Awareness Day and Illuminate for LGS"
"2021-11-05","2021","November","5","2021-11-05T00:00:00.000","purple, green and gold","St. Stephen's College 2021 Fall Convocation"
"2021-11-04","2021","November","4","2021-11-04T00:00:00.000","Yellow / Orange / Red / Green","Diwali"
"2021-11-03","2021","November","3","2021-11-03T00:00:00.000","Red","No Stone Left Alone"
"2021-11-02","2021","November","2","2021-11-02T00:00:00.000","Orange","Color The World Orange for CRPS/RSD Awareness"
"2021-11-01","2021","November","1","2021-11-01T00:00:00.000","Blue & Grey","Acromegaly Awareness Day"
"2021-10-31","2021","October","31","2021-10-31T00:00:00.000","Orange and black","Halloween"
"2021-10-30","2021","October","30","2021-10-30T00:00:00.000","Purple. multiple of purple if possible","Light up for Rett syndrome"
"2021-10-29","2021","October","29","2021-10-29T00:00:00.000","Red and White","98th Anniversary of the Turkish Republic"
"2021-10-28","2021","October","28","2021-10-28T00:00:00.000","RGB 153/204/51 (lime green) and RGB 51/51/102 (purple)","On Site Placement - 40th Anniversary"
"2021-10-27","2021","October","27","2021-10-27T00:00:00.000","Red","National Duty Counsel Day"
"2021-10-26","2021","October","26","2021-10-26T00:00:00.000","Red, white, silver","Pituitary Awareness Month"
"2021-10-25","2021","October","25","2021-10-25T00:00:00.000","Turquoise","Dysautonomia Awareness Month"
"2021-10-24","2021","October","24","2021-10-24T00:00:00.000","Various/any shades of green would be welcome.  RGB VALUES CAN BE FOUND AT THIS LINK:  https://www.pmsf.org/get-involved/fundraising/logo-use/?fbclid=IwAR1C2m1bHPF_9c7SsOZpz-7DgJmJzRso0ymEm8BNcv6CXduGuMBx6QFmsQQ

Dark Green: R0 G105 B56 C90 M33 Y100 K25 PMS342 Hex#006938
Emerald Green: R57 G178 B74 C75 M4 Y100 K0 PMS361 Hex#39b24a
Bright Green: R139 G197 B65 C45 M0 Y100 K0 PMS390 Hex#8bc541","INTERNATIONAL PHELAN-MCDERMID SYNDROME AWARENESS DAY"
"2021-10-23","2021","October","23","2021-10-23T00:00:00.000","red/white/green","65th Anniversary of the 1956 Hungarian Revolution and Freedom Fight"
"2021-10-22","2021","October","22","2021-10-22T00:00:00.000","red","Mark it Read for Dyslexia"
"2021-10-21","2021","October","21","2021-10-21T00:00:00.000","Purple (R: 125 G: 82 B: 138), blue (R: 50 G: 77 B: 92)","Light It Up for NDEAM (National Disability Employment Awareness Month)"
"2021-10-20","2021","October","20","2021-10-20T00:00:00.000","Purple","Mastocytosis and Mast Cell Disease awareness Day"
"2021-10-19","2021","October","19","2021-10-19T00:00:00.000","Orange and light purple","National Psoriatic Arthritis Awareness Day"
"2021-10-18","2021","October","18","2021-10-18T00:00:00.000","Green and blue","Waste Reduction Week"
"2021-10-17","2021","October","17","2021-10-17T00:00:00.000","Purple and yellow","Developmental Language Disorder Awareness Day"
