"name","field_number","length","width","latitude","longitude","location","geometry_point"
"Northmount","3","180","100","53.603616734950556","-113.47779639636775","
,  
(53.603616734950556, -113.47779639636775)","POINT (-113.47779639636775 53.603616734950556)"
"James McCrie Douglas","2","330","210","53.43971723273151","-113.61575564128914","
,  
(53.43971723273151, -113.61575564128914)","POINT (-113.61575564128914 53.43971723273151)"
"Wedgewood Heights","2","240","150","53.480421079413745","-113.64525010581589","
,  
(53.480421079413745, -113.64525010581589)","POINT (-113.64525010581589 53.480421079413745)"
"Webber Greens Park","2","300","180","53.52954585741658","-113.67892989988893","
,  
(53.52954585741658, -113.67892989988893)","POINT (-113.67892989988893 53.52954585741658)"
"Christ the King","1","330","210","53.63434525103281","-113.42399598439809","
,  
(53.63434525103281, -113.42399598439809)","POINT (-113.42399598439809 53.63434525103281)"
"St. John Bosco","1","300","180","53.621292923983546","-113.45818470416896","
,  
(53.621292923983546, -113.45818470416896)","POINT (-113.45818470416896 53.621292923983546)"
"St. Benedict","5","240","150","53.525740583843906","-113.63426458242606","
,  
(53.525740583843906, -113.63426458242606)","POINT (-113.63426458242606 53.525740583843906)"
"The Meadows","3","330","170","53.45765012194146","-113.373966624942","
,  
(53.45765012194146, -113.373966624942)","POINT (-113.373966624942 53.45765012194146)"
"Belgravia","2","150","90","53.50973993533315","-113.5318297530645","
,  
(53.50973993533315, -113.5318297530645)","POINT (-113.5318297530645 53.50973993533315)"
"Dan Knott","2","180","90","53.44548178152828","-113.45632986289205","
,  
(53.44548178152828, -113.45632986289205)","POINT (-113.45632986289205 53.44548178152828)"
"Edmonton Minor Soccer Association","7","330","210","53.42815141023248","-113.40895416403153","
,  
(53.42815141023248, -113.40895416403153)","POINT (-113.40895416403153 53.42815141023248)"
"Eaux Claires","2","180","120","53.62170568511159","-113.483290180524","
,  
(53.62170568511159, -113.483290180524)","POINT (-113.483290180524 53.62170568511159)"
"Overlander","4","180","100","53.580828649242974","-113.38743913362507","
,  
(53.580828649242974, -113.38743913362507)","POINT (-113.38743913362507 53.580828649242974)"
"Glastonbury","3","180","100","53.50419909436958","-113.67308625102159","
,  
(53.50419909436958, -113.67308625102159)","POINT (-113.67308625102159 53.50419909436958)"
"St. Clement","1","300","220","53.446019849558475","-113.44774576580801","
,  
(53.446019849558475, -113.44774576580801)","POINT (-113.44774576580801 53.446019849558475)"
"Evansdale","4","150","90","53.61017606027431","-113.4837271624112","
,  
(53.61017606027431, -113.4837271624112)","POINT (-113.4837271624112 53.61017606027431)"
"Brander Gardens","1","180","90","53.49289963610177","-113.57776753936588","
,  
(53.49289963610177, -113.57776753936588)","POINT (-113.57776753936588 53.49289963610177)"
"Matt Berry","2","330","210","53.62177852649455","-113.43257860054644","
,  
(53.62177852649455, -113.43257860054644)","POINT (-113.43257860054644 53.62177852649455)"
"Braemar","2","180","90","53.53197973076823","-113.42890435068448","
,  
(53.53197973076823, -113.42890435068448)","POINT (-113.42890435068448 53.53197973076823)"
"Strathearn","1","300","210","53.531533332936704","-113.4636108130484","
,  
(53.531533332936704, -113.4636108130484)","POINT (-113.4636108130484 53.531533332936704)"
"Carlisle Park","5","240","180","53.60427104049318","-113.52633838245279","
,  
(53.60427104049318, -113.52633838245279)","POINT (-113.52633838245279 53.60427104049318)"
"St. Augustine","4","300","180","53.47372555049245","-113.50600892328058","
,  
(53.47372555049245, -113.50600892328058)","POINT (-113.50600892328058 53.47372555049245)"
"Capilano","3","100","70","53.555695681258676","-113.42265647785909","
,  
(53.555695681258676, -113.42265647785909)","POINT (-113.42265647785909 53.555695681258676)"
"Kensington","3","180","100","53.59641776163086","-113.5292170190551","
,  
(53.59641776163086, -113.5292170190551)","POINT (-113.5292170190551 53.59641776163086)"
"St. Elizabeth","1","300","180","53.47046784778174","-113.45197457458262","
,  
(53.47046784778174, -113.45197457458262)","POINT (-113.45197457458262 53.47046784778174)"
"Glastonbury","1","300","180","53.50656231389037","-113.6705007333356","
,  
(53.50656231389037, -113.6705007333356)","POINT (-113.6705007333356 53.50656231389037)"
"Holy Family","3","300","210","53.44737804875694","-113.40707632012601","
,  
(53.44737804875694, -113.40707632012601)","POINT (-113.40707632012601 53.44737804875694)"
"Hazeldean","1","240","110","53.504826666579575","-113.47779539190421","
,  
(53.504826666579575, -113.47779539190421)","POINT (-113.47779539190421 53.504826666579575)"
"ME Lazerte","2","330","210","53.608678550118874","-113.44597146295571","
,  
(53.608678550118874, -113.44597146295571)","POINT (-113.44597146295571 53.608678550118874)"
"McCauley","1","180","90","53.5536347962508","-113.48419764903865","
,  
(53.5536347962508, -113.48419764903865)","POINT (-113.48419764903865 53.5536347962508)"
"St. Martin","2","180","120","53.48887098523914","-113.52200549728902","
,  
(53.48887098523914, -113.52200549728902)","POINT (-113.52200549728902 53.48887098523914)"
"Terwillegar Towne","3","150","100","53.44887829413651","-113.57415585621754","
,  
(53.44887829413651, -113.57415585621754)","POINT (-113.57415585621754 53.44887829413651)"
"George Luck","1","240","150","53.47278114917413","-113.57694523950614","
,  
(53.47278114917413, -113.57694523950614)","POINT (-113.57694523950614 53.47278114917413)"
"St. Cecilia","3","365","210","53.59339836828171","-113.47840218914354","
,  
(53.59339836828171, -113.47840218914354)","POINT (-113.47840218914354 53.59339836828171)"
"LaPerle W","6","180","100","53.53246042397249","-113.64744276592009","
,  
(53.53246042397249, -113.64744276592009)","POINT (-113.64744276592009 53.53246042397249)"
"Club Soccer","5","330","210","53.42649613051349","-113.414075108758","
,  
(53.42649613051349, -113.414075108758)","POINT (-113.414075108758 53.42649613051349)"
"Hillview","6","180","90","53.46914148407901","-113.42757274954282","
,  
(53.46914148407901, -113.42757274954282)","POINT (-113.42757274954282 53.46914148407901)"
"Michaels Park","1","235","110","53.47967789023055","-113.45070851217831","
,  
(53.47967789023055, -113.45070851217831)","POINT (-113.45070851217831 53.47967789023055)"
"Riverbend","4","330","210","53.49240602105044","-113.57584938618866","
,  
(53.49240602105044, -113.57584938618866)","POINT (-113.57584938618866 53.49240602105044)"
"Balwin","2","150","90","53.59097259014012","-113.44797980116516","
,  
(53.59097259014012, -113.44797980116516)","POINT (-113.44797980116516 53.59097259014012)"
"Silver Berry W","2","150","90","53.45905141395509","-113.38576478275047","
,  
(53.45905141395509, -113.38576478275047)","POINT (-113.38576478275047 53.45905141395509)"
"JC Bowen","1","300","190","53.61020840801507","-113.47441101777716","
,  
(53.61020840801507, -113.47441101777716)","POINT (-113.47441101777716 53.61020840801507)"
"Callingwood Park","5","180","100","53.507977678609734","-113.62167329239124","
,  
(53.507977678609734, -113.62167329239124)","POINT (-113.62167329239124 53.507977678609734)"
"Virginia Pk","2","140","135","53.56084591807068","-113.44830473603155","
,  
(53.56084591807068, -113.44830473603155)","POINT (-113.44830473603155 53.56084591807068)"
"Pkdale","2","140","105","53.5687745774628","-113.47203723177098","
,  
(53.5687745774628, -113.47203723177098)","POINT (-113.47203723177098 53.5687745774628)"
"George Luck","6","150","85","53.47419595825024","-113.57419588090576","
,  
(53.47419595825024, -113.57419588090576)","POINT (-113.57419588090576 53.47419595825024)"
"Princeton","1","300","180","53.59109971775144","-113.45853088467587","
,  
(53.59109971775144, -113.45853088467587)","POINT (-113.45853088467587 53.59109971775144)"
"Beaumaris","2","180","100","53.61733483196997","-113.49605492675245","
,  
(53.61733483196997, -113.49605492675245)","POINT (-113.49605492675245 53.61733483196997)"
"Scott Robertson","1","300","180","53.59605035112453","-113.50399903792288","
,  
(53.59605035112453, -113.50399903792288)","POINT (-113.50399903792288 53.59605035112453)"
"ME Lazerte","4","330","210","53.60866719538679","-113.44811190326199","
,  
(53.60866719538679, -113.44811190326199)","POINT (-113.44811190326199 53.60866719538679)"
"Belmont","5","150","90","53.59421144487066","-113.39684596781768","
,  
(53.59421144487066, -113.39684596781768)","POINT (-113.39684596781768 53.59421144487066)"
"Lynnwood","4","135","75","53.51656130766212","-113.58806335704422","
,  
(53.51656130766212, -113.58806335704422)","POINT (-113.58806335704422 53.51656130766212)"
"Edmonton Minor Soccer Association","8","330","210","53.42814845763512","-113.40771751310413","
,  
(53.42814845763512, -113.40771751310413)","POINT (-113.40771751310413 53.42814845763512)"
"Baturyn","5","330","165","53.63132851943852","-113.50419777318318","
,  
(53.63132851943852, -113.50419777318318)","POINT (-113.50419777318318 53.63132851943852)"
"Corpus Christi","2","330","215","53.4219243037145","-113.43100386855262","
,  
(53.4219243037145, -113.43100386855262)","POINT (-113.43100386855262 53.4219243037145)"
"Bishop Greschuk","3","180","100","53.636221104492165","-113.48174024582404","
,  
(53.636221104492165, -113.48174024582404)","POINT (-113.48174024582404 53.636221104492165)"
"Dovercourt","1","150","90","53.575864707354604","-113.5604379719932","
,  
(53.575864707354604, -113.5604379719932)","POINT (-113.5604379719932 53.575864707354604)"
"Our Lady of Peace","1","180","100","53.55557368776952","-113.59622561648683","
,  
(53.55557368776952, -113.59622561648683)","POINT (-113.59622561648683 53.55557368776952)"
"Laurier Heights","4","150","90","53.516571204839245","-113.56740790791703","
,  
(53.516571204839245, -113.56740790791703)","POINT (-113.56740790791703 53.516571204839245)"
"Monsignor Fee Otterson","3","150","90","53.41744260058213","-113.5203267633001","
,  
(53.41744260058213, -113.5203267633001)","POINT (-113.5203267633001 53.41744260058213)"
"Primrose","1","240","150","53.51678671463887","-113.64803614379841","
,  
(53.51678671463887, -113.64803614379841)","POINT (-113.64803614379841 53.51678671463887)"
"Vernon Barford","5","330","170","53.47371290895666","-113.54093204828688","
,  
(53.47371290895666, -113.54093204828688)","POINT (-113.54093204828688 53.47371290895666)"
"Twin Parks","1","240","110","53.50163342112005","-113.3680774170514","
,  
(53.50163342112005, -113.3680774170514)","POINT (-113.3680774170514 53.50163342112005)"
"Foote Field","4","330","215","53.50403946208661","-113.5259750460062","
,  
(53.50403946208661, -113.5259750460062)","POINT (-113.5259750460062 53.50403946208661)"
"Matt Berry","1","180","100","53.621980716893844","-113.43263205611372","
,  
(53.621980716893844, -113.43263205611372)","POINT (-113.43263205611372 53.621980716893844)"
"Dunluce","3","210","100","53.62220192252865","-113.52528589192286","
,  
(53.62220192252865, -113.52528589192286)","POINT (-113.52528589192286 53.62220192252865)"
"Major General Griesbach","2","180","100","53.60681221316294","-113.49832675747989","
,  
(53.60681221316294, -113.49832675747989)","POINT (-113.49832675747989 53.60681221316294)"
"Hudson","2","150","90","53.6064979895838","-113.55376850168624","
,  
(53.6064979895838, -113.55376850168624)","POINT (-113.55376850168624 53.6064979895838)"
"St. Andrew","2","150","90","53.563198825636114","-113.54262114816208","
,  
(53.563198825636114, -113.54262114816208)","POINT (-113.54262114816208 53.563198825636114)"
"Menisa","3","235","125","53.44385829130428","-113.4483001812779","
,  
(53.44385829130428, -113.4483001812779)","POINT (-113.4483001812779 53.44385829130428)"
"Edmonton Minor Soccer Association","2","330","210","53.430249206191974","-113.40706855692727","
,  
(53.430249206191974, -113.40706855692727)","POINT (-113.40706855692727 53.430249206191974)"
"WP Wagner","2","240","120","53.49926397533931","-113.4547519470179","
,  
(53.49926397533931, -113.4547519470179)","POINT (-113.4547519470179 53.49926397533931)"
"Glengarry","3","240","150","53.596071284706476","-113.48537685286004","
,  
(53.596071284706476, -113.48537685286004)","POINT (-113.48537685286004 53.596071284706476)"
"Sifton","4","300","180","53.59359086291534","-113.40882801811058","
,  
(53.59359086291534, -113.40882801811058)","POINT (-113.40882801811058 53.59359086291534)"
"Casselman","2","180","100","53.612024866812185","-113.41875250255565","
,  
(53.612024866812185, -113.41875250255565)","POINT (-113.41875250255565 53.612024866812185)"
"Kaskitayo","2","330","210","53.45168336099572","-113.51129080575332","
,  
(53.45168336099572, -113.51129080575332)","POINT (-113.51129080575332 53.45168336099572)"
"St. Francis Xavier","4","240","150","53.52941471500553","-113.60518337437412","
,  
(53.52941471500553, -113.60518337437412)","POINT (-113.60518337437412 53.52941471500553)"
"Grandview","3","150","110","53.49978236800668","-113.54447261106316","
,  
(53.49978236800668, -113.54447261106316)","POINT (-113.54447261106316 53.49978236800668)"
"Klarvatten","1","330","200","53.634294689987065","-113.47760494262025","
,  
(53.634294689987065, -113.47760494262025)","POINT (-113.47760494262025 53.634294689987065)"
"Mount Pleasant","2","180","130","53.49612862634941","-113.50288161294779","
,  
(53.49612862634941, -113.50288161294779)","POINT (-113.50288161294779 53.49612862634941)"
"Lawton","1","285","150","53.56888949930545","-113.40438274988485","
,  
(53.56888949930545, -113.40438274988485)","POINT (-113.40438274988485 53.56888949930545)"
"St. Matthew","1","250","125","53.590914094877334","-113.47480086714407","
,  
(53.590914094877334, -113.47480086714407)","POINT (-113.47480086714407 53.590914094877334)"
"Horse Hills","1","150","100","53.65748644032531","-113.3420966468815","
,  
(53.65748644032531, -113.3420966468815)","POINT (-113.3420966468815 53.65748644032531)"
"Baturyn","4","240","150","53.63143375061647","-113.50421066029544","
,  
(53.63143375061647, -113.50421066029544)","POINT (-113.50421066029544 53.63143375061647)"
"Youngstown","2","195","100","53.54585649910182","-113.60431420337436","
,  
(53.54585649910182, -113.60431420337436)","POINT (-113.60431420337436 53.54585649910182)"
"Hodgson Road","1","300","180","53.4585905299422","-113.55804113242468","
,  
(53.4585905299422, -113.55804113242468)","POINT (-113.55804113242468 53.4585905299422)"
"Archbishop MacDonald","2","240","135","53.55396683291074","-113.5678558099355","
,  
(53.55396683291074, -113.5678558099355)","POINT (-113.5678558099355 53.55396683291074)"
"Callingwood Park","9","300","180","53.504105395587295","-113.62551053661693","
,  
(53.504105395587295, -113.62551053661693)","POINT (-113.62551053661693 53.504105395587295)"
"Queen Alexandra","2","200","130","53.51399954753673","-113.50612311036468","
,  
(53.51399954753673, -113.50612311036468)","POINT (-113.50612311036468 53.51399954753673)"
"Grandview","2","180","110","53.498918937142214","-113.5445525481964","
,  
(53.498918937142214, -113.5445525481964)","POINT (-113.5445525481964 53.498918937142214)"
"Holy Family","1","150","90","53.44645189369749","-113.40665644723171","
,  
(53.44645189369749, -113.40665644723171)","POINT (-113.40665644723171 53.44645189369749)"
"Inglewood","1","230","150","53.565863157530764","-113.53898510009296","
,  
(53.565863157530764, -113.53898510009296)","POINT (-113.53898510009296 53.565863157530764)"
"Mary Hanley","5","270","210","53.46342298506953","-113.4025316857467","
,  
(53.46342298506953, -113.4025316857467)","POINT (-113.4025316857467 53.46342298506953)"
"Keheewin","7","180","90","53.449858354802274","-113.50372019717811","
,  
(53.449858354802274, -113.50372019717811)","POINT (-113.50372019717811 53.449858354802274)"
"Cumberland","1","240","150","53.611894413533314","-113.54576896061572","
,  
(53.611894413533314, -113.54576896061572)","POINT (-113.54576896061572 53.611894413533314)"
"Poplar Park","7","300","180","53.628424691853446","-113.4721031602916","
,  
(53.628424691853446, -113.4721031602916)","POINT (-113.4721031602916 53.628424691853446)"
"Henderson Est","2","180","80","53.4678587133636","-113.5967497551595","
,  
(53.4678587133636, -113.5967497551595)","POINT (-113.5967497551595 53.4678587133636)"
"Brintnell","3","180","100","53.61990115208166","-113.40676655239153","
,  
(53.61990115208166, -113.40676655239153)","POINT (-113.40676655239153 53.61990115208166)"
"Ekota","1","300","220","53.447689244705","-113.44329915841624","
,  
(53.447689244705, -113.44329915841624)","POINT (-113.44329915841624 53.447689244705)"
"Westridge","2","180","125","53.506101611089726","-113.60335957438774","
,  
(53.506101611089726, -113.60335957438774)","POINT (-113.60335957438774 53.506101611089726)"
"Terwillegar Towne","2","300","190","53.44841198570777","-113.57413262770817","
,  
(53.44841198570777, -113.57413262770817)","POINT (-113.57413262770817 53.44841198570777)"
"M Lavallee","2","235","110","53.525502227491884","-113.47501192988024","
,  
(53.525502227491884, -113.47501192988024)","POINT (-113.47501192988024 53.525502227491884)"
"Elsinore","5","330","210","53.642419099735825","-113.50526154644278","
,  
(53.642419099735825, -113.50526154644278)","POINT (-113.50526154644278 53.642419099735825)"
"Calder","2","180","100","53.58974374136785","-113.52540430846604","
,  
(53.58974374136785, -113.52540430846604)","POINT (-113.52540430846604 53.58974374136785)"
"Lynnwood","6","145","90","53.51607896792025","-113.58851884423245","
,  
(53.51607896792025, -113.58851884423245)","POINT (-113.58851884423245 53.51607896792025)"
"St. Bernadette","2","110","40","53.57216746177857","-113.40169092751349","
,  
(53.57216746177857, -113.40169092751349)","POINT (-113.40169092751349 53.57216746177857)"
"St. Cecilia","1","260","140","53.59329626635793","-113.47828272397248","
,  
(53.59329626635793, -113.47828272397248)","POINT (-113.47828272397248 53.59329626635793)"
"McArthur","3","150","80","53.59651997953723","-113.55115330791156","
,  
(53.59651997953723, -113.55115330791156)","POINT (-113.55115330791156 53.59651997953723)"
"Ambleside","1","300","210","53.426792525602224","-113.60420531161957","
,  
(53.426792525602224, -113.60420531161957)","POINT (-113.60420531161957 53.426792525602224)"
"Braemar","4","270","160","53.53108330228697","-113.42729099185918","
,  
(53.53108330228697, -113.42729099185918)","POINT (-113.42729099185918 53.53108330228697)"
"Rio Terrace","1","300","210","53.50914514263042","-113.58650601747604","
,  
(53.50914514263042, -113.58650601747604)","POINT (-113.58650601747604 53.50914514263042)"
"North Edmonton","2","150","90","53.586489172611664","-113.44893804420077","
,  
(53.586489172611664, -113.44893804420077)","POINT (-113.44893804420077 53.586489172611664)"
"Minchau","1","300","210","53.468219014241306","-113.40696779633691","
,  
(53.468219014241306, -113.40696779633691)","POINT (-113.40696779633691 53.468219014241306)"
"McQueen","1","250","190","53.555430042746714","-113.5708025959999","
,  
(53.555430042746714, -113.5708025959999)","POINT (-113.5708025959999 53.555430042746714)"
"St. Philip","2","180","90","53.608243007635906","-113.47544890211468","
,  
(53.608243007635906, -113.47544890211468)","POINT (-113.47544890211468 53.608243007635906)"
"James McCrie Douglas","1","330","210","53.43869404373467","-113.61575743710155","
,  
(53.43869404373467, -113.61575743710155)","POINT (-113.61575743710155 53.43869404373467)"
"St. Charles","1","180","100","53.632480801803844","-113.50226558003446","
,  
(53.632480801803844, -113.50226558003446)","POINT (-113.50226558003446 53.632480801803844)"
"St. Dominic","4","180","90","53.60726472517799","-113.43266280833616","
,  
(53.60726472517799, -113.43266280833616)","POINT (-113.43266280833616 53.60726472517799)"
"Matt Berry","3","180","100","53.62079071434912","-113.43336097603647","
,  
(53.62079071434912, -113.43336097603647)","POINT (-113.43336097603647 53.62079071434912)"
"Parkview","2","240","150","53.52545846482599","-113.56865684227084","
,  
(53.52545846482599, -113.56865684227084)","POINT (-113.56865684227084 53.52545846482599)"
"St. Stanislaus","1","240","160","53.475647125149145","-113.52476514425186","
,  
(53.475647125149145, -113.52476514425186)","POINT (-113.52476514425186 53.475647125149145)"
"Richard Secord","3","240","150","53.47843383975485","-113.53499736326448","
,  
(53.47843383975485, -113.53499736326448)","POINT (-113.53499736326448 53.47843383975485)"
"Hollick Kenyon","3","150","90","53.62296435012132","-113.42035471004961","
,  
(53.62296435012132, -113.42035471004961)","POINT (-113.42035471004961 53.62296435012132)"
"Queen Mary Park","2","150","90","53.55589270514846","-113.51326548648116","
,  
(53.55589270514846, -113.51326548648116)","POINT (-113.51326548648116 53.55589270514846)"
"Edmonton Soccer Centre South","4","300","200","53.49759729869444","-113.43565048994432","
,  
(53.49759729869444, -113.43565048994432)","POINT (-113.43565048994432 53.49759729869444)"
"Floden Pk","1","180","120","53.56390726272951","-113.40515731782389","
,  
(53.56390726272951, -113.40515731782389)","POINT (-113.40515731782389 53.56390726272951)"
"St. Basil","3","190","100","53.567215868351106","-113.49764917626807","
,  
(53.567215868351106, -113.49764917626807)","POINT (-113.49764917626807 53.567215868351106)"
"Carlisle Park","1","240","180","53.60433334362068","-113.52410185021691","
,  
(53.60433334362068, -113.52410185021691)","POINT (-113.52410185021691 53.60433334362068)"
"Belvedere","2","180","120","53.593756813530725","-113.43391858266392","
,  
(53.593756813530725, -113.43391858266392)","POINT (-113.43391858266392 53.593756813530725)"
"Tipaskan","2","240","160","53.46280046612845","-113.45648234754826","
,  
(53.46280046612845, -113.45648234754826)","POINT (-113.45648234754826 53.46280046612845)"
"Ermineskin","1","270","180","53.46046569014321","-113.50474125004497","
,  
(53.46046569014321, -113.50474125004497)","POINT (-113.50474125004497 53.46046569014321)"
"Lansdowne","1","180","90","53.48618109465909","-113.54414659291008","
,  
(53.48618109465909, -113.54414659291008)","POINT (-113.54414659291008 53.48618109465909)"
"St. Francis of Assisi","1","240","160","53.58990753402876","-113.44478435623667","
,  
(53.58990753402876, -113.44478435623667)","POINT (-113.44478435623667 53.58990753402876)"
"Mount Pleasant","4","330","210","53.49477881782276","-113.50304574391353","
,  
(53.49477881782276, -113.50304574391353)","POINT (-113.50304574391353 53.49477881782276)"
"The Hamptons","3","330","210","53.49254355953185","-113.68855575220427","
,  
(53.49254355953185, -113.68855575220427)","POINT (-113.68855575220427 53.49254355953185)"
"Keheewin","6","180","90","53.44986103899933","-113.50436681520155","
,  
(53.44986103899933, -113.50436681520155)","POINT (-113.50436681520155 53.44986103899933)"
"Vernon Barford","3","240","150","53.47422815968511","-113.53988348286873","
,  
(53.47422815968511, -113.53988348286873)","POINT (-113.53988348286873 53.47422815968511)"
"Steele Heights","2","300","155","53.60947661520409","-113.42804022845958","
,  
(53.60947661520409, -113.42804022845958)","POINT (-113.42804022845958 53.60947661520409)"
"McKernan","2","150","80","53.512895862378166","-113.52304725524895","
,  
(53.512895862378166, -113.52304725524895)","POINT (-113.52304725524895 53.512895862378166)"
"St. Thomas More","1","270","110","53.534400983008126","-113.60846469425175","
,  
(53.534400983008126, -113.60846469425175)","POINT (-113.60846469425175 53.534400983008126)"
"Lago Lindo","2","180","100","53.63578364258205","-113.48528142612564","
,  
(53.63578364258205, -113.48528142612564)","POINT (-113.48528142612564 53.63578364258205)"
"Lauderdale","3","150","65","53.58795858107299","-113.50098003061791","
,  
(53.58795858107299, -113.50098003061791)","POINT (-113.50098003061791 53.58795858107299)"
"Kirkness","2","180","145","53.61270662009519","-113.3901837934736","
,  
(53.61270662009519, -113.3901837934736)","POINT (-113.3901837934736 53.61270662009519)"
"Donald R. Getty","1","330","210","53.40335590374132","-113.5854597790805","
,  
(53.40335590374132, -113.5854597790805)","POINT (-113.5854597790805 53.40335590374132)"
"Hodgson Road","2","300","180","53.45739537237137","-113.55977030791084","
,  
(53.45739537237137, -113.55977030791084)","POINT (-113.55977030791084 53.45739537237137)"
"Silver Berry E","5","240","180","53.45769880461949","-113.37842440336559","
,  
(53.45769880461949, -113.37842440336559)","POINT (-113.37842440336559 53.45769880461949)"
"Confederation","6","330","180","53.4816191951905","-113.5214811089382","
,  
(53.4816191951905, -113.5214811089382)","POINT (-113.5214811089382 53.4816191951905)"
"Velma E Baker","3","300","170","53.47976904751761","-113.38369800021836","
,  
(53.47976904751761, -113.38369800021836)","POINT (-113.38369800021836 53.47976904751761)"
"Overlander","1","300","180","53.582210492982924","-113.38892840509698","
,  
(53.582210492982924, -113.38892840509698)","POINT (-113.38892840509698 53.582210492982924)"
"Delton","2","180","110","53.57575781299297","-113.47885919940714","
,  
(53.57575781299297, -113.47885919940714)","POINT (-113.47885919940714 53.57575781299297)"
"Lorelei","3","180","100","53.624583577275466","-113.50271721393823","
,  
(53.624583577275466, -113.50271721393823)","POINT (-113.50271721393823 53.624583577275466)"
"LaPerle E","1","240","115","53.53288532499578","-113.63483726892193","
,  
(53.53288532499578, -113.63483726892193)","POINT (-113.63483726892193 53.53288532499578)"
"Overlander","3","150","105","53.58099513010247","-113.38807708753886","
,  
(53.58099513010247, -113.38807708753886)","POINT (-113.38807708753886 53.58099513010247)"
"St. Hilda","1","240","180","53.47418808302355","-113.45274055644029","
,  
(53.47418808302355, -113.45274055644029)","POINT (-113.45274055644029 53.47418808302355)"
"Ozerna","2","150","90","53.621525723501236","-113.45068230416062","
,  
(53.621525723501236, -113.45068230416062)","POINT (-113.45068230416062 53.621525723501236)"
"St. Rose","1","300","180","53.52120478451741","-113.56846350091112","
,  
(53.52120478451741, -113.56846350091112)","POINT (-113.56846350091112 53.52120478451741)"
"John Paul I","3","240","180","53.47108678774129","-113.42675156340233","
,  
(53.47108678774129, -113.42675156340233)","POINT (-113.42675156340233 53.47108678774129)"
"Kenilworth","1","240","180","53.52266299763006","-113.43512696982386","
,  
(53.52266299763006, -113.43512696982386)","POINT (-113.43512696982386 53.52266299763006)"
"Grace Martin","3","300","160","53.470553219100665","-113.45953250763613","
,  
(53.470553219100665, -113.45953250763613)","POINT (-113.45953250763613 53.470553219100665)"
"Hairsine","3","240","150","53.604658446468505","-113.39275433370652","
,  
(53.604658446468505, -113.39275433370652)","POINT (-113.39275433370652 53.604658446468505)"
"Hardisty","1","235","175","53.54756345715923","-113.42990452892866","
,  
(53.54756345715923, -113.42990452892866)","POINT (-113.42990452892866 53.54756345715923)"
"JH Picard","1","330","180","53.50821486992107","-113.48461833380391","
,  
(53.50821486992107, -113.48461833380391)","POINT (-113.48461833380391 53.50821486992107)"
"Wild Rose","2","330","210","53.471376866283514","-113.38047346756514","
,  
(53.471376866283514, -113.38047346756514)","POINT (-113.38047346756514 53.471376866283514)"
"Bearspaw","1","300","160","53.44419981344537","-113.49981114707649","
,  
(53.44419981344537, -113.49981114707649)","POINT (-113.49981114707649 53.44419981344537)"
"Elmwood","6","180","100","53.51536651343019","-113.60627670505141","
,  
(53.51536651343019, -113.60627670505141)","POINT (-113.60627670505141 53.51536651343019)"
"St. Vladimir","1","240","180","53.593742317949484","-113.4557686902329","
,  
(53.593742317949484, -113.4557686902329)","POINT (-113.4557686902329 53.593742317949484)"
"Weinlos","5","300","200","53.460308041509045","-113.4139151070629","
,  
(53.460308041509045, -113.4139151070629)","POINT (-113.4139151070629 53.460308041509045)"
"Klarvatten","4","240","150","53.634214300639535","-113.47425523725613","
,  
(53.634214300639535, -113.47425523725613)","POINT (-113.47425523725613 53.634214300639535)"
"Our Lady Of Victories","2","150","90","53.51489939265569","-113.59347522334299","
,  
(53.51489939265569, -113.59347522334299)","POINT (-113.59347522334299 53.51489939265569)"
"Riverbend","5","295","190","53.49235862301256","-113.57683672685688","
,  
(53.49235862301256, -113.57683672685688)","POINT (-113.57683672685688 53.49235862301256)"
"Evansdale","1","180","120","53.609243359716274","-113.48370775662175","
,  
(53.609243359716274, -113.48370775662175)","POINT (-113.48370775662175 53.609243359716274)"
"Waverly","4","180","90","53.52332726255814","-113.43303781939022","
,  
(53.52332726255814, -113.43303781939022)","POINT (-113.43303781939022 53.52332726255814)"
"Blackmud Creek Park 1","1","300","180","53.419394833588555","-113.5137648492721","
,  
(53.419394833588555, -113.5137648492721)","POINT (-113.5137648492721 53.419394833588555)"
"Mill Creek","1","150","90","53.51530330773274","-113.4799756394386","
,  
(53.51530330773274, -113.4799756394386)","POINT (-113.4799756394386 53.51530330773274)"
"Princeton","2","240","150","53.59046050001886","-113.45816365024957","
,  
(53.59046050001886, -113.45816365024957)","POINT (-113.45816365024957 53.59046050001886)"
"Afton","1","210","150","53.52763011687787","-113.60900708324847","
,  
(53.52763011687787, -113.60900708324847)","POINT (-113.60900708324847 53.52763011687787)"
"Talmud Torah","4","300","195","53.499168396654774","-113.62143308367462","
,  
(53.499168396654774, -113.62143308367462)","POINT (-113.62143308367462 53.499168396654774)"
"Beaumaris","4","300","180","53.61828500017868","-113.49638240845916","
,  
(53.61828500017868, -113.49638240845916)","POINT (-113.49638240845916 53.61828500017868)"
"Hillview","5","240","160","53.47018818003607","-113.42827190473741","
,  
(53.47018818003607, -113.42827190473741)","POINT (-113.42827190473741 53.47018818003607)"
"Glengarry","1","300","180","53.594569438504365","-113.48393028095504","
,  
(53.594569438504365, -113.48393028095504)","POINT (-113.48393028095504 53.594569438504365)"
"Rio Terrace","4","180","120","53.508625569685975","-113.58711301431303","
,  
(53.508625569685975, -113.58711301431303)","POINT (-113.58711301431303 53.508625569685975)"
