"row_id","track_id","date_and_time_of_reading","number_of_satellites","dop","elevation_above_sea_level","ground_speed_km_h","heading_degrees_off_north","latitude","longitude","geocoded_column"
"HELICOPTER-TM52178:04-29--20200429083927","TM52178:04-29","2020-04-29T08:39:27.000","19","1","690","28.9","268.7","53.67954519","-113.4318602","POINT (-113.4318602 53.67954519)"
"HELICOPTER-TM52179:04-28--20200428091054","TM52179:04-28","2020-04-28T09:10:54.000","18","1.2","718","44.4","175.5","53.42016229","-113.543204","POINT (-113.543204 53.42016229)"
"HELICOPTER-TM52180:05-05--20200505065435","TM52180:05-05","2020-05-05T06:54:35.000","18","1","718","37.1","134.2","53.39022557","-113.4809257","POINT (-113.4809257 53.39022557)"
"HELICOPTER-TM52178:05-07--20200507133734","TM52178:05-07","2020-05-07T13:37:34.000","18","1.1","735","33.4","87.5","53.42455119","-113.3111707","POINT (-113.3111707 53.42455119)"
"HELICOPTER-TM52684:06-05--20200605115303","TM52684:06-05","2020-06-05T11:53:03.000","17","1.2","716","29.8","359.7","53.4431647","-113.6911265","POINT (-113.6911265 53.4431647)"
"HELICOPTER-TM52180:06-04--20200604073828","TM52180:06-04","2020-06-04T07:38:28.000","19","1","700","36.9","90.1","53.69525225","-113.4787201","POINT (-113.4787201 53.69525225)"
"HELICOPTER-TM52178:05-09--20200509054555","TM52178:05-09","2020-05-09T05:45:55.000","19","0.9","765","30.5","85.2","53.41008363","-113.3011794","POINT (-113.3011794 53.41008363)"
"HELICOPTER-TM52178:06-05--20200605071801","TM52178:06-05","2020-06-05T07:18:01.000","19","1.1","713","28.3","88.7","53.3978286","-113.469467","POINT (-113.469467 53.3978286)"
"HELICOPTER-TM52178:05-05--20200505120645","TM52178:05-05","2020-05-05T12:06:45.000","18","1","729","29.4","92.1","53.45678947","-113.7609039","POINT (-113.7609039 53.45678947)"
"HELICOPTER-TM52178:05-09--20200509081354","TM52178:05-09","2020-05-09T08:13:54.000","19","1","771","26","270.8","53.40143803","-113.3152146","POINT (-113.3152146 53.40143803)"
"HELICOPTER-TM52178:06-01--20200601204058","TM52178:06-01","2020-06-01T20:40:58.000","19","1","678","44.150000000000006","46.7","53.583239864999996","-113.79168680000001","POINT (-113.79168680000001 53.583239864999996)"
"HELICOPTER-TM52180:07-09--20200709054332","TM52180:07-09","2020-07-09T05:43:32.000","19","1.2","712","51.4","142.9","53.66059733","-113.4807022","POINT (-113.4807022 53.66059733)"
"HELICOPTER-TM52179:04-28--20200428065047","TM52179:04-28","2020-04-28T06:50:47.000","19","1","708","40.4","172.8","53.69747357","-113.5653031","POINT (-113.5653031 53.69747357)"
"HELICOPTER-TM52178:05-05--20200505103241","TM52178:05-05","2020-05-05T10:32:41.000","19","1.1","722","39.1","90","53.46270853","-113.7314211","POINT (-113.7314211 53.46270853)"
"HELICOPTER-TM52180:05-28--20200528085214","TM52180:05-28","2020-05-28T08:52:14.000","19","1.1","733","32.3","126.1","53.456550390000004","-113.3491194","POINT (-113.3491194 53.456550390000004)"
"HELICOPTER-TM52178:07-06--20200706080438","TM52178:07-06","2020-07-06T08:04:38.000","20","1.1","746","44.3","272","53.42354344","-113.3086428","POINT (-113.3086428 53.42354344)"
"HELICOPTER-TM52180:05-09--20200509091246","TM52180:05-09","2020-05-09T09:12:46.000","19","1","724","41.3","356.4","53.37146953","-113.3807427","POINT (-113.3807427 53.37146953)"
"HELICOPTER-TM52180:07-09--20200709105245","TM52180:07-09","2020-07-09T10:52:45.000","19","1.1","705","46.2","359.6","53.65515761","-113.4687873","POINT (-113.4687873 53.65515761)"
"HELICOPTER-TM52180:05-29--20200529054644","TM52180:05-29","2020-05-29T05:46:44.000","17","1","701","37.4","90.6","53.62132267","-113.5726243","POINT (-113.5726243 53.62132267)"
"HELICOPTER-TM52180:07-09--20200709061621","TM52180:07-09","2020-07-09T06:16:21.000","19","1.1","712","43.9","320.1","53.66004479","-113.5008842","POINT (-113.5008842 53.66004479)"
"HELICOPTER-TM52179:04-29--20200429112101","TM52179:04-29","2020-04-29T11:21:01.000","19","1","704","37","303.7","53.66259315","-113.4548179","POINT (-113.4548179 53.66259315)"
"HELICOPTER-TM52180:06-04--20200604094711","TM52180:06-04","2020-06-04T09:47:11.000","19","1.1","686","34.8","271.4","53.71464303","-113.4092624","POINT (-113.4092624 53.71464303)"
"HELICOPTER-TM52178:06-02--20200602055027","TM52178:06-02","2020-06-02T05:50:27.000","17","1.3","676","35.4","181.3","53.664172574999995","-113.40807945","POINT (-113.40807945 53.664172574999995)"
"HELICOPTER-TM52180:05-12--20200512205045","TM52180:05-12","2020-05-12T20:50:45.000","19","1","758","38.1","179.3","53.40272201","-113.3499625","POINT (-113.3499625 53.40272201)"
"HELICOPTER-TM52180:apr 26--20200427120004","TM52180:apr 26","2020-04-27T12:00:04.000","19","1.1","700","40.4","267.8","53.67707321","-113.5157047","POINT (-113.5157047 53.67707321)"
"HELICOPTER-TM52178:06-04--20200604041246","TM52178:06-04","2020-06-04T04:12:46.000","15","1.1","690","40.7","87.3","53.6715463","-113.4387093","POINT (-113.4387093 53.6715463)"
"HELICOPTER-TM52179:04-27--20200427123602","TM52179:04-27","2020-04-27T12:36:02.000","19","1.1","754","46.3","332","53.45723462","-113.3574543","POINT (-113.3574543 53.45723462)"
"HELICOPTER-TM52180:05-05--20200505105311","TM52180:05-05","2020-05-05T10:53:11.000","19","1","716","39.6","178.2","53.39046139","-113.4397725","POINT (-113.4397725 53.39046139)"
"HELICOPTER-TM52684:06-04--20200604120116","TM52684:06-04","2020-06-04T12:01:16.000","18","1.1","695","29.5","3.2","53.71536169","-113.4196312","POINT (-113.4196312 53.71536169)"
"HELICOPTER-TM52180:07-09--20200709125955","TM52180:07-09","2020-07-09T12:59:55.000","18","1.1","679","40.3","91.1","53.66759617","-113.4072548","POINT (-113.4072548 53.66759617)"
"HELICOPTER-TM52180:06-05--20200605102343","TM52180:06-05","2020-06-05T10:23:43.000","17","1.2","745","27.1","235.9","53.43881688","-113.35199","POINT (-113.35199 53.43881688)"
"HELICOPTER-TM52180:05-29--20200429095837","TM52180:05-29","2020-04-29T09:58:37.000","20","1","699","32.6","204.1","53.70541522","-113.4796438","POINT (-113.4796438 53.70541522)"
"HELICOPTER-TM52180:06-02--20200602075111","TM52180:06-02","2020-06-02T07:51:11.000","19","1","696","37.6","273.6","53.66056171","-113.4563337","POINT (-113.4563337 53.66056171)"
"HELICOPTER-TM52180:05-28--20200528054417","TM52180:05-28","2020-05-28T05:44:17.000","16","1","721","40.2","179.2","53.4223454","-113.7012493","POINT (-113.7012493 53.4223454)"
"HELICOPTER-TM52684:06-04--20200604103121","TM52684:06-04","2020-06-04T10:31:21.000","18","1.1","690","40.6","267.9","53.70957723","-113.4495102","POINT (-113.4495102 53.70957723)"
"HELICOPTER-TM52180:06-01--20200601212400","TM52180:06-01","2020-06-01T21:24:00.000","18","1.1","697","25.9","290.5","53.46024131","-113.6547909","POINT (-113.6547909 53.46024131)"
"HELICOPTER-TM52180:05-28--20200528063336","TM52180:05-28","2020-05-28T06:33:36.000","17","1.1","699","39.2","249.95","53.42965213","-113.5588447","POINT (-113.5588447 53.42965213)"
"HELICOPTER-TM52178:05-10--20200510074640","TM52178:05-10","2020-05-10T07:46:40.000","19","1.1","733","14.6","92.9","53.45587235","-113.7704021","POINT (-113.7704021 53.45587235)"
"HELICOPTER-TM52180:05-28--20200528094602","TM52180:05-28","2020-05-28T09:46:02.000","17","1.2","694","37.9","11.4","53.42714868","-113.5573142","POINT (-113.5573142 53.42714868)"
"HELICOPTER-TM52178:07-06--20200706154048","TM52178:07-06","2020-07-06T15:40:48.000","19","1","732","39.6","89.7","53.39735206","-113.4350841","POINT (-113.4350841 53.39735206)"
"HELICOPTER-TM52180:05-28--20200528065456","TM52180:05-28","2020-05-28T06:54:56.000","16","1.2","724","19.3","338","53.43854636","-113.4696592","POINT (-113.4696592 53.43854636)"
"HELICOPTER-TM52180:04-30--20200430064132","TM52180:04-30","2020-04-30T06:41:32.000","19","1.1","667","38.3","32.1","53.61643962","-113.2741622","POINT (-113.2741622 53.61643962)"
"HELICOPTER-TM52180:05-05--20200505135006","TM52180:05-05","2020-05-05T13:50:06.000","18","1","725","36.6","87.1","53.39189518","-113.410165","POINT (-113.410165 53.39189518)"
"HELICOPTER-TM52178:05-10--20200510104259","TM52178:05-10","2020-05-10T10:42:59.000","19","1.1","719","32.2","179.35","53.472484455","-113.78227205","POINT (-113.78227205 53.472484455)"
"HELICOPTER-TM52178:05-02--20200502060901","TM52178:05-02","2020-05-02T06:09:01.000","19","0.9","723","35.9","271.1","53.4453143","-113.684029","POINT (-113.684029 53.4453143)"
"HELICOPTER-TM52180:apr 24--20200425063326","TM52180:apr 24","2020-04-25T06:33:26.000","19","1","643","29.7","168.10000000000002","53.433378445","-113.63979345","POINT (-113.63979345 53.433378445)"
"HELICOPTER-TM52180:05-28--20200528072315","TM52180:05-28","2020-05-28T07:23:15.000","19","1.1","740","28.9","27.7","53.4372225","-113.3890378","POINT (-113.3890378 53.4372225)"
"HELICOPTER-TM52178:05-12--20200512072701","TM52178:05-12","2020-05-12T07:27:01.000","19","1.3","683","38","1.8","53.68102106","-113.3431697","POINT (-113.3431697 53.68102106)"
"HELICOPTER-TM52179:04-30--20200430101620","TM52179:04-30","2020-04-30T10:16:20.000","19","1","701","43.8","356.9","53.40299354","-113.6429221","POINT (-113.6429221 53.40299354)"
"HELICOPTER-TM52684:06-02--20200602075146","TM52684:06-02","2020-06-02T07:51:46.000","17","1.3","700","44.5","179.6","53.6915395","-113.4968366","POINT (-113.4968366 53.6915395)"
"HELICOPTER-TM52178:06-02--20200602100935","TM52178:06-02","2020-06-02T10:09:35.000","17","1.1","682","46.6","359.4","53.677972","-113.3808033","POINT (-113.3808033 53.677972)"
"HELICOPTER-TM52178:06-02--20200602074034","TM52178:06-02","2020-06-02T07:40:34.000","19","1","705","39","1.1","53.67233507","-113.4425408","POINT (-113.4425408 53.67233507)"
"HELICOPTER-TM52178:07-05--20200705221136","TM52178:07-05","2020-07-05T22:11:36.000","19","1.2","722","42.5","180.8","53.3940568","-113.4368547","POINT (-113.4368547 53.3940568)"
"HELICOPTER-TM52180:06-02--20200602045943","TM52180:06-02","2020-06-02T04:59:43.000","19","0.9","707","37.5","269","53.65104666","-113.4882622","POINT (-113.4882622 53.65104666)"
"HELICOPTER-TM52178:04-29--20200429072327","TM52178:04-29","2020-04-29T07:23:27.000","18","1.1","680","32.7","95.6","53.65662585","-113.4372686","POINT (-113.4372686 53.65662585)"
"HELICOPTER-TM52178:06-02--20200602070942","TM52178:06-02","2020-06-02T07:09:42.000","17","1.2","692","38.8","90.4","53.6639486","-113.4345317","POINT (-113.4345317 53.6639486)"
"HELICOPTER-TM52180:05-28--20200528122407","TM52180:05-28","2020-05-28T12:24:07.000","18","1","782","37.4","100.2","53.42798624","-113.373122","POINT (-113.373122 53.42798624)"
"HELICOPTER-TM52684:06-02--20200602065453","TM52684:06-02","2020-06-02T06:54:53.000","19","1","733","43.05","178.45","53.67502656","-113.49976215","POINT (-113.49976215 53.67502656)"
"HELICOPTER-TM52178:06-02--20200602085345","TM52178:06-02","2020-06-02T08:53:45.000","19","1.1","671","35.4","180","53.67695391","-113.3937336","POINT (-113.3937336 53.67695391)"
"HELICOPTER-TM52178:05-06--20200506052625","TM52178:05-06","2020-05-06T05:26:25.000","19","1","719","36.7","179.1","53.5052521","-113.7048565","POINT (-113.7048565 53.5052521)"
"HELICOPTER-TM52178:bt-04---20200424191412","TM52178:bt-04-","2020-04-24T19:14:12.000","17","1.1","711","37.5","269","53.56884064","-113.6782156","POINT (-113.6782156 53.56884064)"
"HELICOPTER-TM52180:07-09--20200709053143","TM52180:07-09","2020-07-09T05:31:43.000","20","1.1","724","44.9","171.5","53.66590353","-113.4868642","POINT (-113.4868642 53.66590353)"
"HELICOPTER-TM52178:04-29--20200429054210","TM52178:04-29","2020-04-29T05:42:10.000","19","1","720","30.7","209.8","53.56216874","-113.7293132","POINT (-113.7293132 53.56216874)"
"HELICOPTER-TM52179:04-24--20200424070824","TM52179:04-24","2020-04-24T07:08:24.000","19","1.1","722","54","181.4","53.54536751","-113.6639762","POINT (-113.6639762 53.54536751)"
"HELICOPTER-TM52178:04-30--20200430063500","TM52178:04-30","2020-04-30T06:35:00.000","17","1","676","36.2","179.1","53.58177078","-113.8013645","POINT (-113.8013645 53.58177078)"
"HELICOPTER-TM52180:07-09--20200709135650","TM52180:07-09","2020-07-09T13:56:50.000","18","1.2","691","41.3","269.3","53.65826159","-113.4078718","POINT (-113.4078718 53.65826159)"
"HELICOPTER-TM52178:05-07--20200507071226","TM52178:05-07","2020-05-07T07:12:26.000","17","1.2","691","31.2","0.1","53.69173849","-113.4317449","POINT (-113.4317449 53.69173849)"
"HELICOPTER-TM52178:05-10--20200510082817","TM52178:05-10","2020-05-10T08:28:17.000","17","1.2","734","28.4","279.2","53.46021981","-113.7635314","POINT (-113.7635314 53.46021981)"
"HELICOPTER-TM52180:05-28--20200428084722","TM52180:05-28","2020-04-28T08:47:22.000","17","1.1","766.5","37.900000000000006","39","53.414769480000004","-113.37702279999999","POINT (-113.37702279999999 53.414769480000004)"
"HELICOPTER-TM52178:05-28--20200528135629","TM52178:05-28","2020-05-28T13:56:29.000","18","1","699","29.7","354.95","53.60442663","-113.58403925","POINT (-113.58403925 53.60442663)"
"HELICOPTER-TM52180:05-07--20200507092031","TM52180:05-07","2020-05-07T09:20:31.000","19","1","690","26.5","90.5","53.69295691","-113.4775431","POINT (-113.4775431 53.69295691)"
"HELICOPTER-TM52180:apr 24--20200425105154","TM52180:apr 24","2020-04-25T10:51:54.000","17","1.2","713","38.6","90","53.63653595","-113.5577196","POINT (-113.5577196 53.63653595)"
"HELICOPTER-TM52180:apr 24--20200424200130","TM52180:apr 24","2020-04-24T20:01:30.000","19","1.1","702","37.4","265.7","53.45531006","-113.6550382","POINT (-113.6550382 53.45531006)"
"HELICOPTER-TM52178:05-09--20200509045618","TM52178:05-09","2020-05-09T04:56:18.000","19","1","764","30.3","0.8","53.41379254","-113.2958221","POINT (-113.2958221 53.41379254)"
"HELICOPTER-TM52178:06-05--20200605052350","TM52178:06-05","2020-06-05T05:23:50.000","15","1.3","723","15.4","250.1","53.4149778","-113.5081976","POINT (-113.5081976 53.4149778)"
"HELICOPTER-TM52178:05-10--20200510104029","TM52178:05-10","2020-05-10T10:40:29.000","19","1.1","722","37","304.2","53.47493523","-113.7797454","POINT (-113.7797454 53.47493523)"
"HELICOPTER-TM52180:06-02--20200602100536","TM52180:06-02","2020-06-02T10:05:36.000","19","1.1","681","40.9","178.4","53.67539951","-113.4496664","POINT (-113.4496664 53.67539951)"
"HELICOPTER-TM52178:05-09--20200509070353","TM52178:05-09","2020-05-09T07:03:53.000","17","1.2","746","34.3","0.4","53.40120953","-113.3073035","POINT (-113.3073035 53.40120953)"
"HELICOPTER-TM52180:07-05--20200705061420","TM52180:07-05","2020-07-05T06:14:20.000","19","1","716","49.5","0.95","53.580901749999995","-113.6761542","POINT (-113.6761542 53.580901749999995)"
"HELICOPTER-TM52179:04-27--20200427094224","TM52179:04-27","2020-04-27T09:42:24.000","19","1.1","744","38.7","193.7","53.50680712","-113.3333507","POINT (-113.3333507 53.50680712)"
"HELICOPTER-TM52684:06-04--20200604083610","TM52684:06-04","2020-06-04T08:36:10.000","18","1","689","33.4","270.9","53.70935068","-113.4643315","POINT (-113.4643315 53.70935068)"
"HELICOPTER-TM52178:06-05--20200605090107","TM52178:06-05","2020-06-05T09:01:07.000","19","1","732","26.9","178.2","53.40291439","-113.4320249","POINT (-113.4320249 53.40291439)"
"HELICOPTER-TM52178:05-28--20200528060948","TM52178:05-28","2020-05-28T06:09:48.000","17","1.3","726","38.650000000000006","287.7","53.58469821","-113.6843648","POINT (-113.6843648 53.58469821)"
"HELICOPTER-TM52178:07-06--20200706102643","TM52178:07-06","2020-07-06T10:26:43.000","18","1.1","767","44.6","257.6","53.41172507","-113.3621939","POINT (-113.3621939 53.41172507)"
"HELICOPTER-TM52180:05-28--20200528084424","TM52180:05-28","2020-05-28T08:44:24.000","19","1.1","737","32.75","295.35","53.45347907","-113.34742845","POINT (-113.34742845 53.45347907)"
"HELICOPTER-TM52178:07-06--20200706064124","TM52178:07-06","2020-07-06T06:41:24.000","19","1","737","45","183.8","53.46369812","-113.3530652","POINT (-113.3530652 53.46369812)"
"HELICOPTER-TM52180:06-01--20200601184955","TM52180:06-01","2020-06-01T18:49:55.000","17","1.3","698","35.75","35.099999999999994","53.650444205","-113.4810501","POINT (-113.4810501 53.650444205)"
"HELICOPTER-TM52180:04-30--20200430062102","TM52180:04-30","2020-04-30T06:21:02.000","19","1.1","677","34.4","181.4","53.60772035","-113.2559684","POINT (-113.2559684 53.60772035)"
"HELICOPTER-TM52178:05-10--20200510104423","TM52178:05-10","2020-05-10T10:44:23.000","19","1.1","721","34.1","2.3","53.47284696","-113.7813906","POINT (-113.7813906 53.47284696)"
"HELICOPTER-TM52180:05-05--20200505075442","TM52180:05-05","2020-05-05T07:54:42.000","18","1","726","36.6","354.2","53.39408307","-113.4682796","POINT (-113.4682796 53.39408307)"
"HELICOPTER-TM52178:05-05--20200505052205","TM52178:05-05","2020-05-05T05:22:05.000","19","1","726","39.1","93.1","53.41688317","-113.702401","POINT (-113.702401 53.41688317)"
"HELICOPTER-TM52180:05-09--20200509093824","TM52180:05-09","2020-05-09T09:38:24.000","17","1.2","731","38.8","90.35","53.380089145","-113.37116689999999","POINT (-113.37116689999999 53.380089145)"
"HELICOPTER-TM52178:07-05--20200705201457","TM52178:07-05","2020-07-05T20:14:57.000","19","1","778","42.6","188.4","53.43309187","-113.3668121","POINT (-113.3668121 53.43309187)"
"HELICOPTER-TM52178:04-30--20200430064443","TM52178:04-30","2020-04-30T06:44:43.000","17","1","688","36.9","179.5","53.58140313","-113.8053641","POINT (-113.8053641 53.58140313)"
"HELICOPTER-TM52179:04-30--20200430065944","TM52179:04-30","2020-04-30T06:59:44.000","20","1","705","33.9","85.5","53.39182854","-113.5177154","POINT (-113.5177154 53.39182854)"
"HELICOPTER-TM52179:04-29--20200429095723","TM52179:04-29","2020-04-29T09:57:23.000","19","1","699","35.7","270.4","53.65148972","-113.4467676","POINT (-113.4467676 53.65148972)"
"HELICOPTER-TM52180:05-29--20200529065155","TM52180:05-29","2020-05-29T06:51:55.000","16","1.2","702","42.5","355.3","53.63179685","-113.552595","POINT (-113.552595 53.63179685)"
"HELICOPTER-TM52178:05-09--20200509075036","TM52178:05-09","2020-05-09T07:50:36.000","19","1","745","38.5","354.7","53.40078652","-113.3039965","POINT (-113.3039965 53.40078652)"
"HELICOPTER-TM52180:07-08--20200708204218","TM52180:07-08","2020-07-08T20:42:18.000","20","1.1","696","37","205.6","53.6323563","-113.5507054","POINT (-113.5507054 53.6323563)"
"HELICOPTER-TM52180:05-13--20200513070403","TM52180:05-13","2020-05-13T07:04:03.000","18","0.9","752","37.5","189.2","53.37470487","-113.348841","POINT (-113.348841 53.37470487)"
"HELICOPTER-TM52180:05-12--20200512205428","TM52180:05-12","2020-05-12T20:54:28.000","20","1","760","33","326","53.4018799","-113.346872","POINT (-113.346872 53.4018799)"
"HELICOPTER-TM52178:07-06--20200705055627","TM52178:07-06","2020-07-05T05:56:27.000","18","1.1","743","43.7","91.4","53.43674553","-113.4336408","POINT (-113.4336408 53.43674553)"
"HELICOPTER-TM52180:05-29--20200429113437","TM52180:05-29","2020-04-29T11:34:37.000","18","1.1","698","37.2","181.2","53.71233037","-113.4057716","POINT (-113.4057716 53.71233037)"
"HELICOPTER-TM52180:05-09--20200509092632","TM52180:05-09","2020-05-09T09:26:32.000","18","1","726","40.2","90.9","53.37715585","-113.3793445","POINT (-113.3793445 53.37715585)"
