"ward","age","female","male"
"Ward 3","78","109","84"
"Ward 3","79","97","73"
"Ward 3","80","76","96"
"Ward 3","81","98","81"
"Ward 3","82","85","67"
"Ward 3","83","66","43"
"Ward 3","84","46","49"
"Ward 3","85+","245","175"
"Ward 3","No Response","3692","4051"
"Ward 4","0","345","386"
"Ward 4","1","444","411"
"Ward 4","2","391","433"
"Ward 4","3","445","434"
"Ward 4","4","398","456"
"Ward 4","5","415","407"
"Ward 4","6","365","385"
"Ward 4","7","353","389"
"Ward 4","8","340","383"
"Ward 4","9","377","335"
"Ward 4","10","336","364"
"Ward 4","11","373","374"
"Ward 4","12","368","383"
"Ward 4","13","363","346"
"Ward 4","14","377","372"
"Ward 4","15","361","414"
"Ward 4","16","396","389"
"Ward 4","17","363","368"
"Ward 4","18","397","384"
"Ward 4","19","412","421"
"Ward 4","20","411","461"
"Ward 4","21","513","487"
"Ward 4","22","485","483"
"Ward 4","23","497","509"
"Ward 4","24","513","472"
"Ward 4","25","553","542"
"Ward 4","26","545","545"
"Ward 4","27","496","549"
"Ward 4","28","549","546"
"Ward 4","29","520","574"
"Ward 4","30","569","520"
"Ward 4","31","500","547"
"Ward 4","32","510","538"
"Ward 4","33","436","478"
"Ward 4","34","486","476"
"Ward 4","35","480","473"
"Ward 4","36","454","442"
"Ward 4","37","422","430"
"Ward 4","38","397","414"
"Ward 4","39","416","400"
"Ward 4","40","410","404"
"Ward 4","41","403","419"
"Ward 4","42","418","399"
"Ward 4","43","405","413"
"Ward 4","44","442","409"
"Ward 4","45","394","420"
"Ward 4","46","356","408"
"Ward 4","47","442","425"
"Ward 4","48","461","433"
"Ward 4","49","476","474"
"Ward 4","50","451","388"
"Ward 4","51","448","448"
"Ward 4","52","444","433"
"Ward 4","53","433","430"
"Ward 4","54","428","437"
"Ward 4","55","394","421"
"Ward 4","56","409","384"
"Ward 4","57","367","348"
"Ward 4","58","356","329"
"Ward 4","59","319","337"
"Ward 4","60","333","324"
"Ward 4","61","307","329"
"Ward 4","62","285","273"
"Ward 4","63","279","259"
"Ward 4","64","267","239"
"Ward 4","65","266","270"
"Ward 4","66","220","186"
"Ward 4","67","208","178"
"Ward 4","68","211","196"
"Ward 4","69","164","166"
"Ward 4","70","166","130"
"Ward 4","71","166","145"
"Ward 4","72","139","129"
"Ward 4","73","132","117"
"Ward 4","74","126","119"
"Ward 4","75","107","86"
"Ward 4","76","115","103"
"Ward 4","77","78","75"
"Ward 4","78","118","82"
"Ward 4","79","83","83"
"Ward 4","80","74","67"
"Ward 4","81","62","64"
"Ward 4","82","79","62"
"Ward 4","83","53","40"
"Ward 4","84","48","35"
"Ward 4","85+","188","130"
"Ward 4","No Response","5001","5160"
"Ward 5","0","325","332"
"Ward 5","1","384","379"
"Ward 5","2","405","407"
"Ward 5","3","376","378"
"Ward 5","4","393","384"
"Ward 5","5","361","388"
"Ward 5","6","354","359"
"Ward 5","7","334","348"
"Ward 5","8","315","348"
"Ward 5","9","321","345"
"Ward 5","10","306","351"
"Ward 5","11","312","326"
"Ward 5","12","325","335"
"Ward 5","13","327","342"
"Ward 5","14","349","361"
"Ward 5","15","311","384"
"Ward 5","16","349","380"
"Ward 5","17","380","365"
"Ward 5","18","372","398"
"Ward 5","19","412","361"
"Ward 5","20","434","402"
"Ward 5","21","431","451"
"Ward 5","22","460","454"
"Ward 5","23","409","434"
"Ward 5","24","423","433"
"Ward 5","25","442","457"
"Ward 5","26","418","460"
"Ward 5","27","414","471"
"Ward 5","28","451","464"
"Ward 5","29","453","440"
"Ward 5","30","448","445"
"Ward 5","31","470","428"
"Ward 5","32","455","454"
"Ward 5","33","477","438"
"Ward 5","34","404","438"
"Ward 5","35","449","377"
"Ward 5","36","443","430"
"Ward 5","37","461","398"
"Ward 5","38","385","414"
"Ward 5","39","405","382"
"Ward 5","40","450","394"
"Ward 5","41","415","418"
"Ward 5","42","416","392"
"Ward 5","43","406","346"
"Ward 5","44","423","429"
"Ward 5","45","389","344"
"Ward 5","46","376","408"
"Ward 5","47","415","404"
"Ward 5","48","460","406"
"Ward 5","49","515","439"
"Ward 5","50","515","429"
"Ward 5","51","438","433"
"Ward 5","52","484","404"
"Ward 5","53","459","423"
"Ward 5","54","444","411"
"Ward 5","55","402","405"
"Ward 5","56","431","381"
"Ward 5","57","380","405"
"Ward 5","58","364","350"
"Ward 5","59","314","316"
"Ward 5","60","311","293"
"Ward 5","61","312","290"
"Ward 5","62","281","283"
"Ward 5","63","254","235"
"Ward 5","64","269","242"
"Ward 5","65","249","245"
"Ward 5","66","177","196"
"Ward 5","67","170","148"
"Ward 5","68","176","150"
"Ward 5","69","166","130"
"Ward 5","70","142","120"
"Ward 5","71","164","133"
"Ward 5","72","144","104"
"Ward 5","73","124","138"
"Ward 5","74","123","105"
"Ward 5","75","115","113"
"Ward 5","76","116","104"
"Ward 5","77","99","82"
"Ward 5","78","102","81"
"Ward 5","79","107","74"
"Ward 5","80","109","82"
"Ward 5","81","96","75"
"Ward 5","82","78","66"
"Ward 5","83","98","55"
"Ward 5","84","60","47"
"Ward 5","85+","298","198"
"Ward 5","No Response","5042","5118"
"Ward 6","0","230","204"
"Ward 6","1","194","206"
"Ward 6","2","177","167"
"Ward 6","3","154","159"
"Ward 6","4","140","185"
"Ward 6","5","118","155"
"Ward 6","6","105","128"
"Ward 6","7","115","123"
"Ward 6","8","126","121"
"Ward 6","9","124","115"
"Ward 6","10","115","112"
"Ward 6","11","100","100"
"Ward 6","12","114","110"
"Ward 6","13","91","95"
"Ward 6","14","109","107"
"Ward 6","15","115","122"
"Ward 6","16","119","112"
"Ward 6","17","135","136"
"Ward 6","18","225","196"
"Ward 6","19","397","290"
"Ward 6","20","461","361"
"Ward 6","21","569","471"
"Ward 6","22","631","625"
"Ward 6","23","690","690"
"Ward 6","24","634","672"
"Ward 6","25","688","728"
"Ward 6","26","700","729"
"Ward 6","27","686","735"
"Ward 6","28","612","731"
"Ward 6","29","647","747"
"Ward 6","30","550","664"
"Ward 6","31","500","663"
"Ward 6","32","445","577"
"Ward 6","33","406","613"
"Ward 6","34","375","483"
"Ward 6","35","337","483"
"Ward 6","36","340","484"
"Ward 6","37","286","443"
"Ward 6","38","299","363"
"Ward 6","39","248","397"
"Ward 6","40","267","363"
"Ward 6","41","288","380"
"Ward 6","42","270","346"
"Ward 6","43","321","317"
"Ward 6","44","245","337"
"Ward 6","45","268","321"
"Ward 6","46","267","322"
"Ward 6","47","274","361"
"Ward 6","48","269","362"
"Ward 6","49","290","363"
"Ward 6","50","305","363"
"Ward 6","51","328","348"
"Ward 6","52","321","354"
"Ward 6","53","333","354"
"Ward 6","54","308","359"
"Ward 6","55","321","341"
"Ward 6","56","294","361"
"Ward 6","57","338","390"
"Ward 6","58","291","307"
"Ward 6","59","298","307"
"Ward 6","60","283","280"
"Ward 6","61","230","262"
"Ward 6","62","235","272"
"Ward 6","63","262","230"
"Ward 6","64","244","275"
"Ward 6","65","232","248"
"Ward 6","66","198","205"
"Ward 6","67","178","176"
"Ward 6","68","190","141"
"Ward 6","69","165","156"
"Ward 6","70","154","140"
"Ward 6","71","147","133"
"Ward 6","72","137","110"
"Ward 6","73","152","122"
"Ward 6","74","137","103"
"Ward 6","75","137","100"
"Ward 6","76","147","115"
"Ward 6","77","121","101"
"Ward 6","78","151","119"
"Ward 6","79","137","101"
"Ward 6","80","118","95"
"Ward 6","81","135","80"
"Ward 6","82","116","96"
"Ward 6","83","116","82"
"Ward 6","84","117","79"
"Ward 6","85+","714","368"
"Ward 6","No Response","8491","10127"
"Ward 7","0","252","284"
"Ward 7","1","284","288"
"Ward 7","2","282","269"
"Ward 7","3","250","293"
"Ward 7","4","239","262"
"Ward 7","5","269","284"
"Ward 7","6","260","266"
"Ward 7","7","243","226"
"Ward 7","8","217","229"
"Ward 7","9","233","271"
"Ward 7","10","217","245"
"Ward 7","11","232","232"
"Ward 7","12","238","224"
"Ward 7","13","233","257"
"Ward 7","14","228","262"
"Ward 7","15","259","248"
"Ward 7","16","279","280"
"Ward 7","17","245","265"
"Ward 7","18","304","314"
"Ward 7","19","307","339"
"Ward 7","20","322","352"
"Ward 7","21","336","378"
"Ward 7","22","375","370"
"Ward 7","23","332","386"
"Ward 7","24","334","379"
"Ward 7","25","337","370"
"Ward 7","26","401","432"
"Ward 7","27","363","446"
"Ward 7","28","358","396"
"Ward 7","29","361","398"
"Ward 7","30","376","385"
"Ward 7","31","326","398"
"Ward 7","32","340","371"
"Ward 7","33","348","345"
"Ward 7","34","300","343"
"Ward 7","35","309","348"
"Ward 7","36","325","372"
"Ward 7","37","323","296"
"Ward 7","38","277","308"
"Ward 7","39","322","300"
"Ward 7","40","282","329"
"Ward 7","41","331","343"
"Ward 7","42","338","361"
"Ward 7","43","326","354"
"Ward 7","44","303","366"
"Ward 7","45","317","347"
"Ward 7","46","345","405"
"Ward 7","47","356","416"
"Ward 7","48","376","411"
"Ward 7","49","405","427"
"Ward 7","50","359","435"
"Ward 7","51","417","448"
"Ward 7","52","370","426"
"Ward 7","53","315","423"
"Ward 7","54","366","392"
"Ward 7","55","354","373"
"Ward 7","56","326","356"
"Ward 7","57","324","355"
"Ward 7","58","299","336"
"Ward 7","59","265","317"
"Ward 7","60","257","292"
"Ward 7","61","257","270"
"Ward 7","62","243","221"
"Ward 7","63","242","241"
"Ward 7","64","257","237"
"Ward 7","65","244","253"
"Ward 7","66","243","198"
"Ward 7","67","207","202"
"Ward 7","68","189","201"
"Ward 7","69","232","193"
"Ward 7","70","230","190"
"Ward 7","71","205","194"
"Ward 7","72","222","196"
"Ward 7","73","192","166"
"Ward 7","74","214","154"
"Ward 7","75","206","153"
"Ward 7","76","180","158"
"Ward 7","77","192","153"
"Ward 7","78","191","150"
"Ward 7","79","184","157"
"Ward 7","80","166","131"
"Ward 7","81","173","135"
"Ward 7","82","141","121"
"Ward 7","83","143","85"
"Ward 7","84","107","87"
"Ward 7","85+","603","331"
"Ward 7","No Response","5420","6290"
"Ward 8","0","186","212"
"Ward 8","1","192","228"
"Ward 8","2","177","198"
"Ward 8","3","185","209"
"Ward 8","4","166","183"
"Ward 8","5","176","178"
"Ward 8","6","168","161"
"Ward 8","7","190","159"
"Ward 8","8","170","159"
"Ward 8","9","171","164"
"Ward 8","10","171","172"
"Ward 8","11","189","190"
"Ward 8","12","175","164"
"Ward 8","13","191","180"
"Ward 8","14","199","188"
"Ward 8","15","190","209"
"Ward 8","16","215","175"
"Ward 8","17","190","209"
"Ward 8","18","280","300"
"Ward 8","19","395","336"
"Ward 8","20","542","467"
"Ward 8","21","692","600"
"Ward 8","22","686","759"
"Ward 8","23","669","753"
"Ward 8","24","669","669"
"Ward 8","25","628","676"
"Ward 8","26","572","690"
"Ward 8","27","561","657"
"Ward 8","28","512","562"
"Ward 8","29","497","545"
"Ward 8","30","434","514"
"Ward 8","31","379","457"
"Ward 8","32","387","482"
"Ward 8","33","320","379"
"Ward 8","34","300","355"
"Ward 8","35","320","327"
"Ward 8","36","281","327"
"Ward 8","37","293","297"
"Ward 8","38","242","269"
"Ward 8","39","250","293"
"Ward 8","40","252","257"
"Ward 8","41","267","309"
"Ward 8","42","289","296"
"Ward 8","43","322","295"
"Ward 8","44","260","290"
"Ward 8","45","256","279"
"Ward 8","46","287","317"
"Ward 8","47","312","319"
"Ward 8","48","323","342"
"Ward 8","49","336","353"
"Ward 8","50","352","335"
"Ward 8","51","357","349"
"Ward 8","52","357","372"
"Ward 8","53","353","322"
"Ward 8","54","356","352"
"Ward 8","55","332","360"
"Ward 8","56","306","378"
"Ward 8","57","338","367"
"Ward 8","58","307","333"
"Ward 8","59","271","321"
"Ward 8","60","255","268"
"Ward 8","61","245","262"
"Ward 8","62","225","236"
"Ward 8","63","228","230"
"Ward 8","64","228","236"
"Ward 8","65","243","225"
"Ward 8","66","187","165"
"Ward 8","67","178","159"
"Ward 8","68","181","154"
"Ward 8","69","199","157"
"Ward 8","70","169","123"
"Ward 8","71","201","151"
"Ward 8","72","181","141"
"Ward 8","73","165","123"
"Ward 8","74","199","130"
"Ward 8","75","193","122"
"Ward 8","76","205","139"
"Ward 8","77","183","136"
"Ward 8","78","180","136"
"Ward 8","79","156","114"
"Ward 8","80","181","139"
"Ward 8","81","162","152"
"Ward 8","82","151","123"
"Ward 8","83","157","134"
"Ward 8","84","153","89"
"Ward 8","85+","696","422"
"Ward 8","No Response","6877","7725"
"Ward 9","0","442","501"
"Ward 9","1","536","535"
"Ward 9","2","555","565"
"Ward 9","3","532","579"
"Ward 9","4","510","540"
"Ward 9","5","528","533"
"Ward 9","6","481","496"
"Ward 9","7","465","480"
"Ward 9","8","440","490"
"Ward 9","9","433","448"
"Ward 9","10","429","428"
"Ward 9","11","429","459"
"Ward 9","12","456","436"
"Ward 9","13","412","433"
"Ward 9","14","432","403"
"Ward 9","15","435","426"
"Ward 9","16","427","412"
"Ward 9","17","473","415"
"Ward 9","18","390","434"
"Ward 9","19","420","408"
"Ward 9","20","446","452"
"Ward 9","21","485","403"
"Ward 9","22","474","465"
"Ward 9","23","483","461"
"Ward 9","24","461","444"
"Ward 9","25","496","476"
"Ward 9","26","561","522"
"Ward 9","27","555","551"
"Ward 9","28","569","552"
"Ward 9","29","568","556"
"Ward 9","30","591","580"
"Ward 9","31","595","559"
"Ward 9","32","590","553"
"Ward 9","33","627","581"
"Ward 9","34","611","532"
"Ward 9","35","606","580"
"Ward 9","36","623","586"
"Ward 9","37","548","547"
"Ward 9","38","580","539"
"Ward 9","39","565","543"
"Ward 9","40","584","574"
"Ward 9","41","586","595"
"Ward 9","42","579","542"
"Ward 9","43","597","612"
"Ward 9","44","533","493"
"Ward 9","45","540","497"
"Ward 9","46","523","527"
"Ward 9","47","532","518"
"Ward 9","48","527","524"
"Ward 9","49","521","554"
"Ward 9","50","526","460"
"Ward 9","51","549","521"
"Ward 9","52","486","468"
"Ward 9","53","497","444"
"Ward 9","54","466","447"
"Ward 9","55","482","480"
"Ward 9","56","467","506"
"Ward 9","57","437","437"
"Ward 9","58","447","411"
"Ward 9","59","413","373"
"Ward 9","60","359","371"
"Ward 9","61","349","353"
"Ward 9","62","322","340"
"Ward 9","63","321","292"
"Ward 9","64","312","280"
"Ward 9","65","265","289"
"Ward 9","66","244","211"
"Ward 9","67","247","214"
"Ward 9","68","186","211"
"Ward 9","69","206","185"
"Ward 9","70","194","191"
"Ward 9","71","165","164"
"Ward 9","72","146","154"
"Ward 9","73","155","148"
"Ward 9","74","130","140"
"Ward 9","75","135","108"
"Ward 9","76","139","111"
"Ward 9","77","118","108"
"Ward 9","78","113","108"
"Ward 9","79","109","91"
"Ward 9","80","117","109"
"Ward 9","81","102","85"
"Ward 9","82","87","85"
"Ward 9","83","81","75"
"Ward 9","84","83","64"
"Ward 9","85+","421","260"
"Ward 9","No Response","4966","5023"
"Ward 10","0","269","250"
"Ward 10","1","292","267"
"Ward 10","2","290","276"
"Ward 10","3","276","279"
"Ward 10","4","264","292"
"Ward 10","5","271","287"
"Ward 10","6","280","241"
"Ward 10","7","239","294"
"Ward 10","8","231","262"
"Ward 10","9","265","243"
"Ward 10","10","219","241"
"Ward 10","11","241","268"
"Ward 10","12","253","273"
"Ward 10","13","271","273"
"Ward 10","14","254","272"
"Ward 10","15","239","317"
"Ward 10","16","221","312"
"Ward 10","17","271","313"
"Ward 10","18","319","341"
"Ward 10","19","344","386"
"Ward 10","20","439","401"
"Ward 10","21","483","467"
"Ward 10","22","455","450"
"Ward 10","23","417","451"
"Ward 10","24","416","439"
"Ward 10","25","429","454"
"Ward 10","26","417","433"
"Ward 10","27","381","405"
"Ward 10","28","407","409"
"Ward 10","29","380","433"
"Ward 10","30","377","436"
"Ward 10","31","407","397"
"Ward 10","32","347","420"
"Ward 10","33","388","378"
"Ward 10","34","339","364"
"Ward 10","35","348","358"
"Ward 10","36","338","370"
"Ward 10","37","320","313"
"Ward 10","38","304","306"
"Ward 10","39","298","351"
"Ward 10","40","324","295"
"Ward 10","41","365","317"
"Ward 10","42","333","347"
"Ward 10","43","350","361"
"Ward 10","44","350","307"
"Ward 10","45","302","289"
"Ward 10","46","346","368"
"Ward 10","47","377","367"
"Ward 10","48","356","367"
"Ward 10","49","367","355"
"Ward 10","50","338","359"
"Ward 10","51","365","345"
"Ward 10","52","348","340"
"Ward 10","53","352","322"
"Ward 10","54","323","332"
"Ward 10","55","377","346"
"Ward 10","56","325","318"
"Ward 10","57","348","315"
"Ward 10","58","321","281"
"Ward 10","59","294","289"
"Ward 10","60","259","254"
"Ward 10","61","270","247"
"Ward 10","62","254","220"
"Ward 10","63","271","209"
"Ward 10","64","268","243"
"Ward 10","65","274","271"
"Ward 10","66","224","194"
"Ward 10","67","239","195"
"Ward 10","68","219","186"
"Ward 10","69","202","165"
"Ward 10","70","206","177"
"Ward 10","71","208","152"
"Ward 10","72","223","162"
"Ward 10","73","179","167"
"Ward 10","74","186","152"
"Ward 10","75","167","168"
"Ward 10","76","174","144"
"Ward 10","77","186","128"
"Ward 10","78","143","138"
"Ward 10","79","152","129"
"Ward 10","80","166","124"
"Ward 10","81","148","140"
"Ward 10","82","134","95"
"Ward 10","83","119","85"
"Ward 10","84","107","76"
"Ward 10","85+","539","342"
"Ward 10","No Response","4615","4917"
"Ward 11","0","251","293"
"Ward 11","1","331","325"
"Ward 11","2","315","311"
"Ward 11","3","325","332"
"Ward 11","4","322","323"
"Ward 11","5","291","294"
"Ward 11","6","282","329"
"Ward 11","7","321","301"
"Ward 11","8","306","331"
"Ward 11","9","284","317"
"Ward 11","10","359","325"
"Ward 11","11","290","288"
"Ward 11","12","321","329"
"Ward 11","13","303","328"
"Ward 11","14","311","289"
"Ward 11","15","303","321"
"Ward 11","16","330","333"
"Ward 11","17","336","320"
"Ward 11","18","328","352"
"Ward 11","19","332","322"
"Ward 11","20","381","367"
"Ward 11","21","400","370"
"Ward 11","22","382","447"
"Ward 11","23","381","416"
"Ward 11","24","382","403"
"Ward 11","25","407","445"
"Ward 11","26","414","438"
"Ward 11","27","396","436"
"Ward 11","28","427","473"
"Ward 11","29","421","412"
"Ward 11","30","444","399"
"Ward 11","31","446","459"
"Ward 11","32","439","392"
"Ward 11","33","387","444"
"Ward 11","34","358","409"
"Ward 11","35","386","391"
"Ward 11","36","361","382"
"Ward 11","37","381","381"
"Ward 11","38","359","389"
"Ward 11","39","362","363"
"Ward 11","40","317","396"
"Ward 11","41","338","365"
"Ward 11","42","355","372"
"Ward 11","43","359","332"
"Ward 11","44","308","337"
"Ward 11","45","327","311"
"Ward 11","46","347","310"
"Ward 11","47","369","364"
"Ward 11","48","381","374"
"Ward 11","49","419","390"
"Ward 11","50","369","390"
"Ward 11","51","403","406"
"Ward 11","52","412","347"
"Ward 11","53","431","384"
"Ward 11","54","399","383"
"Ward 11","55","368","386"
"Ward 11","56","398","375"
"Ward 11","57","384","371"
"Ward 11","58","366","354"
"Ward 11","59","387","360"
"Ward 11","60","366","332"
"Ward 11","61","316","325"
"Ward 11","62","332","308"
"Ward 11","63","289","278"
"Ward 11","64","302","303"
"Ward 11","65","271","270"
"Ward 11","66","201","213"
"Ward 11","67","202","185"
"Ward 11","68","189","190"
"Ward 11","69","200","199"
"Ward 11","70","175","151"
"Ward 11","71","136","161"
"Ward 11","72","133","120"
"Ward 11","73","139","121"
"Ward 11","74","126","133"
"Ward 11","75","120","100"
"Ward 11","76","107","96"
"Ward 11","77","105","89"
"Ward 11","78","128","81"
"Ward 11","79","136","80"
"Ward 11","80","128","73"
"Ward 11","81","115","89"
"Ward 11","82","117","76"
"Ward 11","83","98","67"
"Ward 11","84","74","55"
"Ward 11","85+","472","298"
"Ward 11","No Response","4040","4444"
"Ward 12","0","488","476"
"Ward 12","1","498","561"
"Ward 12","2","522","578"
"Ward 12","3","538","519"
"Ward 12","4","519","572"
"Ward 12","5","489","521"
"Ward 12","6","427","480"
"Ward 12","7","482","461"
"Ward 12","8","433","434"
"Ward 12","9","442","451"
"Ward 12","10","414","425"
"Ward 12","11","428","413"
"Ward 12","12","387","460"
"Ward 12","13","429","450"
"Ward 12","14","423","452"
"Ward 12","15","379","437"
"Ward 12","16","454","456"
"Ward 12","17","381","462"
"Ward 12","18","370","437"
"Ward 12","19","386","424"
"Ward 12","20","419","421"
"Ward 12","21","434","482"
"Ward 12","22","379","504"
"Ward 12","23","470","489"
"Ward 12","24","487","488"
"Ward 12","25","553","541"
"Ward 12","26","586","599"
"Ward 12","27","660","583"
"Ward 12","28","635","647"
"Ward 12","29","696","711"
"Ward 12","30","676","671"
"Ward 12","31","688","687"
"Ward 12","32","680","691"
"Ward 12","33","670","654"
"Ward 12","34","597","628"
"Ward 12","35","574","592"
"Ward 12","36","605","626"
