"neighbourhood","age","female","male"
"ANTHONY HENDAY SOUTH","81","0","0"
"ANTHONY HENDAY SOUTH","82","0","0"
"ANTHONY HENDAY SOUTH","83","0","0"
"ANTHONY HENDAY SOUTH","84","0","0"
"ANTHONY HENDAY SOUTH","85+","0","0"
"ANTHONY HENDAY SOUTH","No Response","0","0"
"ANTHONY HENDAY SOUTH WEST","0","0","0"
"ANTHONY HENDAY SOUTH WEST","1","0","0"
"ANTHONY HENDAY SOUTH WEST","2","0","0"
"ANTHONY HENDAY SOUTH WEST","3","0","0"
"ANTHONY HENDAY SOUTH WEST","4","0","0"
"ANTHONY HENDAY SOUTH WEST","5","0","0"
"ANTHONY HENDAY SOUTH WEST","6","0","0"
"ANTHONY HENDAY SOUTH WEST","7","0","0"
"ANTHONY HENDAY SOUTH WEST","8","0","0"
"ANTHONY HENDAY SOUTH WEST","9","0","0"
"ANTHONY HENDAY SOUTH WEST","10","0","0"
"ANTHONY HENDAY SOUTH WEST","11","0","0"
"ANTHONY HENDAY SOUTH WEST","12","0","0"
"ANTHONY HENDAY SOUTH WEST","13","0","0"
"ANTHONY HENDAY SOUTH WEST","14","0","0"
"ANTHONY HENDAY SOUTH WEST","15","0","0"
"ANTHONY HENDAY SOUTH WEST","16","0","0"
"ANTHONY HENDAY SOUTH WEST","17","0","0"
"ANTHONY HENDAY SOUTH WEST","18","0","0"
"ANTHONY HENDAY SOUTH WEST","19","0","0"
"ANTHONY HENDAY SOUTH WEST","20","0","0"
"ANTHONY HENDAY SOUTH WEST","21","0","0"
"ANTHONY HENDAY SOUTH WEST","22","0","0"
"ANTHONY HENDAY SOUTH WEST","23","0","0"
"ANTHONY HENDAY SOUTH WEST","24","0","0"
"ANTHONY HENDAY SOUTH WEST","25","0","0"
"ANTHONY HENDAY SOUTH WEST","26","0","0"
"ANTHONY HENDAY SOUTH WEST","27","0","0"
"ANTHONY HENDAY SOUTH WEST","28","0","0"
"ANTHONY HENDAY SOUTH WEST","29","0","0"
"ANTHONY HENDAY SOUTH WEST","30","0","0"
"ANTHONY HENDAY SOUTH WEST","31","0","0"
"ANTHONY HENDAY SOUTH WEST","32","0","0"
"ANTHONY HENDAY SOUTH WEST","33","0","0"
"ANTHONY HENDAY SOUTH WEST","34","0","0"
"ANTHONY HENDAY SOUTH WEST","35","0","0"
"ANTHONY HENDAY SOUTH WEST","36","0","0"
"ANTHONY HENDAY SOUTH WEST","37","0","0"
"ANTHONY HENDAY SOUTH WEST","38","0","0"
"ANTHONY HENDAY SOUTH WEST","39","0","0"
"ANTHONY HENDAY SOUTH WEST","40","0","0"
"ANTHONY HENDAY SOUTH WEST","41","0","0"
"ANTHONY HENDAY SOUTH WEST","42","0","0"
"ANTHONY HENDAY SOUTH WEST","43","0","0"
"ANTHONY HENDAY SOUTH WEST","44","0","0"
"ANTHONY HENDAY SOUTH WEST","45","0","0"
"ANTHONY HENDAY SOUTH WEST","46","0","0"
"ANTHONY HENDAY SOUTH WEST","47","0","0"
"ANTHONY HENDAY SOUTH WEST","48","0","0"
"ANTHONY HENDAY SOUTH WEST","49","0","0"
"ANTHONY HENDAY SOUTH WEST","50","0","0"
"ANTHONY HENDAY SOUTH WEST","51","0","0"
"ANTHONY HENDAY SOUTH WEST","52","0","0"
"ANTHONY HENDAY SOUTH WEST","53","0","0"
"ANTHONY HENDAY SOUTH WEST","54","0","0"
"ANTHONY HENDAY SOUTH WEST","55","0","0"
"ANTHONY HENDAY SOUTH WEST","56","0","0"
"ANTHONY HENDAY SOUTH WEST","57","0","0"
"ANTHONY HENDAY SOUTH WEST","58","0","0"
"ANTHONY HENDAY SOUTH WEST","59","0","0"
"ANTHONY HENDAY SOUTH WEST","60","0","0"
"ANTHONY HENDAY SOUTH WEST","61","0","0"
"ANTHONY HENDAY SOUTH WEST","62","0","0"
"ANTHONY HENDAY SOUTH WEST","63","0","0"
"ANTHONY HENDAY SOUTH WEST","64","0","0"
"ANTHONY HENDAY SOUTH WEST","65","0","0"
"ANTHONY HENDAY SOUTH WEST","66","0","0"
"ANTHONY HENDAY SOUTH WEST","67","0","0"
"ANTHONY HENDAY SOUTH WEST","68","0","0"
"ANTHONY HENDAY SOUTH WEST","69","0","0"
"ANTHONY HENDAY SOUTH WEST","70","0","0"
"ANTHONY HENDAY SOUTH WEST","71","0","0"
"ANTHONY HENDAY SOUTH WEST","72","0","0"
"ANTHONY HENDAY SOUTH WEST","73","0","0"
"ANTHONY HENDAY SOUTH WEST","74","0","0"
"ANTHONY HENDAY SOUTH WEST","75","0","0"
"ANTHONY HENDAY SOUTH WEST","76","0","0"
"ANTHONY HENDAY SOUTH WEST","77","0","0"
"ANTHONY HENDAY SOUTH WEST","78","0","0"
"ANTHONY HENDAY SOUTH WEST","79","0","0"
"ANTHONY HENDAY SOUTH WEST","80","0","0"
"ANTHONY HENDAY SOUTH WEST","81","0","0"
"ANTHONY HENDAY SOUTH WEST","82","0","0"
"ANTHONY HENDAY SOUTH WEST","83","0","0"
"ANTHONY HENDAY SOUTH WEST","84","0","0"
"ANTHONY HENDAY SOUTH WEST","85+","0","0"
"ANTHONY HENDAY SOUTH WEST","No Response","0","0"
"ANTHONY HENDAY SOUTHEAST","0","0","0"
"ANTHONY HENDAY SOUTHEAST","1","0","0"
"ANTHONY HENDAY SOUTHEAST","2","0","0"
"ANTHONY HENDAY SOUTHEAST","3","0","0"
"ANTHONY HENDAY SOUTHEAST","4","0","0"
"ANTHONY HENDAY SOUTHEAST","5","0","0"
"ANTHONY HENDAY SOUTHEAST","6","0","0"
"ANTHONY HENDAY SOUTHEAST","7","0","0"
"ANTHONY HENDAY SOUTHEAST","8","0","0"
"ANTHONY HENDAY SOUTHEAST","9","0","0"
"ANTHONY HENDAY SOUTHEAST","10","0","0"
"ANTHONY HENDAY SOUTHEAST","11","0","0"
"ANTHONY HENDAY SOUTHEAST","12","0","0"
"ANTHONY HENDAY SOUTHEAST","13","0","0"
"ANTHONY HENDAY SOUTHEAST","14","0","0"
"ANTHONY HENDAY SOUTHEAST","15","0","0"
"ANTHONY HENDAY SOUTHEAST","16","0","0"
"ANTHONY HENDAY SOUTHEAST","17","0","0"
"ANTHONY HENDAY SOUTHEAST","18","0","0"
"ANTHONY HENDAY SOUTHEAST","19","0","0"
"ANTHONY HENDAY SOUTHEAST","20","0","0"
"ANTHONY HENDAY SOUTHEAST","21","0","0"
"ANTHONY HENDAY SOUTHEAST","22","0","0"
"ANTHONY HENDAY SOUTHEAST","23","0","0"
"ANTHONY HENDAY SOUTHEAST","24","0","0"
"ANTHONY HENDAY SOUTHEAST","25","0","0"
"ANTHONY HENDAY SOUTHEAST","26","0","0"
"ANTHONY HENDAY SOUTHEAST","27","0","0"
"ANTHONY HENDAY SOUTHEAST","28","0","0"
"ANTHONY HENDAY SOUTHEAST","29","0","0"
"ANTHONY HENDAY SOUTHEAST","30","0","0"
"ANTHONY HENDAY SOUTHEAST","31","0","0"
"ANTHONY HENDAY SOUTHEAST","32","0","0"
"ANTHONY HENDAY SOUTHEAST","33","0","0"
"ANTHONY HENDAY SOUTHEAST","34","0","0"
"ANTHONY HENDAY SOUTHEAST","35","0","0"
"ANTHONY HENDAY SOUTHEAST","36","0","0"
"ANTHONY HENDAY SOUTHEAST","37","0","0"
"ANTHONY HENDAY SOUTHEAST","38","0","0"
"ANTHONY HENDAY SOUTHEAST","39","0","0"
"ANTHONY HENDAY SOUTHEAST","40","0","0"
"ANTHONY HENDAY SOUTHEAST","41","0","0"
"ANTHONY HENDAY SOUTHEAST","42","0","0"
"ANTHONY HENDAY SOUTHEAST","43","0","0"
"ANTHONY HENDAY SOUTHEAST","44","0","0"
"ANTHONY HENDAY SOUTHEAST","45","0","0"
"ANTHONY HENDAY SOUTHEAST","46","0","0"
"ANTHONY HENDAY SOUTHEAST","47","0","0"
"ANTHONY HENDAY SOUTHEAST","48","0","0"
"ANTHONY HENDAY SOUTHEAST","49","0","0"
"ANTHONY HENDAY SOUTHEAST","50","0","0"
"ANTHONY HENDAY SOUTHEAST","51","0","0"
"ANTHONY HENDAY SOUTHEAST","52","0","0"
"ANTHONY HENDAY SOUTHEAST","53","0","0"
"ANTHONY HENDAY SOUTHEAST","54","0","0"
"ANTHONY HENDAY SOUTHEAST","55","0","0"
"ANTHONY HENDAY SOUTHEAST","56","0","0"
"ANTHONY HENDAY SOUTHEAST","57","0","0"
"ANTHONY HENDAY SOUTHEAST","58","0","0"
"ANTHONY HENDAY SOUTHEAST","59","0","0"
"ANTHONY HENDAY SOUTHEAST","60","0","0"
"ANTHONY HENDAY SOUTHEAST","61","0","0"
"ANTHONY HENDAY SOUTHEAST","62","0","0"
"ANTHONY HENDAY SOUTHEAST","63","0","0"
"ANTHONY HENDAY SOUTHEAST","64","0","0"
"ANTHONY HENDAY SOUTHEAST","65","0","0"
"ANTHONY HENDAY SOUTHEAST","66","0","0"
"ANTHONY HENDAY SOUTHEAST","67","0","0"
"ANTHONY HENDAY SOUTHEAST","68","0","0"
"ANTHONY HENDAY SOUTHEAST","69","0","0"
"ANTHONY HENDAY SOUTHEAST","70","0","0"
"ANTHONY HENDAY SOUTHEAST","71","0","0"
"ANTHONY HENDAY SOUTHEAST","72","0","0"
"ANTHONY HENDAY SOUTHEAST","73","0","0"
"ANTHONY HENDAY SOUTHEAST","74","0","0"
"ANTHONY HENDAY SOUTHEAST","75","0","0"
"ANTHONY HENDAY SOUTHEAST","76","0","0"
"ANTHONY HENDAY SOUTHEAST","77","0","0"
"ANTHONY HENDAY SOUTHEAST","78","0","0"
"ANTHONY HENDAY SOUTHEAST","79","0","0"
"ANTHONY HENDAY SOUTHEAST","80","0","0"
"ANTHONY HENDAY SOUTHEAST","81","0","0"
"ANTHONY HENDAY SOUTHEAST","82","0","0"
"ANTHONY HENDAY SOUTHEAST","83","0","0"
"ANTHONY HENDAY SOUTHEAST","84","0","0"
"ANTHONY HENDAY SOUTHEAST","85+","0","0"
"ANTHONY HENDAY SOUTHEAST","No Response","0","0"
"ANTHONY HENDAY TERWILLEGAR","0","0","0"
"ANTHONY HENDAY TERWILLEGAR","1","0","0"
"ANTHONY HENDAY TERWILLEGAR","2","0","0"
"ANTHONY HENDAY TERWILLEGAR","3","0","0"
"ANTHONY HENDAY TERWILLEGAR","4","0","0"
"ANTHONY HENDAY TERWILLEGAR","5","0","0"
"ANTHONY HENDAY TERWILLEGAR","6","0","0"
"ANTHONY HENDAY TERWILLEGAR","7","0","0"
"ANTHONY HENDAY TERWILLEGAR","8","0","0"
"ANTHONY HENDAY TERWILLEGAR","9","0","0"
"ANTHONY HENDAY TERWILLEGAR","10","0","0"
"ANTHONY HENDAY TERWILLEGAR","11","0","0"
"ANTHONY HENDAY TERWILLEGAR","12","0","0"
"ANTHONY HENDAY TERWILLEGAR","13","0","0"
"ANTHONY HENDAY TERWILLEGAR","14","0","0"
"ANTHONY HENDAY TERWILLEGAR","15","0","0"
"ANTHONY HENDAY TERWILLEGAR","16","0","0"
"ANTHONY HENDAY TERWILLEGAR","17","0","0"
"ANTHONY HENDAY TERWILLEGAR","18","0","0"
"ANTHONY HENDAY TERWILLEGAR","19","0","0"
"ANTHONY HENDAY TERWILLEGAR","20","0","0"
"ANTHONY HENDAY TERWILLEGAR","21","0","0"
"ANTHONY HENDAY TERWILLEGAR","22","0","0"
"ANTHONY HENDAY TERWILLEGAR","23","0","0"
"ANTHONY HENDAY TERWILLEGAR","24","0","0"
"ANTHONY HENDAY TERWILLEGAR","25","0","0"
"ANTHONY HENDAY TERWILLEGAR","26","0","0"
"ANTHONY HENDAY TERWILLEGAR","27","0","0"
"ANTHONY HENDAY TERWILLEGAR","28","0","0"
"ANTHONY HENDAY TERWILLEGAR","29","0","0"
"ANTHONY HENDAY TERWILLEGAR","30","0","0"
"ANTHONY HENDAY TERWILLEGAR","31","0","0"
"ANTHONY HENDAY TERWILLEGAR","32","0","0"
"ANTHONY HENDAY TERWILLEGAR","33","0","0"
"ANTHONY HENDAY TERWILLEGAR","34","0","0"
"ANTHONY HENDAY TERWILLEGAR","35","0","0"
"ANTHONY HENDAY TERWILLEGAR","36","0","0"
"ANTHONY HENDAY TERWILLEGAR","37","0","0"
"ANTHONY HENDAY TERWILLEGAR","38","0","0"
"ANTHONY HENDAY TERWILLEGAR","39","0","0"
"ANTHONY HENDAY TERWILLEGAR","40","0","0"
"ANTHONY HENDAY TERWILLEGAR","41","0","0"
"ANTHONY HENDAY TERWILLEGAR","42","0","0"
"ANTHONY HENDAY TERWILLEGAR","43","0","0"
"ANTHONY HENDAY TERWILLEGAR","44","0","0"
"ANTHONY HENDAY TERWILLEGAR","45","0","0"
"ANTHONY HENDAY TERWILLEGAR","46","0","0"
"ANTHONY HENDAY TERWILLEGAR","47","0","0"
"ANTHONY HENDAY TERWILLEGAR","48","0","0"
"ANTHONY HENDAY TERWILLEGAR","49","0","0"
"ANTHONY HENDAY TERWILLEGAR","50","0","0"
"ANTHONY HENDAY TERWILLEGAR","51","0","0"
"ANTHONY HENDAY TERWILLEGAR","52","0","0"
"ANTHONY HENDAY TERWILLEGAR","53","0","0"
"ANTHONY HENDAY TERWILLEGAR","54","0","0"
"ANTHONY HENDAY TERWILLEGAR","55","0","0"
"ANTHONY HENDAY TERWILLEGAR","56","0","0"
"ANTHONY HENDAY TERWILLEGAR","57","0","0"
"ANTHONY HENDAY TERWILLEGAR","58","0","0"
"ANTHONY HENDAY TERWILLEGAR","59","0","0"
"ANTHONY HENDAY TERWILLEGAR","60","0","0"
"ANTHONY HENDAY TERWILLEGAR","61","0","0"
"ANTHONY HENDAY TERWILLEGAR","62","0","0"
"ANTHONY HENDAY TERWILLEGAR","63","0","0"
"ANTHONY HENDAY TERWILLEGAR","64","0","0"
"ANTHONY HENDAY TERWILLEGAR","65","0","0"
"ANTHONY HENDAY TERWILLEGAR","66","0","0"
"ANTHONY HENDAY TERWILLEGAR","67","0","0"
"ANTHONY HENDAY TERWILLEGAR","68","0","0"
"ANTHONY HENDAY TERWILLEGAR","69","0","0"
"ANTHONY HENDAY TERWILLEGAR","70","0","0"
"ANTHONY HENDAY TERWILLEGAR","71","0","0"
"ANTHONY HENDAY TERWILLEGAR","72","0","0"
"ANTHONY HENDAY TERWILLEGAR","73","0","0"
"ANTHONY HENDAY TERWILLEGAR","74","0","0"
"ANTHONY HENDAY TERWILLEGAR","75","0","0"
"ANTHONY HENDAY TERWILLEGAR","76","0","0"
"ANTHONY HENDAY TERWILLEGAR","77","0","0"
"ANTHONY HENDAY TERWILLEGAR","78","0","0"
"ANTHONY HENDAY TERWILLEGAR","79","0","0"
"ANTHONY HENDAY TERWILLEGAR","80","0","0"
"ANTHONY HENDAY TERWILLEGAR","81","0","0"
"ANTHONY HENDAY TERWILLEGAR","82","0","0"
"ANTHONY HENDAY TERWILLEGAR","83","0","0"
"ANTHONY HENDAY TERWILLEGAR","84","0","0"
"ANTHONY HENDAY TERWILLEGAR","85+","0","0"
"ANTHONY HENDAY TERWILLEGAR","No Response","0","0"
"ARGYLL","0","4","5"
"ARGYLL","1","3","6"
"ARGYLL","2","2","4"
"ARGYLL","3","3","1"
"ARGYLL","4","2","2"
"ARGYLL","5","1","4"
"ARGYLL","6","6","3"
"ARGYLL","7","2","2"
"ARGYLL","8","4","2"
"ARGYLL","9","3","3"
"ARGYLL","10","5","6"
"ARGYLL","11","2","6"
"ARGYLL","12","3","5"
"ARGYLL","13","5","4"
"ARGYLL","14","7","3"
"ARGYLL","15","6","3"
"ARGYLL","16","6","5"
"ARGYLL","17","4","9"
"ARGYLL","18","7","4"
"ARGYLL","19","8","8"
"ARGYLL","20","4","4"
"ARGYLL","21","5","8"
"ARGYLL","22","3","7"
"ARGYLL","23","3","0"
"ARGYLL","24","5","4"
"ARGYLL","25","7","9"
"ARGYLL","26","4","4"
"ARGYLL","27","2","3"
"ARGYLL","28","4","7"
"ARGYLL","29","6","5"
"ARGYLL","30","1","2"
"ARGYLL","31","3","4"
"ARGYLL","32","8","5"
"ARGYLL","33","4","2"
"ARGYLL","34","4","4"
"ARGYLL","35","3","8"
"ARGYLL","36","4","4"
"ARGYLL","37","3","7"
"ARGYLL","38","5","5"
"ARGYLL","39","8","5"
"ARGYLL","40","3","5"
"ARGYLL","41","6","8"
"ARGYLL","42","5","3"
