"responsedate","completiondate","q01","q02","q1ai","q1b","q2","q3_purchased_local_food","q3_visited_a_farmers_market","q3_planted_a_food_garden","q3_supported_a_community_food_garden","q3_purchased_food_directly_from_a_local_producer","q3_supported_a_community_supported_agriculture_program","q3_pursued_new_cooking_skills","q3_foraged_hunted_or_fished","q3_raised_bees_or_hens","q3_redistributed_surplus_food","q3_learned_how_to_manage_household_food_waste","q4_there_are_more_opportunities_to_buy_local_food_now_compared_to_12_months_ago","q4_there_are_more_places_to_buy_local_food_now_compared_to_12_months_ago","q4_more_people_are_producing_their_own_food_in_edmonton_now_compared_to_12_months_ago","q4_more_variety_of_local_food_products_is_available_in_edmonton_now_compared_with_12_months_ago","q4_more_people_are_employed_in_the_local_food_system_now_than_compared_to_12_months_ago","q5","q6","q7","q7b_because_of_health_reasons","q7b_because_i_want_to_support_the_local_economy","q7b_because_of_environmental_reasons","q7b_because_of_community_cultural_or_recreational_reasons","q7b_because_of_personal_economic_reasons","q7b_other_please_specify","q8","q9a_diverse_cultural_preferences","q9a_diverse_dietary_needs","q10a","q11a_local_food_contributes_to_healthier_ecosystems","q11a_local_food_contributes_to_more_vibrant_attractive_and_unique_places","q11a_local_food_contributes_to_a_stronger_more_vibrant_local_economy","q11a_local_food_contributes_to_a_healthier_and_more_food_secure_community","q11a_local_food_contributes_to_reducing_energy_emissions_and_waste","gender","age","education","employment_status","fsa","ostype","devicetype","browsertype","q3_own_rent_study_profiling_questionnaire_2014","q7_children_study_profiling_questionnaire_2014","q8_born_canada_study_profiling_questionnaire_2014","q9a_edmonton_study_profiling_questionnaire_2014","q10_own_business_study_profiling_questionnaire_2014","q11_home_language_study_profiling_questionnaire_2014","q13_volunteer_study_profiling_questionnaire_2014","q14a_primary_transportation_study_profiling_questionnaire_2014","q14b_secondary_transportation_study_profiling_questionnaire_2014","q15_household_income_study_profiling_questionnaire_2014","q17_city_employee_study_profiling_questionnaire_2014"
"2017-03-27T12:30:00.000","2017-03-27T12:38:00.000","Yes","Yes","Disagree","Somewhat familiar","Stayed about the same in the last 12 months","4 Did it more","4 Did it more","2 Did less of it","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","4 Did it more","4 Did it more","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become LESS knowledgeable about where their food comes from","More","1","1","1","0","0","0","Less","1 Strongly Disagree","1 Strongly Disagree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""25-29""","University undergraduate degree","Employed full-time (30+ hours a week)","T6E","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","No","English","Yes","Walk","Public Transit","$150,000 and over","Yes"
"2017-03-27T19:49:00.000","2017-03-27T19:54:00.000","No","No","Agree","Somewhat familiar","I don’t know","2 Did less of it","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","2 Somewhat Disagree","4 Somewhat Agree","The same","1 Strongly Disagree","4 Somewhat Agree","2 Somewhat Disagree","1 Strongly Disagree","1 Strongly Disagree","Female","""40-44""","Post-graduate degree","Employed full-time (30+ hours a week)","T6X","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Public Transit","$50,000 to $59,999","No"
"2017-03-27T12:07:00.000","2017-03-27T12:28:00.000","No","No","Agree","Slightly familiar","I don’t know","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Not applicable","1 Didn't do it","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Female","""60-64""","College / technical school graduate","Employed full-time (30+ hours a week)","T5L","Windows","Desktop","Firefox","Own","Yes","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","Prefer not to answer","No"
"2017-03-29T10:14:00.000","2017-03-29T10:19:00.000","Yes","Yes","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","4 Did it more","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","4 Did it more","1 Didn't do it","1 Didn't do it","4 Did it more","5 Strongly Agree","5 Strongly Agree","Don't know","5 Strongly Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","I don’t know","More","1","1","1","1","1","0","I don't know","4 Somewhat Agree","4 Somewhat Agree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T6H","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Public Transit","Walk","$60,000 to $79,999","No"
"2017-03-27T13:38:00.000","2017-03-27T13:49:00.000","No","No","Disagree","Not at all familiar","I don’t know","1 Didn't do it","1 Didn't do it","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","1 Didn't do it","Don't know","Don't know","Don't know","Don't know","Don't know","Become LESS knowledgeable about where your food comes from","I don’t know","I don't know",,,,,,,"I don't know","I don't know","I don't know","I don't know","3 Neither Agree nor Disagree","2 Somewhat Disagree","Don't know","Don't know","3 Neither Agree nor Disagree","Female","80 and over","Elementary/grade school graduate","Retired","T5M","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","No","Public Transit","Public Transit","$20,000 to $29,999",
"2017-04-01T10:28:00.000","2017-04-01T10:45:00.000","No","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","2 Did less of it","2 Did less of it","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","More barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Don't know","Female","""35-39""","Post-graduate degree","Post-secondary student","T6L","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","Yes","English","No","Car/truck/Van as DRIVER","Public Transit","$60,000 to $79,999",
"2017-04-11T12:46:00.000","2017-04-11T12:51:00.000","No","No","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","4 Did it more","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","5 Strongly Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","0","1","1","1","0","0","About the same","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Male","""40-44""","University undergraduate degree","Employed full-time (30+ hours a week)","T5N","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","Yes","English","No","Bicycle","Car/truck/Van as DRIVER","$150,000 and over","No"
"2017-03-28T20:22:00.000","2017-03-28T20:31:00.000","No","No","Agree","Moderately familiar","I don’t know","4 Did it more","4 Did it more","3 Did about the same","4 Did it more","3 Did about the same","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","3 Did about the same","Don't know","Don't know","Don't know","Don't know","Don't know","Become MORE knowledgeable about where your food comes from","I don’t know","More","0","1","1","0","1","0","I don't know","4 Somewhat Agree","4 Somewhat Agree","I don't know","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","4 Somewhat Agree","Female","""60-64""","College / technical school graduate","Employed full-time (30+ hours a week)","T5C","Mac (OS X)","Desktop","Google Chrome","Rent","No","No","Greater than 5 years","No","English","Yes","Public Transit","Walk","$30,000 to $39,999","No"
"2017-03-27T13:23:00.000","2017-03-27T13:30:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","2 Somewhat Disagree","2 Somewhat Disagree","Male","""65-69""","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)","Employed full-time (30+ hours a week)","T6J","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","Yes","English","No","Car/truck/Van as DRIVER","Walk","$150,000 and over","No"
"2017-03-27T12:53:00.000","2017-03-27T12:57:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Somewhat Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"About the same","3 Neither Agree nor Disagree","4 Somewhat Agree","The same","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""18-24""","University undergraduate degree","Post-secondary student","T6W","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","Cantonese","Yes","Public Transit","Car/truck/Van as DRIVER","Under $20,000",
"2017-03-28T10:44:00.000","2017-03-28T15:20:00.000","Yes","Yes","Agree","Slightly familiar","Stayed about the same in the last 12 months","3 Did about the same","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","3 Did about the same","4 Did it more","4 Somewhat Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","I don’t know","More","0","1","1","0","0","0","More","I don't know","I don't know","The same","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""18-24""","High school graduate","Post-secondary student","T5J","Mac (OS X)","Desktop","Google Chrome","Rent","No","Yes","Between 1 to 2 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","Under $20,000",
"2017-03-27T16:05:00.000","2017-03-27T16:46:00.000","Yes","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","2 Did less of it","2 Did less of it","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","4 Somewhat Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""25-29""","University undergraduate degree","Post-secondary student","T5K","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Walk","Car/truck/Van as DRIVER","$60,000 to $79,999","No"
"2017-03-27T12:02:00.000","2017-03-27T12:11:00.000","No","No","Agree","Moderately familiar","I don’t know","4 Did it more","4 Did it more","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Don't know","Become MORE knowledgeable about where your food comes from","I don’t know","More","1","0","1","0","0","0","I don't know","I don't know","I don't know","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","College / technical school graduate","Employed part-time (0-30 hours a week)","T5K","Android","Phone","Android","Rent","No","Yes","Between 3 to 5 years","No","English","Yes","Public Transit","Walk","$80,000 to $99,999","No"
"2017-03-27T17:00:00.000","2017-03-27T17:15:00.000","No","No","Disagree","Not at all familiar","I don’t know","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Don't know","Don't know","Don't know","Don't know","Don't know","I don’t know","I don’t know","I don't know",,,,,,,"I don't know","I don't know","I don't know","I don't know","Don't know","Don't know","Don't know","Don't know","Don't know","Male","80 and over","University undergraduate degree","Retired","T5R","Unknown","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$80,000 to $99,999",
"2017-03-27T11:42:00.000","2017-03-27T11:49:00.000","Yes","Yes","Agree","Moderately familiar","I don’t know","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","2 Somewhat Disagree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","3 Neither Agree nor Disagree","4 Somewhat Agree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""40-44""","University undergraduate degree","Homemaker","T6C","Mac (OS X)","Desktop","Safari","Own","Yes","Yes","Greater than 5 years","Yes","English","Yes","Bicycle","Car/truck/Van as DRIVER","$100,000 to $149,000","No"
"2017-03-27T12:41:00.000","2017-03-27T12:47:00.000","Yes","Yes","Agree","Somewhat familiar","I don’t know","2 Did less of it","1 Didn't do it","1 Didn't do it","Not applicable","1 Didn't do it","Not applicable","1 Didn't do it","3 Did about the same","Not applicable","1 Didn't do it","2 Did less of it","Don't know","3 Neither Agree nor Disagree","4 Somewhat Agree","Don't know","Don't know","I don’t know","I don’t know","About the same",,,,,,,"About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","4 Somewhat Agree","Don't know","3 Neither Agree nor Disagree","Don't know","Don't know","Female","""45-49""","College / technical school graduate","Permanently unable to Work","T5Z","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","No","Other (Specify)","Car/truck/van as PASSENGER","$20,000 to $29,999",
"2017-03-28T20:28:00.000","2017-03-28T20:31:00.000","No","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Male","""25-29""","University undergraduate degree","Employed full-time (30+ hours a week)","T6W","Mac (OS X)","Desktop","Safari","Rent","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$60,000 to $79,999","Yes"
"2017-03-27T14:46:00.000","2017-03-27T15:16:00.000","Yes","No","Agree","Slightly familiar","I don’t know","4 Did it more","4 Did it more","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","2 Somewhat Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","0","1","0","1","0","0","About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","I don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","Male","""30-34""","Post-graduate degree","Employed full-time (30+ hours a week)","T6H","Linux","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Bicycle","Car/truck/Van as DRIVER","$60,000 to $79,999","No"
"2017-03-27T11:39:00.000","2017-03-27T14:17:00.000","No","No","Agree","Somewhat familiar","Improved in the last 12 months","4 Did it more","4 Did it more","1 Didn't do it","1 Didn't do it","4 Did it more","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","1","0","0","0","0","0","More","3 Neither Agree nor Disagree","4 Somewhat Agree","More barriers","5 Strongly Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","5 Strongly Agree","3 Neither Agree nor Disagree","Female","""55-59""","Post-graduate degree","Employed full-time (30+ hours a week)","T6J","Windows","Desktop","Google Chrome","Rent","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","Under $20,000","No"
"2017-03-27T11:09:00.000","2017-03-27T11:18:00.000","No","No","Disagree","Slightly familiar","Declined in the last 12 months","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","2 Somewhat Disagree","3 Neither Agree nor Disagree","I don’t know","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","2 Somewhat Disagree","1 Strongly Disagree","The same","4 Somewhat Agree","1 Strongly Disagree","4 Somewhat Agree","1 Strongly Disagree","4 Somewhat Agree","Male","""55-59""","Post-graduate degree","Employed full-time (30+ hours a week)","T6K","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Public Transit","Prefer not to answer","No"
"2017-03-27T16:39:00.000","2017-03-27T16:47:00.000","No","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","4 Somewhat Agree","3 Neither Agree nor Disagree","Don't know","Don't know","Don't know","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","0","1","0","1","0","0","More","4 Somewhat Agree","3 Neither Agree nor Disagree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Female","""45-49""","University undergraduate degree","Employed full-time (30+ hours a week)","T5B","Android","Phone","Unknown","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","No"
"2017-03-27T13:40:00.000","2017-03-28T21:36:00.000","No","No","Agree","Somewhat familiar","I don’t know","4 Did it more","4 Did it more","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","Not applicable","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","I don’t know","About the same",,,,,,,"More","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Fewer barriers","5 Strongly Agree","3 Neither Agree nor Disagree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/Van as DRIVER","$50,000 to $59,999","No"
"2017-03-29T06:41:00.000","2017-03-29T06:46:00.000","Yes","Yes","Agree","Somewhat familiar","I don’t know","4 Did it more","4 Did it more","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","4 Did it more","1 Didn't do it","3 Did about the same","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Don't know","3 Neither Agree nor Disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","1","1","1","1","0","0","About the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""40-44""","Post-graduate degree","Employed full-time (30+ hours a week)","T6C","Mac (OS X)","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Bicycle","Public Transit","$100,000 to $149,000","No"
"2017-03-27T15:33:00.000","2017-03-27T16:00:00.000","No","No","Agree","Moderately familiar","Stayed about the same in the last 12 months","4 Did it more","2 Did less of it","1 Didn't do it","Not applicable","4 Did it more","Not applicable","4 Did it more","Not applicable","Not applicable","Not applicable","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","1","1","1","0","0","0","About the same","4 Somewhat Agree","2 Somewhat Disagree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""50-54""","University undergraduate degree","Other (Specify)","T5T","Android","Phone","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","$40,000 to $49,999",
"2017-03-27T11:07:00.000","2017-03-27T11:54:00.000","No","No","Agree","Not at all familiar","Improved in the last 12 months","3 Did about the same","1 Didn't do it","Not applicable","1 Didn't do it","1 Didn't do it","Not applicable","4 Did it more","Not applicable","Not applicable","3 Did about the same","1 Didn't do it","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","1","1","1","0","0","1","I don't know","4 Somewhat Agree","2 Somewhat Disagree","I don't know","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","Female","""55-59""","College / technical school graduate","Employed part-time (0-30 hours a week)","T5X","Android","Phone","Google Chrome","Own","No","No","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$150,000 and over","No"
"2017-04-02T19:12:00.000","2017-04-02T19:20:00.000","No","No","Agree","Slightly familiar","I don’t know","2 Did less of it","3 Did about the same","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","Don't know","Don't know","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","1","1","1","1","0","0","I don't know","I don't know","I don't know","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""50-54""","University undergraduate degree","Employed full-time (30+ hours a week)","T5L","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Walk","Prefer not to answer","No"
"2017-03-27T15:28:00.000","2017-03-27T15:35:00.000","No","No","Agree","Slightly familiar","I don’t know","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","Not applicable","3 Did about the same","1 Didn't do it","Not applicable","1 Didn't do it","3 Did about the same","4 Somewhat Agree","5 Strongly Agree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","3 Neither Agree nor Disagree","5 Strongly Agree","Female","""65-69""","University undergraduate degree","Retired","T6E","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$60,000 to $79,999",
"2017-03-27T20:17:00.000","2017-03-27T20:27:00.000","No","No","Agree","Somewhat familiar","I don’t know","3 Did about the same","2 Did less of it","3 Did about the same","4 Did it more","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","Not applicable","Not applicable","3 Did about the same","Don't know","Don't know","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","More","1","1","1","0","0","0","I don't know","I don't know","I don't know","I don't know","5 Strongly Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","Male","""45-49""","Post-graduate degree","Employed full-time (30+ hours a week)","T6K","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Bicycle","$60,000 to $79,999","No"
"2017-03-27T15:52:00.000","2017-03-27T16:17:00.000","No","No","Agree","Somewhat familiar","I don’t know","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","I don't know","I don't know","3 Neither Agree nor Disagree","Don't know","4 Somewhat Agree","Don't know","3 Neither Agree nor Disagree","Male","""65-69""","Post-graduate degree","Employed full-time (30+ hours a week)","T5L","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Car/truck/Van as DRIVER","Prefer not to answer","No"
