"award_number","rebate_amount","city","state","county","zip","age","gender","date_of_purchase","dealership","vehicle_type","make","model","year","lease","gasoline_emissions","alt_fuel_emissions","emissions_avoided"
"BEV0419422","3500","Newark","DE","New Castle","19713","34","M","2018-10-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419423","3500","Hockessin","DE","New Castle","19707","29","F","2018-12-01T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419424","3500","Ocean View","DE","Sussex","19970","59","M","2018-02-07T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519425","1000","Wilmington","DE","New Castle","19806","59","F","2018-06-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519426","3500","Talleyville","DE","New Castle","19803","71","M","2018-08-01T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519427","3500","Newark","DE","New Castle","19711","70","M","2019-03-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519428","3500","Wilmington","DE","New Castle","19808","50","M","2019-03-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519429","3500","Middletown","DE","New Castle","19709","40","M","2019-04-18T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2019","No","11435","5645","5790"
"BEV0519430","3500","Middletown","DE","New Castle","19709","36","M","2019-04-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519431","3500","Smyrna","DE","Kent","19977","66","M","2019-12-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519432","3500","Claymont","DE","New Castle","19703","49","M","2019-03-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519433","3500","Wilmington","DE","New Castle","19808","26","M","2019-03-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519434","3500","Bear","DE","New Castle","19701","23","M","2019-04-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519435","1000","Hockessin","DE","New Castle","19707","50","F","2019-03-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2019","No","11435","5645","5790"
"BEV0519436","3500","Rehoboth Beach","DE","Sussex","19971","60","F","2018-12-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519437","3500","Bear","DE","New Castle","19701","53","F","2019-04-25T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519438","3500","Newark","DE","New Castle","19702","38","M","2018-09-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519440","3500","Newark","DE","New Castle","19702","50","M","2019-03-26T00:00:00.000","King Volkswagen","Electric","Volkswagen","e-golf","2019","No","11435","5645","5790"
"BEV0519441","3500","Wilmington","DE","New Castle","19805","25","F","2019-04-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519442","3500","Greenwood","DE","Sussex","19950","34","M","2019-04-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519443","3500","Hockessin","DE","New Castle","19707","45","M","2018-08-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519444","3500","Wilmington","DE","New Castle","19803","64","M","2019-04-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519445","3500","Bethany Beach","DE","Sussex","19930","60","F","2019-04-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519446","3500","Claymont","DE","New Castle","19703","29","F","2018-11-05T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519447","3500","New Castle","DE","New Castle","19720","47","M","2019-05-03T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519448","3500","Magnolia","DE","Kent","19962","46","M","2019-04-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519449","3500","Newark","DE","New Castle","19702","49","M","2018-12-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519450","1000","Wilmington","DE","New Castle","19806","59","M","2019-04-30T00:00:00.000","Jaguar Land Rover of West Chester","Electric","Jaguar","I-Pace","2019","No","11435","5645","5790"
"BEV0519451","3500","Newark","DE","New Castle","19711",,,"2019-02-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519453","3500","Dover","DE","Kent","19901","70","M","2019-05-13T00:00:00.000","IG Burton of Lewes","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0519454","3500","Newark","DE","New Castle","19702","58","M","2018-08-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519455","3500","Middletown","DE","New Castle","19709","56","M","2019-04-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519456","3500","Lewes","DE","Sussex","19958","64","M","2018-09-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0519457","3500","Middletown","DE","New Castle","19709","59","M","2019-05-10T00:00:00.000","Williams Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0519458","3500","Wilmington","DE","New Castle","19801","35","M","2019-03-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519459","3500","Newark","DE","New Castle","19702","39","M","2019-05-02T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519460","3500","New Castle","DE","New Castle","19720","34","F","2019-03-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519461","3500","Wilmington","DE","New Castle","19807","54","M","2019-03-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519462","3500","Wilmington","DE","New Castle","19803","55","F","2019-05-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519463","3500","Hockessin","DE","New Castle","19707","51","M","2019-04-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519465","3500","Newark","DE","New Castle","19711","54","M","2018-10-31T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519466","3500","Milton","DE","Sussex","19968","44","M","2019-05-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519467","3500","Hockessin","DE","New Castle","19707","46","F","2019-05-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519468","3500","Middletown","DE","New Castle","19709","36","F","2019-04-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519469","3500","Wilmington","DE","New Castle","19808","49","M","2019-05-07T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0519470","3500","Wilmington","DE","New Castle","19807","55","F","2019-05-15T00:00:00.000","Union Park Automotive Group","Electric","BMW","I3","2019","No","11435","5645","5790"
"BEV0519471","3500","Georgetown","DE","Sussex","19947","50","M","2019-05-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619472","3500","Bear","DE","New Castle","19701","37","M","2018-09-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0619473","3500","Newark","DE","New Castle","19702","38","F","2018-12-31T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0619474","3500","Wilmington","DE","New Castle","19810","62","M","2018-12-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0619475","3500","Townsend","DE","New Castle","19734","44","M","2019-04-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619476","3500","Newark","DE","New Castle","19713","69","M","2019-04-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619477","3500","Milton","DE","Sussex","19968","67","M","2019-03-05T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV0619478","3500","Middletown","DE","New Castle","19709","38","M","2019-04-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619479","3500","Wilmington","DE","New Castle","19803","48","M","2019-05-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619480","1000","Milford","DE","Sussex","19963","37","F","2018-06-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2018","No","11435","5645","5790"
"BEV0619481","3500","Hockessin","DE","New Castle","19707","48","M","2019-03-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619482","1000","Wilmington","DE","New Castle","19808","56","M","2019-04-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2018","No","11435","5645","5790"
"BEV0619483","3500","Newark","DE","New Castle","19702","36","M","2019-05-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619484","3500","Bear","DE","New Castle","19701","36","F","2019-03-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619485","3500","Newark","DE","New Castle","19711","40","M","2019-05-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619486","3500","Hockessin","DE","New Castle","19707","40","M","2019-06-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619487","1000","Lewes","DE","Sussex","19958","65","M","2019-06-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2019","No","11435","5645","5790"
"BEV0619488","3500","Newark","DE","New Castle","19711","56","M","2019-06-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619489","3500","Magnolia","DE","New Castle","19962","52","M","2019-05-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619490","3500","Hockessin","DE","New Castle","19707","52","F","2019-04-09T00:00:00.000","Jones Belair Hyundai","Electric","Hyundai","Kona EV","2019","No","11435","5645","5790"
"BEV0619491","3500","Bear","DE","New Castle","19701","39","M","2019-06-14T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV0619492","3500","Camden Wyoming","DE","New Castle","19934","37","F","2019-04-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619493","3500","Newark","DE","New Castle","19702","35","F","2019-05-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619494","3500","Middletown","DE","New Castle","19709","39","F","2019-03-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619495","3500","Lewes","DE","New Castle","19958","75","M","2019-06-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619496","3500","Wilmington","DE","New Castle","19805","39","F","2019-06-03T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619497","3500","Wilmington","DE","New Castle","19801","51","F","2019-04-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619498","3500","Smyrna","DE","Kent","19977","48","M","2019-06-08T00:00:00.000","Tesla of Cherry Hill","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619499","3500","Seaford","DE","Sussex","19973","29","M","2018-12-05T00:00:00.000","IG Burton of Lewes","Electric","Chevrolet","Bolt","2019","no","11435","5645","5790"
"BEV0619500","3500","Bear","DE","New Castle","19701","43","M","2019-05-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619501","3500","Dover","DE","Kent","19901","43","M","2019-06-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619502","3500","Smyrna","DE","Kent","19977","55","M","2019-06-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619503","3500","Townsend","DE","New Castle","19734","37","M","2018-09-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0619504","3500","Middletown","DE","New Castle","19709","57","F","2018-11-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0619505","3500","Middletown","DE","New Castle","19709","37","M","2019-06-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0619506","3500","Newark","DE","New Castle","19702","48","M","2019-06-04T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0719508","3500","Townsend","DE","New Castle","19734","68","M","2018-08-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0719509","3500","Magnolia","DE","New Castle","19962","51","M","2019-02-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0719510","3500","Newark","DE","New Castle","19702","34","M","2019-06-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0719511","1000","Wilmington","DE","New Castle","19807","82","F","2017-12-21T00:00:00.000","Tesla","Electric","Tesla","Model S","2017","No","11435","5645","5790"
"BEV0719512","3500","Wilmington","DE","New Castle","19803","68","M","2019-06-08T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0719513","3500","Middletown","DE","New Castle","19709","55","M","2019-06-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719514","3500","Middletown","DE","New Castle","19709","52","F","2019-03-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719515","1000","New Castle","DE","New Castle","19720","57","F","2019-06-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2019","No","11435","5654","5790"
"BEV0719516","1000","Seaford","DE","Sussex","19973","51","F","2018-01-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2019","No","11435","5654","5790"
"BEV0719517","3500","Middletown","DE","New Castle","19709","42","M","2019-06-11T00:00:00.000","Tesla Motors","Electric","tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719518","3500","Wilmington","DE","New Castle","19808","38","M","2019-05-01T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719519","3500","Dover","DE","Kent","19904","50","M","2019-05-18T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719520","3500","Lewes","DE","Sussex","19958","58","F","2019-06-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719521","3500","Newark","DE","New Castle","19702","38","F","2019-06-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719522","3500","Wilmington","DE","New Castle","19803","29","F","2019-06-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719523","3500","Lewes","DE","Sussex","19958","69","M","2019-05-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719524","3500","Newark","DE","New Castle","19713","35","M","2019-06-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719525","3500","Wilmington","DE","New Castle","19801","28","M","2019-05-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719526","1000","Wilmington","DE","New Castle","19807","67","M","2018-11-02T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2018","No","11435","5654","5790"
"BEV0719527","3500","Wilmington","DE","New Castle","19809","51","M","2019-06-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719528","3500","Bear","DE","New Castle","19701","64","F","2019-06-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5654","5790"
"BEV0719529","3500","Rehoboth Beach","DE","Sussex","19971","77","M","2019-06-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719530","3500","Newark","DE","New Castle","19711","49","M","2019-05-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719531","3500","Newark","DE","New Castle","19702","31","F","2019-04-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719532","3500","Middletown","DE","New Castle","19709","71","F","2019-06-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719533","3500","Dover","DE","Kent","19901","44","M","2019-06-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719534","3500","Wilmington","DE","New Castle","19801","56","M","2019-06-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719535","3500","Townsend","DE","New Castle","19734","36","M","2019-06-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719536","3500","Townsend","DE","New Castle","19734","36","M","2019-05-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719537","3500","Smyrna","DE","Kent","19977","47","F","2019-06-18T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719538","1000","Townsend","DE","New Castle","19734","41","M","2019-06-04T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2019","No","11435","5654","5790"
"BEV0719539","3500","Middletown","DE","New Castle","19709","44","M","2019-05-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719540","3500","Middletown","DE","New Castle","19709","43","M","2019-06-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719541","3500","Hockessin","DE","New Castle","19707","33","M","2019-05-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719542","3500","New Castle","DE","New Castle","19720","54","F","2019-06-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0719543","3500","Dover","DE","Kent","19901","69","M","2019-05-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0819544","3500","Middletown","DE","New Castle","19709","38","F","2019-07-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5654","5790"
"BEV0819545","1000","Seaford","DE","Sussex","19973","42","M","2019-05-16T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2019","No","11435","5645","5790"
"BEV0819546","3500","Wilmington","DE","New Castle","19807","28","M","2019-04-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819547","3500","Rehoboth Beach","DE","Sussex","19971","72","M","2019-05-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819548","3500","Newark","DE","New Castle","19711","54","M","2019-07-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819549","3500","Camden Wyoming","DE","Kent","19934","43","F","2019-03-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819550","3500","Middletown","DE","New Castle","19709","48","M","2019-07-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819551","3500","Wilmington","DE","New Castle","19806","57","M","2019-06-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819552","3500","Lewes","DE","Sussex","19958","53","M","2019-07-27T00:00:00.000","Ourisman VW","Electric","Volkswagen","e-golf","2019","No","11435","5645","5790"
"BEV0819553","3500","Hockessin","DE","New Castle","19707","43","M","2018-12-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819554","3500","New Castle","DE","New Castle","19720","61","M","2019-05-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819555","3500","Middletown","DE","New Castle","19709","41","M","2019-07-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819556","3500","Wilmington","DE","New Castle","19806","29","M","2019-06-04T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819557","3500","Bear","DE","New Castle","19701","22","M","2019-05-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819558","3500","Townsend","DE","New Castle","19734","39","M","2019-06-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819559","3500","Wilmington","DE","New Castle","19805","26","M","2019-05-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819560","3500","Middletown","DE","New Castle","19709","46","F","2019-04-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819561","3500","Seaford","DE","Sussex","19973","29","M","2019-07-02T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819562","3500","Wilmington","DE","New Castle","19806","83","M","2019-07-26T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0819563","3500","Wilmington","DE","New Castle","19807","59","M","2019-08-03T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0819564","3500","Wilmington","DE","New Castle","19807","39","M","2019-08-07T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819565","3500","Harrington","DE","Sussex","19952","29","M","2019-05-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819566","3500","Wilmington","DE","New Castle","19808","61","F","2019-07-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819567","3500","Hockessin","DE","New Castle","19707","59","M","2019-07-12T00:00:00.000","Selbyville Holly Kia","Electric","Kia","EV-Niro","2019","No","11435","5645","5790"
"BEV0819568","3500","Hockessin","DE","New Castle","19707","66","M","2019-06-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819569","3500","Newark","DE","New Castle","19711","46","M","2019-07-25T00:00:00.000","Heritage Hyundai Towson","Electric","Hyundai","Kona EV","2019","No","11435","5645","5790"
"BEV0819570","3500","Clayton","DE","Kent","19938","37","M","2019-07-29T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2019","No","11435","5645","5790"
"BEV0819571","3500","Middletown","DE","New Castle","19709","53","M","2019-08-07T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819572","3500","Middletown","DE","New Castle","19709","46","F","2018-12-22T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0819573","1000","Rehoboth Beach","DE","Sussex","19971","64","M","2019-06-22T00:00:00.000","Winner Luxry LLC DBA Audi Wilmington","Electric","Audi","E-tron","2019","No","11435","5645","5790"
"BEV0819574","3500","Middletown","DE","New Castle","19709","45","M","2019-06-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819575","3500","Georgetown","DE","Sussex","19947","48","M","2019-07-27T00:00:00.000","Ourisman VW","Electric","Volkswagen","e-golf","2019","No","11435","5645","5790"
"BEV0819576","3500","Newark","DE","New Castle","19713","46","M","2019-06-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819577","3500","Wilmington","DE","New Castle","19808","41","F","2019-08-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819578","3500","Middletown","DE","New Castle","19709","51","M","2019-04-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819579","3500","Hockessin","DE","New Castle","19707","32","M","2019-08-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819580","3500","Magnolia","DE","New Castle","19962","73","M","2019-06-18T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819581","3500","Wilmington","DE","New Castle","19809","54","M","2019-07-13T00:00:00.000","Hyundai of Turnersville","Electric","Hyundai","Kona EV","2019","No","11435","5645","5790"
"BEV0819582","3500","Camden Wyoming","DE","Kent","19934","57","F","2019-08-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819583","3500","Newark","DE","New Castle","19713","56","F","2019-06-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819584","3500","Claymont","DE","New Castle","19703","43","M","2019-03-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819585","3500","Newark","DE","New Castle","19711","64","M","2019-08-19T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2019","Yes","11435","5645","5790"
"BEV0819586","3500","Newark","DE","New Castle","19702","38","M","2019-07-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819587","3500","Hockessin","DE","New Castle","19707","46","M","2019-07-13T00:00:00.000","Concordville Nissan Subaru","Electric","Nissan","Leaf","2019","No","11435","5645","5790"
"BEV0819588","3500","Middletown","DE","New Castle","19709","39","M","2019-08-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819589","3500","Middletown","DE","New Castle","19709","64","M","2019-08-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819590","1000","Seaford","DE","Sussex","19973","48","M","2019-08-07T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2019","No","11435","5645","5790"
"BEV0819591","3500","Wilmington","DE","New Castle","19810","57","M","2019-06-05T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
