"award_number","rebate_amount","city","state","county","zip","age","gender","date_of_purchase","dealership","vehicle_type","make","model","year","lease","gasoline_emissions","alt_fuel_emissions","emissions_avoided"
"CVR071501","2200","Hockessin","DE","New Castle","19707","81","M","2015-07-20T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR071502","2200","Wilmington","DE","New Castle","19809","47","M","2015-07-20T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR071503","2200","Wilmington","DE","New Castle","19810","47","M","2015-07-22T00:00:00.000","Darcars of Lanham Severn. Inc.","Electric","Ford","Focus Electric","2015","Yes","14815","5539","9276"
"CVR071504","2200","Wilmington","DE","New Castle","19808","66","M","2015-07-20T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR071505","2200","New Castle","DE","New Castle","19720","51","M","2015-07-24T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR071506","2200","Milton","DE","Sussex","19968","78","M","2015-07-24T00:00:00.000","Nucar Lewes Automall","Plug-in Hybrid","Chevrolet","Volt","2015","No","14815","6575","8240"
"CVR081507","2200","Magnolia","DE","Kent","19962","51","F","2015-07-31T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR081508","2200","Wilmington","DE","New Castle","19810","47","M","2015-08-06T00:00:00.000","Nucar Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2015","Yes","14815","6575","8240"
"CVR081509","2200","Dover","DE","Kent","19904","62","M","2015-07-31T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","No","14815","6575","8240"
"CVR081510","2200","Newark","DE","New Castle","19711","72","M","2015-07-31T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR081513","2200","Wilmington","DE","New Castle","19810","51","F","2015-07-25T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR081514","2200","Newark","DE","New Castle","19711","40","F","2015-07-30T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR081515","2200","Clayton","DE","Kent","19938","52","F","2015-07-28T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR081516","2200","Wilmington","DE","New Castle","19805","45","F","2015-07-20T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","No","14815","6575","8240"
"CVR081517","2200","Wilmington","DE","Kent","19934","62","M","2015-08-16T00:00:00.000","Koons of Silver Springs","Plug-in Hybrid","Ford","C-Max Energi","2015","No","14815","6575","8240"
"CVR081518","2200","Wilmington","DE","New Castle","19803","26","M","2015-07-17T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2014","No","14815","6575","8240"
"CVR081519","2200","Newark","DE","New Castle","19713","41","M","2015-07-31T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR081520","2200","Townsend","DE","New Castle","19734","39","M","2015-07-21T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR081521","2200","Millsboro","DE","Sussex","19966","41","M","2015-08-22T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR081522","2200","Wilmington","DE","New Castle","19805","59","F","2015-07-22T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2015","No","14815","6575","8240"
"CVR081523","2200","Middletown","DE","New Castle","19709","35","M","2015-08-08T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR081524","2200","Rehoboth Beach","DE","Sussex","19971","73","M","2015-08-06T00:00:00.000","Sheridan Ford","Electric","Ford","Focus Electric","2015","No","14815","5539","9276"
"CVR081525","2200","Newark","DE","New Castle","19711","41","M","2015-07-30T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR081526","2200","Newark","DE","New Castle","19711","57","F","2015-08-11T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR081527","2200","Middletown","DE","New Castle","19709","38","M","2015-08-08T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR081528","2200","Wilmington","DE","New Castle","19808","46","M","2015-08-13T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR091529","2200","Seaford","DE","Sussex","19973","59","F","2015-07-18T00:00:00.000","Pohanka Nissan","Electric","Nissan","Leaf","2015","No","14815","5539","9276"
"CVR091530","2200","Newark","DE","New Castle","19711","43","M","2015-08-22T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR091531","2200","Millsboro","DE","Sussex","19966","25","F","2015-09-08T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR091532","2200","Wilmington","DE","New Castle","19807","50","M","2015-08-28T00:00:00.000","BMW of Reading","Electric","BMW","i3","2015","Yes","14815","5539","9276"
"CVR091533","2200","Newark","DE","New Castle","19711","42","F","2015-09-19T00:00:00.000","Nucar Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2015","No","14815","6575","8240"
"CVR101534","2200","Millsboro","DE","Sussex","19966","27","M","2015-09-12T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR101535","2200","Wilmington","DE","New Castle","19805","58","M","2015-09-10T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR101536","2200","Newark","DE","New Castle","19713","57","M","2015-09-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR101537","2200","Newark","DE","New Castle","19702","24","F","2015-10-12T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR101538","2200","Dover","DE","Kent","19904","71","F","2015-10-06T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR101539","2200","Hartly","DE","Kent","19953","45","M","2015-09-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR101540","2200","Dover","DE","Kent","19904","44","F","2015-10-05T00:00:00.000","I.G. Burton BMW","Plug-in Hybrid","BMW","X5 40E","2016","No","14815","6575","8240"
"CVR101541","2200","Townsend","DE","New Castle","19734","29","F","2015-08-12T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR101542","2200","Middletown","DE","New Castle","19709","41","F","2015-10-19T00:00:00.000","Preston Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR101543","2200","Newark","DE","New Castle","19702","54","M","2015-10-12T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR101544","2000","Wilmington","DE","New Castle","19803","47","M","2015-09-30T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2015","No","14815","5539","9276"
"CVR101545","2200","Middletown","DE","New Castle","19709","46","M","2015-10-24T00:00:00.000","BMW of Catonsville","Electric","BMW","i3","2015","No","14815","5539","9276"
"CVR111546","2200","Selbyville","DE","Sussex","19975","75","M","2015-09-30T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR111547","2200","Millsboro","DE","Sussex","19966","37","F","2015-08-06T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR111548","2200","Wilmington","DE","New Castle","19804","31","F","2015-10-16T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR111549","2200","Wilmington","DE","New Castle","19810","31","M","2015-11-01T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR111550","2200","Greenwood","DE","Sussex","19950","50","F","2015-10-30T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR111551","2200","Smyrna","DE","Kent","19977","71","M","2015-11-09T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR111552","2200","Middletown","DE","New Castle","19709","27","F","2015-11-10T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR111553","2200","Dover","DE","Kent","19901","31","M","2015-09-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR111554","2200","Camden Wyoming","DE","Kent","19934","65","F","2015-11-12T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR111555","2200","Lewes","DE","Sussex","19958","36","F","2015-11-13T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR111556","2200","Millsboro","DE","Sussex","19966","63","F","2015-11-02T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR111557","2200","Wilmington","DE","New Castle","19803","54","M","2015-11-17T00:00:00.000","Lafferty Chevrolet Co.","Plug-in Hybrid","Chevrolet","Volt","2014","No","14815","6575","8240"
"CVR111558","2200","Wilmington","DE","New Castle","19803","66","M","2015-09-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR121559","2200","Newark","DE","New Castle","19711","58","F","2015-11-21T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR121560","2200","Bear","DE","New Castle","19701","50","M","2015-11-30T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR121561","2200","Newark","DE","New Castle","19713","31","M","2015-11-20T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR121562","2200","New Castle","DE","New Castle","19720","49","F","2015-11-29T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR121563","2200","Bridgeville","DE","Sussex","19933","55","F","2015-12-03T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR121564","2200","Wilmington","DE","New Castle","19805","37","M","2015-12-14T00:00:00.000","Criswell Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2016","No","14815","6575","8240"
"CVR121565","2200","Wilmington","DE","New Castle","19803","65","M","2015-11-27T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2014","No","14815","6575","8240"
"CVR121566","2200","Wilmington","DE","New Castle","19810","60","M","2015-12-09T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2015","No","14815","6575","8240"
"CVR121567","2200","New Castle","DE","New Castle","19720","55","M","2015-11-30T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2015","No","14815","6575","8240"
"CVR121568","2200","Wilmington","DE","New Castle","19807","51","M","2015-12-14T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2015","No","14815","6575","8240"
"CVR121569","2200","Dover","DE","Kent","19901","34","M","2015-09-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR121570","2200","Bellefonte","DE","New Castle","19809","54","M","2015-11-09T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR121571","2200","Wilmington","DE","New Castle","19807","52","F","2015-12-14T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR121572","2200","Wilmington","DE","New Castle","19803","31","M","2015-12-17T00:00:00.000","Otto's BMW","Electric","BMW","i3","2015","Yes","14815","5539","9276"
"CVR121573","2200","Millsboro","DE","Sussex","19966","62","M","2015-11-06T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR121574","2200","Milford","DE","Kent","19963","51","M","2015-12-16T00:00:00.000","I.G. Burton BMW","Plug-in Hybrid","BMW","X5 40E","2016","Yes","14815","6575","8240"
"CVR011675","2200","Milton","DE","Sussex","19968","47","M","2015-11-30T00:00:00.000","Bical Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2016","No","14815","6575","8240"
"CVR011676","2200","Talleyville","DE","New Castle","19803","70","M","2015-12-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR011677","2200","Newark","DE","New Castle","19702","36","F","2015-12-28T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR011678","2200","New Castle","DE","New Castle","19804","50","F","2015-12-29T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR011679","2200","Hockessin","DE","New Castle","19707","76","M","2015-12-31T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR011680","2200","Newark","DE","New Castle","19702","60","M","2015-11-14T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR011681","2200","Newark","DE","New Castle","19711","47","F","2016-01-04T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR011682","2200","Rockland","DE","New Castle","19732","40","M","2015-12-07T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR011683","2200","Wilmington","DE","New Castle","19803","44","M","2016-01-09T00:00:00.000","RK Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2016","No","14815","6575","8240"
"CVR011684","2200","Wilmington","DE","New Castle","19804","54","M","2016-01-20T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR011685","2200","Wilmington","DE","New Castle","19810","30","M","2016-01-04T00:00:00.000","Otto's BMW","Electric","BMW","i3","2015","Yes","14815","5539","9276"
"CVR021686","2200","Middletown","DE","New Castle","19709","57","M","2016-01-28T00:00:00.000","Willis Chevrolet Buick","Plug-in Hybrid","Chevrolet","Volt","2016","No","14815","6575","8240"
"CVR021687","2200","Newark","DE","New Castle","19702","43","M","2016-01-19T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR021688","2200","Georgetown","DE","New Castle","19947","29","M","2016-02-01T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","No","14815","6575","8240"
"CVR021689","2200","Frankford","DE","Sussex","19945","74","M","2016-02-17T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR021690","2200","Lewes","DE","Sussex","19958","28","M","2015-10-07T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","No","14815","6575","8240"
"CVR021691","2200","Wilmington","DE","New Castle","19810","59","M","2015-12-19T00:00:00.000","Courtesy of Salisbury","Plug-in Hybrid","Cadillac","ELR","2014","No","14815","6575","8240"
"CVR021692","2200","Wilmington","DE","New Castle","19805","60","M","2016-02-15T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR021693","2200","Wilmington","DE","New Castle","19808","57","M","2016-02-20T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR021694","2200","Wilmington","DE","New Castle","19807","50","M","2016-02-19T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR021695","2200","Dover","DE","Kent","19904","50","M","2016-12-31T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR021696","2200","Millsboro","DE","Sussex","19966","30","M","2016-02-27T00:00:00.000","I.G. Burton BMW","Plug-in Hybrid","BMW","X5 40E","2016","Yes","14815","6575","8240"
"CVR031697","2200","Bear","DE","New Castle","19701","27","M","2015-09-30T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR031698","2200","Dover","DE","Kent","19901","36","F","2016-03-04T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR031699","2200","Dover","DE","Kent","19904","53","F","2016-03-07T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR0316100","2200","Camden Wyoming","DE","Kent","19934","71","M","2016-03-10T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0316101","2200","Dover","DE","Kent","19904","53","M","2016-03-15T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","Yes","14815","6575","8240"
"CVR0316102","2200","Milford","DE","Kent","19963","41","F","2016-03-17T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0316103","2200","Clayton","DE","Kent","19938","52","M","2015-09-23T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2015","No","14815","6575","8240"
"CVR0316104","2200","Selbyville","DE","Sussex","19975","33","M","2016-03-18T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0316105","2200","Newark","DE","New Castle","19711","53","F","2015-09-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR0416106","2200","Ocean View","DE","Sussex","19970","73","M","2016-04-04T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0416107","2200","Wilmington","DE","New Castle","19807","49","M","2016-02-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2016","No","14815","5539","9276"
"CVR0416108","2200","Wilmington","DE","New Castle","19802","56","F","2016-03-28T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0416109","2200","New Castle","DE","New Castle","19702","61","F","2016-04-01T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0416110","2200","Wilmington","DE","New Castle","19807","71","F","2016-03-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0416111","2200","Milton","DE","Sussex","19968","55","M","2016-04-12T00:00:00.000","I.G. Burton Lewes Automall","Plug-in Hybrid","Chevrolet","Volt","2017","Yes","14815","6575","8240"
"CVR0416112","2200","Newark","DE","New Castle","19711","59","F","2016-04-11T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0416113","2200","Millsboro","DE","Sussex","19966",,"F","2016-03-31T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2015","Yes","14815","6575","8240"
"CVR0416114","2200","Wilmington","DE","New Castle","19805","68","F","2016-04-14T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0416115","2200","Middletown","DE","New Castle","19709","47","F","2016-04-09T00:00:00.000","Williams Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR0416116","2200","Newark","DE","New Castle","19702","56","F","2016-02-22T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0416117","2200","Townsend","DE","New Castle","19734","26","M","2016-04-23T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0416118","2200","Newark","DE","New Castle","19711","47","M","2016-04-23T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0416119","2200","New Castle","DE","New Castle","19720","38","M","2016-03-05T00:00:00.000","Bob Bell Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516120","2200","Wilmington","DE","New Castle","19805","43","M","2016-04-23T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516121","2200","Dover","DE","Kent","19904","51","F","2016-04-19T00:00:00.000","I.G. Burton BMW","Plug-in Hybrid","BMW","330e","2016","No","14815","6575","8240"
"CVR0516122","2200","Wilmington","DE","New Castle","19803","47","M","2015-12-26T00:00:00.000","Concordville Nissan Subaru","Electric","Nissan","Leaf","2015","No","14815","5539","9276"
"CVR0516123","2200","Middletown","DE","New Castle","19709","46","M","2016-03-06T00:00:00.000","BMW of Bayside","Electric","BMW","i3","2014","No","14815","5539","9276"
"CVR0516124","2200","Clayton","DE","Kent","19938","38","M","2016-04-30T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516125","2200","Bear","DE","New Castle","19701","59","F","2016-03-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0516126","2200","Milton","DE","Sussex","19968","80","F","2016-04-30T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516127","2200","Newark","DE","New Castle","19713","20","M","2016-04-30T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516128","2200","Newark","DE","New Castle","19711","46","F","2016-04-23T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0516129","2200","Wilmington","DE","New Castle","19804","42","M","2016-04-29T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0516130","2200","New Castle","DE","New Castle","19720","40","F","2016-04-27T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516131","2200","Wilmington","DE","New Castle","19807","25","F","2016-02-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
"CVR0516132","2200","Wilmington","DE","New Castle","19807","77","M","2016-05-11T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0516133","2200","Wilmington","DE","New Castle","19804","56","M","2016-04-18T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516134","2200","Wilmington","DE","New Castle","19808","49","F","2016-05-19T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516135","2200","Newark","DE","New Castle","19713","67","M","2016-04-25T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516136","2200","New Castle","DE","New Castle","19720","66","M","2016-04-25T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516137","2200","Wilmington","DE","New Castle","19805","66","F","2016-05-03T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0516138","2200","Wilmington","DE","New Castle","19808","34","M","2016-05-02T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0516139","2200","Dagsboro","DE","Sussex","19939","68","M","2016-05-23T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0516140","2200","Seaford","DE","Sussex","19973","49","M","2016-05-24T00:00:00.000","Preston Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0616141","2200","Wilmington","DE","New Castle","19810","22","F","2016-04-16T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0616142","2200","Millsboro","DE","Sussex","19966","70","F","2016-05-23T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0616143","2200","Magnolia","DE","Kent","19962","62","F","2016-05-17T00:00:00.000","Diver Chevrolet","Plug-in Hybrid","Chevrolet","Volt","2017","No","14815","6575","8240"
"CVR0616144","2200","Smyrna","DE","Kent","19977","72","M","2016-06-06T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0616145","2200","Wilmington","DE","New Castle","19805","48","F","2016-05-18T00:00:00.000","Sheridan Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0616146","2200","Milton","DE","Sussex","19968","81","M","2016-05-28T00:00:00.000","Boulevard Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0616152","2200","Claymont","DE","New Castle","19703","70","M","2016-05-09T00:00:00.000","Porter Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0616153","2200","Wilmington","DE","New Castle","19808",,"M","2016-06-09T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2015","Yes","14815","5539","9276"
"CVR0616154","2200","Bear","DE","New Castle","19701","44","M","2016-04-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2016","No","14815","5539","9276"
"CVR0616155","2200","Dover","DE","Kent","19901","41","M","2016-06-11T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0616156","2200","Magnolia","DE","Kent","19962","26","M","2016-06-15T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","Fusion Energi","2016","Yes","14815","6575","8240"
"CVR0616157","2200","Middletown","DE","New Castle","19709","33","F","2016-06-17T00:00:00.000","Willis Ford","Plug-in Hybrid","Ford","C-Max Energi","2016","Yes","14815","6575","8240"
"CVR0616158","2200","Lewes","DE","Sussex","19958",,,"2015-11-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2015","No","14815","5539","9276"
