"year","county","b01003_001e","b03003_003e","b02008_001e","b02009_001e","b02010_001e","b02011_001e","b02012_001e","b02013_001e","state","county_1"
"2018-01-01T00:00:00.000","Mathews County, Virginia","8796","79","7831","926","267","28","3","0","51","115"
"2016-01-01T00:00:00.000","Washington County, Virginia","54562","772","53138","1009","319","341","28","420","51","191"
"2018-01-01T00:00:00.000","Middlesex County, Virginia","10700","79","8606","1865","133","38","16","377","51","119"
"2016-01-01T00:00:00.000","Westmoreland County, Virginia","17528","1070","12303","4972","341","181","9","190","51","193"
"2018-01-01T00:00:00.000","Prince George County, Virginia","37894","2979","23661","13279","467","1146","191","971","51","149"
"2016-01-01T00:00:00.000","Wise County, Virginia","40074","493","37562","2403","190","223","59","152","51","195"
"2018-01-01T00:00:00.000","Rockingham County, Virginia","79444","5383","75779","2784","485","863","159","854","51","165"
"2016-01-01T00:00:00.000","Wythe County, Virginia","29171","321","27873","1057","130","214","0","61","51","197"
"2018-01-01T00:00:00.000","Scott County, Virginia","22009","293","21680","242","91","92","0","18","51","169"
"2016-01-01T00:00:00.000","York County, Virginia","66919","3803","53604","9783","857","4660","221","534","51","199"
"2018-01-01T00:00:00.000","Surry County, Virginia","6600","50","3562","3033","54","26","15","14","51","181"
"2016-01-01T00:00:00.000","Alexandria city, Virginia","151473","25359","101347","35900","1499","12373","233","8071","51","510"
"2018-01-01T00:00:00.000","Appomattox County, Virginia","15577","228","12401","3239","97","85","5","49","51","011"
"2016-01-01T00:00:00.000","Bristol city, Virginia","17340","343","15756","1395","91","118","5","346","51","520"
"2018-01-01T00:00:00.000","Franklin County, Virginia","56233","1548","50798","5026","398","356","14","605","51","067"
"2016-01-01T00:00:00.000","Buena Vista city, Virginia","6610","83","6009","110","63","494","15","0","51","530"
"2018-01-01T00:00:00.000","King and Queen County, Virginia","7052","223","5222","1945","150","123","0","8","51","097"
"2016-01-01T00:00:00.000","Charlottesville city, Virginia","45538","2295","33310","9177","313","3844","111","263","51","540"
"2018-01-01T00:00:00.000","Montgomery County, Virginia","97997","3110","85455","4967","566","7366","207","1080","51","121"
"2016-01-01T00:00:00.000","Chesapeake city, Virginia","233194","12294","151146","72991","2196","10801","679","3615","51","550"
"2018-01-01T00:00:00.000","New Kent County, Virginia","21103","665","17706","2996","794","355","16","178","51","127"
"2016-01-01T00:00:00.000","Colonial Heights city, Virginia","17554","931","14031","2509","177","757","27","420","51","570"
"2018-01-01T00:00:00.000","Cumberland County, Virginia","9786","27","6467","3396","77","106","0","0","51","049"
"2016-01-01T00:00:00.000","Covington city, Virginia","5650","71","4748","921","14","64","31","24","51","580"
"2018-01-01T00:00:00.000","Goochland County, Virginia","22482","611","18381","3869","203","398","0","118","51","075"
"2016-01-01T00:00:00.000","Danville city, Virginia","42360","1519","20142","21512","277","565","24","885","51","590"
"2018-01-01T00:00:00.000","Halifax County, Virginia","34779","703","21925","13062","216","290","0","306","51","083"
"2016-01-01T00:00:00.000","Emporia city, Virginia","5565","181","1828","3611","45","13","0","154","51","595"
"2018-01-01T00:00:00.000","Madison County, Virginia","13139","352","11877","1442","123","117","0","231","51","113"
"2016-01-01T00:00:00.000","Fairfax city, Virginia","23620","3938","17527","1413","206","4314","47","1464","51","600"
"2018-01-01T00:00:00.000","Prince William County, Virginia","456749","105050","286320","107597","5729","49203","1837","36205","51","153"
"2016-01-01T00:00:00.000","Falls Church city, Virginia","13597","1349","11043","786","159","1616","37","587","51","610"
"2018-01-01T00:00:00.000","Southampton County, Virginia","17939","277","11802","6220","628","50","0","62","51","175"
"2016-01-01T00:00:00.000","Franklin city, Virginia","8413","90","3366","5108","32","61","27","41","51","620"
"2018-01-01T00:00:00.000","Highland County, Virginia","2214","0","2211","0","11","0","0","0","51","091"
"2016-01-01T00:00:00.000","Fredericksburg city, Virginia","27853","3015","18903","7487","380","1164","65","1605","51","630"
"2018-01-01T00:00:00.000","Brunswick County, Virginia","16665","364","7149","9385","177","124","14","159","51","025"
"2016-01-01T00:00:00.000","Galax city, Virginia","6858","1197","6278","551","56","8","0","157","51","640"
"2018-01-01T00:00:00.000","Caroline County, Virginia","30184","1381","20850","8962","358","441","0","632","51","033"
"2016-01-01T00:00:00.000","Hampton city, Virginia","136789","7236","61130","71537","1761","4778","170","2179","51","650"
"2018-01-01T00:00:00.000","Gloucester County, Virginia","37161","1287","33559","3510","427","540","42","151","51","073"
"2016-01-01T00:00:00.000","Harrisonburg city, Virginia","51979","9452","45302","4475","370","2661","59","948","51","660"
"2018-01-01T00:00:00.000","Northampton County, Virginia","11957","1037","7745","4242","117","131","32","49","51","131"
"2016-01-01T00:00:00.000","Hopewell city, Virginia","22332","1604","12311","9248","163","454","5","930","51","670"
"2018-01-01T00:00:00.000","Patrick County, Virginia","17859","527","16600","1064","140","89","4","101","51","141"
"2016-01-01T00:00:00.000","Lexington city, Virginia","7036","294","6093","675","44","339","10","49","51","678"
"2018-01-01T00:00:00.000","Powhatan County, Virginia","28574","608","25029","3318","172","230","49","210","51","145"
"2016-01-01T00:00:00.000","Lynchburg city, Virginia","78755","2630","52982","23632","739","2601","52","975","51","680"
"2018-01-01T00:00:00.000","Rockbridge County, Virginia","22509","407","21492","853","249","185","0","180","51","163"
"2016-01-01T00:00:00.000","Manassas city, Virginia","41149","14030","29929","6617","567","2674","176","2904","51","683"
"2018-01-01T00:00:00.000","Shenandoah County, Virginia","43045","3019","41375","1381","366","628","32","447","51","171"
"2016-01-01T00:00:00.000","Manassas Park city, Virginia","15827","5781","11164","2442","166","1742","70","1086","51","685"
"2018-01-01T00:00:00.000","Fauquier County, Virginia","69115","5498","62187","6399","772","1465","33","694","51","061"
"2016-01-01T00:00:00.000","Martinsville city, Virginia","13551","638","6851","6445","106","44","1","329","51","690"
"2018-01-01T00:00:00.000","Charles City County, Virginia","6995","129","3171","3402","629","37","0","32","51","036"
"2016-01-01T00:00:00.000","Newport News city, Virginia","181606","15229","96586","78705","2819","8293","838","4148","51","700"
"2018-01-01T00:00:00.000","Culpeper County, Virginia","50450","5180","40470","8461","393","1080","112","2070","51","047"
"2016-01-01T00:00:00.000","Norfolk city, Virginia","245724","18244","124005","109177","3352","11090","1114","7181","51","710"
"2018-01-01T00:00:00.000","Dinwiddie County, Virginia","28308","956","18669","9417","70","323","33","273","51","053"
"2016-01-01T00:00:00.000","Norton city, Virginia","3978","103","3538","306","3","132","0","68","51","720"
"2018-01-01T00:00:00.000","Greene County, Virginia","19410","1141","17562","1576","249","399","0","388","51","079"
"2016-01-01T00:00:00.000","Petersburg city, Virginia","31997","1439","5988","25099","308","464","103","937","51","730"
"2018-01-01T00:00:00.000","Hanover County, Virginia","104449","3058","92348","10513","836","2302","315","424","51","085"
"2016-01-01T00:00:00.000","Poquoson city, Virginia","12068","284","11712","194","73","346","73","38","51","735"
"2018-01-01T00:00:00.000","Lunenburg County, Virginia","12278","549","7848","3922","77","469","0","208","51","111"
"2016-01-01T00:00:00.000","Portsmouth city, Virginia","96071","3728","41701","52931","1291","1792","220","1688","51","740"
"2018-01-01T00:00:00.000","Orange County, Virginia","35612","1695","30064","5172","323","580","150","484","51","137"
"2016-01-01T00:00:00.000","Radford city, Virginia","17186","508","14959","1930","68","582","85","265","51","750"
"2018-01-01T00:00:00.000","Harrisonburg city, Virginia","53391","10324","45918","6164","371","2908","43","1371","51","660"
"2016-01-01T00:00:00.000","Richmond city, Virginia","216773","13729","101258","110554","3870","6345","303","2909","51","760"
"2018-01-01T00:00:00.000","Emporia city, Virginia","5381","296","1581","3910","145","15","0","10","51","595"
"2016-01-01T00:00:00.000","Roanoke city, Virginia","99329","5928","66276","30573","1501","3113","193","1628","51","770"
"2018-01-01T00:00:00.000","Wythe County, Virginia","28940","347","27775","1191","126","105","0","80","51","197"
"2016-01-01T00:00:00.000","Salem city, Virginia","25290","847","22691","2164","144","595","16","152","51","775"
"2018-01-01T00:00:00.000","Chesapeake city, Virginia","237820","14120","153141","75294","2349","11496","584","4318","51","550"
"2016-01-01T00:00:00.000","Staunton city, Virginia","24234","655","21042","3316","198","399","5","181","51","790"
"2018-01-01T00:00:00.000","Albemarle County, Virginia","106355","6168","88728","11360","677","6622","140","1278","51","003"
"2016-01-01T00:00:00.000","Suffolk city, Virginia","87061","3265","47611","38373","904","2302","148","851","51","800"
"2018-01-01T00:00:00.000","Bedford County, Virginia","77908","1646","71095","6025","538","1199","62","423","51","019"
"2016-01-01T00:00:00.000","Virginia Beach city, Virginia","449733","34388","323044","97585","5118","37350","1692","9064","51","810"
"2018-01-01T00:00:00.000","Botetourt County, Virginia","33222","547","31513","1327","192","323","0","345","51","023"
"2016-01-01T00:00:00.000","Waynesboro city, Virginia","21366","1547","18047","3117","123","278","92","314","51","820"
"2018-01-01T00:00:00.000","Wise County, Virginia","39025","481","36468","2501","235","232","49","124","51","195"
"2016-01-01T00:00:00.000","Williamsburg city, Virginia","14988","1111","11773","2423","78","1190","11","179","51","830"
"2018-01-01T00:00:00.000","Bristol city, Virginia","16843","102","15366","1665","122","80","8","242","51","520"
"2016-01-01T00:00:00.000","Winchester city, Virginia","27349","4509","23341","3473","286","791","23","722","51","840"
"2018-01-01T00:00:00.000","Portsmouth city, Virginia","95311","4106","41203","52843","1471","1914","216","1693","51","740"
"2016-01-01T00:00:00.000","Accomack County, Virginia","33060","2910","22806","9848","319","72","0","504","51","001"
"2018-01-01T00:00:00.000","Williamsburg city, Virginia","14788","1044","11598","2227","330","1201","3","73","51","830"
"2016-01-01T00:00:00.000","Albemarle County, Virginia","104287","5832","87686","11030","654","6272","117","1861","51","003"
"2018-01-01T00:00:00.000","Alleghany County, Virginia","15286","218","14312","1034","91","25","26","203","51","005"
"2016-01-01T00:00:00.000","Alleghany County, Virginia","15919","228","14961","987","79","53","35","154","51","005"
"2018-01-01T00:00:00.000","Carroll County, Virginia","29738","996","29387","469","176","58","0","75","51","035"
"2016-01-01T00:00:00.000","Amelia County, Virginia","12793","152","9669","3158","159","16","0","71","51","007"
"2018-01-01T00:00:00.000","Washington County, Virginia","54406","817","52936","1057","321","359","47","358","51","191"
"2016-01-01T00:00:00.000","Amherst County, Virginia","31999","699","25537","6420","552","353","26","290","51","009"
"2018-01-01T00:00:00.000","Northumberland County, Virginia","12223","91","8766","3503","88","63","11","0","51","133"
"2016-01-01T00:00:00.000","Appomattox County, Virginia","15314","186","12093","3254","93","78","6","39","51","011"
"2018-01-01T00:00:00.000","Page County, Virginia","23749","464","23044","598","145","133","32","222","51","139"
"2016-01-01T00:00:00.000","Arlington County, Virginia","226092","34776","169115","21681","1679","26887","343","13760","51","013"
"2018-01-01T00:00:00.000","Warren County, Virginia","39449","1716","36780","2476","463","631","36","616","51","187"
"2016-01-01T00:00:00.000","Augusta County, Virginia","74330","1804","70248","3502","415","702","85","494","51","015"
"2018-01-01T00:00:00.000","Alexandria city, Virginia","156505","26247","104367","37674","1469","12888","256","8794","51","510"
"2016-01-01T00:00:00.000","Bath County, Virginia","4558","137","4402","204","53","23","0","46","51","017"
"2018-01-01T00:00:00.000","Fredericksburg city, Virginia","28469","3062","19335","7605","347","1172","104","1957","51","630"
"2016-01-01T00:00:00.000","Bedford County, Virginia","76933","1512","70244","5848","560","1103","29","282","51","019"
"2018-01-01T00:00:00.000","Hampton city, Virginia","135583","7599","59645","71242","1696","4793","363","2777","51","650"
"2016-01-01T00:00:00.000","Bland County, Virginia","6612","39","6305","307","19","11","6","14","51","021"
"2018-01-01T00:00:00.000","Arlington County, Virginia","231803","36180","173153","23147","1796","28967","492","13187","51","013"
"2016-01-01T00:00:00.000","Botetourt County, Virginia","33192","482","31599","1319","189","295","0","260","51","023"
"2018-01-01T00:00:00.000","Hopewell city, Virginia","22408","1705","11939","9789","130","389","7","768","51","670"
"2016-01-01T00:00:00.000","Brunswick County, Virginia","16573","329","7140","9335","102","122","0","139","51","025"
"2018-01-01T00:00:00.000","Buchanan County, Virginia","22138","96","21169","664","80","203","25","97","51","027"
"2016-01-01T00:00:00.000","Buchanan County, Virginia","23158","63","22345","665","206","123","27","22","51","027"
"2018-01-01T00:00:00.000","Frederick County, Virginia","85153","7003","79384","4653","583","1871","124","889","51","069"
"2016-01-01T00:00:00.000","Buckingham County, Virginia","17030","403","10809","6131","61","127","11","263","51","029"
"2018-01-01T00:00:00.000","Stafford County, Virginia","144012","17782","104509","29548","1545","7390","413","8804","51","179"
"2016-01-01T00:00:00.000","Campbell County, Virginia","55061","1088","46285","8565","433","680","97","584","51","031"
"2018-01-01T00:00:00.000","York County, Virginia","67587","4173","53464","10216","760","4853","453","1036","51","199"
"2016-01-01T00:00:00.000","Caroline County, Virginia","29640","1226","20196","9013","348","387","2","409","51","033"
"2018-01-01T00:00:00.000","Richmond city, Virginia","223787","14950","107075","111883","3437","6602","265","2746","51","760"
"2016-01-01T00:00:00.000","Carroll County, Virginia","29733","878","29358","474","92","101","0","115","51","035"
"2018-01-01T00:00:00.000","Nelson County, Virginia","14812","607","12609","1993","80","67","0","193","51","125"
"2016-01-01T00:00:00.000","Charles City County, Virginia","7086","127","3173","3462","610","78","14","23","51","036"
"2018-01-01T00:00:00.000","Pittsylvania County, Virginia","61676","1591","47717","13767","654","483","21","1061","51","143"
"2016-01-01T00:00:00.000","Charlotte County, Virginia","12232","116","8390","3827","77","16","0","21","51","037"
"2018-01-01T00:00:00.000","Norton city, Virginia","3990","43","3668","256","3","134","0","0","51","720"
"2016-01-01T00:00:00.000","Chesterfield County, Virginia","331839","26360","235210","80574","3467","14458","494","8551","51","041"
"2018-01-01T00:00:00.000","Fluvanna County, Virginia","26282","880","22026","4277","226","466","127","156","51","065"
"2016-01-01T00:00:00.000","Clarke County, Virginia","14307","622","13159","856","138","260","28","303","51","043"
"2018-01-01T00:00:00.000","Amelia County, Virginia","12854","383","10086","2960","143","84","0","0","51","007"
"2016-01-01T00:00:00.000","Craig County, Virginia","5195","1","5177","9","52","36","0","1","51","045"
"2018-01-01T00:00:00.000","Winchester city, Virginia","27789","4842","23567","3647","244","860","58","793","51","840"
"2016-01-01T00:00:00.000","Culpeper County, Virginia","48952","4562","39852","8474","463","1034","138","1053","51","047"
"2018-01-01T00:00:00.000","Accomack County, Virginia","32742","2934","22684","9767","315","96","0","251","51","001"
"2016-01-01T00:00:00.000","Cumberland County, Virginia","9769","15","6430","3536","82","7","0","0","51","049"
"2018-01-01T00:00:00.000","Floyd County, Virginia","15666","464","15162","353","177","119","0","73","51","063"
"2016-01-01T00:00:00.000","Dickenson County, Virginia","15304","114","15156","145","55","15","0","53","51","051"
"2018-01-01T00:00:00.000","Grayson County, Virginia","15811","514","14884","959","109","71","0","91","51","077"
"2016-01-01T00:00:00.000","Dinwiddie County, Virginia","28155","861","18641","9362","63","249","16","237","51","053"
"2018-01-01T00:00:00.000","Nottoway County, Virginia","15500","657","8894","6398","40","48","48","175","51","135"
"2016-01-01T00:00:00.000","Essex County, Virginia","11130","28","6445","4755","93","140","0","19","51","057"
"2018-01-01T00:00:00.000","Buena Vista city, Virginia","6399","62","5713","393","16","291","19","12","51","530"
"2016-01-01T00:00:00.000","Fairfax County, Virginia","1132887","181940","756639","122209","11051","237478","2209","56490","51","059"
"2018-01-01T00:00:00.000","Petersburg city, Virginia","31827","1522","6032","24962","271","454","37","737","51","730"
"2016-01-01T00:00:00.000","Fauquier County, Virginia","68025","4883","61186","6245","569","1334","11","747","51","061"
"2018-01-01T00:00:00.000","Fairfax city, Virginia","23865","4039","17549","1544","223","4732","43","1168","51","600"
"2016-01-01T00:00:00.000","Floyd County, Virginia","15587","423","15025","431","253","2","0","86","51","063"
"2018-01-01T00:00:00.000","Manassas city, Virginia","41457","14863","29230","6838","436","2762","239","4072","51","683"
"2016-01-01T00:00:00.000","Fluvanna County, Virginia","26046","858","21939","4284","163","245","47","250","51","065"
"2018-01-01T00:00:00.000","Suffolk city, Virginia","89160","3764","48502","39236","1037","2604","122","1319","51","800"
"2016-01-01T00:00:00.000","Franklin County, Virginia","56230","1512","50653","4906","281","353","3","717","51","067"
"2018-01-01T00:00:00.000","Chesterfield County, Virginia","339447","28910","241182","83725","3518","15244","641","7579","51","041"
"2016-01-01T00:00:00.000","Frederick County, Virginia","82321","6123","76557","4351","536","1678","94","866","51","069"
"2018-01-01T00:00:00.000","Isle of Wight County, Virginia","36372","1075","27230","8736","504","586","86","449","51","093"
"2016-01-01T00:00:00.000","Giles County, Virginia","16871","255","16351","444","34","72","8","7","51","071"
"2018-01-01T00:00:00.000","Franklin city, Virginia","8211","90","3197","5022","90","74","16","90","51","620"
"2016-01-01T00:00:00.000","Gloucester County, Virginia","37021","1159","33564","3524","412","544","35","189","51","073"
"2018-01-01T00:00:00.000","Charlottesville city, Virginia","47042","2531","34461","9468","331","3939","83","277","51","540"
"2016-01-01T00:00:00.000","Goochland County, Virginia","21979","540","17879","4010","87","349","0","122","51","075"
"2018-01-01T00:00:00.000","Henrico County, Virginia","325642","17959","194667","101166","3218","30476","322","7202","51","087"
"2016-01-01T00:00:00.000","Grayson County, Virginia","15180","444","14709","477","59","49","0","75","51","077"
"2018-01-01T00:00:00.000","King William County, Virginia","16497","257","13294","3116","357","249","15","67","51","101"
"2016-01-01T00:00:00.000","Greene County, Virginia","19085","986","17349","1607","22","358","95","178","51","079"
"2018-01-01T00:00:00.000","Louisa County, Virginia","35380","986","28976","6240","554","309","25","827","51","109"
"2016-01-01T00:00:00.000","Greensville County, Virginia","11698","451","4675","6953","109","19","0","117","51","081"
"2018-01-01T00:00:00.000","Prince Edward County, Virginia","22956","880","14958","7555","143","263","48","400","51","147"
"2016-01-01T00:00:00.000","Halifax County, Virginia","35305","676","21686","13255","177","258","22","295","51","083"
"2018-01-01T00:00:00.000","Richmond County, Virginia","8878","603","6114","2807","74","55","2","260","51","159"
"2016-01-01T00:00:00.000","Hanover County, Virginia","102199","2710","90725","10224","825","2069","230","426","51","085"
"2018-01-01T00:00:00.000","Spotsylvania County, Virginia","131412","12308","99720","23652","1438","4876","435","7019","51","177"
"2016-01-01T00:00:00.000","Henrico County, Virginia","321921","16853","194631","100100","3291","28309","598","5813","51","087"
"2018-01-01T00:00:00.000","Clarke County, Virginia","14365","748","13339","907","102","234","20","253","51","043"
"2016-01-01T00:00:00.000","Henry County, Virginia","52209","2721","38614","12338","337","431","17","1589","51","089"
"2018-01-01T00:00:00.000","Mecklenburg County, Virginia","30847","888","19452","11246","161","107","15","268","51","117"
"2016-01-01T00:00:00.000","Highland County, Virginia","2230","0","2226","0","10","0","0","0","51","091"
"2018-01-01T00:00:00.000","Augusta County, Virginia","74701","1970","70585","3994","536","663","49","401","51","015"
"2016-01-01T00:00:00.000","Isle of Wight County, Virginia","36027","945","27190","8774","382","531","145","321","51","093"
"2018-01-01T00:00:00.000","Dickenson County, Virginia","14960","133","14819","116","93","22","1","16","51","051"
"2016-01-01T00:00:00.000","James City County, Virginia","71900","3802","59497","10429","685","2683","253","639","51","095"
"2018-01-01T00:00:00.000","Loudoun County, Virginia","385143","52119","270921","35293","3323","80091","1234","15396","51","107"
"2016-01-01T00:00:00.000","King and Queen County, Virginia","7140","221","5158","1934","150","133","0","34","51","097"
"2018-01-01T00:00:00.000","Roanoke County, Virginia","93583","2731","84339","6241","555","3669","365","827","51","161"
"2016-01-01T00:00:00.000","King George County, Virginia","25260","1122","20264","4875","365","622","25","278","51","099"
"2018-01-01T00:00:00.000","Colonial Heights city, Virginia","17593","1011","13907","2883","224","806","43","293","51","570"
"2016-01-01T00:00:00.000","King William County, Virginia","16156","125","12685","3236","339","184","0","59","51","101"
"2018-01-01T00:00:00.000","Bland County, Virginia","6447","48","6320","161","23","15","0","4","51","021"
"2016-01-01T00:00:00.000","Lancaster County, Virginia","11055","186","7868","3155","45","91","0","13","51","103"
"2018-01-01T00:00:00.000","Buckingham County, Virginia","17004","408","10699","6087","141","70","0","322","51","029"
"2016-01-01T00:00:00.000","Lee County, Virginia","24911","448","23392","1078","145","183","0","326","51","105"
"2018-01-01T00:00:00.000","Covington city, Virginia","5582","144","4740","814","64","74","29","13","51","580"
"2016-01-01T00:00:00.000","Loudoun County, Virginia","362435","48207","259094","32698","3262","70253","1038","15482","51","107"
"2018-01-01T00:00:00.000","Virginia Beach city, Virginia","450135","36043","320858","98081","5413","39537","1627","11128","51","810"
"2016-01-01T00:00:00.000","Louisa County, Virginia","34350","876","27742","6191","566","295","10","839","51","109"
"2018-01-01T00:00:00.000","Galax city, Virginia","6638","1099","5866","620","25","19","0","164","51","640"
"2016-01-01T00:00:00.000","Lunenburg County, Virginia","12450","525","7924","4087","95","367","0","244","51","111"
"2018-01-01T00:00:00.000","Westmoreland County, Virginia","17638","1110","12145","4873","363","209","8","484","51","193"
"2016-01-01T00:00:00.000","Madison County, Virginia","13122","291","11912","1345","162","135","0","249","51","113"
"2018-01-01T00:00:00.000","Pulaski County, Virginia","34234","584","32203","2068","336","257","0","210","51","155"
"2016-01-01T00:00:00.000","Mathews County, Virginia","8848","89","7826","947","199","54","4","38","51","115"
"2018-01-01T00:00:00.000","Danville city, Virginia","41512","1711","19820","21421","495","606","69","616","51","590"
"2016-01-01T00:00:00.000","Mecklenburg County, Virginia","31209","818","19581","11486","82","124","11","418","51","117"
"2018-01-01T00:00:00.000","Amherst County, Virginia","31882","774","25637","6487","542","362","50","122","51","009"
"2016-01-01T00:00:00.000","Middlesex County, Virginia","10728","63","8520","2230","92","22","13","52","51","119"
"2016-01-01T00:00:00.000","Montgomery County, Virginia","97227","2936","85666","4850","588","7107","192","947","51","121"
"2018-01-01T00:00:00.000","Bath County, Virginia","4393","165","4238","106","73","53","0","61","51","017"
"2016-01-01T00:00:00.000","Nelson County, Virginia","14831","544","12582","2010","70","78","0","234","51","125"
"2018-01-01T00:00:00.000","Newport News city, Virginia","180145","15798","94461","79664","2535","8944","799","4740","51","700"
"2016-01-01T00:00:00.000","New Kent County, Virginia","20051","524","16905","2869","609","365","22","113","51","127"
"2018-01-01T00:00:00.000","Lynchburg city, Virginia","80131","3194","53708","24013","793","2605","68","1257","51","680"
"2016-01-01T00:00:00.000","Northampton County, Virginia","12118","999","7602","4391","68","122","21","71","51","131"
"2018-01-01T00:00:00.000","Martinsville city, Virginia","13101","703","6656","6447","112","51","0","114","51","690"
"2016-01-01T00:00:00.000","Northumberland County, Virginia","12272","44","8605","3601","91","6","0","0","51","133"
"2018-01-01T00:00:00.000","Essex County, Virginia","11036","390","6218","4410","174","69","0","316","51","057"
"2016-01-01T00:00:00.000","Nottoway County, Virginia","15641","598","9120","6363","71","94","23","196","51","135"
"2018-01-01T00:00:00.000","Staunton city, Virginia","24452","729","21056","3360","158","462","53","116","51","790"
"2016-01-01T00:00:00.000","Orange County, Virginia","34873","1468","29635","5004","294","503","130","375","51","137"
"2018-01-01T00:00:00.000","Radford city, Virginia","17630","512","15438","1983","53","578","102","231","51","750"
"2016-01-01T00:00:00.000","Page County, Virginia","23759","437","23058","604","142","151","10","160","51","139"
"2018-01-01T00:00:00.000","Craig County, Virginia","5113","2","5104","17","12","0","0","1","51","045"
"2016-01-01T00:00:00.000","Patrick County, Virginia","18180","497","16895","1134","100","64","5","156","51","141"
"2018-01-01T00:00:00.000","Giles County, Virginia","16814","285","16394","439","0","69","53","3","51","071"
"2016-01-01T00:00:00.000","Pittsylvania County, Virginia","62392","1519","47589","13922","386","541","29","1100","51","143"
