"township","age_group","age","count"
"Brooklyn","4","Ages 18-64","1448"
"Brooklyn","5","Ages 65 and older","400"
"Burlington","1","Under 1 year old","8"
"Burlington","2","Ages 1-4","53"
"Burlington","3","Ages 5-17","213"
"Burlington","4","Ages 18-64","607"
"Burlington","5","Ages 65 and older","173"
"Canaan","1","Under 1 year old","16"
"Canaan","2","Ages 1-4","80"
"Canaan","3","Ages 5-17","228"
"Canaan","4","Ages 18-64","611"
"Canaan","5","Ages 65 and older","261"
"Canterbury","1","Under 1 year old","21"
"Canterbury","2","Ages 1-4","72"
"Canterbury","3","Ages 5-17","328"
"Canterbury","4","Ages 18-64","719"
"Canterbury","5","Ages 65 and older","182"
"Canton","1","Under 1 year old","22"
"Canton","2","Ages 1-4","103"
"Canton","3","Ages 5-17","297"
"Canton","4","Ages 18-64","862"
"Canton","5","Ages 65 and older","388"
"Chaplin","1","Under 1 year old","16"
"Chaplin","2","Ages 1-4","53"
"Chaplin","3","Ages 5-17","151"
"Chaplin","4","Ages 18-64","434"
"Chaplin","5","Ages 65 and older","83"
"Cheshire","1","Under 1 year old","36"
"Cheshire","2","Ages 1-4","190"
"Cheshire","3","Ages 5-17","680"
"Cheshire","4","Ages 18-64","1985"
"Cheshire","5","Ages 65 and older","879"
"Chester","1","Under 1 year old","0"
"Chester","2","Ages 1-4","37"
"Chester","3","Ages 5-17","112"
"Chester","4","Ages 18-64","398"
"Chester","5","Ages 65 and older","216"
"Clinton","1","Under 1 year old","36"
"Clinton","2","Ages 1-4","185"
"Clinton","3","Ages 5-17","683"
"Clinton","4","Ages 18-64","1759"
"Clinton","5","Ages 65 and older","465"
"Colchester","1","Under 1 year old","38"
"Colchester","2","Ages 1-4","208"
"Colchester","3","Ages 5-17","728"
"Colchester","4","Ages 18-64","1900"
"Colchester","5","Ages 65 and older","601"
"Colebrook","2","Ages 1-4","11"
"Colebrook","3","Ages 5-17","47"
"Colebrook","4","Ages 18-64","147"
"Colebrook","5","Ages 65 and older","29"
"Columbia","1","Under 1 year old","9"
"Columbia","2","Ages 1-4","59"
"Columbia","3","Ages 5-17","190"
"Columbia","4","Ages 18-64","532"
"Columbia","5","Ages 65 and older","156"
"Cornwall","1","Under 1 year old","5"
"Cornwall","2","Ages 1-4","15"
"Cornwall","3","Ages 5-17","85"
"Cornwall","4","Ages 18-64","191"
"Cornwall","5","Ages 65 and older","59"
"Coventry","1","Under 1 year old","26"
"Coventry","2","Ages 1-4","157"
"Coventry","3","Ages 5-17","502"
"Coventry","4","Ages 18-64","1416"
"Coventry","5","Ages 65 and older","296"
"Cromwell","1","Under 1 year old","29"
"Cromwell","2","Ages 1-4","160"
"Cromwell","3","Ages 5-17","506"
"Cromwell","4","Ages 18-64","1503"
"Cromwell","5","Ages 65 and older","654"
"Danbury","1","Under 1 year old","729"
"Danbury","2","Ages 1-4","3007"
"Danbury","3","Ages 5-17","8171"
"Danbury","4","Ages 18-64","13777"
"Danbury","5","Ages 65 and older","3278"
"Darien","1","Under 1 year old","11"
"Darien","2","Ages 1-4","43"
"Darien","3","Ages 5-17","363"
"Darien","4","Ages 18-64","855"
"Darien","5","Ages 65 and older","176"
"Deep River","1","Under 1 year old","10"
"Deep River","2","Ages 1-4","57"
"Deep River","3","Ages 5-17","233"
"Deep River","4","Ages 18-64","587"
"Deep River","5","Ages 65 and older","193"
"Derby","1","Under 1 year old","106"
"Derby","2","Ages 1-4","425"
"Derby","3","Ages 5-17","1291"
"Derby","4","Ages 18-64","3017"
"Derby","5","Ages 65 and older","703"
"Durham","1","Under 1 year old","14"
"Durham","2","Ages 1-4","50"
"Durham","3","Ages 5-17","159"
"Durham","4","Ages 18-64","491"
"Durham","5","Ages 65 and older","180"
"East Granby","1","Under 1 year old","16"
"East Granby","2","Ages 1-4","44"
"East Granby","3","Ages 5-17","187"
"East Granby","4","Ages 18-64","416"
"East Granby","5","Ages 65 and older","121"
"East Haddam","1","Under 1 year old","25"
"East Haddam","2","Ages 1-4","97"
"East Haddam","3","Ages 5-17","304"
"East Haddam","4","Ages 18-64","840"
"East Haddam","5","Ages 65 and older","298"
"East Hampton","1","Under 1 year old","22"
"East Hampton","2","Ages 1-4","148"
"East Hampton","3","Ages 5-17","469"
"East Hampton","4","Ages 18-64","1385"
"East Hampton","5","Ages 65 and older","424"
"East Hartford","1","Under 1 year old","564"
"East Hartford","2","Ages 1-4","2253"
"East Hartford","3","Ages 5-17","6651"
"East Hartford","4","Ages 18-64","14715"
"East Hartford","5","Ages 65 and older","2987"
"East Haven","1","Under 1 year old","170"
"East Haven","2","Ages 1-4","715"
"East Haven","3","Ages 5-17","2066"
"East Haven","4","Ages 18-64","5751"
"East Haven","5","Ages 65 and older","1802"
"East Lyme","1","Under 1 year old","33"
"East Lyme","2","Ages 1-4","170"
"East Lyme","3","Ages 5-17","665"
"East Lyme","4","Ages 18-64","1885"
"East Lyme","5","Ages 65 and older","645"
"East Windsor","1","Under 1 year old","50"
"East Windsor","2","Ages 1-4","223"
"East Windsor","3","Ages 5-17","699"
"East Windsor","4","Ages 18-64","1918"
"East Windsor","5","Ages 65 and older","595"
"Eastford","1","Under 1 year old","0"
"Eastford","2","Ages 1-4","20"
"Eastford","3","Ages 5-17","69"
"Eastford","4","Ages 18-64","177"
"Eastford","5","Ages 65 and older","55"
"Easton","1","Under 1 year old","0"
"Easton","2","Ages 1-4","34"
"Easton","3","Ages 5-17","174"
"Easton","4","Ages 18-64","469"
"Easton","5","Ages 65 and older","111"
"Ellington","1","Under 1 year old","34"
"Ellington","2","Ages 1-4","178"
"Ellington","3","Ages 5-17","484"
"Ellington","4","Ages 18-64","1344"
"Ellington","5","Ages 65 and older","375"
"Enfield","1","Under 1 year old","168"
"Enfield","2","Ages 1-4","799"
"Enfield","3","Ages 5-17","2723"
"Enfield","4","Ages 18-64","6221"
"Enfield","5","Ages 65 and older","1609"
"Essex","1","Under 1 year old","10"
"Essex","2","Ages 1-4","41"
"Essex","3","Ages 5-17","163"
"Essex","4","Ages 18-64","577"
"Essex","5","Ages 65 and older","182"
"Fairfield","1","Under 1 year old","87"
"Fairfield","2","Ages 1-4","401"
"Fairfield","3","Ages 5-17","1805"
"Fairfield","4","Ages 18-64","4331"
"Fairfield","5","Ages 65 and older","1539"
"Farmington","1","Under 1 year old","44"
"Farmington","2","Ages 1-4","180"
"Farmington","3","Ages 5-17","783"
"Farmington","4","Ages 18-64","2350"
"Farmington","5","Ages 65 and older","1014"
"Franklin","1","Under 1 year old","7"
"Franklin","2","Ages 1-4","22"
"Franklin","3","Ages 5-17","80"
"Franklin","4","Ages 18-64","192"
"Franklin","5","Ages 65 and older","81"
"Glastonbury","1","Under 1 year old","43"
"Glastonbury","2","Ages 1-4","199"
"Glastonbury","3","Ages 5-17","959"
"Glastonbury","4","Ages 18-64","2394"
"Glastonbury","5","Ages 65 and older","995"
"Goshen","1","Under 1 year old","9"
"Goshen","2","Ages 1-4","33"
"Goshen","3","Ages 5-17","108"
"Goshen","4","Ages 18-64","268"
"Goshen","5","Ages 65 and older","82"
"Granby","1","Under 1 year old","28"
"Granby","2","Ages 1-4","78"
"Granby","3","Ages 5-17","275"
"Granby","4","Ages 18-64","814"
"Granby","5","Ages 65 and older","272"
"Greenwich","1","Under 1 year old","95"
"Greenwich","2","Ages 1-4","441"
"Greenwich","3","Ages 5-17","1952"
"Greenwich","4","Ages 18-64","4206"
"Greenwich","5","Ages 65 and older","1333"
"Griswold","1","Under 1 year old","75"
"Griswold","2","Ages 1-4","296"
"Griswold","3","Ages 5-17","960"
"Griswold","4","Ages 18-64","2446"
"Griswold","5","Ages 65 and older","451"
"Groton","1","Under 1 year old","168"
"Groton","2","Ages 1-4","771"
"Groton","3","Ages 5-17","2109"
"Groton","4","Ages 18-64","5278"
"Groton","5","Ages 65 and older","1252"
"Guilford","1","Under 1 year old","20"
"Guilford","2","Ages 1-4","145"
"Guilford","3","Ages 5-17","539"
"Guilford","4","Ages 18-64","1670"
"Guilford","5","Ages 65 and older","648"
"Haddam","1","Under 1 year old","12"
"Haddam","2","Ages 1-4","81"
"Haddam","3","Ages 5-17","271"
"Haddam","4","Ages 18-64","694"
"Haddam","5","Ages 65 and older","164"
"Hamden","1","Under 1 year old","283"
"Hamden","2","Ages 1-4","1137"
"Hamden","3","Ages 5-17","3589"
"Hamden","4","Ages 18-64","9475"
"Hamden","5","Ages 65 and older","2851"
"Hampton","1","Under 1 year old","0"
"Hampton","2","Ages 1-4","32"
"Hampton","3","Ages 5-17","101"
"Hampton","4","Ages 18-64","315"
"Hampton","5","Ages 65 and older","71"
"Hartford","1","Under 1 year old","1864"
"Hartford","2","Ages 1-4","7523"
"Hartford","3","Ages 5-17","22307"
"Hartford","4","Ages 18-64","53754"
"Hartford","5","Ages 65 and older","9081"
"Hartland","1","Under 1 year old","6"
"Hartland","2","Ages 1-4","21"
"Hartland","3","Ages 5-17","101"
"Hartland","4","Ages 18-64","184"
"Hartland","5","Ages 65 and older","48"
"Harwinton","1","Under 1 year old","14"
"Harwinton","2","Ages 1-4","64"
"Harwinton","3","Ages 5-17","221"
"Harwinton","4","Ages 18-64","462"
"Harwinton","5","Ages 65 and older","161"
"Hebron","1","Under 1 year old","7"
"Hebron","2","Ages 1-4","84"
"Hebron","3","Ages 5-17","271"
"Hebron","4","Ages 18-64","775"
"Hebron","5","Ages 65 and older","170"
"Kent","1","Under 1 year old","7"
"Kent","2","Ages 1-4","40"
"Kent","3","Ages 5-17","133"
"Kent","4","Ages 18-64","333"
"Kent","5","Ages 65 and older","127"
"Killingly","1","Under 1 year old","115"
"Killingly","2","Ages 1-4","524"
"Killingly","3","Ages 5-17","1542"
"Killingly","4","Ages 18-64","4041"
"Killingly","5","Ages 65 and older","1198"
"Killingworth","1","Under 1 year old","9"
"Killingworth","2","Ages 1-4","40"
"Killingworth","3","Ages 5-17","135"
"Killingworth","4","Ages 18-64","448"
"Killingworth","5","Ages 65 and older","197"
"Lebanon","1","Under 1 year old","26"
"Lebanon","2","Ages 1-4","91"
"Lebanon","3","Ages 5-17","339"
"Lebanon","4","Ages 18-64","1228"
"Lebanon","5","Ages 65 and older","179"
"Ledyard","1","Under 1 year old","54"
"Ledyard","2","Ages 1-4","236"
"Ledyard","3","Ages 5-17","799"
"Ledyard","4","Ages 18-64","1782"
"Ledyard","5","Ages 65 and older","303"
"Lisbon","1","Under 1 year old","13"
"Lisbon","2","Ages 1-4","76"
"Lisbon","3","Ages 5-17","217"
"Lisbon","4","Ages 18-64","593"
"Lisbon","5","Ages 65 and older","149"
"Litchfield","1","Under 1 year old","25"
"Litchfield","2","Ages 1-4","100"
"Litchfield","3","Ages 5-17","331"
"Litchfield","4","Ages 18-64","856"
"Litchfield","5","Ages 65 and older","407"
"Lyme","1","Under 1 year old","0"
"Lyme","2","Ages 1-4","15"
"Lyme","3","Ages 5-17","61"
"Lyme","4","Ages 18-64","175"
"Lyme","5","Ages 65 and older","53"
"Madison","1","Under 1 year old","10"
"Madison","2","Ages 1-4","73"
"Madison","3","Ages 5-17","370"
"Madison","4","Ages 18-64","1152"
"Madison","5","Ages 65 and older","471"
"Manchester","1","Under 1 year old","427"
"Manchester","2","Ages 1-4","1833"
"Manchester","3","Ages 5-17","5342"
"Manchester","4","Ages 18-64","13191"
"Manchester","5","Ages 65 and older","2595"
"Mansfield","1","Under 1 year old","28"
"Mansfield","2","Ages 1-4","171"
"Mansfield","3","Ages 5-17","507"
"Mansfield","4","Ages 18-64","1312"
"Mansfield","5","Ages 65 and older","402"
"Marlborough","1","Under 1 year old","12"
"Marlborough","2","Ages 1-4","59"
"Marlborough","3","Ages 5-17","186"
"Marlborough","4","Ages 18-64","478"
"Marlborough","5","Ages 65 and older","211"
"Meriden","1","Under 1 year old","574"
"Meriden","2","Ages 1-4","2384"
"Meriden","3","Ages 5-17","7458"
"Meriden","4","Ages 18-64","17049"
"Meriden","5","Ages 65 and older","3525"
"Middlebury","1","Under 1 year old","6"
"Middlebury","2","Ages 1-4","47"
"Middlebury","3","Ages 5-17","229"
"Middlebury","4","Ages 18-64","564"
"Middlebury","5","Ages 65 and older","309"
"Middlefield","1","Under 1 year old","5"
"Middlefield","2","Ages 1-4","51"
"Middlefield","3","Ages 5-17","151"
"Middlefield","4","Ages 18-64","447"
"Middlefield","5","Ages 65 and older","115"
"Middletown","1","Under 1 year old","279"
"Middletown","2","Ages 1-4","1104"
"Middletown","3","Ages 5-17","3255"
"Middletown","4","Ages 18-64","10257"
"Middletown","5","Ages 65 and older","2344"
"Milford","1","Under 1 year old","133"
"Milford","2","Ages 1-4","531"
"Milford","3","Ages 5-17","1987"
"Milford","4","Ages 18-64","6303"
"Milford","5","Ages 65 and older","1962"
"Monroe","1","Under 1 year old","35"
"Monroe","2","Ages 1-4","144"
"Monroe","3","Ages 5-17","564"
"Monroe","4","Ages 18-64","1530"
"Monroe","5","Ages 65 and older","475"
"Montville","1","Under 1 year old","95"
"Montville","2","Ages 1-4","372"
"Montville","3","Ages 5-17","1202"
"Montville","4","Ages 18-64","3059"
"Montville","5","Ages 65 and older","667"
"Morris","1","Under 1 year old","0"
"Morris","2","Ages 1-4","39"
"Morris","3","Ages 5-17","119"
"Morris","4","Ages 18-64","300"
"Morris","5","Ages 65 and older","75"
"Naugatuck","1","Under 1 year old","208"
"Naugatuck","2","Ages 1-4","901"
"Naugatuck","3","Ages 5-17","2882"
"Naugatuck","4","Ages 18-64","6424"
"Naugatuck","5","Ages 65 and older","1539"
"New Britain","1","Under 1 year old","966"
"New Britain","2","Ages 1-4","4032"
"New Britain","3","Ages 5-17","11497"
"New Britain","4","Ages 18-64","27429"
"New Britain","5","Ages 65 and older","5165"
"New Canaan","1","Under 1 year old","19"
"New Canaan","2","Ages 1-4","78"
"New Canaan","3","Ages 5-17","333"
"New Canaan","4","Ages 18-64","752"
"New Canaan","5","Ages 65 and older","230"
"New Fairfield","1","Under 1 year old","26"
"New Fairfield","2","Ages 1-4","116"
"New Fairfield","3","Ages 5-17","483"
"New Fairfield","4","Ages 18-64","1106"
"New Fairfield","5","Ages 65 and older","260"
"New Hartford","1","Under 1 year old","16"
"New Hartford","2","Ages 1-4","62"
"New Hartford","3","Ages 5-17","244"
"New Hartford","4","Ages 18-64","693"
"New Hartford","5","Ages 65 and older","152"
"New Haven","1","Under 1 year old","1504"
"New Haven","2","Ages 1-4","6115"
"New Haven","3","Ages 5-17","18771"
"New Haven","4","Ages 18-64","44442"
"New Haven","5","Ages 65 and older","6874"
"New London","1","Under 1 year old","303"
"New London","2","Ages 1-4","1247"
"New London","3","Ages 5-17","3779"
"New London","4","Ages 18-64","9795"
"New London","5","Ages 65 and older","1469"
"New Milford","1","Under 1 year old","125"
"New Milford","2","Ages 1-4","517"
"New Milford","3","Ages 5-17","1566"
"New Milford","4","Ages 18-64","3602"
"New Milford","5","Ages 65 and older","1058"
"Newington","1","Under 1 year old","97"
"Newington","2","Ages 1-4","425"
"Newington","3","Ages 5-17","1405"
"Newington","4","Ages 18-64","3767"
"Newington","5","Ages 65 and older","1702"
"Newtown","1","Under 1 year old","41"
"Newtown","2","Ages 1-4","168"
"Newtown","3","Ages 5-17","821"
"Newtown","4","Ages 18-64","1993"
"Newtown","5","Ages 65 and older","638"
"Norfolk","1","Under 1 year old","0"
"Norfolk","2","Ages 1-4","20"
"Norfolk","3","Ages 5-17","84"
"Norfolk","4","Ages 18-64","195"
"Norfolk","5","Ages 65 and older","67"
"North Branford","1","Under 1 year old","27"
"North Branford","2","Ages 1-4","143"
"North Branford","3","Ages 5-17","483"
"North Branford","4","Ages 18-64","1325"
"North Branford","5","Ages 65 and older","468"
"North Canaan","1","Under 1 year old","0"
"North Canaan","2","Ages 1-4","13"
"North Canaan","3","Ages 5-17","41"
"North Canaan","4","Ages 18-64","123"
"North Canaan","5","Ages 65 and older","40"
"North Haven","1","Under 1 year old","49"
"North Haven","2","Ages 1-4","260"
"North Haven","3","Ages 5-17","823"
"North Haven","4","Ages 18-64","2543"
"North Haven","5","Ages 65 and older","1074"
"North Stonington","1","Under 1 year old","12"
"North Stonington","2","Ages 1-4","61"
"North Stonington","3","Ages 5-17","237"
"North Stonington","4","Ages 18-64","602"
"North Stonington","5","Ages 65 and older","137"
"Norwalk","1","Under 1 year old","638"
"Norwalk","2","Ages 1-4","2403"
"Norwalk","3","Ages 5-17","7293"
"Norwalk","4","Ages 18-64","13631"
"Norwalk","5","Ages 65 and older","3395"
"Norwich","1","Under 1 year old","364"
"Norwich","2","Ages 1-4","1725"
"Norwich","3","Ages 5-17","4997"
"Norwich","4","Ages 18-64","12919"
"Norwich","5","Ages 65 and older","2237"
"Old Lyme","1","Under 1 year old","11"
"Old Lyme","2","Ages 1-4","61"
"Old Lyme","3","Ages 5-17","235"
"Old Lyme","4","Ages 18-64","672"
"Old Lyme","5","Ages 65 and older","203"
"Old Saybrook","1","Under 1 year old","24"
"Old Saybrook","2","Ages 1-4","68"
"Old Saybrook","3","Ages 5-17","417"
"Old Saybrook","4","Ages 18-64","1050"
"Old Saybrook","5","Ages 65 and older","530"
"Orange","1","Under 1 year old","19"
"Orange","2","Ages 1-4","90"
"Orange","3","Ages 5-17","403"
"Orange","4","Ages 18-64","1054"
"Orange","5","Ages 65 and older","447"
"Out of State","1","Under 1 year old","76"
"Out of State","2","Ages 1-4","431"
"Out of State","3","Ages 5-17","1041"
"Out of State","4","Ages 18-64","2614"
"Out of State","5","Ages 65 and older","510"
"Oxford","1","Under 1 year old","18"
"Oxford","2","Ages 1-4","89"
"Oxford","3","Ages 5-17","364"
"Oxford","4","Ages 18-64","1014"
"Oxford","5","Ages 65 and older","301"
"Plainfield","1","Under 1 year old","127"
"Plainfield","2","Ages 1-4","521"
"Plainfield","3","Ages 5-17","1519"
"Plainfield","4","Ages 18-64","3432"
"Plainfield","5","Ages 65 and older","842"
"Plainville","1","Under 1 year old","71"
"Plainville","2","Ages 1-4","276"
"Plainville","3","Ages 5-17","1020"
"Plainville","4","Ages 18-64","2855"
"Plainville","5","Ages 65 and older","1023"
"Plymouth","1","Under 1 year old","42"
"Plymouth","2","Ages 1-4","218"
"Plymouth","3","Ages 5-17","785"
"Plymouth","4","Ages 18-64","2049"
"Plymouth","5","Ages 65 and older","589"
"Pomfret","1","Under 1 year old","14"
"Pomfret","2","Ages 1-4","45"
"Pomfret","3","Ages 5-17","173"
"Pomfret","4","Ages 18-64","430"
"Pomfret","5","Ages 65 and older","121"
"Portland","1","Under 1 year old","20"
"Portland","2","Ages 1-4","128"
"Portland","3","Ages 5-17","409"
"Portland","4","Ages 18-64","1263"
"Portland","5","Ages 65 and older","318"
"Preston","1","Under 1 year old","15"
"Preston","2","Ages 1-4","58"
"Preston","3","Ages 5-17","239"
"Preston","4","Ages 18-64","608"
"Preston","5","Ages 65 and older","144"
"Prospect","1","Under 1 year old","17"
"Prospect","2","Ages 1-4","92"
"Prospect","3","Ages 5-17","297"
"Prospect","4","Ages 18-64","863"
"Prospect","5","Ages 65 and older","362"
"Putnam","1","Under 1 year old","75"
"Putnam","2","Ages 1-4","342"
"Putnam","3","Ages 5-17","924"
"Putnam","4","Ages 18-64","2335"
"Putnam","5","Ages 65 and older","736"
"Redding","1","Under 1 year old","5"
"Redding","2","Ages 1-4","37"
"Redding","3","Ages 5-17","186"
"Redding","4","Ages 18-64","543"
"Redding","5","Ages 65 and older","87"
"Ridgefield","1","Under 1 year old","18"
"Ridgefield","2","Ages 1-4","82"
"Ridgefield","3","Ages 5-17","435"
"Ridgefield","4","Ages 18-64","1200"
"Ridgefield","5","Ages 65 and older","439"
"Rocky Hill","1","Under 1 year old","48"
"Rocky Hill","2","Ages 1-4","199"
"Rocky Hill","3","Ages 5-17","681"
"Rocky Hill","4","Ages 18-64","1860"
"Rocky Hill","5","Ages 65 and older","1015"
"Roxbury","1","Under 1 year old","0"
"Roxbury","2","Ages 1-4","16"
"Roxbury","3","Ages 5-17","66"
"Roxbury","4","Ages 18-64","174"
"Roxbury","5","Ages 65 and older","55"
"Salem","1","Under 1 year old","10"
"Salem","2","Ages 1-4","59"
"Salem","3","Ages 5-17","167"
"Salem","4","Ages 18-64","434"
"Salem","5","Ages 65 and older","77"
"Salisbury","1","Under 1 year old","7"
"Salisbury","2","Ages 1-4","35"
"Salisbury","3","Ages 5-17","136"
"Salisbury","4","Ages 18-64","348"
"Salisbury","5","Ages 65 and older","177"
"Scotland","1","Under 1 year old","0"
"Scotland","2","Ages 1-4","11"
"Scotland","3","Ages 5-17","41"
"Scotland","4","Ages 18-64","108"
"Scotland","5","Ages 65 and older","19"
"Seymour","1","Under 1 year old","72"
"Seymour","2","Ages 1-4","305"
"Seymour","3","Ages 5-17","997"
"Seymour","4","Ages 18-64","2459"
"Seymour","5","Ages 65 and older","805"
"Sharon","1","Under 1 year old","5"
"Sharon","2","Ages 1-4","30"
"Sharon","3","Ages 5-17","110"
"Sharon","4","Ages 18-64","375"
"Sharon","5","Ages 65 and older","124"
"Shelton","1","Under 1 year old","126"
"Shelton","2","Ages 1-4","540"
"Shelton","3","Ages 5-17","1790"
"Shelton","4","Ages 18-64","4690"
"Shelton","5","Ages 65 and older","1723"
"Sherman","1","Under 1 year old","9"
"Sherman","2","Ages 1-4","15"
"Sherman","3","Ages 5-17","129"
"Sherman","4","Ages 18-64","260"
"Sherman","5","Ages 65 and older","68"
"Simsbury","1","Under 1 year old","50"
"Simsbury","2","Ages 1-4","184"
"Simsbury","3","Ages 5-17","624"
"Simsbury","4","Ages 18-64","1586"
"Simsbury","5","Ages 65 and older","478"
"Somers","1","Under 1 year old","25"
"Somers","2","Ages 1-4","79"
"Somers","3","Ages 5-17","318"
"Somers","4","Ages 18-64","786"
"Somers","5","Ages 65 and older","313"
"South Windsor","1","Under 1 year old","62"
"South Windsor","2","Ages 1-4","229"
"South Windsor","3","Ages 5-17","833"
"South Windsor","4","Ages 18-64","2150"
"South Windsor","5","Ages 65 and older","886"
"Southbury","1","Under 1 year old","16"
"Southbury","2","Ages 1-4","104"
"Southbury","3","Ages 5-17","448"
"Southbury","4","Ages 18-64","1453"
"Southbury","5","Ages 65 and older","1142"
"Southington","1","Under 1 year old","107"
"Southington","2","Ages 1-4","504"
"Southington","3","Ages 5-17","1764"
"Southington","4","Ages 18-64","4360"
"Southington","5","Ages 65 and older","2082"
"Sprague","1","Under 1 year old","19"
"Sprague","2","Ages 1-4","93"
"Sprague","3","Ages 5-17","357"
"Sprague","4","Ages 18-64","694"
"Sprague","5","Ages 65 and older","116"
"Stafford","1","Under 1 year old","56"
"Stafford","2","Ages 1-4","209"
"Stafford","3","Ages 5-17","713"
"Stafford","4","Ages 18-64","1770"
"Stafford","5","Ages 65 and older","592"
"Stamford","1","Under 1 year old","887"
"Stamford","2","Ages 1-4","3517"
"Stamford","3","Ages 5-17","10253"
"Stamford","4","Ages 18-64","18758"
"Stamford","5","Ages 65 and older","4830"
"Sterling","1","Under 1 year old","22"
"Sterling","2","Ages 1-4","81"
"Sterling","3","Ages 5-17","257"
"Sterling","4","Ages 18-64","674"
"Sterling","5","Ages 65 and older","111"
"Stonington","1","Under 1 year old","56"
"Stonington","2","Ages 1-4","321"
"Stonington","3","Ages 5-17","1052"
"Stonington","4","Ages 18-64","3051"
"Stonington","5","Ages 65 and older","997"
"Stratford","1","Under 1 year old","296"
"Stratford","2","Ages 1-4","1141"
"Stratford","3","Ages 5-17","4043"
"Stratford","4","Ages 18-64","9217"
"Stratford","5","Ages 65 and older","2247"
"Suffield","1","Under 1 year old","20"
"Suffield","2","Ages 1-4","103"
"Suffield","3","Ages 5-17","400"
"Suffield","4","Ages 18-64","1057"
"Suffield","5","Ages 65 and older","416"
"Thomaston","1","Under 1 year old","29"
"Thomaston","2","Ages 1-4","124"
"Thomaston","3","Ages 5-17","398"
"Thomaston","4","Ages 18-64","1069"
"Thomaston","5","Ages 65 and older","358"
"Thompson","1","Under 1 year old","34"
"Thompson","2","Ages 1-4","161"
"Thompson","3","Ages 5-17","579"
